cityid,year,month,day,emp,emp31_33,emp44_45,emp48_49,emp62,emp72,emp_inclow,emp_incmiddle,emp_inchigh
1,2020,2,14,.000527,-.023,-.0059,.019,.0201,.0141,.0027,.00283,-.0031
1,2020,2,15,-.000266,-.0247,-.00794,.0206,.0203,.0147,.00229,.00187,-.00388
1,2020,2,16,-.000752,-.0264,-.00832,.0223,.0204,.0145,.00219,.00135,-.0045
1,2020,2,17,-.00134,-.0281,-.0102,.0239,.0205,.0165,.00138,.00104,-.00532
1,2020,2,18,-.000736,-.0278,-.01,.0245,.021,.0166,.00204,.00151,-.00456
1,2020,2,19,-.000402,-.0292,-.0111,.0276,.0215,.0185,.00323,.00139,-.00411
1,2020,2,20,-.000154,-.0299,-.0129,.03,.0222,.0194,.0053,.00103,-.00407
1,2020,2,21,.000205,-.0307,-.0147,.0312,.023,.0204,.00623,.000566,-.00307
1,2020,2,22,.000375,-.0327,-.0148,.0315,.0228,.0221,.00709,.000461,-.00292
1,2020,2,23,.000671,-.0347,-.015,.0317,.0226,.025,.00797,.000523,-.00266
1,2020,2,24,.000175,-.0384,-.0164,.0336,.0225,.0268,.00789,.000316,-.00372
1,2020,2,25,-.00029,-.0405,-.016,.0331,.022,.0261,.00827,-.000555,-.00413
1,2020,2,26,-.00104,-.0426,-.0166,.0324,.0216,.0258,.00838,-.00118,-.00546
1,2020,2,27,-.00187,-.0453,-.0168,.0321,.0215,.0256,.00728,-.00171,-.00649
1,2020,2,28,-.00276,-.0487,-.0169,.0322,.021,.0257,.00663,-.00226,-.00788
1,2020,2,29,-.00461,-.0499,-.0184,.0325,.0097,.0271,.0044,-.00423,-.00945
1,2020,3,1,-.00674,-.051,-.0201,.0327,-.00159,.0268,.00204,-.0065,-.0113
1,2020,3,2,-.00879,-.0521,-.0216,.033,-.0129,.0268,.000481,-.00906,-.013
1,2020,3,3,-.011,-.0533,-.0238,.0332,-.0242,.026,-.00149,-.0115,-.0152
1,2020,3,4,-.013,-.0545,-.0245,.033,-.0356,.0251,-.00331,-.0139,-.0167
1,2020,3,5,-.0148,-.0561,-.0255,.0331,-.0472,.0248,-.0053,-.0159,-.0184
1,2020,3,6,-.0167,-.0582,-.0269,.0327,-.0581,.0244,-.00657,-.0182,-.0201
1,2020,3,7,-.0176,-.0588,-.0274,.0307,-.0608,.0253,-.00757,-.0191,-.0208
1,2020,3,8,-.0179,-.0594,-.0275,.0287,-.0635,.0305,-.00816,-.0195,-.0208
1,2020,3,9,-.0188,-.0599,-.0281,.0267,-.0661,.0318,-.00928,-.0201,-.0219
1,2020,3,10,-.0198,-.0605,-.0291,.0246,-.0688,.0333,-.0106,-.0211,-.0227
1,2020,3,11,-.0211,-.0611,-.0307,.0229,-.0715,.0326,-.0124,-.0222,-.024
1,2020,3,12,-.0227,-.0611,-.0324,.0211,-.0745,.0308,-.0144,-.0237,-.0257
1,2020,3,13,-.0255,-.0595,-.0353,.0181,-.0771,.0242,-.0172,-.0263,-.0285
1,2020,3,14,-.0306,-.0609,-.0399,.0156,-.079,.0102,-.0223,-.0311,-.0341
1,2020,3,15,-.0364,-.0623,-.0438,.0132,-.081,-.0102,-.0283,-.0364,-.0403
1,2020,3,16,-.0434,-.0638,-.0488,.0107,-.0829,-.0382,-.0348,-.0426,-.0484
1,2020,3,17,-.0525,-.0652,-.0548,.00817,-.0849,-.081,-.043,-.0505,-.0593
1,2020,3,18,-.0631,-.0664,-.0619,.0053,-.0871,-.132,-.053,-.0597,-.0719
1,2020,3,19,-.0749,-.0677,-.0714,.00193,-.0896,-.187,-.0642,-.0703,-.0852
1,2020,3,20,-.0889,-.0708,-.0837,-.000561,-.0931,-.249,-.0793,-.0826,-.101
1,2020,3,21,-.106,-.0758,-.0969,-.00754,-.0977,-.315,-.0971,-.0978,-.119
1,2020,3,22,-.121,-.0808,-.108,-.0145,-.102,-.375,-.113,-.112,-.136
1,2020,3,23,-.134,-.0857,-.121,-.0215,-.107,-.409,-.128,-.124,-.149
1,2020,3,24,-.146,-.0907,-.134,-.0286,-.111,-.431,-.141,-.134,-.161
1,2020,3,25,-.156,-.0956,-.145,-.0355,-.116,-.447,-.153,-.144,-.171
1,2020,3,26,-.166,-.101,-.155,-.0423,-.12,-.461,-.164,-.153,-.182
1,2020,3,27,-.175,-.106,-.162,-.0512,-.124,-.47,-.175,-.16,-.191
1,2020,3,28,-.185,-.116,-.171,-.0575,-.124,-.477,-.187,-.167,-.203
1,2020,3,29,-.194,-.127,-.181,-.0639,-.123,-.483,-.199,-.174,-.215
1,2020,3,30,-.204,-.138,-.19,-.0703,-.123,-.488,-.21,-.18,-.227
