year,month,day,statefips,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,spend_tws
2020,5,12,1,-.382,-.538,-.0984,-.107,.124,-.26,-.225,-.0416,-.113,-.613
2020,4,20,1,-.501,-.645,-.185,-.384,.0698,-.542,-.316,-.0759,-.24,-.652
2020,4,29,1,-.495,-.799,-.158,-.197,.195,-.545,-.26,-.0989,-.181,-.629
2020,2,14,1,-.0273,.173,-.0138,.0214,.0242,-.101,-.0301,-.006,-.0167,-.0983
2020,6,2,1,-.193,-.352,.0363,.108,.183,-.0205,-.0939,.103,.0176,-.521
2020,3,16,1,-.159,-.381,.0192,-.0421,.632,-.0444,.0176,.047,-.00458,-.279
2020,3,8,1,-.0392,-.101,-.0174,.0439,.0833,.0014,-.0172,-.0111,-.0243,-.232
2020,2,15,1,-.0257,.116,-.0256,-.0141,.0153,-.0945,-.0412,-.0157,-.0303,-.114
2020,4,3,1,-.63,-.709,-.253,-.413,.227,-.633,-.301,-.224,-.266,-.622
2020,5,28,1,-.27,-.487,-.0446,.0296,.044,-.0173,-.142,-.0196,-.041,-.578
2020,5,2,1,-.476,-.737,-.126,-.0921,.202,-.519,-.219,-.0691,-.151,-.599
2020,3,31,1,-.656,-.757,-.296,-.51,.0954,-.609,-.34,-.26,-.316,-.623
