year,month,day,statefips,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,spend_tws
2020,5,27,8,-.545,-.524,-.148,-.185,.105,-.23,-.159,-.0824,-.15,-.633
2020,3,6,8,-.0538,-.0204,-.000632,.0142,.21,-.085,-.00667,.0142,.0027,-.194
2020,5,10,8,-.577,-.629,-.189,-.336,.152,-.352,-.205,-.129,-.185,-.683
2020,5,9,8,-.594,-.597,-.182,-.328,.187,-.346,-.199,-.142,-.174,-.683
2020,5,24,8,-.553,-.477,-.147,-.197,.119,-.238,-.159,-.0753,-.148,-.638
2020,6,10,8,-.45,-.376,-.157,-.192,.0634,-.151,-.16,-.11,-.163,-.572
2020,3,2,8,-.0626,.0384,-.0177,-.00324,.102,-.0799,-.0231,-.00367,-.0149,-.166
2020,5,14,8,-.581,-.611,-.214,-.366,.0623,-.33,-.236,-.132,-.206,-.679
2020,5,1,8,-.619,-.717,-.24,-.379,.145,-.464,-.263,-.139,-.235,-.71
2020,6,1,8,-.5,-.524,-.149,-.183,.0883,-.243,-.161,-.107,-.144,-.587
2020,3,31,8,-.729,-.779,-.377,-.552,.0188,-.591,-.392,-.342,-.367,-.756
2020,3,3,8,-.044,.0552,.0128,.0375,.19,-.0925,.0102,.0221,.0135,-.146
2020,4,24,8,-.624,-.783,-.282,-.378,.0335,-.607,-.302,-.19,-.279,-.717
2020,4,28,8,-.626,-.757,-.278,-.416,.103,-.526,-.3,-.157,-.276,-.709
2020,5,28,8,-.542,-.51,-.148,-.19,.0837,-.238,-.16,-.0955,-.147,-.63
2020,4,4,8,-.699,-.727,-.361,-.51,.0349,-.594,-.384,-.313,-.345,-.739
2020,5,8,8,-.598,-.597,-.194,-.336,.158,-.332,-.208,-.155,-.187,-.683
2020,2,21,8,-.0506,-.0279,-.0186,.0117,-.00469,-.0137,-.0389,-.00306,.000161,-.08
2020,4,25,8,-.62,-.778,-.278,-.376,.0487,-.584,-.296,-.171,-.278,-.705
2020,3,5,8,-.0506,.0116,-.00021,.0192,.199,-.0793,-.0047,.0103,.00223,-.168
2020,2,3,8,-.0572,.0127,-.0268,-.0334,.0023,.0152,-.0463,-.0109,-.00887,-.025
2020,3,7,8,-.0618,-.0457,.0018,.0107,.21,-.0723,-.00864,.0295,.00731,-.208
2020,4,6,8,-.686,-.757,-.352,-.499,.0682,-.589,-.373,-.286,-.342,-.742
2020,5,19,8,-.566,-.536,-.187,-.297,.0985,-.278,-.203,-.098,-.187,-.674
2020,2,2,9,-.033,.0257,-.0336,.0448,-.0255,-.0558,-.0262,-.0904,-.0401,-.116
2020,4,6,9,-.686,-.7,-.346,-.512,.191,-.586,-.348,-.359,-.338,-.753
2020,3,10,9,-.107,-.2,-.0322,.0277,.187,-.0369,-.0194,-.081,-.0527,-.276
2020,3,25,9,-.707,-.694,-.271,-.493,.273,-.508,-.263,-.314,-.28,-.655
2020,6,10,9,-.479,-.599,-.154,-.111,.119,-.222,-.162,-.131,-.142,-.626
2020,3,29,9,-.717,-.726,-.382,-.54,.044,-.571,-.372,-.433,-.394,-.743
2020,5,6,9,-.617,-.686,-.22,-.344,.265,-.543,-.22,-.195,-.223,-.693
2020,4,24,9,-.689,-.708,-.294,-.412,.188,-.589,-.297,-.34,-.278,-.763
2020,3,8,9,-.0935,-.151,-.0096,.0319,.139,.0246,.00276,-.0382,-.0332,-.228
2020,6,4,9,-.49,-.59,-.159,-.187,.137,-.229,-.159,-.207,-.15,-.635
2020,5,14,9,-.63,-.675,-.239,-.354,.17,-.541,-.242,-.233,-.236,-.698
2020,5,20,9,-.597,-.594,-.212,-.282,.216,-.541,-.212,-.196,-.214,-.687
2020,6,8,9,-.49,-.633,-.154,-.14,.128,-.184,-.161,-.152,-.14,-.634
2020,2,15,9,-.0183,.128,-.0205,.0382,-.0205,.0204,-.0139,-.146,-.0118,-.115
2020,2,1,9,-.0126,.00617,-.0208,.0427,-.00525,-.0113,-.0128,-.0476,-.034,-.0815
2020,5,7,9,-.607,-.689,-.216,-.334,.254,-.548,-.217,-.194,-.216,-.7
2020,2,3,9,-.0209,.0963,-.0252,.0566,-.0345,-.0162,-.0124,-.0691,-.0465,-.102
2020,3,15,9,-.231,-.302,-.00687,-.102,.627,-.108,-.00403,-.0768,-.000698,-.333
2020,3,18,9,-.377,-.457,-.0461,-.201,.746,-.261,-.0477,-.114,-.0304,-.454
2020,5,28,9,-.554,-.65,-.185,-.241,.115,-.361,-.188,-.13,-.187,-.66
2020,2,6,9,-.0393,.0599,-.028,.0184,-.0172,-.0364,-.0158,-.109,-.0409,-.104
2020,5,23,9,-.583,-.61,-.196,-.247,.23,-.426,-.198,-.142,-.201,-.68
2020,2,4,9,-.0139,.0395,-.0235,.0672,-.0254,.0104,-.0114,-.0727,-.0425,-.121
2020,5,18,9,-.622,-.596,-.221,-.304,.204,-.566,-.219,-.237,-.223,-.678
2020,4,7,9,-.692,-.709,-.349,-.506,.208,-.58,-.354,-.361,-.337,-.754
2020,2,20,9,-.0932,-.00781,-.0496,-.0285,-.0873,-.0234,-.0523,-.0842,-.0371,-.126
2020,2,7,9,-.0349,.113,-.0237,.000762,-.0409,-.0295,-.00525,-.0929,-.0533,-.115
2020,1,26,9,.046,-.0446,.00627,.0348,.0829,-.0129,.000844,-.0268,.0245,.0878
2020,2,13,9,-.0373,.238,-.00958,.0876,-.0222,.0194,.00955,-.121,-.0325,-.114
2020,4,2,9,-.714,-.733,-.372,-.528,.158,-.576,-.363,-.43,-.38,-.762
2020,1,27,9,-.0163,-.0906,-.0361,-.0342,-.0329,-.0456,-.0386,-.0722,-.0242,.0283
2020,4,8,9,-.693,-.728,-.347,-.505,.215,-.595,-.351,-.337,-.342,-.762
2020,3,27,9,-.712,-.683,-.33,-.51,.119,-.558,-.324,-.369,-.337,-.699
2020,3,11,9,-.102,-.216,-.0357,-.0179,.211,-.0941,-.0216,-.106,-.0546,-.27
2020,4,4,9,-.707,-.719,-.362,-.511,.164,-.569,-.355,-.433,-.365,-.763
2020,4,26,9,-.657,-.693,-.273,-.383,.345,-.622,-.271,-.371,-.26,-.761
2020,4,3,9,-.708,-.734,-.368,-.522,.175,-.584,-.358,-.434,-.377,-.763
2020,4,10,9,-.705,-.727,-.341,-.489,.274,-.62,-.344,-.342,-.335,-.767
2020,3,13,9,-.116,-.267,.0025,-.00575,.553,-.108,.0111,-.0794,-.00213,-.3
2020,5,24,9,-.582,-.618,-.188,-.258,.205,-.426,-.196,-.096,-.185,-.679
2020,6,6,9,-.492,-.604,-.15,-.15,.136,-.177,-.149,-.178,-.149,-.644
2020,2,16,9,-.0171,.112,-.0265,.0191,-.0437,.0354,-.0166,-.154,-.0252,-.0878
2020,2,14,9,-.0223,.168,-.0114,.0773,-.00986,.0427,.0026,-.139,-.0196,-.0999
2020,2,12,9,-.0486,.215,-.0159,.0622,-.0345,.0136,.00324,-.149,-.0344,-.134
2020,3,6,9,-.0767,-.0947,-.0104,.0191,.127,.0385,-.000359,.0119,-.0376,-.192
2020,2,8,9,-.0414,.152,-.0218,.0283,-.0568,-.00703,-.00151,-.079,-.0577,-.0902
2020,3,17,9,-.314,-.416,-.0215,-.175,.757,-.182,-.0221,-.0779,-.00994,-.413
2020,4,21,9,-.718,-.729,-.299,-.427,.149,-.459,-.305,-.322,-.282,-.752
2020,2,29,9,-.0585,-.105,-.0134,.0417,.0508,-.0537,-.00883,-.0327,-.021,-.151
2020,3,28,9,-.714,-.717,-.363,-.533,.0811,-.57,-.355,-.408,-.373,-.728
2020,1,29,9,-.0211,-.1,-.0467,-.0145,-.0633,-.0297,-.0396,-.0514,-.062,.0153
2020,4,15,9,-.728,-.746,-.374,-.513,.18,-.606,-.378,-.372,-.367,-.769
2020,3,23,9,-.68,-.665,-.223,-.464,.395,-.461,-.226,-.238,-.216,-.62
2020,4,13,9,-.733,-.74,-.382,-.517,.154,-.635,-.382,-.376,-.384,-.781
2020,4,1,9,-.714,-.738,-.379,-.537,.129,-.6,-.37,-.439,-.388,-.757
2020,3,16,9,-.266,-.367,.00461,-.129,.763,-.118,.00411,-.0659,.0185,-.364
2020,5,4,9,-.638,-.665,-.229,-.358,.284,-.534,-.232,-.17,-.234,-.712
2020,3,24,9,-.696,-.692,-.25,-.478,.322,-.521,-.246,-.281,-.253,-.632
2020,4,28,9,-.653,-.724,-.287,-.414,.257,-.643,-.287,-.328,-.279,-.761
2020,3,14,9,-.171,-.295,-.00909,-.0695,.59,-.119,-.00377,-.0835,-.00766,-.316
2020,2,22,9,-.111,-.0678,-.0386,-.0131,-.0704,-.0442,-.04,-.0649,-.0309,-.1
2020,4,14,9,-.726,-.761,-.383,-.521,.165,-.64,-.383,-.378,-.384,-.778
2020,5,31,9,-.514,-.645,-.184,-.227,.142,-.386,-.186,-.175,-.181,-.652
2020,5,9,9,-.616,-.69,-.207,-.325,.3,-.583,-.206,-.192,-.213,-.708
2020,2,27,9,-.0479,-.128,-.00983,.0305,.0178,-.0696,-.00792,-.0595,-.00548,-.101
2020,4,30,9,-.655,-.701,-.269,-.399,.266,-.615,-.266,-.303,-.27,-.76
2020,3,19,9,-.432,-.536,-.0857,-.265,.634,-.322,-.094,-.156,-.0541,-.487
2020,2,5,9,-.0226,.0178,-.0188,.0315,-.0022,.00121,-.00686,-.0587,-.0395,-.0845
2020,3,20,9,-.508,-.596,-.121,-.332,.569,-.369,-.124,-.159,-.108,-.528
2020,5,16,9,-.618,-.611,-.238,-.346,.117,-.566,-.241,-.252,-.23,-.687
2020,5,17,9,-.634,-.613,-.237,-.327,.137,-.571,-.235,-.255,-.239,-.685
2020,4,16,9,-.734,-.756,-.37,-.504,.151,-.579,-.373,-.361,-.367,-.758
2020,2,21,9,-.102,-.0514,-.0466,-.0194,-.0778,-.0396,-.05,-.0702,-.0347,-.114
2020,2,19,9,-.0812,.0146,-.0527,-.016,-.0735,-.0396,-.0562,-.109,-.0341,-.136
2020,1,30,9,-.0102,-.11,-.038,-.00178,-.0542,-.0153,-.0269,-.0507,-.0608,-.035
2020,4,25,9,-.669,-.678,-.287,-.421,.228,-.587,-.285,-.372,-.274,-.76
2020,3,12,9,-.0924,-.241,-.0129,-.00689,.381,-.116,.000273,-.0645,-.0336,-.285
2020,2,23,9,-.11,-.0568,-.0329,-.0126,-.0684,-.0615,-.0359,-.0609,-.0214,-.118
2020,1,31,9,-.0282,-.0301,-.0401,.0195,-.057,-.0375,-.0302,-.0814,-.0551,-.0457
2020,2,25,9,-.112,-.0687,-.0368,-.00764,-.0351,-.0887,-.0266,-.097,-.0491,-.0997
2020,5,2,9,-.647,-.717,-.254,-.375,.287,-.564,-.257,-.22,-.252,-.731
2020,3,9,9,-.105,-.196,-.0454,.00649,.0827,-.0293,-.033,-.0895,-.0659,-.252
2020,3,21,9,-.575,-.63,-.143,-.379,.556,-.36,-.147,-.154,-.135,-.554
2020,4,22,9,-.713,-.726,-.296,-.415,.158,-.491,-.302,-.306,-.28,-.746
2020,3,4,9,-.0547,-.111,.00259,.0626,.108,.114,.00132,.0523,-.00409,-.192
2020,1,24,9,.039,-.0165,-.00591,-.0125,.00555,.0334,-.016,-.00497,.0177,.0371
2020,5,11,9,-.597,-.72,-.227,-.351,.223,-.575,-.226,-.233,-.229,-.715
2020,4,17,9,-.734,-.751,-.369,-.506,.0907,-.551,-.375,-.341,-.36,-.757
2020,3,30,9,-.717,-.756,-.382,-.537,.0898,-.575,-.371,-.433,-.397,-.746
2020,4,11,9,-.703,-.734,-.337,-.487,.304,-.618,-.338,-.336,-.335,-.764
2020,5,13,9,-.631,-.702,-.24,-.349,.184,-.555,-.243,-.24,-.234,-.717
2020,5,5,9,-.626,-.669,-.224,-.349,.28,-.532,-.224,-.195,-.228,-.697
2020,3,1,9,-.0421,-.136,-.0255,.0395,.0483,-.0226,-.0179,-.0538,-.0382,-.168
2020,5,25,9,-.579,-.581,-.2,-.286,.12,-.374,-.205,-.128,-.201,-.666
2020,4,20,9,-.719,-.77,-.335,-.484,.0481,-.476,-.342,-.328,-.322,-.746
2020,5,1,9,-.649,-.704,-.264,-.394,.275,-.55,-.265,-.285,-.259,-.743
2020,1,25,9,.0653,-.0207,-.00284,.013,-.00392,-.00579,-.0123,-.0343,.025,.0383
2020,6,5,9,-.493,-.607,-.159,-.178,.138,-.196,-.158,-.194,-.157,-.646
2020,3,7,9,-.0787,-.114,-.00254,.0316,.132,.0507,.0094,-.0287,-.0256,-.205
2020,4,27,9,-.653,-.7,-.271,-.376,.403,-.643,-.268,-.364,-.259,-.763
2020,4,5,9,-.695,-.717,-.351,-.503,.197,-.571,-.348,-.394,-.35,-.755
2020,3,26,9,-.712,-.677,-.295,-.499,.233,-.527,-.286,-.336,-.308,-.674
2020,5,21,9,-.594,-.603,-.211,-.287,.227,-.514,-.21,-.193,-.217,-.68
2020,4,12,9,-.716,-.714,-.361,-.515,.203,-.622,-.364,-.357,-.357,-.773
2020,5,12,9,-.624,-.71,-.239,-.354,.202,-.573,-.239,-.243,-.237,-.724
2020,6,1,9,-.503,-.612,-.165,-.192,.155,-.318,-.166,-.173,-.161,-.645
2020,5,3,9,-.64,-.683,-.238,-.368,.302,-.536,-.244,-.171,-.236,-.721
2020,2,26,9,-.0471,-.0727,-.00748,.00967,.00683,-.0775,-.00349,-.0451,-.00984,-.0696
2020,6,3,9,-.52,-.595,-.173,-.192,.112,-.262,-.171,-.226,-.169,-.645
2020,5,26,9,-.543,-.623,-.173,-.258,.172,-.382,-.177,-.0868,-.176,-.652
2020,3,2,9,-.0286,-.117,.00615,.0634,.113,.0162,.0122,.0135,-.00925,-.152
2020,5,10,9,-.594,-.702,-.219,-.34,.263,-.58,-.217,-.229,-.223,-.712
2020,5,29,9,-.551,-.655,-.182,-.231,.105,-.369,-.184,-.156,-.18,-.653
2020,2,10,9,-.0451,.0818,-.029,.0141,-.035,.0554,-.0127,-.0959,-.0538,-.11
2020,6,7,9,-.498,-.611,-.149,-.146,.119,-.17,-.153,-.163,-.141,-.638
2020,4,9,9,-.696,-.731,-.347,-.5,.223,-.622,-.351,-.338,-.341,-.768
2020,5,19,9,-.603,-.617,-.219,-.296,.207,-.567,-.217,-.211,-.226,-.681
2020,2,9,9,-.0317,.142,-.00661,.0368,-.0169,.0285,.0113,-.0524,-.0393,-.0905
2020,4,29,9,-.65,-.716,-.279,-.414,.258,-.629,-.275,-.329,-.279,-.765
2020,4,18,9,-.737,-.761,-.371,-.505,.031,-.559,-.38,-.334,-.358,-.759
2020,2,18,9,-.032,.052,-.0276,.019,-.0326,-.0262,-.0322,-.0964,-.00405,-.125
2020,6,2,9,-.521,-.595,-.172,-.194,.122,-.267,-.174,-.203,-.162,-.654
2020,3,5,9,-.0761,-.0954,-.00805,.0325,.116,.0603,-.00028,.0101,-.0296,-.205
2020,5,22,9,-.584,-.599,-.206,-.275,.226,-.458,-.206,-.165,-.215,-.682
2020,4,23,9,-.701,-.731,-.297,-.423,.171,-.536,-.303,-.325,-.277,-.756
2020,3,31,9,-.715,-.734,-.379,-.541,.113,-.577,-.368,-.432,-.393,-.757
2020,2,11,9,-.0726,.155,-.0428,-.00279,-.07,-.0104,-.0248,-.144,-.0651,-.115
2020,5,30,9,-.529,-.655,-.185,-.251,.0983,-.374,-.188,-.153,-.184,-.65
2020,2,24,9,-.0841,-.0328,-.0241,.00808,-.0556,-.0986,-.0251,-.0583,-.0161,-.0987
2020,4,19,9,-.732,-.78,-.361,-.507,.0285,-.533,-.367,-.336,-.352,-.752
2020,1,28,9,-.0555,-.0932,-.0584,-.038,-.0741,-.0452,-.0573,-.0906,-.0551,.0245
2020,3,3,9,-.0355,-.118,.000117,.0483,.0826,.0475,.00144,.0236,-.00753,-.155
2020,5,15,9,-.619,-.637,-.234,-.351,.154,-.535,-.238,-.235,-.225,-.687
2020,6,9,9,-.491,-.62,-.157,-.116,.119,-.229,-.162,-.144,-.15,-.628
2020,5,27,9,-.548,-.653,-.18,-.255,.14,-.362,-.184,-.111,-.182,-.653
2020,2,17,9,-.0264,.116,.00605,.0402,.0423,.0765,.021,-.118,-.00521,-.0689
2020,3,22,9,-.627,-.666,-.167,-.418,.525,-.373,-.172,-.179,-.156,-.581
2020,2,28,9,-.0527,-.167,-.0249,.0241,.0303,-.0653,-.0225,-.0446,-.0272,-.144
2020,5,8,9,-.614,-.698,-.209,-.329,.267,-.593,-.209,-.185,-.215,-.703
2020,6,1,10,-.523,-.713,-.119,-.125,.231,-.364,-.109,-.063,-.126,-.509
2020,3,30,10,-.737,-.856,-.397,-.499,.114,-.668,-.417,-.381,-.388,-.693
2020,3,1,10,-.0802,-.506,-.0225,.284,.0823,-.203,-.0386,-.0813,-.0133,-.156
2020,2,29,10,-.101,-.529,-.0145,.322,.0356,-.197,.002,-.0539,-.0205,-.107
2020,2,12,10,-.0424,-.219,-.0285,-.00567,-.00776,-.0305,.00303,-.0628,-.0417,-.078
2020,2,16,10,-.0674,-.143,-.061,.00267,-.0251,-.133,-.0108,-.159,-.0792,-.0292
2020,4,6,10,-.668,-.86,-.315,-.424,.321,-.563,-.299,-.0622,-.333,-.624
2020,5,4,10,-.634,-.791,-.216,-.333,.265,-.555,-.243,.0234,-.215,-.62
2020,4,7,10,-.679,-.852,-.315,-.437,.33,-.607,-.302,-.0781,-.332,-.625
2020,2,19,10,-.112,-.0401,-.0779,.0812,-.0595,-.107,-.0352,-.0513,-.0968,-.156
2020,6,2,10,-.496,-.706,-.105,-.133,.249,-.364,-.111,-.0137,-.107,-.523
2020,3,24,10,-.666,-.655,-.233,-.439,.435,-.539,-.243,-.315,-.225,-.601
2020,2,7,10,-.0767,-.125,-.0678,-.0514,-.0539,-.0823,-.00529,-.0626,-.0956,-.155
2020,4,28,10,-.706,-.843,-.269,-.378,.269,-.634,-.335,-.0995,-.245,-.687
2020,1,24,10,-.0491,-.0517,-.00708,-.0776,-.0197,.133,.00407,-.0399,-.011,.0359
2020,5,9,10,-.6,-.743,-.173,-.199,.258,-.417,-.221,-.0114,-.158,-.651
2020,5,12,10,-.581,-.689,-.208,-.206,.224,-.472,-.254,-.0924,-.192,-.653
2020,5,14,10,-.604,-.7,-.202,-.15,.207,-.545,-.246,-.0781,-.186,-.663
2020,4,20,10,-.67,-.735,-.306,-.427,.0299,-.514,-.324,-.177,-.303,-.616
2020,1,28,10,-.0289,-.237,-.0299,-.0222,-.0224,.0821,-.0628,-.128,-.0103,.0114
2020,5,19,10,-.613,-.748,-.187,-.152,.245,-.51,-.207,-.142,-.181,-.701
2020,4,14,10,-.701,-.857,-.387,-.464,.134,-.649,-.373,-.429,-.39,-.731
2020,2,18,10,-.0968,-.0247,-.0721,.00355,-.0225,-.135,-.0157,-.0765,-.0958,-.0725
2020,2,13,10,-.0868,-.044,-.0284,.00981,-.0241,-.0188,.00708,-.0966,-.0418,-.0586
2020,5,1,10,-.67,-.793,-.243,-.317,.289,-.629,-.309,-.0421,-.222,-.638
2020,4,4,10,-.681,-.842,-.335,-.431,.308,-.537,-.333,-.152,-.345,-.623
2020,4,23,10,-.684,-.682,-.259,-.401,.106,-.527,-.287,-.118,-.251,-.631
2020,5,18,10,-.631,-.733,-.189,-.0897,.259,-.537,-.205,-.0646,-.188,-.711
2020,3,10,10,-.0859,-.445,-.0699,.14,.145,-.288,-.0552,-.0365,-.0782,-.175
2020,3,28,10,-.722,-.795,-.344,-.491,.181,-.679,-.368,-.306,-.335,-.67
2020,2,24,10,-.00137,-.504,-.0173,.372,-.0152,.145,.034,.199,-.0464,-.118
2020,5,5,10,-.639,-.776,-.214,-.311,.243,-.543,-.245,.049,-.211,-.618
2020,2,26,10,-.0181,-.552,-.0244,.343,.0154,.0536,.031,.0863,-.053,-.1
2020,3,14,10,-.205,-.496,-.0282,.0468,.589,-.147,.00516,-.117,-.0394,-.236
2020,2,8,10,-.0783,-.249,-.0795,-.0654,-.105,-.103,-.022,-.06,-.106,-.157
2020,1,26,10,.0104,-.178,.00348,-.0141,.0228,.0854,-.0144,-.0356,.0134,.0562
2020,1,30,10,-.00319,-.237,-.029,-.0164,.00366,-.0961,-.076,-.141,-.002,-.0215
2020,6,5,10,-.506,-.643,-.133,-.211,.19,-.282,-.124,-.191,-.136,-.559
2020,5,16,10,-.608,-.759,-.22,-.237,.187,-.511,-.254,-.117,-.21,-.679
2020,3,6,10,-.0601,-.271,-.0458,.176,.0804,-.225,-.0505,-.0513,-.0447,-.17
2020,5,7,10,-.611,-.759,-.193,-.314,.233,-.393,-.226,.0374,-.188,-.635
2020,3,17,10,-.37,-.579,-.0487,-.166,.775,-.258,-.00172,-.202,-.0608,-.31
2020,3,12,10,-.097,-.473,-.0355,.101,.349,-.21,-.0000204,-.0981,-.0484,-.213
2020,3,23,10,-.628,-.636,-.208,-.404,.498,-.501,-.206,-.308,-.205,-.585
2020,4,22,10,-.677,-.768,-.282,-.385,.0932,-.512,-.308,-.0616,-.279,-.614
2020,2,23,10,-.0708,-.327,-.0224,.394,-.0345,.215,.0256,.139,-.0484,-.139
2020,4,19,10,-.68,-.797,-.326,-.41,.0469,-.498,-.332,-.254,-.326,-.645
2020,3,2,10,-.0886,-.389,-.0172,.294,.0804,-.215,-.056,-.0674,.00246,-.181
2020,5,29,10,-.566,-.718,-.157,-.007,.119,-.437,-.185,-.123,-.147,-.553
2020,2,27,10,-.0707,-.519,-.0347,.3,-.000778,-.0757,-.0144,-.0892,-.0416,-.122
2020,2,15,10,-.0704,-.137,-.0411,.0336,-.0228,-.0917,-.000116,-.165,-.0544,-.0137
2020,3,5,10,-.0684,-.199,-.0456,.179,.0884,-.254,-.0526,-.0904,-.0415,-.164
2020,3,15,10,-.291,-.496,-.0493,-.123,.607,-.129,.0146,-.147,-.072,-.269
2020,3,26,10,-.706,-.749,-.291,-.487,.358,-.664,-.302,-.316,-.286,-.63
2020,5,10,10,-.565,-.716,-.179,-.205,.245,-.44,-.235,-.0866,-.157,-.657
2020,3,13,10,-.124,-.444,-.0203,.109,.536,-.219,.0157,-.0974,-.0327,-.243
2020,2,11,10,-.0624,-.257,-.0416,-.0399,-.0315,.0099,.000345,-.0732,-.0597,-.187
2020,4,24,10,-.698,-.718,-.275,-.424,.129,-.588,-.309,-.0795,-.267,-.674
2020,5,21,10,-.61,-.734,-.193,-.187,.251,-.552,-.211,-.15,-.187,-.65
2020,3,29,10,-.721,-.815,-.372,-.498,.156,-.676,-.397,-.31,-.363,-.678
2020,3,25,10,-.68,-.74,-.266,-.466,.408,-.643,-.275,-.325,-.26,-.615
2020,4,17,10,-.691,-.829,-.363,-.416,.0688,-.555,-.357,-.361,-.365,-.664
2020,3,18,10,-.413,-.535,-.065,-.189,.785,-.24,-.0204,-.198,-.0777,-.372
2020,4,29,10,-.7,-.817,-.262,-.353,.293,-.653,-.313,-.154,-.244,-.681
2020,5,26,10,-.606,-.665,-.179,-.0647,.133,-.517,-.204,-.177,-.169,-.573
2020,4,18,10,-.681,-.805,-.355,-.408,.0388,-.515,-.357,-.309,-.355,-.664
2020,2,4,10,-.0489,.0175,-.0286,-.0101,.00164,-.187,-.0128,-.0729,-.0338,-.0595
2020,3,11,10,-.0868,-.458,-.0633,.0946,.182,-.24,-.0472,-.0632,-.0706,-.189
2020,4,8,10,-.688,-.864,-.326,-.436,.325,-.651,-.306,-.196,-.341,-.679
2020,4,12,10,-.699,-.863,-.37,-.467,.195,-.677,-.353,-.383,-.377,-.723
2020,4,11,10,-.697,-.879,-.345,-.447,.272,-.673,-.323,-.335,-.355,-.714
2020,4,9,10,-.695,-.857,-.327,-.446,.327,-.645,-.311,-.299,-.336,-.717
2020,5,28,10,-.589,-.743,-.159,.0308,.122,-.437,-.191,-.177,-.144,-.561
2020,4,2,10,-.693,-.859,-.361,-.408,.18,-.584,-.383,-.189,-.36,-.642
2020,4,21,10,-.668,-.728,-.281,-.371,.0897,-.487,-.293,-.12,-.281,-.608
2020,6,10,10,-.495,-.524,-.113,-.0916,.171,-.12,-.0888,-.143,-.122,-.536
2020,3,19,10,-.459,-.578,-.113,-.261,.688,-.341,-.0946,-.231,-.115,-.413
2020,3,20,10,-.519,-.648,-.151,-.342,.604,-.38,-.133,-.287,-.153,-.457
2020,4,5,10,-.674,-.844,-.321,-.429,.31,-.548,-.317,-.144,-.333,-.622
2020,6,3,10,-.484,-.649,-.117,-.194,.23,-.332,-.102,-.18,-.122,-.566
2020,1,25,10,.00148,-.103,.00262,.00791,-.0108,.0915,-.00155,.0388,.00335,.0304
2020,3,21,10,-.558,-.64,-.17,-.381,.602,-.415,-.155,-.309,-.17,-.521
2020,4,10,10,-.687,-.873,-.336,-.454,.308,-.63,-.31,-.284,-.35,-.717
2020,6,4,10,-.489,-.648,-.126,-.239,.198,-.311,-.112,-.167,-.132,-.553
2020,2,17,10,-.109,-.168,-.0677,.033,-.0279,-.214,.00476,-.188,-.0939,-.0699
2020,4,1,10,-.714,-.845,-.375,-.452,.149,-.595,-.403,-.273,-.367,-.664
2020,3,22,10,-.603,-.633,-.177,-.354,.573,-.431,-.169,-.313,-.173,-.555
2020,5,15,10,-.617,-.703,-.206,-.137,.2,-.532,-.258,-.099,-.188,-.675
2020,2,10,10,-.0885,-.232,-.0814,-.0305,-.0549,.00609,-.0406,-.125,-.0984,-.198
2020,4,3,10,-.702,-.858,-.35,-.387,.253,-.585,-.365,-.201,-.351,-.621
2020,4,15,10,-.694,-.847,-.372,-.457,.132,-.588,-.355,-.406,-.377,-.714
2020,3,16,10,-.336,-.549,-.0354,-.123,.737,-.155,.0277,-.174,-.0552,-.272
2020,4,16,10,-.694,-.87,-.374,-.44,.1,-.572,-.356,-.321,-.384,-.676
2020,2,1,10,-.0102,-.00845,-.0136,.0378,.0857,-.178,-.0404,-.137,.00412,-.0128
2020,3,4,10,-.0752,-.187,-.0232,.267,.0931,-.214,-.0511,-.116,-.00671,-.17
2020,4,27,10,-.714,-.857,-.264,-.319,.345,-.626,-.325,-.0851,-.242,-.675
2020,5,31,10,-.54,-.698,-.146,-.0755,.197,-.407,-.142,-.0932,-.15,-.529
2020,1,31,10,-.0221,-.153,-.0189,-.0137,.0088,-.167,-.055,-.0777,.00021,.00913
2020,3,9,10,-.0604,-.387,-.0623,.181,.102,-.25,-.054,-.0411,-.0676,-.171
2020,5,30,10,-.55,-.716,-.152,.011,.126,-.438,-.168,-.132,-.147,-.546
2020,2,3,10,-.0134,.0507,-.0166,-.0352,.00844,-.207,-.0376,-.0749,-.00474,-.0224
2020,2,14,10,-.0794,-.0934,-.0277,.0226,-.0181,-.15,.00224,-.117,-.0375,-.033
2020,6,9,10,-.501,-.553,-.135,-.122,.15,-.231,-.0999,-.276,-.144,-.551
2020,3,31,10,-.726,-.848,-.391,-.481,.143,-.64,-.407,-.367,-.385,-.699
2020,2,2,10,-.0252,.0288,-.0325,-.0388,.0583,-.193,-.0486,-.104,-.0222,-.0517
2020,3,8,10,-.058,-.354,-.0556,.209,.0805,-.257,-.0576,-.0245,-.0569,-.164
2020,2,25,10,-.0319,-.566,-.0434,.333,-.0377,.139,.0135,.111,-.0729,-.132
2020,4,30,10,-.692,-.802,-.27,-.34,.295,-.655,-.334,-.101,-.247,-.666
2020,5,23,10,-.614,-.659,-.185,-.153,.22,-.563,-.214,-.145,-.175,-.617
2020,3,3,10,-.0721,-.17,-.00368,.369,.0891,-.174,-.0272,-.0971,.0107,-.178
2020,2,5,10,-.0493,.00326,-.0258,.0044,.000427,-.104,.00432,-.0577,-.0375,-.11
2020,6,6,10,-.501,-.579,-.123,-.214,.173,-.291,-.0974,-.161,-.135,-.56
2020,2,9,10,-.066,-.229,-.0601,-.0117,-.0787,-.0756,-.00387,-.0623,-.085,-.152
