statefips,year,month,day,emp,emp31_33,emp44_45,emp48_49,emp62,emp72,emp_inclow,emp_incmiddle,emp_inchigh
11,2020,5,24,-.474,-.651,-.444,-.433,-.266,-.666,-.366,-.435,-.493
11,2020,5,25,-.475,-.655,-.448,-.429,-.266,-.668,-.365,-.434,-.494
11,2020,5,26,-.474,-.655,-.445,-.429,-.265,-.667,-.364,-.435,-.493
11,2020,5,27,-.474,-.658,-.444,-.426,-.265,-.667,-.362,-.435,-.493
11,2020,5,28,-.474,-.661,-.446,-.426,-.264,-.666,-.361,-.434,-.493
11,2020,5,29,-.474,-.665,-.445,-.427,-.267,-.667,-.358,-.431,-.494
11,2020,5,30,-.475,-.665,-.44,-.441,-.272,-.667,-.357,-.432,-.495
12,2020,1,1,.,.,.,.,.,.,.,.,.
12,2020,1,2,.,.,.,.,.,.,.,.,.
12,2020,1,3,.,.,.,.,.,.,.,.,.
12,2020,1,4,.,.,.,.,.,.,.,.,.
12,2020,1,5,.,.,.,.,.,.,.,.,.
12,2020,1,6,.,.,.,.,.,.,.,.,.
12,2020,1,7,.,.,.,.,.,.,.,.,.
12,2020,1,8,-.00355,-.00311,.00392,-.0169,.00385,-.0167,-.00417,-.00394,.00078
12,2020,1,9,-.00288,-.00302,.00306,-.0172,.00399,-.0125,-.0031,-.00338,.000747
12,2020,1,10,-.00202,-.00311,.00322,-.0168,.00369,-.0103,-.00206,-.00257,.00136
12,2020,1,11,-.00155,-.00123,.00368,-.0145,.00275,-.00886,-.00222,-.00182,.00222
12,2020,1,12,-.00121,.000654,.00366,-.0123,.0018,-.00774,-.00228,-.00128,.0026
12,2020,1,13,-.00075,.00253,.00392,-.01,.000861,-.00598,-.00252,-.000449,.00308
12,2020,1,14,-.000206,.00466,.00378,-.00729,.00114,-.00492,-.00224,.000338,.00307
12,2020,1,15,.000396,.00605,.00409,-.0042,.00123,-.00312,-.00182,.00107,.00341
12,2020,1,16,.000893,.0067,.00397,.0000188,.00159,-.00141,-.00164,.00177,.00378
12,2020,1,17,.00114,.00662,.00392,.00379,.00161,.000355,-.00173,.00225,.00369
12,2020,1,18,.0000295,.00433,.00222,.00213,.0000934,-.000314,-.00247,.00104,.00201
12,2020,1,19,-.000961,.00204,.000929,.000471,-.00142,-.00068,-.00328,3.59e-06,.000783
12,2020,1,20,-.00229,-.000245,-.000659,-.00119,-.00294,-.00388,-.00422,-.00153,-.000591
12,2020,1,21,-.000461,.000409,.000881,.000923,-.00142,.000629,-.00219,.000215,.00106
12,2020,1,22,-.0001,-.000736,.0000118,.00122,-.00152,.00112,-.00132,.000353,.00111
12,2020,1,23,.000385,-.000981,-.00065,.000999,-.00148,.00177,-.000262,.00054,.00146
12,2020,1,24,.000858,0,-.00147,.000848,-.00193,.00298,.000564,.000989,.000998
12,2020,1,25,.00174,.000899,-.00134,.00371,-.00107,.00489,.00192,.00181,.000765
12,2020,1,26,.00268,.0018,-.00133,.00658,-.000202,.00769,.00332,.00266,.000743
12,2020,1,27,.00234,.000409,-.00281,.00778,-.000851,.00758,.00396,.00196,-.000569
12,2020,1,28,.00201,.000817,-.00376,.00937,-.00119,.00761,.0039,.00172,-.00224
12,2020,1,29,.00199,.000899,-.00385,.0111,-.00146,.00923,.00418,.00166,-.00302
12,2020,1,30,.0017,.000572,-.00409,.0131,-.00189,.00984,.00416,.00141,-.00436
12,2020,1,31,.00135,-.00123,-.00408,.0138,-.00185,.0102,.00415,.00087,-.00467
12,2020,2,1,.00152,-.00221,-.00453,.0145,-.000241,.012,.00477,.0008,-.00457
12,2020,2,2,.00146,-.00319,-.00514,.0152,.00137,.0117,.005,.000583,-.0047
12,2020,2,3,.00159,-.00417,-.00547,.0158,.00299,.0129,.00524,.000634,-.00442
12,2020,2,4,.0012,-.00548,-.00609,.0151,.00306,.015,.0047,.0000943,-.0036
12,2020,2,5,.000645,-.00678,-.00696,.0139,.00348,.0158,.00399,-.000527,-.00325
12,2020,2,6,.0000548,-.00842,-.00788,.0128,.00365,.0161,.00312,-.00107,-.00325
12,2020,2,7,-.000587,-.00948,-.00944,.0125,.00356,.0163,.00213,-.00166,-.00311
12,2020,2,8,-.00153,-.00809,-.0104,.00914,.0021,.0174,.000818,-.00256,-.00312
12,2020,2,9,-.00227,-.0067,-.0111,.00582,.000644,.0198,-.000171,-.00325,-.00347
12,2020,2,10,-.00322,-.00531,-.0122,.00251,-.000812,.0211,-.00136,-.00412,-.00409
12,2020,2,11,-.00414,-.00384,-.0137,-.000509,-.00126,.0212,-.00237,-.00496,-.00514
12,2020,2,12,-.00493,-.00253,-.0143,-.00322,-.00211,.0218,-.00338,-.00561,-.00602
12,2020,2,13,-.00564,-.000981,-.0151,-.00661,-.00286,.0244,-.00395,-.0065,-.00619
12,2020,2,14,-.00624,.000736,-.0156,-.0108,-.00362,.027,-.0045,-.00715,-.00669
12,2020,2,15,-.00808,.00049,-.0169,-.0139,-.00606,.0238,-.00681,-.00873,-.00846
12,2020,2,16,-.00985,.000245,-.0181,-.0169,-.0085,.0209,-.0091,-.0103,-.01
12,2020,2,17,-.0116,0,-.0198,-.02,-.0109,.0192,-.0113,-.0117,-.0121
12,2020,2,18,-.00991,.000736,-.018,-.0178,-.00919,.0221,-.00927,-.0101,-.0106
12,2020,2,19,-.0102,.00114,-.019,-.0184,-.00988,.0227,-.00977,-.0103,-.011
12,2020,2,20,-.0104,.00139,-.0198,-.0185,-.0105,.0226,-.0104,-.0102,-.0116
12,2020,2,21,-.0111,.00139,-.0208,-.018,-.0115,.0218,-.0111,-.0109,-.0117
12,2020,2,22,-.0112,.000817,-.0221,-.017,-.0113,.0248,-.011,-.0112,-.0122
12,2020,2,23,-.0115,.000245,-.0231,-.016,-.0111,.0268,-.011,-.0116,-.0122
12,2020,2,24,-.0135,-.000572,-.0256,-.0181,-.0133,.026,-.0132,-.0136,-.0138
12,2020,2,25,-.0149,-.00163,-.0275,-.0187,-.0146,.0252,-.0145,-.0151,-.015
12,2020,2,26,-.0164,-.0027,-.0292,-.0195,-.0156,.0237,-.0156,-.0168,-.0163
12,2020,2,27,-.0178,-.0036,-.0309,-.0206,-.0168,.0235,-.0166,-.0184,-.0174
12,2020,2,28,-.0192,-.00474,-.0325,-.022,-.0178,.0237,-.018,-.0198,-.0197
12,2020,2,29,-.0213,-.00638,-.0341,-.0234,-.0199,.0227,-.0203,-.0218,-.0218
12,2020,3,1,-.0235,-.00801,-.0358,-.0249,-.022,.0225,-.0227,-.0237,-.0242
12,2020,3,2,-.0257,-.00965,-.0377,-.0263,-.0241,.021,-.0252,-.0257,-.0271
12,2020,3,3,-.0279,-.0113,-.0395,-.0273,-.0262,.02,-.0277,-.0277,-.0296
12,2020,3,4,-.0299,-.013,-.041,-.0285,-.0283,.0195,-.0303,-.0294,-.032
12,2020,3,5,-.0322,-.0147,-.0429,-.0295,-.0304,.0178,-.0327,-.0315,-.0345
12,2020,3,6,-.0345,-.0176,-.0456,-.031,-.0324,.0175,-.0352,-.0338,-.0365
12,2020,3,7,-.0368,-.0203,-.0488,-.0337,-.0348,.0178,-.0376,-.0364,-.0374
12,2020,3,8,-.0393,-.023,-.0521,-.0364,-.0372,.0173,-.0398,-.0391,-.0387
12,2020,3,9,-.0417,-.0257,-.0554,-.0391,-.0396,.0168,-.0424,-.0417,-.0397
12,2020,3,10,-.0441,-.0284,-.0582,-.0421,-.0422,.017,-.0447,-.0443,-.0406
12,2020,3,11,-.0466,-.0311,-.0617,-.0449,-.0451,.017,-.047,-.0473,-.0418
12,2020,3,12,-.0492,-.0336,-.0648,-.048,-.0477,.0163,-.0496,-.0502,-.0426
12,2020,3,13,-.0518,-.0348,-.0669,-.0515,-.0502,.0136,-.0523,-.053,-.0439
12,2020,3,14,-.0548,-.0364,-.0695,-.0561,-.052,.00639,-.0558,-.0558,-.047
12,2020,3,15,-.058,-.0379,-.0719,-.0607,-.0539,-.00228,-.0593,-.0587,-.0502
12,2020,3,16,-.0612,-.0395,-.0746,-.0653,-.0557,-.011,-.0631,-.0616,-.0534
12,2020,3,17,-.0657,-.041,-.0789,-.0697,-.0574,-.0301,-.0681,-.0657,-.0584
12,2020,3,18,-.0714,-.0429,-.0834,-.0744,-.059,-.061,-.0739,-.0711,-.0654
12,2020,3,19,-.0784,-.0444,-.0895,-.0788,-.0611,-.0995,-.0809,-.0777,-.0745
12,2020,3,20,-.0874,-.0463,-.0985,-.0819,-.0642,-.152,-.0891,-.0865,-.0864
12,2020,3,21,-.0987,-.0503,-.108,-.0853,-.0681,-.209,-.0985,-.0983,-.101
12,2020,3,22,-.108,-.0542,-.116,-.0887,-.0721,-.256,-.107,-.109,-.113
12,2020,3,23,-.118,-.0581,-.126,-.0921,-.076,-.294,-.114,-.118,-.125
12,2020,3,24,-.127,-.062,-.135,-.0959,-.0801,-.33,-.122,-.128,-.136
12,2020,3,25,-.136,-.0656,-.145,-.0998,-.0841,-.359,-.129,-.137,-.146
12,2020,3,26,-.144,-.0699,-.153,-.104,-.088,-.384,-.136,-.146,-.155
12,2020,3,27,-.152,-.0754,-.16,-.11,-.0914,-.406,-.143,-.155,-.164
12,2020,3,28,-.161,-.0822,-.166,-.115,-.0961,-.421,-.151,-.164,-.174
12,2020,3,29,-.169,-.0891,-.171,-.121,-.101,-.433,-.158,-.172,-.183
12,2020,3,30,-.178,-.096,-.176,-.126,-.106,-.443,-.166,-.181,-.192
12,2020,3,31,-.186,-.103,-.181,-.131,-.11,-.452,-.173,-.189,-.202
12,2020,4,1,-.194,-.11,-.185,-.137,-.115,-.462,-.18,-.198,-.211
12,2020,4,2,-.202,-.117,-.19,-.143,-.12,-.471,-.187,-.206,-.22
12,2020,4,3,-.211,-.126,-.197,-.149,-.126,-.481,-.195,-.215,-.23
12,2020,4,4,-.222,-.146,-.208,-.162,-.133,-.491,-.205,-.227,-.244
12,2020,4,5,-.234,-.166,-.219,-.175,-.14,-.5,-.215,-.239,-.258
12,2020,4,6,-.245,-.187,-.23,-.188,-.147,-.509,-.225,-.252,-.272
12,2020,4,7,-.257,-.207,-.24,-.202,-.154,-.519,-.235,-.264,-.286
12,2020,4,8,-.269,-.227,-.252,-.216,-.162,-.526,-.246,-.276,-.299
12,2020,4,9,-.281,-.247,-.263,-.229,-.169,-.534,-.256,-.288,-.313
12,2020,4,10,-.292,-.267,-.274,-.243,-.176,-.539,-.266,-.3,-.326
12,2020,4,11,-.302,-.28,-.285,-.251,-.184,-.545,-.275,-.311,-.337
12,2020,4,12,-.314,-.293,-.297,-.259,-.191,-.556,-.285,-.323,-.35
12,2020,4,13,-.324,-.306,-.308,-.267,-.199,-.563,-.294,-.334,-.361
12,2020,4,14,-.334,-.319,-.318,-.275,-.206,-.568,-.303,-.344,-.372
12,2020,4,15,-.344,-.332,-.329,-.282,-.213,-.574,-.312,-.355,-.383
12,2020,4,16,-.354,-.346,-.339,-.289,-.22,-.578,-.32,-.365,-.393
12,2020,4,17,-.362,-.356,-.347,-.294,-.227,-.582,-.327,-.374,-.403
12,2020,4,18,-.367,-.362,-.351,-.297,-.234,-.583,-.332,-.379,-.408
12,2020,4,19,-.371,-.368,-.353,-.3,-.24,-.578,-.337,-.382,-.411
12,2020,4,20,-.376,-.374,-.356,-.303,-.246,-.578,-.342,-.387,-.416
12,2020,4,21,-.38,-.379,-.36,-.306,-.252,-.578,-.347,-.392,-.42
12,2020,4,22,-.385,-.385,-.363,-.309,-.259,-.577,-.352,-.396,-.424
12,2020,4,23,-.389,-.39,-.365,-.312,-.265,-.577,-.356,-.4,-.428
12,2020,4,24,-.393,-.395,-.367,-.316,-.27,-.577,-.36,-.404,-.431
12,2020,4,25,-.395,-.398,-.367,-.319,-.273,-.576,-.362,-.406,-.433
12,2020,4,26,-.397,-.4,-.368,-.322,-.276,-.575,-.364,-.408,-.435
12,2020,4,27,-.399,-.403,-.368,-.325,-.278,-.574,-.366,-.41,-.438
12,2020,4,28,-.401,-.405,-.368,-.328,-.281,-.574,-.368,-.412,-.44
12,2020,4,29,-.402,-.407,-.368,-.331,-.284,-.572,-.369,-.413,-.441
12,2020,4,30,-.404,-.409,-.369,-.334,-.286,-.57,-.371,-.415,-.443
12,2020,5,1,-.405,-.41,-.369,-.335,-.288,-.566,-.372,-.415,-.444
12,2020,5,2,-.404,-.41,-.368,-.336,-.29,-.561,-.372,-.415,-.444
12,2020,5,3,-.404,-.41,-.369,-.338,-.292,-.557,-.372,-.414,-.444
12,2020,5,4,-.403,-.41,-.368,-.339,-.293,-.548,-.372,-.413,-.443
12,2020,5,5,-.402,-.409,-.366,-.341,-.295,-.538,-.371,-.411,-.441
12,2020,5,6,-.401,-.409,-.364,-.343,-.297,-.528,-.371,-.41,-.44
12,2020,5,7,-.399,-.409,-.362,-.345,-.299,-.519,-.37,-.408,-.439
12,2020,5,8,-.398,-.41,-.36,-.347,-.3,-.508,-.369,-.406,-.438
12,2020,5,9,-.395,-.408,-.358,-.349,-.299,-.496,-.368,-.403,-.435
12,2020,5,10,-.394,-.406,-.357,-.351,-.299,-.486,-.367,-.401,-.433
12,2020,5,11,-.392,-.403,-.355,-.353,-.298,-.483,-.366,-.4,-.432
12,2020,5,12,-.391,-.401,-.354,-.356,-.298,-.479,-.365,-.399,-.43
12,2020,5,13,-.39,-.399,-.353,-.358,-.298,-.474,-.364,-.397,-.429
12,2020,5,14,-.389,-.397,-.352,-.36,-.298,-.469,-.364,-.396,-.428
12,2020,5,15,-.388,-.395,-.35,-.361,-.301,-.462,-.363,-.395,-.427
12,2020,5,16,-.387,-.392,-.348,-.36,-.301,-.457,-.361,-.393,-.424
12,2020,5,17,-.385,-.388,-.345,-.359,-.302,-.453,-.36,-.392,-.422
12,2020,5,18,-.383,-.384,-.343,-.359,-.303,-.449,-.359,-.39,-.42
12,2020,5,19,-.381,-.38,-.341,-.357,-.303,-.444,-.357,-.388,-.417
12,2020,5,20,-.379,-.376,-.338,-.356,-.303,-.438,-.355,-.386,-.415
12,2020,5,21,-.377,-.373,-.335,-.356,-.303,-.431,-.353,-.384,-.413
12,2020,5,22,-.376,-.37,-.333,-.357,-.301,-.425,-.352,-.382,-.409
12,2020,5,23,-.375,-.371,-.332,-.359,-.302,-.421,-.352,-.382,-.408
12,2020,5,24,-.375,-.372,-.331,-.361,-.302,-.416,-.353,-.382,-.407
12,2020,5,25,-.377,-.373,-.336,-.363,-.303,-.421,-.355,-.383,-.41
12,2020,5,26,-.375,-.372,-.33,-.362,-.302,-.413,-.352,-.381,-.406
12,2020,5,27,-.374,-.373,-.328,-.363,-.302,-.409,-.351,-.38,-.404
12,2020,5,28,-.373,-.373,-.327,-.363,-.302,-.405,-.35,-.379,-.403
12,2020,5,29,-.372,-.372,-.326,-.364,-.302,-.4,-.349,-.379,-.401
12,2020,5,30,-.373,-.374,-.326,-.366,-.304,-.395,-.35,-.38,-.402
13,2020,1,1,.,.,.,.,.,.,.,.,.
13,2020,1,2,.,.,.,.,.,.,.,.,.
13,2020,1,3,.,.,.,.,.,.,.,.,.
13,2020,1,4,.,.,.,.,.,.,.,.,.
13,2020,1,5,.,.,.,.,.,.,.,.,.
13,2020,1,6,.,.,.,.,.,.,.,.,.
13,2020,1,7,.,.,.,.,.,.,.,.,.
13,2020,1,8,-.00878,-.0169,-.00351,.00115,-.000997,-.0238,-.00867,-.00727,-.0117
13,2020,1,9,-.00841,-.0121,-.00644,.00138,-.0017,-.0207,-.00695,-.00719,-.0123
13,2020,1,10,-.00726,-.0108,-.00654,.00234,-.00147,-.0164,-.00564,-.00597,-.0115
13,2020,1,11,-.0064,-.00885,-.00631,.00324,-.00123,-.0144,-.00502,-.00544,-.00973
13,2020,1,12,-.00558,-.00688,-.00622,.00413,-.000997,-.0127,-.00393,-.00513,-.00823
13,2020,1,13,-.0046,-.00491,-.00577,.00502,-.000762,-.01,-.00294,-.00459,-.00644
13,2020,1,14,-.0034,-.00307,-.00571,.00607,-.000327,-.00637,-.00167,-.00393,-.00429
13,2020,1,15,-.00233,-.000906,-.00517,.00696,.000109,-.00427,-.000785,-.00321,-.0023
13,2020,1,16,-.00134,.000492,-.00458,.00726,.000578,-.00241,1.00e-07,-.00252,-.000541
13,2020,1,17,-.000766,-.00103,-.00364,.00644,.000276,-.00158,.000819,-.00228,.000435
13,2020,1,18,-.00106,-.000397,-.00331,.00368,8.36e-06,-.00278,.000242,-.00251,.000322
13,2020,1,19,-.00138,.000238,-.00297,.000931,-.00026,-.00439,-.000615,-.00267,.000273
13,2020,1,20,-.00174,.000874,-.00243,-.00182,-.000528,-.00701,-.00149,-.00287,.000152
13,2020,1,21,-.000569,.00125,-.00115,.000409,-.00026,-.00358,-.0003,-.00145,.000863
13,2020,1,22,.000445,.00189,.000356,-.0000372,-.000461,-.00152,.000457,-.000144,.00154
13,2020,1,23,.00148,.00265,.00131,.000112,-.000394,.00104,.00098,.00102,.00287
13,2020,1,24,.00245,.00824,.00201,-.0000372,.000142,.00318,.00181,.00226,.00348
13,2020,1,25,.00363,.00805,.00295,.000409,.000779,.00791,.00327,.00344,.00443
13,2020,1,26,.00476,.00786,.00419,.000856,.00142,.0111,.00443,.00449,.00569
13,2020,1,27,.00556,.00831,.00591,-.00145,.00178,.0123,.00491,.00551,.00641
13,2020,1,28,.00579,.0078,.00632,-.00227,.00212,.013,.00513,.00578,.00655
13,2020,1,29,.00607,.00748,.00696,-.00309,.00242,.0147,.00517,.00599,.00721
13,2020,1,30,.00605,.0071,.00735,-.00413,.00212,.015,.00493,.00609,.00722
13,2020,1,31,.00595,.00297,.00763,-.00599,.00132,.0174,.00389,.00619,.00773
13,2020,2,1,.00587,.00145,.00848,-.0114,.00155,.0211,.00256,.00635,.00849
13,2020,2,2,.00575,-.0000795,.0087,-.0167,.00178,.026,.00145,.00674,.0084
13,2020,2,3,.00527,-.0016,.00894,-.0221,.00202,.0265,-.0000598,.00673,.00811
13,2020,2,4,.00448,-.00313,.00912,-.0285,.00209,.0268,-.00219,.00645,.00779
13,2020,2,5,.00363,-.00472,.0088,-.035,.00225,.0277,-.00407,.00608,.00708
13,2020,2,6,.00254,-.00656,.00809,-.0409,.00296,.0253,-.00632,.00539,.00644
13,2020,2,7,.00192,-.00828,.00804,-.0456,.00406,.0251,-.00756,.00492,.0062
13,2020,2,8,.000801,-.0102,.00696,-.0446,.00309,.0211,-.00745,.00349,.00423
13,2020,2,9,-.0000346,-.0122,.00683,-.0435,.00212,.0181,-.00809,.00251,.00347
13,2020,2,10,-.000606,-.0142,.00652,-.0425,.00115,.0188,-.00832,.00171,.00296
13,2020,2,11,-.000919,-.0162,.00637,-.0413,.000444,.0204,-.00791,.00102,.00257
13,2020,2,12,-.00147,-.0183,.00622,-.04,-.00026,.0201,-.00782,.000194,.00186
13,2020,2,13,-.00126,-.0203,.00706,-.039,-.000762,.0259,-.00668,.000194,.00145
13,2020,2,14,-.00155,-.0216,.00634,-.0372,-.00167,.0283,-.00676,-.000243,.00123
13,2020,2,15,-.00257,-.0227,.00476,-.0389,-.00217,.0279,-.00877,-.000729,.000358
13,2020,2,16,-.00403,-.0238,.00204,-.0406,-.00267,.025,-.0102,-.00215,-.00124
13,2020,2,17,-.00544,-.0249,-.000283,-.0423,-.00317,.0218,-.0119,-.00347,-.00245
13,2020,2,18,-.00438,-.0247,.000996,-.0402,-.00294,.0233,-.0108,-.00223,-.00184
13,2020,2,19,-.00467,-.0256,-.000627,-.0399,-.00317,.0228,-.0115,-.00234,-.00211
13,2020,2,20,-.00536,-.0265,-.00256,-.0396,-.00354,.0192,-.0126,-.00292,-.00247
13,2020,2,21,-.00615,-.0292,-.00366,-.0409,-.00368,.0184,-.0139,-.00353,-.00315
13,2020,2,22,-.0064,-.032,-.00449,-.0404,-.00348,.0223,-.0146,-.00383,-.00275
13,2020,2,23,-.0068,-.0349,-.00505,-.0399,-.00328,.0239,-.0158,-.00416,-.00246
13,2020,2,24,-.00868,-.0388,-.00826,-.0411,-.00358,.022,-.0184,-.006,-.00362
13,2020,2,25,-.00988,-.0418,-.00964,-.0419,-.00371,.0222,-.0205,-.00716,-.004
13,2020,2,26,-.011,-.0445,-.0104,-.0426,-.00385,.022,-.0222,-.0081,-.0047
13,2020,2,27,-.0121,-.0475,-.0116,-.0434,-.00425,.0233,-.024,-.0091,-.00541
13,2020,2,28,-.0132,-.0506,-.0125,-.0429,-.00525,.0232,-.0255,-.00972,-.00679
13,2020,2,29,-.0143,-.0538,-.0129,-.0384,-.00679,.0242,-.0256,-.0113,-.00813
13,2020,3,1,-.0155,-.0569,-.0134,-.0338,-.00834,.0255,-.0253,-.013,-.00973
13,2020,3,2,-.017,-.0601,-.0147,-.0293,-.00988,.0235,-.0258,-.015,-.0116
13,2020,3,3,-.0186,-.0634,-.0165,-.0242,-.0113,.0226,-.0258,-.0174,-.0133
13,2020,3,4,-.0202,-.0668,-.0183,-.0194,-.0126,.0205,-.026,-.0198,-.0149
13,2020,3,5,-.0217,-.0697,-.0199,-.0146,-.0139,.0186,-.0263,-.0219,-.0164
13,2020,3,6,-.0234,-.0715,-.0229,-.00979,-.0156,.0176,-.0267,-.0245,-.0176
13,2020,3,7,-.0255,-.0726,-.0267,-.0109,-.0183,.0161,-.0287,-.027,-.0192
13,2020,3,8,-.0276,-.0737,-.0305,-.012,-.021,.015,-.0307,-.0295,-.0208
13,2020,3,9,-.0294,-.0747,-.0336,-.0131,-.0237,.016,-.0321,-.0317,-.0221
13,2020,3,10,-.0313,-.0759,-.0367,-.015,-.0265,.0162,-.0339,-.0339,-.0236
13,2020,3,11,-.0332,-.0773,-.0396,-.0169,-.0294,.0164,-.0354,-.0363,-.0252
13,2020,3,12,-.0353,-.0793,-.042,-.0192,-.0325,.0161,-.0373,-.0386,-.0271
13,2020,3,13,-.0377,-.0815,-.0434,-.0215,-.0347,.0118,-.0394,-.0412,-.0294
13,2020,3,14,-.0414,-.0848,-.0447,-.0239,-.0371,.00442,-.0427,-.0441,-.0351
13,2020,3,15,-.0454,-.088,-.0465,-.0264,-.0395,-.00371,-.046,-.0474,-.0411
13,2020,3,16,-.0497,-.0913,-.0484,-.0288,-.0419,-.0171,-.0497,-.0509,-.0479
13,2020,3,17,-.0551,-.0942,-.0516,-.0312,-.0444,-.0397,-.0548,-.0552,-.0557
13,2020,3,18,-.0612,-.097,-.0552,-.0332,-.047,-.0692,-.0608,-.0601,-.0641
13,2020,3,19,-.0683,-.0995,-.0603,-.0352,-.0493,-.106,-.0674,-.0663,-.0732
13,2020,3,20,-.0766,-.102,-.0676,-.0384,-.0519,-.15,-.0758,-.0733,-.0838
13,2020,3,21,-.0855,-.104,-.0771,-.0411,-.055,-.197,-.0846,-.082,-.0933
13,2020,3,22,-.093,-.107,-.0838,-.0437,-.0582,-.233,-.0918,-.0892,-.102
13,2020,3,23,-.1,-.11,-.0914,-.0464,-.0613,-.261,-.0991,-.0958,-.109
13,2020,3,24,-.107,-.113,-.0989,-.0497,-.0644,-.289,-.106,-.102,-.117
13,2020,3,25,-.114,-.116,-.106,-.0535,-.0673,-.314,-.113,-.109,-.124
13,2020,3,26,-.12,-.118,-.113,-.0568,-.0708,-.336,-.119,-.115,-.131
13,2020,3,27,-.127,-.123,-.119,-.0606,-.075,-.357,-.126,-.122,-.138
13,2020,3,28,-.137,-.13,-.127,-.0683,-.0809,-.376,-.134,-.132,-.149
13,2020,3,29,-.145,-.137,-.133,-.076,-.0868,-.39,-.142,-.14,-.159
13,2020,3,30,-.154,-.144,-.14,-.0838,-.0927,-.402,-.149,-.149,-.17
13,2020,3,31,-.162,-.151,-.146,-.0908,-.0985,-.411,-.156,-.157,-.179
13,2020,4,1,-.171,-.158,-.153,-.097,-.104,-.42,-.163,-.165,-.189
13,2020,4,2,-.179,-.165,-.16,-.104,-.11,-.429,-.171,-.173,-.2
13,2020,4,3,-.19,-.173,-.168,-.111,-.117,-.438,-.182,-.182,-.211
13,2020,4,4,-.202,-.185,-.18,-.117,-.126,-.449,-.193,-.194,-.226
13,2020,4,5,-.213,-.198,-.19,-.124,-.136,-.459,-.204,-.205,-.24
13,2020,4,6,-.225,-.21,-.201,-.13,-.145,-.469,-.216,-.216,-.254
13,2020,4,7,-.237,-.223,-.212,-.136,-.155,-.477,-.227,-.227,-.269
13,2020,4,8,-.249,-.237,-.222,-.144,-.164,-.485,-.238,-.238,-.283
13,2020,4,9,-.261,-.252,-.233,-.151,-.174,-.493,-.249,-.248,-.297
13,2020,4,10,-.271,-.266,-.243,-.159,-.183,-.498,-.258,-.259,-.309
13,2020,4,11,-.281,-.277,-.253,-.17,-.191,-.502,-.268,-.268,-.32
13,2020,4,12,-.291,-.288,-.265,-.181,-.2,-.515,-.278,-.278,-.331
13,2020,4,13,-.301,-.3,-.275,-.192,-.208,-.519,-.288,-.287,-.342
13,2020,4,14,-.31,-.31,-.285,-.203,-.216,-.523,-.297,-.296,-.353
13,2020,4,15,-.319,-.32,-.295,-.215,-.224,-.525,-.305,-.305,-.363
13,2020,4,16,-.328,-.329,-.305,-.225,-.232,-.527,-.313,-.314,-.373
13,2020,4,17,-.336,-.335,-.315,-.234,-.239,-.529,-.32,-.321,-.382
13,2020,4,18,-.34,-.338,-.32,-.238,-.243,-.529,-.323,-.326,-.385
13,2020,4,19,-.343,-.34,-.324,-.242,-.247,-.522,-.325,-.33,-.388
13,2020,4,20,-.347,-.342,-.328,-.246,-.25,-.521,-.327,-.334,-.391
13,2020,4,21,-.35,-.345,-.333,-.249,-.254,-.519,-.33,-.338,-.395
13,2020,4,22,-.354,-.347,-.337,-.253,-.258,-.516,-.333,-.342,-.398
13,2020,4,23,-.357,-.35,-.341,-.256,-.262,-.515,-.335,-.346,-.401
13,2020,4,24,-.36,-.353,-.344,-.26,-.266,-.512,-.337,-.35,-.404
13,2020,4,25,-.362,-.355,-.344,-.264,-.269,-.509,-.339,-.351,-.406
13,2020,4,26,-.363,-.356,-.345,-.268,-.273,-.507,-.341,-.353,-.408
13,2020,4,27,-.365,-.358,-.346,-.272,-.276,-.503,-.342,-.355,-.409
13,2020,4,28,-.366,-.36,-.346,-.276,-.28,-.498,-.343,-.356,-.411
13,2020,4,29,-.368,-.362,-.346,-.279,-.283,-.495,-.345,-.358,-.413
13,2020,4,30,-.369,-.364,-.346,-.283,-.286,-.489,-.346,-.359,-.414
13,2020,5,1,-.37,-.366,-.347,-.286,-.288,-.481,-.346,-.36,-.415
13,2020,5,2,-.37,-.37,-.347,-.289,-.288,-.474,-.347,-.359,-.414
13,2020,5,3,-.37,-.373,-.347,-.291,-.288,-.469,-.348,-.36,-.413
13,2020,5,4,-.37,-.376,-.348,-.293,-.288,-.465,-.349,-.36,-.412
13,2020,5,5,-.37,-.38,-.348,-.295,-.289,-.46,-.35,-.36,-.411
13,2020,5,6,-.37,-.383,-.349,-.298,-.289,-.453,-.35,-.36,-.41
13,2020,5,7,-.37,-.387,-.348,-.299,-.289,-.447,-.351,-.36,-.409
13,2020,5,8,-.369,-.388,-.346,-.302,-.289,-.441,-.35,-.359,-.407
13,2020,5,9,-.368,-.387,-.344,-.306,-.288,-.435,-.35,-.358,-.405
13,2020,5,10,-.367,-.385,-.343,-.31,-.288,-.432,-.351,-.358,-.403
13,2020,5,11,-.367,-.384,-.342,-.314,-.288,-.429,-.351,-.357,-.402
13,2020,5,12,-.367,-.383,-.34,-.319,-.287,-.428,-.352,-.357,-.401
13,2020,5,13,-.366,-.382,-.338,-.323,-.287,-.425,-.352,-.357,-.399
13,2020,5,14,-.366,-.38,-.338,-.328,-.287,-.423,-.353,-.357,-.398
13,2020,5,15,-.366,-.38,-.336,-.332,-.288,-.419,-.354,-.357,-.396
13,2020,5,16,-.365,-.38,-.335,-.333,-.289,-.417,-.354,-.357,-.395
