year,month,day_endofweek,statefips,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jz2,bg_posts_jz3,bg_posts_jz4,bg_posts_jz5
2020,3,13,1,-.0945,.111,-.0406,.0208,-.191,-.00498,.0714,-.146,-.0694,-.0313,-.229
2020,6,12,1,-.0995,-.301,-.0755,-.0652,-.0706,.307,.291,-.0233,-.0761,-.194,-.337
2020,1,31,1,.00505,.123,.122,.0137,.0995,-.251,-.311,-.0686,.0285,.0333,.257
2020,2,7,1,.435,.349,.481,.558,.199,.685,.761,.496,.315,.488,.416
2020,4,10,1,-.268,-.304,-.246,-.205,-.301,-.522,-.316,-.344,-.264,-.185,-.168
2020,3,6,1,.00544,.0753,.126,.286,-.186,.165,.153,-.00414,-.0739,.102,-.127
2020,5,15,1,-.326,-.483,-.295,-.17,-.336,-.311,-.24,-.263,-.333,-.353,-.51
2020,3,27,1,.0361,-.0245,.00873,.16,-.0251,-.266,-.0255,.0566,.0816,.0755,-.132
2020,1,17,1,.0578,.157,.0519,.114,.175,-.0739,-.0867,-.0421,.145,.0841,.222
2020,5,8,1,-.245,-.308,-.096,-.154,-.388,-.317,-.107,-.129,-.302,-.274,-.431
2020,5,22,1,-.138,-.37,-.244,-.164,-.0375,-.063,.0255,-.0726,-.0871,-.252,-.252
2020,5,1,1,-.267,-.537,-.41,-.333,-.0526,-.199,-.0408,-.242,-.204,-.371,-.32
2020,1,24,1,-.133,-.09,-.115,-.161,-.211,.343,.26,-.141,-.164,-.0914,-.278
2020,4,10,2,-.103,-.473,-.539,-.16,.215,-.417,-.052,-.177,-.225,.0977,-.204
2020,1,17,2,.0467,-.281,.493,-.151,.133,.0278,-.237,-.0687,.224,.0922,-.0106
2020,3,20,2,.214,.174,.399,.357,.163,.685,.272,.475,.125,.272,-.137
2020,2,21,2,-.11,-.114,-.207,-.142,-.114,-.315,-.145,-.0432,-.0901,-.124,-.264
2020,3,27,2,-.163,-.234,-.0533,.0241,-.28,-.296,-.121,-.182,-.185,-.00208,-.349
2020,4,24,2,-.4,-.521,-.616,-.309,-.462,-.63,-.306,-.376,-.408,-.415,-.489
2020,2,14,2,.105,.0539,.203,.462,.00752,.102,-.052,.279,.0743,.175,-.158
2020,1,10,2,-.0357,-.0659,-.258,.173,-.185,-.0926,.0636,.0741,-.0995,-.00208,-.218
2020,4,17,2,-.344,-.497,-.514,-.081,-.432,-.38,-.237,-.275,-.372,-.29,-.44
2020,5,15,2,-.381,.0539,-.454,-.291,-.429,-.5,-.399,-.333,-.454,-.36,-.415
2020,3,13,2,.0849,-.162,.134,.479,-.171,.62,.387,.238,-.0248,.292,-.282
2020,3,6,2,-.0039,-.234,-.13,.199,-.191,.426,.225,.164,-.174,.112,-.232
2020,5,8,2,-.424,-.425,-.429,-.405,-.484,-.741,-.376,-.356,-.436,-.44,-.507
2020,6,5,2,-.0184,.437,.228,.138,-.226,-.296,.179,.142,-.131,.0728,-.264
2020,5,1,2,-.284,-.114,-.454,-.107,-.313,-.361,-.353,-.226,-.305,-.229,-.454
2020,1,31,2,.244,.533,-.0448,.0678,.365,.463,.48,.206,.11,.137,.651
2020,2,28,2,.19,.0778,.0832,-.0284,.288,.185,.225,.161,.334,.0977,.0528
2020,6,12,2,-.168,.317,-.113,-.0284,-.347,-.389,-.0983,-.0538,-.256,.0534,-.528
2020,4,3,2,-.132,-.186,-.369,.00656,-.109,-.611,-.145,-.25,-.0285,-.088,-.264
2020,5,29,2,-.279,-.138,-.241,-.239,-.5,-.37,-.0983,-.0176,-.383,-.204,-.616
2020,5,22,2,-.0233,.246,-.13,.409,-.261,-.157,-.191,.227,-.126,.034,-.391
2020,2,7,2,.016,-.0659,.279,.252,-.0476,.0648,-.052,.136,-.00234,.125,-.243
2020,1,24,2,-.255,-.186,-.19,-.0897,-.313,-.398,-.306,-.212,-.234,-.227,-.454
2020,6,5,4,-.053,-.228,-.0655,-.179,.0713,-.401,-.196,-.0125,.0136,-.122,-.074
2020,2,7,4,-.138,-.162,-.0955,-.143,-.0725,-.167,-.0796,-.144,-.13,-.147,-.176
2020,5,8,4,-.42,-.473,-.398,-.502,-.367,-.71,-.506,-.401,-.414,-.436,-.429
2020,5,22,4,-.339,-.417,-.395,-.386,-.193,-.53,-.413,-.35,-.281,-.388,-.324
2020,3,13,4,.061,.00716,.107,-.0513,.263,.0207,.0325,.0146,.124,.058,.0558
2020,3,27,4,-.134,-.195,-.144,-.234,-.0379,-.51,-.406,-.159,-.129,-.094,-.0555
2020,5,1,4,-.372,-.441,-.297,-.469,-.359,-.59,-.415,-.414,-.367,-.315,-.375
2020,1,24,4,-.121,-.0804,-.088,-.213,-.236,-.0746,-.116,-.125,-.1,-.115,-.171
2020,4,3,4,-.316,-.327,-.278,-.199,-.309,-.703,-.592,-.386,-.324,-.185,-.331
2020,3,20,4,.212,.0742,.225,.149,.411,-.0315,.114,.19,.309,.143,.239
2020,4,24,4,-.4,-.454,-.361,-.423,-.334,-.65,-.567,-.489,-.408,-.316,-.285
2020,1,10,4,-.0271,-.0747,-.0708,-.1,.0454,.000415,.0851,.0145,-.0456,-.076,-.0355
2020,4,10,4,-.337,-.371,-.322,-.395,-.255,-.717,-.619,-.432,-.298,-.251,-.311
2020,5,15,4,-.433,-.548,-.482,-.478,-.337,-.677,-.539,-.434,-.379,-.465,-.431
2020,3,6,4,-.0717,-.126,-.054,-.152,-.0775,-.108,-.063,-.0364,-.124,-.0629,-.0851
2020,6,12,4,-.178,-.275,-.142,-.264,-.11,-.443,-.16,-.171,-.123,-.198,-.264
2020,1,31,4,.0176,-.0395,.0522,.152,-.0145,-.085,-.142,-.0367,-.0338,.124,.0642
2020,5,29,4,-.292,-.391,-.324,-.405,-.174,-.457,-.266,-.269,-.247,-.342,-.349
2020,1,17,4,.13,.195,.107,.161,.205,.159,.172,.147,.18,.0673,.142
2020,4,17,4,-.401,-.454,-.422,-.416,-.323,-.578,-.433,-.451,-.413,-.358,-.317
2020,2,14,4,.183,.186,.187,.0447,.261,.134,.139,.199,.194,.151,.188
2020,2,21,4,-.0425,-.00593,-.0433,-.178,.0971,-.128,-.102,-.122,.0772,-.0539,-.00699
2020,2,28,4,.0818,-.00839,.141,-.0915,.283,.0987,.0491,.000909,.193,.0375,.266
2020,5,22,5,-.378,-.413,-.354,-.31,-.264,-.562,-.444,-.454,-.328,-.244,-.377
2020,3,20,5,-.0922,.112,.0646,.148,.122,-.309,-.228,-.185,.142,-.109,-.217
2020,5,15,5,-.464,-.416,-.444,-.384,-.364,-.669,-.56,-.508,-.358,-.42,-.533
2020,1,17,5,.435,.337,.526,.558,.59,.475,.328,.496,.551,.48,.517
2020,1,24,5,-.307,-.169,-.276,-.321,-.376,.329,-.0705,-.321,-.352,-.239,-.377
2020,2,28,5,-.0136,.363,.0568,-.153,.165,-.248,-.32,-.284,.341,.0603,.025
2020,4,10,5,-.443,-.365,-.249,-.357,-.352,-.708,-.701,-.569,-.354,-.341,-.396
2020,5,1,5,-.481,-.531,-.53,-.491,-.468,-.558,-.436,-.504,-.545,-.307,-.548
2020,2,7,5,-.0161,.0452,-.0685,.332,.228,-.419,-.361,-.219,.219,.158,-.00385
2020,5,29,5,-.413,-.28,-.237,-.381,-.395,-.245,-.137,-.486,-.36,-.306,-.531
2020,1,31,5,-.156,-.106,-.229,-.167,.0678,-.462,-.203,-.303,-.162,-.0993,.267
2020,2,14,5,-.127,.344,-.143,-.0226,-.128,.254,.228,-.217,-.0791,.0556,-.3
2020,4,24,5,-.517,-.365,-.62,-.685,-.47,-.772,-.801,-.514,-.533,-.461,-.504
2020,5,8,5,-.456,-.221,-.393,-.468,-.466,-.533,-.593,-.458,-.478,-.367,-.506
2020,2,21,5,-.0689,.156,.0294,.0979,.0351,-.359,-.419,-.234,.132,.0463,-.148
2020,6,12,5,-.292,-.357,.186,-.207,-.299,.475,.0207,-.282,-.238,-.308,-.475
2020,3,27,5,-.296,-.239,.0254,-.287,-.199,-.455,-.535,-.435,-.14,-.183,-.317
2020,4,3,5,-.326,-.0729,-.217,-.183,-.217,-.679,-.585,-.442,-.275,-.267,-.131
2020,3,13,5,-.316,-.143,-.327,-.0226,-.323,-.476,-.461,-.449,-.24,-.152,-.329
2020,6,5,5,-.22,-.084,-.0489,.0243,-.237,.336,.12,-.223,-.184,-.187,-.363
2020,4,17,5,-.23,-.476,-.249,-.227,-.327,-.366,-.444,-.0664,-.261,-.332,-.394
2020,1,10,5,-.176,-.0619,-.0528,-.0762,-.281,-.341,-.0539,-.17,-.171,-.141,-.408
2020,3,6,5,-.26,-.0212,-.162,-.24,-.292,-.434,-.195,-.392,-.275,-.00961,-.302
2020,5,1,6,-.402,-.384,-.505,-.541,-.333,-.631,-.554,-.44,-.38,-.404,-.262
2020,5,15,6,-.339,-.373,-.425,-.466,-.274,-.586,-.353,-.324,-.286,-.406,-.246
2020,4,17,6,-.365,-.356,-.386,-.441,-.344,-.566,-.381,-.419,-.358,-.352,-.258
2020,3,20,6,.163,.15,.119,.0411,.195,-.104,-.0175,.204,.186,.118,.202
2020,2,21,6,.00542,.0802,-.0756,-.185,.0828,-.124,-.154,-.0351,.0513,-.000304,.0664
2020,5,22,6,-.34,-.317,-.441,-.458,-.275,-.58,-.323,-.314,-.313,-.393,-.292
2020,1,17,6,.147,.114,.0816,.197,.226,.335,.399,.184,.18,.0741,.2
2020,2,14,6,.215,.333,.167,.0773,.264,.0501,-.0138,.163,.256,.21,.302
2020,3,13,6,.0859,.0847,.101,-.184,.221,-.0424,-.0893,.0463,.12,.0734,.184
2020,3,27,6,-.0431,.00574,-.0472,-.22,-.015,-.476,-.361,-.0601,-.0541,-.00679,-.0127
2020,4,3,6,-.215,-.246,-.254,-.287,-.135,-.69,-.612,-.3,-.211,-.129,-.123
2020,4,24,6,-.396,-.407,-.448,-.51,-.349,-.681,-.638,-.461,-.397,-.352,-.284
2020,1,31,6,.13,.108,.174,.26,.136,.0208,-.0473,.0755,.0892,.216,.129
2020,2,28,6,.102,.118,.0714,-.185,.235,.0854,-.0226,.0322,.152,.0518,.326
2020,5,8,6,-.396,-.355,-.461,-.541,-.347,-.722,-.561,-.387,-.413,-.411,-.249
2020,5,29,6,-.336,-.301,-.301,-.504,-.349,-.555,-.386,-.288,-.314,-.375,-.339
2020,3,6,6,-.0423,-.0889,-.117,-.201,-.115,-.109,.00203,-.0153,-.104,-.0329,-.0469
2020,1,24,6,-.184,-.0628,-.181,-.252,-.262,-.235,-.283,-.18,-.186,-.167,-.263
2020,2,7,6,-.115,-.154,-.0475,-.175,-.0954,-.0894,-.111,-.101,-.112,-.137,-.101
2020,6,12,6,-.195,-.124,-.202,-.325,-.24,-.443,-.281,-.0833,-.198,-.24,-.233
2020,1,10,6,-.0934,-.159,-.0742,-.205,-.0998,-.121,-.0679,-.079,-.0829,-.124,-.0663
2020,6,5,6,-.111,-.0704,-.15,-.321,-.0251,-.412,-.183,-.0271,-.0902,-.195,.0382
2020,4,10,6,-.292,-.278,-.212,-.387,-.226,-.607,-.554,-.362,-.241,-.277,-.161
2020,5,22,8,-.384,-.34,-.437,-.46,-.397,-.582,-.323,-.335,-.415,-.406,-.423
2020,4,17,8,-.36,-.383,-.371,-.388,-.303,-.488,-.297,-.403,-.341,-.361,-.258
2020,5,1,8,-.399,-.326,-.516,-.541,-.412,-.599,-.457,-.336,-.421,-.415,-.486
2020,4,10,8,-.336,-.317,-.311,-.406,-.292,-.719,-.514,-.403,-.325,-.275,-.255
2020,2,14,8,.0561,.36,.0836,-.068,-.0565,.0126,.0189,.0752,-.000817,.0794,.00552
2020,2,7,8,-.0648,-.1,-.0766,-.138,-.0829,-.0182,.0189,-.048,-.0816,-.0879,-.0486
2020,4,3,8,-.273,-.23,-.31,-.363,-.183,-.658,-.411,-.33,-.257,-.211,-.248
2020,2,21,8,-.0236,-.0286,-.0321,-.199,-.0167,-.172,-.151,-.0536,-.0168,.0171,-.0685
2020,3,20,8,.196,.126,.154,.126,.274,-.027,.161,.276,.209,.13,.155
2020,5,29,8,-.384,-.302,-.293,-.499,-.471,-.47,-.266,-.308,-.417,-.412,-.502
2020,5,15,8,-.382,-.318,-.395,-.436,-.438,-.666,-.459,-.329,-.395,-.402,-.441
2020,5,8,8,-.411,-.334,-.433,-.552,-.445,-.718,-.448,-.328,-.48,-.437,-.442
2020,3,27,8,-.261,-.215,-.284,-.322,-.248,-.583,-.379,-.279,-.307,-.223,-.209
2020,1,31,8,.00915,.00643,.048,.17,.0346,-.139,-.212,-.0363,-.0253,.0835,.0618
2020,1,24,8,-.0953,.029,-.112,-.207,-.133,-.0578,-.0936,-.0659,-.15,-.0838,-.0618
2020,3,13,8,-.109,.0532,-.0755,-.23,-.212,-.0862,.0358,-.0952,-.161,-.11,-.189
2020,6,5,8,-.164,-.134,-.0299,-.285,-.24,-.398,-.134,-.0613,-.168,-.23,-.197
2020,1,10,8,.189,.0758,.163,.202,.177,.411,.589,.264,.257,.0847,.021
2020,2,28,8,.0143,.0501,.000695,-.0945,.0301,.00745,.0374,-.0259,.00608,.0262,.0828
2020,3,6,8,-.0386,.00331,-.0488,-.127,-.158,.0638,.0836,-.0104,-.126,-.0124,-.0828
2020,1,17,8,-.103,-.111,-.0983,-.165,-.0784,-.214,-.283,-.161,-.081,-.0844,-.021
2020,6,12,8,-.243,-.231,-.147,-.304,-.311,-.408,-.182,-.145,-.275,-.291,-.335
2020,4,24,8,-.393,-.367,-.414,-.424,-.404,-.664,-.544,-.429,-.437,-.342,-.316
2020,4,3,9,.158,-.163,.0801,-.18,.558,-.574,-.459,.112,.382,-.0452,.651
2020,2,7,9,.0535,.0842,.237,-.119,.472,-.205,-.0918,-.126,.243,.0705,.123
2020,6,12,9,.00469,-.304,-.0923,-.295,.0642,-.118,-.121,.146,.139,-.157,-.0903
2020,1,31,9,-.028,.208,.0299,-.00379,.057,-.328,-.382,-.142,-.0621,.0665,.165
2020,3,20,9,.0631,-.125,.00543,.0797,.409,-.0312,.135,-.0104,.187,-.0157,.311
2020,4,24,9,-.299,-.45,-.366,-.549,-.0718,-.66,-.681,-.253,-.184,-.464,-.0283
2020,3,13,9,-.0387,-.079,-.0502,-.0938,.0714,-.178,-.135,-.0871,-.0283,-.0535,-.00482
2020,3,6,9,.0751,.144,.174,-.00813,.152,-.0385,-.0193,.0381,.0399,.11,.0682
2020,4,10,9,-.1,-.371,-.223,-.343,.113,-.618,-.507,-.0576,-.00381,-.216,.163
2020,1,24,9,-.0929,.00344,-.126,-.134,-.079,-.207,-.251,-.0637,-.0349,-.087,-.207
2020,2,14,9,.321,.61,.434,.353,.279,.00317,.169,.164,.363,.426,.3
2020,6,5,9,.0711,-.251,-.149,-.188,.405,-.194,.0483,.195,.389,-.215,.06
2020,2,28,9,.0482,.129,.132,-.0721,.139,-.209,-.116,-.0774,.0856,.0938,.249
2020,3,27,9,.0448,-.203,.0991,-.25,.368,-.518,-.377,-.0646,.367,-.036,.187
2020,4,17,9,-.0863,-.326,-.161,-.157,-.0416,-.325,-.0193,-.0602,-.0303,-.211,.14
2020,1,10,9,-.0181,-.0928,.0597,-.141,-.0455,-.201,-.179,-.0205,.00149,-.00253,-.166
2020,5,1,9,-.328,-.565,-.521,-.572,-.178,-.431,-.425,-.208,-.353,-.44,-.162
2020,5,8,9,-.342,-.378,-.414,-.505,-.189,-.716,-.517,-.316,-.361,-.358,-.158
2020,5,22,9,-.24,-.414,-.433,-.453,.0767,-.475,-.411,-.168,-.112,-.403,-.11
2020,5,15,9,-.407,-.619,-.418,-.51,-.273,-.725,-.589,-.414,-.354,-.452,-.206
2020,5,29,9,-.236,-.428,-.324,-.396,-.134,-.462,-.198,-.0725,-.184,-.38,-.318
2020,1,17,9,.139,-.119,.0366,.279,.0675,.685,.761,.226,.0955,.023,.209
2020,2,21,9,.0469,.143,-.00136,-.161,.14,-.191,-.324,-.00992,.194,.0612,.0434
2020,2,7,10,-.203,-.459,.0202,-.234,-.372,-.255,-.5,-.179,-.255,-.176,-.176
2020,1,17,10,.229,.331,.283,-.000972,.0626,.524,.478,.331,.214,.194,.0993
2020,6,5,10,-.338,-.438,-.441,-.328,-.401,-.333,-.196,-.299,-.354,-.4,-.224
2020,6,12,10,-.398,-.494,-.255,-.487,-.539,.00433,-.37,-.296,-.415,-.407,-.57
2020,3,27,10,-.285,-.3,-.228,-.343,-.43,-.463,-.587,-.253,-.339,-.239,-.399
2020,1,24,10,.0916,-.12,-.0666,-.219,.613,-.143,-.0435,-.016,.344,-.0618,.262
2020,1,31,10,-.0383,-.0156,-.0755,.497,-.21,.0476,-.587,-.0228,-.197,.0907,.00444
2020,3,13,10,-.213,-.113,.122,-.203,-.469,.00433,-.0217,-.303,-.363,-.0165,-.277
2020,3,6,10,-.183,-.203,-.144,-.0126,-.256,-.247,-.304,-.307,-.24,-.0824,-.0815
2020,3,20,10,-.194,-.258,.122,-.246,-.44,.152,.348,-.181,-.299,-.103,-.298
2020,2,21,10,-.0251,.0676,.128,-.0321,-.24,-.195,.087,-.0895,-.0424,-.00687,-.108
2020,4,17,10,-.274,-.584,-.318,-.304,-.553,-.177,.0435,.00987,-.477,-.298,-.41
2020,2,28,10,.0311,-.196,.2,-.118,.0711,.134,-.0652,-.121,.235,-.0701,.15
2020,4,10,10,-.464,-.584,-.3,-.44,-.542,-.654,-.609,-.477,-.475,-.435,-.508
2020,4,24,10,-.479,-.542,-.605,-.324,-.58,-.654,-.761,-.423,-.5,-.497,-.467
2020,5,22,10,-.503,-.556,-.566,-.39,-.573,-.498,-.239,-.438,-.494,-.536,-.588
2020,4,3,10,-.218,-.355,-.288,.0729,-.329,-.602,-.739,-.185,-.209,-.136,-.324
2020,5,15,10,-.53,-.653,-.548,-.502,-.625,-.238,-.283,-.426,-.543,-.565,-.668
2020,5,8,10,-.411,-.473,-.47,-.429,-.594,-.316,-.326,-.328,-.487,-.364,-.564
2020,5,1,10,-.451,-.556,-.444,-.549,-.638,.506,-.087,-.25,-.479,-.593,-.559
2020,5,29,10,-.553,-.473,-.692,-.572,-.677,-.16,-.174,-.447,-.583,-.611,-.641
2020,2,14,10,-.0999,.0884,.101,.116,-.322,-.0649,-.13,-.162,-.198,.0536,-.159
2020,1,10,10,-.283,-.196,-.141,-.277,-.465,-.429,.152,-.292,-.361,-.223,-.366
2020,1,17,11,.0935,.126,.149,.151,.0773,.0915,.237,.0577,.0959,.0737,.105
2020,4,17,11,-.2,-.396,-.251,-.198,-.276,-.457,-.202,-.459,-.209,-.151,-.0834
2020,1,24,11,-.0751,-.117,-.0174,-.123,.0748,-.0789,.00578,-.0242,-.0644,-.107,-.012
2020,5,8,11,-.295,-.147,-.245,-.397,-.378,-.744,-.653,-.487,-.392,-.21,-.142
2020,3,6,11,.0113,-.182,.0163,-.00195,-.0811,.057,-.0751,.0668,-.0595,-.00287,.0429
2020,3,20,11,.104,.0489,.207,.18,.00943,-.392,-.272,.00654,.175,.121,.0731
2020,4,3,11,.000954,.114,-.0691,.0349,-.28,-.784,-.595,-.349,-.166,.185,.0593
2020,5,1,11,-.321,-.407,-.393,-.405,-.482,-.678,-.653,-.569,-.321,-.244,-.238
2020,1,10,11,-.0668,-.123,-.107,-.106,-.133,.0294,-.121,-.0799,-.0955,-.0373,-.0916
2020,2,21,11,.145,.0904,.104,.0144,.167,.172,-.0636,.168,.126,.121,.146
2020,2,28,11,.17,.387,-.0219,.0803,.34,.158,-.0405,.157,.103,.172,.279
2020,5,29,11,-.372,-.236,-.31,-.4,-.514,-.8,-.734,-.523,-.483,-.304,-.241
2020,4,10,11,-.0409,-.0222,-.0354,-.0353,-.124,-.761,-.665,-.355,-.0585,.0841,.11
2020,1,31,11,.0484,.114,-.0242,.0781,-.0195,-.042,-.121,.0463,.0639,.0706,-.00103
2020,5,22,11,-.259,-.366,-.355,-.356,-.18,-.765,-.699,-.469,-.325,-.27,.0292
2020,2,7,11,-.00195,-.0993,.0815,-.116,-.0534,-.0512,-.202,-.0299,.00753,.0166,.0182
2020,2,14,11,.19,.102,.18,.0675,.174,.474,.272,.352,.235,.136,.172
2020,3,27,11,-.0595,.108,-.0197,-.0984,-.153,-.404,-.272,-.178,-.0362,-.00392,-.0106
2020,3,13,11,.111,.215,.201,.125,.066,.0616,-.145,.0816,.0571,.0991,.184
2020,5,15,11,-.387,-.396,-.28,-.435,-.384,-.83,-.757,-.525,-.432,-.358,-.237
2020,6,12,11,-.116,-.147,-.222,-.125,-.16,-.657,-.503,-.318,-.177,-.0586,.0182
2020,6,5,11,-.157,-.00444,-.193,-.153,-.29,-.719,-.595,-.321,-.249,-.0777,-.00926
2020,4,24,11,-.274,-.147,-.352,-.245,-.471,-.79,-.78,-.503,-.347,-.18,-.0834
2020,5,29,12,-.308,-.257,-.211,-.367,-.444,-.343,-.102,-.252,-.319,-.338,-.465
2020,2,21,12,.0501,.223,.0152,-.0499,.138,-.0405,.0181,.0249,.134,.011,.108
2020,4,3,12,-.317,-.181,-.247,-.301,-.325,-.691,-.524,-.383,-.254,-.272,-.328
2020,2,28,12,.0475,.0139,.0824,-.1,.0957,.147,.106,.0463,.105,-.0416,.184
2020,1,24,12,.0302,-.038,-.0309,-.0199,.218,.0169,.0111,-.0337,.0813,-.000559,.226
2020,5,15,12,-.388,-.375,-.35,-.409,-.399,-.562,-.373,-.39,-.373,-.4,-.39
2020,4,17,12,-.301,-.283,-.279,-.305,-.249,-.533,-.276,-.35,-.279,-.285,-.187
2020,2,14,12,.304,.356,.335,.264,.309,.376,.342,.307,.335,.274,.306
2020,5,1,12,-.409,-.348,-.359,-.454,-.415,-.609,-.382,-.451,-.381,-.405,-.332
2020,3,6,12,.0447,.0421,.0698,.0327,.0556,.0734,.173,.0668,.0283,.00915,.0662
2020,5,22,12,-.284,-.29,-.334,-.333,-.206,-.475,-.143,-.302,-.21,-.354,-.236
2020,6,5,12,-.117,-.115,.00786,-.107,-.263,-.288,.0611,-.042,-.147,-.139,-.246
2020,2,7,12,-.0673,-.0272,.0282,-.1,-.147,.0175,-.0389,-.0628,-.0812,-.0192,-.186
2020,3,20,12,.116,.0771,.128,.0403,.158,-.0378,.16,.145,.154,.0727,.00952
2020,3,13,12,-.0205,.037,.0368,-.0623,-.0839,-.0398,.144,-.0171,-.0252,.00185,-.164
2020,3,27,12,-.196,-.149,-.11,-.276,-.232,-.509,-.237,-.198,-.166,-.182,-.291
2020,5,8,12,-.42,-.3,-.395,-.46,-.481,-.577,-.298,-.404,-.424,-.423,-.473
2020,4,24,12,-.512,-.47,-.465,-.447,-.554,-.746,-.629,-.576,-.521,-.421,-.512
2020,1,17,12,.0377,.054,-.00849,.144,.138,-.0113,-.0361,.0226,.0929,.0196,.101
2020,1,31,12,-.0276,.0329,.0564,-.00535,-.116,-.0484,-.0819,-.0308,-.0431,.0298,-.113
2020,4,10,12,-.358,-.27,-.21,-.42,-.302,-.66,-.486,-.445,-.305,-.322,-.262
2020,1,10,12,-.0404,-.0488,-.017,-.119,-.239,.0428,.107,.0418,-.131,-.0489,-.213
2020,6,12,12,-.189,-.209,-.0767,-.192,-.308,-.32,-.171,-.13,-.166,-.219,-.366
2020,3,13,13,-.0634,.00659,-.0236,-.0476,-.0654,-.15,-.0833,-.124,-.084,-.0276,-.0758
2020,4,3,13,-.227,-.299,-.304,-.309,-.11,-.625,-.487,-.286,-.184,-.213,-.0729
2020,5,8,13,-.344,-.449,-.489,-.496,-.25,-.52,-.255,-.25,-.339,-.442,-.311
2020,2,28,13,.118,.172,.00622,-.112,.365,.0775,.005,.0365,.207,.0584,.443
2020,1,10,13,.0303,-.0919,.00345,-.0659,.0221,-.0314,.0317,.107,-.014,-.011,.0232
2020,5,29,13,-.321,-.369,-.298,-.432,-.412,-.262,-.0883,-.202,-.349,-.393,-.451
2020,4,10,13,-.288,-.387,-.281,-.434,-.111,-.521,-.435,-.348,-.202,-.299,-.128
2020,2,7,13,.0224,-.0142,.0211,-.0476,-.00807,-.064,-.0733,.062,-.0164,.0153,.139
2020,1,31,13,.104,.186,.123,.0966,.12,.00648,-.0317,.0398,.116,.163,.145
2020,4,24,13,-.43,-.541,-.565,-.461,-.332,-.492,-.48,-.441,-.445,-.425,-.325
2020,3,6,13,.109,.00243,.0128,-.00101,.275,-.0288,.0433,.087,.104,.0713,.294
2020,5,22,13,-.301,-.408,-.431,-.425,-.182,-.436,-.383,-.213,-.272,-.419,-.172
2020,2,21,13,.3,.299,.174,.0966,.544,.273,.163,.309,.432,.187,.498
2020,4,17,13,-.126,-.378,-.334,-.233,-.00621,-.267,-.0783,-.0754,-.0683,-.243,.0801
2020,5,1,13,-.341,-.505,-.462,-.507,-.182,-.422,-.328,-.33,-.236,-.437,-.222
2020,2,14,13,.217,.246,.118,.156,.417,.141,.0133,.208,.226,.192,.389
2020,3,27,13,-.144,-.18,-.177,-.283,-.0571,-.48,-.285,-.208,-.12,-.0976,-.098
2020,1,24,13,-.134,-.129,-.102,-.114,-.215,.143,.12,-.135,-.145,-.121,-.245
2020,5,15,13,-.361,-.518,-.512,-.475,-.041,-.634,-.537,-.352,-.207,-.494,-.161
2020,6,12,13,-.164,-.249,-.111,-.276,-.21,-.199,-.112,-.00931,-.194,-.252,-.249
2020,3,20,13,.053,-.0385,-.0518,-.108,.0744,.00181,-.105,.123,.0432,.00919,.0653
2020,6,5,13,-.105,-.236,-.219,-.266,.0711,-.249,.085,-.0391,-.0983,-.207,.0283
2020,1,17,13,-.000777,.0343,-.0247,.0828,.0737,-.118,-.12,-.0126,.0422,-.031,.0766
2020,2,14,15,.251,.581,.144,.262,.127,.013,-.0196,.192,.296,.305,.113
2020,5,29,15,-.41,-.446,-.313,-.394,-.387,-.72,-.576,-.473,-.369,-.344,-.395
2020,3,27,15,-.16,-.23,-.268,-.326,.0605,-.52,-.388,-.28,-.145,-.0959,.0767
2020,1,17,15,.116,.0135,.315,.111,.26,.05,-.0353,.126,.165,.11,.113
2020,1,10,15,.0508,.0946,-.141,.0584,-.135,.1,.224,.0669,-.00302,.0462,-.111
2020,3,13,15,.181,.324,.275,.179,.224,-.161,-.192,.0447,.23,.307,.324
2020,1,31,15,-.0284,-.162,-.0418,-.107,.0363,.0326,-.0118,-.0603,-.0307,-.0171,.136
2020,6,5,15,-.113,-.284,.103,.107,-.155,-.752,-.333,-.317,-.0773,.106,.0401
2020,3,6,15,.114,.122,.279,.194,-.0181,-.0891,.0745,.179,.106,.036,-.148
2020,2,21,15,-.0618,-.0405,.18,-.111,-.192,-.25,-.388,-.0765,-.079,.0668,-.212
2020,5,8,15,-.488,-.446,-.444,-.492,-.254,-.82,-.71,-.629,-.373,-.372,-.464
2020,4,24,15,-.383,-.459,-.638,-.401,-.173,-.757,-.671,-.557,-.302,-.317,-.148
2020,2,7,15,.25,-.0946,.116,.367,.0645,.496,.349,.344,.261,.156,.104
2020,4,17,15,-.208,-.0405,-.534,-.198,-.0948,-.457,-.161,-.259,-.121,-.238,-.253
2020,4,3,15,-.161,-.338,-.087,-.0433,-.0302,-.611,-.553,-.362,.0298,.0103,-.0332
2020,5,1,15,-.409,-.405,-.494,-.427,-.196,-.835,-.82,-.53,-.283,-.348,-.162
2020,5,15,15,-.51,-.351,-.539,-.262,-.379,-.843,-.757,-.684,-.416,-.365,-.423
2020,5,22,15,-.485,-.351,-.544,-.48,-.349,-.783,-.655,-.63,-.476,-.337,-.276
2020,1,24,15,-.138,.0541,-.132,-.0621,-.161,-.183,-.176,-.133,-.131,-.139,-.139
2020,4,10,15,-.373,-.324,-.521,-.224,-.286,-.828,-.671,-.521,-.273,-.288,-.322
2020,3,20,15,.156,-.324,.342,.0734,.151,-.298,-.0353,.085,.177,.269,.136
