year,month,day,cityid,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws
2020,2,25,29,.015,.0715,.0186,.00295,.0565,.0216,-.157
2020,2,25,30,-.276,.201,-.0726,.164,-.129,.235,-.172
2020,2,25,31,-.0174,.559,.0152,.0256,-.0183,-.184,-.0778
2020,2,25,32,-.05,-.0356,-.0124,.0452,.0822,.119,-.0389
2020,2,25,33,-.015,-.0478,.0209,.0424,-.0262,.197,-.0321
2020,2,25,34,-.139,-.0532,-.0367,-.0398,.00375,.0609,-.0725
2020,2,25,35,.00717,-.178,.0209,-.0235,-.0133,-.0565,-.0515
2020,2,25,36,-.0171,.0392,.017,.0246,.0377,.0884,-.0623
2020,2,25,37,-.0529,-.274,-.0104,-.0998,-.0673,.00382,-.232
2020,2,25,38,-.0596,.188,.0477,.128,-.0204,.0472,-.0156
2020,2,25,39,-.0703,.069,-.0259,-.0542,.0118,-.106,-.153
2020,2,25,40,.0396,.102,.0302,.179,-.0356,-.00869,.0356
2020,2,25,41,-.00251,-.0565,.0373,.0092,.0417,.0783,.0115
2020,2,25,42,-.0155,-.063,.0183,.0667,.0327,-.0306,-.0906
2020,2,25,43,-.0514,-.0716,-.0337,-.0712,-.0319,.0496,-.0687
2020,2,25,44,-.0354,.684,-.181,-.241,-.0304,-.122,-.113
2020,2,25,45,.0346,-.399,-.0304,-.0535,-.0129,-.102,-.18
2020,2,25,46,-.0653,-.205,-.0368,.0701,.0403,.0326,.000234
2020,2,25,47,.0538,.193,.034,.0117,.0362,-.229,-.0839
2020,2,25,48,-.0289,-.158,-.033,-.0804,-.0185,-.0677,-.0759
2020,2,25,49,-.0741,-.235,.0153,-.0352,-.0243,.012,-.115
2020,2,25,50,-.00631,-.0358,-.00531,-.0277,-.000159,-.0241,-.028
2020,2,25,51,-.0737,-.0961,.00118,.0831,-.00506,.000714,-.0373
2020,2,25,52,-.051,-.182,-.0504,-.0587,-.00469,.0753,-.0351
2020,2,25,53,-.0415,.0997,-.0272,-.138,-.00903,.0889,-.0844
2020,2,26,1,.00452,.149,.0171,.00335,.0455,.0159,-.0306
2020,2,26,2,-.0284,-.0348,-.0205,-.0452,-.00476,.0564,-.0363
2020,2,26,3,-.0239,.0108,-.0441,-.0113,.00239,-.12,-.0932
2020,2,26,4,.0224,-.00594,-.00725,-.0355,.0272,-.0583,-.0618
2020,2,26,5,-.0431,.0767,.0307,.0256,.0397,.0373,.017
2020,2,26,6,-.0182,-.11,-.0224,.0117,.00394,-.0555,-.0459
2020,2,26,7,-.0305,-.0573,.00632,-.0116,.0222,.0852,-.0465
2020,2,26,8,-.0158,-.138,.0163,.0826,.0435,.143,-.00895
2020,2,26,9,-.0409,-.0312,-.00649,.00427,.0322,.0554,-.038
2020,2,26,10,-.00801,.0642,.0212,.0277,.0424,.0741,-.0718
2020,2,26,11,-.0219,-.0677,-.00979,.00127,.025,-.00222,-.0166
2020,2,26,12,-.0418,-.113,.00413,-.0183,.046,.0613,-.0908
2020,2,26,13,-.042,-.0183,-.0933,-.0866,-.0342,.147,-.158
2020,2,26,14,-.0135,-.055,-.0049,-.0469,.00389,-.0292,-.0503
2020,2,26,16,-.0201,-.129,.0467,-.0227,.0409,-.0274,-.139
2020,2,26,17,-.00776,-.0585,.0139,.0624,.0124,.0856,-.0668
2020,2,26,19,-.0304,-.156,-.0433,-.0853,-.0355,.0206,-.127
2020,2,26,20,-.00399,-.0212,-.00376,-.0379,-.0314,-.142,-.0169
2020,2,26,21,-.0503,-.188,-.0141,-.0626,.0574,-.0556,-.116
2020,2,26,22,.00377,.0627,.0173,.0509,.0216,-.0573,-.182
2020,2,26,23,-.00421,.276,.0841,.0808,.0782,.118,.00624
2020,2,26,24,-.0672,-.0137,.0328,.106,.106,.131,-.0564
2020,2,26,25,-.137,-.0929,-.0799,-.0225,.115,-.168,-.172
2020,2,26,26,-.00699,.167,-.0508,-.0182,-.041,.172,-.143
2020,2,26,27,-.0268,-.36,-.0552,-.124,-.0489,.125,-.0768
2020,2,26,28,-.0595,-.099,-.011,-.0486,.0184,-.042,-.00113
2020,2,26,29,.0199,-.0455,.0198,.0227,.086,.031,-.158
2020,2,26,30,-.251,.192,-.0675,.243,-.14,.133,-.163
2020,2,26,31,-.00698,.543,.00624,.0292,.00934,-.198,-.0762
2020,2,26,32,-.0608,-.046,-.0289,.0776,.0846,.121,-.0214
2020,2,26,33,-.0267,-.135,.0267,.0319,-.00581,.17,-.068
2020,2,26,34,-.129,-.0134,-.0313,-.026,.0163,.086,-.0368
2020,2,26,35,.0469,-.191,.0306,-.0133,-.00393,-.0884,-.0384
2020,2,26,36,.00121,-.0466,.00282,.0162,.038,.0706,-.0419
2020,2,26,37,-.0558,-.23,-.0484,-.123,-.0298,.0451,-.287
2020,2,26,38,-.049,.0985,.0344,.124,-.0109,-.00552,-.0523
2020,2,26,39,-.0541,.113,-.0119,-.0329,-.00753,-.0869,-.13
2020,2,26,40,.0369,.0767,.0482,.169,.0237,-.0375,.0868
2020,2,26,41,.0256,-.0538,.039,.0339,.0656,.0367,.00127
2020,2,26,42,.012,-.0698,.0345,.103,.0979,-.0239,-.0904
2020,2,26,43,-.0512,-.0553,-.0337,-.0697,.00725,.157,-.11
2020,2,26,44,-.019,.684,-.157,-.339,-.00767,-.345,-.108
2020,2,26,45,-.00844,-.445,-.0263,-.0462,-.0724,.0236,-.185
2020,2,26,46,-.0463,-.298,-.0145,.0696,.0458,-.00875,.0415
2020,2,26,47,.0518,.296,.0473,.0303,.0458,-.103,-.122
2020,2,26,48,-.0137,-.144,-.0264,-.0642,.0145,-.0878,-.117
2020,2,26,49,-.0628,-.248,.00877,-.0552,.0275,-.00815,-.123
2020,2,26,50,.0162,-.0843,-.00806,-.0669,.04,-.0563,-.0515
2020,2,26,51,-.0538,-.072,.0113,.145,-.0226,.0806,-.111
2020,2,26,52,-.0397,-.14,-.0545,-.0296,.00879,.0628,-.0418
2020,2,26,53,.0103,-.128,-.0318,-.144,-.00448,.0166,-.0726
2020,2,27,1,.00128,.103,.0195,.00785,.0594,.0435,-.0539
2020,2,27,2,-.0464,-.0455,-.0183,-.0212,.0138,.0578,-.0242
2020,2,27,3,-.0184,-.0475,-.0376,-.0194,.0319,-.108,-.0976
2020,2,27,4,.012,-.0096,-.0103,-.0106,.0604,-.071,-.069
2020,2,27,5,-.0368,.0284,.0287,.0208,.054,.0178,.00497
2020,2,27,6,-.0333,-.17,-.0255,.0104,.0172,-.0825,-.0865
2020,2,27,7,-.0439,-.0651,.0145,-.0147,.0445,.0851,-.036
2020,2,27,8,-.0154,-.149,-.0128,-.0234,.0854,.056,-.0327
2020,2,27,9,-.0553,-.042,-.00174,.0191,.0651,.0558,-.003
2020,2,27,10,-.0228,.0104,.0304,.0319,.0653,-.00265,-.0769
2020,2,27,11,-.0032,-.01,-.00979,.00527,.0479,-.0261,-.0711
2020,2,27,12,-.0439,-.0498,.00875,-.00226,.0725,.112,-.0884
2020,2,27,13,-.0336,.0221,-.0746,-.0719,-.0092,.128,-.186
2020,2,27,14,-.0174,-.13,-.0384,-.0719,-.0144,-.0872,-.0637
2020,2,27,16,-.000765,-.168,.0565,-.0295,.0791,-.0527,-.145
2020,2,27,17,-.032,-.0654,.021,.0696,.0166,.124,-.106
2020,2,27,19,-.0315,-.152,-.0394,-.062,-.023,-.000761,-.13
2020,2,27,20,-.0173,-.0153,-.0348,-.0414,-.0413,-.144,-.0184
2020,2,27,21,-.0384,-.217,-.0113,-.0792,.0928,-.101,-.127
2020,2,27,22,-.00499,.045,.0225,.0723,.0311,-.0999,-.161
2020,2,27,23,-.0278,.222,.0443,.0464,.0518,-.0923,-.0382
2020,2,27,24,-.0346,-.0188,.0358,.1,.123,.201,-.0551
2020,2,27,25,-.128,-.0194,-.0784,-.0367,.12,-.082,-.189
2020,2,27,26,.0275,.0091,-.0258,-.00521,.0125,.0987,-.127
2020,2,27,27,.00364,-.261,-.0665,-.106,-.0484,-.0856,-.184
2020,2,27,28,-.0636,-.0791,-.049,-.0252,.0536,-.111,-.0472
2020,2,27,29,-.00903,-.0263,-.00788,-.00735,.083,-.0267,-.182
2020,2,27,30,-.231,.14,-.0387,.229,-.118,.107,-.159
2020,2,27,31,-.00368,.205,-.0234,.036,.00668,-.21,-.187
2020,2,27,32,-.0829,-.00683,-.0255,.107,.145,.133,-.0112
2020,2,27,33,-.0351,-.149,.0335,.0399,.0175,.107,-.0663
2020,2,27,34,-.126,.0357,-.0116,-.0196,.0369,.00125,.0404
2020,2,27,35,.124,-.197,.0428,-.0154,.0308,-.139,-.0681
2020,2,27,36,-.0187,-.0648,-.00284,.0366,.0711,-.018,-.0677
2020,2,27,37,-.0595,-.298,-.0659,-.148,-.0473,-.0231,-.32
2020,2,27,38,-.041,.0309,.0386,.159,.0154,-.0041,-.0693
2020,2,27,39,-.0281,.0587,-.000812,.0102,-.019,-.0621,-.109
2020,2,27,40,.0157,.0681,.032,.126,-.00954,-.132,.0764
2020,2,27,41,.0305,-.0684,.045,.0485,.083,-.0289,-.0166
2020,2,27,42,.0109,-.121,.0142,.0793,.0656,-.0434,-.132
2020,2,27,43,-.0368,-.00574,-.0407,-.0682,.00684,.0129,-.122
2020,2,27,44,-.00977,.684,-.143,-.378,-.121,-.312,-.0647
2020,2,27,45,.03,-.434,-.043,-.0303,-.0369,.0193,-.14
2020,2,27,46,-.0154,-.349,.0122,.0635,.0428,-.0933,.00886
2020,2,27,47,.0329,.168,.0358,.00711,.0362,-.0348,-.113
2020,2,27,48,-.0102,-.172,-.0194,-.0518,.05,-.0765,-.113
2020,2,27,49,-.0283,-.211,-.00439,-.0691,.0493,-.005,-.0781
2020,2,27,50,-.0308,-.0974,-.00855,-.0502,.0749,-.103,-.04
2020,2,27,51,-.0329,.0685,.0116,.174,-.0687,.125,-.125
2020,2,27,52,-.0922,.0116,-.0377,-.0494,.0483,.108,-.00402
2020,2,27,53,-.0133,-.269,-.0235,-.125,.00645,-.0233,-.103
2020,2,28,1,-.0223,.0565,-.0015,.00146,.0783,.0206,-.0817
2020,2,28,2,-.0519,-.0482,-.0231,-.0146,.0302,.00263,-.0614
2020,2,28,3,-.057,-.115,-.0459,-.0106,.0462,-.0998,-.0804
2020,2,28,4,.00806,-.0424,-.00928,.00218,.0925,-.0602,-.0801
2020,2,28,5,-.0493,-.0153,.011,.00966,.0612,-.00702,-.0429
2020,2,28,6,-.0496,-.171,-.0406,-.00163,.0294,-.0831,-.121
2020,2,28,7,-.0367,-.0974,-.000844,-.0192,.0739,.0636,-.0712
2020,2,28,8,-.0184,-.225,-.0345,-.0494,.116,-.0151,-.048
2020,2,28,9,-.0466,-.122,-.0073,.0605,.0694,-.0227,.00775
2020,2,28,10,-.0349,-.00287,.0338,.0248,.0827,.0777,-.0987
2020,2,28,11,-.0245,-.0118,-.0329,-.0997,.0619,-.0757,-.11
2020,2,28,12,-.0434,-.0827,.0085,.00437,.114,.0844,-.0961
2020,2,28,13,-.0126,-.00226,-.0815,-.1,-.00926,.108,-.282
2020,2,28,14,-.0335,-.162,-.0465,-.0773,-.0159,-.0982,-.0861
2020,2,28,16,.00468,-.152,.0552,-.027,.0887,-.082,-.154
2020,2,28,17,-.0318,-.0254,.0149,.0683,.0447,.138,-.106
2020,2,28,19,-.0222,-.146,-.0468,-.0597,-.0312,-.0123,-.139
2020,2,28,20,-.013,-.146,-.0433,-.0273,-.0145,-.142,-.0427
2020,2,28,21,-.0427,.0238,-.00784,-.113,.134,-.102,-.156
2020,2,28,22,.00513,.034,.014,.0458,.0334,-.121,-.146
2020,2,28,23,-.0509,.0325,.0411,.0883,.0591,-.11,-.0617
2020,2,28,24,-.0157,-.0422,.0286,.0742,.153,.169,-.0576
2020,2,28,25,-.115,.117,-.0632,.00805,.151,-.0754,-.18
2020,2,28,26,.0399,.0109,-.0317,-.0242,.0252,.0411,-.123
2020,2,28,27,-.00507,-.304,-.0739,-.0679,-.0518,-.21,-.226
2020,2,28,28,-.0937,-.0508,-.0541,-.0481,.111,-.0997,-.128
2020,2,28,29,-.048,-.0567,-.0299,-.0168,.0977,-.137,-.218
2020,2,28,30,-.154,.101,-.0191,.254,-.108,.101,-.226
2020,2,28,31,-.0111,.314,-.00846,.0167,.0116,-.16,-.181
2020,2,28,32,-.0765,-.0415,.0274,.022,.168,.0638,-.0681
2020,2,28,33,-.0485,-.105,.0385,.0438,.0361,.0592,-.0637
2020,2,28,34,-.117,.0343,-.0142,-.007,.052,.0344,.0132
2020,2,28,35,.107,-.188,.0278,-.0506,.0705,-.106,-.0923
2020,2,28,36,-.0417,-.15,-.0214,.00295,.0908,-.00505,-.057
2020,2,28,37,-.0849,-.326,-.0963,-.131,-.0324,-.136,-.353
2020,2,28,38,-.0521,-.0281,.0262,.141,.0157,-.0112,-.0937
2020,2,28,39,-.0125,.0247,.0179,.00994,.0658,.032,-.105
2020,2,28,40,.0262,.00688,.0342,.118,.0326,-.13,.0763
2020,2,28,41,.0279,-.0806,.0276,.0307,.102,-.0144,-.0302
2020,2,28,42,.0117,-.153,-.00571,.0757,.0683,-.0682,-.16
2020,2,28,43,-.0478,-.054,-.051,-.0612,.00993,-.0396,-.0703
2020,2,28,44,-.0229,.684,-.103,-.375,-.206,-.182,.109
2020,2,28,45,.012,-.022,-.041,-.0509,-.0365,.207,-.153
2020,2,28,46,.019,-.389,.00138,.0269,.0419,-.0155,-.0583
2020,2,28,47,.0043,.0819,.0391,.015,.0383,.0241,-.179
2020,2,28,48,-.00763,-.138,-.0193,-.0347,.0851,.0164,-.126
2020,2,28,49,-.0569,-.277,-.0172,-.0215,.0739,-.0507,-.086
2020,2,28,50,-.0641,-.107,.00459,-.0324,.114,-.0659,-.0508
2020,2,28,51,.0054,-.0398,.046,.15,-.0137,.0939,-.117
2020,2,28,52,-.0888,.00177,-.0332,-.0629,.0713,.0874,-.0674
2020,2,28,53,-.00682,-.287,-.0127,-.1,.0189,-.0506,-.102
2020,2,29,1,-.0309,.1,.0219,.00925,.111,.0238,-.0808
2020,2,29,2,-.0425,-.0216,-.00129,.0162,.063,.0121,-.0614
2020,2,29,3,-.0532,-.0923,-.0199,-.00659,.073,-.0591,-.054
2020,2,29,4,.00137,.0448,.0106,.0135,.124,-.0552,-.0727
2020,2,29,5,-.0436,.0318,.0318,.0128,.0896,.00296,-.0386
2020,2,29,6,-.0475,-.124,-.014,-.00173,.0651,-.0639,-.116
2020,2,29,7,-.0295,-.0933,.0148,.00965,.0867,.0605,-.0766
2020,2,29,8,-.0122,-.179,-.00739,-.051,.182,.00991,-.0183
2020,2,29,9,-.0714,-.073,.0133,.063,.151,.00039,.0118
2020,2,29,10,-.0379,.0152,.0479,.0493,.115,.0792,-.1
2020,2,29,11,-.0196,-.0247,.00168,-.0904,.0887,-.056,-.103
2020,2,29,12,-.0564,-.0648,.0284,.0163,.187,.0961,-.111
2020,2,29,13,-.0332,.0205,-.0541,-.11,.00553,.0678,-.269
2020,2,29,14,-.0273,-.126,-.0145,-.0292,.00969,-.0832,-.0723
2020,2,29,16,.00542,-.127,.0836,.0023,.119,-.073,-.107
2020,2,29,17,-.0463,.0307,.027,.0687,.073,.117,-.11
2020,2,29,19,-.0217,-.068,-.0119,.00532,.000636,.00209,-.12
2020,2,29,20,.0131,-.108,-.00877,.0525,.00932,-.114,.00315
2020,2,29,21,-.0511,.0798,.0227,-.108,.188,-.0774,-.163
2020,2,29,22,-.0172,.0444,.0258,.0576,.0545,-.0746,-.127
2020,2,29,23,-.0406,.0906,.0709,.108,.0684,-.0844,.0452
2020,2,29,24,-.00903,-.064,.0375,.104,.236,.141,-.0728
2020,2,29,25,-.105,.23,-.0472,.00321,.169,-.0343,-.182
2020,2,29,26,.0436,-.0815,-.0123,.00764,.0409,.057,-.106
2020,2,29,27,-.0099,-.364,-.0494,-.00545,.00467,-.178,-.184
2020,2,29,28,-.0838,.0297,-.0397,-.0254,.133,-.1,-.146
2020,2,29,29,-.0528,.00662,-.0141,-.00186,.123,-.123,-.225
2020,2,29,30,-.144,.125,.00739,.328,-.0537,.0878,-.22
2020,2,29,31,-.0356,.328,.00177,.0417,.03,-.108,-.184
2020,2,29,32,-.0657,-.0764,.0453,.0417,.232,.0676,-.0564
2020,2,29,33,-.0447,-.0817,.0522,.0427,.0587,.0815,-.07
2020,2,29,34,-.108,.0911,.00877,.0242,.0793,.0235,.00719
2020,2,29,35,.0883,-.0908,.042,-.0276,.0996,-.106,-.102
2020,2,29,36,-.0291,-.0971,.00324,-.0199,.124,-.00538,-.0291
2020,2,29,37,-.0994,-.271,-.0878,-.107,.00394,-.121,-.382
2020,2,29,38,-.0499,.00528,.0422,.131,.0325,-.0177,-.102
2020,2,29,39,.00161,.0872,.0342,.0141,.107,.0463,-.115
2020,2,29,40,.035,.00653,.0689,.138,.0759,-.109,.0938
2020,2,29,41,.018,-.0449,.04,.0443,.111,-.017,-.0419
2020,2,29,42,.0204,-.107,.0119,.0776,.101,-.0394,-.176
2020,2,29,43,-.0546,-.0428,-.0403,-.0414,.0229,-.0409,-.0544
2020,2,29,44,.00832,.684,-.052,-.206,-.193,-.256,.119
2020,2,29,45,.0312,-.0723,.000738,-.0679,.00614,.32,-.156
2020,2,29,46,.00041,-.321,.0144,.0473,.0524,.0141,.0236
2020,2,29,47,-.0109,.157,.0496,-.00205,.0592,.032,-.186
2020,2,29,48,-.007,-.0678,.00821,.0032,.111,.0401,-.121
2020,2,29,49,-.0677,-.119,-.00342,-.0138,.0917,-.0517,-.0908
2020,2,29,50,-.0313,-.0688,.0268,-.0414,.192,-.0643,-.067
2020,2,29,51,.0217,.00107,.0772,.176,.024,.0976,-.123
2020,2,29,52,-.105,.0723,-.0176,-.0835,.0783,.119,-.0306
2020,2,29,53,.0154,-.309,.0231,-.0359,.044,-.0213,-.081
2020,3,1,1,-.0256,-.0414,.00217,.0148,.134,.0242,-.108
2020,3,1,2,-.0287,-.159,-.0168,.0352,.0952,.0369,-.104
2020,3,1,3,-.0585,-.161,-.0492,-.00532,.0809,-.0735,-.0846
2020,3,1,4,-.0143,.00479,-.00331,.0165,.129,-.0427,-.0709
2020,3,1,5,-.0452,-.0175,.00862,-.00566,.104,.00379,-.0548
2020,3,1,6,-.0537,-.185,-.0292,-.00101,.0945,-.0605,-.124
2020,3,1,7,-.0164,-.126,-.00137,.00353,.103,.0538,-.122
2020,3,1,8,-.0207,-.316,-.0235,-.0742,.217,.00672,-.0547
2020,3,1,9,-.0958,-.111,-.0122,.0365,.199,.0303,-.0463
2020,3,1,10,-.0304,-.0886,.0299,.0443,.128,.0492,-.103
2020,3,1,11,-.00995,-.0662,-.00907,-.0477,.103,-.0537,-.119
2020,3,1,12,-.0753,-.0742,.0128,.0085,.232,.0696,-.122
2020,3,1,13,-.0534,.0588,-.0647,-.0363,.0469,.119,-.291
2020,3,1,14,-.0297,-.167,-.0153,-.00913,.0301,-.058,-.0794
2020,3,1,16,.008,-.177,.0591,-.00594,.139,-.0742,-.0873
2020,3,1,17,-.0279,-.0137,.0101,.0528,.0943,.115,-.179
2020,3,1,19,-.0116,-.0725,-.0156,.0269,.0104,-.00881,-.13
2020,3,1,20,.00994,-.117,-.0114,.0856,.0434,.0197,-.0618
2020,3,1,21,-.05,-.109,-.00499,-.136,.196,-.0407,-.185
2020,3,1,22,-.0315,-.068,.0061,.0382,.0578,-.0299,-.094
2020,3,1,23,-.0169,-.0535,.0664,.108,.0754,-.131,.0412
2020,3,1,24,-.00693,-.0309,.0233,.0914,.275,.12,-.0716
2020,3,1,25,-.0688,.000268,-.0676,-.00896,.14,-.135,-.208
2020,3,1,26,.0186,-.0397,-.026,-.00247,-.00723,.0758,-.071
2020,3,1,27,-.0262,-.407,-.0613,.0206,.0188,-.159,-.153
2020,3,1,28,-.0937,.0729,-.0574,-.0212,.121,-.0901,-.215
2020,3,1,29,-.0398,-.174,-.0285,-.00298,.154,-.121,-.255
2020,3,1,30,-.145,.0541,.024,.364,-.0261,.275,-.187
2020,3,1,31,-.0682,.108,-.0107,.082,.0669,-.0706,-.178
2020,3,1,32,-.0666,-.0376,.0149,-.0251,.256,.0248,-.098
2020,3,1,33,-.055,-.0911,.0199,.00347,.0486,.0554,-.0855
2020,3,1,34,-.114,.0185,.0254,.0192,.0978,-.00891,.0451
2020,3,1,35,.0996,-.0958,.0172,-.0381,.112,-.115,-.0955
2020,3,1,36,-.0499,-.113,-.0152,-.0141,.145,.0105,-.0507
2020,3,1,37,-.096,-.294,-.103,-.198,-.0065,-.0122,-.435
2020,3,1,38,-.0518,-.0355,.0205,.125,.0484,.0183,-.152
2020,3,1,39,-.0273,-.0905,.0075,-.014,.119,.0722,-.13
2020,3,1,40,.0301,-.0876,.069,.161,.144,-.0638,.0732
2020,3,1,41,.00485,-.111,.0196,.057,.141,.0279,-.044
2020,3,1,42,.0297,-.112,.0141,.106,.152,-.0474,-.181
2020,3,1,43,-.0344,-.108,-.0514,-.0184,.0427,-.0709,-.0496
2020,3,1,44,-.0402,.684,-.0554,-.16,-.165,-.217,.0642
2020,3,1,45,.00566,-.0616,.0291,-.121,-.0188,.471,-.141
2020,3,1,46,.0195,-.124,.047,.0939,.0324,.0222,.0194
2020,3,1,47,-.0346,-.0441,.0205,.0205,.0622,.0928,-.205
2020,3,1,48,-.0257,-.0571,-.0012,.0186,.137,.0487,-.133
2020,3,1,49,-.102,-.13,-.0153,-.0238,.138,-.0555,-.135
2020,3,1,50,-.0429,-.0649,.0125,-.0661,.2,-.0567,-.0666
2020,3,1,51,.0268,-.0162,.0163,.149,.0457,.0332,-.125
2020,3,1,52,-.118,.0219,-.0147,.00546,.125,.102,-.0976
2020,3,1,53,.0409,-.3,.00972,-.000299,.029,.000325,-.101
2020,3,2,1,-.0241,-.0571,.0206,.0216,.171,.0155,-.123
2020,3,2,2,-.0563,-.0321,-.00287,.0311,.137,.0315,-.11
2020,3,2,3,-.081,-.116,-.0514,-.0106,.0803,-.0335,-.0921
2020,3,2,4,-.0175,.0352,.012,.0172,.16,-.00944,-.0828
2020,3,2,5,-.0508,-.0251,.019,-.0153,.124,.0153,-.0727
2020,3,2,6,-.0436,-.178,-.0171,.0102,.116,-.0486,-.147
2020,3,2,7,-.019,-.0727,.0176,.00389,.122,.0621,-.135
2020,3,2,8,-.0348,.0518,.00751,-.0854,.273,-.0324,-.082
2020,3,2,9,-.0905,-.0221,-.0045,-.00171,.294,.0823,-.113
2020,3,2,10,-.0208,-.028,.0381,-.00422,.131,.101,-.0809
2020,3,2,11,-.00176,-.0709,.00734,-.0542,.142,-.048,-.121
2020,3,2,12,-.0558,-.0533,.0338,.0024,.269,.0702,-.169
2020,3,2,13,-.0683,.00404,-.0538,-.038,.0692,.125,-.29
2020,3,2,14,-.0289,-.22,-.0191,.00388,.0237,-.0925,-.0741
2020,3,2,16,.0152,-.134,.0667,-.0249,.171,-.0557,-.0963
2020,3,2,17,-.0324,-.0651,.0154,.0499,.111,.119,-.214
2020,3,2,19,-.00603,-.0678,-.00589,.0276,.0172,.0138,-.134
2020,3,2,20,-.0057,-.161,.00248,.0224,.0587,.00898,-.0883
2020,3,2,21,-.0398,.0219,.0104,-.133,.249,-.0694,-.215
2020,3,2,22,-.0377,-.239,.00252,.0294,.0796,.026,-.0995
2020,3,2,23,-.0233,-.14,.0734,.131,.117,-.125,-.00179
2020,3,2,24,-.0212,-.0326,.0192,.103,.308,.0539,-.0926
2020,3,2,25,-.0493,.259,-.0373,.101,.201,-.13,-.223
2020,3,2,26,.0237,.00114,-.0212,-.0149,-.0255,.0724,-.0681
2020,3,2,27,-.026,-.439,-.113,-.0892,.0261,-.131,-.187
2020,3,2,28,-.0846,.0973,-.0452,.0193,.127,-.0895,-.223
2020,3,2,29,-.0617,-.0761,-.00957,-.0345,.166,-.0768,-.26
2020,3,2,30,-.092,.0369,.0534,.286,.0193,.153,-.174
2020,3,2,31,-.0765,.0575,-.0111,.0774,.0418,-.102,-.126
2020,3,2,32,-.0841,-.0152,.00168,-.0723,.299,.0327,-.126
2020,3,2,33,-.0432,-.111,.0242,.0218,.0751,.0219,-.0535
2020,3,2,34,-.0824,.1,.0464,.00865,.121,.000585,.0097
2020,3,2,35,.088,-.0783,.0307,-.0421,.128,-.0897,-.129
2020,3,2,36,-.0434,-.107,-.00384,-.0328,.18,-.00639,-.00675
2020,3,2,37,-.0921,-.0846,-.115,-.216,-.0707,-.0221,-.426
2020,3,2,38,-.06,-.00687,.0185,.0969,.0742,.00963,-.178
2020,3,2,39,-.0339,-.0766,.0142,-.0288,.136,.0479,-.129
2020,3,2,40,-.0414,-.0824,.0528,.115,.125,-.0523,.0442
2020,3,2,41,.0112,-.0856,.0301,.0427,.169,.017,-.0814
2020,3,2,42,.0174,-.104,.0114,.0843,.179,-.0551,-.223
2020,3,2,43,-.0384,-.0338,-.0363,-.0383,.0683,-.0406,-.0714
2020,3,2,44,-.0865,.684,.00501,-.214,-.174,-.0634,.0505
2020,3,2,45,-.0161,-.0399,-.0163,-.175,-.0306,.498,-.225
2020,3,2,46,-.0351,-.126,.0248,.0221,.0609,-.0239,.0305
2020,3,2,47,-.0246,.0515,.0361,.0315,.0357,.0626,-.211
2020,3,2,48,-.0218,-.0333,.000796,.0284,.146,.0942,-.164
2020,3,2,49,-.0937,-.164,-.00639,-.00939,.163,-.0773,-.153
2020,3,2,50,-.0678,-.0536,.0194,-.153,.269,-.0674,-.0634
2020,3,2,51,.026,-.00417,.0146,.0891,.0408,.0282,-.215
2020,3,2,52,-.131,.0485,-.0313,-.0404,.0994,.0117,-.139
2020,3,2,53,.0253,-.317,-.0103,.0731,-.0108,-.0175,-.128
2020,3,3,1,-.0231,-.0361,.0184,.00272,.196,.0153,-.108
2020,3,3,2,-.0573,-.0145,.0125,.022,.135,.0216,-.088
2020,3,3,3,-.0869,-.0956,-.0529,.00592,.0837,-.0537,-.109
2020,3,3,4,-.0213,.0315,.017,.0195,.185,-.0438,-.0673
2020,3,3,5,-.0576,-.0744,.0119,-.0215,.134,-.0105,-.0843
2020,3,3,6,-.0591,-.148,-.0239,-.00862,.135,-.0546,-.131
2020,3,3,7,-.0141,-.135,.0336,.000857,.147,.0384,-.0928
2020,3,3,8,-.0382,.0602,.00456,-.121,.326,-.00109,-.0917
2020,3,3,9,-.107,-.0515,.00273,-.0231,.338,.0483,-.11
2020,3,3,10,-.0156,-.0398,.0281,-.011,.146,.0524,-.0744
2020,3,3,11,.0227,-.088,.0223,-.0552,.174,-.0647,-.152
2020,3,3,12,-.044,-.0778,.0457,.00344,.294,.0525,-.148
2020,3,3,13,-.0744,.00217,-.0475,-.0425,.0537,.171,-.257
2020,3,3,14,-.023,-.227,-.0162,.018,-.00212,-.0346,-.0774
2020,3,3,16,.0174,-.153,.0747,-.0141,.184,-.0595,-.078
2020,3,3,17,-.0507,.02,.0096,.0293,.141,.106,-.206
2020,3,3,19,-.0149,-.0657,-.0118,.0134,.0223,.014,-.138
2020,3,3,20,.000585,-.158,.0152,.0584,.113,.0865,-.0442
2020,3,3,21,-.0686,-.0498,.0171,-.132,.295,-.0752,-.202
2020,3,3,22,-.0479,-.218,-.0121,-.0328,.0921,.0191,-.129
2020,3,3,23,.00218,-.135,.0977,.15,.136,-.0776,.00503
2020,3,3,24,-.0515,-.11,.017,.0845,.354,.0412,-.0616
2020,3,3,25,-.00117,.289,-.0425,-.00878,.196,-.141,-.267
2020,3,3,26,.0553,-.00838,.00803,.0494,.0168,.0139,-.03
