year,month,day,cityid,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws
2020,1,26,10,.0142,-.0264,-.00923,.0293,.0191,-.0989,.036
2020,1,26,11,-.0373,-.0138,-.00771,.016,.00987,.102,.0973
2020,1,26,12,-.0196,-.0883,-.0109,-.0271,.0102,.0639,-.0449
2020,1,26,13,.00106,.00112,-.0179,.0285,-.0083,-.0516,.00106
2020,1,26,14,-.0241,-.0507,-.00192,-.000435,.0742,-.0238,.037
2020,1,26,16,-.0219,-.0518,-.0218,.000235,.00845,.00804,-.00906
2020,1,26,17,.0139,-.0609,-.00165,.0245,.038,.103,.0889
2020,1,26,19,-.0219,-.0221,-.0159,-.000563,.00734,-.043,-.00989
2020,1,26,20,-.0283,.144,-.00103,-.0629,.073,-.0061,-.0282
2020,1,26,21,.0121,.243,-.00122,.0111,.016,.0352,.000715
2020,1,26,22,.0333,.168,.00434,.00211,-.00824,-.122,.0615
2020,1,26,23,-.0158,.0194,.00289,-.0454,.00915,.0399,.0433
2020,1,26,24,-.0309,-.0662,-.00583,-.00715,-.0139,.101,.0155
2020,1,26,25,.117,.112,.0337,.0214,.109,.0456,-.0786
2020,1,26,26,.0174,.065,-.000791,-.0636,.00297,-.229,.0349
2020,1,26,27,-.102,-.433,-.0142,-.199,.068,-.0726,.157
2020,1,26,28,-.0285,-.0813,-.00217,.0175,.0346,-.0143,-.0205
2020,1,26,29,-.0106,-.044,.00775,-.0498,.0304,.151,.0316
2020,1,26,30,.0891,-.269,-.0233,-.0838,.0976,-.129,-.12
