year,month,day_endofweek,countyfips,spend_all
2020,1,26,26101,.0422
2020,1,26,26103,.00105
2020,1,26,26105,-.037
2020,1,26,26109,-.0703
2020,1,26,26111,-.0288
2020,1,26,26115,-.0411
2020,1,26,26117,-.0184
2020,1,26,26121,-.0376
2020,1,26,26125,-.027
2020,1,26,26129,-.124
2020,1,26,26137,.00677
2020,1,26,26139,-.0205
2020,1,26,26141,.0264
2020,1,26,26145,-.0179
2020,1,26,26147,-.000575
2020,1,26,26155,-.00285
2020,1,26,26157,-.0295
2020,1,26,26159,.00676
2020,1,26,26161,-.0403
2020,1,26,26163,.00834
2020,1,26,26165,-.0866
2020,1,26,27001,.193
2020,1,26,27003,.0156
2020,1,26,27005,.133
2020,1,26,27007,-.0178
2020,1,26,27009,-.0175
2020,1,26,27013,.0257
2020,1,26,27015,-.0668
2020,1,26,27017,.0179
2020,1,26,27019,.0132
2020,1,26,27021,.0408
2020,1,26,27023,-.0415
2020,1,26,27025,.0734
2020,1,26,27027,.0519
2020,1,26,27031,.125
2020,1,26,27033,.0785
2020,1,26,27035,-.0541
2020,1,26,27037,.00363
2020,1,26,27039,-.0645
2020,1,26,27041,-.0188
2020,1,26,27043,-.0731
2020,1,26,27045,.0309
2020,1,26,27047,.0625
2020,1,26,27049,.0556
2020,1,26,27053,.00673
2020,1,26,27055,.021
2020,1,26,27057,-.0639
2020,1,26,27059,-.000324
2020,1,26,27061,-.129
2020,1,26,27063,.0927
2020,1,26,27065,-.00951
2020,1,26,27067,-.0243
2020,1,26,27071,-.0729
2020,1,26,27073,.0118
2020,1,26,27075,.0879
2020,1,26,27079,.14
2020,1,26,27083,-.0491
2020,1,26,27085,.13
2020,1,26,27089,.0661
2020,1,26,27093,-.0635
2020,1,26,27095,.0126
2020,1,26,27097,.0387
2020,1,26,27099,.0252
2020,1,26,27103,.128
2020,1,26,27105,.0481
2020,1,26,27107,.071
2020,1,26,27109,.00237
2020,1,26,27111,.00978
2020,1,26,27113,.208
2020,1,26,27115,.272
2020,1,26,27119,-.00477
2020,1,26,27121,.124
2020,1,26,27123,.0167
2020,1,26,27129,.137
2020,1,26,27131,.0138
2020,1,26,27135,-.00938
2020,1,26,27137,-.00147
2020,1,26,27139,.0147
2020,1,26,27141,.0549
2020,1,26,27143,-.0374
2020,1,26,27145,-.00885
2020,1,26,27147,-.024
2020,1,26,27153,.0888
2020,1,26,27157,-.094
2020,1,26,27161,.139
2020,1,26,27163,.00892
2020,1,26,27167,.0728
2020,1,26,27169,.0124
2020,1,26,27171,.0563
2020,1,26,27173,.0187
2020,1,26,28009,.0226
2020,1,26,28011,.0351
2020,1,26,28027,-.0658
2020,1,26,28033,.00823
2020,1,26,28035,-.091
2020,1,26,28039,.00906
2020,1,26,28047,-.00452
2020,1,26,28049,-.0395
2020,1,26,28059,.0999
2020,1,26,28061,.0473
2020,1,26,28067,-.0545
2020,1,26,28071,.0589
2020,1,26,28073,.112
2020,1,26,28075,.162
2020,1,26,28081,.119
2020,1,26,28083,.0371
2020,1,26,28087,-.0401
2020,1,26,28089,-.000338
2020,1,26,28093,.0297
2020,1,26,28105,-.0484
2020,1,26,28107,.0481
2020,1,26,28121,-.00981
2020,1,26,28129,-.033
2020,1,26,28133,-.0526
2020,1,26,28139,-.0465
2020,1,26,28145,-.0361
2020,1,26,28151,.00941
2020,1,26,29029,-.0555
2020,1,26,29031,-.0666
2020,1,26,29037,-.111
2020,1,26,29043,.041
2020,1,26,29047,.0331
2020,1,26,29051,-.0639
2020,1,26,29071,.141
2020,1,26,29077,.0328
2020,1,26,29095,-.0148
2020,1,26,29097,-.0137
2020,1,26,29099,-.0447
2020,1,26,29101,-.17
2020,1,26,29107,.255
2020,1,26,29113,.0593
2020,1,26,29127,-.118
2020,1,26,29131,-.15
2020,1,26,29145,-.00168
2020,1,26,29159,-.131
2020,1,26,29165,-.0687
2020,1,26,29169,-.0522
2020,1,26,29183,.0322
2020,1,26,29186,.119
2020,1,26,29189,-.0202
2020,1,26,29209,-.139
2020,1,26,29213,.0326
2020,1,26,29225,.0454
2020,1,26,29510,-.0327
2020,1,26,30001,.138
2020,1,26,30009,.0319
2020,1,26,30017,-.0671
2020,1,26,30021,.0146
2020,1,26,30027,-.0112
2020,1,26,30041,.0307
2020,1,26,30043,-.0244
2020,1,26,30047,.175
2020,1,26,30049,-.0168
2020,1,26,30053,-.126
2020,1,26,30057,.039
2020,1,26,30067,.0523
2020,1,26,30081,-.0168
2020,1,26,30083,-.0125
2020,1,26,30093,.0162
2020,1,26,30105,-.0133
2020,1,26,31001,-.0307
2020,1,26,31003,-.0328
2020,1,26,31023,.0446
2020,1,26,31025,-.0229
2020,1,26,31031,-.0655
2020,1,26,31035,-.137
2020,1,26,31037,-.0264
2020,1,26,31039,-.0308
2020,1,26,31041,-.0727
2020,1,26,31043,-.175
2020,1,26,31047,-.0326
2020,1,26,31053,-.0179
2020,1,26,31055,.0249
2020,1,26,31057,-.0378
2020,1,26,31067,-.0608
2020,1,26,31073,.00785
2020,1,26,31079,.0252
2020,1,26,31081,-.023
2020,1,26,31089,-.0322
2020,1,26,31093,.000204
2020,1,26,31095,-.169
2020,1,26,31101,.000546
2020,1,26,31109,-.0108
2020,1,26,31111,.114
2020,1,26,31119,.0289
2020,1,26,31121,.0426
2020,1,26,31131,-.104
2020,1,26,31135,.00672
2020,1,26,31141,.0000734
2020,1,26,31143,-.0823
2020,1,26,31145,.0988
2020,1,26,31151,-.0489
2020,1,26,31153,.0018
2020,1,26,31155,-.0011
2020,1,26,31157,-.00435
2020,1,26,31159,.000145
2020,1,26,31177,-.151
2020,1,26,31185,-.0328
2020,1,26,32001,-.0745
2020,1,26,32003,.000839
2020,1,26,32005,-.0529
2020,1,26,32007,-.0366
2020,1,26,32013,.203
2020,1,26,32015,-.184
2020,1,26,32019,-.011
2020,1,26,32023,.165
2020,1,26,32031,.0158
2020,1,26,32510,-.00513
2020,1,26,33001,-.0171
2020,1,26,33003,.0857
2020,1,26,33005,.191
2020,1,26,33007,.0151
2020,1,26,33009,.0422
2020,1,26,33011,-.000427
2020,1,26,33013,.0101
2020,1,26,33015,.0263
2020,1,26,33017,.0564
2020,1,26,33019,-.0908
2020,1,26,34001,.0179
2020,1,26,34003,.0105
2020,1,26,34005,-.0206
2020,1,26,34007,.0224
2020,1,26,34009,-.00929
2020,1,26,34011,-.00112
2020,1,26,34013,.0318
2020,1,26,34015,-.0142
2020,1,26,34017,.0112
2020,1,26,34019,.0682
2020,1,26,34021,.0235
2020,1,26,34023,.0289
2020,1,26,34025,.0105
2020,1,26,34027,.0216
2020,1,26,34029,.0193
2020,1,26,34031,.00859
2020,1,26,34033,.0349
2020,1,26,34035,.0341
2020,1,26,34037,.0574
2020,1,26,34039,.0124
2020,1,26,34041,.0402
2020,1,26,35001,-.00132
2020,1,26,35005,.0366
2020,1,26,35006,.0287
2020,1,26,35009,.115
2020,1,26,35013,.0282
2020,1,26,35015,.0235
2020,1,26,35017,.106
2020,1,26,35025,.0717
2020,1,26,35027,-.12
2020,1,26,35028,-.0451
2020,1,26,35029,.00926
2020,1,26,35031,.0364
2020,1,26,35035,-.0107
2020,1,26,35039,.00794
2020,1,26,35041,.0733
2020,1,26,35043,.062
2020,1,26,35045,-.0389
2020,1,26,35047,.0226
2020,1,26,35049,-.0119
2020,1,26,35053,.059
2020,1,26,35055,-.00541
2020,1,26,35057,.0107
2020,1,26,35061,-.0018
2020,1,26,36001,-.0544
2020,1,26,36005,.0152
2020,1,26,36007,.0768
2020,1,26,36009,.385
2020,1,26,36011,-.00598
2020,1,26,36013,.0223
2020,1,26,36015,.0252
2020,1,26,36019,-.000372
2020,1,26,36021,-.0545
2020,1,26,36023,-.00505
2020,1,26,36027,-.0541
2020,1,26,36029,-.000296
2020,1,26,36031,-.0305
2020,1,26,36033,.0781
2020,1,26,36035,.0978
2020,1,26,36037,-.0314
2020,1,26,36039,-.0504
2020,1,26,36043,.0589
2020,1,26,36045,.0225
2020,1,26,36047,-.0144
2020,1,26,36051,.0576
2020,1,26,36053,.102
2020,1,26,36055,.0217
2020,1,26,36059,.0837
2020,1,26,36061,.0208
2020,1,26,36063,-.0225
2020,1,26,36065,.0175
2020,1,26,36067,-.0114
2020,1,26,36069,.0282
2020,1,26,36071,.0956
2020,1,26,36073,.00245
2020,1,26,36075,-.0147
2020,1,26,36079,-.00276
2020,1,26,36081,.00905
2020,1,26,36083,.00593
2020,1,26,36085,.0172
2020,1,26,36087,-.0166
2020,1,26,36089,.0322
2020,1,26,36091,-.0188
2020,1,26,36093,-.059
2020,1,26,36095,-.0992
2020,1,26,36097,.0532
2020,1,26,36099,.00654
2020,1,26,36101,.0294
2020,1,26,36103,.0292
2020,1,26,36105,-.0515
2020,1,26,36107,.0497
2020,1,26,36109,.00791
2020,1,26,36111,.03
2020,1,26,36113,.18
2020,1,26,36115,-.0323
2020,1,26,36117,.165
2020,1,26,36119,.0257
2020,1,26,36123,-.0477
2020,1,26,37001,.0215
2020,1,26,37003,.0688
2020,1,26,37009,-.0796
2020,1,26,37011,.0617
2020,1,26,37013,-.0965
2020,1,26,37019,.00511
2020,1,26,37021,-.029
2020,1,26,37023,.0428
2020,1,26,37025,.0323
2020,1,26,37027,-.132
2020,1,26,37031,.0621
2020,1,26,37035,-.0377
2020,1,26,37037,.034
2020,1,26,37039,-.0307
2020,1,26,37045,.0101
2020,1,26,37047,-.108
2020,1,26,37049,.0379
2020,1,26,37051,.000959
2020,1,26,37053,.123
2020,1,26,37055,-.16
2020,1,26,37057,-.00346
2020,1,26,37059,.0352
2020,1,26,37061,-.0751
2020,1,26,37063,-.0369
2020,1,26,37067,-.0235
2020,1,26,37069,.0262
2020,1,26,37071,-.0421
2020,1,26,37077,.00207
2020,1,26,37081,.00618
2020,1,26,37085,.0141
2020,1,26,37087,.0376
2020,1,26,37089,-.0146
2020,1,26,37093,-.0744
2020,1,26,37097,-.00514
2020,1,26,37099,-.0704
2020,1,26,37101,.0688
2020,1,26,37105,.0379
2020,1,26,37107,-.0305
2020,1,26,37109,-.00526
2020,1,26,37111,-.109
2020,1,26,37113,-.0254
2020,1,26,37115,.1
2020,1,26,37117,-.0428
2020,1,26,37119,.0141
2020,1,26,37121,-.0112
2020,1,26,37125,-.0161
2020,1,26,37127,.0684
2020,1,26,37129,.048
2020,1,26,37133,.0735
2020,1,26,37135,-.0329
2020,1,26,37137,.148
2020,1,26,37139,.00317
2020,1,26,37141,.124
2020,1,26,37145,.16
2020,1,26,37147,-.0505
2020,1,26,37149,-.024
2020,1,26,37151,.0475
2020,1,26,37155,-.0796
2020,1,26,37157,.0395
2020,1,26,37159,-.00501
2020,1,26,37161,-.161
2020,1,26,37163,-.0148
2020,1,26,37165,.00574
2020,1,26,37167,.00365
2020,1,26,37169,-.0523
2020,1,26,37171,-.00339
2020,1,26,37175,.0265
2020,1,26,37179,-.0156
2020,1,26,37183,.00564
2020,1,26,37189,.00273
2020,1,26,37191,-.0967
2020,1,26,37193,-.0638
2020,1,26,37195,.0608
2020,1,26,37197,.206
2020,1,26,37199,.0101
2020,1,26,38003,-.0368
2020,1,26,38005,-.0784
2020,1,26,38009,-.0405
2020,1,26,38011,-.199
2020,1,26,38015,-.00409
2020,1,26,38017,.0423
2020,1,26,38021,-.00916
2020,1,26,38025,.0559
2020,1,26,38031,.0529
2020,1,26,38035,-.00134
2020,1,26,38049,-.029
2020,1,26,38053,-.0396
2020,1,26,38055,-.0281
2020,1,26,38057,.0623
2020,1,26,38059,-.00225
2020,1,26,38061,.0646
2020,1,26,38071,-.0107
2020,1,26,38075,.118
2020,1,26,38077,.0219
2020,1,26,38079,-.0306
2020,1,26,38081,.149
2020,1,26,38089,.0107
2020,1,26,38093,.00946
2020,1,26,38097,-.00623
2020,1,26,38099,.0654
2020,1,26,38101,-.0107
2020,1,26,38103,-.0545
2020,1,26,38105,-.00575
2020,1,26,39003,-.0108
2020,1,26,39005,-.00814
2020,1,26,39009,.0236
2020,1,26,39011,-.109
2020,1,26,39017,-.0478
2020,1,26,39021,-.0466
2020,1,26,39025,-.036
2020,1,26,39029,-.0206
2020,1,26,39033,.0112
2020,1,26,39035,-.0128
2020,1,26,39037,.0137
2020,1,26,39039,-.00782
2020,1,26,39041,-.0746
2020,1,26,39043,-.0532
2020,1,26,39045,-.0377
2020,1,26,39049,-.00777
2020,1,26,39051,-.057
2020,1,26,39053,-.0127
2020,1,26,39055,-.0136
2020,1,26,39057,.0053
2020,1,26,39061,.0281
2020,1,26,39063,-.0393
2020,1,26,39071,-.0227
2020,1,26,39073,-.0339
2020,1,26,39075,.13
2020,1,26,39077,-.0556
2020,1,26,39079,-.0947
2020,1,26,39083,-.0338
2020,1,26,39085,-.111
2020,1,26,39087,-.0349
2020,1,26,39089,.0837
2020,1,26,39093,.139
2020,1,26,39095,-.00741
2020,1,26,39097,-.107
2020,1,26,39099,.000987
2020,1,26,39101,-.0223
2020,1,26,39103,-.0552
2020,1,26,39105,.0755
2020,1,26,39107,-.115
2020,1,26,39109,-.0645
2020,1,26,39113,-.0264
2020,1,26,39117,.031
2020,1,26,39119,-.166
2020,1,26,39123,.0000465
2020,1,26,39127,-.136
2020,1,26,39129,-.0185
2020,1,26,39131,-.0212
2020,1,26,39133,.0375
2020,1,26,39135,.0275
2020,1,26,39139,.0000748
2020,1,26,39141,-.0373
2020,1,26,39143,.0287
2020,1,26,39145,-.0902
2020,1,26,39147,-.0468
2020,1,26,39151,-.00888
2020,1,26,39153,-.0247
2020,1,26,39155,.0322
2020,1,26,39157,.00742
2020,1,26,39161,.159
2020,1,26,39163,-.145
2020,1,26,39165,-.0626
2020,1,26,39171,-.0274
2020,1,26,40015,-.0209
2020,1,26,40017,.0257
2020,1,26,40019,-.00704
2020,1,26,40021,-.0992
2020,1,26,40027,.00624
2020,1,26,40031,.0159
2020,1,26,40037,-.0269
2020,1,26,40041,-.0187
2020,1,26,40045,.117
2020,1,26,40051,-.00959
2020,1,26,40065,.0859
2020,1,26,40087,.0425
2020,1,26,40097,-.026
2020,1,26,40101,-.0973
2020,1,26,40109,-.00738
2020,1,26,40111,.128
2020,1,26,40113,-.0346
2020,1,26,40115,.123
2020,1,26,40119,-.0398
2020,1,26,40125,.0000722
2020,1,26,40131,-.042
2020,1,26,40137,.0558
2020,1,26,40143,.00942
2020,1,26,40145,-.00586
2020,1,26,40147,.0042
2020,1,26,41001,-.00752
2020,1,26,41003,-.0823
2020,1,26,41005,.0195
2020,1,26,41007,.148
2020,1,26,41009,-.0345
2020,1,26,41011,.112
2020,1,26,41013,.135
2020,1,26,41017,.0495
2020,1,26,41019,.0862
2020,1,26,41027,-.0665
2020,1,26,41029,.0687
2020,1,26,41031,-.0868
2020,1,26,41033,.173
2020,1,26,41035,-.104
2020,1,26,41039,.0244
2020,1,26,41041,-.0824
2020,1,26,41043,.0356
2020,1,26,41047,-.0355
2020,1,26,41051,.00583
2020,1,26,41053,.0453
2020,1,26,41057,.0478
2020,1,26,41059,-.0628
2020,1,26,41061,-.165
2020,1,26,41065,.138
2020,1,26,41067,-.00754
2020,1,26,41071,-.0101
2020,1,26,42001,-.033
2020,1,26,42003,-.0329
2020,1,26,42005,.0845
2020,1,26,42007,.0204
2020,1,26,42009,.0425
2020,1,26,42011,.0085
2020,1,26,42013,.13
2020,1,26,42015,.044
2020,1,26,42017,.0277
2020,1,26,42019,.0154
2020,1,26,42021,-.0375
2020,1,26,42025,.0384
2020,1,26,42027,.165
2020,1,26,42029,.0215
2020,1,26,42033,.118
2020,1,26,42037,.217
2020,1,26,42039,-.00941
2020,1,26,42041,-.012
2020,1,26,42043,-.00523
2020,1,26,42045,.0103
2020,1,26,42047,.117
2020,1,26,42049,.0336
2020,1,26,42051,.166
2020,1,26,42055,-.037
2020,1,26,42059,-.0115
2020,1,26,42061,.0429
2020,1,26,42063,-.0164
2020,1,26,42065,.116
2020,1,26,42069,.0317
2020,1,26,42071,-.0334
2020,1,26,42073,.0385
2020,1,26,42075,-.059
2020,1,26,42077,.0343
2020,1,26,42079,-.109
2020,1,26,42081,.0922
2020,1,26,42083,.146
2020,1,26,42085,.0281
2020,1,26,42087,.0859
2020,1,26,42089,.0624
2020,1,26,42091,.0204
2020,1,26,42093,.0154
2020,1,26,42095,-.00597
2020,1,26,42097,.0649
2020,1,26,42099,.152
2020,1,26,42101,.0126
2020,1,26,42103,-.0457
2020,1,26,42107,.0617
2020,1,26,42111,.0456
2020,1,26,42115,-.0135
2020,1,26,42117,-.0293
2020,1,26,42119,.0265
2020,1,26,42121,.0531
2020,1,26,42123,.0892
2020,1,26,42125,.0238
2020,1,26,42127,.235
2020,1,26,42129,-.0322
2020,1,26,42131,.0243
2020,1,26,42133,.0499
2020,1,26,44001,-.0358
2020,1,26,44003,.00201
2020,1,26,44005,-.111
2020,1,26,44007,-.0239
2020,1,26,44009,.0858
2020,1,26,45003,-.0167
2020,1,26,45007,.0328
2020,1,26,45013,.00407
2020,1,26,45015,.0167
2020,1,26,45017,-.144
2020,1,26,45019,.043
2020,1,26,45021,.0237
2020,1,26,45023,.0355
2020,1,26,45025,-.0811
2020,1,26,45027,-.135
2020,1,26,45029,-.0627
2020,1,26,45031,.0959
2020,1,26,45033,-.0434
2020,1,26,45035,-.0047
2020,1,26,45037,-.094
2020,1,26,45039,-.0136
2020,1,26,45041,-.0473
2020,1,26,45043,.0167
2020,1,26,45045,.00129
2020,1,26,45047,.0748
2020,1,26,45049,-.0137
2020,1,26,45051,.00517
2020,1,26,45053,-.102
2020,1,26,45055,-.0172
2020,1,26,45057,.0296
2020,1,26,45059,.106
2020,1,26,45063,.00658
2020,1,26,45067,-.122
2020,1,26,45069,-.0848
2020,1,26,45071,.0365
2020,1,26,45073,.0405
2020,1,26,45075,-.0000903
2020,1,26,45077,-.0241
2020,1,26,45079,-.00466
2020,1,26,45083,.0379
2020,1,26,45085,.114
2020,1,26,45087,-.00497
2020,1,26,45089,.214
2020,1,26,45091,-.0388
2020,1,26,46005,.0631
2020,1,26,46011,-.0602
2020,1,26,46013,.00423
2020,1,26,46015,.146
2020,1,26,46019,-.0795
2020,1,26,46023,.0291
2020,1,26,46027,-.036
2020,1,26,46029,.0284
2020,1,26,46033,-.148
2020,1,26,46035,.0502
2020,1,26,46047,.0848
2020,1,26,46057,.0306
2020,1,26,46065,-.0165
2020,1,26,46077,.0746
2020,1,26,46079,-.0395
2020,1,26,46081,.017
2020,1,26,46083,.0436
2020,1,26,46087,-.0547
2020,1,26,46093,.0814
2020,1,26,46099,-.00651
2020,1,26,46103,.0109
2020,1,26,46109,.124
2020,1,26,46115,.117
2020,1,26,46125,.0238
2020,1,26,46127,.023
2020,1,26,46135,.0759
2020,1,26,47001,.00209
2020,1,26,47009,-.00434
2020,1,26,47011,-.11
2020,1,26,47013,-.0258
2020,1,26,47019,.0102
2020,1,26,47025,.085
2020,1,26,47029,-.0238
2020,1,26,47035,.0151
2020,1,26,47037,-.0324
2020,1,26,47043,-.0237
2020,1,26,47047,-.131
2020,1,26,47053,-.0509
2020,1,26,47057,-.0155
2020,1,26,47059,-.0424
2020,1,26,47063,-.00729
2020,1,26,47065,-.0413
2020,1,26,47073,-.0277
2020,1,26,47081,-.0837
2020,1,26,47083,-.0398
2020,1,26,47085,-.0165
2020,1,26,47089,-.0368
2020,1,26,47093,-.0124
2020,1,26,47099,-.0341
2020,1,26,47105,.0389
2020,1,26,47107,.0138
2020,1,26,47113,-.00194
2020,1,26,47119,.0245
2020,1,26,47121,.0982
2020,1,26,47123,.0701
2020,1,26,47129,-.0574
2020,1,26,47141,-.059
2020,1,26,47143,-.0233
2020,1,26,47145,-.0407
2020,1,26,47147,-.00308
2020,1,26,47149,-.00599
2020,1,26,47155,-.00777
2020,1,26,47157,-.00428
2020,1,26,47161,-.0323
2020,1,26,47163,.0239
2020,1,26,47165,.0119
2020,1,26,47167,-.152
2020,1,26,47171,-.000447
2020,1,26,47173,-.0251
2020,1,26,47179,.0137
2020,1,26,47181,-.0625
2020,1,26,47187,.0263
2020,1,26,47189,-.0129
2020,1,26,48001,-.0208
2020,1,26,48005,.0504
2020,1,26,48007,-.0613
2020,1,26,48009,-.0138
2020,1,26,48013,-.0416
2020,1,26,48015,.0346
2020,1,26,48019,.106
2020,1,26,48021,-.00544
2020,1,26,48023,.117
2020,1,26,48027,.0376
2020,1,26,48029,.00769
2020,1,26,48031,.00676
2020,1,26,48035,-.0581
2020,1,26,48037,-.111
2020,1,26,48039,.0106
2020,1,26,48041,.0203
2020,1,26,48049,.0888
2020,1,26,48051,-.0808
2020,1,26,48053,.0443
2020,1,26,48055,.206
2020,1,26,48057,.0218
2020,1,26,48061,-.0161
2020,1,26,48071,.0406
2020,1,26,48077,.0935
2020,1,26,48085,-.0203
2020,1,26,48089,-.00627
2020,1,26,48091,.0287
2020,1,26,48097,-.147
2020,1,26,48099,.028
2020,1,26,48113,.0102
2020,1,26,48121,.0146
2020,1,26,48123,.0525
2020,1,26,48131,.142
2020,1,26,48135,-.00641
2020,1,26,48139,-.043
2020,1,26,48141,.043
2020,1,26,48143,-.16
2020,1,26,48149,-.00541
2020,1,26,48157,.0165
2020,1,26,48161,.081
2020,1,26,48167,-.0138
2020,1,26,48171,-.121
2020,1,26,48175,-.0392
2020,1,26,48177,.208
2020,1,26,48181,.0433
2020,1,26,48183,.0532
2020,1,26,48185,-.0123
2020,1,26,48187,-.0242
2020,1,26,48189,-.196
2020,1,26,48199,.0215
2020,1,26,48201,.00715
2020,1,26,48203,.093
2020,1,26,48209,-.0092
2020,1,26,48213,.115
2020,1,26,48215,.0204
2020,1,26,48217,.0438
2020,1,26,48221,.0724
2020,1,26,48225,.048
2020,1,26,48227,-.0198
2020,1,26,48231,-.0664
2020,1,26,48233,-.247
2020,1,26,48239,.0752
2020,1,26,48241,.0106
2020,1,26,48245,.0138
2020,1,26,48249,-.0403
2020,1,26,48251,.00789
2020,1,26,48255,.129
2020,1,26,48257,.0331
2020,1,26,48259,.0198
2020,1,26,48265,.0274
2020,1,26,48273,.114
2020,1,26,48281,-.129
2020,1,26,48285,.0871
2020,1,26,48289,-.0696
2020,1,26,48291,-.0162
2020,1,26,48293,.0182
2020,1,26,48299,.176
2020,1,26,48303,.0111
2020,1,26,48309,.0321
2020,1,26,48313,-.0943
2020,1,26,48321,.0294
2020,1,26,48325,-.0451
2020,1,26,48329,.00825
2020,1,26,48337,-.0116
2020,1,26,48339,.00262
2020,1,26,48347,.00212
2020,1,26,48349,-.00794
2020,1,26,48351,.0117
2020,1,26,48355,-.0158
2020,1,26,48361,.0137
2020,1,26,48365,-.0243
2020,1,26,48367,.069
2020,1,26,48373,-.0391
2020,1,26,48375,.0869
2020,1,26,48381,-.0225
2020,1,26,48391,.0945
2020,1,26,48395,-.114
2020,1,26,48397,-.00548
2020,1,26,48401,-.00691
2020,1,26,48407,.0891
2020,1,26,48409,-.00582
2020,1,26,48419,.00436
2020,1,26,48423,-.0403
2020,1,26,48427,-.0402
2020,1,26,48439,-.00824
2020,1,26,48441,-.00655
2020,1,26,48453,.00343
2020,1,26,48455,.077
2020,1,26,48457,.0968
2020,1,26,48467,-.0122
2020,1,26,48469,-.0151
2020,1,26,48471,.0282
2020,1,26,48473,.0471
2020,1,26,48477,.0553
2020,1,26,48479,.0328
2020,1,26,48481,-.0887
2020,1,26,48485,.0436
2020,1,26,48487,-.0925
2020,1,26,48489,.0882
2020,1,26,48491,.00834
2020,1,26,48493,.00806
2020,1,26,48497,.00851
2020,1,26,48499,.0211
2020,1,26,48501,-.0459
2020,1,26,49001,.0334
2020,1,26,49003,-.0796
2020,1,26,49005,.00271
2020,1,26,49007,.125
2020,1,26,49013,-.00768
2020,1,26,49019,-.0473
2020,1,26,49021,.0215
2020,1,26,49023,-.0314
2020,1,26,49027,.364
2020,1,26,49035,.0246
2020,1,26,49037,.122
2020,1,26,49039,-.0125
2020,1,26,49041,.123
2020,1,26,49043,.0661
2020,1,26,49045,.0267
2020,1,26,49047,-.0245
2020,1,26,49049,-.0117
2020,1,26,49051,-.0878
2020,1,26,49053,.0219
2020,1,26,49057,.000812
2020,1,26,50001,.0755
2020,1,26,50007,-.0265
2020,1,26,50011,.0371
2020,1,26,50017,.086
2020,1,26,50021,.211
2020,1,26,50023,.132
2020,1,26,50025,.0221
2020,1,26,50027,-.0426
2020,1,26,51003,.0355
2020,1,26,51007,.0326
2020,1,26,51009,-.0199
2020,1,26,51011,-.0371
2020,1,26,51013,.0158
2020,1,26,51015,-.075
2020,1,26,51019,-.0428
2020,1,26,51023,-.0222
2020,1,26,51027,.0128
2020,1,26,51031,-.0328
2020,1,26,51037,-.228
2020,1,26,51041,-.0244
2020,1,26,51043,-.00788
2020,1,26,51047,-.0285
2020,1,26,51051,.0211
2020,1,26,51053,.0534
2020,1,26,51059,-.00309
2020,1,26,51061,-.00342
2020,1,26,51065,-.0514
2020,1,26,51067,.211
2020,1,26,51069,-.00569
2020,1,26,51073,-.0338
2020,1,26,51075,-.101
2020,1,26,51079,-.0195
2020,1,26,51083,.00948
2020,1,26,51085,-.0597
2020,1,26,51087,.0079
2020,1,26,51089,-.0776
2020,1,26,51093,-.0424
2020,1,26,51095,.0015
2020,1,26,51101,.0678
2020,1,26,51105,-.0102
2020,1,26,51107,.0183
2020,1,26,51109,.161
2020,1,26,51113,.0409
2020,1,26,51117,.0372
2020,1,26,51119,-.0321
2020,1,26,51121,.0447
2020,1,26,51125,.0707
2020,1,26,51127,.00219
2020,1,26,51137,.0631
2020,1,26,51139,.0207
2020,1,26,51143,-.0913
2020,1,26,51145,.0202
2020,1,26,51147,.0927
2020,1,26,51149,-.0000431
2020,1,26,51153,-.0175
2020,1,26,51155,.363
2020,1,26,51161,.0165
2020,1,26,51163,-.0196
2020,1,26,51167,-.0389
2020,1,26,51169,.0048
2020,1,26,51171,-.0745
2020,1,26,51173,.0601
2020,1,26,51175,.0635
2020,1,26,51177,-.0782
2020,1,26,51179,.0615
2020,1,26,51185,-.0204
2020,1,26,51187,.0589
2020,1,26,51191,.0147
2020,1,26,51195,.0468
2020,1,26,51199,-.0151
2020,1,26,51510,-.0565
2020,1,26,51520,.15
2020,1,26,51530,.167
2020,1,26,51540,-.0261
2020,1,26,51550,-.0402
2020,1,26,51570,.125
2020,1,26,51590,-.048
2020,1,26,51610,.0293
2020,1,26,51620,.108
2020,1,26,51630,.0488
2020,1,26,51650,.0882
2020,1,26,51670,-.0431
2020,1,26,51680,-.0172
2020,1,26,51683,-.0355
2020,1,26,51700,-.0163
2020,1,26,51710,.014
2020,1,26,51720,.0795
2020,1,26,51730,.0249
2020,1,26,51735,-.161
2020,1,26,51740,-.0152
2020,1,26,51750,.202
2020,1,26,51760,.0554
2020,1,26,51770,.028
2020,1,26,51775,-.00748
2020,1,26,51790,.0974
2020,1,26,51800,.0373
2020,1,26,51810,.00241
2020,1,26,51820,.354
2020,1,26,51840,-.0198
2020,1,26,53005,.104
2020,1,26,53007,.0657
2020,1,26,53009,.222
2020,1,26,53011,-.0383
2020,1,26,53015,.00316
2020,1,26,53017,-.108
2020,1,26,53021,.0787
2020,1,26,53025,.0754
2020,1,26,53027,.112
2020,1,26,53029,.0366
2020,1,26,53031,-.00343
2020,1,26,53033,.0305
2020,1,26,53035,-.0678
2020,1,26,53037,-.0591
2020,1,26,53039,.142
2020,1,26,53041,.0228
2020,1,26,53045,.0272
2020,1,26,53047,.0119
2020,1,26,53049,.00412
2020,1,26,53053,.0233
2020,1,26,53055,.0781
2020,1,26,53057,-.0112
2020,1,26,53061,.0247
2020,1,26,53063,.0655
2020,1,26,53065,.0245
2020,1,26,53067,.00962
2020,1,26,53071,-.0509
2020,1,26,53073,.129
2020,1,26,53075,-.0744
