year,month,day,cityid,revenue_all,revenue_ss40,revenue_ss65,revenue_ss70
2020,1,10,1,-0.0298,-0.0277,-0.125,0.00232
2020,1,10,2,0.0169,0.00586,-0.0294,0.00548
2020,1,10,3,-0.0586,-0.0739,-0.00909,-0.053
2020,1,10,4,-0.0615,-0.0366,-0.0207,-0.00088
2020,1,10,5,-0.015,0.00792,-0.132,-0.000405
2020,1,10,6,-0.0191,-0.0728,-0.04,0.0601
2020,1,10,7,-0.0173,-0.074,0.00202,-0.0141
2020,1,10,8,0.0147,-0.0158,0.0483,0.0894
2020,1,10,9,-0.0069,-0.0586,0.0326,-0.0224
2020,1,10,10,-0.0412,-0.0397,-0.0824,-0.0818
2020,1,10,11,-0.0245,-0.0182,-0.00788,-0.0284
2020,1,10,12,-0.0713,-0.157,-0.187,-0.0288
2020,1,10,13,-0.0231,-0.0566,-0.0465,0.0229
2020,1,10,14,-0.179,0.0284,-0.537,0.0441
2020,1,10,16,-0.000874,-0.0315,0.0139,-0.0538
2020,1,10,17,0.0384,0.00378,-0.0413,0.0435
2020,1,10,18,-0.0939,-0.0164,-0.138,-0.0563
2020,1,10,19,-0.0256,-0.0413,-0.0884,0.0189
2020,1,10,20,0.0145,0.018,-0.0484,-0.0416
2020,1,10,21,0.116,0.0483,0.351,-0.146
2020,1,10,22,0.014,-0.0624,0.184,-0.0139
2020,1,10,23,-0.0926,-0.00901,-0.0686,-0.061
2020,1,10,24,-0.0352,0.0159,-0.177,-0.0885
2020,1,10,25,-0.0224,-0.0568,0.194,-0.0287
2020,1,10,26,0.00567,0.0452,-0.0102,0.00209
2020,1,10,27,-0.0495,-0.113,-0.0428,-0.00447
2020,1,10,28,-0.0525,-0.0645,-0.0542,-0.0366
2020,1,10,29,0.0263,-0.0761,0.141,-0.0394
2020,1,10,30,0.0133,-0.0432,0.0542,-0.0331
2020,1,10,31,-0.0344,0.0297,-0.0173,-0.124
2020,1,10,32,-0.0237,-0.025,-0.0412,0.00863
2020,1,10,33,-0.357,0.00145,-0.623,-0.0988
2020,1,10,34,-0.00291,-0.0438,0.0613,0.0471
2020,1,10,35,0.0551,0.0043,-0.0468,0.0886
2020,1,10,36,-0.0962,0.0485,-0.158,-0.154
2020,1,10,37,-0.0395,-0.0679,-0.0155,-0.06
2020,1,10,38,0.0448,0.146,0.079,-0.0708
2020,1,10,39,-0.000489,-0.027,0.00686,-0.0255
2020,1,10,40,-0.0298,-0.049,-0.019,-0.00521
2020,1,10,41,-0.0326,-0.0312,-0.216,-0.0239
2020,1,10,42,0.0176,0.0291,0.00368,-0.0671
2020,1,10,43,-0.0017,0.117,-0.111,-0.018
2020,1,10,44,-0.0162,0.0226,0.0265,-0.0297
2020,1,10,45,-0.0347,-0.0429,-0.0747,-0.0743
2020,1,10,46,-0.062,-0.0546,-0.0948,-0.0791
2020,1,10,47,-0.0139,0.0109,-0.0496,-0.000753
2020,1,10,48,-0.0519,-0.156,-0.0425,0.0166
2020,1,10,49,0.0553,0.0877,0.0794,0.0843
2020,1,10,50,-0.008,-0.035,0.00745,0.0177
2020,1,10,51,0.0412,0.0554,-0.0449,0.0131
2020,1,10,52,-0.0014,-0.0375,0.0602,-0.0719
2020,1,10,53,-0.0482,0.0305,-0.108,0.0253
2020,1,11,1,-0.0143,0.00316,-0.0991,-0.000814
2020,1,11,2,0.0341,0.0382,-0.0226,0.0164
2020,1,11,3,-0.063,-0.0809,0.00241,-0.0706
2020,1,11,4,-0.0221,-0.0183,0.1,-0.00455
2020,1,11,5,0.0141,0.0162,-0.0792,0.0062
2020,1,11,6,-0.0236,-0.08,-0.0506,0.049
2020,1,11,7,-0.0278,-0.0507,-0.0402,-0.000894
2020,1,11,8,0.0285,-0.0145,0.0319,0.119
2020,1,11,9,-0.0153,-0.097,0.0498,-0.00216
2020,1,11,10,-0.0406,-0.0411,-0.0886,-0.0958
2020,1,11,11,-0.034,0.0139,0.0743,-0.0169
2020,1,11,12,-0.0455,-0.114,-0.132,-0.000626
2020,1,11,13,-0.033,-0.0716,-0.0446,0.0102
2020,1,11,14,-0.178,0.046,-0.547,0.0592
2020,1,11,16,-0.00231,-0.0123,0.0223,-0.0305
2020,1,11,17,0.0523,-0.0143,-0.0403,0.0203
2020,1,11,18,-0.0865,-0.0305,-0.0595,-0.0262
2020,1,11,19,0.00683,-0.015,-0.0504,0.0229
2020,1,11,20,-0.0171,-0.0237,-0.0193,-0.0365
2020,1,11,21,0.101,0.0423,0.344,-0.133
2020,1,11,22,-0.053,-0.0612,-0.0782,0.0178
2020,1,11,23,-0.0432,0.0435,-0.0417,-0.112
2020,1,11,24,-0.0112,0.0208,-0.139,-0.0752
2020,1,11,25,0.0437,0.00255,0.208,0.0377
2020,1,11,26,-0.0209,0.0125,-0.0153,-0.0351
2020,1,11,27,-0.0521,-0.139,-0.0636,-0.0266
2020,1,11,28,-0.0218,-0.045,0.0313,0.0306
2020,1,11,29,0.0363,-0.0897,0.173,0.00614
2020,1,11,30,-0.00261,-0.0591,0.032,-0.0635
2020,1,11,31,-0.0663,-0.0692,0.0139,-0.183
2020,1,11,32,0.0032,-0.0127,0.0138,-0.00235
2020,1,11,33,-0.317,0.0135,-0.579,-0.0877
2020,1,11,34,0.0323,-0.00237,0.103,0.0572
2020,1,11,35,0.0697,-0.0019,-0.0402,0.0771
2020,1,11,36,-0.0752,0.0924,-0.137,-0.158
2020,1,11,37,-0.0659,-0.149,0.0275,-0.118
2020,1,11,38,0.0625,0.178,0.111,-0.0902
2020,1,11,39,0.0159,-0.0302,0.0564,-0.0162
2020,1,11,40,-0.019,-0.0697,-0.0055,0.017
2020,1,11,41,0.000675,-0.00585,-0.035,-0.0272
2020,1,11,42,0.0237,0.0698,0.0275,-0.105
2020,1,11,43,-0.00277,0.107,-0.11,-0.00332
2020,1,11,44,-0.058,0.056,-0.209,-0.0528
2020,1,11,45,-0.0242,-0.066,-0.0843,-0.0942
2020,1,11,46,-0.0203,-0.0413,-0.0531,-0.0476
2020,1,11,47,-0.0167,-0.00618,-0.00234,0.016
2020,1,11,48,-0.018,-0.11,0.055,0.0187
2020,1,11,49,0.065,0.156,0.0465,0.0308
2020,1,11,50,-0.00298,-0.0321,0.0199,-0.00275
2020,1,11,51,0.0777,0.0724,-0.0232,0.0214
2020,1,11,52,0.0232,-0.00799,0.0606,-0.0445
2020,1,11,53,-0.0514,-0.0437,-0.0712,-0.0224
2020,1,12,1,-0.0122,0.00225,-0.0991,-0.00536
2020,1,12,2,0.0246,0.0255,-0.0306,0.0118
2020,1,12,3,-0.0582,-0.0711,-0.00924,-0.0795
2020,1,12,4,-0.0353,-0.041,0.0972,-0.0232
2020,1,12,5,0.0387,0.01,-0.0165,0.0158
2020,1,12,6,-0.031,-0.0844,-0.0584,0.0183
2020,1,12,7,0.024,-0.0512,0.0865,-0.00323
2020,1,12,8,0.0153,-0.0392,0.0264,0.0574
2020,1,12,9,-0.0138,-0.0815,0.049,-0.0238
2020,1,12,10,-0.0312,-0.0453,-0.0861,-0.0623
2020,1,12,11,-0.0316,-0.00115,0.0757,-0.0089
2020,1,12,12,-0.0499,-0.118,-0.129,-0.00606
2020,1,12,13,-0.0328,-0.0767,-0.0592,0.0141
2020,1,12,14,-0.177,0.0412,-0.535,0.0373
2020,1,12,16,0.00953,-0.0283,0.00643,-0.0271
2020,1,12,17,0.0608,-0.00137,-0.0373,0.025
2020,1,12,18,-0.0417,0.0616,-0.0707,0.0211
2020,1,12,19,0.00779,-0.00813,-0.0533,0.03
2020,1,12,20,-0.0183,-0.0341,-0.00923,-0.0529
2020,1,12,21,0.0965,0.0003,0.355,-0.0923
2020,1,12,22,-0.0431,-0.0609,-0.0592,0.052
2020,1,12,23,0.00606,0.0509,-0.00398,-0.147
2020,1,12,24,-0.00985,0.0119,-0.0992,-0.0764
2020,1,12,25,0.0477,0.00665,0.198,0.0538
2020,1,12,26,-0.0198,0.0227,-0.0136,-0.0424
2020,1,12,27,-0.0232,-0.131,-0.0631,0.0602
2020,1,12,28,-0.0249,-0.0439,0.0474,0.0654
2020,1,12,29,0.0497,-0.0983,0.181,0.0295
2020,1,12,30,0.0008,-0.05,0.0423,-0.0727
2020,1,12,31,-0.076,-0.0942,-0.00123,-0.191
2020,1,12,32,0.00311,-0.00824,0.0222,-0.0272
2020,1,12,33,-0.269,0.00458,-0.498,-0.0881
2020,1,12,34,0.0275,-0.0219,0.102,0.0291
2020,1,12,35,0.0886,-0.0179,-0.041,0.0609
2020,1,12,36,-0.0672,0.0716,-0.143,-0.0866
2020,1,12,37,-0.0199,-0.0906,0.0183,-0.0322
2020,1,12,38,0.0521,0.164,0.0781,-0.0856
2020,1,12,39,0.0238,-0.0203,0.0508,0.00384
2020,1,12,40,-0.00373,-0.056,-0.0139,0.0704
2020,1,12,41,-0.0211,-0.0497,-0.0518,-0.0268
2020,1,12,42,0.029,0.088,0.0307,-0.112
2020,1,12,43,-0.00178,0.0931,-0.0967,-0.0103
2020,1,12,44,-0.0859,0.0442,-0.394,-0.00595
2020,1,12,45,-0.00736,-0.038,-0.081,-0.075
2020,1,12,46,-0.039,-0.0453,-0.0737,-0.0362
2020,1,12,47,-0.0231,0.000121,-0.00376,-0.0105
2020,1,12,48,-0.0092,-0.0791,0.0732,0.00815
2020,1,12,49,0.0485,0.16,0.0148,-0.0144
2020,1,12,50,-0.00194,-0.0103,0.0132,-0.0156
2020,1,12,51,0.072,0.0418,-0.0195,0.00571
2020,1,12,52,0.0425,0.0234,0.0531,-0.0144
2020,1,12,53,-0.0509,-0.0332,-0.0842,-0.0492
2020,1,13,1,-0.0218,0.0148,-0.125,-0.0163
2020,1,13,2,0.0111,0.0254,-0.0689,0.00117
2020,1,13,3,-0.0809,-0.0717,-0.108,-0.0987
2020,1,13,4,-0.0457,-0.0403,-0.0516,-0.0339
2020,1,13,5,0.0343,-0.00509,-0.0306,0.0242
2020,1,13,6,-0.054,-0.0703,-0.105,-0.0174
2020,1,13,7,0.0178,-0.0311,0.0727,-0.000332
2020,1,13,8,-0.0121,-0.0349,-0.0331,0.0269
2020,1,13,9,-0.048,-0.0734,-0.047,-0.0447
2020,1,13,10,-0.0212,-0.0376,-0.0802,-0.0267
2020,1,13,11,-0.0475,-0.00378,-0.068,-0.00292
2020,1,13,12,-0.036,-0.136,-0.0544,-0.00773
2020,1,13,13,-0.0404,-0.0368,-0.152,-0.00927
2020,1,13,14,-0.175,0.0351,-0.521,0.022
2020,1,13,16,-0.00717,-0.0325,-0.076,-0.0628
2020,1,13,17,-0.0433,-0.00178,-0.0975,0.0279
2020,1,13,18,-0.0517,0.0873,-0.108,0.0237
2020,1,13,19,0.0169,0.000511,-0.0733,0.00412
2020,1,13,20,-0.0227,-0.0227,-0.0542,-0.0434
2020,1,13,21,0.111,0.00619,0.361,-0.0727
2020,1,13,22,-0.0503,-0.0719,-0.0411,0.00818
2020,1,13,23,0.0318,0.0771,0.00997,-0.0994
2020,1,13,24,-0.0165,0.0236,-0.0499,-0.0948
2020,1,13,25,0.0399,0.033,0.0134,0.0388
2020,1,13,26,-0.0407,0.0211,-0.0815,-0.0506
2020,1,13,27,-0.0329,-0.121,-0.0644,0.048
2020,1,13,28,-0.0257,-0.0564,0.0229,0.0285
2020,1,13,29,0.0706,-0.0668,0.0905,0.0779
2020,1,13,30,-0.012,-0.017,-0.0157,-0.0823
2020,1,13,31,0.000265,-0.0857,-0.0448,-0.204
2020,1,13,32,0.00618,0.00553,-0.0111,-0.0289
2020,1,13,33,-0.154,0.00189,-0.3,-0.0639
2020,1,13,34,-0.00412,-0.0431,0.0357,0.00729
2020,1,13,35,0.0717,-0.0421,0.0421,0.0137
2020,1,13,36,-0.0807,0.0781,-0.141,-0.104
2020,1,13,37,-0.0594,-0.0578,-0.113,-0.00327
2020,1,13,38,0.00621,0.138,-0.21,-0.0711
2020,1,13,39,0.0129,-0.0084,-0.00153,0.00733
2020,1,13,40,-0.0234,-0.0632,-0.0498,0.0677
2020,1,13,41,-0.0343,-0.0584,-0.0551,-0.0548
2020,1,13,42,0.0115,0.0711,0.0119,-0.12
2020,1,13,43,-0.0314,0.0713,-0.136,-0.0136
2020,1,13,44,-0.0884,0.0711,-0.41,-0.00945
2020,1,13,45,-0.00116,-0.0377,-0.0786,-0.0766
2020,1,13,46,-0.041,-0.0418,-0.0189,-0.0306
2020,1,13,47,-0.0152,0.00233,-0.0293,0.00122
2020,1,13,48,-0.0288,-0.037,-0.0678,0.00535
2020,1,13,49,0.0439,0.14,-0.0544,-0.0176
2020,1,13,50,-0.0313,-0.0407,-0.0152,-0.0354
2020,1,13,51,0.0478,-0.0049,-0.0481,0.0214
2020,1,13,52,0.0431,0.0269,0.0235,-0.0149
2020,1,13,53,-0.0886,-0.0699,-0.163,-0.0726
2020,1,14,1,0.0119,0.0442,-0.0195,-0.0231
2020,1,14,2,0.000241,0.0112,-0.0822,0.0153
2020,1,14,3,-0.0737,-0.0706,-0.0501,-0.0891
2020,1,14,4,-0.0393,-0.0488,-0.0459,-0.0273
2020,1,14,5,0.0642,-0.0108,0.131,0.0134
2020,1,14,6,-0.0462,-0.0588,-0.0623,-0.0305
2020,1,14,7,0.0373,0.000557,0.108,0.0188
2020,1,14,8,-0.0116,-0.0223,0.00701,0.00123
2020,1,14,9,-0.0666,-0.101,-0.0164,-0.0778
2020,1,14,10,-0.00532,-0.038,-0.0319,-0.00138
2020,1,14,11,-0.0378,-0.0156,0.021,0.0245
2020,1,14,12,0.0797,-0.0248,0.404,0.0311
2020,1,14,13,-0.00533,-0.0169,-0.047,-0.0192
2020,1,14,14,-0.159,0.0389,-0.498,0.0221
2020,1,14,16,0.0201,-0.0426,-0.0129,-0.0554
2020,1,14,17,-0.0184,0.0165,0.000781,0.0245
2020,1,14,18,-0.0331,0.0305,-0.0694,0.0419
2020,1,14,19,0.0383,0.0359,0.0307,0.00437
2020,1,14,20,-0.0199,-0.052,-0.000893,-0.0244
2020,1,14,21,0.0988,0.0791,0.338,-0.03
2020,1,14,22,-0.038,-0.0269,-0.0592,-0.000938
2020,1,14,23,0.0407,0.0606,0.0584,-0.0953
2020,1,14,24,0.0203,0.0187,0.26,-0.0924
2020,1,14,25,0.05,0.00397,0.0199,0.0545
2020,1,14,26,-0.0339,0.0181,-0.0271,-0.0194
2020,1,14,27,-0.00678,-0.0641,0.0172,0.0426
2020,1,14,28,-0.0412,-0.0311,-0.0371,0.0391
2020,1,14,29,0.118,-0.0161,0.034,0.0877
2020,1,14,30,-0.0177,-0.0316,-0.00879,-0.0663
2020,1,14,31,-0.00258,-0.0755,-0.0378,-0.183
2020,1,14,32,0.0079,0.000368,-0.0138,-0.0199
2020,1,14,33,0.0583,-0.00783,0.124,0.00505
2020,1,14,34,-0.00529,-0.0103,-0.0259,-0.146
2020,1,14,35,0.0481,-0.00614,-0.0383,0.023
2020,1,14,36,-0.0419,0.0325,-0.0162,-0.107
2020,1,14,37,-0.0131,-0.0367,-0.136,-0.0231
2020,1,14,38,0.0256,0.134,-0.062,-0.0598
2020,1,14,39,0.0147,0.0331,0.00667,0.00547
2020,1,14,40,0.00418,-0.02,-0.0145,0.0801
2020,1,14,41,-0.00386,-0.0645,0.0791,-0.0431
2020,1,14,42,-0.0126,0.00344,0.0829,-0.118
2020,1,14,43,-0.0228,0.0329,-0.0362,0.0017
2020,1,14,44,-0.0918,0.0668,-0.455,0.00343
2020,1,14,45,-0.0139,-0.0482,-0.0991,-0.0488
2020,1,14,46,0.0419,-0.0125,-0.000603,-0.0204
2020,1,14,47,-0.00199,-0.00706,-0.00891,0.014
2020,1,14,48,-0.00731,0.015,0.0528,0.0194
2020,1,14,49,-0.00341,0.0854,-0.0489,-0.174
2020,1,14,50,-0.00674,-0.0126,0.00425,-0.0527
2020,1,14,51,0.0732,0.0265,-0.103,0.027
2020,1,14,52,0.0463,0.0319,0.0184,-0.00856
2020,1,14,53,-0.0398,-0.0363,-0.155,-0.0862
2020,1,15,1,0.0285,0.0404,0.0974,-0.0162
2020,1,15,2,0.00511,0.0211,-0.0271,0.0108
2020,1,15,3,-0.0594,-0.0696,-0.0243,-0.0866
2020,1,15,4,-0.047,-0.0353,-0.0371,-0.0517
2020,1,15,5,0.0705,-0.00258,0.177,0.0431
2020,1,15,6,-0.0275,-0.0264,-0.0588,-0.00688
2020,1,15,7,0.0294,0.000841,0.111,0.009
2020,1,15,8,0.015,0.0021,0.00353,0.0173
2020,1,15,9,-0.0583,-0.112,0.0437,-0.00956
2020,1,15,10,-0.0297,-0.0729,-0.0145,-0.00544
2020,1,15,11,-0.0215,0.0209,0.0338,0.0373
2020,1,15,12,0.115,0.0422,0.594,0.036
2020,1,15,13,0.0122,-0.026,-0.0631,-0.04
2020,1,15,14,-0.122,0.0487,-0.435,0.0212
2020,1,15,16,0.0491,-0.0427,0.0171,-0.0386
2020,1,15,17,-0.0253,0.0202,0.0154,-0.0781
2020,1,15,18,-0.0298,0.00666,-0.0116,0.0932
2020,1,15,19,0.0192,0.0195,-0.00686,0.000306
2020,1,15,20,-0.00542,-0.0459,-0.0000213,-0.0103
2020,1,15,21,0.149,0.0859,0.853,0.0323
2020,1,15,22,-0.027,-0.0108,-0.068,-0.0214
2020,1,15,23,0.0561,0.0545,0.071,-0.0855
2020,1,15,24,0.0198,-0.0138,0.302,-0.0843
2020,1,15,25,0.0431,-0.00205,-0.0325,0.0696
2020,1,15,26,0.0146,0.0402,0.0661,-0.0121
2020,1,15,27,-0.00887,-0.00627,-0.0078,-0.0281
2020,1,15,28,-0.0409,-0.0124,-0.0199,-0.0445
2020,1,15,29,0.136,0.00289,0.0539,0.0873
2020,1,15,30,-0.019,-0.0266,-0.109,-0.0564
2020,1,15,31,-0.0455,-0.0645,0.0186,-0.199
2020,1,15,32,0.0139,0.00119,-0.0529,-0.00632
2020,1,15,33,0.352,-0.0112,0.995,0.0541
2020,1,15,34,0.035,-0.0179,-0.0472,-0.145
2020,1,15,35,0.0173,0.00499,-0.0338,-0.00127
2020,1,15,36,-0.00684,0.0563,-0.0178,-0.0206
2020,1,15,37,0.00806,-0.0404,-0.163,0.0313
2020,1,15,38,0.0495,0.169,-0.0093,-0.0324
2020,1,15,39,-0.0223,0.0363,0.013,0.00902
2020,1,15,40,0.0658,0.101,0.073,0.0722
2020,1,15,41,0.0178,-0.0308,0.111,-0.0273
2020,1,15,42,-0.00373,0.0213,0.0527,-0.0482
2020,1,15,43,-0.00274,0.0466,-0.0202,0.0127
2020,1,15,44,-0.0455,0.0859,-0.437,0.0316
2020,1,15,45,-0.00204,-0.0334,-0.0728,-0.00886
2020,1,15,46,0.0306,-0.0274,0.0215,-0.0189
2020,1,15,47,-0.0104,0.00638,0.0128,-0.0171
2020,1,15,48,-0.0359,0.011,-0.0256,0.0177
2020,1,15,49,-0.00941,0.0455,-0.133,-0.151
2020,1,15,50,0.0108,-0.00042,0.0351,0.033
2020,1,15,51,0.0632,-0.0209,-0.0613,0.0542
2020,1,15,52,0.062,0.0785,0.0419,0.00516
2020,1,15,53,-0.0167,-0.0868,-0.106,-0.0893
2020,1,16,1,0.0444,0.0591,0.114,-0.00873
2020,1,16,2,0.0262,0.0144,0.194,0.0119
2020,1,16,3,-0.0332,-0.0545,-0.0261,-0.054
2020,1,16,4,-0.0209,-0.00562,-0.0459,-0.0539
2020,1,16,5,0.0808,-0.000542,0.213,0.0412
2020,1,16,6,-0.0268,-0.0333,-0.053,-0.00128
2020,1,16,7,0.0556,0.0429,0.177,0.0125
2020,1,16,8,0.0177,-0.00956,-0.0171,0.0292
2020,1,16,9,-0.0814,-0.137,0.0094,-0.0447
2020,1,16,10,-0.0274,-0.0669,-0.00479,-0.0178
2020,1,16,11,-0.0269,-0.00747,0.028,0.0472
2020,1,16,12,0.132,0.0367,0.62,0.0356
2020,1,16,13,-0.00511,-0.0208,-0.091,-0.0583
2020,1,16,14,-0.0669,0.0638,-0.31,0.0193
2020,1,16,16,0.034,-0.0192,0.0158,-0.029
2020,1,16,17,0.0307,0.0214,0.0481,-0.0713
2020,1,16,18,0.00652,-0.00587,0.00358,0.117
2020,1,16,19,0.0156,0.024,0.0233,-0.00629
2020,1,16,20,-0.018,-0.0503,0.012,-0.0191
2020,1,16,21,0.0179,0.0909,-0.011,0.134
2020,1,16,22,-0.0354,-0.0026,-0.0859,-0.00337
2020,1,16,23,0.0518,0.0383,0.00236,-0.0809
2020,1,16,24,0.0142,-0.0161,0.39,-0.08
2020,1,16,25,0.0305,-0.03,-0.0672,0.0719
2020,1,16,26,0.00766,0.0402,0.0631,-0.0267
2020,1,16,27,0.0107,0.0497,-0.019,-0.0331
2020,1,16,28,-0.0326,0.0239,-0.0284,0.0748
2020,1,16,29,0.0987,0.00059,0.0324,0.0556
2020,1,16,30,-0.00565,0.00666,-0.0861,-0.0463
2020,1,16,31,-0.13,-0.0346,-0.0237,-0.189
2020,1,16,32,-0.0153,-0.0415,-0.108,-0.00772
2020,1,16,33,0.386,-0.00625,1.19,0.095
2020,1,16,34,0.0377,-0.0132,-0.103,-0.146
2020,1,16,35,-0.00627,0.0191,-0.0897,0.00709
2020,1,16,36,0.00366,0.0576,0.00225,-0.0156
2020,1,16,37,0.0292,0.0134,-0.133,-0.0044
2020,1,16,38,0.0761,0.208,-0.0366,-0.00457
2020,1,16,39,-0.0297,0.0137,-0.00606,-0.00591
2020,1,16,40,0.0781,0.106,0.102,0.0837
2020,1,16,41,-0.00253,-0.062,0.108,-0.0211
2020,1,16,42,-0.0302,0.0362,-0.000666,-0.0119
2020,1,16,43,-0.0025,0.0381,0.0213,0.0169
2020,1,16,44,-0.0659,0.0553,-0.443,0.000696
2020,1,16,45,-0.0297,-0.0286,-0.0897,-0.00451
2020,1,16,46,0.0419,-0.0033,0.0393,-0.00863
2020,1,16,47,0.00873,0.00309,0.0245,-0.0246
2020,1,16,48,-0.022,0.0392,-0.0479,0.0254
2020,1,16,49,0.0138,0.0334,-0.102,-0.134
2020,1,16,50,0.0218,0.0129,0.0316,0.0242
2020,1,16,51,0.0712,-0.0216,-0.11,0.0697
2020,1,16,52,0.0215,0.0525,-0.0162,0.0352
2020,1,16,53,-0.0188,-0.0998,-0.135,-0.0576
2020,1,17,1,0.0792,0.0676,0.186,-0.013
2020,1,17,2,0.00238,-0.0122,0.126,0.00722
2020,1,17,3,-0.032,-0.0378,-0.0366,-0.0403
2020,1,17,4,0.0163,0.00548,-0.0207,-0.0216
2020,1,17,5,0.0645,0.0123,0.146,0.0255
2020,1,17,6,0.0132,0.00705,0.0539,0.0227
2020,1,17,7,0.0456,0.0598,0.145,0.0244
2020,1,17,8,-0.00117,0.000839,-0.0191,-0.0419
2020,1,17,9,-0.0249,-0.012,0.0327,-0.0406
2020,1,17,10,-0.00347,-0.022,-0.0046,0.0308
2020,1,17,11,-0.0186,0.00691,0.042,0.0472
2020,1,17,12,0.146,0.0701,0.738,0.0351
2020,1,17,13,0.0038,0.00537,-0.0771,-0.0847
2020,1,17,14,-0.0414,0.0557,-0.197,-0.0131
2020,1,17,16,0.0168,0.00324,0.00926,0.00491
2020,1,17,17,0.0506,0.0203,0.0428,-0.0524
2020,1,17,18,0.043,-0.00828,0.0127,0.13
2020,1,17,19,0.0416,0.0392,0.0165,0.00654
2020,1,17,20,-0.0228,-0.0212,0.0909,-0.0618
2020,1,17,21,0.057,0.0956,0.0358,0.207
2020,1,17,22,-0.0414,0.000777,-0.146,-0.00144
2020,1,17,23,0.0542,0.00371,0.0456,-0.0643
2020,1,17,24,0.0265,-0.00832,0.466,-0.0458
2020,1,17,25,0.00971,-0.0216,-0.0439,0.0545
2020,1,17,26,0.0108,0.0175,0.0412,-0.0146
2020,1,17,27,0.0388,0.0794,-0.0103,-0.073
2020,1,17,28,-0.025,0.0638,-0.00278,0.0633
2020,1,17,29,0.0958,0.0635,-0.0527,0.0434
2020,1,17,30,-0.0172,0.0246,-0.0799,0.015
2020,1,17,31,-0.124,-0.0759,-0.0824,-0.16
2020,1,17,32,-0.0000962,-0.0281,-0.11,-0.0022
2020,1,17,33,0.386,-0.0285,1.19,0.0789
2020,1,17,34,0.0339,0.0555,-0.136,-0.126
2020,1,17,35,-0.0104,0.00576,-0.0683,-0.0094
2020,1,17,36,0.0321,0.0641,0.0195,0.00445
2020,1,17,37,-0.0064,0.024,-0.111,0.0106
2020,1,17,38,0.0883,0.213,-0.0247,0.0166
2020,1,17,39,-0.0192,0.0699,-0.0243,0.0122
2020,1,17,40,0.0376,0.00733,0.0457,0.0646
2020,1,17,41,0.0146,-0.00597,0.127,-0.0182
2020,1,17,42,-0.0545,0.000798,-0.0215,-0.0685
2020,1,17,43,-0.00675,0.0478,0.0262,0.0228
2020,1,17,44,-0.0232,0.104,-0.415,0.0241
2020,1,17,45,-0.00684,0.00471,0.0261,0.0384
2020,1,17,46,0.0575,0.0157,0.0417,-0.00761
2020,1,17,47,0.00275,0.0237,0.0165,-0.0204
2020,1,17,48,-0.03,0.0711,-0.0389,0.0257
2020,1,17,49,0.000514,0.033,-0.071,-0.105
2020,1,17,50,0.011,0.0221,0.0273,0.0198
2020,1,17,51,0.0503,-0.0531,-0.0571,0.099
2020,1,17,52,0.0351,0.0555,-0.00469,0.0327
2020,1,17,53,-0.0233,-0.111,-0.0353,-0.0437
2020,1,18,1,0.0953,0.0778,0.244,0.00903
2020,1,18,2,-0.0263,-0.0485,0.136,-0.0179
2020,1,18,3,-0.0195,-0.0474,-0.0324,-0.0246
2020,1,18,4,0.0215,0.0321,-0.0144,-0.0105
2020,1,18,5,0.0613,0.012,0.131,0.0268
2020,1,18,6,0.0319,0.027,0.0657,0.046
2020,1,18,7,0.0422,0.0468,0.0994,0.0218
2020,1,18,8,0.000549,0.0218,-0.0155,-0.064
2020,1,18,9,-0.0255,0.01,-0.0043,-0.0374
2020,1,18,10,0.016,0.00542,0.0355,0.0626
2020,1,18,11,0.0324,0.0171,-0.00281,0.0336
2020,1,18,12,0.142,0.0819,0.629,0.0391
2020,1,18,13,-0.027,-0.0184,-0.0943,-0.131
2020,1,18,14,-0.0241,0.0189,-0.0987,-0.0293
2020,1,18,16,0.0552,0.0152,0.0316,0.02
2020,1,18,17,0.0478,0.0277,0.0496,-0.0585
2020,1,18,18,0.0493,0.00508,0.0202,0.149
2020,1,18,19,0.0227,0.0109,0.0229,-0.04
2020,1,18,20,0.00187,-0.00998,0.0661,-0.041
2020,1,18,21,0.0731,0.11,0.0635,0.211
2020,1,18,22,0.0374,0.0553,0.102,-0.0132
2020,1,18,23,0.00966,-0.0411,0.132,-0.0259
2020,1,18,24,0.0093,-0.0306,0.482,-0.0298
2020,1,18,25,-0.0631,-0.0325,-0.0782,-0.00309
2020,1,18,26,0.022,0.0204,0.0541,0.00838
2020,1,18,27,0.0356,0.164,0.0125,-0.0478
2020,1,18,28,-0.0403,0.0512,-0.118,0.0471
2020,1,18,29,0.0746,0.0756,-0.0492,0.00313
2020,1,18,30,-0.002,0.0602,-0.0281,0.0325
2020,1,18,31,-0.108,-0.0426,-0.116,-0.117
2020,1,18,32,-0.00197,-0.0335,-0.121,0.0272
2020,1,18,33,0.386,-0.0342,1.19,0.0655
2020,1,18,34,0.0132,0.0929,-0.127,-0.122
2020,1,18,35,-0.00925,0.0282,-0.0828,0.00222
2020,1,18,36,0.046,0.0575,0.0401,0.0274
2020,1,18,37,0.0294,0.109,-0.107,0.114
2020,1,18,38,0.0704,0.166,-0.045,0.0346
2020,1,18,39,-0.0338,0.0338,-0.0419,0.0114
2020,1,18,40,0.04,0.0238,0.0416,0.107
2020,1,18,41,0.0357,0.0167,0.109,0.00132
2020,1,18,42,-0.0703,-0.0348,-0.0367,-0.0775
2020,1,18,43,-0.0131,0.0155,0.0899,0.0184
