year,month,day,cityid,merchants_all,merchants_ss40,merchants_ss60,merchants_ss65,merchants_ss70
2020,1,11,49,.023,.0572,.007,.0322,.000403
2020,1,11,50,.0187,.0226,.04,.0194,-.00997
2020,1,11,51,.00159,.0169,-.0537,.0398,.0022
2020,1,11,52,-.00803,-.0296,-.0142,.0208,-.00748
2020,1,11,53,-.012,-.0294,-.0329,-.0188,.0343
2020,1,12,1,-.00845,-.0112,-.00158,-.0088,-.000367
2020,1,12,2,.00461,.00903,-.00766,-.0199,.00966
2020,1,12,3,-.0259,-.0178,-.0543,-.0496,-.013
2020,1,12,4,-.00507,-.00349,-.00185,.00336,-.00383
2020,1,12,5,.0115,.0221,-.0107,.0137,.00294
2020,1,12,6,.000737,.0128,.00116,.00393,-.00554
2020,1,12,7,-.000469,-.0103,.00848,.0139,.00573
2020,1,12,8,-.0076,-.00598,-.0302,-.0117,-.00789
2020,1,12,9,.0238,.00851,.0665,.0297,.0171
2020,1,12,10,.00879,.00434,.0461,-.00372,.00343
2020,1,12,11,.000367,-.0069,-.0162,.0168,.0085
2020,1,12,12,-.00812,.0117,-.0335,-.016,.00595
2020,1,12,13,-.00498,.00397,-.111,-.0351,-.00706
2020,1,12,14,-.0115,-.019,.0424,-.000201,-.00379
2020,1,12,15,-.0121,-.0075,-.0204,-.0172,-.000705
2020,1,12,16,-.00564,-.0235,.0112,-.000556,.00136
2020,1,12,17,.0018,-.00064,.0235,.0024,.0074
2020,1,12,18,-.0165,.00143,-.017,-.0503,-.0102
2020,1,12,19,.00175,.0126,-.0442,.00638,-.0273
2020,1,12,20,-.0000545,.00091,-.0672,.0136,-.0175
2020,1,12,21,.0122,.00674,.0643,.00076,.0054
2020,1,12,22,-.0157,-.0234,-.0241,-.00533,.00109
2020,1,12,23,-.00831,-.00865,.0433,-.00579,-.0221
2020,1,12,24,.0116,.0127,.0345,.0157,.0306
2020,1,12,25,-.00633,-.0039,-.0281,.0233,.00275
2020,1,12,26,.0116,.0062,.0193,.00544,.0108
2020,1,12,27,.0186,.00256,.00428,.0162,.0212
2020,1,12,28,.00288,-.0121,.0442,.0108,.00518
2020,1,12,29,-.0304,-.0145,-.114,-.0359,-.0444
2020,1,12,30,.00849,.0139,.0288,-.00129,.00774
2020,1,12,31,-.0495,-.0384,-.0525,-.0821,-.0335
2020,1,12,32,.00956,-.00166,.0412,.0461,-.0159
2020,1,12,33,-.0133,-.026,-.00868,.0374,-.0315
2020,1,12,34,.0159,.000743,.0343,.0326,.0165
2020,1,12,35,.0105,.0184,-.0362,.00318,-.00724
2020,1,12,36,-.000898,.00186,.00586,-.0151,-.0195
2020,1,12,37,.00411,-.00684,-.0141,-.0313,-.00031
2020,1,12,38,-.0102,-.00727,-.00991,-.0238,-.0177
2020,1,12,39,.0126,-.00798,-.00488,.0218,.00681
2020,1,12,40,-.00249,-.00107,-.0214,.0091,-.031
2020,1,12,41,-.00681,.0131,-.00768,.00499,-.0146
2020,1,12,42,-.017,-.0318,-.0459,.00536,-.0263
2020,1,12,43,.0113,.0346,-.0215,-.0135,-.00998
2020,1,12,44,-.026,-.00312,-.0908,.0481,-.0395
2020,1,12,45,.00216,-.0289,.0445,.0105,.0295
2020,1,12,46,-.014,-.0294,.0538,-.0206,-.0127
2020,1,12,47,-.00754,-.00242,.0365,.00553,-.00572
2020,1,12,48,-.00276,-.0217,.00729,-.0243,.0253
2020,1,12,49,.0208,.0531,.00671,.0328,-.00271
2020,1,12,50,.016,.0292,.0252,.0114,-.012
2020,1,12,51,.000685,.00699,-.0576,.0351,.00368
2020,1,12,52,-.00899,-.0321,-.0223,.00953,-.0104
2020,1,12,53,-.0144,-.0245,-.0312,-.0416,.0263
2020,1,13,1,-.0121,-.0168,-.00422,-.011,-.00431
2020,1,13,2,.000654,.00627,-.0239,-.0297,.0071
2020,1,13,3,-.0294,-.0196,-.0625,-.0504,-.0139
2020,1,13,4,-.0131,-.0141,-.0201,-.000325,-.00701
2020,1,13,5,.0092,.0228,-.0152,.00952,-.000626
2020,1,13,6,-.00119,.0132,.0011,-.0051,-.00555
2020,1,13,7,-.00297,-.00377,-.0106,.00826,-.00032
2020,1,13,8,-.0132,-.0167,-.0255,-.00338,-.0105
2020,1,13,9,.0011,-.00872,.0472,-.0135,.00425
2020,1,13,10,.00324,-.00392,.0385,-.000656,-.00298
2020,1,13,11,-.0124,-.0236,-.0261,.0144,-.00473
2020,1,13,12,-.00626,.0105,.00392,-.00577,.0033
2020,1,13,13,-.00902,-.000927,-.0818,-.0398,-.00788
2020,1,13,14,-.00978,-.0184,.104,-.01,-.0033
2020,1,13,15,-.0135,-.00589,-.0226,-.023,-.000958
2020,1,13,16,-.00841,-.022,.00396,-.00369,-.00526
2020,1,13,17,.00168,.000866,.0235,-.0201,.011
2020,1,13,18,-.0124,.0128,-.0144,-.0447,-.00638
2020,1,13,19,-.00711,.00117,-.03,.00777,-.0443
2020,1,13,20,-.00555,-.00199,-.0767,.0113,-.0151
2020,1,13,21,.00637,.00258,.0618,-.00326,-.000714
2020,1,13,22,-.0179,-.0235,-.0209,.00161,.00415
2020,1,13,23,.00626,.0178,.0638,-.0134,-.00826
2020,1,13,24,.00912,.0119,.0451,.00739,.0288
2020,1,13,25,-.00794,-.00731,-.0707,.0177,-.00254
2020,1,13,26,.00912,.0022,.0348,-.00969,.00657
2020,1,13,27,.0131,-.000675,-.000525,.0145,.0156
2020,1,13,28,-.00256,-.014,.0307,-.00746,.00515
2020,1,13,29,-.0173,-.00793,-.0894,-.0432,-.0235
2020,1,13,30,.00532,.0104,.00767,-.0194,.00482
2020,1,13,31,-.0507,-.0384,-.0811,-.0855,-.0292
2020,1,13,32,.0036,-.00903,.0219,.0405,-.0213
2020,1,13,33,-.0127,-.0252,.00209,.0175,-.0257
2020,1,13,34,.0149,.0118,.00992,.0325,.0157
2020,1,13,35,.00718,.0199,-.0362,.00956,-.00596
2020,1,13,36,-.0119,-.0129,-.00779,-.0318,-.0168
2020,1,13,37,-.00178,-.0098,-.0551,-.0335,.0106
2020,1,13,38,-.0126,-.0126,.00103,-.0233,-.0165
2020,1,13,39,.0117,-.00699,.00372,.0231,.00762
2020,1,13,40,-.00371,.00495,-.0583,.0106,-.0261
2020,1,13,41,.00502,.0094,-.00223,.00521,-.0111
2020,1,13,42,-.0233,-.0328,-.0492,.00147,-.0281
2020,1,13,43,.00999,.0285,-.0191,-.00297,-.00702
2020,1,13,44,-.0233,-.00161,-.0107,.0355,-.037
2020,1,13,45,-.00376,-.0191,.0168,-.00973,.02
2020,1,13,46,-.0193,-.0333,.0335,-.0295,-.0121
2020,1,13,47,-.0126,-.0144,.0693,-.0471,-.00867
2020,1,13,48,-.00368,-.0293,.0195,-.0362,.0267
2020,1,13,49,.0109,.0415,-.0154,.0303,-.00318
2020,1,13,50,.00924,.0204,.00503,.00932,-.0132
2020,1,13,51,-.00785,-.0086,-.0677,.033,.00469
2020,1,13,52,-.0145,-.0296,-.00558,.0122,-.0177
2020,1,13,53,-.0196,-.0217,-.0725,-.0247,.0215
2020,1,14,1,-.01,-.0158,-.00655,-.00159,-.00433
2020,1,14,2,-.00125,.00347,.00525,-.0271,.00234
2020,1,14,3,-.0336,-.0254,-.0702,-.0549,-.0151
2020,1,14,4,-.0209,-.025,-.0315,-.00606,-.00926
2020,1,14,5,.00628,.0128,.000699,.00112,-.000629
2020,1,14,6,.00247,.0152,.0143,-.00556,-.00552
2020,1,14,7,-.00308,-.00493,.0104,.00538,-.00434
2020,1,14,8,-.0183,-.0151,-.0309,-.00564,-.011
2020,1,14,9,-.0242,-.0297,.0312,-.0475,-.0108
2020,1,14,10,-.000828,-.00571,.024,-.00928,.00112
2020,1,14,11,-.0198,-.0296,-.0548,.0031,-.00674
2020,1,14,12,-.00583,.0141,-.0156,-.0124,.00383
2020,1,14,13,-.0145,.00126,-.0461,-.0536,-.00954
2020,1,14,14,-.00845,-.0128,.122,-.0232,-.0122
2020,1,14,15,-.0109,-.00527,-.0288,-.0142,-.000859
2020,1,14,16,-.0104,-.0261,.00207,.00124,-.0112
2020,1,14,17,-.000959,.00268,.00709,-.0464,.00679
2020,1,14,18,-.0116,.00951,-.0265,-.0357,-.00237
2020,1,14,19,-.0181,-.0134,-.0399,.00321,-.0457
2020,1,14,20,-.00397,.00212,-.0772,.0104,-.0139
2020,1,14,21,.00557,.00214,.0959,.00491,-.00569
2020,1,14,22,-.0171,-.0214,.00522,-.00277,-.000337
2020,1,14,23,.0121,.0308,.0433,-.0281,-.00402
2020,1,14,24,.00365,.00982,.0117,-.012,.0255
2020,1,14,25,-.0106,-.0151,-.0557,-.00614,-.00959
2020,1,14,26,.00987,.00458,.046,.00827,.00222
2020,1,14,27,-6.49e-06,-.00647,-.0405,-.0017,.00648
2020,1,14,28,.00192,-.00721,.0453,-.0093,.00952
2020,1,14,29,.0157,.0115,.0208,.0472,-.00789
2020,1,14,30,.00618,.00778,.00199,-.00799,-.00455
2020,1,14,31,-.0545,-.0399,-.0535,-.103,-.0332
2020,1,14,32,.0029,-.0113,.0288,.0424,-.0191
2020,1,14,33,-.0102,-.0168,.0089,.0124,-.0226
2020,1,14,34,.0139,.0111,-.000136,.0149,.0132
2020,1,14,35,.00315,.0176,-.0447,.00328,-.00032
2020,1,14,36,-.0138,-.0173,-.0113,-.0364,-.0139
2020,1,14,37,.00624,-.00666,-.0182,.0127,.00964
2020,1,14,38,-.017,-.0158,-.00078,-.0257,-.0195
2020,1,14,39,.0103,-.00527,.00201,.0156,.00975
2020,1,14,40,-.00872,-.0128,-.0457,-.0026,-.0186
2020,1,14,41,.00754,.0112,.014,.00989,-.00218
2020,1,14,42,-.0252,-.0263,-.0557,-.01,-.0291
2020,1,14,43,.00826,.0292,-.036,.00282,-.00141
2020,1,14,44,-.0175,-.00947,.0829,.0182,-.0327
2020,1,14,45,-.00391,-.0203,-.0303,-.0152,.0258
2020,1,14,46,-.0193,-.0279,.00918,-.0287,-.0194
2020,1,14,47,-.0117,-.013,.127,-.05,-.0132
2020,1,14,48,-.00768,-.0404,.0685,-.0385,.0201
2020,1,14,49,.00577,.034,-.000695,.0151,-.0102
2020,1,14,50,.0028,.0145,.0354,.00089,-.019
2020,1,14,51,-.0126,-.00257,-.068,.0131,.0142
2020,1,14,52,-.0109,-.0152,.0168,.02,-.0178
2020,1,14,53,-.0172,-.0147,-.058,-.0312,.0184
2020,1,15,1,-.0101,-.0145,.00119,-.00485,-.00715
2020,1,15,2,-.00449,.00055,.000528,-.0296,-.00337
2020,1,15,3,-.0327,-.021,-.078,-.0518,-.0169
2020,1,15,4,-.0281,-.0374,-.0347,-.0103,-.0128
2020,1,15,5,.00237,-.00158,-.00274,.00269,-.00147
2020,1,15,6,.00583,.0127,.000566,-.00474,.000836
2020,1,15,7,-.00564,-.00861,.00875,.00192,-.00628
2020,1,15,8,-.016,-.0106,-.0146,-.0107,-.00996
2020,1,15,9,-.0372,-.0375,-.0000399,-.0606,-.0161
2020,1,15,10,-.00147,-.0132,.0252,.000368,-.00122
2020,1,15,11,-.0204,-.0207,-.0408,-.0107,-.0103
2020,1,15,12,-.00016,.0177,.0156,-.018,.00223
2020,1,15,13,-.0181,.00432,-.0795,-.052,-.00917
2020,1,15,14,-.0118,-.00943,.0798,-.0268,-.0129
2020,1,15,15,-.00889,.000119,-.0031,-.00985,-.00514
2020,1,15,16,-.0163,-.0326,-.00874,-.0014,-.017
2020,1,15,17,-.00242,.000694,.002,-.0517,.00749
2020,1,15,18,-.00742,.00161,-.0512,-.014,-.000586
2020,1,15,19,-.0153,-.00311,-.0384,.00586,-.0518
2020,1,15,20,-.00791,-.00536,-.0953,-.00263,-.0201
2020,1,15,21,.00598,.0079,.0848,-.00731,-.00397
2020,1,15,22,-.0171,-.0225,-.0178,-.0171,.00115
2020,1,15,23,.00924,.0324,.0454,-.0207,-.00879
2020,1,15,24,-.00199,.00137,-.0174,-.013,.0218
2020,1,15,25,-.0192,-.0176,-.0814,-.0319,-.0123
2020,1,15,26,.00538,.00483,.0133,-.00629,.00519
2020,1,15,27,-.00694,-.0136,-.0836,.000376,.00577
2020,1,15,28,-.00812,-.0207,.0487,-.0303,.00498
2020,1,15,29,.013,.0145,.0204,.0524,-.00872
2020,1,15,30,-.00269,.0108,-.0332,-.0212,-.013
2020,1,15,31,-.0549,-.04,-.0545,-.108,-.0355
2020,1,15,32,.00315,-.016,.00515,.0311,-.018
2020,1,15,33,-.0129,-.0157,-.0187,.0129,-.0178
2020,1,15,34,.0124,.0103,-.000455,.0199,.00909
2020,1,15,35,.00256,.0123,-.036,.00323,.0111
2020,1,15,36,-.0144,-.0202,-.00259,-.0382,-.00722
2020,1,15,37,.0117,-.00695,.0495,.00651,.00796
2020,1,15,38,-.0156,-.0198,.011,-.0162,-.0215
2020,1,15,39,.0122,.000662,.0135,.0208,.00549
2020,1,15,40,-.0068,-.00692,-.0248,-.00708,-.0109
2020,1,15,41,.00945,.0129,.0255,.0154,.00686
2020,1,15,42,-.0248,-.0301,-.0462,-.0143,-.0262
2020,1,15,43,.00668,.0189,-.0188,.00638,.00701
2020,1,15,44,-.0137,-.00211,-.0356,.024,-.0255
2020,1,15,45,-.00219,-.021,-.0352,-.000859,.0195
2020,1,15,46,-.0184,-.0306,.0179,-.0172,-.0177
2020,1,15,47,-.0156,-.0241,.077,-.0506,-.011
2020,1,15,48,-.00807,-.0449,.0643,-.0218,.0173
2020,1,15,49,.0107,.0262,.0304,.0333,-.0149
2020,1,15,50,-.00577,.00401,-.0116,-.00102,-.0186
2020,1,15,51,-.0217,-.0115,-.0853,-.00423,.0177
2020,1,15,52,-.0121,-.0124,-.00554,.0126,-.0166
2020,1,15,53,-.0134,-.00828,-.0238,-.0414,.0153
2020,1,16,1,-.00646,-.0117,.00497,-.00193,-.00626
2020,1,16,2,-.00631,-.0015,-.00565,-.0325,-.00445
2020,1,16,3,-.0337,-.0183,-.0863,-.0538,-.0159
2020,1,16,4,-.0277,-.0336,-.0292,-.0175,-.0135
2020,1,16,5,-.00295,-.0147,.003,-.00567,.0016
2020,1,16,6,.00537,.00794,-.00734,-.00957,.000537
2020,1,16,7,-.00708,-.00632,.00922,-.00382,-.0104
2020,1,16,8,-.0127,-.00408,-.0184,-.00498,-.00886
2020,1,16,9,-.0431,-.0396,-.0127,-.0678,-.0172
2020,1,16,10,-.00615,-.018,.00901,.00429,-.00575
2020,1,16,11,-.0204,-.0221,-.0419,-.0185,-.0124
2020,1,16,12,-.000145,.014,.0349,-.00808,.00117
2020,1,16,13,-.0227,-.00117,-.024,-.0503,-.0123
2020,1,16,14,-.00829,-.00402,.0247,-.0218,-.0134
2020,1,16,15,-.0101,.00284,.0223,-.0125,-.00874
2020,1,16,16,-.022,-.0327,-.0388,-.00122,-.0197
2020,1,16,17,-.00259,-.00254,-.00329,-.0433,.00965
2020,1,16,18,-.00762,-.00724,-.0538,-.0123,.000404
2020,1,16,19,-.0129,-.00388,-.0291,.00742,-.0521
2020,1,16,20,-.0153,-.00501,-.0837,-.0234,-.0163
2020,1,16,21,.00229,.000779,.0517,-.00727,.000316
2020,1,16,22,-.0163,-.0343,-.0142,-.00125,-.00643
2020,1,16,23,.0162,.0399,.0164,-.00843,-.00967
2020,1,16,24,-.00228,-.00668,.00111,-.00244,.0138
2020,1,16,25,-.0201,-.0183,-.108,-.0477,-.00879
2020,1,16,26,.00214,-.000338,.0349,.0314,-.000678
2020,1,16,27,-.0151,-.0155,-.115,.00427,-.00204
2020,1,16,28,-.00647,-.0267,.0609,-.0244,.00232
2020,1,16,29,.0151,.0126,.0062,.0735,.00425
2020,1,16,30,-.00341,.00291,-.0277,-.0228,-.023
2020,1,16,31,-.056,-.0385,-.0549,-.115,-.0359
2020,1,16,32,-.00162,-.0201,-.0205,.0183,-.0252
2020,1,16,33,-.0078,-.00693,-.00517,.0172,-.0182
2020,1,16,34,.0176,.0165,.00992,.0113,.00632
2020,1,16,35,.00228,.00166,.00788,-.015,.0308
2020,1,16,36,-.0133,-.027,.00261,-.0264,-.00447
2020,1,16,37,.0178,.00313,.0745,.00588,.0182
2020,1,16,38,-.0164,-.0214,.0183,-.0134,-.0248
2020,1,16,39,.012,.0102,.00397,.0213,.00275
2020,1,16,40,-.00127,.00786,-.0445,-.00282,-.000738
2020,1,16,41,.00937,.0214,.0202,.024,.00925
2020,1,16,42,-.0253,-.0345,-.0262,-.0181,-.0201
2020,1,16,43,.00797,.0208,-.0177,.0136,.00493
2020,1,16,44,-.00262,.000653,.0491,.0212,-.0166
2020,1,16,45,-.00696,-.0164,-.0216,-.0224,.0179
2020,1,16,46,-.0195,-.0218,.00223,-.0355,-.0236
2020,1,16,47,-.0252,-.0247,.00916,-.0441,-.0136
2020,1,16,48,-.0037,-.0285,.0478,-.00625,.00232
2020,1,16,49,.0213,.0295,.0475,.061,-.0118
2020,1,16,50,-.00915,.00379,-.0116,-.0138,-.0225
2020,1,16,51,-.0186,-.0241,-.0582,-.00748,.0161
2020,1,16,52,-.0136,-.0151,-.0204,.0324,-.0163
2020,1,16,53,-.00892,.00514,-.0216,-.0301,.0137
2020,1,17,1,.00641,.00323,.0138,.00339,.00208
2020,1,17,2,-.00284,.00414,.0163,-.033,-.0039
2020,1,17,3,-.0327,-.0192,-.0457,-.0556,-.0195
2020,1,17,4,-.0142,-.0169,-.0184,-.0134,-.00507
2020,1,17,5,-.000593,-.0123,.00411,-.000752,.00408
2020,1,17,6,.0114,.009,.0112,-.0134,.00856
2020,1,17,7,.000139,.00495,.0164,.00421,-.00891
2020,1,17,8,-.00426,-.00156,-.000917,.00956,-.00624
2020,1,17,9,-.0412,-.0304,-.0435,-.0626,-.0182
2020,1,17,10,-.00335,-.011,-.0203,.00945,-.00757
2020,1,17,11,-.0118,-.00384,-.0157,-.00567,-.0111
2020,1,17,12,.0134,.0139,.0567,.0149,.0108
2020,1,17,13,-.0222,-.00252,-.00174,-.0562,-.0123
2020,1,17,14,-.00417,-.000569,.0194,-.0197,-.00307
2020,1,17,15,-.00567,.000194,.0541,.00288,-.0106
2020,1,17,16,-.0154,-.0218,-.0396,.0023,-.0161
2020,1,17,17,.000291,.000148,.014,-.0425,.00893
2020,1,17,18,.0022,.00104,-.0432,.0131,-.00284
2020,1,17,19,-.00749,-.00332,-.0136,.0106,-.0362
2020,1,17,20,-.0107,-.00673,-.0524,-.0108,-.0175
2020,1,17,21,.00271,-.00142,.0119,-.00931,.00515
2020,1,17,22,-.00149,-.00823,-.00441,.00288,.00413
2020,1,17,23,.00986,.0366,-.00316,-.0257,-.000699
2020,1,17,24,-.00233,-.0117,-.0165,.0125,.00733
2020,1,17,25,-.0112,-.0118,-.0761,-.0382,.00179
2020,1,17,26,-.00129,-.00146,.00975,.0319,-.00957
2020,1,17,27,-.00896,-.0123,-.0736,.0179,-.000214
2020,1,17,28,-.000753,-.0201,.0535,-.0212,.00588
2020,1,17,29,.0183,.0096,.0749,.0737,.0168
2020,1,17,30,-.00269,-.0016,-.0558,-.0168,-.0194
2020,1,17,31,-.0608,-.048,-.0731,-.0978,-.0411
2020,1,17,32,-.00206,.00405,-.0426,.00248,-.0231
2020,1,17,33,-.00047,.0122,-.0156,.0077,-.00484
2020,1,17,34,.0191,.0192,.0271,.00863,.00736
2020,1,17,35,.00396,.00166,.0165,-.0171,.0372
2020,1,17,36,-.0105,-.0221,.000904,-.0148,.00141
2020,1,17,37,-.0225,-.04,-.0114,-.0417,.0138
2020,1,17,38,-.0127,-.0133,.0106,-.0166,-.0181
2020,1,17,39,.0139,.0159,.0146,.0238,.00346
2020,1,17,40,-.037,-.0406,-.0578,-.0406,-.014
2020,1,17,41,.013,.0287,-.00465,.0267,.0121
2020,1,17,42,-.0306,-.0332,-.0192,-.0331,-.0181
2020,1,17,43,.0127,.0184,-.0032,.0234,.00958
2020,1,17,44,.0119,.013,.0499,.0417,-.00183
2020,1,17,45,-.00523,.00172,-.0261,-.0462,.0115
2020,1,17,46,-.0214,-.0241,-.0152,-.0187,-.0255
2020,1,17,47,-.00988,-.00648,.0112,-.0334,-.0136
2020,1,17,48,-.000282,-.0217,.0726,-.00316,-.00587
2020,1,17,49,.0152,.0174,.0561,.0482,-.0146
2020,1,17,50,-.0103,-.00347,-.0308,-.00966,-.0194
2020,1,17,51,-.0197,-.0324,-.0579,-.0148,.0111
2020,1,17,52,-.00852,-.00466,-.0131,.0196,-.00483
2020,1,17,53,-.00352,-.00045,-.0133,-.000494,.0121
2020,1,18,1,.0185,.02,.017,.0011,.00957
2020,1,18,2,-.0000721,.0076,.00793,-.0207,-.00261
2020,1,18,3,-.0301,-.019,-.0196,-.0513,-.0208
2020,1,18,4,.00249,.00371,.00227,-.00754,.00689
2020,1,18,5,-.00134,-.0115,.00698,-.000117,.00599
2020,1,18,6,.0165,.00958,.0152,-.0102,.0134
2020,1,18,7,.000967,.00348,.00343,.00121,-.00591
2020,1,18,8,.00618,.0106,.0191,.0209,-.00104
2020,1,18,9,-.0364,-.0226,-.0478,-.0565,-.0166
2020,1,18,10,-.00042,-.00562,-.0238,.0152,-.00313
2020,1,18,11,-.00177,.00852,-.0178,-.00189,-.00947
2020,1,18,12,.0288,.0225,.0784,.0329,.0231
2020,1,18,13,-.0294,-.0171,.0276,-.0598,-.0145
2020,1,18,14,.00496,.00852,.0648,.00183,.00207
