statefips,year,month,day_endofweek,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
16,2021,9,10,.206,.,.,.,.,.,.184,.103,.0944,.231,.279,.418,.0589
16,2021,9,17,.671,.,.,.,.,.,.796,.661,.647,.678,.583,.651,.212
16,2021,9,24,.533,.499,.309,.868,.0885,.113,.518,.77,.796,.358,.388,.627,-.108
16,2021,10,1,.232,.549,.485,.116,.069,-.00433,-.0612,.152,.175,.268,.249,.323,.0351
16,2021,10,8,.601,1.03,.961,.926,.211,.333,.159,.642,.691,.376,.549,.796,.355
16,2021,10,15,.337,.0966,.188,.242,.55,.0476,-.0286,.298,.331,.717,.33,.136,-.0761
16,2021,10,22,.177,.238,.338,.2,.218,.173,-.0939,.19,.219,.386,.168,.135,-.238
16,2021,10,29,.133,.391,.617,.274,-.0814,-.173,-.135,.0646,.0852,.105,.163,.387,-.23
16,2021,11,5,.149,.0343,.191,.268,.0387,.0303,.143,.117,.114,.32,.171,.198,-.222
16,2021,11,12,.351,.433,.725,.732,.0852,.113,.0449,.252,.273,.279,.381,.55,.212
16,2021,11,19,.898,1.37,1.25,1.05,.838,.45,.633,1.03,1.08,.692,.786,.976,.551
16,2021,11,26,.555,.529,1.04,.677,.559,0,-.0694,.489,.547,.6,.593,.724,.271
16,2021,12,3,.717,.985,1.01,.8,.178,.485,.518,.71,.73,.69,.674,.766,.427
16,2021,12,10,.891,.923,1.2,1.04,.638,.411,.265,.943,1.01,.879,.836,.989,.382
16,2021,12,17,1.02,1.9,1.16,1.05,1.16,-.0779,.167,.778,.841,1.11,1.11,1.36,.694
16,2021,12,24,1.11,1.47,1.33,.858,1.13,.623,.894,1.1,1.12,.921,1.08,1.3,.919
16,2021,12,31,-.0475,-.0239,.0125,.029,-.264,-.0563,.0776,.0218,.016,-.0932,-.116,-.0102,-.412
16,2022,1,7,.565,.595,.363,.423,.389,.511,.935,.71,.687,.74,.477,.392,.0907
16,2022,1,14,.797,1.63,1.13,1.11,.243,.16,.6,.495,.484,.671,.948,1.38,.371
16,2022,1,21,.378,.533,.342,.448,.18,.0606,.396,.402,.402,.393,.343,.396,.107
16,2022,1,28,.719,1.38,1.01,1.15,.328,-.203,.208,.388,.406,.661,.868,1.22,.512
16,2022,2,4,1.14,1.8,1.88,1.5,.57,1.59,1.55,1.06,1.02,.997,1.11,1.38,.827
16,2022,2,11,.835,1.38,1.88,1.46,.192,-.0649,.118,.564,.61,.605,.924,1.38,.427
16,2022,2,18,.738,1.09,1.31,1.08,.237,.511,.886,.567,.534,.64,.791,1.14,.302
16,2022,2,25,.811,1.54,1.04,1.5,.338,.359,.461,.459,.459,.693,.971,1.38,.572
16,2022,3,4,1.11,1.53,1.6,1.15,.542,.558,.731,.567,.551,.761,1.11,1.38,.805
16,2022,3,11,1.14,1.9,1.8,1.5,.818,.472,.976,1.04,1.04,1.2,1.11,1.38,1.01
16,2022,3,18,.871,1.63,1.35,1.24,.481,.152,.673,.504,.487,.729,1.03,1.38,.406
17,2021,3,26,.102,.,.,.,.,.,.597,.353,.335,.0272,-.0282,-.075,.0224
17,2021,4,2,.0342,.,.,.,.,.,.47,.329,.318,.0278,-.109,-.208,-.0442
17,2021,4,9,-.0675,.,.,.,.,.,.223,.219,.218,-.061,-.203,-.289,-.207
17,2021,4,16,.0275,.,.,.,.,.,.448,.319,.309,-.00237,-.12,-.177,-.177
17,2021,4,23,.292,.,.,.,.,.,.567,.691,.7,.304,.102,-.0575,.247
17,2021,4,30,.367,.,.,.,.,.,.411,.721,.744,.371,.22,.0745,.428
17,2021,5,7,.11,.,.,.,.,.,.275,.24,.238,.127,.0295,-.0422,.0775
17,2021,5,14,.101,.,.,.,.,.,.586,.326,.307,.142,-.0154,-.133,.0708
17,2021,5,21,-.144,.,.,.,.,.,.356,.0225,-.00228,-.142,-.231,-.3,-.169
17,2021,5,28,-.00024,.,.,.,.,.,.384,.151,.133,.0521,-.0762,-.155,-.0733
17,2021,6,4,.255,.,.,.,.,.,.502,.525,.527,.282,.0969,-.0334,.167
17,2021,6,11,.276,.,.,.,.,.,.535,.595,.6,.282,.0875,-.0287,.0801
17,2021,6,18,.0591,.,.,.,.,.,.579,.367,.351,.0573,-.0897,-.172,-.116
17,2021,6,25,.0138,.,.,.,.,.,.573,.276,.254,-.00332,-.109,-.176,-.1
17,2021,7,2,.0998,.,.,.,.,.,.455,.278,.264,.146,.0227,-.0538,.0291
17,2021,7,9,.0511,.,.,.,.,.,.968,.429,.388,.00806,-.11,-.18,-.116
17,2021,7,16,.184,.,.,.,.,.,1.45,.469,.396,.13,.0573,.0432,-.0584
17,2021,7,23,-.0000232,.,.,.,.,.,.405,.21,.195,-.0633,-.0951,-.0856,-.207
17,2021,7,30,7.75e-06,.,.,.,.,.,1.13,.22,.152,.0392,-.0925,-.147,-.191
17,2021,8,6,.121,.,.,.,.,.,1.21,.36,.297,.14,.0111,-.0564,-.0316
17,2021,8,13,-.0422,.,.,.,.,.,.412,.152,.132,-.0764,-.125,-.117,-.271
17,2021,8,20,.0784,.,.,.,.,.,.718,.154,.112,.0624,.0407,.0451,-.0271
17,2021,8,27,.0584,.,.,.,.,.,.507,.306,.292,.118,-.0551,-.141,-.13
17,2021,9,3,-.0701,.,.,.,.,.,.863,.205,.156,-.133,-.207,-.257,-.186
17,2021,9,10,.384,.,.,.,.,.,1.45,.978,.943,.383,.122,-.0141,.0343
17,2021,9,17,.229,.,.,.,.,.,1.11,.641,.606,.373,.0378,-.147,-.0375
17,2021,9,24,-.00114,.052,-.165,-.29,-.149,.116,.4,.311,.304,-.0341,-.149,-.196,-.242
17,2021,10,1,-.0311,-.0229,.143,-.36,-.0587,.0467,.229,.129,.122,-.0643,-.125,-.167,-.103
17,2021,10,8,.126,.305,.0478,-.252,.126,.326,.402,.493,.499,.163,-.0407,-.162,-.0487
17,2021,10,15,.116,.245,.0425,-.198,.0065,.213,.465,.371,.364,.14,-.00736,-.088,-.0427
17,2021,10,22,.263,.142,-.00522,-.278,.983,.336,.505,.256,.238,.92,.296,-.0234,.0675
17,2021,10,29,.064,.355,-.0713,-.084,.0829,.0975,.343,.172,.159,.246,.0125,-.124,-.00773
17,2021,11,5,-.00952,.371,-.0965,-.268,-.075,.306,.753,.202,.161,-.00616,-.116,-.169,-.169
17,2021,11,12,-.0293,.0915,-.0222,-.242,.0552,.0201,.245,.0647,.0513,.0551,-.0831,-.178,-.042
17,2021,11,19,.0811,.163,.0779,-.159,.084,.226,.585,.219,.192,.22,.0125,-.11,-.00251
17,2021,11,26,.228,.353,.264,-.0785,.462,.0929,.143,.283,.293,.375,.199,.0742,.271
17,2021,12,3,.29,.225,.337,-.0951,.383,.536,.579,.413,.4,.308,.225,.115,.456
17,2021,12,10,.202,.358,.135,-.142,.257,.256,.425,.443,.444,.225,.0872,.00545,.0801
17,2021,12,17,.249,.323,.0793,-.144,.331,.175,.455,.525,.53,.312,.139,.0227,.179
17,2021,12,24,-.0827,.00128,.0365,-.341,-.0712,.1,.164,.0769,.0704,-.0608,-.162,-.223,-.162
17,2021,12,31,-.166,-.154,-.0604,-.427,-.00816,-.112,.0251,-.0491,-.0546,-.0188,-.205,-.312,-.231
17,2022,1,7,.122,.137,-.124,-.275,.157,.379,.666,.47,.455,.246,-.0196,-.165,-.0796
17,2022,1,14,.0415,.37,.0492,-.163,.0935,-.103,.0812,.0329,.0293,.146,.0352,-.0238,.00233
17,2022,1,21,-.043,.168,-.0321,-.318,-.0458,-.0761,.0886,.021,.016,.0539,-.0666,-.118,-.151
17,2022,1,28,.166,.545,.367,-.0609,.0224,-.00887,.188,.154,.151,.204,.166,.162,.0928
17,2022,2,4,.547,.711,.501,.241,.594,1.4,1.8,.931,.866,.447,.357,.23,.636
17,2022,2,11,.439,.691,.456,.139,.451,.332,.675,.594,.588,.454,.372,.349,.268
17,2022,2,18,-.0175,.457,.00716,-.217,-.0193,-.00467,.0901,-.00131,-.00811,-.0104,-.0338,-.0532,-.0137
17,2022,2,25,.175,.691,.298,-.0676,.116,.267,.297,.191,.183,.177,.167,.166,.147
17,2022,3,4,.245,.697,.317,.0516,.214,.524,.752,.334,.303,.317,.209,.158,.153
17,2022,3,11,.693,.909,.77,.199,.986,.916,1.38,.888,.851,.78,.615,.48,.752
17,2022,3,18,.332,.506,.542,.00338,.359,.538,.626,.495,.485,.458,.267,.146,.285
18,2021,3,26,.385,.,.,.,.,.,.792,.59,.574,.314,.219,.166,.0911
18,2021,4,2,.323,.,.,.,.,.,.694,.554,.543,.245,.154,.0989,.0424
18,2021,4,9,.133,.,.,.,.,.,1.07,.307,.246,.0801,-.000521,-.0344,-.138
18,2021,4,16,.258,.,.,.,.,.,.525,.49,.487,.247,.0876,-.0101,-.105
18,2021,4,23,.689,.,.,.,.,.,.825,1.03,1.04,.654,.455,.26,.4
18,2021,4,30,.453,.,.,.,.,.,.442,.587,.598,.492,.365,.216,.394
18,2021,5,7,.227,.,.,.,.,.,.352,.296,.291,.252,.158,.139,-.0573
18,2021,5,14,.43,.,.,.,.,.,.684,.538,.526,.37,.335,.211,.553
18,2021,5,21,.364,.,.,.,.,.,.626,.598,.596,.387,.194,.00186,.152
18,2021,5,28,.306,.,.,.,.,.,.528,.367,.354,.431,.256,.153,.0334
18,2021,6,4,.31,.,.,.,.,.,.704,.475,.456,.178,.169,.238,-.035
18,2021,6,11,.833,.,.,.,.,.,1.71,1.05,.995,.678,.658,.715,.455
18,2021,6,18,.107,.,.,.,.,.,.208,.149,.144,.0596,.0647,.13,-.0869
18,2021,6,25,.465,.,.,.,.,.,.571,.642,.648,.33,.285,.304,.112
18,2021,7,2,.203,.,.,.,.,.,.354,.243,.235,.231,.162,.0989,.134
18,2021,7,9,-.0139,.,.,.,.,.,.332,.096,.0774,-.0185,-.0974,-.169,-.133
18,2021,7,16,.382,.,.,.,.,.,1.02,.473,.429,.332,.309,.384,.0548
18,2021,7,23,.0851,.,.,.,.,.,.445,.145,.122,.125,.0391,-.00429,-.0894
18,2021,7,30,.16,.,.,.,.,.,.629,.207,.174,.307,.121,.00316,-.0927
18,2021,8,6,.288,.,.,.,.,.,.694,.43,.41,.351,.181,.118,-.128
18,2021,8,13,.176,.,.,.,.,.,.838,.308,.267,.185,.0834,.0575,-.131
18,2021,8,20,.169,.,.,.,.,.,.677,.32,.292,.0834,.0527,.0721,-.082
18,2021,8,27,.215,.,.,.,.,.,.458,.258,.243,.185,.153,.175,.007
18,2021,9,3,.152,.,.,.,.,.,.367,.228,.217,.136,.0834,.125,-.167
18,2021,9,10,.183,.,.,.,.,.,.654,.283,.254,.228,.0975,-.101,.24
18,2021,9,17,.13,.,.,.,.,.,.664,.184,.146,.0896,.0644,.108,-.117
18,2021,9,24,.00287,.101,-.0712,-.115,-.095,-.129,.0346,.0489,.0501,-.0072,-.0527,-.00364,-.304
18,2021,10,1,.119,.0293,-.0801,-.19,.171,-.126,.158,.283,.293,.0317,-.0112,-.0642,.00453
18,2021,10,8,.363,.421,.306,.218,.458,.292,.352,.48,.49,.383,.267,.163,.21
18,2021,10,15,.126,.655,.126,-.175,.0294,.16,.128,.139,.14,.159,.0883,.0886,-.108
18,2021,10,22,.355,.508,.334,-.0145,.707,.287,.339,.337,.337,.715,.366,.11,.0474
18,2021,10,29,.367,.464,.398,.0247,.567,.417,.417,.407,.406,.759,.368,.125,-.0977
18,2021,11,5,.1,.188,.154,-.0619,.0718,.193,.636,.184,.148,.0976,.0261,-.000728,-.104
18,2021,11,12,.177,.566,.421,-.0213,.17,.182,.279,.122,.109,.229,.189,.211,.0227
18,2021,11,19,1.14,1.44,1.29,.61,1.32,.828,1.08,1.43,1.45,1.2,.999,.725,1.01
18,2021,11,26,.44,.873,.526,.143,.535,.15,.301,.416,.425,.448,.421,.387,.428
18,2021,12,3,.251,.459,.185,.0119,.295,.375,.359,.224,.213,.216,.235,.22,.33
18,2021,12,10,.258,.53,.267,.0585,.252,.101,.291,.315,.317,.311,.206,.138,.0861
18,2021,12,17,.915,1.03,.751,.429,1.02,.538,.682,1.09,1.13,.994,.809,.653,.696
18,2021,12,24,.25,.461,.229,-.0762,.362,.222,.269,.268,.268,.489,.233,.0407,.00948
18,2021,12,31,.0113,-.0502,-.0921,-.242,.196,-.11,-.00315,.0429,.0465,.278,-.000782,-.225,-.204
18,2022,1,7,-.0283,.182,.00249,-.255,-.0677,.132,.349,.0355,.0108,.0139,-.0836,-.154,-.175
18,2022,1,14,.267,.737,.322,.0668,.274,.0103,.286,.228,.224,.318,.262,.247,.142
18,2022,1,21,.226,.599,.409,-.0657,.242,.0094,.0824,.173,.18,.336,.235,.207,.0284
18,2022,1,28,.405,.777,.617,.245,.441,.108,.186,.25,.255,.555,.46,.428,.276
18,2022,2,4,.97,.972,.762,.663,1.09,1.59,1.54,1.36,1.35,.733,.667,.483,.949
18,2022,2,11,.539,.976,.872,.341,.504,.378,.81,.528,.506,.521,.509,.529,.427
18,2022,2,18,.23,.708,.367,-.00847,.177,.064,.261,.222,.219,.197,.201,.242,.103
18,2022,2,25,.414,.813,.74,.254,.251,.307,.43,.394,.391,.448,.4,.433,.184
18,2022,3,4,.352,.683,.508,.117,.285,.297,.77,.407,.379,.379,.301,.271,.16
18,2022,3,11,.723,1.6,.913,.461,.696,.289,.797,.676,.666,.676,.719,.825,.567
18,2022,3,18,.529,.949,.502,.309,.431,.312,.556,.551,.55,.537,.493,.469,.434
19,2021,3,26,.776,.,.,.,.,.,1.23,1.11,1.1,.592,.557,.511,.598
19,2021,4,2,.284,.,.,.,.,.,.754,.404,.378,.23,.191,.253,-.0919
19,2021,4,9,.349,.,.,.,.,.,1.12,.477,.43,.356,.257,.186,.204
19,2021,4,16,.83,.,.,.,.,.,.882,1.17,1.19,.668,.609,.451,.911
19,2021,4,23,.505,.,.,.,.,.,.909,.599,.576,.418,.424,.342,.678
19,2021,4,30,.848,.,.,.,.,.,.821,.974,.985,.688,.756,.758,.926
19,2021,5,7,.976,.,.,.,.,.,1.27,1.02,.999,.826,.943,1.05,.922
19,2021,5,14,.677,.,.,.,.,.,1.07,.721,.696,.409,.625,.836,.579
19,2021,5,21,.298,.,.,.,.,.,.572,.36,.344,.219,.24,.304,.109
19,2021,5,28,.422,.,.,.,.,.,.801,.464,.44,.389,.389,.448,.217
19,2021,6,4,.658,.,.,.,.,.,.801,.735,.73,.679,.629,.685,.335
19,2021,6,11,1,.,.,.,.,.,.922,1.19,1.21,.667,.842,1.09,.581
19,2021,6,18,.297,.,.,.,.,.,.997,.451,.411,.269,.194,.181,.0313
19,2021,6,25,.357,.,.,.,.,.,.551,.489,.485,.283,.253,.287,.0749
19,2021,7,2,.388,.,.,.,.,.,.889,.493,.464,.382,.308,.29,.164
19,2021,7,9,.398,.,.,.,.,.,1.08,.352,.3,.491,.43,.331,.556
19,2021,7,16,.415,.,.,.,.,.,.835,.403,.372,.411,.413,.446,.321
19,2021,7,23,.3,.,.,.,.,.,.821,.346,.312,.319,.259,.294,.000948
19,2021,7,30,.0642,.,.,.,.,.,.626,.128,.0921,.112,.0261,.000651,-.124
19,2021,8,6,.281,.,.,.,.,.,1.32,.37,.301,.208,.211,.276,.0332
19,2021,8,13,.258,.,.,.,.,.,.619,.348,.329,.297,.17,.124,-.0313
19,2021,8,20,.229,.,.,.,.,.,.545,.359,.346,.265,.143,.0964,-.0445
19,2021,8,27,.323,.,.,.,.,.,.855,.462,.433,.266,.215,.262,-.0578
19,2021,9,3,.34,.,.,.,.,.,1.15,.411,.357,.481,.27,.158,.0427
19,2021,9,10,.228,.,.,.,.,.,.761,.398,.372,.214,.113,.00456,.162
19,2021,9,17,.349,.,.,.,.,.,1.44,.332,.252,.451,.294,.21,.124
19,2021,9,24,.141,.305,.0325,-.212,.119,.201,.302,.192,.184,.0841,.0615,.0977,-.103
19,2021,10,1,.176,.0998,.165,-.188,.351,.336,.288,.196,.189,.125,.129,.163,.0408
19,2021,10,8,.486,.7,.274,-.0121,.822,.926,1.1,.525,.484,.497,.415,.284,.577
19,2021,10,15,.467,.678,.226,.00151,.535,.926,.956,.553,.524,.568,.39,.298,.191
19,2021,10,22,.534,.481,.499,.147,.691,.555,.396,.589,.603,.575,.485,.461,.319
19,2021,10,29,.348,.167,.186,.00756,.656,.572,.727,.396,.372,.4,.305,.224,.295
19,2021,11,5,.277,.165,.208,-.139,.142,.485,.801,.461,.437,.133,.133,.186,-.0237
19,2021,11,12,.413,.225,.518,.0998,.552,.519,.578,.423,.412,.307,.371,.483,.213
19,2021,11,19,1.03,.863,.931,.36,1.32,.962,1.15,1.07,1.06,1.2,.994,.792,1.01
19,2021,11,26,.765,.651,.476,.433,1.12,.592,.963,.699,.68,.931,.766,.604,.803
19,2021,12,3,.22,.178,-.0596,-.109,.419,.645,.774,.242,.204,.233,.177,.17,.0502
19,2021,12,10,.414,.372,.286,.225,.582,.505,.72,.361,.335,.484,.409,.418,.189
19,2021,12,17,.38,.368,.0445,.165,.597,.541,.666,.295,.268,.567,.417,.334,.268
19,2021,12,24,.288,.305,.0264,-.00908,.382,.667,.592,.261,.237,.367,.296,.255,.228
19,2021,12,31,.11,.0775,-.195,-.201,.244,.488,.275,.288,.289,.183,-.0102,-.148,-.117
19,2022,1,7,.172,.0864,-.318,-.162,.425,.651,1.12,.325,.268,.304,.083,-.0638,-.0711
19,2022,1,14,.63,1.69,.467,.348,.579,.564,.841,.514,.49,.532,.66,.881,.352
19,2022,1,21,.386,.497,.106,.0378,.828,.42,.518,.279,.261,.549,.43,.348,.354
19,2022,1,28,.453,.814,.496,.281,.627,.201,.322,.246,.241,.421,.546,.713,.391
19,2022,2,4,1.14,1.26,1.08,1.05,1.32,1.59,1.93,1.43,1.45,1.2,1.11,1.35,1.01
19,2022,2,11,.805,.994,.831,.393,1.09,.827,1.75,.746,.674,.736,.783,.901,.564
19,2022,2,18,.383,.615,.312,.123,.493,.347,.619,.324,.302,.221,.383,.577,.244
19,2022,2,25,.694,.887,.442,.455,.936,.656,1.17,.707,.674,.612,.652,.762,.435
19,2022,3,4,.645,.682,.484,.206,.988,.884,1.77,.731,.656,.525,.565,.644,.443
19,2022,3,11,.752,.787,.358,.576,1.14,.976,1.46,.713,.659,.582,.735,.964,.473
19,2022,3,18,.5,.617,.253,.286,.618,.608,1.04,.587,.554,.303,.426,.593,.266
20,2021,3,26,.425,.,.,.,.,.,.716,.55,.534,.309,.33,.406,.179
20,2021,4,2,.173,.,.,.,.,.,.523,.301,.28,.0649,.0791,.127,-.0148
20,2021,4,9,.257,.,.,.,.,.,.637,.449,.431,.184,.138,.146,-.0316
20,2021,4,16,.399,.,.,.,.,.,.829,.639,.62,.267,.231,.251,.0527
20,2021,4,23,.316,.,.,.,.,.,.553,.468,.46,.231,.223,.251,.12
20,2021,4,30,.328,.,.,.,.,.,.068,.349,.376,.217,.305,.427,.238
20,2021,5,7,.418,.,.,.,.,.,.513,.487,.484,.378,.372,.388,.306
20,2021,5,14,.487,.,.,.,.,.,.721,.587,.575,.422,.408,.419,.331
20,2021,5,21,.308,.,.,.,.,.,.414,.408,.408,.314,.263,.212,.245
20,2021,5,28,.29,.,.,.,.,.,.384,.342,.338,.28,.276,.298,.2
20,2021,6,4,.197,.,.,.,.,.,.0581,.252,.27,.13,.178,.257,.108
20,2021,6,11,.257,.,.,.,.,.,.0729,.273,.292,.224,.269,.345,.192
20,2021,6,18,.277,.,.,.,.,.,.493,.443,.438,.146,.181,.2,.243
20,2021,6,25,.26,.,.,.,.,.,.345,.415,.422,.144,.169,.218,.105
20,2021,7,2,.151,.,.,.,.,.,-.0655,.155,.176,.145,.152,.173,.112
20,2021,7,9,.0384,.,.,.,.,.,.409,.0696,.0372,.0201,.0118,.0224,-.0464
20,2021,7,16,.325,.,.,.,.,.,.246,.32,.327,.387,.333,.248,.407
20,2021,7,23,.522,.,.,.,.,.,.622,.483,.47,.488,.545,.648,.432
20,2021,7,30,.399,.,.,.,.,.,.686,.297,.26,.375,.474,.649,.287
20,2021,8,6,.169,.,.,.,.,.,.33,.186,.172,.219,.176,.15,.11
20,2021,8,13,.258,.,.,.,.,.,.29,.365,.373,.149,.203,.307,.0738
20,2021,8,20,.51,.,.,.,.,.,.478,.494,.496,.518,.51,.498,.515
20,2021,8,27,.215,.,.,.,.,.,.493,.27,.249,.18,.163,.186,.0422
20,2021,9,3,.172,.,.,.,.,.,.3,.197,.187,.118,.145,.2,.0696
20,2021,9,10,.0802,.,.,.,.,.,.246,.203,.199,-.0577,-.0259,.0195,-.0549
20,2021,9,17,-.000756,.,.,.,.,.,.0927,-.0576,-.0719,-.0305,-.00323,.0816,-.162
20,2021,9,24,.161,.264,.13,.0668,-.0105,-.019,.00865,.234,.255,.137,.121,.112,.0907
20,2021,10,1,.471,1.45,.636,.364,.222,.182,.276,.314,.317,.363,.527,.763,.373
20,2021,10,8,1.04,1.23,.939,.743,.808,.288,.553,.982,1.02,.872,1.08,1.37,.909
20,2021,10,15,.696,1.49,.831,.597,.522,.271,.503,.566,.572,.579,.728,.905,.692
20,2021,10,22,.311,.529,.245,.164,.273,.302,.187,.337,.351,.316,.299,.29,.268
20,2021,10,29,.253,.299,.0579,.291,.119,.165,.0977,.357,.382,.215,.176,.144,.146
20,2021,11,5,.105,.352,.156,-.0154,-.174,.327,.389,.188,.169,-.00519,.0503,.165,-.105
20,2021,11,12,.317,.303,.396,.295,.0698,.243,.32,.305,.303,.251,.322,.426,.247
20,2021,11,19,.237,.485,.466,.237,-.0216,.195,.256,.162,.153,.172,.265,.39,.2
20,2021,11,26,.212,.641,.117,.171,.15,.0163,.167,.173,.174,.119,.231,.373,.177
20,2021,12,3,.275,.297,.334,.209,.124,.484,.671,.295,.259,.195,.263,.333,.278
20,2021,12,10,.254,.281,.238,.33,.161,-.0153,.206,.192,.19,.357,.285,.266,.105
20,2021,12,17,.354,.459,.202,.293,.276,.354,.523,.292,.27,.394,.403,.451,.295
20,2021,12,24,.705,.66,.417,.493,.793,.386,.577,.718,.731,.911,.72,.525,.671
20,2021,12,31,.202,-.0208,.111,.0276,.136,.0478,.261,.329,.336,.221,.135,.0469,.114
20,2022,1,7,.489,.275,.124,.287,.418,.637,.622,.677,.682,.632,.416,.219,.287
20,2022,1,14,.508,1.02,.606,.599,.269,.0924,.251,.329,.337,.42,.611,.877,.456
20,2022,1,21,.363,.961,.364,.317,.16,-.00975,.0482,.293,.317,.401,.398,.479,.152
20,2022,1,28,.716,.987,.833,1.02,.436,.0497,.236,.631,.669,.595,.759,.977,.656
20,2022,2,4,.745,.989,1.02,.588,.564,.893,.869,.744,.732,.65,.739,.85,.7
20,2022,2,11,.572,.796,1.02,.655,.231,.574,.553,.534,.533,.427,.569,.777,.422
20,2022,2,18,.423,.59,.491,.65,.129,.41,.483,.439,.434,.261,.385,.532,.357
20,2022,2,25,1.14,1.9,1.18,1.5,.939,.668,1.16,.815,.782,1.1,1.11,1.38,1.01
20,2022,3,4,1.14,1.51,1.05,1.02,.579,1.04,1.43,1.18,1.15,.776,1.11,1.38,1.01
20,2022,3,11,1.14,1.9,1.39,1.37,.944,.637,1.22,1.02,.998,1.2,1.11,1.38,1.01
20,2022,3,18,.706,1.16,.954,.915,.354,.399,.419,.524,.534,.558,.798,1.09,.732
21,2021,3,26,.403,.,.,.,.,.,.761,.579,.565,.264,.234,.192,.257
21,2021,4,2,.167,.,.,.,.,.,.695,.374,.348,.14,.0208,-.0464,-.147
21,2021,4,9,.197,.,.,.,.,.,.783,.389,.357,.207,.0592,-.0494,-.0826
21,2021,4,16,.373,.,.,.,.,.,.735,.551,.536,.387,.237,.136,.0676
21,2021,4,23,.234,.,.,.,.,.,.327,.436,.444,.17,.0929,.0633,-.051
21,2021,4,30,.268,.,.,.,.,.,.292,.348,.353,.193,.188,.167,.229
21,2021,5,7,.323,.,.,.,.,.,.35,.318,.316,.361,.317,.337,.14
21,2021,5,14,.487,.,.,.,.,.,.743,.58,.567,.481,.392,.28,.433
21,2021,5,21,.249,.,.,.,.,.,.54,.381,.368,.211,.154,.0922,.151
21,2021,5,28,.225,.,.,.,.,.,.438,.278,.265,.236,.182,.18,.0297
21,2021,6,4,.144,.,.,.,.,.,.376,.243,.232,.144,.0902,.0494,.0423
21,2021,6,11,.382,.,.,.,.,.,.549,.415,.404,.351,.345,.339,.346
21,2021,6,18,.121,.,.,.,.,.,.575,.274,.25,.0388,.0162,.0355,-.1
21,2021,6,25,.171,.,.,.,.,.,.195,.187,.187,.245,.162,.128,.0154
21,2021,7,2,.141,.,.,.,.,.,.314,.203,.194,.118,.0708,.0837,-.1
21,2021,7,9,.0217,.,.,.,.,.,.5,.0833,.0495,.0542,-.0265,-.0729,-.138
21,2021,7,16,.282,.,.,.,.,.,.527,.389,.378,.254,.205,.166,.169
21,2021,7,23,.101,.,.,.,.,.,.35,.197,.185,.143,.0388,-.0127,-.127
21,2021,7,30,.143,.,.,.,.,.,.465,.194,.172,.247,.121,.0446,-.0447
21,2021,8,6,.221,.,.,.,.,.,.54,.334,.317,.271,.145,.113,-.136
21,2021,8,13,.0731,.,.,.,.,.,.332,.174,.161,.0722,-.00249,-.0139,-.189
21,2021,8,20,.291,.,.,.,.,.,.434,.345,.338,.362,.219,.106,.102
21,2021,8,27,.141,.,.,.,.,.,.336,.161,.147,.159,.109,.116,-.051
21,2021,9,3,.0658,.,.,.,.,.,.265,.141,.131,.0717,.00771,-.0139,-.121
21,2021,9,10,.238,.,.,.,.,.,.487,.418,.413,.181,.107,.0518,.036
21,2021,9,17,.062,.,.,.,.,.,.0398,.0893,.0933,.14,.0194,-.0295,-.201
21,2021,9,24,.0319,-.0105,.103,-.152,-.0886,-.135,.0796,.101,.103,-.0509,-.045,-.00783,-.125
21,2021,10,1,-.0399,.139,.0149,-.144,-.102,-.234,-.119,-.0449,-.0389,-.0175,-.0554,-.114,-.00989
21,2021,10,8,.399,.191,.614,.422,.302,.0757,.54,.391,.379,.344,.346,.34,.368
21,2021,10,15,.362,.267,.433,.0492,.533,.0744,.305,.359,.364,.499,.325,.151,.281
21,2021,10,22,.313,.359,.564,.249,.2,-.011,.0575,.35,.374,.481,.27,.152,-.0289
21,2021,10,29,.1,.167,.172,.171,-.101,.0704,.217,.15,.145,.104,.0356,.0349,-.16
21,2021,11,5,.0235,.133,.0912,-.0399,-.207,.12,.549,.106,.07,-.00711,-.0576,-.0795,-.146
21,2021,11,12,.283,.375,.466,.485,.0294,.0637,.341,.341,.341,.238,.21,.227,.085
21,2021,11,19,.2,.46,.499,.172,-.0338,.021,.363,.194,.18,.21,.184,.205,.0534
21,2021,11,26,.323,.47,.426,.0415,.588,-.139,.19,.16,.158,.503,.408,.315,.378
21,2021,12,3,.16,.175,.184,.00307,.0671,.2,.288,.163,.153,.07,.108,.161,.0803
21,2021,12,10,.103,.347,.159,.0707,-.0362,-.139,.124,.0996,.0976,.155,.0754,.0512,-.0905
21,2021,12,17,.151,.213,.284,.0922,-.0235,-.0364,.341,.151,.136,.147,.138,.181,-.00514
21,2021,12,24,-.0261,.0494,.35,.00307,-.152,-.148,.115,-.0725,-.0878,-.00438,-.00225,.0223,-.0605
21,2021,12,31,.0137,-.236,-.181,-.143,-.131,-.267,-.0841,.0893,.103,.159,-.0277,-.199,-.117
21,2022,1,7,.00016,.265,-.0133,-.0906,-.121,.0197,.257,.0498,.033,.0963,-.0413,-.147,-.162
21,2022,1,14,.341,.706,.522,.327,.158,.0224,.478,.284,.269,.358,.358,.417,.202
21,2022,1,21,.289,.369,.242,.104,.126,.0184,.168,.329,.342,.358,.247,.143,.199
