statefips,year,month,day_endofweek,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
44,2021,4,23,.158,.,.,.,.,.,1.08,.572,.531,-.0713,-.0773,-.0921,-.0455
44,2021,4,30,.191,.,.,.,.,.,.84,.478,.448,-.0127,.00309,-.0221,.119
44,2021,5,7,.217,.,.,.,.,.,.465,.272,.256,.184,.166,.149,.176
44,2021,5,14,.221,.,.,.,.,.,.728,.534,.519,.119,.0581,-.101,.407
44,2021,5,21,.132,.,.,.,.,.,.991,.547,.511,-.0448,-.0326,-.0236,-.0322
44,2021,5,28,.12,.,.,.,.,.,-.061,.416,.454,-.183,-.00653,.0892,.11
44,2021,6,4,1.08,.,.,.,.,.,.84,1.38,1.42,.378,.868,1.18,1.01
44,2021,6,11,.102,.,.,.,.,.,.258,.495,.514,-.168,-.0814,-.0393,-.00999
44,2021,6,18,.149,.,.,.,.,.,.559,.417,.406,-.0562,.0299,.0735,.0966
44,2021,6,25,.138,.,.,.,.,.,.164,.32,.332,-.0316,.0374,.0464,.172
44,2021,7,2,.245,.,.,.,.,.,.202,.239,.242,.225,.268,.153,.723
44,2021,7,9,-.141,.,.,.,.,.,.333,.0148,-.0111,-.226,-.213,-.225,-.148
44,2021,7,16,.116,.,.,.,.,.,1.22,.31,.236,.0175,.0299,.0293,.061
44,2021,7,23,.0641,.,.,.,.,.,.653,.208,.172,-.101,-.00653,.0935,-.0943
44,2021,7,30,-.148,.,.,.,.,.,.0516,-.0459,-.0538,-.29,-.195,-.0721,-.352
44,2021,8,6,.0453,.,.,.,.,.,.446,.294,.282,-.0184,-.0718,-.0592,-.236
44,2021,8,13,.00522,.,.,.,.,.,.653,.211,.175,-.275,-.117,.00785,-.134
44,2021,8,20,.116,.,.,.,.,.,.784,.318,.28,.0892,.0196,-.0707,.137
44,2021,8,27,-.0641,.,.,.,.,.,.559,.0261,-.0172,-.183,-.12,-.0335,-.241
44,2021,9,3,-.131,.,.,.,.,.,.258,.0586,.0424,-.305,-.222,-.133,-.299
44,2021,9,10,-.0361,.,.,.,.,.,.859,.361,.32,-.118,-.224,-.325,-.156
44,2021,9,17,.0299,.,.,.,.,.,.897,.286,.236,-.0977,-.135,-.156,-.156
44,2021,9,24,-.0562,-.185,-.166,-.313,-.142,.127,.54,.159,.128,-.185,-.181,-.199,-.117
44,2021,10,1,.283,.0901,.0799,-.0836,.831,.152,.521,.181,.154,.688,.351,.0949,.354
44,2021,10,8,.396,.579,.308,.356,.509,-.136,.183,.519,.546,.338,.324,.323,.292
44,2021,10,15,.132,.494,.19,.0951,.193,.233,.953,.232,.174,.0514,.0883,.112,.101
44,2021,10,22,.143,.451,-.0523,.155,.32,.0454,.296,.205,.198,.134,.0869,.0335,.141
44,2021,10,29,.312,.605,.253,.59,.166,.202,.333,.533,.549,.182,.198,.259,.0433
44,2021,11,5,.516,.245,.197,.0263,.805,.00156,.0141,.547,.59,.686,.536,.53,.199
44,2021,11,12,.211,.253,.00275,-.0515,.521,-.274,.202,.235,.238,.193,.182,.126,.332
44,2021,11,19,.673,.88,.297,1.08,.869,.534,1.1,.668,.633,.959,.682,.476,.669
44,2021,11,26,.138,.468,-.159,.246,.194,-.192,.0141,.162,.174,.093,.105,.0749,.225
44,2021,12,3,.29,.631,-.14,.145,.26,.471,.54,.451,.444,.42,.204,.0278,.248
44,2021,12,10,.455,.605,.44,.517,.402,.0704,.0892,.496,.529,.606,.432,.326,.354
44,2021,12,17,.257,.27,.0762,.242,.349,.183,.39,.181,.164,.442,.31,.292,.0522
44,2021,12,24,.212,.296,.0138,.397,.48,.0704,.333,.177,.164,.404,.215,.045,.301
44,2021,12,31,-.238,-.15,-.335,-.0103,-.141,-.368,-.324,-.306,-.304,-.147,-.191,-.228,-.183
44,2022,1,7,.0549,.356,-.409,-.0974,.0722,.665,.991,.341,.288,.248,-.0519,-.248,-.148
44,2022,1,14,.267,1.08,.348,.448,-.0301,-.0736,.0516,.232,.247,.161,.267,.4,.101
44,2022,1,21,.315,.828,.234,.0584,.183,.133,.221,.616,.648,.142,.182,.185,.27
44,2022,1,28,.146,.631,.216,.2,.122,-.368,-.136,.00776,.0195,.101,.189,.273,.137
44,2022,2,4,.397,.391,.873,.104,.724,-.199,-.174,.139,.164,.61,.532,.408,.736
44,2022,2,11,.436,.983,.671,.32,.387,.102,.127,.348,.366,.491,.457,.438,.438
44,2022,2,18,.121,.614,.00643,.0447,.166,-.0861,-.155,-.0303,-.0202,.0722,.156,.213,.172
44,2022,2,25,.511,1.1,.344,.457,.239,.709,.897,.441,.404,.295,.523,.633,.718
44,2022,3,4,.522,.742,.308,.489,.588,1.38,1.93,.773,.659,.391,.391,.32,.612
44,2022,3,11,1.1,1.77,.767,.86,1.32,1.34,1.93,.88,.776,1.17,1.11,1.12,1.01
44,2022,3,18,.139,.923,.15,.659,-.0202,-.011,-.0798,.0219,.0301,.00613,.188,.315,.221
45,2021,3,26,.128,.,.,.,.,.,.334,.192,.179,.0272,.0654,.189,-.122
45,2021,4,2,-.00407,.,.,.,.,.,.246,.1,.0867,-.0678,-.0804,-.0548,-.174
45,2021,4,9,-.107,.,.,.,.,.,.00656,-.00687,-.00814,-.197,-.185,-.0763,-.408
45,2021,4,16,.0996,.,.,.,.,.,.413,.26,.246,-.0352,-.0246,.0446,-.159
45,2021,4,23,.316,.,.,.,.,.,.275,.374,.383,.397,.294,.171,.308
45,2021,4,30,.225,.,.,.,.,.,.164,.238,.245,.122,.19,.243,.247
45,2021,5,7,.182,.,.,.,.,.,.105,.188,.196,.174,.174,.195,.128
45,2021,5,14,.3,.,.,.,.,.,.302,.398,.407,.277,.217,.221,.0471
45,2021,5,21,.012,.,.,.,.,.,.0525,.0563,.0566,.0324,-.00739,-.0156,-.0945
45,2021,5,28,.0383,.,.,.,.,.,.207,.0809,.069,-.0276,.0192,.121,-.0958
45,2021,6,4,.432,.,.,.,.,.,.531,.885,.919,.126,.0895,.121,-.0844
45,2021,6,11,-.0427,.,.,.,.,.,-.0951,-.0423,-.0373,-.064,-.0485,-.015,-.0857
45,2021,6,18,.0584,.,.,.,.,.,.138,.0733,.0672,-.0172,.0608,.204,-.068
45,2021,6,25,.00979,.,.,.,.,.,.00328,.0246,.0266,-.048,.00393,.0881,-.0553
45,2021,7,2,.239,.,.,.,.,.,.321,.274,.27,.168,.225,.255,.305
45,2021,7,9,-.0949,.,.,.,.,.,-.00328,-.0683,-.0745,-.114,-.105,-.104,-.0844
45,2021,7,16,.205,.,.,.,.,.,.646,.311,.28,.132,.122,.209,-.11
45,2021,7,23,.0447,.,.,.,.,.,.0787,.0132,.00705,.0475,.0534,.119,-.0857
45,2021,7,30,.0344,.,.,.,.,.,.262,-.029,-.0565,.0702,.0706,.0978,.0079
45,2021,8,6,.0237,.,.,.,.,.,.298,.0917,.0721,.0149,-.0256,.022,-.246
45,2021,8,13,.0162,.,.,.,.,.,.197,.0617,.0489,-.107,-.0311,.0795,-.0882
45,2021,8,20,-.0332,.,.,.,.,.,.19,.0404,.0263,-.13,-.0915,-.021,-.155
45,2021,8,27,.0625,.,.,.,.,.,.22,.0181,-.00101,.0867,.0826,.151,-.0895
45,2021,9,3,-.0829,.,.,.,.,.,-.0197,-.0813,-.0872,-.144,-.111,-.036,-.199
45,2021,9,10,.0518,.,.,.,.,.,.193,.119,.112,.00921,-.000472,-.0172,.013
45,2021,9,17,.0815,.,.,.,.,.,.193,.0721,.0607,-.00969,.0411,.158,-.0983
45,2021,9,24,-.0615,.0102,.125,-.269,-.228,-.099,-.0721,.00276,.00984,-.0602,-.102,-.0833,-.258
45,2021,10,1,-.0395,.111,.451,-.261,-.124,-.151,-.148,-.0952,-.0903,.0361,-.0154,.00215,-.194
45,2021,10,8,.165,.26,.704,-.112,-.0484,.291,.357,.203,.188,.0749,.127,.233,.0193
45,2021,10,15,.167,.479,.619,-.0443,-.0919,.329,.252,.217,.214,.133,.119,.199,-.11
45,2021,10,22,.138,.289,.452,-.122,.0764,.102,.108,.114,.115,.21,.153,.0967,.137
45,2021,10,29,-.0364,.439,.497,-.19,-.313,-.0375,.0852,.000496,-.00752,-.124,-.0716,.0876,-.304
45,2021,11,5,-.0295,.0606,.244,-.317,-.158,.111,.197,.0345,.0191,-.00449,-.0785,-.057,-.327
45,2021,11,12,-.00396,.276,.529,-.108,-.187,-.0115,-.0623,-.0411,-.0391,-.00449,.00561,.0709,-.121
45,2021,11,19,.225,.59,.816,.0491,.0773,.0665,.22,.159,.153,.229,.264,.369,.109
45,2021,11,26,.0799,.382,.496,-.0584,-.0471,-.0978,-.125,-.0644,-.0587,.0985,.179,.323,.0534
45,2021,12,3,.143,.342,.369,-.0214,.131,.0724,.111,.037,.03,.139,.198,.203,.342
45,2021,12,10,.219,.675,.539,.00787,.179,.0594,.121,.23,.24,.195,.207,.228,.191
45,2021,12,17,.0526,.264,.191,-.103,-.151,-.0375,.0328,-.0434,-.0506,.00496,.122,.322,-.0338
45,2021,12,24,-.021,.154,.0971,-.212,-.121,-.0801,-.0361,-.0525,-.054,-.0272,-.00655,.0494,-.0831
45,2021,12,31,-.403,-.434,-.305,-.507,-.361,-.344,-.37,-.425,-.43,-.312,-.379,-.405,-.498
45,2022,1,7,-.125,.121,-.142,-.307,-.258,.16,.252,-.0876,-.12,-.0862,-.15,-.15,-.321
45,2022,1,14,.177,.73,.477,-.0399,-.0475,.104,.21,.073,.0601,.127,.232,.421,.0686
45,2022,1,21,.0696,.627,.354,-.144,-.161,.076,-.023,.0634,.0715,.0598,.0603,.153,-.156
45,2022,1,28,.217,.728,.797,.185,-.0528,-.0671,-.118,.0789,.0976,.233,.286,.438,.0711
45,2022,2,4,.239,.79,.932,-.0823,-.0151,.16,.108,.143,.147,.128,.278,.505,.144
45,2022,2,11,.352,1.17,1.28,.0285,.0422,.29,.364,.2,.184,.269,.43,.705,.214
45,2022,2,18,.168,.621,.478,-.0671,-.0622,.128,.0262,.111,.119,.152,.2,.336,.00664
45,2022,2,25,.482,1.22,1.18,.193,.124,.493,.577,.442,.429,.378,.497,.72,.291
45,2022,3,4,.306,.784,.709,.085,.102,.425,.426,.228,.209,.278,.351,.53,.127
45,2022,3,11,.571,1.44,.962,.288,.306,.719,.82,.506,.476,.494,.609,.87,.3
45,2022,3,18,.226,.951,.388,.0318,.0226,.249,.266,.155,.144,.145,.266,.452,.151
46,2021,3,26,.31,.,.,.,.,.,1.59,.376,.305,.0401,.293,.841,-.134
46,2021,4,2,.0791,.,.,.,.,.,.658,.149,.119,-.0946,.0163,.276,-.207
46,2021,4,9,.503,.,.,.,.,.,1.52,.793,.751,.269,.357,.694,-.0623
46,2021,4,16,.667,.,.,.,.,.,.838,1.23,1.25,.33,.371,.594,.0557
46,2021,4,23,.622,.,.,.,.,.,.153,.317,.326,.636,.843,1.27,.528
46,2021,4,30,.439,.,.,.,.,.,.405,.582,.592,.352,.377,.501,.207
46,2021,5,7,.296,.,.,.,.,.,1.2,.256,.201,.063,.331,.898,-.0951
46,2021,5,14,.597,.,.,.,.,.,1.67,.548,.483,.971,.693,.591,.246
46,2021,5,21,.288,.,.,.,.,.,1.09,.263,.215,.0602,.306,.598,.331
46,2021,5,28,.536,.,.,.,.,.,1.56,.615,.561,.33,.539,1.12,-.0426
46,2021,6,4,.266,.,.,.,.,.,.91,.321,.287,.0774,.236,.591,-.0492
46,2021,6,11,.233,.,.,.,.,.,.73,.277,.251,-.0458,.199,.623,-.0164
46,2021,6,18,.321,.,.,.,.,.,1.41,.394,.335,.123,.289,.609,.082
46,2021,6,25,.585,.,.,.,.,.,.91,.627,.611,.344,.542,1.08,.00984
46,2021,7,2,.519,.,.,.,.,.,.91,.564,.544,.441,.539,.884,.128
46,2021,7,9,.0288,.,.,.,.,.,.622,.0341,0,-.0544,.0317,.333,-.325
46,2021,7,16,.294,.,.,.,.,.,.874,.277,.243,-.0602,.316,.884,.134
46,2021,7,23,.137,.,.,.,.,.,.946,.161,.115,-.0573,.129,.537,-.193
46,2021,7,30,-.0997,.,.,.,.,.,.405,-.108,-.138,-.129,-.0925,.147,-.449
46,2021,8,6,.111,.,.,.,.,.,1.49,.135,.0565,-.1,.124,.544,-.134
46,2021,8,13,.0861,.,.,.,.,.,1.16,.0796,.0167,-.189,.0611,.598,-.351
46,2021,8,20,-.0508,.,.,.,.,.,.441,.0163,-.00837,-.138,-.0848,.137,-.37
46,2021,8,27,.173,.,.,.,.,.,.514,.246,.23,.0143,.144,.537,-.279
46,2021,9,3,.119,.,.,.,.,.,.946,.178,.134,-.0774,.097,.498,-.239
46,2021,9,10,.311,.,.,.,.,.,.766,.165,.13,.556,.458,.333,.462
46,2021,9,17,.288,.,.,.,.,.,1.41,.295,.23,.278,.242,.483,-.285
46,2021,9,24,.152,.185,.341,.277,-.0954,.0779,.874,.147,.105,-.00573,.12,.469,-.233
46,2021,10,1,.243,.161,.427,.437,.115,.156,.73,.171,.138,.0946,.294,.669,.0623
46,2021,10,8,.517,.443,.747,.598,.292,.468,1.31,.469,.421,.284,.504,.834,.403
46,2021,10,15,.466,.771,1.25,.749,-.0233,.455,1.31,.471,.423,.146,.466,1.09,.0557
46,2021,10,22,.445,.314,.692,.551,.641,.0779,.514,.396,.389,.636,.523,.648,.0361
46,2021,10,29,.0847,.0909,.333,.163,-.17,-.0649,.369,.117,.103,-.0458,.0688,.455,-.377
46,2021,11,5,.532,-.0264,.209,.135,.446,.221,.261,.77,.799,.65,.444,.519,-.167
46,2021,11,12,.175,1.11,.162,.173,.046,.351,.91,.24,.201,.115,.0739,.13,-.121
46,2021,11,19,.502,.501,.754,.485,.428,.143,.658,.23,.205,.418,.673,1.22,.246
46,2021,11,26,.264,.701,.216,.362,.193,.247,.91,.234,.195,.198,.231,.523,-.226
46,2021,12,3,.18,.537,.255,-.026,.219,.701,1.38,.228,.161,.195,.171,.215,.0361
46,2021,12,10,-.0382,-.00293,.404,-.0733,-.0687,-.221,.153,-.106,-.121,-.109,-.0208,.18,-.187
46,2021,12,17,.121,.0557,.0136,-.281,.289,-.026,.261,.0914,.0816,.284,.166,.14,-.0557
46,2021,12,24,.00925,.736,-.142,-.0355,-.058,-.026,.73,-.0371,-.0816,.112,.0432,.14,-.292
46,2021,12,31,-.404,-.273,-.462,-.48,-.376,-.338,-.0991,-.425,-.444,-.444,-.4,-.26,-.554
46,2022,1,7,.0602,1.01,-.314,-.225,-.266,.584,.946,.131,.0837,.249,.065,.0331,-.298
46,2022,1,14,.345,.63,.224,.333,.393,.026,.946,.333,.297,.407,.363,.519,-.023
46,2022,1,21,.15,.795,.209,-.0922,.102,-.143,-.0631,.133,.144,.0172,.101,.308,-.0885
46,2022,1,28,.289,.63,.63,.57,.201,-.312,.0811,.103,.105,.272,.375,.766,-.108
46,2022,2,4,.169,.619,.0994,-.234,.446,.169,.586,.0855,.0565,.281,.225,.34,-.115
46,2022,2,11,.352,.548,.895,.267,.161,.377,.838,.384,.358,.287,.331,.641,-.134
46,2022,2,18,.152,.548,.0838,.0591,.0594,.442,.766,.105,.0669,.129,.179,.433,-.174
46,2022,2,25,.351,1.84,.396,.522,.123,.286,.982,.352,.316,.309,.322,.598,-.154
46,2022,3,4,.425,.677,.715,.513,.19,.571,1.56,.416,.349,.192,.373,.816,-.023
46,2022,3,11,.998,1.32,.404,.844,1,1.59,1.93,1.33,1.25,.828,.807,1.06,.292
46,2022,3,18,.138,1.06,.0136,.371,-.0847,.117,.766,.0756,.0356,.0888,.198,.562,-.22
47,2021,3,26,.193,.,.,.,.,.,.704,.423,.4,.0537,.0265,.0741,-.195
47,2021,4,2,.0144,.,.,.,.,.,.567,.222,.193,-.0999,-.142,-.136,-.29
47,2021,4,9,.292,.,.,.,.,.,.802,.589,.572,.207,.11,-.0209,.2
47,2021,4,16,.406,.,.,.,.,.,.732,.785,.789,.204,.156,.153,.0201
47,2021,4,23,.131,.,.,.,.,.,.443,.328,.318,.0465,-.017,-.0619,-.0749
47,2021,4,30,.0706,.,.,.,.,.,.177,.157,.155,-.0395,-.00308,.0788,-.135
47,2021,5,7,.135,.,.,.,.,.,.295,.217,.211,.0575,.0491,.0783,-.0625
47,2021,5,14,.166,.,.,.,.,.,.373,.386,.387,.097,.00535,-.04,-.137
47,2021,5,21,-.0189,.,.,.,.,.,.291,.156,.145,-.0981,-.148,-.169,-.239
47,2021,5,28,-.00931,.,.,.,.,.,.171,.106,.101,-.0439,-.0944,-.0999,-.23
47,2021,6,4,.0251,.,.,.,.,.,.395,.166,.146,-.0621,-.0731,-.0661,-.127
47,2021,6,11,.111,.,.,.,.,.,.565,.277,.253,-.0103,-.012,.00896,-.0788
47,2021,6,18,.00665,.,.,.,.,.,.129,.118,.117,-.00539,-.0783,-.113,-.195
47,2021,6,25,.0702,.,.,.,.,.,.277,.18,.172,.00899,-.0164,.00321,-.151
47,2021,7,2,.046,.,.,.,.,.,.245,.168,.161,-.0555,-.0525,-.0122,-.162
47,2021,7,9,-.101,.,.,.,.,.,.153,.0362,.0265,-.18,-.205,-.206,-.276
47,2021,7,16,.182,.,.,.,.,.,.613,.388,.37,.0796,.0464,.0566,-.0834
47,2021,7,23,-.0444,.,.,.,.,.,.234,.0766,.0636,-.0996,-.143,-.149,-.255
47,2021,7,30,.0596,.,.,.,.,.,.454,.212,.192,.0193,-.0467,-.0499,-.236
47,2021,8,6,.116,.,.,.,.,.,.652,.368,.344,-.0141,-.047,-.023,-.217
47,2021,8,13,-.000994,.,.,.,.,.,.371,.178,.162,-.087,-.12,-.102,-.271
47,2021,8,20,-.019,.,.,.,.,.,.38,.179,.162,-.0829,-.153,-.188,-.264
47,2021,8,27,.0907,.,.,.,.,.,.275,.206,.201,.0272,-.00596,-.00805,-.0996
47,2021,9,3,-.0343,.,.,.,.,.,.297,.136,.123,-.137,-.167,-.165,-.266
47,2021,9,10,.0559,.,.,.,.,.,.273,.231,.227,-.048,-.0763,-.0973,-.0996
47,2021,9,17,.0481,.,.,.,.,.,.478,.198,.175,-.0493,-.0824,-.0606,-.246
47,2021,9,24,.0683,.103,.0233,-.129,-.197,.0248,.221,.24,.242,-.0958,-.0633,-.007,-.132
47,2021,10,1,.0498,.116,-.0732,-.192,.0158,-.165,.00109,.124,.134,.047,-.0203,-.079,-.0494
47,2021,10,8,.176,.198,.727,-.13,-.00237,.22,.576,.373,.356,.103,.0271,.0147,-.164
47,2021,10,15,.165,.303,.309,-.167,-.0655,.0696,.193,.332,.344,.104,.0304,.0194,-.16
47,2021,10,22,.222,.434,.363,-.0778,-.0223,.0788,.297,.377,.384,.203,.112,.108,-.15
47,2021,10,29,.087,.379,-.0378,-.132,-.0697,-.0133,.214,.274,.279,.0909,-.0415,-.104,-.256
47,2021,11,5,.072,.179,.0812,-.182,-.124,.239,.552,.228,.202,-.00796,-.0444,-.0376,-.174
47,2021,11,12,.0261,.216,.049,-.148,-.0261,-.0173,.0751,.0935,.095,-.0257,-.0358,-.0303,-.0826
47,2021,11,19,.168,.317,.309,-.0291,.035,.0801,.356,.214,.202,.153,.129,.153,-.0131
47,2021,11,26,.0744,.135,.121,-.0743,-.0081,.0117,.0838,.0983,.0995,.0436,.0322,.0375,-.0178
47,2021,12,3,.0493,.177,.147,-.179,-.0951,.178,.31,.177,.166,-.0544,-.0509,-.0575,-.0208
47,2021,12,10,.0482,.469,.272,-.0279,-.158,.0466,.31,.137,.123,-.00745,-.0237,.0234,-.212
47,2021,12,17,.144,.206,.625,-.0754,-.106,.13,.393,.23,.216,.0372,.0642,.14,-.078
47,2021,12,24,-.0865,.0216,.134,-.212,-.298,-.0844,.145,.0151,.00429,-.159,-.167,-.136,-.286
47,2021,12,31,-.245,-.411,-.00804,-.364,-.335,-.224,.123,-.147,-.17,-.22,-.304,-.334,-.463
47,2022,1,7,-.0824,.00649,-.045,-.296,-.2,.124,.476,.0339,-.00276,-.0683,-.165,-.223,-.283
47,2022,1,14,.17,.67,.203,.0549,-.0123,.0518,.317,.189,.179,.0896,.128,.22,-.027
47,2022,1,21,.00879,.283,.0748,-.109,-.177,-.112,.112,.0543,.0495,-.0164,-.0277,.0364,-.251
47,2022,1,28,.222,.587,.415,.00382,.0303,-.0522,.0642,.214,.227,.214,.201,.253,.00463
47,2022,2,4,.27,.574,.576,-.0367,.214,.162,.262,.301,.304,.3,.231,.206,.1
47,2022,2,11,.56,.897,.77,.207,.342,.501,.739,.745,.746,.448,.429,.444,.327
47,2022,2,18,.375,.558,.731,-.0296,.162,.461,.721,.602,.592,.226,.207,.214,.13
47,2022,2,25,.446,.978,.651,.185,.166,.408,.591,.55,.547,.373,.359,.421,.131
47,2022,3,4,.32,.59,.429,.022,.297,.455,.924,.383,.338,.372,.264,.208,.102
47,2022,3,11,.467,.803,.608,.212,.323,.429,.802,.515,.491,.438,.416,.454,.236
47,2022,3,18,.3,.741,.37,.175,.0694,.328,.576,.383,.367,.189,.233,.327,.0896
48,2021,3,26,.126,.,.,.,.,.,.396,.28,.268,.184,.0443,-.0559,.0286
48,2021,4,2,.0627,.,.,.,.,.,.445,.23,.209,.118,-.0246,-.135,-.00679
48,2021,4,9,-.0514,.,.,.,.,.,.194,.129,.122,-.0024,-.142,-.25,-.122
48,2021,4,16,.224,.,.,.,.,.,.638,.449,.431,.211,.11,.0447,.0681
48,2021,4,23,.117,.,.,.,.,.,.363,.323,.319,.154,.013,-.12,.129
48,2021,4,30,.1,.,.,.,.,.,.138,.161,.163,.141,.0728,.0129,.113
48,2021,5,7,.193,.,.,.,.,.,.228,.214,.212,.284,.185,.102,.227
48,2021,5,14,.205,.,.,.,.,.,.402,.371,.368,.253,.117,.0146,.125
48,2021,5,21,-.045,.,.,.,.,.,.212,.0809,.0682,-.0512,-.115,-.169,-.0887
48,2021,5,28,.0651,.,.,.,.,.,.322,.167,.152,.117,.0228,-.0492,.0316
48,2021,6,4,.0163,.,.,.,.,.,.201,.102,.0927,.0503,-.0221,-.0809,-.000999
48,2021,6,11,.147,.,.,.,.,.,.242,.276,.279,.176,.0883,.0137,.129
48,2021,6,18,.0862,.,.,.,.,.,.211,.275,.281,.106,-.00536,-.0947,.023
48,2021,6,25,.0232,.,.,.,.,.,.084,.0942,.0952,.0774,-.00811,-.0727,-.0038
48,2021,7,2,.0364,.,.,.,.,.,.105,.0913,.09,.118,.00856,-.0792,.0366
48,2021,7,9,-.101,.,.,.,.,.,-.0738,-.0724,-.0722,-.0451,-.115,-.167,-.114
48,2021,7,16,.204,.,.,.,.,.,.527,.322,.303,.237,.156,.096,.155
48,2021,7,23,.116,.,.,.,.,.,.362,.167,.149,.201,.0953,.0278,.0486
48,2021,7,30,.0551,.,.,.,.,.,.304,.128,.111,.137,.0293,-.0398,-.0162
48,2021,8,6,.171,.,.,.,.,.,.486,.3,.282,.267,.113,.00673,.0803
48,2021,8,13,-.000846,.,.,.,.,.,.2,.102,.0923,.018,-.047,-.0908,-.0659
48,2021,8,20,.106,.,.,.,.,.,.891,.304,.248,.117,.00392,-.0761,-.0128
48,2021,8,27,.156,.,.,.,.,.,.624,.331,.302,.182,.0701,-.0133,.0703
48,2021,9,3,.0785,.,.,.,.,.,.465,.236,.214,.0666,-.00674,-.0502,-.0529
48,2021,9,10,.0256,.,.,.,.,.,.413,.218,.2,.0433,-.0762,-.182,-.004
48,2021,9,17,.0397,.,.,.,.,.,.348,.151,.132,.081,-.0292,-.0986,-.0815
48,2021,9,24,.0763,.106,.0413,-.125,.0921,-.0146,.277,.183,.174,.0723,.0193,-.019,.0148
48,2021,10,1,.132,.17,.145,-.0896,.263,-.0107,.21,.191,.189,.169,.0888,.019,.132
48,2021,10,8,.117,.245,.127,-.0589,.165,.23,.53,.25,.223,.135,.0436,-.0238,.0412
48,2021,10,15,.2,.32,.206,-.0412,.318,.371,.568,.353,.332,.231,.112,.0127,.16
48,2021,10,22,.151,.296,.16,-.0979,.242,.227,.281,.276,.275,.188,.0849,.00161,.112
48,2021,10,29,.0336,.0797,.138,-.117,.125,.0391,.224,.0887,.0756,.0964,.0105,-.0403,-.0438
48,2021,11,5,.0447,.0391,.0831,-.167,.0544,.186,.398,.161,.138,.0901,-.0112,-.0805,-.036
48,2021,11,12,.0712,.118,.0845,-.123,.187,.173,.378,.171,.151,.138,.025,-.0734,.0851
48,2021,11,19,.157,.232,.195,-.0433,.26,.326,.556,.228,.197,.216,.117,.0254,.195
48,2021,11,26,.107,.113,.178,-.0886,.335,.0613,.198,.0981,.0884,.132,.105,.0474,.263
48,2021,12,3,.11,.08,.125,-.0773,.268,.25,.451,.193,.168,.137,.0596,-.0386,.229
48,2021,12,10,.215,.263,.307,.00342,.342,.265,.424,.313,.302,.315,.174,.06,.213
48,2021,12,17,.244,.261,.174,.00436,.283,.311,.582,.306,.28,.257,.217,.189,.213
48,2021,12,24,.0558,.1,.0394,-.142,.206,.101,.314,.098,.077,.115,.0319,-.0628,.171
48,2021,12,31,-.214,-.332,-.172,-.371,-.0271,-.15,-.02,-.154,-.167,-.0956,-.233,-.332,-.249
48,2022,1,7,-.022,-.0836,-.0968,-.241,.128,.168,.471,.13,.0969,.0776,-.097,-.232,-.0743
48,2022,1,14,.223,.44,.318,.0614,.228,.246,.572,.275,.246,.235,.192,.155,.216
48,2022,1,21,.0764,.147,.152,-.0734,.0932,.0802,.282,.133,.119,.122,.0462,-.011,.0494
48,2022,1,28,.284,.386,.51,.14,.321,.125,.252,.285,.289,.323,.275,.222,.346
48,2022,2,4,.285,.355,.337,.102,.399,.198,.392,.401,.402,.315,.206,.0987,.318
48,2022,2,11,.396,.488,.549,.119,.479,.497,.667,.43,.407,.458,.387,.337,.38
48,2022,2,18,.146,.419,.203,-.13,.244,.376,.498,.214,.187,.134,.108,.0717,.176
48,2022,2,25,.424,.727,.651,.116,.501,.471,.697,.456,.433,.45,.412,.37,.466
48,2022,3,4,.554,.615,.651,.267,.644,.964,1.46,.74,.671,.566,.465,.365,.569
48,2022,3,11,.378,.514,.326,.15,.488,.517,.842,.461,.424,.377,.339,.283,.456
48,2022,3,18,.318,.556,.241,.108,.377,.442,.648,.366,.339,.394,.296,.212,.343
49,2021,3,26,.322,.,.,.,.,.,.443,.402,.398,.158,.248,.359,.0905
49,2021,4,2,.245,.,.,.,.,.,.547,.444,.434,.0692,.0959,.123,.0716
49,2021,4,9,.255,.,.,.,.,.,.637,.454,.437,.0521,.131,.175,.211
49,2021,4,16,.216,.,.,.,.,.,.375,.361,.36,.054,.104,.163,.0253
49,2021,4,23,.206,.,.,.,.,.,.375,.258,.247,.155,.158,.164,.139
49,2021,4,30,.217,.,.,.,.,.,.182,.249,.256,.0464,.171,.258,.229
49,2021,5,7,.482,.,.,.,.,.,.678,.542,.529,.326,.434,.534,.375
49,2021,5,14,.397,.,.,.,.,.,.741,.486,.462,.235,.329,.413,.295
49,2021,5,21,.257,.,.,.,.,.,.583,.374,.355,.0812,.165,.203,.284
49,2021,5,28,.233,.,.,.,.,.,.434,.267,.251,.0838,.215,.318,.225
49,2021,6,4,.308,.,.,.,.,.,.741,.45,.423,.146,.209,.244,.276
49,2021,6,11,.235,.,.,.,.,.,.384,.309,.302,.0521,.18,.275,.211
49,2021,6,18,.168,.,.,.,.,.,.272,.263,.262,.0185,.0921,.148,.105
49,2021,6,25,.238,.,.,.,.,.,.141,.265,.277,.172,.211,.232,.253
49,2021,7,2,.303,.,.,.,.,.,.47,.377,.368,.265,.243,.225,.242
49,2021,7,9,.0586,.,.,.,.,.,.118,.0247,.0159,.0648,.0724,.0722,.0989
49,2021,7,16,.257,.,.,.,.,.,.448,.316,.304,.157,.199,.227,.223
