year,month,day,new_case_count,case_count,new_death_count,death_count,new_test_count,test_count,new_vaccine_count,vaccine_count,new_fullvaccine_count,fullvaccine_count,new_booster_first_count,booster_first_count,hospitalized_count,new_case_rate,case_rate,new_death_rate,death_rate,new_test_rate,test_rate,new_vaccine_rate,vaccine_rate,new_fullvaccine_rate,fullvaccine_rate,new_booster_first_rate,booster_first_rate,hospitalized_rate
2022,4,18,37248,79879077,470,981916,597005,915848907,92520,252215876,80091,215086715,102914,97670851,14642,11.3,24336,.143,299,182,279018,.0282,76.8,.0244,65.5,.0314,29.8,4.46
2022,4,19,40208,79919284,450,982366,266858,916178094,88195,252278625,75849,215143868,99667,97756060,14700,12.2,24348,.137,299,81.3,279119,.0269,76.9,.0231,65.5,.0304,29.8,4.48
2022,4,20,41348,79960632,396,982762,747218,916873657,78204,252333128,68604,215193994,90470,97823904,14807,12.6,24360,.121,299,228,279331,.0238,76.9,.0209,65.6,.0276,29.8,4.51
2022,4,21,41316,80001947,377,983139,622210,917445218,80975,252453236,72315,215305127,93570,97962786,14929,12.6,24373,.115,300,190,279505,.0247,76.9,.022,65.6,.0285,29.8,4.55
2022,4,22,43560,80045508,344,983483,660809,918106021,76451,252498293,67624,215352080,87236,98044662,15042,13.3,24386,.105,300,201,279706,.0233,76.9,.0206,65.6,.0266,29.9,4.58
2022,4,23,44064,80089572,352,983835,650894,918756910,67847,252580604,61303,215423437,83846,98143444,15243,13.4,24400,.107,300,198,279904,.0207,77,.0187,65.6,.0255,29.9,4.64
2022,4,24,44331,80133903,354,984188,657204,919414112,69659,252646492,62463,215480773,84900,98220298,15440,13.5,24413,.108,300,200,280105,.0212,77,.019,65.6,.0259,29.9,4.7
2022,4,25,46250,80180153,359,984547,643878,920057989,70271,252686973,62790,215512792,84833,98264680,15678,14.1,24427,.109,300,196,280301,.0214,77,.0191,65.7,.0258,29.9,4.78
2022,4,26,46867,80227020,338,984885,666978,920724974,69119,252741688,61790,215562960,88930,98378573,15941,14.3,24442,.103,300,203,280504,.0211,77,.0188,65.7,.0271,30,4.86
2022,4,27,49850,80276871,346,985231,626172,921351147,71141,252809405,63269,215622501,91172,98462108,16224,15.2,24457,.105,300,191,280695,.0217,77,.0193,65.7,.0278,30,4.94
2022,4,28,51812,80328683,343,985574,640801,921991939,64415,252881479,56884,215688084,84615,98555088,16478,15.8,24473,.104,300,195,280890,.0196,77,.0173,65.7,.0258,30,5.02
2022,4,29,53712,80382395,332,985906,689641,922681585,66918,252947381,58029,215746246,86287,98648673,16684,16.4,24489,.101,300,210,281100,.0204,77.1,.0177,65.7,.0263,30.1,5.08
2022,4,30,54097,80436491,330,986236,697887,923379482,65660,253020998,57022,215810659,84695,98736306,16868,16.5,24505,.101,300,213,281313,.02,77.1,.0174,65.7,.0258,30.1,5.14
2022,5,1,54358,80490848,329,986565,694922,924074412,64325,253078508,56288,215863622,83724,98806369,17074,16.6,24522,.1,301,212,281524,.0196,77.1,.0171,65.8,.0255,30.1,5.2
2022,5,2,57289,80548138,333,986898,698847,924773244,65315,253126045,58563,215911664,85145,98860696,17284,17.5,24539,.101,301,213,281737,.0199,77.1,.0178,65.8,.0259,30.1,5.27
2022,5,3,59359,80607497,383,987281,709604,925482855,68190,253200804,61485,215982214,83728,98964666,17492,18.1,24558,.117,301,216,281954,.0208,77.1,.0187,65.8,.0255,30.2,5.33
2022,5,4,61673,80669170,564,987845,766081,926248930,66529,253257737,60299,216034231,81636,99033557,17691,18.8,24576,.172,301,233,282187,.0203,77.2,.0184,65.8,.0249,30.2,5.39
2022,5,5,64281,80733450,596,988441,731063,926979999,67346,253335510,61080,216105190,83875,99142210,17904,19.6,24596,.181,301,223,282410,.0205,77.2,.0186,65.8,.0256,30.2,5.45
2022,5,6,65966,80799417,600,989041,435162,927415158,65331,253368974,60302,216152553,82321,99224921,18158,20.1,24616,.183,301,133,282542,.0199,77.2,.0184,65.9,.0251,30.2,5.53
2022,5,7,67057,80866474,602,989643,407742,927822902,66991,253452574,61330,216222582,82326,99312588,18460,20.4,24636,.183,302,124,282666,.0204,77.2,.0187,65.9,.0251,30.3,5.62
2022,5,8,67286,80933759,601,990244,385795,928208692,66119,253503312,60090,216266218,80491,99369805,18755,20.5,24657,.183,302,118,282784,.0201,77.2,.0183,65.9,.0245,30.3,5.71
2022,5,9,68911,81002670,594,990839,328831,928537528,63860,253535023,56879,216291789,78713,99411690,18999,21,24678,.181,302,100,282884,.0195,77.2,.0173,65.9,.024,30.3,5.79
2022,5,10,72412,81075082,543,991382,541798,930149997,62879,253598145,55754,216350376,76251,99496412,19284,22.1,24700,.165,302,165,283375,.0192,77.3,.017,65.9,.0232,30.3,5.88
2022,5,11,80790,81155872,347,991728,505384,931247776,62608,253651537,57446,216413276,77308,99572703,19585,24.6,24725,.106,302,154,283710,.0191,77.3,.0175,65.9,.0236,30.3,5.97
2022,5,12,83865,81239736,301,992030,541022,932381208,62522,253073261,72028,216585239,141471,100130500,19925,25.5,24750,.0918,302,165,284055,.019,77.1,.0219,66,.0431,30.5,6.07
2022,5,13,86788,81326524,297,992327,818847,933140040,62111,253103950,70989,216626108,141455,100213109,20381,26.4,24777,.0905,302,249,284286,.0189,77.1,.0216,66,.0431,30.5,6.21
2022,5,14,86213,81412738,290,992617,768718,933836759,59097,253168837,69213,216685237,140833,100296421,20825,26.3,24803,.0884,302,234,284499,.018,77.1,.0211,66,.0429,30.6,6.34
2022,5,15,86208,81498946,291,992907,783738,934548485,57392,253209288,67911,216720675,140293,100349862,21397,26.3,24829,.0886,302,239,284715,.0175,77.1,.0207,66,.0427,30.6,6.52
2022,5,16,92198,81591144,290,993197,859087,935339004,56243,253233397,67196,216741308,138791,100381233,21964,28.1,24857,.0883,303,262,284956,.0171,77.1,.0205,66,.0423,30.6,6.69
2022,5,17,97986,81689131,296,993494,784681,936123671,56413,253302360,66991,216802441,139561,100473340,22484,29.9,24887,.0903,303,239,285195,.0172,77.2,.0204,66.1,.0425,30.6,6.85
2022,5,18,99213,81788344,298,993792,808090,936931762,58115,253367247,66050,216858661,139613,100549994,23023,30.2,24917,.0908,303,246,285441,.0177,77.2,.0201,66.1,.0425,30.6,7.01
2022,5,19,99988,81888332,302,994094,799155,937730924,56439,253431471,51461,216929756,71800,100633100,23527,30.5,24948,.0921,303,243,285685,.0172,77.2,.0157,66.1,.0219,30.7,7.17
2022,5,20,103377,81991709,299,994393,844860,938575787,55147,253391279,50603,216928460,70870,100698104,23952,31.5,24979,.091,303,257,285942,.0168,77.2,.0154,66.1,.0216,30.7,7.3
2022,5,21,105029,82096738,307,994700,863125,939438912,55574,253459326,51522,216994276,73346,100798972,24359,32,25011,.0936,303,263,286205,.0169,77.2,.0157,66.1,.0223,30.7,7.42
2022,5,22,105876,82202614,310,995010,841045,940279951,56016,253502438,51557,217029733,73965,100856639,24655,32.3,25043,.0945,303,256,286462,.0171,77.2,.0157,66.1,.0225,30.7,7.51
2022,5,23,103581,82306194,300,995310,800979,941080930,56031,253526646,51369,217049039,74804,100893729,25012,31.6,25075,.0914,303,244,286706,.0171,77.2,.0156,66.1,.0228,30.7,7.62
2022,5,24,103292,82409487,328,995638,766739,941847685,57569,253606343,52148,217115583,78993,101014880,25333,31.5,25107,.1,303,234,286939,.0175,77.3,.0159,66.1,.0241,30.8,7.72
2022,5,25,105495,82514982,360,995998,748673,942596343,56034,253661336,50902,217164091,79960,101098376,25645,32.1,25139,.11,303,228,287167,.0171,77.3,.0155,66.2,.0244,30.8,7.81
2022,5,26,106156,82621137,351,996349,838274,943434631,58487,253742083,51789,217240915,84124,101210320,25925,32.3,25171,.107,304,255,287423,.0178,77.3,.0158,66.2,.0256,30.8,7.9
2022,5,27,106291,82727429,380,996729,837327,944271955,59791,253809687,53301,217301436,88152,101314848,26174,32.4,25203,.116,304,255,287678,.0182,77.3,.0162,66.2,.0269,30.9,7.97
2022,5,28,102882,82830310,368,997097,815872,945087832,58069,253865673,50745,217349363,86414,101403541,26352,31.3,25235,.112,304,249,287926,.0177,77.3,.0155,66.2,.0263,30.9,8.03
2022,5,29,101062,82931373,363,997459,791284,945879117,55942,253893898,49058,217373015,85466,101454579,26566,30.8,25266,.11,304,241,288167,.017,77.4,.0149,66.2,.026,30.9,8.09
2022,5,30,86731,83018104,330,997790,737972,946617072,54862,253910548,48280,217386877,85136,101489355,26719,26.4,25292,.101,304,225,288392,.0167,77.4,.0147,66.2,.0259,30.9,8.14
2022,5,31,93860,83111964,307,998096,754824,947371903,46099,253928932,40861,217401502,72168,101519756,26991,28.6,25321,.0934,304,230,288622,.014,77.4,.0124,66.2,.022,30.9,8.22
2022,6,1,98991,83210955,277,998373,782190,948154094,47898,253996623,42111,217458870,75737,101628533,27327,30.2,25351,.0843,304,238,288860,.0146,77.4,.0128,66.3,.0231,31,8.33
2022,6,2,97444,83308400,281,998654,678083,948832178,45163,254025266,38938,217513481,74692,101733167,27669,29.7,25380,.0857,304,207,289067,.0138,77.4,.0119,66.3,.0228,31,8.43
2022,6,3,97656,83406056,253,998907,635718,949467887,43332,254020514,37168,217517197,72080,101802148,27961,29.8,25410,.077,304,194,289261,.0132,77.4,.0113,66.3,.022,31,8.52
2022,6,4,101945,83508000,276,999183,661299,950129196,44405,254084143,37862,217569774,72632,101894615,28230,31.1,25441,.084,304,201,289462,.0135,77.4,.0115,66.3,.0221,31,8.6
2022,6,5,102969,83610969,278,999460,666499,950795686,45029,254116294,38435,217597123,74039,101954822,28457,31.4,25473,.0846,304,203,289665,.0137,77.4,.0117,66.3,.0226,31.1,8.67
2022,6,6,117904,83728875,320,999780,743348,951539039,45485,254136052,38571,217611783,73775,101987289,28698,35.9,25508,.0975,305,226,289892,.0139,77.4,.0118,66.3,.0225,31.1,8.74
2022,6,7,112307,83841181,332,1000112,720491,952259529,52089,254200206,43882,217663391,84139,102089885,28837,34.2,25543,.101,305,220,290111,.0159,77.4,.0134,66.3,.0256,31.1,8.79
2022,6,8,106395,83947575,396,1000509,693539,952953053,50878,254215138,42897,217670490,78923,102149757,28911,32.4,25575,.121,305,211,290322,.0155,77.4,.0131,66.3,.024,31.1,8.81
2022,6,9,106814,84054389,392,1000901,708471,953661527,49376,254186071,43081,217703751,79554,102241826,28977,32.5,25608,.119,305,216,290538,.015,77.4,.0131,66.3,.0242,31.1,8.83
2022,6,10,106386,84160774,388,1001289,739010,954400549,49754,254227911,43355,217742911,80743,102332249,29050,32.4,25640,.118,305,225,290763,.0152,77.5,.0132,66.3,.0246,31.2,8.85
2022,6,11,105530,84266306,379,1001667,730791,955131333,48729,254284588,42627,217790631,79361,102415312,29183,32.2,25672,.115,305,223,290986,.0148,77.5,.013,66.4,.0242,31.2,8.89
2022,6,12,105883,84372188,378,1002046,741580,955872926,48524,254315257,42353,217815946,78446,102469150,29291,32.3,25704,.115,305,226,291212,.0148,77.5,.0129,66.4,.0239,31.2,8.92
2022,6,13,104262,84476450,371,1002417,703856,956576772,48069,254331802,42070,217828565,77803,102497019,29411,31.8,25736,.113,305,214,291426,.0146,77.5,.0128,66.4,.0237,31.2,8.96
2022,6,14,103225,84579675,366,1002783,2343653,958920427,45352,254377045,40393,217868538,74053,102573739,29519,31.4,25768,.112,306,714,292140,.0138,77.5,.0123,66.4,.0226,31.2,8.99
2022,6,15,102143,84681818,311,1003094,2347314,961267743,51133,254475742,49478,217982487,84542,102719968,29601,31.1,25799,.0947,306,715,292856,.0156,77.5,.0151,66.4,.0258,31.3,9.02
2022,6,16,100603,84782421,310,1003404,2346574,963614316,50839,254524984,47273,218023023,79164,102791204,29667,30.6,25829,.0944,306,715,293570,.0155,77.5,.0144,66.4,.0241,31.3,9.04
2022,6,17,97821,84880243,300,1003704,2303803,965918115,48559,254562183,45210,218055598,74333,102852582,29757,29.8,25859,.0914,306,702,294272,.0148,77.6,.0138,66.4,.0226,31.3,9.07
2022,6,18,94879,84975122,285,1003989,2302866,968220976,46552,254599381,43545,218088170,71234,102913951,29782,28.9,25888,.0869,306,702,294974,.0142,77.6,.0133,66.4,.0217,31.4,9.07
2022,6,19,93997,85069118,286,1004275,2303084,970524064,48306,254636588,45116,218120754,72313,102975340,29859,28.6,25917,.0871,306,702,295676,.0147,77.6,.0137,66.5,.022,31.4,9.1
2022,6,20,83875,85152993,260,1004536,2295516,972819590,52543,254673768,48920,218153314,77098,103036703,29985,25.6,25942,.0793,306,699,296375,.016,77.6,.0149,66.5,.0235,31.4,9.14
2022,6,21,94448,85247442,278,1004814,618325,973437924,53294,254710975,49289,218185893,74906,103098082,30095,28.8,25971,.0848,306,188,296563,.0162,77.6,.015,66.5,.0228,31.4,9.17
2022,6,22,94626,85342067,296,1005110,604398,974042325,43109,254748165,36410,218218461,62783,103159450,30260,28.8,26000,.0901,306,184,296747,.0131,77.6,.0111,66.5,.0191,31.4,9.22
2022,6,23,96108,85438175,319,1005429,606811,974649138,44056,254822239,32786,218239126,73950,103308855,30467,29.3,26029,.0971,306,185,296932,.0134,77.6,.00999,66.5,.0225,31.5,9.28
2022,6,24,101579,85539754,345,1005774,593162,975242292,49185,254896311,32440,218259789,86525,103458255,30700,30.9,26060,.105,306,181,297113,.015,77.7,.00988,66.5,.0264,31.5,9.35
2022,6,25,106086,85645841,366,1006140,604865,975847161,54314,254970385,32094,218280454,99101,103607660,31033,32.3,26092,.111,307,184,297297,.0165,77.7,.00978,66.5,.0302,31.6,9.45
2022,6,26,106970,85752811,363,1006503,600358,976447522,59443,255044459,31746,218301118,111674,103757059,31382,32.6,26125,.111,307,183,297480,.0181,77.7,.00967,66.5,.034,31.6,9.56
2022,6,27,118184,85870995,390,1006893,632904,977080428,64574,255118533,31402,218321783,124252,103906464,31724,36,26161,.119,307,193,297673,.0197,77.7,.00957,66.5,.0379,31.7,9.66
2022,6,28,105646,85976641,386,1007279,614393,977694802,69702,255192605,31055,218342446,136826,104055864,32101,32.2,26193,.118,307,187,297860,.0212,77.7,.00946,66.5,.0417,31.7,9.78
2022,6,29,109026,86085667,374,1007652,606238,978301044,74833,255266679,24712,218363111,149403,104205269,32436,33.2,26226,.114,307,185,298045,.0228,77.8,.00753,66.5,.0455,31.7,9.88
2022,6,30,110171,86195838,367,1008019,600695,978901741,73271,255318410,30497,218388776,134756,104252150,32754,33.6,26260,.112,307,183,298228,.0223,77.8,.00929,66.5,.0411,31.8,9.98
2022,7,1,109819,86305657,371,1008390,572942,979474675,69682,255370145,29836,218414444,120111,104299031,33094,33.5,26294,.113,307,175,298402,.0212,77.8,.00909,66.5,.0366,31.8,10.1
2022,7,2,104868,86410524,350,1008740,563803,980038485,66092,255421876,29172,218440109,105465,104345912,33387,31.9,26325,.107,307,172,298574,.0201,77.8,.00889,66.5,.0321,31.8,10.2
2022,7,3,103532,86514055,350,1009090,550218,980588694,62501,255473606,28509,218465775,90820,104392800,33655,31.5,26357,.107,307,168,298742,.019,77.8,.00869,66.6,.0277,31.8,10.3
2022,7,4,89926,86603981,319,1009409,506732,981095423,58911,255525337,27846,218491440,76174,104439681,33891,27.4,26384,.0973,308,154,298896,.0179,77.8,.00848,66.6,.0232,31.8,10.3
2022,7,5,98394,86702376,304,1009713,515739,981611164,55322,255577072,27184,218517108,61528,104486562,34241,30,26414,.0926,308,157,299053,.0169,77.9,.00828,66.6,.0187,31.8,10.4
2022,7,6,105212,86807588,309,1010022,493748,982104910,51732,255628803,25667,218542773,46882,104533443,34773,32.1,26446,.0942,308,150,299204,.0158,77.9,.00782,66.6,.0143,31.8,10.6
2022,7,7,106055,86913643,313,1010336,468173,982573084,52350,255684862,26832,218574404,47973,104587961,35367,32.3,26479,.0954,308,143,299346,.0159,77.9,.00817,66.6,.0146,31.9,10.8
2022,7,8,106959,87020602,319,1010654,475634,983048723,52969,255740931,27632,218606037,49064,104642480,35960,32.6,26511,.0971,308,145,299491,.0161,77.9,.00842,66.6,.0149,31.9,11
2022,7,9,108718,87129320,320,1010975,469599,983518332,53588,255796990,28432,218637668,50155,104696998,36535,33.1,26544,.0976,308,143,299634,.0163,77.9,.00866,66.6,.0153,31.9,11.1
2022,7,10,110695,87240015,321,1011296,485878,984004199,54208,255853062,29232,218669302,51245,104751512,37098,33.7,26578,.0978,308,148,299782,.0165,77.9,.00891,66.6,.0156,31.9,11.3
2022,7,11,130417,87370431,390,1011686,517830,984522035,54826,255909121,30032,218700933,52336,104806030,37796,39.7,26618,.119,308,158,299940,.0167,78,.00915,66.6,.0159,31.9,11.5
2022,7,12,130901,87501332,403,1012089,521313,985043342,55445,255965190,30832,218732566,53427,104860549,38390,39.9,26658,.123,308,159,300099,.0169,78,.00939,66.6,.0163,31.9,11.7
2022,7,13,123517,87624850,426,1012515,523014,985566373,56064,256021249,31632,218764197,54518,104915067,38876,37.6,26695,.13,308,159,300258,.0171,78,.00964,66.6,.0166,32,11.8
2022,7,14,125903,87750753,422,1012937,541395,986107760,57621,256088210,32475,218801731,56059,104980374,39366,38.4,26734,.129,309,165,300423,.0176,78,.00989,66.7,.0171,32,12
2022,7,15,127393,87878145,418,1013355,527719,986635475,59177,256155172,33318,218839261,57599,105045673,39796,38.8,26773,.127,309,161,300584,.018,78,.0102,66.7,.0175,32,12.1
2022,7,16,127301,88005446,420,1013775,541731,987177207,60735,256222133,34161,218876795,59140,105110980,40202,38.8,26811,.128,309,165,300749,.0185,78.1,.0104,66.7,.018,32,12.2
2022,7,17,127153,88132598,420,1014195,539610,987716814,62290,256289092,35003,218914325,60681,105176282,40625,38.7,26850,.128,309,164,300913,.019,78.1,.0107,66.7,.0185,32,12.4
2022,7,18,126368,88258967,416,1014611,534263,988251079,63847,256356053,35847,218951859,62223,105241589,41011,38.5,26889,.127,309,163,301076,.0195,78.1,.0109,66.7,.019,32.1,12.5
2022,7,19,123005,88381972,420,1015031,515419,988766497,65404,256423015,36689,218989389,63763,105306888,41443,37.5,26926,.128,309,157,301233,.0199,78.1,.0112,66.7,.0194,32.1,12.6
2022,7,20,124694,88506665,407,1015438,522039,989288536,66961,256489976,37532,219026923,65304,105372195,41835,38,26964,.124,309,159,301392,.0204,78.1,.0114,66.7,.0199,32.1,12.7
2022,7,21,125974,88632639,421,1015859,512384,989800918,66540,256553992,38117,219068549,65191,105436709,42118,38.4,27002,.128,309,156,301548,.0203,78.2,.0116,66.7,.0199,32.1,12.8
2022,7,22,125600,88758239,427,1016286,534448,990335360,66119,256618004,38702,219110178,65080,105501231,42414,38.3,27041,.13,310,163,301711,.0201,78.2,.0118,66.8,.0198,32.1,12.9
2022,7,23,125717,88883957,430,1016716,528269,990863628,65698,256682020,39287,219151804,64966,105565745,42705,38.3,27079,.131,310,161,301872,.02,78.2,.012,66.8,.0198,32.2,13
2022,7,24,125770,89009727,430,1017147,528866,991392488,65278,256746040,39873,219193436,64855,105630267,42966,38.3,27117,.131,310,161,302033,.0199,78.2,.0121,66.8,.0198,32.2,13.1
2022,7,25,125460,89135188,429,1017576,519689,991912179,64858,256810056,40458,219235062,64742,105694781,43202,38.2,27156,.131,310,158,302192,.0198,78.2,.0123,66.8,.0197,32.2,13.2
2022,7,26,125957,89261145,426,1018001,522990,992435183,64436,256874068,41043,219276691,64631,105759303,43384,38.4,27194,.13,310,159,302351,.0196,78.3,.0125,66.8,.0197,32.2,13.2
2022,7,27,129358,89390503,430,1018431,606965,993042160,64015,256938084,41628,219318317,64517,105823817,43517,39.4,27233,.131,310,185,302536,.0195,78.3,.0127,66.8,.0197,32.2,13.3
2022,7,28,128805,89519308,421,1018852,636817,993678964,62032,256935606,40468,219294227,63442,105766359,43646,39.2,27273,.128,310,194,302730,.0189,78.3,.0123,66.8,.0193,32.2,13.3
2022,7,29,124885,89644194,426,1019278,521246,994200206,60049,256933124,39308,219270135,62365,105708897,43720,38,27311,.13,311,159,302889,.0183,78.3,.012,66.8,.019,32.2,13.3
2022,7,30,123114,89767306,421,1019699,507731,994707941,58066,256930646,38149,219246045,61289,105651439,43709,37.5,27348,.128,311,155,303043,.0177,78.3,.0116,66.8,.0187,32.2,13.3
2022,7,31,121541,89888848,420,1020119,501312,995209240,56082,256928170,36989,219221955,60212,105593978,43707,37,27385,.128,311,153,303196,.0171,78.3,.0113,66.8,.0183,32.2,13.3
2022,8,1,122880,90011728,434,1020553,511397,995720644,54099,256925692,35829,219197865,59137,105536520,43640,37.4,27423,.132,311,156,303352,.0165,78.3,.0109,66.8,.018,32.2,13.3
2022,8,2,114868,90126595,422,1020975,513461,996234101,52115,256923210,34670,219173773,58059,105479058,43556,35,27458,.129,311,156,303508,.0159,78.3,.0106,66.8,.0177,32.1,13.3
2022,8,3,113326,90239921,456,1021431,430312,996664419,41801,256920732,29101,219149683,49925,105421600,43453,34.5,27492,.139,311,131,303639,.0127,78.3,.00887,66.8,.0152,32.1,13.2
2022,8,4,115352,90355273,483,1021914,416199,997080615,51754,256974843,35577,219197733,53333,105474162,43302,35.1,27527,.147,311,127,303766,.0158,78.3,.0108,66.8,.0162,32.1,13.2
2022,8,5,114412,90469685,490,1022404,511986,997592606,52146,257028948,37656,219245782,53205,105526722,43179,34.9,27562,.149,311,156,303922,.0159,78.3,.0115,66.8,.0162,32.1,13.2
2022,8,6,114233,90583918,491,1022895,516728,998109321,52539,257083059,39735,219293832,53076,105579284,43106,34.8,27597,.149,312,157,304080,.016,78.3,.0121,66.8,.0162,32.2,13.1
2022,8,7,114023,90697941,490,1023385,515195,998624521,52931,257137168,41814,219341888,52947,105631842,43006,34.7,27632,.149,312,157,304237,.0161,78.3,.0127,66.8,.0161,32.2,13.1
2022,8,8,109489,90807429,484,1023868,511037,999135560,53324,257191279,43893,219389938,52818,105684404,42946,33.4,27665,.147,312,156,304392,.0162,78.4,.0134,66.8,.0161,32.2,13.1
2022,8,9,112405,90919835,502,1024370,495235,999630806,53716,257245384,45972,219437987,52690,105736964,42831,34.2,27699,.153,312,151,304543,.0164,78.4,.014,66.9,.0161,32.2,13
2022,8,10,106489,91026324,475,1024845,488251,1000119054,54109,257299495,48051,219486037,52561,105789526,42688,32.4,27732,.145,312,149,304692,.0165,78.4,.0146,66.9,.016,32.2,13
2022,8,11,102728,91129053,479,1025324,491944,1000610987,53170,257347030,45677,219517474,51814,105836861,42546,31.3,27763,.146,312,150,304842,.0162,78.4,.0139,66.9,.0158,32.2,13
2022,8,12,101252,91230304,479,1025803,485633,1001096625,52229,257394553,43304,219548908,51068,105884195,42383,30.8,27794,.146,313,148,304990,.0159,78.4,.0132,66.9,.0156,32.3,12.9
2022,8,13,100740,91331044,478,1026281,481536,1001578166,51290,257442088,40930,219580345,50321,105931530,42144,30.7,27825,.146,313,147,305136,.0156,78.4,.0125,66.9,.0153,32.3,12.8
2022,8,14,101115,91432159,479,1026760,480394,1002058561,50350,257489615,38555,219611774,49575,105978865,41940,30.8,27855,.146,313,146,305283,.0153,78.4,.0117,66.9,.0151,32.3,12.8
2022,8,15,98876,91531035,478,1027238,483172,1002541723,49410,257537150,36182,219643211,48828,106026200,41687,30.1,27885,.146,313,147,305430,.0151,78.5,.011,66.9,.0149,32.3,12.7
2022,8,16,97702,91628737,463,1027701,479513,1003021231,48470,257584673,33808,219674645,48081,106073534,41410,29.8,27915,.141,313,146,305576,.0148,78.5,.0103,66.9,.0146,32.3,12.6
2022,8,17,95601,91724338,475,1028176,463692,1003484928,47530,257632208,31435,219706082,47335,106120869,41106,29.1,27944,.145,313,141,305717,.0145,78.5,.00958,66.9,.0144,32.3,12.5
2022,8,18,94072,91818410,462,1028638,472094,1003957026,47056,257676420,31464,219737721,46900,106165159,40804,28.7,27973,.141,313,144,305861,.0143,78.5,.00959,66.9,.0143,32.3,12.4
2022,8,19,92336,91910746,442,1029080,474856,1004431880,46583,257720633,31493,219769359,46466,106209455,40464,28.1,28001,.135,314,145,306006,.0142,78.5,.00959,67,.0142,32.4,12.3
2022,8,20,92648,92003394,444,1029523,474947,1004906827,46108,257764845,31522,219800998,46031,106253745,40177,28.2,28029,.135,314,145,306150,.014,78.5,.0096,67,.014,32.4,12.2
2022,8,21,92242,92095636,443,1029966,474142,1005380968,45634,257809054,31552,219832636,45597,106298044,39896,28.1,28057,.135,314,144,306295,.0139,78.5,.00961,67,.0139,32.4,12.2
2022,8,22,91045,92186681,448,1030415,463269,1005844238,45159,257853266,31581,219864275,45162,106342334,39630,27.7,28085,.137,314,141,306436,.0138,78.6,.00962,67,.0138,32.4,12.1
2022,8,23,88856,92275537,455,1030869,464016,1006308260,44687,257897479,31610,219895913,44728,106386630,39345,27.1,28112,.138,314,141,306577,.0136,78.6,.00963,67,.0136,32.4,12
2022,8,24,90959,92366496,451,1031320,466123,1006774387,44212,257941691,31639,219927552,44293,106430920,39033,27.7,28140,.137,314,142,306719,.0135,78.6,.00964,67,.0135,32.4,11.9
2022,8,25,88767,92455263,456,1031776,452782,1007227158,43132,257978346,30991,219954661,43116,106466973,38759,27,28167,.139,314,138,306857,.0131,78.6,.00944,67,.0131,32.4,11.8
2022,8,26,87891,92543154,471,1032247,441635,1007668793,42052,258014995,30345,219981771,41937,106503016,38512,26.8,28194,.144,314,135,306992,.0128,78.6,.00924,67,.0128,32.4,11.7
2022,8,27,87927,92631080,471,1032718,438737,1008107542,40972,258051650,29697,220008880,40761,106539069,38287,26.8,28221,.144,315,134,307126,.0125,78.6,.00905,67,.0124,32.5,11.7
2022,8,28,88035,92719117,471,1033189,438506,1008546051,39893,258088303,29051,220035993,39582,106575115,38009,26.8,28247,.143,315,134,307259,.0122,78.6,.00885,67,.0121,32.5,11.6
2022,8,29,86771,92805887,470,1033659,441445,1008987498,38813,258124958,28404,220063102,38405,106611168,37729,26.4,28274,.143,315,134,307394,.0118,78.6,.00865,67,.0117,32.5,11.5
2022,8,30,88373,92894260,465,1034123,427377,1009414861,37733,258161607,27757,220090212,37226,106647211,37481,26.9,28301,.142,315,130,307524,.0115,78.7,.00846,67.1,.0113,32.5,11.4
2022,8,31,85589,92979849,532,1034656,441697,1009856567,36653,258198262,27110,220117321,36049,106683264,37275,26.1,28327,.162,315,135,307658,.0112,78.7,.00826,67.1,.011,32.5,11.4
2022,9,1,85285,93065132,542,1035198,440101,1010296673,35252,258225110,28215,220152166,33679,106702728,36967,26,28353,.165,315,134,307793,.0107,78.7,.0086,67.1,.0103,32.5,11.3
2022,9,2,83297,93148430,523,1035720,437381,1010734044,33852,258251956,29319,220187003,31310,106722189,36641,25.4,28378,.159,316,133,307926,.0103,78.7,.00893,67.1,.00954,32.5,11.2
2022,9,3,83171,93231601,522,1036242,435833,1011169883,32451,258278804,30424,220221848,28941,106741653,36281,25.3,28404,.159,316,133,308059,.00989,78.7,.00927,67.1,.00882,32.5,11.1
2022,9,4,82839,93314441,521,1036763,435920,1011605805,31050,258305655,31529,220256695,26571,106761115,35922,25.2,28429,.159,316,133,308191,.00946,78.7,.00961,67.1,.0081,32.5,10.9
2022,9,5,69552,93383993,445,1037208,405754,1012011557,29649,258332503,32634,220291540,24202,106780579,35577,21.2,28450,.136,316,124,308315,.00903,78.7,.00994,67.1,.00737,32.5,10.8
2022,9,6,71000,93454992,468,1037676,421356,1012432918,28249,258359349,33738,220326377,21833,106800040,35339,21.6,28472,.143,316,128,308443,.00861,78.7,.0103,67.1,.00665,32.5,10.8
2022,9,7,69621,93524614,386,1038063,340298,1012773201,26848,258386197,34843,220361222,19463,106819504,35147,21.2,28493,.118,316,104,308547,.00818,78.7,.0106,67.1,.00593,32.5,10.7
2022,9,8,66864,93591477,381,1038443,385148,1013158344,29196,258429480,35176,220398397,21518,106853352,35016,20.4,28513,.116,316,117,308664,.00889,78.7,.0107,67.1,.00656,32.6,10.7
2022,9,9,64827,93656305,385,1038828,368765,1013527113,31543,258472760,35508,220435562,23573,106887200,34883,19.7,28533,.117,316,112,308777,.00961,78.7,.0108,67.2,.00718,32.6,10.6
