cityid,year,month,day,emp,emp31_33,emp44_45,emp48_49,emp62,emp72,emp_inclow,emp_incmiddle,emp_inchigh
1,2020,1,1,.,.,.,.,.,.,.,.,.
1,2020,1,2,.,.,.,.,.,.,.,.,.
1,2020,1,3,.,.,.,.,.,.,.,.,.
1,2020,1,4,.,.,.,.,.,.,.,.,.
1,2020,1,5,.,.,.,.,.,.,.,.,.
1,2020,1,6,.,.,.,.,.,.,.,.,.
1,2020,1,7,.,.,.,.,.,.,.,.,.
1,2020,1,8,-.00767,.0106,.00781,-.00273,-.00532,-.0329,-.00816,-.00677,-.00822
1,2020,1,9,-.00569,.0114,.0096,-.00253,-.00656,-.0179,-.00625,-.00467,-.00639
1,2020,1,10,-.00515,.0106,.00841,-.00232,-.00755,-.0141,-.00454,-.00431,-.00625
1,2020,1,11,-.00453,.00969,.0092,-.00354,-.00607,-.0132,-.00417,-.00354,-.0057
1,2020,1,12,-.00408,.00875,.00885,-.00475,-.00458,-.0124,-.00322,-.0031,-.00547
1,2020,1,13,-.0037,.00782,.00831,-.00596,-.0031,-.0119,-.00229,-.00273,-.00536
1,2020,1,14,-.00299,.0072,.00732,-.00677,-.00144,-.0107,-.00119,-.00176,-.00527
1,2020,1,15,-.00244,.00689,.00578,-.00778,.000206,-.00851,-.000985,-.00168,-.00405
1,2020,1,16,-.00216,.00611,.00286,-.00879,.00128,-.0069,-.000251,-.00192,-.00345
1,2020,1,17,-.0016,.00766,.00162,-.00859,.00161,-.00711,-.000132,-.00177,-.00218
1,2020,1,18,-.00153,.00735,.00152,-.00717,.00177,-.00647,-.000198,-.002,-.00172
1,2020,1,19,-.00165,.00704,-.0000619,-.00576,.00194,-.00561,-.000757,-.00225,-.00152
1,2020,1,20,-.00168,.00673,-.00199,-.00434,.0021,-.00313,-.00237,-.00229,-.00074
1,2020,1,21,-.000716,.00689,-.00031,-.00313,.00243,-.00279,-.000932,-.00163,.000366
1,2020,1,22,.000392,.00642,.000285,-.000303,.00293,-.00139,-.000992,-.000548,.00208
1,2020,1,23,.0017,.00658,.00103,.00253,.0031,.000683,.000149,.000281,.00405
1,2020,1,24,.00289,.0044,.00197,.00616,.00409,.00223,.000731,.00147,.00556
1,2020,1,25,.00352,.000506,-.000161,.00637,.00367,.00568,.00181,.00241,.00559
1,2020,1,26,.0042,-.00338,-.00209,.00657,.00326,.0093,.00315,.00323,.00576
1,2020,1,27,.00505,-.00759,-.00269,.00818,.00301,.0125,.0037,.00411,.00674
1,2020,1,28,.00502,-.0115,-.00368,.00717,.00227,.0131,.00458,.00451,.00574
1,2020,1,29,.00489,-.0152,-.00541,.00596,.00144,.014,.00588,.00457,.00469
1,2020,1,30,.00448,-.0191,-.00789,.00475,.00153,.0153,.0059,.00474,.0034
1,2020,1,31,.00389,-.0224,-.0101,.00333,.00169,.0165,.00556,.00466,.00208
1,2020,2,1,.00404,-.0236,-.00858,.00556,.00367,.0151,.00621,.00506,.00164
1,2020,2,2,.00433,-.0249,-.0069,.00778,.00565,.015,.00698,.00575,.0012
1,2020,2,3,.00407,-.0261,-.00774,.01,.00763,.0127,.00709,.00585,.000297
1,2020,2,4,.00366,-.0277,-.00809,.0112,.00937,.0127,.00647,.00572,-.000336
1,2020,2,5,.00319,-.0291,-.00873,.0124,.0115,.0133,.00581,.00588,-.00148
1,2020,2,6,.00289,-.0308,-.00754,.0144,.0142,.0126,.00507,.00596,-.00199
1,2020,2,7,.00307,-.0308,-.00625,.0153,.0165,.0122,.00579,.00646,-.00248
1,2020,2,8,.00301,-.0305,-.00511,.0138,.0171,.0133,.00596,.00674,-.00296
1,2020,2,9,.00251,-.0302,-.00611,.0124,.0178,.0129,.00523,.00632,-.00332
1,2020,2,10,.00227,-.0298,-.00576,.011,.0184,.0132,.00527,.00614,-.00365
1,2020,2,11,.00234,-.0295,-.00417,.0104,.0193,.0126,.00564,.00642,-.00396
1,2020,2,12,.00238,-.0294,-.00239,.01,.0197,.012,.00549,.00656,-.00386
1,2020,2,13,.00241,-.0294,-.000458,.00859,.0189,.0129,.00562,.00665,-.0039
1,2020,2,14,.00183,-.0303,-.00026,.00859,.0172,.0153,.00548,.00647,-.00512
1,2020,2,15,.000792,-.0317,-.00338,.0102,.0164,.0165,.00534,.0053,-.00643
1,2020,2,16,.000162,-.0331,-.00333,.0118,.0156,.0171,.00555,.0047,-.0075
1,2020,2,17,-.000686,-.0345,-.00601,.0134,.0147,.0197,.00472,.00419,-.00879
1,2020,2,18,.0000774,-.0342,-.00601,.0144,.0151,.0196,.00603,.00467,-.0079
1,2020,2,19,.000396,-.0353,-.00739,.0173,.0145,.0219,.00731,.00463,-.00762
1,2020,2,20,.000842,-.0354,-.00967,.0197,.0142,.023,.0097,.00456,-.00757
1,2020,2,21,.00158,-.0356,-.0113,.0207,.0141,.0242,.011,.00433,-.00605
1,2020,2,22,.00188,-.0378,-.0109,.0217,.0135,.026,.0127,.00427,-.00603
1,2020,2,23,.00225,-.04,-.0106,.0227,.0129,.0287,.0144,.00438,-.00605
1,2020,2,24,.00172,-.0435,-.0117,.0254,.0115,.0313,.0154,.00405,-.00768
1,2020,2,25,.00133,-.0459,-.0106,.0256,.0107,.0306,.0165,.00331,-.00843
1,2020,2,26,.000612,-.0482,-.0109,.0256,.00995,.0308,.0177,.00262,-.0101
1,2020,2,27,-.000396,-.0513,-.0114,.0258,.00953,.0306,.0174,.00185,-.0118
1,2020,2,28,-.00155,-.0554,-.0117,.0266,.0092,.0303,.0175,.00104,-.014
1,2020,2,29,-.0027,-.0563,-.0124,.0258,.00706,.031,.0157,.000626,-.0157
1,2020,3,1,-.00404,-.0572,-.0135,.025,.00491,.0303,.0139,-.000131,-.0174
1,2020,3,2,-.00533,-.0582,-.0144,.0241,.00277,.0296,.0127,-.0011,-.0191
1,2020,3,3,-.00679,-.0591,-.0163,.0233,.000619,.0281,.0113,-.00198,-.0212
1,2020,3,4,-.00784,-.0602,-.0156,.0225,-.00153,.0268,.0102,-.00255,-.0228
1,2020,3,5,-.0088,-.0616,-.0155,.0223,-.00384,.0265,.0091,-.00283,-.0245
1,2020,3,6,-.00964,-.0636,-.0155,.0219,-.0059,.0265,.00891,-.00347,-.0258
1,2020,3,7,-.0109,-.0658,-.0159,.0201,-.00871,.0277,.00734,-.00476,-.027
1,2020,3,8,-.0117,-.068,-.0159,.0183,-.0115,.0341,.00631,-.00563,-.0275
1,2020,3,9,-.013,-.0701,-.0167,.0165,-.0143,.0364,.00493,-.00659,-.0291
1,2020,3,10,-.0144,-.0723,-.0183,.0147,-.0171,.0392,.00322,-.00793,-.0304
1,2020,3,11,-.0162,-.0745,-.0209,.0128,-.0199,.0387,.000646,-.00947,-.0321
1,2020,3,12,-.0183,-.0761,-.0238,.011,-.023,.037,-.00209,-.0114,-.0341
1,2020,3,13,-.0216,-.0761,-.0293,.00697,-.0257,.0298,-.00538,-.0145,-.0376
1,2020,3,14,-.0271,-.0778,-.0364,.00333,-.0276,.0143,-.0106,-.0196,-.0437
1,2020,3,15,-.033,-.0795,-.0419,-.000303,-.0295,-.00895,-.0169,-.025,-.0501
1,2020,3,16,-.0401,-.0812,-.0496,-.00394,-.0314,-.0414,-.0237,-.0311,-.0586
1,2020,3,17,-.0492,-.0829,-.0593,-.00778,-.0333,-.0918,-.0319,-.0387,-.0698
1,2020,3,18,-.0597,-.0845,-.0714,-.0116,-.0355,-.152,-.0416,-.0473,-.0828
1,2020,3,19,-.0713,-.086,-.0877,-.0159,-.0382,-.216,-.0525,-.0574,-.0967
1,2020,3,20,-.0852,-.0893,-.109,-.0189,-.0417,-.288,-.0676,-.069,-.113
1,2020,3,21,-.102,-.0944,-.131,-.0258,-.0464,-.364,-.0855,-.0838,-.131
1,2020,3,22,-.118,-.0996,-.148,-.0326,-.0511,-.433,-.102,-.0976,-.149
1,2020,3,23,-.132,-.105,-.171,-.0395,-.0558,-.473,-.117,-.11,-.163
1,2020,3,24,-.144,-.11,-.191,-.0464,-.0605,-.498,-.131,-.121,-.176
1,2020,3,25,-.155,-.115,-.21,-.0532,-.0648,-.515,-.144,-.132,-.187
1,2020,3,26,-.166,-.12,-.225,-.0605,-.0695,-.53,-.156,-.142,-.199
1,2020,3,27,-.176,-.125,-.235,-.0706,-.0739,-.54,-.168,-.151,-.209
1,2020,3,28,-.189,-.137,-.246,-.0781,-.0816,-.548,-.182,-.16,-.224
1,2020,3,29,-.201,-.148,-.258,-.0856,-.0893,-.555,-.196,-.169,-.239
1,2020,3,30,-.213,-.16,-.268,-.0931,-.0969,-.56,-.21,-.178,-.253
1,2020,3,31,-.225,-.172,-.279,-.1,-.105,-.564,-.224,-.187,-.267
1,2020,4,1,-.237,-.183,-.291,-.108,-.113,-.569,-.237,-.197,-.281
1,2020,4,2,-.249,-.196,-.303,-.115,-.122,-.574,-.251,-.206,-.296
1,2020,4,3,-.261,-.207,-.315,-.119,-.133,-.578,-.265,-.215,-.31
1,2020,4,4,-.275,-.219,-.332,-.132,-.145,-.583,-.281,-.228,-.325
1,2020,4,5,-.289,-.23,-.349,-.144,-.157,-.586,-.298,-.24,-.34
1,2020,4,6,-.303,-.241,-.366,-.157,-.168,-.591,-.314,-.252,-.355
1,2020,4,7,-.317,-.253,-.382,-.17,-.18,-.596,-.33,-.264,-.37
1,2020,4,8,-.331,-.264,-.398,-.182,-.191,-.6,-.347,-.276,-.385
1,2020,4,9,-.344,-.275,-.413,-.194,-.201,-.602,-.361,-.287,-.399
1,2020,4,10,-.357,-.287,-.429,-.209,-.208,-.605,-.376,-.298,-.414
1,2020,4,11,-.366,-.302,-.444,-.219,-.213,-.607,-.384,-.307,-.424
1,2020,4,12,-.376,-.317,-.458,-.229,-.217,-.614,-.393,-.317,-.435
1,2020,4,13,-.385,-.332,-.471,-.239,-.221,-.617,-.401,-.326,-.445
1,2020,4,14,-.395,-.347,-.485,-.248,-.226,-.619,-.409,-.335,-.455
1,2020,4,15,-.404,-.362,-.498,-.258,-.231,-.62,-.417,-.344,-.465
1,2020,4,16,-.413,-.377,-.51,-.267,-.238,-.621,-.425,-.353,-.475
1,2020,4,17,-.421,-.39,-.521,-.274,-.246,-.621,-.433,-.362,-.482
1,2020,4,18,-.424,-.395,-.522,-.278,-.253,-.619,-.436,-.366,-.485
1,2020,4,19,-.427,-.4,-.523,-.281,-.26,-.612,-.438,-.371,-.486
1,2020,4,20,-.43,-.405,-.522,-.284,-.268,-.609,-.441,-.375,-.488
1,2020,4,21,-.434,-.41,-.524,-.288,-.275,-.607,-.444,-.379,-.491
1,2020,4,22,-.437,-.415,-.527,-.292,-.282,-.604,-.448,-.383,-.494
1,2020,4,23,-.441,-.42,-.53,-.295,-.287,-.602,-.451,-.388,-.497
1,2020,4,24,-.444,-.425,-.532,-.298,-.291,-.601,-.453,-.391,-.499
1,2020,4,25,-.446,-.426,-.534,-.301,-.291,-.599,-.455,-.393,-.501
1,2020,4,26,-.448,-.428,-.537,-.305,-.292,-.597,-.456,-.396,-.502
1,2020,4,27,-.45,-.429,-.541,-.308,-.293,-.596,-.458,-.398,-.505
1,2020,4,28,-.452,-.431,-.544,-.312,-.294,-.595,-.459,-.401,-.506
1,2020,4,29,-.453,-.432,-.545,-.315,-.295,-.594,-.46,-.403,-.507
1,2020,4,30,-.454,-.434,-.546,-.319,-.295,-.592,-.461,-.405,-.508
1,2020,5,1,-.456,-.434,-.547,-.322,-.297,-.588,-.462,-.406,-.51
1,2020,5,2,-.456,-.433,-.545,-.325,-.299,-.584,-.462,-.406,-.51
1,2020,5,3,-.456,-.433,-.545,-.327,-.301,-.582,-.462,-.406,-.511
1,2020,5,4,-.457,-.433,-.543,-.329,-.303,-.58,-.463,-.406,-.512
1,2020,5,5,-.456,-.432,-.54,-.332,-.305,-.575,-.462,-.405,-.512
1,2020,5,6,-.456,-.432,-.537,-.334,-.307,-.57,-.462,-.405,-.512
1,2020,5,7,-.456,-.432,-.535,-.336,-.309,-.565,-.462,-.404,-.513
1,2020,5,8,-.456,-.431,-.531,-.338,-.311,-.561,-.461,-.404,-.512
1,2020,5,9,-.455,-.428,-.528,-.339,-.312,-.554,-.46,-.404,-.51
1,2020,5,10,-.454,-.426,-.527,-.34,-.313,-.547,-.459,-.403,-.509
1,2020,5,11,-.453,-.423,-.524,-.34,-.314,-.543,-.458,-.403,-.508
1,2020,5,12,-.453,-.42,-.521,-.341,-.315,-.54,-.457,-.403,-.507
1,2020,5,13,-.452,-.418,-.518,-.342,-.316,-.537,-.457,-.403,-.507
1,2020,5,14,-.452,-.415,-.515,-.343,-.317,-.532,-.456,-.402,-.506
1,2020,5,15,-.452,-.414,-.514,-.342,-.319,-.527,-.456,-.402,-.506
1,2020,5,16,-.451,-.418,-.514,-.342,-.318,-.523,-.456,-.402,-.506
1,2020,5,17,-.451,-.422,-.514,-.342,-.318,-.521,-.455,-.401,-.507
1,2020,5,18,-.451,-.425,-.512,-.341,-.318,-.519,-.455,-.401,-.507
1,2020,5,19,-.451,-.429,-.509,-.341,-.317,-.516,-.455,-.4,-.506
1,2020,5,20,-.45,-.433,-.507,-.34,-.317,-.514,-.454,-.399,-.506
1,2020,5,21,-.45,-.437,-.503,-.34,-.316,-.512,-.454,-.399,-.506
1,2020,5,22,-.449,-.438,-.5,-.34,-.316,-.509,-.453,-.399,-.506
1,2020,5,23,-.449,-.437,-.497,-.342,-.316,-.507,-.453,-.398,-.506
1,2020,5,24,-.45,-.436,-.496,-.344,-.316,-.505,-.454,-.398,-.507
1,2020,5,25,-.451,-.435,-.503,-.347,-.316,-.504,-.456,-.399,-.509
1,2020,5,26,-.449,-.435,-.494,-.346,-.316,-.502,-.454,-.397,-.507
1,2020,5,27,-.449,-.434,-.493,-.347,-.316,-.499,-.453,-.397,-.507
1,2020,5,28,-.448,-.433,-.491,-.349,-.316,-.496,-.453,-.396,-.506
1,2020,5,29,-.447,-.434,-.488,-.351,-.316,-.494,-.452,-.395,-.506
1,2020,5,30,-.448,-.434,-.487,-.353,-.316,-.49,-.453,-.395,-.506
2,2020,1,1,.,.,.,.,.,.,.,.,.
2,2020,1,2,.,.,.,.,.,.,.,.,.
2,2020,1,3,.,.,.,.,.,.,.,.,.
2,2020,1,4,.,.,.,.,.,.,.,.,.
2,2020,1,5,.,.,.,.,.,.,.,.,.
2,2020,1,6,.,.,.,.,.,.,.,.,.
2,2020,1,7,.,.,.,.,.,.,.,.,.
2,2020,1,8,-.00477,-.0121,.0203,-.019,-.00982,-.0264,-.00182,-.00163,-.00738
2,2020,1,9,-.00397,-.0113,.0178,-.0126,-.00858,-.0203,-.00121,.00102,-.00735
2,2020,1,10,-.0029,-.00979,.0151,-.00617,-.0075,-.0156,-.00105,.00382,-.00675
2,2020,1,11,-.002,-.00557,.0114,-.00402,-.00612,-.0142,-.00101,.00467,-.00553
2,2020,1,12,-.000972,-.00134,.00882,-.00188,-.00473,-.013,-.000174,.00549,-.00433
2,2020,1,13,.00041,.00288,.00699,.000268,-.00334,-.00611,.000722,.00662,-.00267
2,2020,1,14,.00165,.00595,.00655,.0017,-.00191,-.00337,.00132,.00743,-.000992
2,2020,1,15,.00254,.00864,.00473,.00313,-.000598,.000456,.00175,.00753,.000462
2,2020,1,16,.00282,.0109,.00207,.00277,.000675,.00561,.00172,.00671,.00136
2,2020,1,17,.00259,.0117,-.000193,.00671,.000945,.00848,.00218,.00481,.0017
2,2020,1,18,.000801,.00634,-.00185,.00778,.00133,.00821,.00169,.00164,.0000854
2,2020,1,19,-.000912,.00096,-.00323,.00885,.00172,.00894,.000994,-.00162,-.00123
2,2020,1,20,-.00321,-.00442,-.00638,.00992,.0021,.00173,-.000328,-.0055,-.00311
2,2020,1,21,-.00106,-.000576,-.00511,.011,.00214,.00971,.000718,-.0025,-.000971
2,2020,1,22,-.000706,-.00211,-.006,.0135,.00287,.0109,.00114,-.00292,-.000268
2,2020,1,23,4.82e-06,-.0025,-.00727,.0164,.00322,.00944,.00227,-.00267,.000508
2,2020,1,24,.000844,-.00634,-.00738,.0103,.00415,.00889,.00287,-.00214,.00158
2,2020,1,25,.00202,-.0025,-.00627,.00599,.00392,.00999,.00304,-.00109,.00319
2,2020,1,26,.00311,.00134,-.00544,.0017,.00368,.00985,.00289,-.0000798,.00474
2,2020,1,27,.00225,-.000192,-.0066,-.00152,.00384,.00702,.00165,-.00245,.00472
2,2020,1,28,.00218,.00173,-.00649,-.00617,.00349,.00638,.00101,-.00281,.00496
2,2020,1,29,.00193,.00365,-.00638,-.0112,.0028,.00497,-.000303,-.00298,.00501
2,2020,1,30,.00156,.00442,-.00561,-.0158,.00233,.00547,-.00202,-.00296,.00492
2,2020,1,31,.00175,.00979,-.00434,-.0119,.00203,.00543,-.00269,-.0026,.00535
2,2020,2,1,.00263,.0117,-.00263,-.0076,.00214,.00538,-.00215,-.00138,.00617
2,2020,2,2,.00333,.0136,-.00146,-.00331,.00226,.0031,-.00166,-.000129,.00667
2,2020,2,3,.00422,.0155,.000138,.000983,.00237,.00369,-.00101,.00119,.00746
2,2020,2,4,.00478,.0171,.00207,.00527,.00249,.00565,-.000454,.00137,.00824
2,2020,2,5,.00522,.0182,.00395,.0103,.00264,.00543,-.000025,.00215,.00854
2,2020,2,6,.00562,.0194,.00495,.0146,.00253,.00493,.000989,.00179,.00911
2,2020,2,7,.00593,.0205,.00622,.0124,.00218,.00333,.000879,.00194,.00965
2,2020,2,8,.00655,.0255,.00777,.0142,.00226,.00456,.000686,.002,.0108
2,2020,2,9,.00718,.0305,.00893,.016,.00233,.00707,.000398,.00195,.0121
2,2020,2,10,.0079,.0355,.0106,.0178,.00241,.0103,.000302,.00195,.0135
2,2020,2,11,.00824,.0378,.0126,.0192,.00249,.0104,-.000396,.00179,.0144
2,2020,2,12,.00842,.0405,.0147,.0199,.00233,.0111,-.000868,.00055,.0155
2,2020,2,13,.0088,.0432,.0177,.0214,.00257,.0133,-.00127,.000157,.0165
2,2020,2,14,.00886,.0424,.0193,.0296,.00284,.0162,-.000886,-.00148,.0172
2,2020,2,15,.00698,.0359,.0175,.0332,.00307,.0171,-.0017,-.00442,.0155
2,2020,2,16,.00518,.0294,.0161,.0367,.0033,.0182,-.00218,-.00703,.0136
2,2020,2,17,.00279,.0228,.0131,.0403,.00353,.0109,-.00282,-.00995,.0108
2,2020,2,18,.00505,.0278,.014,.041,.00365,.0197,-.00193,-.00708,.0133
2,2020,2,19,.0052,.0263,.0119,.0446,.00461,.0202,-.00126,-.00658,.0131
2,2020,2,20,.00534,.0259,.00981,.0475,.00507,.0189,-.00101,-.00551,.0127
2,2020,2,21,.00531,.0294,.00782,.0453,.00546,.0172,-.00108,-.00406,.012
2,2020,2,22,.00566,.0321,.00694,.0392,.00477,.0157,-.00113,-.00324,.0122
2,2020,2,23,.00588,.0347,.00583,.0332,.00407,.0118,-.00143,-.00281,.0125
2,2020,2,24,.00412,.0309,.00235,.0307,.00361,.00803,-.00228,-.00501,.0106
2,2020,2,25,.00321,.0313,.000746,.0242,.00287,.00461,-.00272,-.00635,.00977
2,2020,2,26,.00227,.0317,-.000138,.0185,.00183,.00342,-.0035,-.00793,.00908
2,2020,2,27,.00112,.0313,-.00229,.0131,.000714,.00255,-.00446,-.0107,.00862
2,2020,2,28,-.000102,.0317,-.00434,.0103,-.000945,.00233,-.00562,-.0133,.00802
2,2020,2,29,-.00124,.0336,-.00567,.0124,-.00311,.00306,-.00617,-.0151,.00699
2,2020,3,1,-.00232,.0355,-.0066,.0146,-.00527,.00374,-.00651,-.0168,.00596
2,2020,3,2,-.00348,.0374,-.00815,.0167,-.00743,.00474,-.00703,-.0185,.00484
2,2020,3,3,-.00462,.0394,-.00915,.0189,-.00967,.0036,-.00709,-.0199,.0034
2,2020,3,4,-.00586,.0413,-.0111,.0203,-.012,.00192,-.00763,-.0215,.00205
2,2020,3,5,-.00711,.0432,-.0137,.0214,-.014,.00351,-.00793,-.0226,.000428
2,2020,3,6,-.0088,.0405,-.0161,.0174,-.0162,.00502,-.0084,-.0242,-.00173
2,2020,3,7,-.011,.0382,-.0185,.0103,-.0183,.00643,-.0099,-.0264,-.00411
2,2020,3,8,-.0132,.0359,-.0209,.00313,-.0204,.00625,-.0114,-.0287,-.00656
2,2020,3,9,-.0154,.0336,-.0224,-.00402,-.0226,.00561,-.013,-.0308,-.00893
2,2020,3,10,-.0178,.0313,-.0254,-.0112,-.0246,.00461,-.0152,-.0337,-.0112
2,2020,3,11,-.0203,.029,-.0277,-.0176,-.0266,.00205,-.0167,-.0359,-.014
2,2020,3,12,-.0233,.0267,-.0301,-.0244,-.0286,-.00853,-.019,-.0387,-.0174
2,2020,3,13,-.0265,.0263,-.0358,-.0266,-.0303,-.0213,-.021,-.0419,-.0211
2,2020,3,14,-.0313,.0228,-.0429,-.0276,-.0324,-.0394,-.0234,-.0456,-.0271
2,2020,3,15,-.0361,.0194,-.0503,-.0287,-.0344,-.0602,-.0262,-.0491,-.0334
2,2020,3,16,-.0427,.0159,-.0625,-.0298,-.0365,-.104,-.0296,-.0532,-.0423
2,2020,3,17,-.0506,.0117,-.0772,-.0308,-.0384,-.173,-.0335,-.0575,-.0534
2,2020,3,18,-.0592,.00749,-.0948,-.0323,-.0406,-.247,-.038,-.0623,-.0654
2,2020,3,19,-.0686,.0025,-.114,-.0333,-.0428,-.324,-.0434,-.0678,-.0781
2,2020,3,20,-.0794,-.00518,-.132,-.0373,-.0454,-.407,-.0496,-.0739,-.0927
2,2020,3,21,-.0931,-.0156,-.15,-.0419,-.0497,-.483,-.0593,-.0832,-.11
2,2020,3,22,-.106,-.0259,-.166,-.0466,-.0539,-.541,-.0682,-.0928,-.125
2,2020,3,23,-.118,-.0363,-.182,-.0512,-.0582,-.586,-.0769,-.103,-.14
2,2020,3,24,-.129,-.0463,-.198,-.0562,-.0626,-.61,-.0856,-.113,-.153
2,2020,3,25,-.14,-.0559,-.211,-.0605,-.0669,-.63,-.0941,-.123,-.165
2,2020,3,26,-.152,-.0643,-.223,-.0659,-.0717,-.648,-.102,-.133,-.178
2,2020,3,27,-.164,-.0728,-.234,-.0705,-.0771,-.668,-.111,-.144,-.192
2,2020,3,28,-.18,-.09,-.254,-.0816,-.0834,-.685,-.121,-.158,-.211
2,2020,3,29,-.196,-.107,-.273,-.0927,-.0897,-.7,-.131,-.172,-.23
2,2020,3,30,-.212,-.125,-.291,-.104,-.096,-.713,-.14,-.186,-.249
2,2020,3,31,-.227,-.141,-.308,-.115,-.102,-.725,-.149,-.199,-.269
2,2020,4,1,-.244,-.159,-.326,-.126,-.109,-.737,-.159,-.213,-.288
2,2020,4,2,-.26,-.178,-.345,-.137,-.116,-.748,-.17,-.227,-.308
2,2020,4,3,-.279,-.201,-.366,-.157,-.126,-.757,-.183,-.243,-.33
2,2020,4,4,-.303,-.232,-.391,-.171,-.145,-.764,-.204,-.263,-.357
2,2020,4,5,-.326,-.263,-.415,-.185,-.165,-.769,-.225,-.284,-.383
2,2020,4,6,-.35,-.294,-.439,-.199,-.184,-.775,-.245,-.304,-.409
2,2020,4,7,-.374,-.324,-.463,-.213,-.203,-.781,-.267,-.324,-.435
2,2020,4,8,-.397,-.355,-.487,-.228,-.222,-.786,-.287,-.344,-.461
2,2020,4,9,-.419,-.385,-.511,-.24,-.24,-.791,-.306,-.364,-.485
2,2020,4,10,-.439,-.41,-.537,-.244,-.255,-.795,-.324,-.382,-.507
2,2020,4,11,-.453,-.444,-.567,-.25,-.264,-.8,-.335,-.395,-.523
2,2020,4,12,-.467,-.479,-.595,-.257,-.272,-.807,-.346,-.408,-.539
2,2020,4,13,-.481,-.514,-.624,-.263,-.28,-.812,-.356,-.42,-.555
2,2020,4,14,-.495,-.548,-.651,-.269,-.288,-.817,-.367,-.432,-.57
2,2020,4,15,-.509,-.583,-.68,-.275,-.297,-.821,-.377,-.444,-.586
2,2020,4,16,-.521,-.617,-.706,-.28,-.305,-.825,-.386,-.455,-.6
2,2020,4,17,-.532,-.649,-.727,-.289,-.312,-.827,-.394,-.465,-.613
2,2020,4,18,-.535,-.653,-.729,-.293,-.316,-.826,-.396,-.469,-.616
2,2020,4,19,-.537,-.656,-.731,-.297,-.32,-.824,-.397,-.472,-.618
2,2020,4,20,-.54,-.66,-.733,-.301,-.324,-.822,-.399,-.477,-.621
2,2020,4,21,-.543,-.663,-.736,-.305,-.328,-.82,-.4,-.481,-.624
2,2020,4,22,-.546,-.666,-.737,-.309,-.332,-.818,-.402,-.484,-.626
2,2020,4,23,-.549,-.668,-.738,-.313,-.335,-.815,-.404,-.487,-.629
2,2020,4,24,-.551,-.672,-.741,-.316,-.338,-.812,-.407,-.49,-.632
2,2020,4,25,-.553,-.674,-.742,-.318,-.339,-.808,-.409,-.49,-.634
2,2020,4,26,-.554,-.677,-.744,-.321,-.341,-.804,-.412,-.491,-.635
2,2020,4,27,-.556,-.679,-.745,-.324,-.343,-.8,-.414,-.491,-.637
2,2020,4,28,-.557,-.681,-.746,-.327,-.345,-.797,-.417,-.492,-.639
2,2020,4,29,-.559,-.685,-.748,-.33,-.346,-.793,-.419,-.492,-.64
2,2020,4,30,-.56,-.688,-.749,-.333,-.348,-.789,-.421,-.493,-.642
2,2020,5,1,-.561,-.689,-.749,-.336,-.35,-.788,-.422,-.494,-.643
2,2020,5,2,-.561,-.689,-.75,-.338,-.351,-.787,-.422,-.493,-.643
2,2020,5,3,-.561,-.689,-.749,-.34,-.351,-.785,-.421,-.493,-.643
2,2020,5,4,-.56,-.689,-.748,-.342,-.351,-.783,-.421,-.491,-.643
2,2020,5,5,-.56,-.689,-.748,-.345,-.352,-.781,-.421,-.49,-.643
2,2020,5,6,-.56,-.689,-.747,-.347,-.352,-.779,-.421,-.49,-.643
2,2020,5,7,-.56,-.689,-.747,-.349,-.353,-.776,-.421,-.488,-.643
2,2020,5,8,-.559,-.688,-.746,-.349,-.352,-.774,-.42,-.487,-.642
2,2020,5,9,-.557,-.686,-.744,-.349,-.351,-.771,-.417,-.487,-.641
2,2020,5,10,-.556,-.684,-.743,-.35,-.35,-.769,-.415,-.486,-.64
2,2020,5,11,-.555,-.682,-.742,-.35,-.349,-.767,-.412,-.486,-.638
2,2020,5,12,-.553,-.68,-.739,-.351,-.348,-.766,-.409,-.485,-.637
2,2020,5,13,-.552,-.679,-.737,-.351,-.347,-.763,-.407,-.485,-.636
2,2020,5,14,-.551,-.677,-.736,-.352,-.345,-.759,-.405,-.485,-.634
2,2020,5,15,-.55,-.675,-.735,-.358,-.344,-.754,-.403,-.484,-.633
2,2020,5,16,-.548,-.674,-.734,-.364,-.342,-.751,-.402,-.481,-.632
2,2020,5,17,-.546,-.672,-.734,-.37,-.341,-.751,-.401,-.478,-.631
2,2020,5,18,-.545,-.671,-.734,-.376,-.339,-.748,-.399,-.476,-.629
2,2020,5,19,-.543,-.67,-.733,-.381,-.337,-.744,-.398,-.473,-.628
2,2020,5,20,-.541,-.67,-.734,-.387,-.335,-.741,-.397,-.47,-.627
2,2020,5,21,-.54,-.669,-.734,-.391,-.333,-.738,-.396,-.468,-.625
2,2020,5,22,-.538,-.669,-.734,-.39,-.331,-.734,-.394,-.467,-.624
2,2020,5,23,-.538,-.673,-.733,-.388,-.331,-.731,-.394,-.466,-.624
2,2020,5,24,-.538,-.677,-.734,-.386,-.331,-.728,-.393,-.466,-.624
2,2020,5,25,-.539,-.681,-.738,-.384,-.33,-.727,-.392,-.468,-.625
2,2020,5,26,-.537,-.679,-.734,-.384,-.33,-.726,-.392,-.465,-.624
2,2020,5,27,-.536,-.68,-.732,-.382,-.33,-.723,-.391,-.463,-.623
2,2020,5,28,-.535,-.681,-.731,-.382,-.33,-.72,-.388,-.461,-.623
2,2020,5,29,-.534,-.682,-.73,-.386,-.329,-.717,-.386,-.46,-.623
