year,month,day_endofweek,cityid,emp,emp_ss40,emp_ss60,emp_ss65,emp_ss70,emp_wage_q1,emp_wage_q2,emp_wage_q3,emp_wage_q4,emp_s,emp_ss40_s,emp_ss60_s,emp_ss65_s,emp_ss70_s,emp_wage_q1_s,emp_wage_q2_s,emp_wage_q3_s,emp_wage_q4_s
2016,1,16,2,-0.0537574478795555,0.10763808377330197,-0.11843900949404607,-0.21229499697460286,0.08467746260617925,1.4813197304014714,-0.3635439760207704,-0.1895505723096742,-0.12148742907430798,-0.05846606750382033,0.11983051794557853,-0.13116305275381612,-0.21547641556328734,0.06691645658496248,1.652349556792862,-0.3840453640483935,-0.19438359948924,-0.12866839177580525
2016,1,16,20,-0.0670934982989625,-0.35897327046732475,-0.00037963815106412113,-0.11961451501019238,0.014281658104977835,0.5443694301621969,-0.3778894078543842,-0.2772146695163775,-0.3396807644035398,-0.0688930267190826,-0.3462451110846211,-0.004090181244246649,-0.12613729219481018,-0.03348501199846221,0.5212772599103346,-0.3849901726873146,-0.28187358212739044,-0.3032757084819533
2016,1,16,21,0.0030133269740606483,-0.04056874699777169,-0.04954813863158769,-0.10338707379506007,0.08952130481193099,.,0.41818879650975505,-0.16186570215485085,-0.33909926354591957,-0.0026913887294733874,-0.02275459458101936,-0.030875814651455946,-0.11338329807898762,0.06832723898541948,.,0.41260038083917006,-0.16293612805157764,-0.34857684953292745
2016,1,16,22,0.11342988091641026,0.6874160774450617,0.015407566215356105,-0.41576322639962593,.,0.297481983616114,-0.3915689784911093,0.5958924117648812,-0.04098935215917521,0.09555042545432224,0.7187895348673634,-0.02044613641660098,-0.4256007635154606,.,0.27956399133522325,-0.36474858178918745,0.4963963003248617,-0.059122791203207625
2016,1,16,24,-0.05811222729041099,-0.08263699133154478,-0.09505910206327961,0.03698472034632627,0.12994955898245109,.,-0.2074536457284617,-0.2008694835860626,-0.21943691276808697,-0.06026861661706007,-0.06936639108874543,-0.09130527227093366,0.0302196504295158,0.12631877921652634,1.679234884469826,-0.2122925556981018,-0.20600685571383515,-0.2125639215738816
2016,1,16,25,-0.07328831080272946,0.07983895008367381,-0.041861557777241765,-0.10331518380887761,0.048943220769850804,.,-0.20869995620398107,-0.18875270764017094,-0.2929099714072304,-0.08113514593502902,0.06583851029196475,-0.04693788695958745,-0.10820264404194657,0.018523077558849188,.,-0.2033843661590492,-0.1945137031186157,-0.29970257109267984
2016,1,16,26,0.03208343711503403,0.6684131280917693,-0.16443930119074945,-0.1678229414173742,0.4080103802646533,0.5852337798067648,-0.2047477158133879,-0.09314949439121512,-0.42847878686906726,0.04507917800536343,0.6767588211773194,-0.16104401646607347,-0.16663163639179424,0.4451658759916708,0.6060856599782303,-0.2135186429978585,-0.08349724625802102,-0.43770528223534977
2016,1,16,27,-0.19253511391198286,-0.03708540775759861,-0.09638327682800152,-0.2376838068735655,-0.16916786789029836,0.10561215070771723,-0.3311284095542991,-0.20192017769138593,-0.42806724065204227,-0.1879619266990753,-0.02629212282277904,-0.06400868859257358,-0.24951671243149742,-0.16880366623219079,0.11684222023443169,-0.31328915131998447,-0.2398777015185145,-0.436251694816127
2016,1,16,28,-0.09382637063654697,0.27127512482825256,-0.3024378358872699,-0.2656169482207207,-0.06315278191773366,.,-0.28121018351004223,-0.378142206316883,-0.4445774050068977,-0.10099426938613199,0.21713235185181357,-0.2877569004576145,-0.27539716363759315,-0.05246517437711107,.,-0.2744690001345349,-0.40002074364681406,-0.4349476991166783
2016,1,16,29,-0.14421689826015882,0.050568751655527544,-0.41990474885753326,-0.09675858413826322,-0.10581978370461942,.,-0.45809185835841193,-0.23875093216338872,-0.317160818877105,-0.14119876933810416,0.0822965516993015,-0.4086066036080569,-0.08958717200517208,-0.13121246537664177,.,-0.4299871071782755,-0.2562222302340168,-0.30400333000623125
2016,1,16,3,-0.058451013381377925,-0.15043025342672467,0.021632742543652217,-0.13725006631815473,0.11411830806619716,.,-0.47252474478247797,-0.19601432568184562,-0.23790095233302078,-0.055959772325076984,-0.14359555154201142,0.02442459430470878,-0.1373169337385749,0.11873733206673576,1.8429213092823868,-0.4609668976456506,-0.20939146839622158,-0.2366627548604775
2016,1,16,30,-0.041122677948833175,-0.0445000897969583,-0.23804245612272978,-0.25555848445175244,0.15084365810776257,1.3666945568693598,-0.2854664991281173,-0.2854814843361133,-0.44075856912630806,-0.04129997666174612,-0.04365311404754757,-0.22733902747925394,-0.2527232313262915,0.11936620324342506,1.275334687222645,-0.27302864194456666,-0.28051551458755264,-0.44416772475098965
2016,1,16,31,-0.03966032238725681,0.005351652107773663,-0.08526486121310561,-0.11456083618009527,0.17589763534018,0.4850829640404608,-0.3773223774570367,-0.1440762842564225,-0.09993674349057935,-0.0382903648602253,0.0016487359881207642,-0.06318021382336636,-0.10852043090765362,0.1662600632095652,0.4542177201612594,-0.3617109608125645,-0.16367845690945038,-0.07968093056625769
2016,1,16,32,-0.0396385923553515,-0.1664136221294309,-0.14709318858929388,0.09307312161131098,0.17063136816902258,0.6373896446555376,-0.3254991050536349,-0.3547303292992079,-0.33596641269650873,-0.025390562970240116,-0.1361355334125809,-0.1323808393921193,0.07155661131089541,0.1673440165177542,0.5813042438021285,-0.3089956168512855,-0.3393849133878598,-0.35411470716592275
2016,1,16,33,-0.13585094558654887,-0.11819216671654764,-0.15701912192232037,-0.2549437859037059,-0.024401822061753786,0.8856469249619101,-0.40515138227739333,-0.38228239664508157,-0.5043774779212813,-0.13759225303119538,-0.10840013040482044,-0.17279750724163268,-0.2489486691980216,-0.03407460763007686,0.8008536043664471,-0.39923161723682254,-0.40257480102932885,-0.4811843044012488
2016,1,16,34,-0.02220578303544396,-0.13315266268366988,-0.07334283484089332,-0.017639996048043338,-0.005470422419436849,.,-0.6110366170127555,-0.23100278143875175,-0.0656991683812671,-0.030700992363409063,-0.13441100638219228,-0.06770184861342643,-0.02731795898281375,0.008707892636616643,.,-0.6120695469461723,-0.2312905494258205,-0.06427604873685344
2016,1,16,35,-0.006400875523182359,-0.12772253090114727,0.0005437374455321553,0.05477540172151696,0.4985847724692014,.,-0.34182867994648236,-0.3426938703624496,-0.24945557019593612,-0.015595631605959559,-0.11778651023072229,-0.021453090435637145,0.042761617061181756,0.4678501890944162,.,-0.3242483227623606,-0.3597774690040919,-0.24469254523720152
2016,1,16,36,-0.07026031565687729,-0.04805918436478429,-0.1262396635422286,-0.0955981359116197,-0.0386354290511034,0.7209950792121114,-0.262285162358475,-0.07476038854961609,-0.39412990002760495,-0.07184785050704534,-0.03294478723685057,-0.11256290906996103,-0.09607859889519699,-0.04394188504160146,0.6659511945049437,-0.26098024647884843,-0.07451692194866333,-0.3848386717367315
2016,1,16,37,-0.06122620190974881,-0.09494300964681257,-0.035451248738210706,0.025224722469440408,-0.12838504558469654,0.42330656959969604,-0.30708760696628057,-0.25743884481988766,-0.11573247819687704,-0.05465441822521966,-0.07930084915872737,-0.05153711959216978,0.017596482765459998,-0.13097996387736144,0.42607916338806384,-0.2990086668268569,-0.2650419141277782,-0.08239175255972686
2016,1,16,39,-0.24238719069423675,-0.19763858126785383,-0.430027420424018,-0.25928045363351326,0.3953838215257044,0.28436953369112494,-0.37124544277702265,-0.41312482979848875,-0.46899128821656233,-0.24169853759147275,-0.18451564249099728,-0.43040169877957135,-0.2531736508314032,0.39670391380652936,0.27146158674515064,-0.37386517017640375,-0.41479819280176955,-0.4697141949335949
2016,1,16,4,-0.01852859255550976,-0.12137062167755952,-0.032153353782499394,-0.08967431533779213,0.2616915421236654,0.26629864954027505,-0.02426454164368752,-0.14610708603669886,-0.22868447517000334,-0.028791689518748886,-0.1250322007339455,-0.0502268537738535,-0.10078108971980981,0.24284987748027365,0.272276360675346,-0.029236925123268476,-0.17861062418569085,-0.22734219213494355
2016,1,16,40,-0.11782060371045777,-0.07322112801628611,-0.42235226901666456,-0.0009311243485679022,-0.08561079443983377,0.7576597179158278,-0.3532633694891194,-0.3665950582816897,-0.29389251799721416,-0.1312743885025599,-0.11438805566819188,-0.4222862677828143,-0.0012197359485773829,-0.0474958922155605,0.7365050159367987,-0.347326332989751,-0.3837088496482358,-0.3397935829488493
2016,1,16,41,-0.03060816967638691,0.29801234484168426,-0.21691358381929204,0.08216016680135363,0.15257007662969158,.,-0.0982420186211933,-0.2755584171047545,-0.2674077623209653,-0.0401504588942736,0.284159112619331,-0.2267879284807256,0.0569775922209288,0.10722955216164753,.,-0.08968990106941166,-0.27364270709247274,-0.3161004835516825
2016,1,16,42,-0.12332455896312922,-0.04532432295133959,-0.2451898709471908,-0.1972936022195657,0.1780641053912475,1.5014434672073245,-0.3688840536082192,-0.25769009914972796,-0.2602530006275786,-0.11867990538871753,-0.069107586005562,-0.2445462312107367,-0.19770209761513147,0.18200703007930596,1.392623837463029,-0.35638257813836927,-0.2627139653245528,-0.25963851956978024
2016,1,16,43,-0.19315633457132997,-0.08777672976110451,-0.36184316085295687,-0.1681218726451591,0.35951157930737887,0.7291018397592661,-0.3571492896626337,-0.3255793592405488,-0.5363879363131034,-0.20156848416820783,-0.08942013298733298,-0.37504329988617147,-0.1750273183640153,0.3399410059917203,0.6564247535939689,-0.3506957788411518,-0.3293356511306563,-0.5585680467349099
2016,1,16,44,0.036632155059562965,0.002343746389128709,-0.034539270839302305,0.15259829530288838,-0.08796388885531714,0.10331844107453314,0.005435038344174359,0.13091902015919743,-0.22560483724879432,0.03263950715274899,0.0041312390536119015,-0.03293931888297408,0.15239530348864805,-0.08664479205640374,0.09745360477164122,-0.002881935035695893,0.10707881054518897,-0.2285923113105114
2016,1,16,45,-0.008286499471541253,-0.457959824627576,-0.2116743165410453,-0.2994518135460398,0.6350950238435933,0.8499947736822187,-0.1646772780629464,-0.24860232278570615,-0.844681966669294,-0.012787320730636709,-0.4562150478701662,-0.23760050541290312,-0.2688364193691837,0.637778379511871,0.8205573103208874,-0.17448445263543455,-0.24225509456419003,-0.8847751082939
2016,1,16,46,-0.04495817064568697,0.0951706581531151,-0.2607677926508034,-0.09908621094485726,0.1487485797700827,0.5588562961342121,-0.32981121573521066,-0.2111372123902444,-0.3857520071965046,-0.042806328436626906,0.09258679578413886,-0.25663408332153215,-0.10134222939945059,0.138176234117791,0.5403243991856437,-0.32104872544058904,-0.21432326142757618,-0.37696339975065263
2016,1,16,47,-0.10547599518947914,-0.29954997439137276,0.08228023101206072,0.05323182541574867,-0.18090911000531806,.,-0.6914156443999426,-0.29461908643748413,-0.3325359602122355,-0.12628580147230506,-0.30777857744429626,0.07108758555023331,0.048589351328909514,-0.1850769636382057,.,-0.7041605382593632,-0.2995425504350434,-0.3664884979125018
2016,1,16,48,0.37710340376871443,0.3927766766627647,-0.37810128888264416,1.7487009022527884,0.3794444321364119,.,-0.15692606373156148,-0.008908977086399372,-0.018963070879897015,0.3727820382370024,0.3388222730778554,-0.37780603955513026,1.6566280822454407,0.365914891388629,.,-0.169026113896111,0.050821714297381915,-0.01905334904134104
2016,1,16,49,-0.33098670475213965,-0.13745265837518883,-0.6010137691416836,-0.18715519863710917,0.5532148428643935,0.9909077346587765,-0.6664106465721151,-0.6380571688442616,-0.47315070140946625,-0.33698586550555276,-0.13421051672924345,-0.594743770051392,-0.20334993505199994,0.4827278422227008,0.8525404809962662,-0.66901898240586,-0.6350912374007809,-0.4913507003548584
2016,1,16,5,-0.203511583898086,-0.15349094483077008,-0.26570675114427,-0.2619498067458629,0.002217136709344425,1.4789254427317489,-0.5044836779560267,-0.42909336483904026,-0.400870422360731,-0.2028445358958041,-0.15216632813677666,-0.2507628634598219,-0.2655644972261648,0.0016521216863851773,1.4574249388130522,-0.5112106392065824,-0.4110261257173542,-0.4041459131723548
2016,1,16,50,-0.05654435125820556,-0.07038777980391386,0.06924899531834638,0.4327724817496523,-0.2919402658494772,1.1839408486671412,-0.38616982146872936,-0.28374229912935933,-0.26556588915087165,-0.05893738381692948,-0.08576801468765549,0.07628485671878527,0.4050860127093492,-0.2945644371274304,0.9115990815382369,-0.3901022228056522,-0.3170660673838346,-0.28679169068486143
2016,1,16,52,-0.11644675228797285,-0.10531370787317995,-0.3003322404180536,-0.3673229651704297,0.24274252699522791,1.1706387683469575,-0.40271830247813,-0.4125323192228345,-0.3550677451540648,-0.10784913344953084,-0.09360527485285741,-0.2984356093816659,-0.35842883465432296,0.2027520732911161,1.1146671206046062,-0.39994515563996114,-0.42019539924650395,-0.3468108830356146
2016,1,16,53,-0.02529004156911796,0.034252533192309365,-0.2756475047399707,-0.1000350052704555,0.04940961828782919,0.3876392037507479,-0.28179240454318566,-0.08245218938932197,0.09888148335602986,-0.03132171441382681,0.028058114366396048,-0.2646013716844281,-0.1284208217107099,0.05505857430253758,0.3625589865599046,-0.26123676977065446,-0.11523748809687939,0.047716228502907354
2016,1,16,6,-0.04731017366132262,-0.03219159031695551,-0.12610594142148535,0.0197021364772354,0.1380094403695986,.,-0.47068299176248507,-0.3135221241855918,-0.23464624336137774,-0.0630638193634373,-0.046179674362945566,-0.1387802029340598,-0.005543640792240567,0.11887480595172928,.,-0.46549845393222966,-0.3241144895553264,-0.263411769054574
2016,1,16,7,-0.10819388950398656,-0.11385187794743579,-0.1959066049259488,-0.18199956182313903,-0.02523182435066107,0.27652786764360915,-0.3487232141612516,-0.11897552873659867,-0.2578959657443677,-0.11212594050142655,-0.11452943227878853,-0.2035350127087655,-0.19326240513349702,-0.02314686059826354,0.22280560935713067,-0.33669224398644804,-0.15229269206424167,-0.2442943204328435
2016,1,16,8,-0.09769716130239359,-0.14357574214087876,-0.2316363000051912,-0.0372160264435476,0.10813479453420949,0.5418978527504521,-0.3813008199704422,-0.27065425763730333,-0.3975663059013961,-0.0939226919068008,-0.1368454038627689,-0.209609048260318,-0.0543037766609723,0.10806310329504432,0.4701067861271806,-0.3623068508018078,-0.26035797498810775,-0.39605265378809484
2016,1,16,9,-0.1556282857074186,-0.010147767460403467,-0.2752718581363435,-0.1496157853995923,0.09619423036376373,.,-0.1487362387871145,-0.289356383171385,-0.34036957231550535,-0.1647987446933633,-0.001058861994020055,-0.27572192067715273,-0.18774007169144824,0.08955419143455012,.,-0.15278322111121045,-0.30353480136709654,-0.33619866426998046
2016,1,2,1,-0.11707171265649641,-0.037273761291057306,-0.19380931453851646,-0.22035243917797187,0.06301100610948995,.,-0.48885609951866094,-0.35852768974373206,-0.35898559574906597,.,.,.,.,.,.,.,.,.
2016,1,2,10,-0.0431103966030677,-0.2155411330315935,-0.2507779293127952,-0.2388057572478003,0.09572891436058839,0.5917682969942966,-0.20077535334329766,-0.1831958822025893,-0.36492204921808635,.,.,.,.,.,.,.,.,.
2016,1,2,11,-0.06201469037874341,0.2889571640393429,-0.1594833333629474,-0.10127960116444379,0.19639801170913174,0.3135935675017767,-0.33065213702256757,-0.08338933454342334,-0.27726768260082935,.,.,.,.,.,.,.,.,.
2016,1,2,12,-0.09348367287610815,-0.05351821744012508,-0.14225521723962564,0.14082837563429318,-0.02748146706085819,.,-0.26612056578108545,-0.27004235038954505,-0.2643230904169823,.,.,.,.,.,.,.,.,.
2016,1,2,13,-0.012059960819018167,-0.06303593773332794,0.08287887891523682,-0.0938713171913198,0.07729087199108342,1.0930993725375147,-0.3921980940971037,-0.267025132168058,-0.3053292951878316,.,.,.,.,.,.,.,.,.
2016,1,2,14,-0.384756482627435,-0.005109902171100522,-0.37239018952049485,-0.46126912235516593,0.1606353212944902,-0.3097591759861106,-0.5191351691999023,-0.25288467870525444,-0.37008148720804135,.,.,.,.,.,.,.,.,.
2016,1,2,15,-0.14072588368377215,-0.19878313941032,-0.2241657659080759,-0.0909287371193459,0.06422570850990583,0.46090709032854726,-0.3839557867080372,-0.2769271482107496,-0.3719139262267781,.,.,.,.,.,.,.,.,.
2016,1,2,16,-0.293620661707494,.,-0.42306136498022473,-0.18416286817530625,-0.3139535125489764,0.8661035029952393,-0.41380826332942255,-0.49584097317496867,-0.6129244291390848,.,.,.,.,.,.,.,.,.
2016,1,2,17,-0.15442953458239417,-0.059026470194198155,-0.3526495663293414,0.07840662115728025,0.0637839405292171,0.3468550998733053,-0.35530405134863263,-0.3184199722368961,-0.28941835062707244,.,.,.,.,.,.,.,.,.
2016,1,2,18,-0.15673210120358083,-0.242526438388887,-0.011263594121184162,-0.21434245929149176,0.16553554067899978,0.3485860848800757,-0.2893587650953784,-0.33489602183435874,-0.37721608081268065,.,.,.,.,.,.,.,.,.
2016,1,2,19,-0.04688951556786658,0.05517110810122161,-0.15059301368503286,-0.013572265647142867,-0.10197714007003156,0.7007066400936683,-0.31896650649169667,-0.31314992766375027,-0.2672512907915253,.,.,.,.,.,.,.,.,.
2016,1,2,2,-0.07458427207221607,0.1001759630331871,-0.1406341442420438,-0.23443542888942392,0.04970943398372474,1.4310017009157576,-0.3721246882833952,-0.20563668976058302,-0.15415875247354405,.,.,.,.,.,.,.,.,.
2016,1,2,20,-0.07856116181357675,-0.3425902509290466,-0.011215514239342195,-0.1592875248978851,0.05002726720118855,0.5323973203114432,-0.381677815400456,-0.3105562444478921,-0.33566746294180827,.,.,.,.,.,.,.,.,.
2016,1,2,21,-0.02544988654862579,-0.12628211367008768,-0.08948048831666544,-0.10293346507754009,0.08391285807768445,.,0.39199404930287596,-0.17468709928817405,-0.3740461589498706,.,.,.,.,.,.,.,.,.
2016,1,2,22,0.024828033628632173,0.6874160774450617,-0.19836244772471878,-0.4322206003038618,.,0.1461399383132833,-0.36169769746714575,0.46418304710851954,0.04619343400817244,.,.,.,.,.,.,.,.,.
2016,1,2,24,-0.06993851476962454,-0.08157685435714501,-0.11544498190244101,0.02863856654484409,0.10700446338478109,.,-0.2292438755199936,-0.2242273620910088,-0.19508384384661226,.,.,.,.,.,.,.,.,.
2016,1,2,25,-0.08317311924208837,0.07369919665513325,-0.057546111906724096,-0.12032127515043356,0.050154005557195624,.,-0.23093252579624435,-0.20820688390887288,-0.29562723822295756,.,.,.,.,.,.,.,.,.
2016,1,2,26,0.011886868182549026,0.6048545327358923,-0.18816082704293502,-0.1866875888354147,0.39695270712121355,0.528185638796357,-0.2528589208549131,-0.063532038946164,-0.36408375496097845,.,.,.,.,.,.,.,.,.
2016,1,2,27,-0.19831895039457803,-0.05548504964758083,-0.11424347303857896,-0.24217452490918812,-0.18427390665592924,0.10509031217544162,-0.3069788734848986,-0.281509274934002,-0.41147632878116336,.,.,.,.,.,.,.,.,.
2016,1,2,28,-0.09752128123225168,0.2577703510888836,-0.2933106664810019,-0.28464241588339634,-0.15934691591725214,.,-0.3082759819790414,-0.39640075644442674,-0.36905550904277995,.,.,.,.,.,.,.,.,.
2016,1,2,29,-0.1626822970234486,0.042872885701371155,-0.4423061374389643,-0.0935507546647868,-0.12223283532838214,.,-0.46139477495755565,-0.26596495035525025,-0.33177834378498683,.,.,.,.,.,.,.,.,.
2016,1,2,3,-0.07293627059315255,-0.1592493017744454,-0.0070508243017848304,-0.15783797964855528,0.10764869706354996,.,-0.47119022971538194,-0.2419478407451724,-0.2559445512446761,.,.,.,.,.,.,.,.,.
2016,1,2,30,-0.052460608539683706,-0.02354213492591628,-0.2020571621877828,-0.271318406197362,0.11641040378433631,1.2622815320907583,-0.2812863151074424,-0.28830626465864295,-0.38554806647574447,.,.,.,.,.,.,.,.,.
2016,1,2,31,-0.07172791878952722,-0.008238670439226325,-0.13988227161891675,-0.12981689753813774,0.11619929345171154,0.4226707039380919,-0.38739203532905053,-0.18201119832277368,-0.1068142530868621,.,.,.,.,.,.,.,.,.
2016,1,2,32,-0.05648801161252448,-0.15500447357792868,-0.21174367982734277,0.056772562350477784,0.1861707226137439,0.6703401930311386,-0.3298342671427087,-0.4116198130741766,-0.4079137979122325,.,.,.,.,.,.,.,.,.
2016,1,2,33,-0.14863637671380336,-0.10380369391238864,-0.17432309602010887,-0.26394062802144924,-0.05617840299827703,0.8404211298381916,-0.4125415035241594,-0.408708918074949,-0.4649985129737588,.,.,.,.,.,.,.,.,.
2016,1,2,34,-0.037589201131074,-0.1376585551212468,-0.07914364976587585,-0.0456356748656207,-0.010987923543323452,.,-0.6276372308545446,-0.220176678842105,-0.03940877300586976,.,.,.,.,.,.,.,.,.
2016,1,2,35,-0.0265614990531724,-0.1355537006494928,-0.027458532776485245,0.04307630122223083,0.4480415904840638,.,-0.33786828922029544,-0.37526198125259913,-0.27626781507786136,.,.,.,.,.,.,.,.,.
2016,1,2,36,-0.0907304021121309,-0.09623085533425213,-0.14727505224725068,-0.11900378277474744,-0.0593848037255571,0.7187196278951635,-0.2811906284794645,-0.13296909500426402,-0.39795863358271577,.,.,.,.,.,.,.,.,.
2016,1,2,37,-0.058328155609819965,-0.09385136172456399,-0.022140392777948215,0.018257879245261233,-0.12195720668782839,0.4349946399088038,-0.33116265433625747,-0.30130645424992264,0.0021902778291782443,.,.,.,.,.,.,.,.,.
2016,1,2,39,-0.2671759438560377,-0.17385278608028176,-0.46211974519398324,-0.27720696954481083,0.3598387007815189,0.2800221546867032,-0.39422760157010595,-0.443055688763902,-0.4980355215246577,.,.,.,.,.,.,.,.,.
2016,1,2,4,-0.03790371211783161,-0.12754125328497423,-0.038811903973249295,-0.12062156526082646,0.21556418751577167,0.2902215722588428,-0.05257009399846002,-0.20400619785602292,-0.23317944083051267,.,.,.,.,.,.,.,.,.
2016,1,2,40,-0.14301365976111358,-0.09754405836867275,-0.43205149368632156,-0.014640474271743642,-0.09318860553563624,0.6683818689054435,-0.35194341142845653,-0.4071453227121925,-0.23631393123620792,.,.,.,.,.,.,.,.,.
2016,1,2,41,-0.06060843756348089,0.2953139936603164,-0.23930549150117275,0.06159499016901515,0.09751014125643187,.,-0.11660422704263818,-0.2929360128232047,-0.2957341572739097,.,.,.,.,.,.,.,.,.
2016,1,2,42,-0.1213093777826173,-0.03492099673041993,-0.2438101894960205,-0.1963536649856309,0.18026773696362297,1.520666018887073,-0.374980262630322,-0.2622066523899833,-0.24456087000768145,.,.,.,.,.,.,.,.,.
2016,1,2,43,-0.21363253619811062,-0.09382132050503045,-0.37175364303538194,-0.2202993542396251,0.3085272411743094,0.6927862684679007,-0.37042068081563184,-0.37789660833908434,-0.5178925025655003,.,.,.,.,.,.,.,.,.
2016,1,2,44,0.01699751187508247,-0.009914217499531697,-0.07352040336232302,0.1353869173538702,-0.08533579729355179,0.06406364325634906,-0.014437945304733302,0.15699779386275448,-0.21536777224144255,.,.,.,.,.,.,.,.,.
2016,1,2,45,-0.04708025675063565,-0.49667698001132055,-0.23327228047142756,-0.3055969730763376,0.4307081458631441,0.9311725923428686,-0.21709381494127733,-0.35456866188002967,-0.7526416519929758,.,.,.,.,.,.,.,.,.
2016,1,2,46,-0.060133593259839024,0.03718020236148667,-0.2697433290712993,-0.11723976982623663,0.16234692339010448,0.5478534547555913,-0.3384983758166832,-0.2527603146371975,-0.37663654994022755,.,.,.,.,.,.,.,.,.
2016,1,2,47,-0.1222615311721349,-0.3363812520680941,0.08887950071335382,0.036194925271062495,-0.21097467022951988,.,-0.69177039451469,-0.3301127371629068,-0.3468748761369015,.,.,.,.,.,.,.,.,.
2016,1,2,48,0.33399293691725784,0.25349900899648836,-0.434174123491586,1.7487009022527884,0.49439813481444617,.,-0.2337200473539266,-0.15605714588837327,0.07139559357345737,.,.,.,.,.,.,.,.,.
2016,1,2,49,-0.2840758247061951,-0.153575038592475,-0.4969070353315306,-0.20562894412262944,0.5532148428643935,1.4601547771383667,-0.6689325867288711,-0.678622806270897,-0.48995065727126486,.,.,.,.,.,.,.,.,.
