year,month,day,cityid,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020,3,13,32,.0929,.214,.221,.0271,-.01,-.00143,.00442
2020,3,13,33,.0443,.131,.107,-.0386,-.0243,.00143,.00233
2020,3,13,34,.0829,.134,.159,-.0129,.00714,-.00571,.00849
2020,3,13,35,.0157,.127,.207,-.0771,-.0214,.00714,-.00809
2020,3,13,36,.0357,.0886,.234,-.00286,-.0443,.0143,-.0106
2020,3,13,37,.12,.144,.369,.0729,.0486,-.0143,.0217
2020,3,13,38,.0114,.106,-.0486,-.0886,.00714,.01,-.0118
2020,3,13,39,.0314,.109,.509,-.0843,-.0371,.00857,-.00608
2020,3,13,40,.0543,.174,.399,.0114,-.0471,.01,-.00567
2020,3,13,41,-.0243,.101,.14,-.179,-.0829,.0457,-.0519
2020,3,13,42,.0614,.11,.266,-.01,-.0143,.00857,-.00478
2020,3,13,43,.0371,.0814,.123,-.0157,.00286,.00143,-.000315
2020,3,13,44,.104,.171,.39,.0486,-.00143,.00143,.00141
2020,3,13,45,.109,.134,.391,.0357,.02,-.0114,.0156
2020,3,13,46,.0571,.116,.566,.0229,-.01,.00429,.00126
2020,3,13,47,.0771,.111,.153,.00429,.0157,.00143,.00102
2020,3,13,48,-.0229,.0371,-.0357,-.0814,.00571,.00857,-.00863
2020,3,13,49,.08,.191,.73,0,.02,-.00571,.00765
2020,3,13,50,.0571,.224,.29,-.0614,.00286,.00143,-.0000337
2020,3,13,51,.0757,.109,.471,.0429,.00429,-.00286,.00572
2020,3,13,52,.0614,.146,.421,-.0214,.0129,-.00286,.00712
2020,3,13,53,.0743,.127,.466,.104,.00857,-.00571,.00802
2020,3,14,1,-.0314,.144,-.173,-.129,-.0214,.03,-.0374
2020,3,14,2,-.00664,.157,.304,-.096,-.0403,.0284,-.0328
2020,3,14,3,.0386,.194,.321,-.0543,-.0114,.00571,-.00491
2020,3,14,4,.05,.163,.199,-.0529,-.08,.0157,-.0165
2020,3,14,5,.0343,.0857,-.0471,-.0243,-.0843,.0243,-.0242
2020,3,14,6,-.0243,.0786,-.16,-.144,-.0157,.0286,-.036
2020,3,14,7,.0543,.143,.21,-.0414,-.0514,.0129,-.0169
2020,3,14,8,.0171,.113,-.0143,-.0714,-.0343,.0157,-.0195
2020,3,14,9,-.123,.0257,.214,-.279,-.239,.0943,-.109
2020,3,14,10,.05,.141,.304,-.0857,-.116,.0229,-.0264
2020,3,14,11,.0414,.141,.189,-.0471,-.136,.0171,-.0177
2020,3,14,12,-.0829,.103,.197,-.31,-.167,.0814,-.0965
2020,3,14,13,.0543,.17,.49,.0114,-.0129,.00714,-.00692
2020,3,14,14,.0443,.137,.434,-.05,-.02,.01,-.0113
2020,3,14,15,.0186,.126,.394,-.03,-.0243,.01,-.0112
2020,3,14,16,.0271,.103,.184,-.131,-.0229,.0129,-.0163
2020,3,14,17,.0357,.156,.444,-.0686,-.00714,-.00143,.00226
2020,3,14,18,.0229,.0986,.331,-.0357,-.0229,.00857,-.00974
2020,3,14,19,.0229,.0629,.17,.02,-.09,.0129,-.0129
2020,3,14,20,.0357,.15,.251,-.00714,-.02,.00571,-.0052
2020,3,14,21,-.177,.0786,-.0971,-.31,-.21,.101,-.121
2020,3,14,22,.0729,.159,-.157,.12,-.0243,.00143,-.0022
2020,3,14,23,.0557,.0743,.521,-.00143,0,.00286,-.00165
2020,3,14,24,-.0186,.0843,.301,-.0671,-.0357,.02,-.0258
2020,3,14,25,-.0514,.146,.24,-.154,-.0586,.0286,-.0313
2020,3,14,26,.0543,.149,.26,.0143,-.00143,.00143,-.00549
2020,3,14,27,.0157,.219,.443,-.0114,-.0186,.01,-.0112
2020,3,14,28,-.0257,.246,.351,-.121,-.00714,.0171,-.022
2020,3,14,29,-.0314,.0657,.0729,-.0829,-.0529,.02,-.0232
2020,3,14,30,.04,.126,.26,-.05,-.0414,.0114,-.01
2020,3,14,31,.05,.161,.407,-.00857,.00857,.00286,-.000748
2020,3,14,32,.0629,.229,.19,.0129,-.0186,.00571,-.0081
2020,3,14,33,.03,.141,.0743,-.0486,-.0271,.00571,-.00518
2020,3,14,34,.0643,.171,.109,-.0257,.00286,-.00143,.000973
2020,3,14,35,-.00429,.147,.171,-.1,-.0286,.0129,-.0181
2020,3,14,36,2.66e-10,.1,.173,-.0414,-.0571,.0214,-.0231
2020,3,14,37,.0829,.144,.213,.0271,.0371,-.00429,.00418
2020,3,14,38,-.00571,.126,-.0743,-.107,.00143,.0157,-.0218
2020,3,14,39,.0129,.121,.513,-.106,-.0429,.0143,-.0161
2020,3,14,40,.01,.166,.256,-.03,-.06,.0214,-.0257
2020,3,14,41,-.0514,.111,.0943,-.214,-.0957,.0543,-.0669
2020,3,14,42,.0314,.119,.214,-.0357,-.0229,.0171,-.0198
2020,3,14,43,.02,.0957,.0929,-.0343,-.00429,.00571,-.00783
2020,3,14,44,.0743,.174,.341,.0214,-.0114,.00857,-.0111
2020,3,14,45,.0786,.151,.266,.0157,.0114,-.00429,.00308
2020,3,14,46,.0186,.121,.52,0,-.0229,.0114,-.0113
2020,3,14,47,.0643,.137,.127,-.00143,.0114,.00571,-.00649
2020,3,14,48,-.03,.0457,-.0371,-.09,-.00286,.0114,-.0136
2020,3,14,49,.0571,.224,.736,-.0271,.0171,-.00286,.00264
2020,3,14,50,.0257,.236,.243,-.0886,-.00571,.00857,-.0126
2020,3,14,51,.06,.123,.526,.0286,.00143,.00143,-.00179
2020,3,14,52,.0343,.151,.311,-.0414,.00286,.00571,-.0079
2020,3,14,53,.0571,.139,.319,.0957,-.00143,.00143,-.0045
2020,3,15,1,-.0586,.156,-.227,-.153,-.0357,.0386,-.0548
2020,3,15,2,-.0417,.166,.27,-.131,-.0567,.0361,-.0484
2020,3,15,3,2.66e-10,.204,.107,-.0914,-.0257,.0157,-.0253
2020,3,15,4,.02,.159,.166,-.0786,-.0914,.0214,-.0282
2020,3,15,5,.0157,.103,-.07,-.0429,-.0929,.0286,-.0329
2020,3,15,6,-.0486,.0871,-.196,-.167,-.0271,.0371,-.0534
2020,3,15,7,.0214,.141,.119,-.0714,-.0671,.0214,-.0344
2020,3,15,8,.00429,.137,-.0429,-.0957,-.0457,.02,-.0282
2020,3,15,9,-.144,.0286,.227,-.303,-.251,.0986,-.118
2020,3,15,10,.0171,.146,.244,-.11,-.13,.0314,-.0438
2020,3,15,11,.02,.149,.133,-.0671,-.144,.0229,-.0293
2020,3,15,12,-.116,.107,.117,-.343,-.189,.0914,-.117
2020,3,15,13,.0114,.173,.334,-.02,-.0257,.0143,-.0215
2020,3,15,14,.01,.134,.369,-.0843,-.0357,.0171,-.0258
2020,3,15,15,-.02,.136,.177,-.0614,-.04,.0171,-.0257
2020,3,15,16,-.00857,.0971,.117,-.157,-.04,.0214,-.0338
2020,3,15,17,.00714,.166,.376,-.106,-.0214,.00571,-.0123
2020,3,15,18,-.0114,.0943,.149,-.0643,-.0371,.0157,-.0243
2020,3,15,19,.00857,.0743,.193,.00571,-.0986,.0157,-.0187
2020,3,15,20,.00143,.141,.0643,-.0371,-.0329,.0129,-.0197
2020,3,15,21,-.219,.0829,-.136,-.343,-.229,.111,-.141
2020,3,15,22,.0543,.176,-.143,.113,-.0257,.00429,-.00801
2020,3,15,23,.02,.0657,.446,-.0314,-.0171,.01,-.0162
2020,3,15,24,-.06,.0814,.27,-.0986,-.05,.0286,-.0432
2020,3,15,25,-.0957,.146,.196,-.193,-.0786,.0386,-.0517
2020,3,15,26,.0314,.154,.231,-.00286,-.00857,.00429,-.0113
2020,3,15,27,-.0229,.213,.201,-.0457,-.0314,.0186,-.0287
2020,3,15,28,-.0643,.241,.314,-.16,-.0229,.0243,-.0365
2020,3,15,29,-.0971,.0486,-.0357,-.151,-.0786,.03,-.0436
2020,3,15,30,.00143,.124,.144,-.0886,-.0614,.0214,-.0304
2020,3,15,31,.01,.161,.177,-.0429,-.00143,.01,-.0153
2020,3,15,32,.0329,.234,.236,.00286,-.0286,.01,-.0168
2020,3,15,33,.0157,.159,.0886,-.0614,-.0329,.00857,-.011
2020,3,15,34,.0371,.189,.0286,-.0514,-.00429,.00429,-.0107
2020,3,15,35,-.0329,.153,.0871,-.134,-.0429,.02,-.0326
2020,3,15,36,-.0414,.0957,.0729,-.0743,-.0771,.03,-.0405
2020,3,15,37,.0371,.136,.06,-.0143,.0214,.00286,-.0103
2020,3,15,38,-.0286,.13,-.0729,-.123,-.00571,.0214,-.0334
2020,3,15,39,-.0171,.121,.441,-.141,-.0629,.0229,-.0335
2020,3,15,40,-.0314,.157,.0957,-.0729,-.07,.03,-.0431
2020,3,15,41,-.0843,.114,.0157,-.254,-.113,.0643,-.0873
2020,3,15,42,-.00857,.121,.0971,-.0714,-.0357,.0257,-.0372
2020,3,15,43,-.00143,.1,.0829,-.0543,-.0143,.00857,-.0136
2020,3,15,44,.0243,.164,.249,-.0171,-.0271,.0157,-.0256
2020,3,15,45,.0429,.151,.209,-.0157,-2.66e-10,.00143,-.00855
2020,3,15,46,-.0229,.129,.323,-.0357,-.0386,.02,-.0287
2020,3,15,47,.0457,.156,.0986,-.0114,.01,.00857,-.0123
2020,3,15,48,-.04,.0514,-.0571,-.103,-.0129,.0157,-.0224
2020,3,15,49,.0314,.239,.669,-.05,-.00143,.00286,-.00899
2020,3,15,50,-.00857,.247,.304,-.114,-.0286,.0143,-.0242
2020,3,15,51,.0329,.12,.454,.00143,-.01,.00857,-.0163
2020,3,15,52,.00286,.151,.217,-.0614,-.0143,.0129,-.0224
2020,3,15,53,.0386,.144,.263,.0857,-.01,.00429,-.0103
2020,3,16,1,-.09,.163,-.293,-.189,-.0714,.0543,-.0734
2020,3,16,2,-.0827,.183,.163,-.178,-.105,.0547,-.0705
2020,3,16,3,-.0171,.239,.08,-.13,-.0571,.0271,-.0388
2020,3,16,4,1.06e-09,.17,.146,-.106,-.11,.0314,-.04
2020,3,16,5,.00286,.131,-.0971,-.0643,-.109,.0357,-.0414
2020,3,16,6,-.0686,.106,-.231,-.201,-.0657,.0514,-.0703
2020,3,16,7,.00429,.161,.0957,-.0929,-.0914,.0314,-.0462
2020,3,16,8,-.00857,.166,-.0857,-.123,-.0614,.0271,-.0367
2020,3,16,9,-.173,.0471,.221,-.33,-.28,.109,-.13
2020,3,16,10,-.00286,.169,.211,-.141,-.139,.0386,-.0523
2020,3,16,11,.00429,.169,.13,-.0786,-.147,.0271,-.0344
2020,3,16,12,-.123,.173,.0629,-.381,-.241,.11,-.139
2020,3,16,13,-.0257,.201,.271,-.0557,-.0614,.0286,-.0384
2020,3,16,14,-.0229,.137,.236,-.13,-.0757,.0329,-.0444
2020,3,16,15,-.06,.159,.0686,-.0943,-.0743,.0314,-.0426
2020,3,16,16,-.0271,.106,.133,-.191,-.0886,.0357,-.0507
2020,3,16,17,-.0129,.186,.289,-.144,-.0514,.0186,-.0275
2020,3,16,18,-.0329,.113,.109,-.0871,-.0629,.0257,-.0361
2020,3,16,19,-.00286,.09,.167,-.01,-.107,.0229,-.0271
2020,3,16,20,-.0186,.149,.0243,-.0529,-.0557,.0214,-.0299
2020,3,16,21,-.253,.119,-.167,-.386,-.28,.129,-.161
2020,3,16,22,.0414,.191,-.154,.0957,-.0629,.0143,-.0199
2020,3,16,23,-.01,.0686,.337,-.0686,-.0543,.0229,-.0314
2020,3,16,24,-.0843,.0957,.256,-.133,-.0914,.0414,-.0585
2020,3,16,25,-.146,.146,.03,-.251,-.127,.0586,-.0754
2020,3,16,26,.0114,.169,.177,-.0229,-.0357,.0143,-.0232
2020,3,16,27,-.05,.229,.141,-.0657,-.0586,.03,-.0422
2020,3,16,28,-.0929,.257,.283,-.206,-.07,.0386,-.0535
2020,3,16,29,-.15,.04,-.13,-.213,-.137,.0514,-.069
2020,3,16,30,-.0243,.141,.0686,-.123,-.0929,.0343,-.0456
2020,3,16,31,-.00857,.189,.187,-.0657,-.0286,.0186,-.0254
2020,3,16,32,.00857,.251,.216,-.0157,-.0614,.0214,-.0304
2020,3,16,33,.00429,.18,.0571,-.0814,-.0629,.0157,-.0195
2020,3,16,34,.0129,.2,-.0614,-.09,-.0371,.0186,-.0276
2020,3,16,35,-.0514,.177,-3.19e-09,-.171,-.0729,.0329,-.0479
2020,3,16,36,-.0757,.0971,-.0214,-.117,-.126,.0486,-.0625
2020,3,16,37,.0257,.164,.0457,-.0143,-.00714,.0114,-.0205
2020,3,16,38,-.0486,.14,-.103,-.147,-.0314,.0329,-.047
2020,3,16,39,-.04,.134,.346,-.181,-.0957,.0371,-.0505
2020,3,16,40,-.0457,.189,.1,-.0886,-.0914,.0371,-.0516
2020,3,16,41,-.0929,.161,-.0357,-.296,-.156,.0786,-.104
2020,3,16,42,-.0329,.139,.0871,-.11,-.0657,.04,-.0542
2020,3,16,43,-.0129,.114,.0671,-.08,-.0471,.0171,-.0238
2020,3,16,44,-.0243,.164,.167,-.0614,-.0629,.0286,-.0409
2020,3,16,45,.0286,.173,.19,-.0343,-.03,.01,-.0187
2020,3,16,46,-.0643,.147,.216,-.0714,-.0686,.0314,-.0422
2020,3,16,47,.03,.181,.0286,-.02,0,.0157,-.0208
2020,3,16,48,-.0514,.0629,-.101,-.121,-.0386,.0257,-.0342
2020,3,16,49,.02,.266,.724,-.0729,-.03,.0129,-.0208
2020,3,16,50,-.0329,.27,.316,-.15,-.0643,.0257,-.0377
2020,3,16,51,.0114,.126,.374,-.0171,-.0371,.0214,-.0316
2020,3,16,52,-.01,.176,.256,-.0843,-.0486,.0229,-.0343
2020,3,16,53,.03,.177,.209,.0729,-.0371,.0129,-.0205
2020,3,17,1,-.12,.17,-.281,-.213,-.11,.07,-.0888
2020,3,17,2,-.131,.19,.119,-.229,-.155,.0759,-.0912
2020,3,17,3,-.06,.244,.106,-.18,-.109,.0457,-.0569
2020,3,17,4,-.04,.181,.121,-.139,-.136,.0457,-.054
2020,3,17,5,-.0186,.157,-.0843,-.0843,-.131,.0457,-.0511
2020,3,17,6,-.0971,.12,-.19,-.229,-.109,.0671,-.0857
2020,3,17,7,-.04,.174,-.0129,-.131,-.124,.0486,-.063
2020,3,17,8,-.0243,.191,-.111,-.147,-.0986,.04,-.0492
2020,3,17,9,-.213,.0486,.263,-.359,-.314,.123,-.144
2020,3,17,10,-.04,.189,.0929,-.184,-.153,.0514,-.0648
2020,3,17,11,-.0243,.183,.06,-.1,-.156,.0371,-.0442
2020,3,17,12,-.186,.157,-4.26e-09,-.431,-.317,.143,-.171
2020,3,17,13,-.0829,.214,.267,-.0957,-.0986,.0443,-.0537
2020,3,17,14,-.0771,.123,.151,-.184,-.131,.0543,-.0653
2020,3,17,15,-.106,.166,.0457,-.124,-.119,.0486,-.0594
2020,3,17,16,-.07,.109,.0843,-.237,-.147,.0571,-.0716
2020,3,17,17,-.0443,.203,.249,-.189,-.0929,.0343,-.0429
2020,3,17,18,-.0771,.124,.133,-.106,-.0986,.0386,-.0487
2020,3,17,19,-.0214,.104,.146,-.0314,-.123,.0314,-.0355
2020,3,17,20,-.0443,.154,-.0143,-.0686,-.0814,.0314,-.0397
2020,3,17,21,-.336,.0886,-.219,-.451,-.353,.161,-.194
2020,3,17,22,.0129,.206,-.189,.0786,-.0986,.0271,-.0324
2020,3,17,23,-.0514,.06,.319,-.107,-.0986,.0386,-.0468
2020,3,17,24,-.14,.1,.241,-.176,-.144,.06,-.0766
2020,3,17,25,-.21,.127,-.0543,-.316,-.193,.0871,-.103
2020,3,17,26,-.0257,.169,.0471,-.0557,-.0714,.03,-.0385
2020,3,17,27,-.09,.239,.234,-.0786,-.0943,.0429,-.0548
2020,3,17,28,-.144,.254,.247,-.253,-.127,.06,-.0744
2020,3,17,29,-.214,.0271,-.18,-.287,-.21,.0786,-.0955
2020,3,17,30,-.0643,.146,-.0129,-.16,-.133,.0514,-.0624
2020,3,17,31,-.0543,.199,.211,-.0971,-.0686,.0343,-.0408
2020,3,17,32,-.03,.26,.187,-.0429,-.103,.0371,-.0457
2020,3,17,33,-.0157,.199,.04,-.106,-.0971,.0257,-.0292
2020,3,17,34,-.01,.221,-.0786,-.11,-.0729,.0314,-.0401
2020,3,17,35,-.08,.191,-.0571,-.21,-.11,.0486,-.0632
2020,3,17,36,-.11,.101,-.0571,-.156,-.173,.0643,-.0779
2020,3,17,37,-.0243,.181,-.0171,-.0429,-.0471,.0257,-.0345
2020,3,17,38,-.0757,.149,-.144,-.181,-.0643,.0486,-.0623
2020,3,17,39,-.07,.139,.317,-.22,-.149,.0571,-.07
2020,3,17,40,-.0857,.196,.0943,-.11,-.121,.0514,-.0656
2020,3,17,41,-.154,.144,-.0914,-.361,-.227,.11,-.135
2020,3,17,42,-.0771,.147,.139,-.157,-.114,.06,-.0737
2020,3,17,43,-.0371,.121,.0514,-.111,-.0857,.03,-.0364
2020,3,17,44,-.0957,.153,.103,-.107,-.113,.0486,-.0604
2020,3,17,45,-.00143,.197,.141,-.0571,-.0657,.0229,-.0313
2020,3,17,46,-.11,.15,.229,-.101,-.109,.0457,-.0562
2020,3,17,47,.0186,.216,.0471,-.0157,-.0143,.0214,-.0263
2020,3,17,48,-.0743,.0657,-.169,-.149,-.0714,.0429,-.051
2020,3,17,49,-.0129,.273,.663,-.101,-.0714,.03,-.0376
2020,3,17,50,-.0786,.277,.324,-.189,-.107,.0443,-.0559
2020,3,17,51,-.0143,.129,.4,-.0286,-.0714,.0357,-.0455
2020,3,17,52,-.0471,.184,.164,-.12,-.0914,.0414,-.0524
2020,3,17,53,.00857,.207,.123,.0643,-.0729,.0243,-.0316
2020,3,18,1,-.163,.159,-.306,-.251,-.157,.0914,-.113
2020,3,18,2,-.182,.189,.0906,-.281,-.209,.0982,-.116
2020,3,18,3,-.119,.234,.03,-.241,-.164,.0686,-.0825
2020,3,18,4,-.0857,.166,.0914,-.177,-.166,.0614,-.0716
2020,3,18,5,-.0586,.161,-.1,-.113,-.16,.0586,-.0655
2020,3,18,6,-.147,.11,-.267,-.281,-.164,.0929,-.114
2020,3,18,7,-.0914,.174,-.0929,-.177,-.164,.07,-.087
2020,3,18,8,-.07,.193,-.179,-.189,-.151,.06,-.0716
2020,3,18,9,-.254,.0386,.343,-.39,-.351,.139,-.162
2020,3,18,10,-.0857,.196,.00857,-.239,-.171,.0686,-.084
2020,3,18,11,-.0614,.19,-.0157,-.124,-.169,.05,-.0586
2020,3,18,12,-.25,.126,-.0814,-.48,-.386,.174,-.206
2020,3,18,13,-.14,.199,.241,-.141,-.147,.0629,-.0745
2020,3,18,14,-.137,.0986,.0757,-.244,-.191,.0771,-.0909
2020,3,18,15,-.16,.151,-.0271,-.169,-.17,.0714,-.085
2020,3,18,16,-.126,.103,.05,-.289,-.211,.0814,-.0988
2020,3,18,17,-.09,.204,.204,-.24,-.141,.0557,-.0669
2020,3,18,18,-.131,.117,.0786,-.144,-.139,.0571,-.0695
2020,3,18,19,-.05,.114,.114,-.0586,-.141,.0443,-.0499
2020,3,18,20,-.0714,.163,-.0471,-.0871,-.113,.0429,-.0525
2020,3,18,21,-.413,.0514,-.273,-.511,-.42,.193,-.229
2020,3,18,22,-.0286,.209,-.241,.0443,-.139,.0443,-.0516
2020,3,18,23,-.0943,.0471,.291,-.146,-.147,.0571,-.0676
2020,3,18,24,-.201,.0943,.266,-.224,-.199,.08,-.099
2020,3,18,25,-.273,.0986,-.0671,-.38,-.256,.114,-.134
2020,3,18,26,-.0743,.166,.0143,-.0814,-.116,.0471,-.0577
2020,3,18,27,-.139,.231,.133,-.11,-.136,.0614,-.0756
2020,3,18,28,-.206,.24,.221,-.309,-.189,.0829,-.1
2020,3,18,29,-.279,.00429,-.233,-.371,-.283,.106,-.126
2020,3,18,30,-.113,.139,-.0971,-.213,-.179,.0714,-.0847
2020,3,18,31,-.113,.193,.164,-.139,-.119,.0557,-.0648
2020,3,18,32,-.0771,.253,.134,-.0814,-.149,.0571,-.0681
2020,3,18,33,-.06,.191,-.0314,-.144,-.139,.0429,-.0484
2020,3,18,34,-.0371,.253,-.117,-.13,-.11,.0443,-.0545
2020,3,18,35,-.124,.193,-.139,-.256,-.157,.0686,-.0856
2020,3,18,36,-.157,.0957,-.1,-.203,-.226,.0843,-.1
2020,3,18,37,-.0829,.189,-.114,-.0757,-.0957,.0443,-.0553
2020,3,18,38,-.114,.146,-.189,-.219,-.104,.0671,-.0831
2020,3,18,39,-.117,.13,.293,-.27,-.206,.08,-.0956
2020,3,18,40,-.14,.19,.0157,-.151,-.159,.07,-.0864
2020,3,18,41,-.219,.12,-.15,-.427,-.296,.141,-.17
2020,3,18,42,-.143,.134,.134,-.214,-.173,.0871,-.104
2020,3,18,43,-.0714,.123,.03,-.159,-.13,.0457,-.054
2020,3,18,44,-.179,.121,-.00857,-.164,-.169,.0714,-.086
2020,3,18,45,-.0457,.216,.0629,-.0986,-.106,.0386,-.0489
2020,3,18,46,-.164,.141,.22,-.144,-.153,.0629,-.0754
2020,3,18,47,-.0157,.224,.0343,-.0186,-.0529,.0329,-.0391
2020,3,18,48,-.0986,.0671,-.207,-.18,-.106,.06,-.0701
2020,3,18,49,-.0486,.276,.58,-.131,-.12,.0486,-.0584
2020,3,18,50,-.139,.269,.273,-.256,-.18,.0743,-.0895
2020,3,18,51,-.0514,.121,.384,-.0586,-.113,.0529,-.0647
2020,3,18,52,-.0871,.187,.197,-.157,-.144,.06,-.0732
2020,3,18,53,-.0343,.219,.0414,.0357,-.114,.04,-.0492
2020,3,19,1,-.197,.146,-.299,-.28,-.203,.111,-.133
2020,3,19,2,-.239,.147,.0636,-.333,-.264,.122,-.14
2020,3,19,3,-.179,.213,-.0543,-.304,-.221,.0943,-.108
2020,3,19,4,-.134,.124,.0743,-.217,-.197,.08,-.0902
2020,3,19,5,-.1,.151,-.0714,-.14,-.189,.0714,-.0785
2020,3,19,6,-.187,.103,-.26,-.323,-.217,.114,-.136
2020,3,19,7,-.146,.15,-.167,-.223,-.204,.0929,-.11
2020,3,19,8,-.126,.173,-.23,-.241,-.214,.0843,-.096
2020,3,19,9,-.296,.02,.416,-.423,-.384,.153,-.176
2020,3,19,10,-.139,.18,-.0657,-.294,-.193,.0871,-.103
2020,3,19,11,-.11,.183,-.0914,-.156,-.184,.0657,-.0744
2020,3,19,12,-.313,.0886,-.114,-.523,-.447,.203,-.235
2020,3,19,13,-.199,.171,.211,-.194,-.199,.0843,-.0961
2020,3,19,14,-.199,.0586,-.0129,-.303,-.251,.101,-.115
2020,3,19,15,-.22,.114,-.0943,-.213,-.224,.0957,-.109
2020,3,19,16,-.186,.0771,.0143,-.34,-.276,.109,-.126
2020,3,19,17,-.143,.18,.193,-.296,-.193,.0771,-.0884
2020,3,19,18,-.186,.0971,.0257,-.184,-.181,.0771,-.0896
2020,3,19,19,-.0829,.111,.09,-.09,-.161,.0586,-.0643
2020,3,19,20,-.106,.147,-.101,-.111,-.146,.0586,-.0683
2020,3,19,21,-.483,.00571,-.303,-.563,-.479,.22,-.256
2020,3,19,22,-.0729,.196,-.264,.0186,-.179,.0614,-.0688
2020,3,19,23,-.14,.0243,.286,-.186,-.199,.0771,-.0877
2020,3,19,24,-.257,.0743,.299,-.271,-.253,.1,-.119
2020,3,19,25,-.34,.04,-.143,-.443,-.319,.143,-.162
2020,3,19,26,-.126,.136,-.0357,-.121,-.161,.0671,-.0778
2020,3,19,27,-.181,.219,.117,-.14,-.177,.0786,-.0928
2020,3,19,28,-.29,.173,.0986,-.381,-.257,.116,-.133
2020,3,19,29,-.339,-.0271,-.259,-.443,-.353,.133,-.153
2020,3,19,30,-.156,.113,-.143,-.26,-.214,.0871,-.101
2020,3,19,31,-.174,.161,.0986,-.189,-.171,.0786,-.0878
2020,3,19,32,-.137,.214,.0871,-.116,-.189,.0771,-.0882
2020,3,19,33,-.103,.179,-.0371,-.174,-.18,.0586,-.0642
2020,3,19,34,-.0914,.23,-.189,-.179,-.159,.0657,-.0761
2020,3,19,35,-.161,.197,-.169,-.301,-.206,.0871,-.104
2020,3,19,36,-.207,.0657,-.119,-.25,-.284,.107,-.123
2020,3,19,37,-.136,.171,-.106,-.0943,-.144,.0643,-.0754
2020,3,19,38,-.157,.121,-.254,-.263,-.147,.0886,-.105
2020,3,19,39,-.167,.107,.31,-.327,-.261,.103,-.119
2020,3,19,40,-.203,.151,-.0686,-.197,-.199,.0929,-.109
2020,3,19,41,-.281,.0843,-.164,-.486,-.36,.17,-.199
2020,3,19,42,-.213,.0971,.0886,-.279,-.234,.117,-.134
2020,3,19,43,-.11,.109,.0143,-.206,-.176,.0629,-.0712
2020,3,19,44,-.259,.08,-.0957,-.223,-.226,.0943,-.109
2020,3,19,45,-.0914,.211,.103,-.137,-.146,.0557,-.0661
2020,3,19,46,-.223,.109,.19,-.184,-.2,.0829,-.0955
2020,3,19,47,-.0571,.216,-.00571,-.0386,-.0957,.0486,-.055
2020,3,19,48,-.126,.0571,-.229,-.211,-.146,.0786,-.0888
2020,3,19,49,-.0886,.257,.629,-.164,-.17,.0671,-.0771
2020,3,19,50,-.199,.213,.181,-.307,-.233,.0986,-.114
2020,3,19,51,-.09,.106,.407,-.0857,-.157,.0714,-.0834
2020,3,19,52,-.157,.14,.0657,-.219,-.207,.09,-.103
2020,3,19,53,-.0871,.204,-.0743,-.00714,-.16,.0614,-.0708
2020,3,20,1,-.247,.0857,-.287,-.313,-.251,.134,-.155
2020,3,20,2,-.288,.117,.0564,-.377,-.316,.145,-.162
2020,3,20,3,-.236,.18,-.13,-.36,-.276,.12,-.133
2020,3,20,4,-.176,.0886,.00429,-.257,-.221,.1,-.11
2020,3,20,5,-.14,.129,-.0414,-.167,-.219,.0857,-.0923
2020,3,20,6,-.24,.0614,-.256,-.366,-.276,.14,-.161
2020,3,20,7,-.19,.117,-.181,-.253,-.237,.111,-.128
2020,3,20,8,-.181,.129,-.283,-.299,-.277,.11,-.121
2020,3,20,9,-.329,.00571,.566,-.446,-.41,.164,-.187
2020,3,20,10,-.181,.147,-.0657,-.346,-.213,.103,-.118
2020,3,20,11,-.159,.151,-.179,-.193,-.204,.0857,-.0937
2020,3,20,12,-.374,.0314,-.129,-.563,-.503,.231,-.262
2020,3,20,13,-.244,.134,.204,-.24,-.241,.103,-.114
2020,3,20,14,-.251,.0257,-.0557,-.35,-.301,.121,-.135
2020,3,20,15,-.273,.0729,-.121,-.251,-.279,.12,-.133
2020,3,20,16,-.249,.03,-.0757,-.391,-.326,.136,-.152
2020,3,20,17,-.19,.15,.261,-.347,-.24,.0971,-.108
2020,3,20,18,-.233,.0743,-.0129,-.22,-.213,.0929,-.105
2020,3,20,19,-.119,.0986,.0729,-.123,-.181,.0729,-.0781
2020,3,20,20,-.14,.141,-.159,-.134,-.17,.0729,-.0821
2020,3,20,21,-.544,-.0414,-.331,-.606,-.531,.247,-.282
2020,3,20,22,-.119,.167,-.277,-.00857,-.217,.0814,-.0882
2020,3,20,23,-.179,.00143,.287,-.214,-.241,.0957,-.106
2020,3,20,24,-.303,.05,.401,-.31,-.3,.114,-.133
2020,3,20,25,-.384,.00857,-.126,-.491,-.369,.164,-.183
2020,3,20,26,-.17,.123,-.0314,-.146,-.196,.0814,-.0916
2020,3,20,27,-.227,.194,.221,-.169,-.219,.0971,-.111
2020,3,20,28,-.349,.114,.0386,-.433,-.319,.143,-.159
2020,3,20,29,-.393,-.0614,-.274,-.501,-.411,.157,-.177
2020,3,20,30,-.206,.09,-.256,-.307,-.251,.107,-.12
2020,3,20,31,-.231,.131,.0514,-.233,-.223,.103,-.111
2020,3,20,32,-.18,.167,.12,-.141,-.224,.0929,-.103
2020,3,20,33,-.147,.156,-.0457,-.197,-.216,.0743,-.0794
