year,month,day,statefips,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh,emp_combined_ss40,emp_combined_ss60,emp_combined_ss65,emp_combined_ss70
2020,3,24,5,-.0321,-.0663,-.0104,.,-.0335,.0094,.,-.0728
2020,3,24,6,-.0716,-.138,-.0653,-.0576,-.074,-.0475,-.068,-.192
2020,3,24,8,-.0504,-.0856,-.0469,-.0398,-.0641,-.0245,-.0484,-.178
2020,3,24,9,-.0793,-.113,-.077,-.0605,-.0851,-.0486,-.0792,-.254
2020,3,24,10,-.046,-.105,-.0366,-.00586,-.0337,-.00899,-.0282,-.213
2020,3,24,11,-.0605,-.0407,-.0891,-.0355,-.0945,-.0194,-.0442,-.291
2020,3,24,12,-.0422,-.0776,-.0289,-.0271,-.0296,-.0329,-.0504,-.115
2020,3,24,13,-.0563,-.0909,-.0521,-.0224,-.0418,-.0476,-.0449,-.162
2020,3,24,15,-.101,-.156,-.0795,.,.00109,-.0212,-.0622,-.131
2020,3,24,16,-.0575,-.11,-.0277,-.0446,-.0355,-.0262,.0352,-.231
2020,3,24,17,-.047,-.0847,-.0465,-.0229,-.0294,-.0225,-.0287,-.191
2020,3,24,18,-.0488,-.0912,-.0264,-.0376,-.0242,-.036,-.0125,-.173
2020,3,24,19,-.0387,-.0826,-.028,.00155,-.0194,-.000598,-.0374,-.141
2020,3,24,20,-.0374,-.0413,-.0325,-.0442,-.059,-.0132,-.0419,-.0944
2020,3,24,21,-.0383,-.077,-.0185,-.0158,-.0418,-.0264,-.0385,-.135
2020,3,24,22,-.0781,-.099,-.0679,-.0597,-.0932,-.046,-.0262,-.219
2020,3,24,23,-.0888,-.145,-.0715,-.073,-.0889,-.0268,-.0737,-.27
2020,3,24,24,-.0525,-.109,-.0417,-.0294,-.078,-.0371,-.0397,-.175
2020,3,24,25,-.0968,-.187,-.0949,-.0641,-.0817,-.042,-.0971,-.288
2020,3,24,26,-.0696,-.115,-.056,-.0434,-.0499,-.042,-.0823,-.231
2020,3,24,27,-.0628,-.113,-.0598,-.0357,-.0374,-.0473,-.0419,-.199
2020,3,24,28,-.0522,-.0538,-.0373,-.0827,-.0477,-.0143,-.101,-.11
2020,3,24,29,-.04,-.0642,-.0263,-.0336,-.0134,-.0506,-.0386,-.128
2020,3,24,30,-.0733,-.0504,-.0791,-.0886,-.1,-.0588,-.0722,-.0784
2020,3,24,31,-.0433,-.108,-.0245,-.0172,-.0287,-.0339,-.0971,-.172
2020,3,24,32,-.0945,-.16,-.0777,-.0432,-.104,-.0984,-.0585,-.19
2020,3,24,33,-.0849,-.176,-.0681,-.0345,-.0664,-.0405,-.096,-.211
2020,3,24,34,-.0774,-.128,-.0712,-.0454,-.0583,-.0359,-.0896,-.213
2020,3,24,35,-.0297,-.056,-.00403,-.0347,-.0372,-.0123,-.021,-.106
2020,3,24,36,-.0993,-.16,-.095,-.075,-.0858,-.0568,-.0785,-.285
2020,3,24,37,-.0442,-.094,-.0231,-.014,-.0291,-.0301,-.0129,-.165
2020,3,24,38,-.0603,-.0819,-.0678,-.00573,-.0219,-.0675,-.0748,.
2020,3,24,39,-.0651,-.106,-.0467,-.0393,-.0576,-.0177,-.0604,-.222
2020,3,24,40,-.0548,-.104,-.0298,-.0368,-.04,-.0343,-.0482,-.189
2020,3,24,41,-.0746,-.106,-.0714,-.0581,-.0874,-.079,-.0515,-.196
2020,3,24,42,-.0678,-.108,-.0572,-.041,-.0578,-.0399,-.0405,-.237
2020,3,24,44,-.133,-.213,-.129,-.0715,-.11,-.0529,-.135,-.376
2020,3,24,45,-.0546,-.105,-.0322,-.0313,-.0195,-.0371,-.0171,-.187
2020,3,24,46,-.0199,-.0569,-.023,.,.,-.0153,.,-.0629
2020,3,24,47,-.0469,-.0713,-.0482,-.00703,-.0611,-.0309,-.0301,-.116
2020,3,24,48,-.0397,-.0855,-.0227,-.0189,-.0305,-.0283,-.0278,-.162
2020,3,24,49,-.062,-.127,-.0292,-.0454,-.0277,-.0714,-.0192,-.152
2020,3,24,50,-.119,-.179,-.106,-.107,-.0869,-.0823,-.0664,-.338
2020,3,24,51,-.0474,-.0903,-.0441,-.0218,-.0552,-.0175,-.0373,-.191
2020,3,24,53,-.0605,-.17,-.0493,-.0716,-.0311,-.0388,-.0849,-.161
2020,3,24,54,-.0605,-.085,-.0494,-.0331,-.0661,-.0918,-.0351,-.0973
2020,3,24,55,-.0523,-.0894,-.0404,-.0289,-.0564,-.0409,-.0398,-.175
2020,3,24,56,-.0411,-.0809,-.0268,.,-.0956,-.0125,.00951,-.112
2020,3,25,1,-.0454,-.0913,-.0296,-.00557,-.0582,-.0563,-.0367,-.176
2020,3,25,2,-.0847,-.139,-.088,-.0502,.0632,.0826,-.214,-.18
2020,3,25,4,-.0426,-.0931,-.0244,-.029,-.0223,-.0376,-.0501,-.167
2020,3,25,5,-.0383,-.0765,-.0146,.,-.0367,.00429,.,-.0925
2020,3,25,6,-.0837,-.151,-.0787,-.0667,-.0844,-.0553,-.0818,-.219
2020,3,25,8,-.059,-.0967,-.0563,-.0458,-.0714,-.0306,-.0579,-.201
2020,3,25,9,-.0915,-.133,-.0885,-.0681,-.0977,-.0565,-.0903,-.288
2020,3,25,10,-.0554,-.122,-.0443,-.0116,-.0415,-.0147,-.0356,-.241
2020,3,25,11,-.0699,-.0515,-.102,-.0418,-.104,-.0234,-.0558,-.323
2020,3,25,12,-.0502,-.089,-.0362,-.0322,-.0351,-.0377,-.0567,-.138
2020,3,25,13,-.0645,-.102,-.0605,-.0266,-.0478,-.0531,-.0515,-.184
2020,3,25,15,-.115,-.172,-.0939,.,-.00756,-.0325,-.0773,-.152
2020,3,25,16,-.0681,-.124,-.0369,-.0515,-.0405,-.0361,.022,-.247
2020,3,25,17,-.0545,-.0973,-.0537,-.0273,-.0344,-.0281,-.034,-.216
2020,3,25,18,-.0574,-.104,-.0334,-.0442,-.0295,-.0388,-.0196,-.2
2020,3,25,19,-.0473,-.0974,-.0342,-.00298,-.0238,-.00384,-.0459,-.166
2020,3,25,20,-.0434,-.0495,-.0384,-.0484,-.0628,-.0171,-.0496,-.11
2020,3,25,21,-.047,-.0899,-.0252,-.0217,-.048,-.0312,-.0486,-.159
2020,3,25,22,-.0868,-.111,-.0753,-.0643,-.101,-.0507,-.0322,-.244
2020,3,25,23,-.102,-.166,-.0834,-.0818,-.099,-.0347,-.0847,-.308
2020,3,25,24,-.0614,-.123,-.0497,-.0351,-.085,-.0434,-.0481,-.202
2020,3,25,25,-.11,-.206,-.11,-.073,-.0934,-.0492,-.112,-.323
2020,3,25,26,-.0819,-.133,-.0674,-.051,-.0583,-.05,-.0952,-.263
2020,3,25,27,-.0726,-.131,-.0687,-.0423,-.0445,-.0534,-.051,-.23
2020,3,25,28,-.0565,-.0591,-.0408,-.0859,-.0526,-.0168,-.108,-.119
2020,3,25,29,-.0481,-.0729,-.0347,-.0405,-.0193,-.0586,-.0425,-.152
2020,3,25,30,-.0848,-.0713,-.0888,-.0922,-.117,-.0629,-.0861,-.109
2020,3,25,31,-.0474,-.117,-.0269,-.0195,-.0305,-.0349,-.102,-.187
2020,3,25,32,-.108,-.181,-.0897,-.0505,-.117,-.106,-.0744,-.216
2020,3,25,33,-.0991,-.197,-.0816,-.0429,-.0783,-.0462,-.113,-.244
2020,3,25,34,-.0889,-.143,-.0829,-.0532,-.0689,-.0425,-.103,-.239
2020,3,25,35,-.0407,-.0678,-.016,-.0414,-.0455,-.0205,-.0276,-.13
2020,3,25,36,-.113,-.18,-.11,-.0842,-.0993,-.0655,-.0908,-.318
2020,3,25,37,-.0522,-.106,-.0295,-.0191,-.0344,-.0362,-.0191,-.188
2020,3,25,38,-.0697,-.0944,-.0769,-.0114,-.0273,-.0788,-.0818,.
2020,3,25,39,-.0754,-.12,-.0554,-.0457,-.0652,-.0239,-.0709,-.247
2020,3,25,40,-.0625,-.117,-.0348,-.0418,-.0459,-.0427,-.0554,-.208
2020,3,25,41,-.0831,-.115,-.0806,-.0647,-.0941,-.0839,-.0589,-.218
2020,3,25,42,-.0796,-.125,-.0678,-.0489,-.0679,-.0471,-.0497,-.271
2020,3,25,44,-.152,-.243,-.147,-.0808,-.127,-.0606,-.155,-.42
2020,3,25,45,-.0636,-.118,-.0399,-.0366,-.0242,-.0421,-.0232,-.214
2020,3,25,46,-.0265,-.0696,-.0291,.,.,-.019,.,-.0855
2020,3,25,47,-.055,-.0827,-.0554,-.0125,-.0687,-.0364,-.0363,-.137
2020,3,25,48,-.0474,-.097,-.0299,-.0231,-.0355,-.0342,-.0349,-.183
2020,3,25,49,-.0691,-.137,-.0354,-.0495,-.0335,-.0755,-.0245,-.17
2020,3,25,50,-.135,-.204,-.121,-.119,-.0969,-.0951,-.0767,-.378
2020,3,25,51,-.055,-.102,-.0518,-.0264,-.062,-.0225,-.0457,-.212
2020,3,25,53,-.0705,-.18,-.0606,-.0792,-.0364,-.0442,-.0976,-.189
2020,3,25,54,-.0673,-.0944,-.0549,-.0374,-.0722,-.0965,-.0417,-.117
2020,3,25,55,-.0593,-.101,-.046,-.0323,-.0608,-.0464,-.0449,-.198
2020,3,25,56,-.0459,-.0907,-.0297,.,-.0978,-.0164,.00546,-.128
2020,3,26,1,-.0528,-.103,-.0355,-.00907,-.0675,-.0597,-.0461,-.194
2020,3,26,2,-.0955,-.157,-.096,-.063,.0605,.0774,-.238,-.201
2020,3,26,4,-.0509,-.105,-.0319,-.0352,-.0287,-.0436,-.0584,-.189
2020,3,26,5,-.0451,-.0878,-.019,.,-.0402,-.000859,.,-.114
2020,3,26,6,-.0958,-.165,-.0921,-.0755,-.0951,-.063,-.0953,-.246
2020,3,26,8,-.0679,-.109,-.0662,-.0519,-.0793,-.037,-.0677,-.225
2020,3,26,9,-.104,-.155,-.101,-.0757,-.111,-.0646,-.102,-.321
2020,3,26,10,-.0652,-.139,-.0524,-.0175,-.0496,-.0204,-.0436,-.269
2020,3,26,11,-.0794,-.0619,-.114,-.048,-.113,-.0272,-.0669,-.355
2020,3,26,12,-.0586,-.101,-.0438,-.0374,-.041,-.0428,-.0635,-.162
2020,3,26,13,-.0734,-.115,-.0693,-.0308,-.0545,-.0588,-.0586,-.206
2020,3,26,15,-.129,-.188,-.109,.,-.017,-.0431,-.0945,-.175
2020,3,26,16,-.078,-.139,-.0455,-.0578,-.0448,-.0455,.00934,-.261
2020,3,26,17,-.0623,-.111,-.0614,-.0318,-.0399,-.0339,-.04,-.243
2020,3,26,18,-.0665,-.117,-.0408,-.051,-.0357,-.0419,-.0273,-.227
2020,3,26,19,-.0563,-.113,-.041,-.00788,-.0292,-.00728,-.055,-.191
2020,3,26,20,-.05,-.059,-.0445,-.0527,-.0672,-.0213,-.058,-.126
2020,3,26,21,-.0564,-.104,-.0326,-.0281,-.0549,-.0364,-.0596,-.183
2020,3,26,22,-.0958,-.124,-.0829,-.0689,-.11,-.0558,-.0387,-.268
2020,3,26,23,-.116,-.188,-.096,-.0906,-.11,-.0431,-.0969,-.345
2020,3,26,24,-.0705,-.139,-.058,-.0408,-.0922,-.0499,-.0567,-.229
2020,3,26,25,-.124,-.226,-.126,-.0821,-.106,-.0566,-.127,-.357
2020,3,26,26,-.095,-.152,-.0796,-.059,-.0675,-.0588,-.109,-.295
2020,3,26,27,-.0828,-.148,-.078,-.0491,-.0519,-.0596,-.0606,-.261
2020,3,26,28,-.0612,-.0653,-.0442,-.0887,-.058,-.0198,-.115,-.128
2020,3,26,29,-.0568,-.0825,-.0434,-.0474,-.0257,-.0667,-.0474,-.176
2020,3,26,30,-.0965,-.0925,-.0989,-.0956,-.132,-.0677,-.101,-.141
2020,3,26,31,-.0516,-.127,-.0293,-.0217,-.0323,-.036,-.107,-.202
2020,3,26,32,-.122,-.203,-.102,-.0576,-.129,-.114,-.0893,-.245
2020,3,26,33,-.114,-.22,-.0958,-.0516,-.0907,-.0521,-.13,-.279
2020,3,26,34,-.101,-.16,-.095,-.0613,-.08,-.0494,-.116,-.265
2020,3,26,35,-.0523,-.0807,-.0283,-.0483,-.0546,-.0288,-.0347,-.155
2020,3,26,36,-.128,-.2,-.125,-.0935,-.113,-.0746,-.103,-.351
2020,3,26,37,-.0607,-.119,-.0363,-.0242,-.0402,-.0427,-.0259,-.213
2020,3,26,38,-.0798,-.108,-.0865,-.0174,-.0331,-.0909,-.0899,.
2020,3,26,39,-.0862,-.136,-.0645,-.0521,-.0734,-.0303,-.0821,-.272
2020,3,26,40,-.0702,-.13,-.0401,-.0464,-.0523,-.0505,-.0626,-.227
2020,3,26,41,-.0918,-.124,-.0898,-.0712,-.101,-.0888,-.0663,-.241
2020,3,26,42,-.0919,-.143,-.079,-.0569,-.0787,-.0547,-.0596,-.304
2020,3,26,44,-.171,-.273,-.166,-.0902,-.145,-.0687,-.175,-.462
2020,3,26,45,-.0732,-.133,-.0482,-.042,-.0294,-.0473,-.0296,-.242
2020,3,26,46,-.0333,-.0825,-.0354,.,.,-.0228,.,-.109
2020,3,26,47,-.0636,-.0952,-.0628,-.0179,-.0765,-.0422,-.0433,-.158
2020,3,26,48,-.0555,-.109,-.0375,-.0275,-.0409,-.0404,-.0425,-.204
2020,3,26,49,-.0764,-.148,-.0419,-.0536,-.0401,-.0794,-.03,-.188
2020,3,26,50,-.152,-.23,-.137,-.13,-.108,-.109,-.0874,-.417
2020,3,26,51,-.0629,-.115,-.0596,-.0309,-.0691,-.0273,-.0545,-.233
2020,3,26,53,-.0806,-.191,-.0721,-.0868,-.042,-.0494,-.111,-.216
2020,3,26,54,-.0744,-.104,-.0607,-.0418,-.0788,-.101,-.0484,-.137
2020,3,26,55,-.0667,-.114,-.0521,-.0357,-.0653,-.0522,-.0503,-.222
2020,3,26,56,-.0511,-.102,-.0327,.,-.0999,-.0202,.000336,-.144
2020,3,27,1,-.0607,-.116,-.0415,-.0126,-.0782,-.063,-.0558,-.213
2020,3,27,2,-.106,-.176,-.103,-.0769,.0568,.0714,-.262,-.222
2020,3,27,4,-.0593,-.117,-.0395,-.0414,-.0352,-.0498,-.0664,-.212
2020,3,27,5,-.0524,-.1,-.0238,.,-.0444,-.00603,.,-.138
2020,3,27,6,-.108,-.18,-.105,-.0838,-.106,-.0705,-.108,-.272
2020,3,27,8,-.0772,-.122,-.0764,-.0579,-.0878,-.0436,-.0777,-.25
2020,3,27,9,-.117,-.176,-.113,-.083,-.125,-.0729,-.114,-.354
2020,3,27,10,-.0755,-.157,-.0608,-.0236,-.058,-.026,-.0523,-.299
2020,3,27,11,-.0888,-.0714,-.127,-.054,-.124,-.0308,-.0771,-.388
2020,3,27,12,-.0675,-.115,-.0518,-.0424,-.0472,-.0479,-.0705,-.187
2020,3,27,13,-.0827,-.129,-.0783,-.0349,-.062,-.0648,-.0661,-.231
2020,3,27,15,-.145,-.205,-.126,.,-.0271,-.0525,-.114,-.2
2020,3,27,16,-.0872,-.152,-.0534,-.0632,-.0489,-.0541,-.00233,-.274
2020,3,27,17,-.0705,-.125,-.0693,-.0362,-.0458,-.0401,-.0464,-.269
2020,3,27,18,-.076,-.131,-.0485,-.0577,-.0428,-.0452,-.0354,-.253
2020,3,27,19,-.0657,-.128,-.0482,-.013,-.0361,-.0108,-.0648,-.215
2020,3,27,20,-.0571,-.0699,-.051,-.057,-.0721,-.0259,-.067,-.144
2020,3,27,21,-.0665,-.118,-.0408,-.0346,-.0628,-.0421,-.0715,-.207
2020,3,27,22,-.105,-.138,-.0906,-.0736,-.119,-.0614,-.0458,-.292
2020,3,27,23,-.131,-.21,-.109,-.0991,-.121,-.052,-.11,-.381
2020,3,27,24,-.0799,-.156,-.0663,-.0464,-.0996,-.0567,-.0656,-.257
2020,3,27,25,-.138,-.246,-.142,-.091,-.118,-.0641,-.143,-.39
2020,3,27,26,-.109,-.172,-.0927,-.0673,-.0776,-.0682,-.124,-.326
2020,3,27,27,-.0932,-.167,-.0877,-.0559,-.0596,-.0661,-.0704,-.293
2020,3,27,28,-.0664,-.0726,-.0477,-.091,-.0642,-.0234,-.122,-.138
2020,3,27,29,-.0658,-.0933,-.0523,-.0541,-.0327,-.0747,-.0534,-.201
2020,3,27,30,-.108,-.114,-.109,-.0986,-.147,-.073,-.116,-.172
2020,3,27,31,-.0558,-.137,-.0318,-.0237,-.0344,-.0374,-.113,-.218
2020,3,27,32,-.136,-.225,-.114,-.0645,-.14,-.121,-.103,-.274
2020,3,27,33,-.129,-.242,-.11,-.0605,-.103,-.0582,-.147,-.315
2020,3,27,34,-.113,-.177,-.108,-.0695,-.0918,-.0568,-.131,-.291
2020,3,27,35,-.0644,-.0946,-.0407,-.0555,-.0647,-.0367,-.0422,-.18
2020,3,27,36,-.142,-.221,-.141,-.103,-.128,-.084,-.117,-.382
2020,3,27,37,-.0698,-.133,-.0437,-.0294,-.0466,-.0496,-.0332,-.238
2020,3,27,38,-.0906,-.122,-.0969,-.0236,-.0395,-.104,-.0994,.
2020,3,27,39,-.0974,-.153,-.074,-.0585,-.0823,-.0369,-.0941,-.297
2020,3,27,40,-.0778,-.143,-.0455,-.0504,-.0592,-.0573,-.0698,-.246
2020,3,27,41,-.1,-.133,-.099,-.0777,-.108,-.0936,-.0734,-.263
2020,3,27,42,-.105,-.162,-.0907,-.065,-.0901,-.0628,-.0701,-.337
2020,3,27,44,-.189,-.302,-.184,-.0998,-.163,-.077,-.196,-.503
2020,3,27,45,-.0833,-.148,-.0569,-.0476,-.0355,-.0526,-.0363,-.271
2020,3,27,46,-.0404,-.0961,-.0418,.,.,-.0266,.,-.135
2020,3,27,47,-.0726,-.109,-.0704,-.0232,-.0848,-.0482,-.0509,-.18
2020,3,27,48,-.064,-.122,-.0453,-.032,-.047,-.0468,-.0505,-.226
2020,3,27,49,-.0839,-.16,-.0485,-.0578,-.0473,-.083,-.0354,-.207
2020,3,27,50,-.169,-.256,-.153,-.14,-.12,-.123,-.0983,-.454
2020,3,27,51,-.0709,-.128,-.0675,-.0353,-.0764,-.0317,-.0637,-.255
2020,3,27,53,-.0907,-.202,-.0836,-.0943,-.0478,-.0543,-.124,-.242
2020,3,27,54,-.0817,-.114,-.0667,-.0462,-.0862,-.106,-.0548,-.157
2020,3,27,55,-.0745,-.127,-.0584,-.0391,-.0702,-.0585,-.056,-.247
2020,3,27,56,-.0569,-.114,-.0359,.,-.102,-.0239,-.00618,-.161
2020,3,28,1,-.0692,-.131,-.0477,-.0162,-.0898,-.0662,-.0658,-.235
2020,3,28,2,-.117,-.195,-.11,-.0915,.0525,.0678,-.287,-.24
2020,3,28,4,-.0677,-.129,-.0471,-.0474,-.0419,-.0562,-.0743,-.234
2020,3,28,5,-.0603,-.114,-.0289,.,-.0488,-.0113,.,-.164
2020,3,28,6,-.119,-.194,-.118,-.0916,-.116,-.0778,-.12,-.297
2020,3,28,8,-.0866,-.136,-.0868,-.0638,-.0969,-.0502,-.0878,-.274
2020,3,28,9,-.129,-.197,-.125,-.0901,-.138,-.0811,-.127,-.385
2020,3,28,10,-.086,-.175,-.0695,-.0298,-.0667,-.0316,-.0616,-.329
2020,3,28,11,-.0981,-.0801,-.14,-.0599,-.134,-.0341,-.0862,-.422
2020,3,28,12,-.0769,-.13,-.0602,-.0475,-.0539,-.0532,-.078,-.214
2020,3,28,13,-.0924,-.144,-.0875,-.039,-.0705,-.071,-.074,-.256
2020,3,28,15,-.161,-.223,-.143,.,-.0388,-.0603,-.135,-.227
2020,3,28,16,-.0958,-.165,-.0606,-.0679,-.0523,-.062,-.0135,-.287
2020,3,28,17,-.0789,-.14,-.0775,-.0407,-.0522,-.0466,-.0532,-.295
2020,3,28,18,-.086,-.146,-.0564,-.0643,-.0511,-.0488,-.0439,-.279
2020,3,28,19,-.0756,-.145,-.056,-.0184,-.045,-.0144,-.0751,-.237
2020,3,28,20,-.0648,-.0825,-.0576,-.0614,-.0775,-.0308,-.0766,-.162
2020,3,28,21,-.0772,-.134,-.0496,-.0414,-.0719,-.0482,-.0842,-.23
2020,3,28,22,-.115,-.152,-.0986,-.0783,-.128,-.0676,-.0534,-.315
2020,3,28,23,-.145,-.232,-.122,-.107,-.132,-.0613,-.125,-.414
2020,3,28,24,-.0894,-.174,-.0746,-.0518,-.107,-.0638,-.0746,-.284
2020,3,28,25,-.152,-.265,-.158,-.0997,-.131,-.0717,-.158,-.422
2020,3,28,26,-.124,-.193,-.107,-.0759,-.0884,-.0782,-.14,-.358
2020,3,28,27,-.104,-.185,-.0977,-.0626,-.0676,-.0725,-.0804,-.324
2020,3,28,28,-.0721,-.0809,-.0513,-.093,-.0711,-.0279,-.128,-.148
2020,3,28,29,-.0751,-.105,-.0613,-.0603,-.0398,-.0827,-.0607,-.225
2020,3,28,30,-.12,-.135,-.119,-.101,-.16,-.0789,-.132,-.202
2020,3,28,31,-.0602,-.148,-.0343,-.0256,-.0365,-.039,-.118,-.234
2020,3,28,32,-.149,-.248,-.125,-.0711,-.151,-.129,-.115,-.305
2020,3,28,33,-.144,-.264,-.125,-.0693,-.116,-.0644,-.165,-.35
2020,3,28,34,-.126,-.194,-.12,-.0778,-.104,-.0647,-.146,-.315
2020,3,28,35,-.077,-.11,-.053,-.0629,-.0754,-.0446,-.0503,-.207
2020,3,28,36,-.157,-.241,-.156,-.112,-.143,-.0936,-.13,-.411
2020,3,28,37,-.0794,-.148,-.0514,-.0346,-.0535,-.0571,-.041,-.264
2020,3,28,38,-.102,-.138,-.108,-.0303,-.0466,-.117,-.11,.
2020,3,28,39,-.109,-.17,-.0838,-.0649,-.092,-.0436,-.107,-.321
2020,3,28,40,-.0853,-.157,-.0511,-.0537,-.0665,-.0632,-.0767,-.265
2020,3,28,41,-.109,-.143,-.108,-.0841,-.115,-.0983,-.0806,-.285
2020,3,28,42,-.118,-.181,-.103,-.0729,-.102,-.0713,-.0813,-.369
2020,3,28,44,-.207,-.33,-.201,-.109,-.18,-.0853,-.216,-.539
2020,3,28,45,-.0938,-.164,-.0658,-.0533,-.0424,-.0578,-.0433,-.301
2020,3,28,46,-.0476,-.111,-.0481,.,.,-.0305,.,-.161
2020,3,28,47,-.082,-.124,-.078,-.0282,-.0935,-.0547,-.0594,-.202
2020,3,28,48,-.0728,-.136,-.0533,-.0366,-.0535,-.0535,-.0592,-.247
2020,3,28,49,-.0917,-.172,-.0552,-.0621,-.0553,-.0865,-.0408,-.226
2020,3,28,50,-.186,-.282,-.17,-.151,-.133,-.137,-.11,-.488
2020,3,28,51,-.0791,-.143,-.0753,-.0394,-.0837,-.0356,-.0732,-.279
2020,3,28,53,-.101,-.212,-.0949,-.102,-.0539,-.059,-.137,-.267
2020,3,28,54,-.0889,-.124,-.0729,-.0507,-.0942,-.11,-.0609,-.178
2020,3,28,55,-.0828,-.141,-.0652,-.0425,-.0755,-.0653,-.062,-.272
2020,3,28,56,-.0628,-.126,-.0393,.,-.105,-.0271,-.0139,-.178
2020,3,29,1,-.0781,-.147,-.0541,-.0197,-.102,-.0692,-.0759,-.258
2020,3,29,2,-.128,-.215,-.116,-.107,.0484,.0617,-.311,-.258
2020,3,29,4,-.076,-.141,-.0546,-.0532,-.0486,-.0626,-.0819,-.256
2020,3,29,5,-.0686,-.128,-.0343,.,-.0535,-.0163,.,-.191
2020,3,29,6,-.13,-.209,-.131,-.0987,-.127,-.0849,-.131,-.322
2020,3,29,8,-.0962,-.151,-.0974,-.0695,-.106,-.057,-.0979,-.299
2020,3,29,9,-.141,-.219,-.137,-.0969,-.152,-.0892,-.139,-.413
2020,3,29,10,-.0968,-.195,-.0782,-.0361,-.0752,-.0369,-.0715,-.36
2020,3,29,11,-.107,-.0882,-.153,-.0654,-.145,-.0373,-.0942,-.456
2020,3,29,12,-.0866,-.145,-.0687,-.0525,-.0609,-.0586,-.0857,-.241
2020,3,29,13,-.102,-.161,-.0967,-.043,-.0798,-.0771,-.0822,-.281
2020,3,29,15,-.177,-.242,-.16,.,-.0515,-.0671,-.157,-.254
2020,3,29,16,-.103,-.176,-.0671,-.0719,-.0551,-.069,-.0237,-.298
2020,3,29,17,-.0875,-.156,-.0859,-.0451,-.0589,-.0532,-.0605,-.32
2020,3,29,18,-.0961,-.162,-.0645,-.0706,-.0602,-.0526,-.0528,-.304
2020,3,29,19,-.0857,-.161,-.0643,-.0238,-.0555,-.018,-.0857,-.258
2020,3,29,20,-.0729,-.0965,-.0645,-.0658,-.0833,-.0361,-.0868,-.181
2020,3,29,21,-.0884,-.149,-.059,-.0481,-.0817,-.0547,-.0974,-.251
2020,3,29,22,-.125,-.167,-.107,-.0832,-.137,-.0744,-.0615,-.338
2020,3,29,23,-.16,-.255,-.136,-.115,-.145,-.0709,-.141,-.445
2020,3,29,24,-.0991,-.193,-.0829,-.0569,-.115,-.0712,-.0836,-.312
2020,3,29,25,-.166,-.284,-.173,-.108,-.144,-.0793,-.174,-.451
2020,3,29,26,-.139,-.214,-.121,-.0846,-.0999,-.0889,-.156,-.388
2020,3,29,27,-.114,-.203,-.108,-.0692,-.0756,-.079,-.0906,-.355
2020,3,29,28,-.0783,-.0902,-.0551,-.0947,-.0787,-.0331,-.135,-.158
2020,3,29,29,-.0845,-.118,-.0702,-.0661,-.047,-.0902,-.0689,-.25
2020,3,29,30,-.131,-.154,-.129,-.104,-.172,-.0853,-.147,-.23
2020,3,29,31,-.0645,-.158,-.0368,-.0272,-.0387,-.0409,-.123,-.251
2020,3,29,32,-.163,-.27,-.136,-.0773,-.16,-.136,-.126,-.337
2020,3,29,33,-.159,-.286,-.14,-.0781,-.129,-.0708,-.183,-.385
2020,3,29,34,-.138,-.212,-.133,-.086,-.117,-.073,-.161,-.338
2020,3,29,35,-.0898,-.126,-.065,-.0702,-.0868,-.0519,-.0586,-.233
2020,3,29,36,-.171,-.261,-.172,-.121,-.157,-.103,-.143,-.438
2020,3,29,37,-.0894,-.164,-.0596,-.0398,-.0607,-.065,-.0492,-.29
2020,3,29,38,-.115,-.155,-.12,-.0373,-.054,-.132,-.122,.
2020,3,29,39,-.121,-.187,-.094,-.0712,-.102,-.0503,-.12,-.345
2020,3,29,40,-.0927,-.169,-.0568,-.0564,-.0743,-.0679,-.0834,-.284
2020,3,29,41,-.118,-.153,-.117,-.0904,-.122,-.103,-.0877,-.307
2020,3,29,42,-.131,-.199,-.115,-.0807,-.114,-.08,-.0929,-.398
2020,3,29,44,-.224,-.354,-.218,-.119,-.197,-.0937,-.235,-.572
2020,3,29,45,-.104,-.18,-.0749,-.059,-.05,-.063,-.0505,-.331
2020,3,29,46,-.0546,-.124,-.0542,.,.,-.0341,.,-.188
2020,3,29,47,-.0916,-.14,-.0856,-.0331,-.103,-.0615,-.0684,-.224
2020,3,29,48,-.0819,-.15,-.0615,-.0414,-.0605,-.0603,-.0683,-.269
2020,3,29,49,-.0997,-.184,-.0621,-.0664,-.0639,-.0897,-.0463,-.246
2020,3,29,50,-.204,-.307,-.187,-.161,-.146,-.152,-.121,-.518
2020,3,29,51,-.0873,-.158,-.0831,-.0434,-.0911,-.0391,-.083,-.303
2020,3,29,53,-.11,-.224,-.106,-.109,-.0603,-.0635,-.15,-.29
2020,3,29,54,-.0962,-.133,-.0793,-.055,-.103,-.114,-.0666,-.199
2020,3,29,55,-.0913,-.156,-.0723,-.046,-.0811,-.0725,-.0683,-.298
2020,3,29,56,-.0689,-.139,-.0429,.,-.107,-.0302,-.0228,-.194
2020,3,30,1,-.0874,-.164,-.0606,-.023,-.116,-.0721,-.0861,-.283
2020,3,30,2,-.139,-.235,-.122,-.122,.0443,.053,-.334,-.274
2020,3,30,4,-.0843,-.153,-.062,-.0588,-.0552,-.0689,-.0892,-.278
2020,3,30,5,-.0773,-.143,-.0399,.,-.0583,-.0213,.,-.22
2020,3,30,6,-.141,-.223,-.143,-.105,-.137,-.0916,-.142,-.345
