year,month,day,statefips,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh,emp_combined_ss40,emp_combined_ss60,emp_combined_ss65,emp_combined_ss70
2020,1,15,8,-.00282,-.00644,-.00309,-.000741,-.000165,-.00441,-.0065,-.00254
2020,1,15,9,-.00144,-.0025,-.0000893,-.00309,-.00151,-.000391,.00218,-.000418
2020,1,15,10,-.00336,-.00624,-.000789,-.00517,-.00415,-.00741,.004,-.00574
2020,1,15,11,-.00377,.00166,-.00581,-.00259,.00817,-.00324,-.00796,-.00624
2020,1,15,12,-.00424,-.00391,-.00617,-.000328,-.00508,-.00187,-.00437,-.00521
2020,1,15,13,-.00292,-.00337,-.00364,-.00108,-.00181,-.0011,-.00409,-.00248
2020,1,15,15,-.000893,-.00789,.00122,.,.0121,.00324,-.015,-.000646
2020,1,15,16,-.0109,-.00631,-.0113,-.0177,-.00363,-.0132,-.0223,-.0147
2020,1,15,17,-.00319,-.00364,-.00392,-.00174,-.00217,-.00556,-.003,-.0106
2020,1,15,18,-.00261,-.000237,-.00617,.00282,-.00321,.000183,-.00585,-.00127
2020,1,15,19,-.00448,-.00555,-.00482,-.00216,-.00866,-.00409,.00282,-.00476
2020,1,15,20,.00325,.0061,.00315,.000184,.0133,-.00267,-.00452,.00151
2020,1,15,21,-.00522,-.00844,-.00486,.0000201,-.00105,-.00289,-.00702,-.000759
2020,1,15,22,-.0053,-.00751,-.00677,.00234,-.00165,.000169,-.0056,-.00157
2020,1,15,23,-.00142,-.00905,.00114,-.0000618,-.000692,-.00179,-.00288,.00617
2020,1,15,24,-.00194,-.00284,-.0024,-.000523,-.00121,-.000312,-.00377,-.00241
2020,1,15,25,-.00106,.00129,-.00142,-.00145,.00102,-.00217,-.00104,-.00187
2020,1,15,26,-.00313,-.00461,-.00309,-.00143,-.000452,-.00566,-.00397,-.00415
2020,1,15,27,-.000881,-.00402,-.00153,.00235,.00155,-.00196,-.0053,.0023
2020,1,15,28,-.000183,.0047,-.00612,-.00229,.0106,.0000637,-.00991,.0101
2020,1,15,29,-.000073,-.00268,.000264,.00318,.003,.000586,.0000479,-.00543
2020,1,15,30,-.00205,-.0113,.00147,.000921,.00284,-.00255,-.00948,-.00772
2020,1,15,31,.00712,-.00012,.00875,.011,.000326,.00409,.0428,-.00963
2020,1,15,32,-.003,-.00166,-.00456,-.00129,-.00183,-.00415,-.00501,-.00145
2020,1,15,33,-.00104,-.00114,-.00189,.000986,.00259,-.00526,-.00354,.00287
2020,1,15,34,-.00211,-.00293,-.00251,-.000854,-.00383,-.00135,-.00341,-.00166
2020,1,15,35,-.00868,-.00843,-.00881,-.0089,-.0017,-.0101,-.011,.00025
2020,1,15,36,-.00262,-.00549,-.00245,-.00141,-.00408,-.000848,-.00567,.000699
2020,1,15,37,-.00136,.00221,-.00428,-.000383,-.000585,.00384,-.00645,-.00294
2020,1,15,38,-.00713,-.0167,-.00305,-.00272,.00374,-.00534,-.01,.
2020,1,15,39,-.000873,.00131,-.00343,.00161,.00024,.00226,-.00344,-.00111
2020,1,15,40,-.0018,-.00328,-.00113,-.00106,.0016,-.00922,.0036,-.00447
2020,1,15,41,-.00258,-.00385,-.00323,.000232,-.00136,.000725,-.00487,-.00212
2020,1,15,42,-.00156,-.00475,-.000304,-.000258,-.000665,-.00148,-.0011,-.00108
2020,1,15,44,-.00126,-.000766,-.000251,-.00387,-.00175,-.00165,-.00456,.00395
2020,1,15,45,-.00134,.000335,-.00369,.00218,-.00367,-.000551,-.00793,-.00216
2020,1,15,46,.00463,-.0015,-.000297,.,.,.00347,.,.00977
2020,1,15,47,-.00349,-.00541,-.00336,-.000882,.000444,-.00523,-.00325,-.00713
2020,1,15,48,-.00587,-.00359,-.00942,-.00194,-.00722,-.00259,-.00778,-.00622
2020,1,15,49,-.00232,-.00379,-.00522,.00635,.00111,.00464,-.0136,-.000724
2020,1,15,50,-.00106,-.0194,.0035,.000698,.0022,-.0113,.00119,-.00323
2020,1,15,51,-.000214,.000139,-.00156,.00134,-.00171,.00406,-.00504,.00513
2020,1,15,53,-.003,.00362,-.0051,.000268,.00159,-.00542,-.012,.000651
2020,1,15,54,-.00102,-.00344,-.00111,.0041,.00235,.00854,.000702,-.0254
2020,1,15,55,-.00179,-.00307,-.00228,.00124,-.00142,-.00322,.000926,-.0031
2020,1,15,56,-.00177,.0000918,.00165,.,.00579,-.026,.00626,-.00297
2020,1,16,1,-.00196,-.00106,-.00203,-.0033,.00162,.00366,-.00375,-.000828
2020,1,16,2,-.00406,.0225,-.00468,-.0166,.0106,.0102,-.0382,.0203
2020,1,16,4,-.00284,-.0016,-.00373,-.00209,.000671,-.00328,-.00241,-.00301
2020,1,16,5,-.00687,-.0106,-.00658,.,.00377,-.00846,.,-.0337
2020,1,16,6,-.0025,-.000382,-.00298,-.00239,-.000177,-.00164,-.00285,-.00438
2020,1,16,8,-.00158,-.00529,-.00135,-.000259,.00104,-.00268,-.00514,-.00114
2020,1,16,9,-.000765,-.000838,.000514,-.00296,-.00113,.000752,.00241,.00031
2020,1,16,10,-.00289,-.00497,-.000871,-.00447,-.00422,-.00701,.0025,-.0042
2020,1,16,11,-.00249,.00215,-.00378,-.00193,.00751,-.0025,-.00486,-.00535
2020,1,16,12,-.00273,-.0019,-.00417,-.000534,-.00338,-.00039,-.00265,-.00442
2020,1,16,13,-.0021,-.00198,-.00267,-.00122,-.00121,-.00071,-.00283,-.00183
2020,1,16,15,.00124,-.00654,.00302,.,.013,.00945,-.0128,-.00119
