year,month,day,statefips,revenue_all,revenue_ss40,revenue_ss60,revenue_ss65,revenue_ss70
2020,2,23,9,.0206,.0852,.0457,.00955,-.051
2020,2,23,10,.0549,-.019,.176,.0592,-.0371
2020,2,23,11,.0381,.0986,.394,.0629,-.0197
2020,2,23,12,.0588,.0514,.0735,.174,.00124
2020,2,23,13,.038,.0128,.0963,.135,-.0204
2020,2,23,15,.0142,.133,-.195,.129,-.0212
2020,2,23,16,.122,.216,.154,.0958,-.0131
2020,2,23,17,-.00618,.0222,-.0361,-.00552,-.0112
2020,2,23,18,.00316,-.00822,.00105,.0725,-.065
2020,2,23,19,.117,.0936,.11,.164,.152
2020,2,23,20,.0887,.0827,.0203,.164,.0334
2020,2,23,21,.0225,.00421,.0716,.142,-.034
2020,2,23,22,.00867,-.0388,-.0695,.134,.0128
2020,2,23,23,.0247,.00955,.109,.0933,-.0255
2020,2,23,24,.0972,.101,.0526,.177,-.00949
2020,2,23,25,.027,.0151,.133,.153,-.0251
2020,2,23,26,.0348,.0533,.0576,.121,-.0112
2020,2,23,27,.141,.156,.158,.211,.0706
2020,2,23,28,-.0116,.0199,-.0572,-.0285,.00278
2020,2,23,29,.0563,.0583,.0473,.292,-.0363
2020,2,23,30,.104,.0665,.297,.313,.0462
2020,2,23,31,.166,.0965,.149,.184,.186
2020,2,23,32,.0406,.00164,.00544,.19,.0282
2020,2,23,33,.0484,.0469,.0349,.273,-.0436
2020,2,23,34,.0639,.0759,.145,.118,.0073
2020,2,23,35,.0964,.0489,.19,.274,.0258
2020,2,23,36,.0221,.0167,.112,.116,-.0311
2020,2,23,37,.0581,.0589,.0284,.131,.00357
2020,2,23,38,.149,.311,-.0101,.144,.091
2020,2,23,39,.0593,.0501,.133,.175,-.0328
2020,2,23,40,.0436,.0124,-.00627,.156,.0293
2020,2,23,41,.1,.118,.0922,.198,.0348
2020,2,23,42,.0845,.0629,.254,.174,.00655
2020,2,23,44,-.00617,.0662,.0655,.139,-.0557
2020,2,23,45,.0481,.0307,.101,.188,-.00176
2020,2,23,46,.0823,.134,.,.0686,.0843
2020,2,23,47,.0782,.0424,.0751,.205,.0304
2020,2,23,48,.052,.0297,.00893,.235,-.0045
2020,2,23,49,.0699,.0666,-.0325,.149,.0138
2020,2,23,50,-.0863,.0719,-.15,.00082,-.118
2020,2,23,51,.084,.0707,.0897,.177,-.0102
2020,2,23,53,.185,.239,.0657,.414,.0903
2020,2,23,54,.0399,.00557,.312,.193,-.0554
2020,2,23,55,.0181,.013,-.0683,.113,.0374
2020,2,23,56,.0054,.00732,-.0536,-.111,-.00403
2020,2,24,1,-.0595,-.0469,-.118,-.129,.00869
2020,2,24,2,-.0514,-.00885,-.168,-.0269,-.0531
2020,2,24,4,.0349,.0654,.012,.0491,.0049
2020,2,24,5,-.0464,-.0182,-.034,-.102,-.0392
2020,2,24,6,-.00391,-.00764,.0162,.0105,-.0297
2020,2,24,8,-.0127,-.0228,-.0405,.0413,-.00396
2020,2,24,9,-.0171,.038,.0451,-.105,-.042
2020,2,24,10,.024,-.0105,.146,-.0226,-.0445
2020,2,24,11,-.0332,.0179,.304,-.0975,-.00591
2020,2,24,12,-.0289,-.044,-.0178,.00538,-.0289
2020,2,24,13,-.0538,-.0742,-.0347,-.00325,-.0504
2020,2,24,15,-.0249,.0582,-.156,.00523,-.0457
2020,2,24,16,.0192,.0933,.00808,-.00436,-.0279
2020,2,24,17,-.0703,-.0572,-.0867,-.123,-.0371
2020,2,24,18,-.0923,-.0847,-.103,-.116,-.0977
2020,2,24,19,.0444,.0153,.0752,.00336,.132
2020,2,24,20,-.0013,-.0085,-.0783,.0548,.00214
2020,2,24,21,-.085,-.106,-.0279,-.0387,-.072
2020,2,24,22,-.0468,-.0758,-.186,-.0606,.0153
2020,2,24,23,.0145,-.0107,.104,.02,.0051
2020,2,24,24,.0266,.0371,-.00476,.0424,-.0254
2020,2,24,25,-.0147,-.0319,.0359,.0274,-.017
2020,2,24,26,-.0239,-.000434,-.0201,-.0334,-.0152
2020,2,24,27,.0699,.122,.0323,.0363,.0933
2020,2,24,28,-.072,-.0568,-.125,-.161,-.0222
2020,2,24,29,-.0319,-.0513,.00501,.0728,-.0699
2020,2,24,30,.0315,-.0134,.208,.091,.0115
2020,2,24,31,.0895,.0439,.117,.0202,.178
2020,2,24,32,-.00379,-.0348,-.0214,.0576,.0203
2020,2,24,33,.0121,.0268,-.0457,.123,-.0409
2020,2,24,34,.0107,.000854,.0718,.0408,.0028
2020,2,24,35,.03,-.000272,.0952,.117,.00259
2020,2,24,36,-.0148,-.0225,.0431,-.0118,-.0164
2020,2,24,37,-.0534,-.0634,-.0731,-.0281,-.0453
2020,2,24,38,.0842,.174,.0371,.0184,.0886
2020,2,24,39,-.0195,-.027,.0413,.00789,-.063
2020,2,24,40,-.0296,-.0726,-.0651,-.00807,-.00486
2020,2,24,41,.0267,.0297,.00688,.0868,.023
2020,2,24,42,.0262,-.0126,.164,.0478,.00196
2020,2,24,44,-.0315,.0201,-.00279,-.0138,-.0258
2020,2,24,45,-.0567,-.0851,-.0218,.0136,-.0377
2020,2,24,46,.0283,.0873,.,-.0302,.0867
2020,2,24,47,-.0119,-.0363,-.0232,.0235,-.0226
2020,2,24,48,-.016,-.0397,-.0493,.0678,-.0274
2020,2,24,49,.0132,.0303,-.0789,.0467,.00497
2020,2,24,50,-.111,.0327,-.343,-.065,-.064
2020,2,24,51,.00284,-.0118,.00571,.0379,-.0313
2020,2,24,53,.0919,.152,.0389,.0923,.0839
2020,2,24,54,-.0477,-.0802,.143,.047,-.0815
2020,2,24,55,-.0353,-.0286,-.118,-.0265,.0534
2020,2,24,56,-.0571,-.0484,-.101,-.186,-.0195
2020,2,25,1,-.0589,-.0346,-.119,-.156,.0195
2020,2,25,2,-.0543,.00973,-.219,-.051,-.0572
2020,2,25,4,.0149,.0779,-.0383,.0219,-.00547
2020,2,25,5,-.0525,-.00401,.00798,-.159,-.0343
2020,2,25,6,-.00952,.00181,-.00664,-.0174,-.0313
2020,2,25,8,-.0161,-.0108,-.0473,.0386,-.0194
2020,2,25,9,-.0139,.0713,.0499,-.116,-.0513
2020,2,25,10,-.0127,-.0504,.142,-.0938,-.0449
2020,2,25,11,-.0799,.0301,.0614,-.18,.00934
2020,2,25,12,-.039,-.0399,-.0318,-.0473,-.0388
2020,2,25,13,-.05,-.0539,-.00831,-.0457,-.0494
2020,2,25,15,-.0271,.0652,-.188,.0251,-.0531
2020,2,25,16,.0149,.114,-.0793,-.0365,-.0211
2020,2,25,17,-.0867,-.0527,-.109,-.19,-.0379
2020,2,25,18,-.107,-.0902,-.129,-.15,-.0883
2020,2,25,19,.0227,.00809,.0225,-.0528,.118
2020,2,25,20,-.0414,-.0356,-.167,.0157,-.00968
2020,2,25,21,-.0783,-.0823,-.0187,-.0385,-.067
2020,2,25,22,-.104,-.11,-.273,-.26,.0148
2020,2,25,23,-.0461,-.0435,.0488,-.122,-.0669
2020,2,25,24,-.00909,.0205,.0081,-.0883,-.0345
2020,2,25,25,-.00352,.00677,.0958,-.0275,-.0101
2020,2,25,26,-.0216,.0329,-.042,-.0593,-.00923
2020,2,25,27,.0609,.15,.0648,-.0715,.0904
2020,2,25,28,-.0736,-.0475,-.109,-.226,-.0138
2020,2,25,29,-.0489,-.0503,-.0314,.016,-.0684
2020,2,25,30,.0505,.0166,.259,.0188,.065
2020,2,25,31,.0798,.0632,.12,-.017,.155
2020,2,25,32,-.0106,-.0326,-.0556,-.00462,.0373
2020,2,25,33,.000318,.0383,-.0389,.0146,-.0666
2020,2,25,34,.00775,-.00121,.0249,.0324,.0207
2020,2,25,35,.0149,.0108,.114,-.00924,-.00905
2020,2,25,36,-.00847,.00198,.0246,-.00575,-.0214
2020,2,25,37,-.0572,-.0673,-.0732,-.0365,-.0529
2020,2,25,38,.0856,.204,.154,-.0909,.0792
2020,2,25,39,-.0353,-.0221,.0285,-.0789,-.06
2020,2,25,40,-.035,-.0439,-.0614,-.0772,-.00812
2020,2,25,41,.0355,.0409,.032,.118,.0163
2020,2,25,42,.0039,-.00897,.0696,-.0263,-.00782
2020,2,25,44,-.0251,.0674,-.0106,-.0881,-.0307
2020,2,25,45,-.0588,-.0716,-.0557,-.00797,-.0419
2020,2,25,46,.0000258,.0804,.,-.123,.0922
2020,2,25,47,-.0105,-.0152,-.0256,-.0208,-.0119
2020,2,25,48,-.0266,-.0325,-.0468,-.0218,-.0214
2020,2,25,49,.0145,.0356,-.0304,.0373,.00789
2020,2,25,50,-.0908,.0466,-.178,-.0801,-.0755
2020,2,25,51,-.0181,-.0184,-.0236,-.0238,-.0352
2020,2,25,53,.0266,.107,-.0382,-.0326,.0532
2020,2,25,54,-.0757,-.0792,.122,-.0434,-.0796
2020,2,25,55,-.0243,.00548,-.0654,-.0689,.0536
2020,2,25,56,-.0696,-.0499,-.143,-.183,-.0301
2020,2,26,1,-.0181,-.0195,-.0814,-.0604,.00992
2020,2,26,2,-.0318,.0141,-.232,.179,-.0498
2020,2,26,4,.0429,.106,-.00723,.0627,-.00243
2020,2,26,5,-.00747,.0239,-.002,-.096,-.0346
2020,2,26,6,-.00167,.014,-.0229,-.0156,-.0256
2020,2,26,8,.00237,-.000144,-.0456,.0856,-.0219
2020,2,26,9,-.0095,.0743,.0259,-.0666,-.0437
2020,2,26,10,-.0505,-.053,-.0201,-.0748,-.0394
2020,2,26,11,-.106,.0366,.0181,-.197,.022
2020,2,26,12,-.022,-.0333,-.0153,.0216,-.04
2020,2,26,13,-.0151,-.0185,.034,.0277,-.0437
2020,2,26,15,-.0251,.0516,-.148,.0215,-.0444
2020,2,26,16,.0356,.137,-.118,.0207,-.019
2020,2,26,17,-.0539,-.0222,-.0953,-.105,-.0363
2020,2,26,18,-.0595,-.0677,-.0459,-.0988,-.0874
2020,2,26,19,.0842,.0797,.0205,.0199,.116
2020,2,26,20,-.000959,-.0283,-.101,.0723,-.00942
2020,2,26,21,-.0251,-.0576,.0794,.00203,-.0672
2020,2,26,22,-.0652,-.0814,-.246,-.161,.0259
2020,2,26,23,-.0464,-.0483,-.023,-.14,-.0711
2020,2,26,24,.00638,.0338,.0155,-.0196,-.0317
2020,2,26,25,.0117,.0198,.132,-.000151,-.0139
2020,2,26,26,.00443,.0589,-.0664,.0272,-.00911
2020,2,26,27,.117,.219,.108,.0148,.104
2020,2,26,28,.0267,.012,-.00765,-.147,-.00638
2020,2,26,29,-.00853,-.0269,-.00853,.064,-.0652
2020,2,26,30,.112,.109,.245,.0776,.0825
2020,2,26,31,.111,.118,.219,-.0596,.152
2020,2,26,32,.0128,-.0103,-.0647,.0659,.0655
2020,2,26,33,.0416,.0782,.00541,.119,-.0415
2020,2,26,34,.0218,.0151,.0189,.0779,.0221
2020,2,26,35,.0285,.0312,.141,.00394,-.00374
2020,2,26,36,.0029,.0116,.00681,.0244,-.00948
2020,2,26,37,-.0265,-.035,-.0675,.0174,-.0467
2020,2,26,38,.157,.275,.231,-.0333,.0849
2020,2,26,39,-.00274,.000811,.0462,.00216,-.0678
2020,2,26,40,-.000768,-.0155,.0234,-.0371,-.0107
2020,2,26,41,.0637,.0649,.0466,.157,.0224
2020,2,26,42,.0172,.0173,.0121,.0371,-.012
2020,2,26,44,.0176,.129,.00553,.0184,-.0155
2020,2,26,45,-.0313,-.0544,-.0185,.0284,-.0375
2020,2,26,46,.0876,.133,.,-.0162,.11
2020,2,26,47,.00969,-.00333,-.00335,.0263,-.0114
2020,2,26,48,-.00505,-.0204,-.0347,.0537,-.0161
2020,2,26,49,.00125,.00549,-.0549,.0153,.0249
2020,2,26,50,-.0592,.0701,-.219,-.0434,-.0489
2020,2,26,51,.0144,.0204,.004,.0392,-.0349
2020,2,26,53,.0498,.112,-.0146,.0167,.0545
2020,2,26,54,.00404,-.0451,-.0133,.00901,-.0752
2020,2,26,55,.0258,.0346,.00234,-.00687,.0567
2020,2,26,56,-.0335,-.0277,-.171,-.133,-.00737
2020,2,27,1,-.0342,-.0355,-.0595,-.0616,-.00738
2020,2,27,2,-.0701,-.0263,-.194,.148,-.0832
2020,2,27,4,.0297,.104,-.0245,.0538,-.0133
2020,2,27,5,-.026,.0163,.0607,-.0912,-.0456
2020,2,27,6,-.000072,.00958,-.0174,-.0237,-.0081
2020,2,27,8,-.00569,-.0103,-.0564,.0891,-.0312
2020,2,27,9,-.0278,.0255,-.011,-.063,-.0571
2020,2,27,10,-.137,-.145,-.191,-.0798,-.0715
2020,2,27,11,-.163,-.0329,-.189,-.306,-.00843
2020,2,27,12,-.0287,-.0288,-.0214,-.0149,-.0404
2020,2,27,13,-.00752,-.0138,.0276,.0536,-.0329
2020,2,27,15,-.0425,.0275,-.162,-.0269,-.0504
2020,2,27,16,.00167,.115,-.215,.00974,-.0152
2020,2,27,17,-.0776,-.0427,-.117,-.0921,-.0472
2020,2,27,18,-.102,-.107,-.0563,-.125,-.0976
2020,2,27,19,.0218,.041,-.124,-.0331,.0929
2020,2,27,20,-.0452,-.043,-.172,.0408,-.0254
2020,2,27,21,-.0679,-.081,.0595,-.0232,-.0725
2020,2,27,22,-.0823,-.0919,-.271,-.188,.00197
2020,2,27,23,-.125,-.12,-.183,-.175,-.0933
2020,2,27,24,-.0897,-.0628,-.115,-.135,-.0711
2020,2,27,25,-.00248,.00612,.0947,.00937,-.0233
2020,2,27,26,-.0139,.0515,-.0539,.0000753,-.0193
2020,2,27,27,.0599,.172,.0475,-.00688,.0582
2020,2,27,28,-.0245,-.0246,-.0381,-.151,-.0225
2020,2,27,29,-.0522,-.0375,-.0806,.0299,-.084
2020,2,27,30,.0865,.122,-.00481,.132,.103
2020,2,27,31,.053,.0568,.0947,-.0861,.125
2020,2,27,32,-.0141,-.0246,-.128,.0415,.059
2020,2,27,33,-.0119,.0279,-.109,.0727,-.06
2020,2,27,34,.000908,-.0103,.0152,.088,-.00332
2020,2,27,35,.00561,.0308,.0792,-.0293,-.0055
2020,2,27,36,-.0187,-.00466,-.0375,.016,-.0278
2020,2,27,37,-.0269,-.0324,-.0641,.0221,-.0286
2020,2,27,38,.109,.223,.213,-.0361,.0816
2020,2,27,39,-.0414,-.0375,-.00198,-.0197,-.0815
2020,2,27,40,.0119,-.00384,.0121,.0202,-.000944
2020,2,27,41,.0744,.0744,.0729,.219,.0332
2020,2,27,42,-.0611,-.0577,-.0637,-.0326,-.044
2020,2,27,44,.00521,.115,-.0389,.043,-.0315
2020,2,27,45,-.0346,-.06,-.0305,.0273,-.023
2020,2,27,46,.0193,.0331,.,.00873,.105
2020,2,27,47,-.0172,-.0201,-.00707,-.000922,-.0264
2020,2,27,48,-.00745,-.0226,-.0291,.0563,-.0183
2020,2,27,49,-.0069,-.00965,-.0327,.00744,.0315
2020,2,27,50,-.0767,.00384,-.173,-.0525,-.0606
2020,2,27,51,-.0414,-.0339,-.0745,-.0225,-.0434
2020,2,27,53,.0234,.0817,-.0742,.0226,.0532
2020,2,27,54,-.0727,-.0766,-.0661,-.0101,-.1
2020,2,27,55,.000897,.00907,-.0393,-.013,.0413
2020,2,27,56,-.0651,-.0779,-.189,-.142,.00351
2020,2,28,1,-.0168,-.0618,.00748,.0135,-.0221
2020,2,28,2,-.0618,-.00704,-.128,.0796,-.0867
2020,2,28,4,.0163,.097,-.0812,.0572,-.00999
2020,2,28,5,.0235,.0523,.027,-.0138,-.033
2020,2,28,6,.0128,.0222,-.0185,-.00871,.00139
2020,2,28,8,.00897,.008,-.0229,.072,-.0236
2020,2,28,9,-.011,.0393,-.0411,.0309,-.0494
2020,2,28,10,-.121,-.15,-.145,-.0136,-.082
2020,2,28,11,-.149,.0188,-.163,-.293,-.0136
2020,2,28,12,-.0259,-.0365,-.0158,-.00336,-.0374
2020,2,28,13,.00706,.00168,-.00578,.0728,-.00495
2020,2,28,15,-.0483,-.0117,-.224,.0466,-.0404
2020,2,28,16,.00615,.0991,-.232,.00521,.00239
2020,2,28,17,-.0632,-.0201,-.139,-.0716,-.0284
2020,2,28,18,-.0845,-.0831,-.0799,-.125,-.0821
2020,2,28,19,.058,.0696,-.0817,.00465,.139
2020,2,28,20,-.022,-.0213,-.171,.0966,-.0275
2020,2,28,21,-.0346,-.0426,.0323,-.0406,-.0383
2020,2,28,22,-.073,-.0896,-.217,-.162,-.0185
2020,2,28,23,-.152,-.181,-.235,-.121,-.146
2020,2,28,24,-.0708,-.0574,-.0823,-.104,-.0838
2020,2,28,25,.0015,.0181,.111,.0097,-.0276
2020,2,28,26,.00112,.0728,-.0943,.0204,-.00572
2020,2,28,27,.0532,.173,-.00635,-.0312,.0746
2020,2,28,28,-.00534,-.0388,-.0363,-.133,-.0245
2020,2,28,29,-.0145,.0214,-.0681,.0469,-.0568
2020,2,28,30,.0974,.0931,.123,.109,.144
2020,2,28,31,.122,.171,.174,-.0535,.181
2020,2,28,32,.000455,-.018,-.0973,.0155,.0871
2020,2,28,33,.00574,.0559,-.112,.11,-.0513
2020,2,28,34,-.00995,-.00612,.00558,.0663,-.0261
2020,2,28,35,.0254,.0677,.0286,-.0261,.0188
2020,2,28,36,-.0131,.0127,-.0671,.0239,-.0291
2020,2,28,37,.00346,-.000983,-.0142,.037,-.0111
2020,2,28,38,.115,.27,.151,-.0469,.0998
2020,2,28,39,-.0267,-.0256,.0192,-.00127,-.0777
2020,2,28,40,.0424,.0285,.0361,.0424,.0294
2020,2,28,41,.0722,.0795,.015,.248,.0418
2020,2,28,42,-.0545,-.0561,-.0365,-.0308,-.0429
2020,2,28,44,.0251,.123,-.0451,.0779,-.0271
2020,2,28,45,-.0176,-.038,-.0603,.0506,-.0111
2020,2,28,46,.0688,.0469,.,-.0153,.242
2020,2,28,47,-.0139,-.0111,-.0139,.00512,-.0348
2020,2,28,48,.00929,.00377,-.0178,.0613,-.00809
2020,2,28,49,-.00413,.00113,-.0261,-.0169,.0584
2020,2,28,50,-.02,-.00481,-.121,.252,-.0443
2020,2,28,51,-.0198,-.0122,-.0332,-.0136,-.0426
2020,2,28,53,.0398,.11,-.0791,.0122,.0737
2020,2,28,54,-.0473,-.0648,-.0629,.00282,-.0976
2020,2,28,55,.0276,.0222,.0166,.0185,.0496
2020,2,28,56,-.0186,-.0543,-.156,-.0643,.0562
2020,2,29,1,.0065,-.022,.0116,.0274,-.0235
2020,2,29,2,-.0285,.0723,-.111,.0945,-.0761
2020,2,29,4,.051,.155,-.0672,.0769,.0105
2020,2,29,5,.0546,.11,.0346,-.00187,-.0244
2020,2,29,6,.0323,.0523,.000831,.00312,.00403
2020,2,29,8,.0291,.0406,-.0185,.0858,-.0072
2020,2,29,9,.00752,.0855,-.0457,.0368,-.0422
2020,2,29,10,-.0946,-.112,-.127,.00574,-.0618
2020,2,29,11,-.132,.0828,-.153,-.271,-.00682
2020,2,29,12,-.00368,.00495,-.00601,.00784,-.0279
2020,2,29,13,.0448,.0654,.0149,.0926,.0227
2020,2,29,15,-.0442,.00655,-.215,.0291,-.052
2020,2,29,16,.0402,.165,-.202,.0275,.0158
2020,2,29,17,-.0286,.0419,-.101,-.0649,-.0158
2020,2,29,18,-.0531,-.0284,-.0812,-.11,-.0663
2020,2,29,19,.0801,.117,-.0745,.0066,.14
2020,2,29,20,.00217,.0132,-.167,.113,-.013
2020,2,29,21,.00763,.0295,.0642,-.0301,-.00967
2020,2,29,22,-.0467,-.0347,-.193,-.154,-.0316
2020,2,29,23,-.137,-.169,-.253,-.121,-.101
2020,2,29,24,-.0449,-.0162,-.0723,-.0872,-.088
2020,2,29,25,.0237,.0495,.127,.0292,-.0177
2020,2,29,26,.0331,.128,-.0796,.0286,.0152
2020,2,29,27,.0767,.212,.00837,-.0165,.0895
2020,2,29,28,.0371,.0416,-.0308,-.127,-.00695
2020,2,29,29,.0163,.0861,-.0616,.0692,-.042
2020,2,29,30,.102,.117,.105,.111,.136
2020,2,29,31,.146,.21,.186,-.0432,.195
2020,2,29,32,.0174,.027,-.0904,.0354,.0743
2020,2,29,33,.034,.115,-.0961,.113,-.0323
2020,2,29,34,.0134,.0552,.0126,.0735,-.0196
2020,2,29,35,.0609,.141,.031,-.0106,.0383
2020,2,29,36,.00874,.0577,-.0532,.0306,-.0208
2020,2,29,37,.0444,.0716,.000991,.0503,.00941
2020,2,29,38,.119,.278,.15,-.0385,.0872
2020,2,29,39,-.00112,.0228,.0284,.00518,-.0703
2020,2,29,40,.084,.103,.0534,.0556,.0511
2020,2,29,41,.0865,.105,.0223,.265,.03
2020,2,29,42,-.0419,-.0231,-.0228,-.0208,-.0419
2020,2,29,44,.0582,.206,-.0356,.082,-.019
2020,2,29,45,.0147,.0161,-.0497,.0562,.016
2020,2,29,46,.0965,.0996,.,-.00626,.259
2020,2,29,47,.0119,.0355,-.00985,.0217,-.028
2020,2,29,48,.0404,.0614,-.00689,.0692,.00418
2020,2,29,49,.0231,.0556,.0000453,-.0101,.0755
2020,2,29,50,-.0167,.0163,-.125,.249,-.0753
2020,2,29,51,.00502,.0401,-.0246,-.0042,-.0263
2020,2,29,53,.06,.158,-.0659,.00558,.0757
2020,2,29,54,-.0268,-.0308,-.0559,.00503,-.0816
2020,2,29,55,.0468,.0591,.0244,.0266,.0526
2020,2,29,56,.000777,-.00691,-.157,-.0565,.0738
2020,3,1,1,-.0427,-.0597,.0053,-.0339,-.0573
2020,3,1,2,-.101,.0166,-.00385,-.346,-.111
2020,3,1,4,-.0119,.103,-.1,-.0236,-.0338
2020,3,1,5,-.019,.0749,.00133,-.0539,-.0352
2020,3,1,6,.000742,.0459,-.0171,-.0946,-.0199
2020,3,1,8,-.0229,.0143,-.0481,-.0381,-.0634
2020,3,1,9,-.0178,.0686,-.0521,-.0642,-.06
2020,3,1,10,-.111,-.112,-.173,-.0234,-.11
2020,3,1,11,-.163,.061,-.0899,-.312,-.0131
2020,3,1,12,-.0234,.00151,-.00198,-.0648,-.0435
2020,3,1,13,.0127,.0541,-.0266,.0129,.0194
2020,3,1,15,-.0664,-.0229,-.236,.0297,-.0738
2020,3,1,16,.00104,.155,-.232,-.0485,-.0118
2020,3,1,17,-.0531,.049,-.111,-.191,-.0287
2020,3,1,18,-.0764,-.0347,-.102,-.159,-.0719
2020,3,1,19,.0419,.11,-.086,-.124,.132
2020,3,1,20,-.0305,-.00824,-.161,.077,-.0507
2020,3,1,21,-.034,.0141,-.0181,-.0527,-.00973
2020,3,1,22,-.0869,-.0734,-.187,-.213,-.0717
2020,3,1,23,-.185,-.191,-.302,-.116,-.148
2020,3,1,24,-.0553,-.0163,-.0836,-.14,-.0668
2020,3,1,25,-.0136,.0294,.0831,-.0559,-.0506
2020,3,1,26,-.0147,.118,-.103,-.044,.00427
2020,3,1,27,.0651,.232,.0403,-.112,.0825
2020,3,1,28,-.0416,.00312,-.0427,-.195,-.017
2020,3,1,29,-.0446,.0531,-.107,-.0415,-.0935
2020,3,1,30,.0848,.124,.0883,-.0251,.139
2020,3,1,31,.104,.209,.0847,-.0583,.159
2020,3,1,32,-.00225,.00914,-.0487,-.0295,.0767
2020,3,1,33,-.00683,.107,-.122,-.0192,-.0613
2020,3,1,34,-.0392,.071,-.0126,-.191,-.0518
2020,3,1,35,.0209,.102,.0024,-.0508,.0101
2020,3,1,36,-.00785,.059,-.0525,-.0329,-.0301
2020,3,1,37,.00898,.064,-.0379,-.0334,-.00351
2020,3,1,38,.0901,.253,.12,-.0591,.0491
2020,3,1,39,-.0207,.0234,.0532,-.0662,-.082
2020,3,1,40,.0392,.0782,.00524,-.000966,.0402
2020,3,1,41,.0614,.112,-.0141,.104,.049
2020,3,1,42,-.0666,-.0212,-.0652,-.117,-.0493
2020,3,1,44,.0344,.186,.0115,.0185,-.0444
2020,3,1,45,-.00574,.00209,-.0854,.0272,.0132
2020,3,1,46,.0545,.112,.,-.148,.234
2020,3,1,47,-.0287,.0298,-.0987,-.0435,-.0485
2020,3,1,48,.000236,.056,-.041,-.0713,-.0124
2020,3,1,49,-.011,.027,.0182,-.0657,.0252
2020,3,1,50,-.0344,-.0147,-.261,.262,-.0288
2020,3,1,51,-.0339,.0342,-.0303,-.129,-.0378
2020,3,1,53,.016,.145,-.0601,-.149,.0538
2020,3,1,54,-.0728,-.0525,-.075,-.00623,-.0817
2020,3,1,55,.0338,.0717,.0122,.00327,.0576
2020,3,1,56,-.00325,-.0113,-.0388,-.0734,.0171
2020,3,2,1,-.0254,-.0434,.0473,.0396,-.0818
2020,3,2,2,-.0629,-.0161,.0886,-.098,-.115
2020,3,2,4,.0178,.135,-.0877,.107,-.0493
2020,3,2,5,-.0151,.0494,.00341,.0196,-.0348
2020,3,2,6,.0332,.0729,.00305,.0369,-.0136
2020,3,2,8,-.000676,.0265,-.0503,.0403,-.0432
2020,3,2,9,.0181,.101,-.0465,.0457,-.0415
2020,3,2,10,-.095,-.104,-.154,.011,-.11
2020,3,2,11,-.146,.0467,.0145,-.285,-.0265
2020,3,2,12,.00343,.0329,.0192,.00685,-.0404
2020,3,2,13,.0343,.0509,.0281,.107,.0128
2020,3,2,15,-.06,-.0372,-.273,.27,-.0807
2020,3,2,16,.0138,.134,-.219,.0259,-.00503
2020,3,2,17,-.0257,.0591,-.111,-.0275,-.02
2020,3,2,18,-.0667,-.0533,-.0438,-.125,-.0761
2020,3,2,19,.0476,.0746,-.0409,.000836,.0947
2020,3,2,20,-.0143,-.0321,-.0838,.131,-.0181
2020,3,2,21,-.0269,.00875,.0124,-.0245,-.0126
2020,3,2,22,-.0655,-.0548,-.0974,-.0858,-.107
2020,3,2,23,-.197,-.19,-.371,-.14,-.154
2020,3,2,24,-.0334,-.0121,-.071,-.0299,-.0653
2020,3,2,25,.0337,.0771,.136,.066,-.0255
2020,3,2,26,-.000584,.119,-.12,.0747,.0035
2020,3,2,27,.0969,.214,.0634,.0596,.0749
2020,3,2,28,-.0328,.0166,.0292,-.134,-.0471
2020,3,2,29,-.0235,.0495,-.107,.1,-.0772
2020,3,2,30,.117,.145,.089,.118,.151
2020,3,2,31,.0974,.166,.089,-.00178,.0947
2020,3,2,32,.0172,.0492,-.0464,.0263,.076
2020,3,2,33,.0508,.166,-.0489,.176,-.0312
2020,3,2,34,.0418,.131,.00225,.0672,-.0183
2020,3,2,35,.031,.101,.047,-.0241,.00142
2020,3,2,36,.00956,.087,-.0672,.0468,-.0273
2020,3,2,37,.0222,.0504,-.00964,.0545,-.0128
2020,3,2,38,.0835,.232,.0373,-.0266,.0382
2020,3,2,39,.00104,.0306,.102,.0502,-.0852
2020,3,2,40,.0649,.0773,.0227,.111,.0605
2020,3,2,41,.0698,.104,-.0241,.146,.102
2020,3,2,42,-.0345,-.0104,-.0882,.0802,-.0537
