zcta,revenue_all_apr2020,revenue_all_jul2020
78155,-.203,.237
78163,-.405,.154
78201,-.581,-.298
78202,-.119,-.201
78204,-.36,-.135
78205,-.603,-.223
78207,-.677,-.553
78208,-.397,-.537
78209,-.556,-.252
78210,-.324,-.417
78211,-.445,-.241
78212,-.394,-.206
78213,-.585,-.419
78214,-.557,-.406
78215,-.6,.0618
78216,-.467,.141
78217,-.124,.311
78218,-.443,-.317
78219,-.202,.188
78220,-.28,.378
78221,-.403,-.271
78222,-.198,-.373
78223,-.485,-.576
78224,-.739,-.156
78227,-.405,-.0216
78228,-.367,-.32
78229,-.415,-.168
78230,-.497,-.0663
78231,-.48,-.418
78232,-.265,-.0057
78233,-.25,-.0579
78235,-.799,-.39
78237,-.449,-.111
78238,-.453,.133
78239,-.466,.231
78240,-.452,-.484
78244,-.286,-.191
78245,-.326,.46
78247,-.401,-.261
78248,-.512,.0361
78249,-.368,.52
78250,-.191,-.193
78251,-.455,-.419
78253,-.465,-.293
78254,-.466,-.147
78257,-.654,-.413
78258,-.295,-.204
78259,-.203,.164
78260,-.451,.535
78261,.,-.432
78263,-.0821,-.0252
78266,.158,.262
78332,-.508,-.361
78336,-.569,-.467
78363,-.333,-.14
78373,-.795,-.229
78374,-.303,.159
78380,-.537,-.225
78382,-.746,-.0935
78404,-.286,.496
78405,-.452,.323
78406,.022,-.0313
78408,.386,.0499
78409,-.543,-.149
78410,-.342,-.015
78411,-.406,.187
78412,-.371,.309
78413,-.547,-.254
78414,-.257,.148
78415,-.296,-.0543
78417,-.637,1.26
78418,-.65,-.332
78501,-.472,-.101
78503,-.601,.403
78504,-.497,-.0837
78516,-.62,-.132
78520,-.547,-.495
78521,-.536,-.179
78526,-.718,-.278
78537,-.26,.082
78539,-.407,.0541
78541,-.547,.0003
78542,-.251,-.295
78543,-.431,.307
78550,-.283,.492
78552,-.065,1.21
78559,-.221,-.146
78570,-.55,-.311
78572,-.523,.0045
78574,-.45,-.101
78576,-.772,-.141
78577,-.184,.459
78578,-.613,-.276
78582,-.406,-.12
78584,-.201,.542
78586,-.405,.154
78589,-.606,-.0152
78596,-.606,-.315
78597,-.894,-.426
78602,-.393,-.079
78605,.386,1.47
78606,-.126,-.161
78610,-.457,.0659
78611,-.614,1.47
78613,-.538,-.227
78620,-.625,-.127
78621,-.286,.198
78624,-.418,-.0935
78626,-.0294,.195
78628,-.457,-.338
78629,-.0283,.148
78633,-.211,-.183
78634,-.0656,.27
78636,-.23,-.597
78640,-.566,-.377
78641,-.0187,.272
78642,-.274,-.231
78643,.386,.253
78644,-.279,.0411
78645,-.493,.0312
78648,-.522,.136
78653,-.274,-.0657
78654,-.37,1.47
78655,-.37,-.102
78657,.386,.547
78660,-.832,-.275
78664,-.368,-.0115
78665,-.57,-.308
78666,-.355,.0731
78669,-.0965,.172
78671,-.566,-.385
78676,-.51,-.241
78681,-.361,.114
78701,-.529,-.0808
78702,-.564,-.444
78703,-.852,-.394
78704,-.385,-.182
78705,-.3,-.266
78717,-.636,-.521
78719,-.955,-.87
78722,-.656,-.635
78723,-.708,-.131
78724,-.508,-.6
78726,-.547,-.531
78728,-.511,-.6
78729,-.42,-.232
78730,-.0577,.342
78731,-.613,-.447
78732,-.352,.037
78734,-.466,-.33
78735,-.395,-.306
78736,.00873,-.0613
78737,-.418,-.296
78738,-.617,-.424
78741,-.7,-.719
78744,-.465,-.0907
78745,-.557,.0179
78746,-.438,-.183
78747,-.169,.117
78748,-.582,-.541
78749,-.244,-.0377
78750,-.642,-.56
78751,-.316,-.228
78752,-.263,.992
78753,-.396,-.405
78754,-.365,-.0168
78756,-.652,-.568
78757,-.427,-.359
78758,-.298,-.168
78759,-.437,-.0986
78801,-.349,-.0997
78840,-.465,.195
78852,-.629,-.0757
78861,.0311,.285
78934,-.769,-.477
78942,-.781,-.911
78945,-.452,-.215
78947,.181,.419
78956,-.76,.097
78957,.29,.01
78962,-.848,.117
79007,-.099,.361
79015,-.277,-.163
79022,-.217,.00383
79029,-.286,.214
79072,-.229,-.188
79101,-.199,-.246
79102,-.443,-.622
79103,.386,.863
79104,-.161,.0615
79106,-.31,-.268
79107,-.629,.138
79109,-.296,.179
79110,-.457,.0909
79118,.17,-.447
79119,-.549,-.346
79121,.,-.152
79124,-.495,-.125
79331,-.639,-.911
79401,-.655,-.0811
79403,-.353,-.486
79407,-.51,.227
79410,-.541,.206
79412,-.626,.0765
79413,.294,.376
79414,-.892,-.157
79415,-.376,.288
79416,-.154,.047
79423,-.602,-.103
79424,-.491,.236
79549,-.581,1.09
79556,-.422,1.22
79601,.0408,-.911
79602,-.375,-.911
79603,-.529,-.911
79605,-.483,-.911
79606,-.59,-.911
79701,-.337,-.0346
79703,-.582,-.301
79705,-.761,-.263
79706,-.43,-.449
79707,-.574,-.247
79720,-.183,-.0753
79735,-.42,.0548
79745,.298,-.911
79761,-.398,-.147
79762,-.611,-.284
79763,-.54,-.661
79764,-.298,.0577
79765,-.382,-.447
79766,-.0291,.305
79772,-.537,-.321
79830,-.609,-.0175
79835,-.575,-.361
79836,.302,.33
79849,.192,.512
79852,-.979,.119
79901,-.611,-.496
79902,-.488,-.215
79903,-.0788,.428
79904,-.612,-.359
79905,-.437,-.25
79906,-.408,.337
79907,-.401,.0515
79911,-.708,-.0313
79912,-.463,.244
79915,-.324,-.0005
79922,-.704,-.442
79924,-.125,.276
79925,-.444,-.107
79927,-.177,.0933
79928,-.394,-.104
79930,.11,-.39
79932,-.406,.0882
79934,-.625,.243
79935,-.258,.101
79936,-.319,-.141
79938,-.469,-.243
80002,-.487,.22
80003,-.43,.269
80004,-.287,.187
80005,-.243,1.35
80007,-.597,-.057
80010,-.354,.168
80011,-.411,.102
80012,-.4,.916
80013,-.511,.551
80014,-.518,.0896
80015,-.0681,.517
80016,-.439,.0547
80017,-.0808,-.117
80018,-.535,-.0413
80020,-.236,.653
80021,-.458,-.222
80022,.0378,.949
80023,-.664,-.321
80026,-.411,.442
80027,-.521,-.363
80030,-.128,.604
80031,-.372,.672
80033,-.171,.262
80045,.366,-.115
80104,-.246,.219
80107,-.519,-.375
80108,-.00133,1.06
80109,.379,.751
80110,-.382,.113
80111,-.541,.0021
80112,-.253,.209
80113,-.254,.649
80120,-.383,.195
80121,-.345,.179
80122,-.442,.167
80123,-.548,.163
80124,-.413,-.128
80125,-.142,.24
80126,-.46,.127
80127,-.469,-.108
80128,-.612,-.0358
80129,-.536,-.345
80130,-.33,-.138
80132,-.554,.058
80133,-.0183,-.208
80134,-.32,-.179
80138,-.248,.427
80202,-.388,-.21
80203,-.482,-.27
80204,-.543,-.301
80205,-.617,.188
80206,-.834,-.412
80207,-.456,-.206
80209,-.453,-.441
80210,-.631,.115
80211,-.63,-.397
80212,-.485,-.408
80214,-.416,.449
80215,-.446,.00005
80216,-.094,.336
80218,-.658,-.577
80219,-.599,-.29
80220,-.499,-.363
80221,-.156,-.0899
80222,-.68,-.366
80223,-.495,-.103
80224,-.535,.331
80226,-.523,.179
80227,-.402,.133
80228,-.765,-.00575
80229,-.234,.125
80230,-.979,-.748
80231,-.469,.517
80232,-.109,.288
80233,-.186,.506
80234,-.467,.539
80237,-.556,-.218
80238,-.586,-.408
80239,-.703,-.444
80241,-.287,-.132
80246,-.292,.289
80247,-.664,.472
80249,-.979,-.8
80260,.0266,.988
80301,-.474,-.123
80302,-.668,-.575
80303,-.487,-.173
80304,-.467,.294
80305,-.605,-.158
80401,-.62,-.17
80403,-.44,.125
80424,-.877,-.448
80433,-.477,.395
80435,-.745,-.265
80439,-.273,.391
80442,-.43,-.347
80443,-.77,-.177
80446,-.45,-.138
80465,-.811,-.338
80466,-.49,-.21
80470,-.21,.0394
80477,-.827,.036
80482,-.713,-.33
80487,-.653,-.209
80497,.143,.542
80498,-.799,.102
80501,-.336,.0415
80503,.386,1.47
80504,-.283,-.124
80516,-.268,-.181
80517,-.605,.0321
80521,-.585,.123
80524,-.293,.0596
80525,-.488,.0194
80526,-.0844,.145
80528,-.631,-.131
80534,-.136,.011
80537,-.287,.175
80538,-.496,-.0611
80543,-.0523,-.456
80549,.,.128
80550,-.548,-.331
80601,-.486,-.211
80602,-.0583,.652
80615,-.463,.502
80620,-.562,-.328
80621,-.395,-.294
80631,-.552,-.259
80634,-.401,.1
80645,-.445,-.565
80651,-.642,-.466
80701,-.475,-.678
80808,-.0929,-.179
80817,.05,.913
80828,-.146,.202
80831,-.422,-.202
80863,-.427,.0832
80902,.,1.47
80903,-.766,-.064
80904,-.318,-.0364
80905,-.142,.668
80906,-.582,-.0673
80907,-.352,.0774
80908,-.294,-.239
80909,-.607,-.192
80910,-.411,-.351
80911,-.548,-.0692
80915,-.291,-.0484
80916,-.482,.0845
80917,-.444,-.161
80918,-.407,.0384
80919,-.492,1.08
80920,-.447,.0888
80921,-.51,-.0649
80922,-.748,-.526
80923,.152,.622
80939,.386,1.4
81001,-.488,.0331
81003,-.315,-.305
81004,-.468,-.221
81005,-.345,.0268
81006,-.196,-.223
81007,-.41,-.0101
81008,-.507,.0897
81019,-.865,-.564
81050,-.433,-.0951
81052,-.0611,-.296
81082,-.0757,.396
81147,-.926,-.799
81201,-.589,.105
81211,-.729,-.0831
81212,-.178,.402
81224,-.476,.11
81225,.,-.266
81230,-.296,.137
81301,-.593,.232
81303,-.157,.984
81321,-.603,-.4
81401,-.448,.252
81416,-.174,-.222
81501,-.309,.327
81503,-.18,.278
81504,-.397,-.677
81505,-.572,-.12
81506,-.278,-.155
81521,.0363,.62
81526,-.787,-.512
81601,-.563,.35
81620,-.979,-.803
81623,-.43,-.396
81631,.257,1.2
81632,-.979,-.513
81637,-.979,-.0201
81641,-.518,-.042
81643,-.946,.04
81648,-.764,.494
81649,.,.43
81650,-.624,.0278
81657,-.094,.0964
82001,-.183,-.0482
82007,-.29,-.0166
82009,-.195,-.186
82070,.271,-.911
82072,.131,-.911
82301,-.601,-.471
82414,-.209,.1
82435,-.402,-.312
82501,-.979,-.753
82520,-.511,-.408
82601,-.646,-.278
82604,-.286,-.0355
82609,-.528,-.0812
82633,-.602,-.781
82636,-.0709,.44
82701,-.651,-.301
82716,-.312,-.403
82718,-.096,-.572
82801,-.196,.34
82901,-.392,-.121
82930,-.799,-.577
82935,-.412,-.334
83001,-.397,-.911
83110,.264,.226
83201,-.532,-.0645
83202,-.734,-.419
83204,-.537,-.134
83221,-.256,-.0458
83263,.386,.523
83274,-.52,-.574
83301,-.386,-.046
83313,-.55,-.238
83316,-.0563,.232
83318,-.354,-.435
83328,.386,-.0133
83333,-.425,.196
83338,.274,.869
83340,-.627,-.412
83350,-.444,.491
83401,-.278,.0977
83402,-.255,-.0277
83404,-.455,-.324
83406,-.553,-.459
83440,-.184,-.911
83467,-.1,.228
83501,-.382,.0915
83530,-.398,.847
83605,-.258,.0331
83607,-.271,-.238
83611,.24,.501
83616,-.0257,.316
83617,-.287,1.12
83634,-.0867,.0865
83638,.0703,.557
83642,-.176,.22
83644,-.0947,-.381
83646,-.688,-.447
83647,-.159,-.219
83651,-.0956,.198
83686,-.606,-.227
83687,-.474,-.152
83702,-.86,-.375
83703,-.253,.76
83704,-.189,.299
83705,-.19,.305
83706,-.431,-.204
83709,-.428,.139
83713,-.487,-.244
83714,-.373,-.0508
83716,-.343,-.0538
83805,.0127,-.326
83814,-.388,.449
83815,-.293,.752
83833,.,.234
83835,-.233,.221
83837,-.586,-.0804
83843,-.42,-.679
83852,-.636,-.54
83854,-.275,.066
83856,.243,.391
83858,.372,.305
83864,-.467,-.229
83873,-.615,-.369
84003,-.253,.000643
84005,.346,.59
84010,-.128,.23
84014,-.576,-.413
84015,.0441,.248
84017,.,.599
84020,-.517,-.463
84025,-.198,-.295
84032,.184,.554
84036,-.3,.55
84037,-.0633,.0414
84040,-.217,.214
84041,-.358,-.137
84042,.386,1.47
84043,-.0253,-.116
84044,-.637,-.0896
84045,-.217,-.0299
84047,-.268,-.263
84049,-.225,1.22
84054,-.348,.127
84057,.0687,.289
84058,-.227,.189
84060,-.73,.287
84062,-.221,.237
84065,-.352,-.238
84066,.386,1.39
84067,-.319,-.209
84070,-.444,-.525
84074,-.267,-.468
84075,-.124,-.236
84078,-.64,.106
84084,-.321,-.227
84087,.0866,.0538
84088,-.379,.071
84092,.,-.388
84093,-.447,.392
84094,-.734,-.308
84095,-.334,-.461
84097,-.408,.117
84098,-.763,-.345
84101,-.513,-.456
84102,-.304,.249
84103,-.619,-.357
84104,-.0556,-.023
84105,-.481,.017
84106,-.546,-.176
84107,-.318,.345
84109,-.414,-.0923
84111,-.0802,-.186
84113,-.726,-.382
84115,-.217,.0966
84116,.122,1.05
84117,-.538,-.325
84118,-.514,-.366
84119,-.165,.11
84120,-.0838,-.145
84121,-.602,-.386
84123,-.634,-.618
84124,-.521,-.427
84302,-.0945,.0822
84319,-.0539,-.047
84321,-.108,.14
84332,-.188,.233
84335,-.236,-.0938
84337,.00233,.401
84341,-.334,.00632
84401,-.263,-.126
84403,-.495,-.371
84404,-.319,-.126
84405,-.0975,.358
84414,-.298,-.485
84501,-.321,.052
84532,-.909,.568
84601,-.259,.301
84604,.0493,.0492
84606,-.382,.0455
84627,.0733,.713
84629,-.066,1.17
84651,-.308,-.179
84653,-.481,.809
84660,-.464,-.166
84663,-.341,-.14
84701,-.259,-.405
84713,-.492,.71
84720,-.41,.332
84721,-.178,.354
84737,-.485,-.216
84741,-.806,-.345
84767,-.881,.0231
84770,-.327,.403
84780,-.0551,.043
84790,-.26,.472
85003,-.659,.114
85004,-.382,.279
85006,-.408,.0465
85007,-.154,.21
85008,-.194,.442
85009,-.184,.227
85012,-.332,.417
85013,-.348,.569
85014,-.451,-.143
85015,-.764,-.446
85016,-.341,.0426
85017,-.261,-.0857
85018,-.492,-.0715
85019,-.284,.612
85020,-.0743,.0988
85021,-.457,-.0814
85022,-.4,-.201
85023,-.361,-.157
85024,.386,1.45
85027,.386,.792
85028,-.576,-.393
85029,-.527,-.549
85031,-.454,.32
85032,-.371,-.0934
85033,-.231,.444
85034,-.376,.248
85035,-.469,-.129
85037,-.438,-.149
85040,-.447,.0149
85041,.0658,.224
85042,-.16,.59
85043,-.401,-.259
85044,-.551,-.0248
85048,-.303,-.145
85050,-.242,.113
85051,-.478,-.342
85053,-.407,.155
85054,-.62,1.47
85085,-.584,-.0615
85086,-.536,.0037
85120,.0602,.224
85122,-.254,.283
85128,-.421,.102
85131,-.427,.14
85138,-.231,-.337
85139,-.392,.239
85140,-.479,-.568
85142,-.642,-.407
85143,-.471,-.665
85201,-.303,.376
85202,.00154,-.114
85203,-.0883,.461
85204,-.153,.07
85205,-.672,-.251
85206,-.508,-.0419
85207,-.262,-.249
85208,-.137,.161
85209,-.431,-.0534
85210,-.403,.261
85212,-.659,-.373
85213,-.518,-.0528
85215,-.367,.715
85224,-.629,.012
85225,-.329,.108
85226,-.365,-.0446
85233,-.304,.0871
85234,-.648,-.0471
85248,-.524,-.124
85249,-.515,.138
85250,-.579,.046
85251,-.484,.318
85253,-.749,-.525
85254,-.592,-.301
85255,-.4,.114
85256,.,-.283
85258,-.0289,-.0625
85259,-.58,-.0423
85260,-.467,-.205
85266,-.45,.499
85268,-.316,.592
85281,-.263,-.0812
85282,-.152,.397
85283,-.444,-.0605
85284,-.576,-.354
85286,-.444,-.284
85295,-.546,-.073
85296,-.584,-.37
85297,-.693,-.421
85301,-.171,.363
85302,-.543,.128
85303,-.136,.139
85304,.,.0645
85306,-.107,.633
85307,-.254,.14
85308,-.608,-.259
85310,-.439,-.412
85323,-.346,.225
85324,-.689,.097
85326,-.0637,-.034
85331,-.513,.264
85335,-.459,.237
85337,-.0552,-.148
85338,-.703,-.366
85339,-.556,.375
85340,-.494,-.397
85344,-.00567,-.911
85345,-.267,.537
85351,-.623,.0184
85353,-.086,-.107
85363,.124,.505
85364,-.079,1.47
85365,-.375,.323
85367,-.674,-.125
85374,-.505,-.0323
85375,-.553,.401
85379,-.525,-.221
85381,-.523,-.135
85382,-.518,-.114
85383,-.643,-.393
85387,-.458,-.408
85388,-.659,-.36
85390,-.971,-.209
85392,-.461,.252
85395,-.331,.229
85396,-.765,-.128
85541,-.33,-.266
85546,-.0608,.74
85602,-.2,.84
85603,-.637,.105
85614,-.445,-.172
85621,-.426,.0682
85635,-.296,.678
85638,.,.211
85646,.,-.197
85650,-.102,1.03
85653,.212,-.0637
85701,.0215,.0602
85704,-.581,-.00362
85705,-.392,-.0382
85706,-.343,.381
85710,-.5,.212
85711,-.501,-.0361
85712,-.162,.261
85713,-.167,.28
85714,-.46,-.0406
85715,-.431,.138
85716,-.239,-.505
85718,.0434,.544
85719,-.38,.023
85730,-.689,-.382
85735,-.247,.277
85737,-.688,.426
85739,-.691,.632
85741,-.0877,.346
85742,-.651,.244
85743,-.488,-.152
85745,-.477,-.0416
85746,-.398,-.00163
85747,-.613,-.392
85748,-.665,.161
85750,-.64,-.316
85755,.245,.547
85901,-.23,.358
85929,-.691,-.0465
85935,-.919,-.244
85937,-.413,-.023
86001,-.537,.145
86004,-.678,-.162
86040,-.85,-.362
86046,-.979,.182
86047,-.755,.074
86301,-.307,.114
86303,-.333,.235
86305,-.541,-.394
86314,-.319,.124
86322,-.558,-.245
86323,-.363,.047
86325,-.335,.627
86326,-.582,.0297
86327,.386,.887
86334,-.899,.448
86336,-.979,-.144
86351,-.745,-.0039
86403,-.511,-.4
86404,-.0727,.237
86406,-.349,-.304
86409,-.261,.0806
86426,.159,.352
86429,-.374,-.334
86432,-.487,.173
86442,-.552,.84
87001,-.784,-.476
87002,.386,.727
87004,-.263,.136
87031,.0353,.93
87048,-.521,-.137
87102,-.225,.105
87104,-.714,-.632
87105,.386,1.19
87106,-.979,-.524
87107,-.373,.158
87108,-.196,-.244
87109,-.301,-.11
87110,-.519,-.447
87111,-.537,-.32
87112,.188,.94
87113,-.322,-.29
87114,-.526,-.13
87120,-.456,-.237
87121,-.285,-.063
87122,-.801,-.599
87123,-.506,-.404
87124,-.853,-.473
87144,-.439,-.0985
87301,-.384,-.255
87401,-.383,.384
87402,-.51,.143
87501,-.824,-.354
87505,-.42,-.338
87506,-.226,.304
87507,-.236,-.0638
87508,-.134,.194
87532,-.632,-.248
87544,-.271,.104
87558,.,-.591
87571,-.611,-.367
87701,-.417,-.341
87901,-.765,-.451
88001,-.355,-.1
88004,.354,.216
88005,-.237,.043
88011,-.583,.333
88012,-.692,-.544
88021,-.306,.373
88030,-.608,-.809
88061,-.596,-.495
88101,-.231,-.303
88201,-.0913,.804
88203,-.0455,-.418
88210,-.44,-.108
88220,-.152,-.226
88231,.105,-.686
88240,-.358,-.425
88310,-.0692,1.47
88317,-.754,.516
88345,-.707,-.392
89002,-.805,-.258
89005,-.4,.144
89011,-.244,.0383
89012,-.494,.398
89014,-.573,.0222
89015,-.498,-.166
89027,-.631,.565
89030,-.452,-.0742
89031,-.501,-.343
89032,-.395,.403
89044,-.00804,-.753
89048,-.631,.031
89052,-.626,-.131
89060,.386,.0644
89061,-.977,-.899
89074,-.466,-.105
89081,-.268,.258
89084,-.186,-.493
89101,-.473,-.217
89102,-.28,.819
89103,-.68,-.125
89104,-.459,.201
89106,-.446,-.159
89107,-.756,.0966
89108,-.437,.021
89110,-.396,.375
89113,-.543,-.563
89115,-.215,.181
89117,-.535,-.285
89118,-.474,-.148
89119,-.507,.137
89120,-.477,-.344
89121,-.314,.129
89122,-.029,.655
89123,-.658,-.115
89128,-.613,-.0163
89129,-.0787,.277
89130,-.351,-.0094
89131,-.466,.479
89134,-.633,-.207
89135,-.729,-.449
89139,-.608,-.14
89141,-.425,-.624
89144,-.521,-.225
89145,-.694,-.0344
89146,-.56,-.0331
89147,-.52,-.143
89148,-.532,-.117
89149,-.618,-.127
89156,-.607,-.492
89169,-.638,-.252
89178,-.376,.158
89183,-.976,-.475
89403,-.476,-.319
89408,-.534,-.385
89410,-.623,.0477
89423,.386,1.47
89431,-.404,.0917
89434,-.712,-.156
89436,-.7,-.4
89441,-.86,-.472
89445,-.698,-.192
89447,-.0926,-.423
89448,-.77,-.0654
89449,-.964,-.262
89501,-.268,-.33
89502,-.72,-.536
89503,-.891,-.237
89506,-.681,-.308
89509,-.763,-.2
89510,-.278,-.371
89511,-.74,-.518
89512,-.73,-.531
89519,-.979,-.266
89521,-.566,-.221
89523,-.272,.342
89701,-.406,-.391
89703,.201,.792
89706,-.442,-.231
89801,.102,.373
89815,-.317,.103
90003,-.63,.22
90004,-.515,-.0871
90005,-.478,-.278
90006,-.779,-.528
90007,-.937,-.791
90010,-.461,-.222
90011,-.611,-.186
90012,-.603,-.395
90013,-.8,-.529
90014,-.907,-.223
90015,-.941,-.529
90016,-.388,1.32
90017,-.543,-.484
90018,-.278,-.0512
90019,-.774,-.633
90020,-.681,-.637
90021,-.673,.149
90022,-.508,-.152
90023,-.411,-.242
90024,-.767,-.544
90025,-.368,-.255
90026,-.79,-.85
90027,-.384,-.268
90028,-.91,-.773
90029,-.771,-.125
90031,-.25,.348
90032,-.655,-.427
90033,-.55,-.178
90034,-.554,-.37
90035,-.5,-.0853
90036,-.803,-.43
90037,.162,-.742
90038,-.717,-.411
90039,-.557,-.55
90040,-.699,-.315
90041,-.65,-.583
90042,-.71,-.204
90043,-.162,.432
90044,-.1,1.47
90045,-.764,-.598
90046,-.869,-.488
90047,-.456,.0151
90048,-.856,-.537
90049,-.845,-.543
90057,-.466,-.198
90058,-.459,-.113
90059,-.0697,1.04
90061,-.559,1.02
90063,-.689,-.366
90064,-.388,-.0647
90065,-.733,-.561
90066,-.271,-.023
90067,-.539,-.648
90068,-.611,-.507
90069,-.716,-.54
90071,-.629,-.562
90077,.139,.638
90079,-.963,-.234
90201,.386,.223
90210,-.821,-.144
90211,-.549,-.218
90212,-.715,-.281
90220,-.249,-.547
90221,-.114,.678
90222,.386,1.47
90230,-.735,-.236
90232,-.941,-.697
90240,-.562,-.197
90241,-.484,.695
90242,-.724,-.627
90245,-.591,-.424
90247,-.478,.122
90248,-.455,-.189
90249,-.166,.0519
90250,-.476,-.121
90254,-.92,-.509
90255,-.722,-.255
90260,-.451,-.0387
90262,-.874,-.396
90265,-.813,-.0179
90266,-.746,-.498
90270,-.0997,.931
90272,-.829,-.156
90274,-.794,-.534
90275,-.531,.408
90277,-.653,-.439
90278,-.627,-.241
90280,-.391,.0847
90290,-.86,-.734
90291,-.915,-.788
90292,-.716,-.278
90301,-.671,-.539
90302,-.489,-.146
90303,.284,1.47
90304,-.344,-.311
90401,-.852,-.653
90402,-.978,-.276
90403,-.666,-.566
90404,-.446,.277
90501,-.708,-.463
90502,-.526,.808
90503,-.596,.159
90504,-.456,-.234
90505,-.553,-.223
90601,-.288,.221
90602,-.537,-.431
90603,-.573,-.447
90605,-.501,-.11
90606,.173,.562
90620,-.547,-.129
90621,-.624,.108
90630,-.435,.0204
90631,-.248,.179
90638,.275,.85
90640,-.517,-.153
90650,-.473,-.384
90660,-.554,-.155
90670,-.473,-.163
90680,-.461,.12
90701,-.839,-.649
90703,-.761,-.173
90706,-.441,.168
90710,-.516,-.35
90712,-.615,.252
90713,-.65,.563
90716,-.354,-.262
90717,-.585,-.0254
90720,-.44,-.11
90723,-.383,.0734
90731,-.394,-.253
90732,-.448,.106
90740,-.756,-.414
90742,-.979,-.911
90744,-.432,-.141
90745,-.577,-.0418
90746,-.742,-.0025
90755,-.39,-.133
90802,-.637,-.716
90803,-.826,-.531
90804,-.525,-.272
90805,-.363,-.277
90806,-.319,-.396
90807,-.534,.0762
90808,-.66,-.373
90810,-.458,.382
90813,-.474,.0532
90814,-.787,-.585
90815,-.457,.276
91006,-.653,.225
91007,-.741,-.503
91010,-.747,-.707
91011,-.409,-.0708
91016,-.715,-.132
91020,-.481,.27
91024,-.234,-.362
91030,-.45,-.251
91040,-.463,-.212
91042,-.256,-.0814
91101,-.707,-.44
91103,-.281,.466
91104,-.559,-.637
91105,-.639,-.514
91106,-.485,-.401
91107,-.465,-.135
91108,-.934,-.636
91201,-.505,-.457
91202,-.47,-.327
91203,-.379,.461
91204,-.641,-.549
91205,-.451,-.0162
91206,.12,.6
91208,-.263,-.331
91210,.,-.715
91214,-.462,.789
91301,-.823,-.0832
91302,-.311,-.126
91303,-.794,-.301
91304,-.649,.206
91306,-.607,-.366
91307,-.179,-.424
91311,-.346,.0269
91316,-.745,-.286
91320,-.363,-.362
91321,-.689,-.13
91324,-.762,-.633
91325,-.478,-.414
91326,-.401,.0113
91331,-.268,1.47
91335,-.48,-.359
91342,-.574,.191
91343,.005,-.204
91344,-.159,.963
91345,-.878,-.883
91350,-.527,-.141
91351,-.272,.135
91352,-.51,-.299
91355,-.328,-.209
91356,-.632,-.127
91360,-.534,-.217
91361,-.324,-.34
91362,-.751,-.295
91364,-.512,-.166
91367,-.441,.253
91384,.0436,-.0331
91387,-.576,-.272
91401,-.472,-.116
91402,-.919,.198
91403,-.699,-.306
91405,-.47,-.485
91406,-.45,-.185
91411,-.239,.26
91423,-.665,-.138
91436,-.743,-.581
91501,-.979,-.166
91502,-.536,.267
91504,.0925,.215
91505,-.594,-.245
91506,-.575,-.121
91601,-.634,-.382
91602,-.791,-.379
91604,-.671,-.458
91605,-.475,-.304
91606,-.768,-.189
91607,-.576,-.408
91701,-.412,.474
91702,-.209,-.0202
91706,-.548,-.509
91708,.276,.0119
91709,-.579,-.444
91710,-.599,-.304
91711,-.832,-.269
91722,-.441,-.114
91723,-.552,-.275
91724,-.511,.234
91730,-.473,.175
91731,-.385,.411
91733,-.415,.356
91737,-.534,.146
91739,-.725,-.0732
91740,-.325,.16
91741,-.61,-.677
91744,-.658,.206
91745,-.518,-.27
91746,-.721,-.608
91748,-.598,-.248
91750,-.402,.422
91752,-.767,-.655
91754,-.551,-.192
91755,-.428,-.174
91761,-.218,.553
91762,-.57,-.0452
91763,-.643,-.266
91764,-.956,-.568
91765,-.665,-.451
91766,-.608,.0102
91767,-.342,.59
91768,-.397,-.266
91770,-.482,-.306
91773,-.401,-.19
91776,-.602,.129
91780,-.623,-.567
91784,-.661,.827
91786,-.576,.183
91789,-.79,.201
91791,-.513,.096
91792,-.776,-.597
91801,-.294,-.161
91803,-.788,.678
91901,-.383,.468
91902,-.171,.897
91910,-.6,-.389
91911,-.436,.191
91913,-.699,-.292
91914,-.831,-.0667
91915,-.519,.0035
91932,.0267,.339
91935,-.515,-.192
91941,-.532,-.355
91942,.044,.659
91945,-.299,.258
91950,-.587,-.223
91977,-.424,.331
92003,-.828,-.685
92007,-.928,-.671
92008,-.662,-.264
92009,-.491,.469
92010,-.442,-.276
92011,-.286,-.0446
92014,-.522,-.157
92019,-.591,-.326
92020,-.47,-.125
92021,-.491,-.087
92024,-.648,.000676
92025,-.552,-.0157
92026,-.591,-.0835
92027,-.401,-.397
92028,-.451,.911
92029,-.446,-.171
92037,-.886,-.121
92040,-.399,.0997
92054,-.54,-.0077
92056,-.188,.0458
92057,-.222,-.556
92058,-.215,.169
92064,-.617,-.028
92065,-.624,-.349
92067,-.84,-.276
92069,-.738,.646
92071,-.578,-.372
92075,-.532,.104
92078,-.54,-.289
92081,-.394,.14
92082,-.141,.0756
92083,-.804,.181
92084,-.405,.768
92101,-.35,-.322
92102,-.385,-.275
92103,-.55,-.178
92104,-.746,-.326
92105,-.496,.34
92106,-.618,-.0631
92107,-.822,-.411
92108,-.695,-.463
92109,-.585,-.189
92110,-.641,-.175
92111,-.496,-.068
92113,-.459,.0197
92114,-.199,-.106
92115,-.754,.476
92116,-.338,-.16
92117,-.588,-.0351
92118,-.774,-.408
92119,-.119,.24
92120,-.53,-.00717
92121,-.337,-.0425
92122,-.678,-.387
92123,-.269,.306
92124,-.596,-.311
92126,-.503,-.0942
92127,-.584,-.296
92128,-.827,-.156
