year,month,day,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh,emp_combined_ss40,emp_combined_ss60,emp_combined_ss65,emp_combined_ss70,emp_combined_retail,emp_combined_retail_inclow,emp_combined_retail_incmiddle,emp_combined_retail_inchigh,emp_combined_advance
2021,1,8,-.102,-.279,-.0789,-.013,-.0779,-.066,-.0907,-.309,-.0749,-.209,-.03,.0169,0
2021,1,9,-.102,-.28,-.0788,-.0136,-.0783,-.0665,-.0914,-.31,-.0754,-.211,-.0298,.0163,0
2021,1,10,-.102,-.281,-.0785,-.0141,-.0786,-.0668,-.0919,-.31,-.0758,-.212,-.0296,.0156,0
2021,1,11,-.102,-.281,-.0782,-.0145,-.0788,-.067,-.0922,-.309,-.0761,-.213,-.0293,.0147,0
2021,1,12,-.102,-.282,-.0777,-.0148,-.0788,-.067,-.0923,-.309,-.0763,-.214,-.029,.0137,0
2021,1,13,-.102,-.282,-.0771,-.015,-.0788,-.0669,-.0923,-.308,-.0764,-.214,-.0286,.0126,0
2021,1,14,-.102,-.282,-.0764,-.0152,-.0788,-.0668,-.0923,-.308,-.0765,-.215,-.0282,.0113,0
2021,1,15,-.102,-.282,-.0757,-.0153,-.0787,-.0665,-.0922,-.307,-.0766,-.215,-.0277,.00998,0
2021,1,16,-.101,-.282,-.0751,-.0153,-.0785,-.0662,-.0919,-.306,-.0766,-.215,-.0272,.00853,0
2021,1,17,-.101,-.282,-.0744,-.0154,-.0783,-.0659,-.0916,-.306,-.0765,-.215,-.0267,.00703,0
2021,1,18,-.101,-.282,-.0738,-.0155,-.0781,-.0656,-.0913,-.305,-.0765,-.214,-.0262,.00549,0
2021,1,19,-.101,-.282,-.0732,-.0156,-.078,-.0653,-.0909,-.305,-.0765,-.214,-.0258,.00392,0
2021,1,20,-.1,-.282,-.0727,-.0157,-.0778,-.065,-.0905,-.304,-.0766,-.214,-.0254,.00235,0
2021,1,21,-.0991,-.281,-.0716,-.0146,.,.,.,.,.,.,.,.,1
2021,1,22,-.0983,-.28,-.0706,-.0141,.,.,.,.,.,.,.,.,1
2021,1,23,-.0976,-.279,-.0696,-.0141,.,.,.,.,.,.,.,.,1
2021,1,24,-.0971,-.279,-.0688,-.0144,.,.,.,.,.,.,.,.,1
2021,1,25,-.0967,-.278,-.0679,-.0147,.,.,.,.,.,.,.,.,1
2021,1,26,-.0962,-.278,-.067,-.0149,.,.,.,.,.,.,.,.,1
2021,1,27,-.0956,-.277,-.066,-.015,.,.,.,.,.,.,.,.,1
2021,1,28,-.0949,-.276,-.065,-.0148,.,.,.,.,.,.,.,.,1
2021,1,29,-.0941,-.275,-.0639,-.0145,.,.,.,.,.,.,.,.,1
2021,1,30,-.0932,-.275,-.0629,-.014,.,.,.,.,.,.,.,.,1
2021,1,31,-.0922,-.274,-.0618,-.0133,.,.,.,.,.,.,.,.,1
2021,2,1,-.0914,-.273,-.0609,-.0126,.,.,.,.,.,.,.,.,1
2021,2,2,-.0908,-.273,-.0602,-.012,.,.,.,.,.,.,.,.,1
2021,2,3,-.0904,-.272,-.0597,-.0114,.,.,.,.,.,.,.,.,1
2021,2,4,-.0902,-.272,-.0595,-.011,.,.,.,.,.,.,.,.,1
2021,2,5,-.0902,-.272,-.0594,-.0106,.,.,.,.,.,.,.,.,1
2021,2,6,-.0903,-.273,-.0596,-.0103,.,.,.,.,.,.,.,.,1
2021,2,7,-.0906,-.273,-.0598,-.0101,.,.,.,.,.,.,.,.,1
2021,2,8,-.091,-.273,-.0601,-.00996,.,.,.,.,.,.,.,.,1
2021,2,9,-.0912,-.274,-.0604,-.00982,.,.,.,.,.,.,.,.,1
2021,2,10,-.0914,-.274,-.0605,-.00968,.,.,.,.,.,.,.,.,1
2021,2,11,-.0914,-.274,-.0605,-.00952,.,.,.,.,.,.,.,.,1
2021,2,12,-.0912,-.274,-.0603,-.00935,.,.,.,.,.,.,.,.,1
2021,2,13,-.0909,-.274,-.0601,-.00915,.,.,.,.,.,.,.,.,1
2021,2,14,-.0906,-.274,-.0597,-.00891,.,.,.,.,.,.,.,.,1
2021,2,15,-.0899,-.273,-.059,-.00851,.,.,.,.,.,.,.,.,1
2021,2,16,-.0893,-.272,-.0584,-.00805,.,.,.,.,.,.,.,.,1
2021,2,17,-.0886,-.272,-.0578,-.0075,.,.,.,.,.,.,.,.,1
2021,2,18,-.0881,-.271,-.0572,-.00688,.,.,.,.,.,.,.,.,1
2021,2,19,-.0875,-.27,-.0567,-.00618,.,.,.,.,.,.,.,.,1
2021,2,20,-.0871,-.27,-.0562,-.0054,.,.,.,.,.,.,.,.,1
