year,month,day_endofweek,cityid,initclaims_count_regular,initclaims_rate_regular
2022,12,31,23,352,.121
2022,12,31,25,935,.203
2022,12,31,27,1192,.296
2022,12,31,29,483,.116
2022,12,31,36,646,.116
2022,12,31,37,780,.215
2022,12,31,48,891,.198
2022,12,31,49,469,.184
2023,1,7,3,4240,.163
2023,1,7,9,1497,.116
2023,1,7,18,805,.163
2023,1,7,23,239,.0822
2023,1,7,25,861,.187
2023,1,7,27,1426,.354
2023,1,7,29,716,.173
2023,1,7,31,1643,.352
2023,1,7,36,1142,.205
2023,1,7,37,511,.141
2023,1,7,48,1103,.245
2023,1,7,49,370,.146
2023,1,14,3,3848,.148
2023,1,14,9,1273,.0986
2023,1,14,18,783,.159
2023,1,14,23,272,.0936
2023,1,14,25,709,.154
2023,1,14,27,2692,.669
2023,1,14,29,633,.153
2023,1,14,31,1134,.243
2023,1,14,36,767,.138
2023,1,14,37,429,.118
2023,1,14,48,866,.192
2023,1,14,49,383,.151
2023,1,21,3,3004,.116
2023,1,21,9,1484,.115
2023,1,21,18,626,.127
2023,1,21,23,261,.0898
2023,1,21,25,763,.165
2023,1,21,27,2577,.64
2023,1,21,29,426,.103
2023,1,21,31,948,.203
2023,1,21,36,463,.0831
2023,1,21,37,313,.0861
2023,1,21,48,587,.13
2023,1,21,49,267,.105
2023,1,28,3,3099,.119
2023,1,28,9,1329,.103
2023,1,28,18,693,.141
2023,1,28,23,204,.0702
2023,1,28,25,917,.199
2023,1,28,27,894,.222
2023,1,28,29,470,.113
2023,1,28,31,1042,.223
2023,1,28,36,624,.112
2023,1,28,37,333,.0916
2023,1,28,48,692,.154
2023,1,28,49,270,.106
2023,2,4,3,3585,.138
2023,2,4,9,1394,.108
2023,2,4,18,630,.128
2023,2,4,23,199,.0684
2023,2,4,25,718,.156
2023,2,4,27,960,.238
2023,2,4,29,598,.144
2023,2,4,31,999,.214
2023,2,4,36,510,.0916
2023,2,4,37,358,.0985
2023,2,4,48,687,.152
2023,2,4,49,301,.118
2023,2,11,3,3533,.136
2023,2,11,9,1301,.101
2023,2,11,18,666,.135
2023,2,11,23,199,.0684
2023,2,11,25,791,.172
2023,2,11,27,906,.225
2023,2,11,29,708,.171
2023,2,11,31,1073,.23
2023,2,11,36,.,.
2023,2,11,37,322,.0886
2023,2,11,48,727,.161
2023,2,11,49,236,.0928
2023,2,18,3,3420,.132
2023,2,18,9,1304,.101
2023,2,18,18,560,.114
2023,2,18,23,185,.0636
2023,2,18,25,978,.212
2023,2,18,27,4048,1.01
2023,2,18,29,1086,.262
2023,2,18,31,878,.188
2023,2,18,36,.,.
2023,2,18,37,264,.0726
2023,2,18,48,675,.15
2023,2,18,49,225,.0885
2023,2,25,3,3544,.137
2023,2,25,9,1139,.0883
2023,2,25,18,604,.123
2023,2,25,23,161,.0554
2023,2,25,25,1093,.237
2023,2,25,27,873,.217
2023,2,25,29,1580,.381
2023,2,25,31,844,.181
2023,2,25,36,.,.
2023,2,25,37,290,.0798
2023,2,25,48,731,.162
2023,2,25,49,216,.085
2023,3,4,3,3259,.126
2023,3,4,9,1383,.107
2023,3,4,18,650,.132
2023,3,4,23,208,.0715
2023,3,4,25,1110,.241
2023,3,4,27,2305,.573
2023,3,4,29,643,.155
2023,3,4,31,863,.185
2023,3,4,36,.,.
2023,3,4,37,264,.0726
2023,3,4,48,919,.204
2023,3,4,49,198,.0779
2023,3,11,9,1134,.0879
2023,3,11,18,778,.158
2023,3,11,23,203,.0698
2023,3,11,25,986,.214
2023,3,11,27,3980,.989
2023,3,11,29,971,.234
2023,3,11,31,935,.2
2023,3,11,37,307,.0844
2023,3,11,48,770,.171
2023,3,11,49,230,.0905
2023,3,18,9,1172,.0908
2023,3,18,18,1136,.23
2023,3,18,23,187,.0643
2023,3,18,25,1610,.349
2023,3,18,27,4074,1.01
2023,3,18,29,1578,.38
2023,3,18,31,853,.183
2023,3,18,37,305,.0839
2023,3,18,48,690,.153
2023,3,18,49,224,.0881
2023,3,25,9,1312,.102
2023,3,25,18,616,.125
2023,3,25,23,207,.0712
2023,3,25,25,1864,.404
2023,3,25,27,4671,1.16
2023,3,25,29,2092,.504
2023,3,25,31,857,.184
2023,3,25,37,894,.246
2023,3,25,48,734,.163
2023,3,25,49,299,.118
2023,4,1,9,1237,.0959
2023,4,1,18,530,.108
2023,4,1,23,208,.0715
2023,4,1,25,2125,.461
2023,4,1,27,1239,.308
2023,4,1,29,508,.122
2023,4,1,31,861,.184
2023,4,1,37,446,.123
2023,4,1,48,713,.158
2023,4,1,49,214,.0842
2023,4,8,9,1538,.119
2023,4,8,18,557,.113
2023,4,8,23,275,.0946
2023,4,8,25,1952,.423
2023,4,8,27,210,.0522
2023,4,8,29,420,.101
2023,4,8,31,1033,.221
2023,4,8,37,367,.101
2023,4,8,48,758,.168
2023,4,8,49,199,.0783
2023,4,15,9,1307,.101
2023,4,15,18,530,.108
2023,4,15,23,218,.075
2023,4,15,25,2486,.539
2023,4,15,27,179,.0445
2023,4,15,29,353,.0851
2023,4,15,31,962,.206
2023,4,15,37,237,.0652
2023,4,15,48,839,.186
2023,4,15,49,185,.0728
2023,4,22,9,1184,.0917
2023,4,22,18,548,.111
2023,4,22,23,199,.0684
2023,4,22,25,3603,.781
2023,4,22,27,117,.029
2023,4,22,29,302,.0728
2023,4,22,31,758,.162
2023,4,22,37,262,.0721
2023,4,22,48,719,.16
2023,4,22,49,177,.0696
2023,4,29,9,1101,.0853
2023,4,29,18,499,.101
2023,4,29,23,238,.0819
2023,4,29,25,4693,1.02
2023,4,29,27,547,.136
2023,4,29,29,410,.0988
2023,4,29,31,791,.169
2023,4,29,37,280,.077
2023,4,29,48,746,.166
2023,4,29,49,164,.0645
2023,5,6,9,1336,.104
2023,5,6,18,488,.099
2023,5,6,23,239,.0822
2023,5,6,25,2488,.539
2023,5,6,27,191,.0475
2023,5,6,29,472,.114
2023,5,6,31,804,.172
2023,5,6,37,860,.237
2023,5,6,48,725,.161
2023,5,6,49,168,.0661
2023,5,13,9,1195,.0926
2023,5,13,18,481,.0976
2023,5,13,23,276,.0949
2023,5,13,25,1175,.255
2023,5,13,27,322,.08
2023,5,13,29,491,.118
2023,5,13,31,801,.172
2023,5,13,37,311,.0855
2023,5,13,48,653,.145
2023,5,13,49,172,.0677
2023,5,20,9,1006,.078
2023,5,20,18,488,.099
2023,5,20,23,268,.0922
2023,5,20,25,1373,.298
2023,5,20,27,319,.0793
2023,5,20,29,513,.124
2023,5,20,31,806,.173
2023,5,20,37,332,.0913
2023,5,20,48,697,.155
2023,5,20,49,161,.0633
2023,5,27,9,1047,.0811
2023,5,27,18,471,.0955
2023,5,27,23,298,.102
2023,5,27,25,1783,.387
2023,5,27,27,315,.0782
2023,5,27,29,471,.114
2023,5,27,31,731,.157
2023,5,27,37,365,.1
2023,5,27,48,701,.156
2023,5,27,49,189,.0743
2023,6,3,9,1131,.0876
2023,6,3,18,448,.0909
2023,6,3,23,289,.0994
2023,6,3,25,1237,.268
2023,6,3,27,371,.0922
2023,6,3,29,371,.0894
2023,6,3,31,740,.158
2023,6,3,37,361,.0993
2023,6,3,48,736,.163
2023,6,3,49,262,.103
2023,6,10,9,1190,.0922
2023,6,10,18,474,.0962
2023,6,10,23,300,.103
2023,6,10,25,810,.176
2023,6,10,27,615,.153
2023,6,10,29,378,.0911
2023,6,10,31,854,.183
2023,6,10,37,866,.238
2023,6,10,48,875,.194
2023,6,10,49,296,.116
2023,6,17,9,1280,.0992
2023,6,17,18,465,.0943
2023,6,17,23,420,.144
2023,6,17,25,789,.171
2023,6,17,27,566,.141
2023,6,17,29,399,.0962
2023,6,17,31,1085,.232
2023,6,17,37,291,.08
2023,6,17,48,691,.153
2023,6,17,49,179,.0704
2023,6,24,9,1303,.101
2023,6,24,18,480,.0974
2023,6,24,23,303,.104
2023,6,24,25,1083,.235
2023,6,24,27,515,.128
2023,6,24,29,402,.0969
2023,6,24,31,1153,.247
2023,6,24,37,289,.0795
2023,6,24,48,673,.149
2023,6,24,49,160,.0629
2023,7,1,9,1343,.104
2023,7,1,18,480,.0974
2023,7,1,23,341,.117
2023,7,1,25,965,.209
2023,7,1,27,1454,.361
2023,7,1,29,616,.148
2023,7,1,31,1064,.228
2023,7,1,37,356,.0979
2023,7,1,48,669,.148
2023,7,1,49,178,.07
2023,7,8,9,1427,.111
2023,7,8,18,517,.105
2023,7,8,23,284,.0977
2023,7,8,25,856,.186
2023,7,8,27,1649,.41
2023,7,8,29,578,.139
2023,7,8,31,842,.18
2023,7,8,37,376,.103
2023,7,8,48,683,.152
2023,7,8,49,185,.0728
2023,7,15,9,1385,.107
2023,7,15,18,509,.103
2023,7,15,23,286,.0984
2023,7,15,25,816,.177
2023,7,15,27,686,.171
2023,7,15,29,512,.123
2023,7,15,31,951,.204
2023,7,15,37,372,.102
2023,7,15,48,793,.176
2023,7,15,49,157,.0618
2023,7,22,9,1094,.0848
2023,7,22,18,529,.107
2023,7,22,23,293,.101
2023,7,22,25,768,.167
2023,7,22,27,510,.127
2023,7,22,29,472,.114
2023,7,22,31,844,.181
2023,7,22,37,303,.0833
2023,7,22,48,698,.155
2023,7,22,49,169,.0665
2023,7,29,9,966,.0749
2023,7,29,18,506,.103
2023,7,29,23,294,.101
2023,7,29,25,812,.176
2023,7,29,27,514,.128
2023,7,29,29,437,.105
2023,7,29,31,757,.162
2023,7,29,37,1362,.375
2023,7,29,48,682,.151
2023,7,29,49,164,.0645
2023,8,5,9,1329,.103
2023,8,5,18,548,.111
2023,8,5,23,335,.115
2023,8,5,25,719,.156
2023,8,5,27,480,.119
2023,8,5,29,479,.115
2023,8,5,31,877,.188
2023,8,5,37,955,.263
2023,8,5,48,752,.167
2023,8,5,49,172,.0677
2023,8,12,9,1085,.0841
2023,8,12,18,487,.0988
2023,8,12,23,343,.118
2023,8,12,25,698,.151
2023,8,12,27,334,.0829
2023,8,12,29,502,.121
2023,8,12,31,786,.168
2023,8,12,37,981,.27
2023,8,12,48,691,.153
2023,8,12,49,165,.0649
2023,8,19,9,1074,.0832
2023,8,19,18,420,.0852
2023,8,19,23,302,.104
2023,8,19,25,589,.128
2023,8,19,27,317,.0787
2023,8,19,29,450,.108
2023,8,19,31,702,.15
2023,8,19,37,871,.24
2023,8,19,48,642,.142
2023,8,19,49,152,.0598
2023,8,26,9,987,.0765
2023,8,26,18,427,.0866
2023,8,26,23,280,.0963
2023,8,26,25,757,.164
2023,8,26,27,341,.0846
2023,8,26,29,412,.0993
2023,8,26,31,689,.148
2023,8,26,37,369,.102
2023,8,26,48,901,.2
2023,8,26,49,143,.0562
2023,9,2,9,1050,.0814
2023,9,2,18,453,.0919
2023,9,2,23,262,.0901
2023,9,2,25,717,.155
2023,9,2,27,333,.0827
2023,9,2,29,401,.0966
2023,9,2,31,749,.16
2023,9,2,37,1376,.379
2023,9,2,48,831,.184
2023,9,2,49,165,.0649
2023,9,9,9,1132,.0877
2023,9,9,18,409,.083
2023,9,9,23,242,.0832
2023,9,9,25,579,.126
2023,9,9,27,327,.0811
2023,9,9,29,373,.0899
2023,9,9,31,713,.153
2023,9,9,37,432,.119
2023,9,9,48,658,.146
2023,9,9,49,188,.074
2023,9,16,9,1169,.0906
2023,9,16,18,452,.0917
2023,9,16,23,262,.0901
2023,9,16,25,649,.141
2023,9,16,27,250,.0622
2023,9,16,29,398,.0959
2023,9,16,31,651,.139
2023,9,16,37,342,.0941
2023,9,16,48,735,.163
2023,9,16,49,170,.0669
2023,9,23,9,1183,.0917
2023,9,23,18,367,.0744
2023,9,23,23,262,.0901
2023,9,23,25,566,.123
2023,9,23,27,240,.0596
2023,9,23,29,360,.0868
2023,9,23,31,698,.149
2023,9,23,37,376,.103
2023,9,23,48,591,.131
2023,9,23,49,167,.0657
2023,9,30,9,1081,.0838
2023,9,30,18,388,.0787
2023,9,30,23,234,.0805
2023,9,30,25,680,.147
2023,9,30,27,287,.0714
2023,9,30,29,386,.093
2023,9,30,31,630,.135
2023,9,30,37,334,.0919
2023,9,30,48,544,.121
2023,9,30,49,197,.0775
2023,10,7,9,1465,.114
2023,10,7,18,438,.0888
2023,10,7,23,299,.103
2023,10,7,25,654,.142
2023,10,7,27,377,.0937
2023,10,7,29,513,.124
2023,10,7,31,672,.144
2023,10,7,37,322,.0886
2023,10,7,48,651,.144
2023,10,7,49,205,.0806
2023,10,14,9,1257,.0974
2023,10,14,18,402,.0815
2023,10,14,23,252,.0867
2023,10,14,25,632,.137
2023,10,14,27,411,.102
2023,10,14,29,400,.0964
2023,10,14,31,742,.159
2023,10,14,37,274,.0754
2023,10,14,48,608,.135
2023,10,14,49,175,.0688
2023,10,21,9,1521,.118
2023,10,21,18,423,.0858
2023,10,21,23,291,.1
2023,10,21,25,635,.138
2023,10,21,27,610,.152
2023,10,21,29,443,.107
2023,10,21,31,751,.161
2023,10,21,37,272,.0748
2023,10,21,48,674,.15
2023,10,21,49,190,.0747
2023,10,28,9,1351,.105
2023,10,28,18,381,.0773
2023,10,28,23,275,.0946
2023,10,28,25,713,.155
2023,10,28,27,486,.121
2023,10,28,29,432,.104
2023,10,28,31,748,.16
2023,10,28,37,282,.0776
2023,10,28,48,621,.138
2023,10,28,49,208,.0818
2023,11,4,9,1478,.115
2023,11,4,18,432,.0876
2023,11,4,23,311,.107
2023,11,4,25,608,.132
2023,11,4,27,434,.108
2023,11,4,29,426,.103
2023,11,4,31,831,.178
2023,11,4,37,310,.0853
2023,11,4,48,647,.144
2023,11,4,49,229,.0901
2023,11,11,9,1389,.108
2023,11,11,18,350,.071
2023,11,11,23,256,.0881
2023,11,11,25,626,.136
2023,11,11,27,624,.155
2023,11,11,29,406,.0978
2023,11,11,31,806,.173
2023,11,11,37,244,.0671
2023,11,11,48,596,.132
2023,11,11,49,289,.114
2023,11,18,9,1389,.108
2023,11,18,18,486,.0986
2023,11,18,23,335,.115
2023,11,18,25,602,.131
2023,11,18,27,1293,.321
2023,11,18,29,470,.113
2023,11,18,31,792,.17
2023,11,18,37,339,.0932
2023,11,18,48,662,.147
2023,11,18,49,279,.11
2023,11,25,9,1012,.0784
2023,11,25,18,341,.0692
2023,11,25,23,268,.0922
2023,11,25,25,704,.153
2023,11,25,27,785,.195
2023,11,25,29,309,.0745
2023,11,25,31,842,.18
2023,11,25,37,263,.0723
2023,11,25,48,472,.105
2023,11,25,49,408,.16
2023,12,2,9,1387,.107
2023,12,2,18,489,.0992
2023,12,2,23,348,.12
2023,12,2,25,701,.152
2023,12,2,27,1909,.474
2023,12,2,29,498,.12
2023,12,2,31,1328,.284
2023,12,2,37,414,.114
2023,12,2,48,934,.207
2023,12,2,49,411,.162
2023,12,9,9,1373,.106
2023,12,9,18,514,.104
2023,12,9,23,303,.104
2023,12,9,25,761,.165
2023,12,9,27,207,.0514
2023,12,9,29,467,.113
2023,12,9,31,1000,.214
2023,12,9,37,305,.0839
2023,12,9,48,765,.17
2023,12,9,49,424,.167
2023,12,16,9,1353,.105
2023,12,16,18,471,.0955
2023,12,16,23,294,.101
2023,12,16,25,926,.201
2023,12,16,27,234,.0582
2023,12,16,29,458,.11
2023,12,16,31,1050,.225
2023,12,16,37,335,.0921
2023,12,16,48,606,.134
2023,12,16,49,420,.165
2023,12,23,9,1490,.115
2023,12,23,18,456,.0925
2023,12,23,25,979,.212
2023,12,23,27,390,.097
2023,12,23,29,419,.101
2023,12,23,31,1159,.248
2023,12,23,37,460,.127
2023,12,23,48,640,.142
2023,12,23,49,471,.185
2023,12,30,9,1152,.0893
2023,12,30,18,389,.0789
2023,12,30,23,417,.143
2023,12,30,25,852,.185
2023,12,30,27,321,.0797
2023,12,30,29,352,.0848
2023,12,30,31,1178,.252
2023,12,30,37,492,.135
2023,12,30,48,864,.192
2023,12,30,49,564,.222
2024,1,6,9,1716,.133
2024,1,6,18,523,.106
2024,1,6,23,332,.114
2024,1,6,25,848,.184
2024,1,6,27,245,.0607
2024,1,6,29,490,.118
2024,1,6,31,1672,.358
2024,1,6,37,536,.147
2024,1,6,48,1059,.235
2024,1,6,49,462,.182
2024,1,13,1,14111,.275
2024,1,13,6,3829,.241
2024,1,13,9,1462,.113
2024,1,13,12,1958,.186
2024,1,13,18,692,.14
2024,1,13,21,1134,.195
2024,1,13,23,363,.125
2024,1,13,25,708,.154
2024,1,13,27,452,.112
2024,1,13,29,509,.123
2024,1,13,31,1112,.238
2024,1,13,34,3200,.71
2024,1,13,35,2295,.322
2024,1,13,37,602,.166
2024,1,13,41,1992,.236
2024,1,13,47,2721,.696
2024,1,13,48,811,.18
2024,1,13,49,492,.194
2024,1,20,1,12846,.251
2024,1,20,6,3486,.219
2024,1,20,9,1356,.105
2024,1,20,12,1783,.169
2024,1,20,18,656,.133
2024,1,20,21,1033,.177
2024,1,20,23,299,.103
2024,1,20,25,663,.144
2024,1,20,27,434,.108
2024,1,20,29,354,.0853
2024,1,20,31,1185,.254
2024,1,20,34,2913,.646
2024,1,20,35,2090,.293
2024,1,20,37,508,.14
2024,1,20,41,1814,.215
2024,1,20,47,2477,.633
2024,1,20,48,772,.171
2024,1,20,49,493,.194
2024,1,27,1,14213,.277
2024,1,27,6,3857,.242
2024,1,27,9,1386,.107
2024,1,27,12,1973,.187
2024,1,27,18,561,.114
2024,1,27,21,1143,.196
2024,1,27,23,400,.138
2024,1,27,25,679,.147
2024,1,27,27,459,.114
2024,1,27,29,531,.128
2024,1,27,31,1273,.273
2024,1,27,34,3223,.715
2024,1,27,35,2312,.325
2024,1,27,37,416,.114
2024,1,27,41,2007,.238
2024,1,27,47,2740,.701
2024,1,27,48,704,.156
2024,1,27,49,368,.145
2024,2,3,1,13041,.255
2024,2,3,6,3539,.222
2024,2,3,9,1308,.101
2024,2,3,12,1810,.172
2024,2,3,18,546,.111
2024,2,3,21,1048,.18
2024,2,3,23,338,.116
2024,2,3,25,607,.132
2024,2,3,27,335,.0831
2024,2,3,29,443,.107
2024,2,3,31,1021,.219
2024,2,3,34,2957,.656
2024,2,3,35,2121,.298
2024,2,3,37,1309,.36
2024,2,3,41,1841,.218
2024,2,3,47,2514,.643
2024,2,3,48,768,.17
2024,2,3,49,312,.123
2024,2,10,9,1464,.113
2024,2,10,18,496,.101
2024,2,10,23,354,.122
2024,2,10,25,615,.133
2024,2,10,29,421,.101
2024,2,10,31,897,.192
2024,2,10,37,379,.104
2024,2,10,48,833,.185
2024,2,10,49,284,.112
2024,2,17,9,1230,.0953
2024,2,17,18,470,.0953
2024,2,17,23,303,.104
2024,2,17,25,781,.169
2024,2,17,29,619,.149
2024,2,17,31,849,.182
2024,2,17,37,188,.0517
2024,2,17,48,609,.135
2024,2,17,49,271,.107
2024,2,24,9,1228,.0952
2024,2,24,18,419,.085
2024,2,24,23,285,.098
2024,2,24,25,568,.123
2024,2,24,29,499,.12
2024,2,24,31,833,.178
2024,2,24,37,272,.0748
2024,2,24,48,635,.141
2024,2,24,49,260,.102
2024,3,2,9,1262,.0978
2024,3,2,18,353,.0716
2024,3,2,23,280,.0963
2024,3,2,25,579,.126
2024,3,2,29,552,.133
2024,3,2,31,767,.164
2024,3,2,37,272,.0748
2024,3,2,48,650,.144
2024,3,2,49,255,.1
2024,3,9,9,1280,.0992
2024,3,9,18,428,.0868
2024,3,9,23,315,.108
2024,3,9,29,564,.136
2024,3,9,31,836,.179
2024,3,9,48,629,.14
2024,3,9,49,275,.108
