year,month,day_endofweek,statefips,merchants_all,revenue_all,merchants_professional,revenue_professional,merchants_health,revenue_health,merchants_food_accommodation,revenue_food_accommodation,merchants_other_services,revenue_other_services,merchants_retail,revenue_retail
2020,1,19,39,-.0054,.0182,.0132,-.039,-.00195,-.0253,-.00837,.0913,-.00647,.0132,-.00679,.00434
2020,1,19,40,-.00276,.00766,-.041,-.00765,.00301,.0542,.00498,.0519,-.012,.0892,.,.
2020,1,19,41,-.00429,.00593,-.0191,.0544,.00494,-.0663,-.00381,-.0135,-.00338,.00496,-.0025,.00202
2020,1,19,42,.00367,.00287,.00379,-.0571,-.000323,-.00248,.00479,.0225,.00309,-.00803,-.00157,-.0237
2020,1,19,44,-.00873,-.00473,-.0737,-.0658,-.0269,-.044,.0131,-.0233,-.00247,.063,-.0187,-.0469
2020,1,19,45,-.0018,.0151,-.00584,.112,.00982,-.0209,.,.,-.0086,-.014,-.00277,.00617
2020,1,19,46,-.0112,-.000102,.,.,.,.,.,.,-.00919,.0179,.,.
2020,1,19,47,-.00594,.026,.0142,.0511,-.00613,-.0137,.,.,.00157,.0492,-.00449,-.0192
2020,1,19,48,-.00633,.00497,.00212,.00524,-.00782,.00161,-.00731,.0139,-.00405,.0174,-.00892,.000523
2020,1,19,49,-.0141,-.0181,-.0338,-.0695,-.00655,-.0104,-.00915,-.012,-.02,-.023,.,.
2020,1,19,50,.00792,-.0285,.,.,.,.,.0298,-.000508,.00142,-.168,.,.
2020,1,19,51,-.000965,.0234,-.0108,.067,.00553,.0371,.00106,-.0106,-.00015,.0129,-.0039,-.00837
2020,1,19,53,-.0244,-.0595,-.0104,-.113,-.0432,-.0811,-.0111,-.0394,-.021,-.0586,-.0213,-.0847
2020,1,19,54,-.00476,-.0154,.,.,.,.,-.000583,.0108,-.00885,.0313,.00778,-.016
2020,1,19,55,-.0115,-.0443,-.0268,-.046,-.0109,-.102,-.00372,-.0385,-.0092,-.0479,-.0135,-.0637
2020,1,19,56,.0241,-.0109,.,.,.,.,.0214,.0485,.0219,-.0592,-.000898,-.0323
2020,1,26,1,-.00936,.00819,-.0401,.0708,-.00052,-.00734,-.00829,-.0331,-.0136,.0187,-.00489,.00964
2020,1,26,2,-.00891,.000636,.,.,-.00758,-.0268,.00571,.0177,-.0257,-.0312,.000426,.0611
2020,1,26,4,.00571,.0164,.0392,.00522,-.00123,.0382,.,.,-.00367,.00312,.00513,.00327
2020,1,26,5,-.00344,.000203,.00234,.00307,.00323,.00174,-.0209,-.0256,-.00552,-.06,.00726,.018
2020,1,26,6,-.0046,-.00894,-.0179,-.0172,.,.,-.00348,-.00664,-.00467,-.0506,-.00722,-.000857
2020,1,26,8,.000954,.0232,-.000755,-.0179,-.00643,-.0106,.00267,.0047,-.000419,.0601,.00684,.0516
2020,1,26,9,-.000731,.0139,-.0271,.0755,.00296,.0884,-.0134,-.00963,.000174,.0505,.,.
2020,1,26,10,.000719,.0794,.,.,-.00174,.0321,.0152,-.0096,.000699,.0026,.00157,.00195
2020,1,26,11,-.00108,.00799,.,.,-.000625,-.083,.,.,.00162,.0526,-.018,.0392
2020,1,26,12,-.00489,.0289,-.000443,.0848,-.00708,.00976,-.00567,.0205,-.00317,.0315,-.00501,.0348
2020,1,26,13,-.00409,.0159,.00385,.0425,.00148,.0582,.000907,.0108,-.0106,.00882,-.00548,.0138
2020,1,26,15,.0028,-.0125,.,.,.,.,-.00913,-.0148,.017,-.0112,.00866,.0186
2020,1,26,16,.00258,.0285,.000515,.115,-.00379,-.00564,-.00145,.00694,.00186,.0114,-.00146,.0501
2020,1,26,17,-.0026,.0152,.000787,.0783,-.0101,.00224,-.009,.000404,.000319,-.0012,-.00414,.0243
2020,1,26,18,-.00375,-.0133,.00101,.0335,.00555,.0206,.00722,-.0503,-.0108,-.0428,-.00487,-.035
2020,1,26,19,.00691,.0994,-.00297,.126,-.00788,.138,.,.,.00928,.0849,.0166,.106
2020,1,26,20,.00127,-.00686,-.0181,-.0314,-.0104,-.00105,-.00198,-.00663,-.00298,-.0375,.00507,-.0124
2020,1,26,21,-.00522,.00282,-.00651,-.0297,.00627,.0763,-.0246,-.0465,-.00899,-.0431,-.000489,.0273
2020,1,26,22,-.00037,.00999,.0378,-.0467,.01,.0702,.00221,.0166,-.00244,.0124,-.00605,.00448
2020,1,26,23,.0079,.0675,.,.,.,.,-.0121,.00244,.0289,.0732,-.00524,.0725
2020,1,26,24,-.00886,.00756,-.00296,.0455,.00186,.0151,-.00325,.000344,-.0098,-.019,-.00852,.0128
2020,1,26,25,-.00159,.0376,.0575,.000508,-.00746,.0628,-.00925,.00817,-.0131,.0784,-.00404,.0606
2020,1,26,26,-.00696,.00928,.0162,.0142,-.00181,.00713,.,.,-.0097,-.0409,.00556,-.0219
2020,1,26,27,-.0038,.0464,.00583,.058,-.00653,-.00546,.,.,-.00147,-.00565,.0108,.00702
2020,1,26,28,.00401,.0484,.0152,.0591,.,.,.,.,-.0134,.0195,.0154,.074
2020,1,26,29,.000213,-.0325,-.00234,.0172,.0000789,-.000774,.00374,-.0496,.00903,-.0549,-.00583,-.0297
2020,1,26,30,.00625,.0478,.,.,.0172,-.023,.00128,.107,-.0116,.0705,.014,-.0323
2020,1,26,31,.00547,.0824,-.0116,.0732,-.000246,.0433,-.00979,.0105,.00804,.0288,.00161,.0104
2020,1,26,32,-.00644,.0123,-.00419,.0269,-.000244,-.0123,.00532,.0446,-.00178,.015,-.00961,-.00175
2020,1,26,33,-.00154,.0177,-.0214,.0738,.,.,-.00681,.0164,.0141,.0285,.0284,.0775
2020,1,26,34,-.00122,.0272,.0146,.0734,-.0018,.0268,-.00414,-.015,.0021,.0628,.,.
2020,1,26,35,-.00693,.0273,-.00245,-.0102,-.0081,.0823,.,.,-.00275,.162,-.00443,.0524
2020,1,26,36,-.00274,.00639,-.000844,-.0542,-.00611,.0262,-.0101,-.0228,.006,.0305,-.00287,.0352
2020,1,26,37,-.00232,.0188,.0139,-.0000116,-.00653,-.0129,.00102,.0135,-.00463,.0102,-.00472,.0176
2020,1,26,38,-.0092,.113,.,.,.00867,-.0237,-.0134,.0752,-.00723,.222,.,.
2020,1,26,39,-.00173,-.012,.0168,-.0151,-.00364,.0452,-.00152,-.0548,-.00419,-.0137,.00274,-.0048
2020,1,26,40,-.00309,.0352,.0153,.0171,-.00279,.0524,-.0124,-.00711,-.00163,.0673,.,.
2020,1,26,41,-.000461,.00814,-.00848,.0307,-.0127,.0435,.00345,-.00802,.00877,.039,-.00672,-.00565
2020,1,26,42,-.00182,.027,-.00826,.0709,-.00249,.0227,-.00161,.00141,-.0017,-.00228,-.00429,.0222
2020,1,26,44,.0131,.072,.158,.383,.0339,.123,-.00617,.0362,.00631,.05,-.0158,.0243
2020,1,26,45,-.00522,.031,.0217,-.0254,-.00977,.058,.,.,-.00306,-.00484,-.00316,.048
2020,1,26,46,-.00316,.0483,.,.,.,.,.,.,-.0128,.166,.,.
2020,1,26,47,-.0000457,-.0125,.0033,-.0788,.00338,.0275,.,.,-.00646,-.0244,-.000689,.00381
2020,1,26,48,-.00519,.0156,-.00655,.0128,-.00373,.0292,-.00668,.00835,-.00941,-.00611,-.00254,.0143
2020,1,26,49,.00213,.055,-.0304,.0124,.00212,.0249,.0121,.0482,.00963,.02,.,.
2020,1,26,50,.000181,.142,.,.,.,.,-.0182,.084,.000778,.248,.,.
2020,1,26,51,-.00174,-.0059,.0294,-.0207,.00348,.0295,-.00406,.00131,-.00245,-.0753,-.00773,.000262
2020,1,26,53,-.0184,.0463,-.0354,.0946,-.0382,.0649,-.00836,.0273,-.0103,.0336,-.0146,.0467
2020,1,26,54,-.0047,.0172,.,.,.,.,-.00179,-.0417,-.00673,-.0193,-.0191,.0393
2020,1,26,55,-.00344,-.00625,.0204,-.0812,-.00792,.0345,-.00781,.0428,-.00247,-.0246,-.0152,-.000145
2020,1,26,56,.0156,.114,.,.,.,.,.0063,.0314,.0164,.265,.00817,.114
2020,2,2,1,.00255,-.0141,.0434,-.0323,.00302,.0401,.00231,.0124,.00661,.00107,.0025,-.0194
2020,2,2,2,.0113,-.0416,.,.,-.00758,-.0664,-.0171,-.0462,.0825,-.0246,-.0256,-.0104
2020,2,2,4,-.000287,-.0189,-.0146,.0528,.00117,-.0266,.,.,.00221,-.0275,.00271,-.0284
2020,2,2,5,-.00687,-.0258,-.0399,-.0416,-.0113,-.0163,-.0067,-.00691,.00177,-.00316,-.00163,-.0282
2020,2,2,6,-.00293,-.00654,-.00624,-.0205,.,.,-.00269,.00657,-.0033,.0277,-.00185,-.014
2020,2,2,8,-.00226,-.0224,-.0127,-.0149,-.00181,.0241,-.00111,-.0333,.00198,-.038,.00102,-.0257
2020,2,2,9,-.00416,-.00518,.00198,-.0839,.000123,-.00234,-.00372,-.000198,-.0162,-.0543,.,.
2020,2,2,10,-.00673,-.00653,.,.,.0154,-.0905,-.0171,.0265,-.0162,-.0754,-.00971,-.00056
2020,2,2,11,.00628,-.0153,.,.,-.0453,-.0255,.,.,.0122,-.119,.0135,.1
2020,2,2,12,-.0041,-.0129,.00143,-.0496,.000205,-.0281,-.00704,-.0133,-.00418,-.0188,-.00388,.016
2020,2,2,13,-.00536,.0125,-.0033,.0989,-.00499,-.0165,-.00616,-.00274,.00027,-.0317,-.0132,.0222
2020,2,2,15,-.00513,.0555,.,.,.,.,-.00326,.0113,-.00306,.0684,-.00143,.034
2020,2,2,16,-.0113,-.0553,-.0116,-.139,-.000342,-.106,-.0221,.00325,-.014,-.0564,-.0165,-.0573
2020,2,2,17,.00475,.0617,.026,.0465,.0113,.158,.000134,.0578,-.000757,.0375,-.000598,.0848
2020,2,2,18,.00599,.0531,.00408,.0674,.0135,.115,.00378,-.0119,.0115,.0723,-.00437,.0224
2020,2,2,19,.00612,.029,.0509,-.11,.00437,.0932,.,.,.00337,.0934,.00151,.031
2020,2,2,20,.00576,.013,.0508,.00283,.00687,.0812,-.01,-.0559,-.00751,-.0928,.0118,.0529
2020,2,2,21,-.000643,-.00282,.0398,.25,.00798,-.0125,-.00104,-.0286,-.00995,-.0298,-.00474,-.0239
2020,2,2,22,-.00251,-.0118,.00615,.104,-.00717,-.0281,-.00217,-.0178,-.011,-.0697,-.00371,-.0169
2020,2,2,23,.00251,-.0138,.,.,.,.,.00295,-.0382,.00661,-.0454,-.00316,-.00243
2020,2,2,24,-.0105,-.0116,-.0236,-.0688,-.0178,-.0224,-.0103,.00125,-.00416,.0105,-.00606,.0148
2020,2,2,25,-.00211,-.0429,-.00278,.0802,-.0107,-.0563,.000615,-.0439,.0107,-.075,-.0077,-.0371
2020,2,2,26,.00974,.0651,.0315,.0265,.00712,.188,.,.,.0164,.0623,.00995,.0663
2020,2,2,27,.0126,.0754,.0404,.121,.00535,.064,.,.,.00728,.0803,.0114,.109
2020,2,2,28,-.00549,.00933,.0548,.0956,.,.,.,.,-.00471,-.0226,-.0149,.00413
2020,2,2,29,-.00225,-.0217,.0183,-.0383,-.00912,.0145,-.014,-.0383,-.0052,.00406,.00102,.0138
2020,2,2,30,-.027,-.0567,.,.,-.0222,-.0305,-.019,-.0394,-.0304,-.0736,.0113,-.0262
2020,2,2,31,-.0106,-.0203,-.0613,-.0891,-.026,.0168,.0102,.0058,-.00849,-.00457,-.00782,-.0272
2020,2,2,32,-.00609,.0404,-.02,.122,.00209,-.0237,.0085,.0425,-.014,.011,-.0203,.00438
2020,2,2,33,.000513,-.0811,.0121,-.283,.,.,.0019,-.0322,.00268,-.135,-.018,.0238
2020,2,2,34,-.00472,.0069,-.0236,.101,.000631,-.00192,-.00901,-.0293,.0023,-.0323,.,.
2020,2,2,35,.00415,.0117,.0531,.0879,.0021,.0141,.,.,.0191,-.112,-.0214,.00707
2020,2,2,36,-.00595,.0137,-.0039,.00402,-.00134,.0628,-.0042,-.0125,-.00819,.00836,-.00785,.0155
2020,2,2,37,-.00567,-.0269,-.00282,-.0548,-.00132,.00717,-.0109,-.0257,-.00914,-.0391,-.00278,-.0141
2020,2,2,38,.009,.0866,.,.,-.00934,.0952,.0157,.0432,.0129,.135,.,.
2020,2,2,39,.00655,.00932,-.00636,.0359,.0101,.0205,.00278,-.0253,.00589,-.000628,.00449,.027
2020,2,2,40,-.00327,-.0111,-.0194,.0366,.00192,-.114,-.00717,-.00934,-.0000182,-.117,.,.
2020,2,2,41,-.00667,-.0239,.00754,-.0899,-.00792,-.0271,-.00766,-.0277,-.00935,-.0372,.00214,-.00674
2020,2,2,42,-.00235,-.0136,.0233,-.0307,.00849,.00301,-.00839,-.00115,-.0121,-.00242,.00364,.0337
2020,2,2,44,.00244,-.05,-.0316,-.141,.024,-.0362,.00749,.00365,-.0172,-.125,-.00649,-.0423
2020,2,2,45,-.00335,-.0299,-.0291,-.0646,-.00186,-.0489,.,.,.00142,.0178,-.00887,-.0186
2020,2,2,46,.00793,.0882,.,.,.,.,.,.,-.00191,.209,.,.
2020,2,2,47,-.00227,-.00692,-.00386,.0125,-.0129,.0365,.,.,.00565,-.0348,-.018,-.00884
2020,2,2,48,-.00792,-.0118,-.00514,-.0179,-.0062,-.0209,-.00247,-.00368,-.0104,-.00814,-.00804,-.00873
2020,2,2,49,-.000795,-.0358,.0256,.00992,-.00352,-.00537,-.00771,-.0309,-.0101,.0166,.,.
2020,2,2,50,.0153,.0267,.,.,.,.,-.0069,.0175,.0287,.0137,.,.
2020,2,2,51,.000447,-.0474,.00277,-.0503,-.0126,-.0479,-.0113,-.0329,.00282,-.0889,.00366,.0121
2020,2,2,53,-.0128,-.00832,-.017,.0132,-.0385,-.0389,-.0021,.0505,-.00525,.00687,-.018,.0118
2020,2,2,54,.00575,.0203,.,.,.,.,-.00594,-.0251,.024,-.0105,.00422,.0237
2020,2,2,55,.0116,.108,-.00378,.176,-.0129,.121,.00248,.0967,.0103,.0906,.0281,.136
2020,2,2,56,-.0544,-.0443,.,.,.,.,-.0279,.00854,-.0585,-.0902,-.0342,-.0679
2020,2,9,1,-.00242,-.0473,.00866,-.021,.00734,-.0333,-.00586,.011,.00224,-.0689,-.00633,-.0828
2020,2,9,2,.0079,.0271,.,.,.0565,.181,-.0286,.0317,-.005,-.0579,-.0124,.116
2020,2,9,4,-.00444,.021,-.0028,-.0459,-.0229,-.0261,.,.,-.0067,.0325,.00193,.0515
2020,2,9,5,.00642,.023,.0339,.0772,-.000498,-.00118,-.0137,-.00121,.0186,.0326,-.000551,-.0394
2020,2,9,6,.00229,.026,.0145,.0589,.,.,-.00275,-.034,.00317,.046,.000143,.019
2020,2,9,8,-.00447,-.0652,-.0157,-.0155,.0126,-.0425,-.0111,-.0954,-.00396,-.121,-.00035,-.0491
2020,2,9,9,-.00993,-.0314,-.0369,.11,-.00269,.114,-.00709,-.0371,-.0123,-.166,.,.
2020,2,9,10,-.0161,-.0322,.,.,-.0449,.0223,.00497,-.0206,.00852,-.0508,-.0439,-.0887
2020,2,9,11,.0133,-.0541,.,.,.0378,-.0373,.,.,.0304,-.00772,.0195,.0339
2020,2,9,12,-.00717,-.0129,-.00903,.0126,-.00422,-.00584,-.00119,.00498,-.00764,-.0167,-.0041,-.0136
2020,2,9,13,-.00294,-.0373,-.00958,-.00125,.00234,-.0172,-.0051,-.0356,.00468,-.0554,-.0118,-.0325
2020,2,9,15,.0123,.0107,.,.,.,.,-.00734,-.00569,.0328,-.0376,.0162,.073
2020,2,9,16,-.00369,.0366,-.0392,.0115,.0111,.0321,-.0104,.0353,.00598,.0531,-.00213,.0348
2020,2,9,17,-.011,-.0679,-.0258,.00189,-.000434,-.0417,.000621,-.0497,-.0121,-.0871,-.0161,-.0694
2020,2,9,18,-.00694,-.0276,-.0216,.0816,.0136,-.0546,-.00141,-.0795,-.00933,-.115,-.00749,-.065
2020,2,9,19,-.00699,.0175,-.0503,-.0275,-.00161,.0791,.,.,-.0115,.0234,.00753,.0297
2020,2,9,20,.00554,.0456,-.0181,.0725,-.00364,.02,-.00198,.0186,.0129,.122,.00225,.0065
2020,2,9,21,-.00755,-.0493,.0394,.101,-.00368,-.0698,.00268,-.0499,-.0301,-.074,-.00955,-.0373
2020,2,9,22,-.0047,.000867,.0159,.0655,.0279,.034,-.00897,-.018,-.0116,-.000678,-.0141,-.0188
2020,2,9,23,-.00738,-.0799,.,.,.,.,-.00718,-.0729,-.0155,-.137,.00249,-.102
2020,2,9,24,-.0229,-.057,-.0266,-.012,-.017,-.00347,-.00729,-.0419,-.0219,-.134,-.0248,-.0501
2020,2,9,25,-.0064,-.0043,-.00268,.313,-.00586,-.0689,.00118,-.0306,-.0109,-.0542,-.00673,-.0486
2020,2,9,26,-.000512,-.000902,.0346,-.172,-.00367,-.0116,.,.,-.00832,-.029,.00457,-.00665
2020,2,9,27,.000902,.0431,.00419,-.0153,-.00325,.0786,.,.,-.00583,.0524,.0287,.144
2020,2,9,28,-.0164,.000957,-.000325,-.0661,.,.,.,.,-.0137,-.0196,-.0177,-.00596
2020,2,9,29,-.00784,.0111,.00652,.0588,-.0207,-.0162,-.018,-.0098,.000567,.0245,-.011,-.0489
2020,2,9,30,-.0105,.00336,.,.,-.00341,.0954,-.013,.0394,-.00787,-.005,.0186,-.0527
2020,2,9,31,.0014,.0523,.0415,.0259,-.0258,.0646,.0057,.0158,-.00177,.0949,-.0126,-.0414
2020,2,9,32,.00418,.0904,.0561,.119,-.000843,.0359,.0103,.163,.00456,.0669,-.0129,.00501
