year,month,day_endofweek,statefips,merchants_all,revenue_all,merchants_professional,revenue_professional,merchants_health,revenue_health,merchants_food_accommodation,revenue_food_accommodation,merchants_other_services,revenue_other_services,merchants_retail,revenue_retail
2020,7,12,33,-.106,-.179,-.214,-.144,.,.,-.0885,-.174,-.0146,-.387,.00803,.547
2020,7,12,34,-.0954,-.0576,-.11,-.146,-.138,-.337,-.089,-.352,-.0932,-.343,.,.
2020,7,12,35,-.152,-.124,-.22,.317,-.102,.107,.,.,-.289,-.614,-.113,.0881
2020,7,12,36,-.134,-.256,-.0932,-.282,-.16,-.443,-.12,-.511,-.196,-.404,-.038,.187
2020,7,12,37,-.0492,-.141,-.0633,-.137,-.0724,-.18,-.118,-.404,-.0816,-.272,.042,.135
2020,7,12,38,-.0208,-.388,.,.,-.073,-.19,-.062,-.387,.00109,-.245,.,.
2020,7,12,39,.00858,.0427,-.0445,-.0621,-.0719,-.239,.0312,-.31,.0512,.105,.0654,.505
2020,7,12,40,.0203,.0155,.0193,-.126,-.00572,-.0106,.0111,-.214,-.024,.024,.,.
2020,7,12,41,-.114,-.0871,-.0984,-.347,-.0646,-.197,-.13,-.355,-.2,-.366,-.036,.348
2020,7,12,42,-.119,-.297,-.0685,-.112,-.12,-.247,-.122,-.409,-.181,-.223,-.0354,.38
2020,7,12,44,-.155,-.279,.118,-.553,.132,-.368,-.14,-.215,-.415,-.433,-.0196,.332
2020,7,12,45,.000616,.0406,-.0259,-.149,-.0246,-.122,.,.,.0278,.0084,.0294,.316
2020,7,12,46,-.128,-.344,.,.,.,.,.,.,-.147,-.625,.,.
2020,7,12,47,-.0277,-.0705,-.0876,-.0803,-.0461,-.16,.,.,-.0382,-.1,.0831,.559
2020,7,12,48,-.0245,-.0968,-.0478,-.109,-.0108,-.0917,-.0934,-.297,.0228,-.151,.0246,.217
2020,7,12,49,.0126,-.0375,-.0456,-.109,-.0334,-.203,.0277,-.0502,.0342,-.109,.,.
2020,7,12,50,-.184,-.519,.,.,.,.,-.264,-.595,-.138,-.296,.,.
2020,7,12,51,-.0938,-.243,-.124,-.218,-.066,-.186,-.0944,-.364,-.123,-.337,-.0493,.0856
2020,7,12,53,-.147,-.302,-.15,-.193,-.0873,-.232,-.0711,-.409,-.284,-.418,-.0736,-.0242
2020,7,12,54,.0182,-.146,.,.,.,.,-.175,-.482,.0993,-.0695,.06,.292
2020,7,12,55,-.0627,-.154,-.023,-.0512,-.0709,-.134,-.0931,-.436,-.0794,-.389,-.00318,.103
2020,7,12,56,-.16,-.281,.,.,.,.,-.108,-.123,-.162,-.352,-.103,-.276
2020,7,19,1,.00203,.0141,-.0268,-.395,-.0139,-.063,-.0411,-.218,.00736,-.0548,.0509,.358
2020,7,19,2,-.0655,-.299,.,.,.0266,-.637,-.148,-.387,.0365,.195,-.0997,.828
2020,7,19,4,.0108,-.00719,.0383,.284,-.0254,-.196,.,.,.0344,-.118,.115,.281
2020,7,19,5,.00579,-.0633,.0313,-.273,.00167,-.321,-.109,-.151,.0634,.0202,.0258,.563
2020,7,19,6,-.129,-.183,-.0546,-.109,.,.,-.106,-.514,-.276,-.367,-.0623,.0476
2020,7,19,8,-.0015,-.0506,-.131,-.269,.000904,-.15,-.0686,-.372,.0493,-.167,.0719,.29
2020,7,19,9,-.145,-.294,-.0588,-.00225,-.133,-.47,-.0376,-.406,-.253,-.43,.,.
2020,7,19,10,-.155,-.332,.,.,-.118,-.375,-.214,-.56,-.207,-.405,-.0828,-.0165
2020,7,19,11,-.293,-.547,.,.,-.285,-.433,.,.,-.369,-.72,-.104,.125
2020,7,19,12,.00558,-.0567,-.0276,-.138,-.0015,-.0707,-.0803,-.274,.0757,-.0638,.052,.236
2020,7,19,13,-.00101,-.0148,-.0165,-.153,-.0159,-.209,-.0871,-.211,.0415,-.0327,.0306,.353
2020,7,19,15,-.237,-.394,.,.,.,.,-.0881,-.421,-.372,-.717,-.185,-.0582
2020,7,19,16,-.0666,-.135,-.029,-.276,-.183,-.00235,-.0901,-.176,.00382,-.132,.0422,.226
2020,7,19,17,-.153,-.244,-.084,-.218,-.134,-.364,-.0651,-.442,-.328,-.502,-.0878,-.0756
2020,7,19,18,-.0166,.0139,-.0813,-.254,-.0282,-.133,-.0219,-.211,-.00827,-.123,.0195,.433
2020,7,19,19,-.0326,-.077,-.0932,-.286,-.0964,-.175,.,.,.0139,-.331,.0403,.213
2020,7,19,20,-.0419,.00219,-.024,.171,-.0207,-.013,-.114,-.359,-.00768,-.0526,-.034,.154
2020,7,19,21,-.143,-.135,-.114,-.252,-.0184,.123,-.0276,-.378,-.334,-.332,-.0244,.287
2020,7,19,22,-.026,.00391,.0315,.137,-.0788,-.0414,-.179,-.299,-.0165,.067,.0712,.344
2020,7,19,23,-.187,-.361,.,.,.,.,-.12,-.626,-.111,-.341,-.188,-.105
2020,7,19,24,-.127,-.213,-.0976,-.331,-.192,-.365,-.0959,-.286,-.186,-.312,-.0581,.376
2020,7,19,25,-.128,-.38,-.0848,-.196,-.0975,-.456,-.112,-.457,-.188,-.368,-.0687,.0906
2020,7,19,26,-.0348,-.149,-.0355,-.063,-.0638,-.355,.,.,.0308,-.163,-.0273,.423
2020,7,19,27,-.135,-.271,-.061,-.212,-.137,-.233,.,.,-.218,-.51,.0529,.343
2020,7,19,28,.0136,.0907,-.0638,-.236,.,.,.,.,-.00343,.0741,.0353,.275
2020,7,19,29,-.00466,-.138,-.0302,.0875,-.0584,-.212,-.0336,-.281,.0658,.0204,.0451,.309
2020,7,19,30,.0305,-.176,.,.,.0152,.0135,.1,-.221,.0634,-.288,.102,.101
2020,7,19,31,-.0035,.018,.0339,-.252,-.0594,-.0565,-.0775,-.235,.00599,-.0982,.0595,-.0245
2020,7,19,32,-.14,-.183,.0767,-.244,.0195,-.0581,-.419,-.517,-.0993,-.269,-.0803,.368
2020,7,19,33,-.101,-.196,-.165,-.218,.,.,-.0938,-.207,-.00466,-.377,-.021,.487
2020,7,19,34,-.0844,-.0418,-.0705,-.3,-.126,-.399,-.0859,-.319,-.0966,-.338,.,.
2020,7,19,35,-.144,-.0918,-.215,.567,-.122,.147,.,.,-.289,-.569,-.118,.0348
2020,7,19,36,-.127,-.211,-.107,-.207,-.153,-.411,-.113,-.483,-.176,-.405,-.0318,.313
2020,7,19,37,-.0371,-.136,-.0668,-.119,-.0684,-.164,-.0991,-.402,-.0726,-.23,.0594,.105
2020,7,19,38,-.0141,-.338,.,.,-.0887,-.172,-.0619,-.472,-.00614,-.27,.,.
2020,7,19,39,.00643,.061,-.061,-.0938,-.0757,-.208,.0245,-.319,.0515,.144,.0788,.536
2020,7,19,40,.0118,.00739,-.00687,-.145,-.027,-.0763,.0238,-.19,-.0397,.0249,.,.
2020,7,19,41,-.115,-.0826,-.155,-.428,-.0703,-.243,-.123,-.347,-.184,-.378,-.036,.382
2020,7,19,42,-.114,-.291,-.0248,-.0485,-.116,-.187,-.117,-.414,-.169,-.232,-.0371,.413
2020,7,19,44,-.137,-.276,-.0994,-.585,.199,-.355,-.127,-.222,-.383,-.392,-.0141,.239
2020,7,19,45,.0119,.05,-.0557,-.0249,-.0132,-.0935,.,.,.042,-.0101,.0433,.302
2020,7,19,46,-.136,-.405,.,.,.,.,.,.,-.164,-.752,.,.
2020,7,19,47,-.0205,-.0616,-.0225,-.0696,-.0414,-.163,.,.,-.0252,-.05,.0728,.502
2020,7,19,48,-.0223,-.0911,-.0448,-.0964,-.00268,-.0829,-.099,-.297,.029,-.133,.0204,.213
2020,7,19,49,.0092,-.0355,-.0323,.05,-.0422,-.211,.00612,-.0787,.0359,-.0719,.,.
2020,7,19,50,-.223,-.53,.,.,.,.,-.292,-.593,-.181,-.365,.,.
2020,7,19,51,-.0855,-.244,-.111,-.146,-.0418,-.203,-.0856,-.377,-.116,-.328,-.0329,.0604
2020,7,19,53,-.134,-.273,-.0597,-.103,-.0907,-.199,-.071,-.41,-.271,-.371,-.0657,-.0147
2020,7,19,54,.0227,-.114,.,.,.,.,-.17,-.509,.133,.0124,.051,.342
2020,7,19,55,-.0571,-.148,-.0168,.0472,-.0843,-.149,-.0881,-.462,-.0708,-.439,.0172,.117
2020,7,19,56,-.185,-.292,.,.,.,.,-.101,-.157,-.174,-.32,-.142,-.251
2020,7,26,1,.02,.0129,.018,-.357,.0118,-.0529,-.04,-.208,.0311,-.0577,.0553,.353
2020,7,26,2,-.0734,-.332,.,.,-.00758,-.718,-.206,-.436,.107,.236,-.0721,.91
2020,7,26,4,.0143,.00772,.0581,.353,-.0126,-.202,.,.,.049,-.0629,.105,.287
2020,7,26,5,.00487,-.0865,.0389,-.398,-.0165,-.26,-.104,-.153,.0905,-.0129,.0397,.553
2020,7,26,6,-.153,-.187,-.0497,-.143,.,.,-.107,-.489,-.374,-.395,-.0725,.0381
2020,7,26,8,.00133,-.00854,-.13,-.276,.00907,-.0837,-.0636,-.358,.0521,-.154,.0818,.361
2020,7,26,9,-.137,-.286,-.0667,.0726,-.126,-.452,-.0277,-.408,-.26,-.41,.,.
2020,7,26,10,-.148,-.376,.,.,-.0728,-.43,-.21,-.527,-.206,-.364,-.095,-.0587
2020,7,26,11,-.279,-.527,.,.,-.279,-.333,.,.,-.355,-.68,-.104,.0435
2020,7,26,12,.00864,-.0335,-.0539,-.13,-.00624,-.0327,-.0791,-.263,.0808,-.0326,.0612,.264
2020,7,26,13,.00602,-.052,-.0195,-.29,-.00621,-.164,-.0777,-.21,.0496,-.0425,.0408,.274
2020,7,26,15,-.231,-.399,.,.,.,.,-.104,-.428,-.386,-.718,-.157,-.128
2020,7,26,16,-.0728,-.0999,-.111,-.256,-.174,.0647,-.0906,-.16,.0119,-.114,.0253,.22
2020,7,26,17,-.151,-.225,-.0974,-.217,-.129,-.314,-.0664,-.418,-.313,-.505,-.0868,-.0656
2020,7,26,18,-.0114,.0116,-.076,-.316,-.0161,-.0515,-.0181,-.203,.000464,-.0927,.0228,.442
2020,7,26,19,-.0284,-.0661,-.108,-.226,-.0931,-.0794,.,.,.0284,-.293,.0404,.177
2020,7,26,20,-.0345,.00397,-.047,.0593,-.0171,-.00927,-.111,-.341,-.011,-.056,-.00836,.105
2020,7,26,21,-.135,-.147,-.0429,-.503,-.0126,.12,-.0401,-.409,-.323,-.343,-.00461,.25
2020,7,26,22,-.0304,-.0279,.0369,.0421,-.0703,-.0742,-.199,-.291,-.0216,.0898,.0661,.3
2020,7,26,23,-.166,-.343,.,.,.,.,-.12,-.617,-.0951,-.388,-.147,-.0626
2020,7,26,24,-.134,-.245,-.142,-.491,-.186,-.311,-.0871,-.295,-.204,-.342,-.0573,.344
2020,7,26,25,-.125,-.363,-.037,-.154,-.0972,-.451,-.115,-.443,-.171,-.352,-.072,.109
2020,7,26,26,-.0351,-.141,-.0669,-.153,-.0774,-.338,.,.,.0378,-.148,-.011,.47
2020,7,26,27,-.134,-.268,-.133,-.26,-.13,-.162,.,.,-.2,-.517,.0361,.348
2020,7,26,28,.00896,-.0237,.000761,-.439,.,.,.,.,-.00474,.0588,.0372,.11
2020,7,26,29,-.00347,-.167,-.0225,-.176,-.0591,-.157,-.0384,-.255,.0575,.084,.0602,.302
2020,7,26,30,.0388,-.137,.,.,.0299,.0208,.119,-.216,.0725,-.277,.0952,.102
2020,7,26,31,-.00215,.0714,.0752,-.219,-.0674,-.186,-.0544,-.201,.00428,-.153,.0686,.119
2020,7,26,32,-.151,-.159,.09,-.272,.00925,-.0828,-.492,-.505,-.0874,-.274,-.0598,.469
2020,7,26,33,-.0991,-.109,-.217,.181,.,.,-.0947,-.185,.0139,-.321,-.0149,.574
2020,7,26,34,-.0762,-.0184,-.0771,-.201,-.116,-.334,-.0776,-.307,-.0778,-.305,.,.
2020,7,26,35,-.137,-.141,-.221,.401,-.136,.163,.,.,-.299,-.604,-.115,.0221
2020,7,26,36,-.123,-.204,-.107,-.142,-.135,-.383,-.115,-.495,-.181,-.357,-.0229,.312
2020,7,26,37,-.0337,-.15,-.0688,-.13,-.0622,-.165,-.0951,-.399,-.069,-.225,.0599,.0602
2020,7,26,38,-.0209,-.328,.,.,-.0916,-.0558,-.062,-.433,-.02,-.302,.,.
2020,7,26,39,.0132,.0791,-.0771,-.0843,-.0534,-.15,.0288,-.308,.0595,.143,.081,.561
2020,7,26,40,.0206,.0278,.052,-.117,-.0557,-.161,.0366,-.192,-.027,.118,.,.
2020,7,26,41,-.117,-.0414,-.15,-.322,-.0817,-.21,-.113,-.335,-.19,-.331,-.0378,.398
2020,7,26,42,-.114,-.284,-.0898,-.265,-.112,-.167,-.115,-.365,-.174,-.233,-.0294,.427
2020,7,26,44,-.129,-.269,-.147,-.501,.184,-.361,-.142,-.221,-.37,-.338,.0122,.281
2020,7,26,45,.00721,.0373,-.0698,-.146,-.0199,-.0599,.,.,.0267,-.0158,.0553,.317
2020,7,26,46,-.134,-.359,.,.,.,.,.,.,-.17,-.689,.,.
2020,7,26,47,-.0149,-.0693,-.044,-.06,-.00844,-.00224,.,.,-.0241,-.0974,.0841,.428
2020,7,26,48,-.0161,-.0868,-.0545,-.061,-.00657,-.0491,-.0877,-.295,.0434,-.117,.0277,.206
2020,7,26,49,.0126,-.0124,-.0459,-.0857,-.0423,-.171,.0115,-.0416,.0483,-.0903,.,.
2020,7,26,50,-.191,-.507,.,.,.,.,-.263,-.543,-.141,-.364,.,.
2020,7,26,51,-.0875,-.253,-.107,-.144,-.0423,-.237,-.0831,-.375,-.123,-.348,-.0438,.0513
2020,7,26,53,-.137,-.304,-.0962,-.201,-.0784,-.186,-.0763,-.417,-.272,-.38,-.0615,.0217
2020,7,26,54,.00155,-.134,.,.,.,.,-.198,-.506,.0965,-.113,.0395,.283
2020,7,26,55,-.0599,-.122,-.0782,.0827,-.0538,-.0936,-.0823,-.472,-.0744,-.336,.000179,.142
2020,7,26,56,-.172,-.286,.,.,.,.,-.147,-.0823,-.164,-.311,-.117,-.171
2020,8,2,1,.014,-.0638,-.000179,-.45,-.00565,-.121,-.0308,-.188,.0404,-.0887,.0662,.223
2020,8,2,2,-.0577,-.307,.,.,-.0407,-.564,-.15,-.399,.059,.158,-.0715,.724
2020,8,2,4,.00694,-.017,.016,.301,-.0349,-.18,.,.,.0347,-.183,.105,.243
2020,8,2,5,.00808,-.125,.143,-.353,-.0206,-.316,-.105,-.164,.0569,-.0962,.0485,.417
2020,8,2,6,-.15,-.207,-.0777,-.133,.,.,-.0989,-.484,-.365,-.402,-.0635,.00316
2020,8,2,8,.000937,-.025,-.158,-.261,.016,-.0757,-.0565,-.346,.0571,-.173,.0847,.317
2020,8,2,9,-.117,-.325,-.0457,-.188,-.113,-.461,-.00138,-.416,-.227,-.403,.,.
2020,8,2,10,-.142,-.34,.,.,-.115,-.504,-.195,-.533,-.156,-.436,-.0967,.0235
2020,8,2,11,-.288,-.571,.,.,-.331,-.41,.,.,-.359,-.784,-.0572,.207
2020,8,2,12,.00702,-.0898,-.0495,-.11,.00123,-.0824,-.0764,-.272,.0826,-.0823,.0575,.145
2020,8,2,13,.00662,-.0877,-.00943,-.252,-.0135,-.268,-.0819,-.205,.0518,-.0498,.0391,.181
2020,8,2,15,-.231,-.417,.,.,.,.,-.104,-.438,-.392,-.725,-.157,-.105
2020,8,2,16,-.0972,-.128,-.0971,-.316,-.208,-.0521,-.0869,-.155,.00179,-.132,.0118,.253
2020,8,2,17,-.148,-.277,-.0731,-.23,-.109,-.363,-.0684,-.436,-.31,-.517,-.0812,-.0804
2020,8,2,18,-.0101,-.0317,-.0844,-.337,-.018,-.0699,-.03,-.262,.00162,-.131,.027,.376
2020,8,2,19,-.0285,-.0636,-.0951,-.12,-.0911,-.152,.,.,.0452,-.244,.022,.141
2020,8,2,20,-.034,-.00395,-.0161,-.0217,-.0557,.0558,-.129,-.348,.00197,-.0996,-.0137,.128
2020,8,2,21,-.141,-.18,-.0335,-.368,-.0259,.138,-.0576,-.402,-.331,-.411,-.0128,.196
2020,8,2,22,-.0421,-.0953,.0316,-.0109,-.089,-.0951,-.208,-.317,-.0433,-.0804,.0692,.158
2020,8,2,23,-.178,-.34,.,.,.,.,-.125,-.599,-.0721,-.385,-.171,-.0675
2020,8,2,24,-.129,-.239,-.146,-.467,-.178,-.361,-.1,-.327,-.194,-.327,-.0599,.307
2020,8,2,25,-.122,-.38,-.0566,-.253,-.0846,-.443,-.0996,-.424,-.167,-.336,-.0649,.041
2020,8,2,26,-.0288,-.135,.00107,.112,-.0783,-.379,.,.,.0402,-.181,-.0156,.376
2020,8,2,27,-.14,-.27,-.156,-.218,-.143,-.153,.,.,-.21,-.48,.0576,.291
2020,8,2,28,.0144,.0157,-.18,-.176,.,.,.,.,.0302,.0393,.0393,.167
2020,8,2,29,-.00232,-.162,.000192,-.0693,-.0583,-.159,-.0382,-.286,.0627,.0447,.0622,.143
2020,8,2,30,.0232,-.12,.,.,.0288,.0961,.124,-.17,.0628,-.263,.0658,.198
2020,8,2,31,-.0104,-.00891,-.0222,-.261,-.0765,-.182,-.0583,-.199,.00756,-.124,.0657,-.0286
2020,8,2,32,-.149,-.17,.0309,-.0787,.0218,-.0269,-.483,-.505,-.0718,-.272,-.0647,.322
2020,8,2,33,-.0972,-.134,-.0893,.0692,.,.,-.0947,-.2,-.0124,-.34,-.0214,.503
2020,8,2,34,-.0818,-.0355,-.0846,-.186,-.114,-.384,-.0664,-.279,-.0856,-.335,.,.
2020,8,2,35,-.156,-.198,-.256,.261,-.139,.0809,.,.,-.298,-.627,-.105,-.0591
2020,8,2,36,-.117,-.217,-.107,-.159,-.138,-.387,-.109,-.484,-.162,-.353,-.0188,.237
2020,8,2,37,-.0326,-.197,-.0882,-.15,-.0689,-.158,-.0882,-.416,-.0638,-.232,.0698,-.0373
2020,8,2,38,-.000543,-.367,.,.,-.0206,-.277,-.0481,-.391,-.0069,-.288,.,.
2020,8,2,39,.0121,.0373,-.0959,-.0945,-.0517,-.177,.0385,-.302,.056,.0974,.0759,.461
2020,8,2,40,.0126,-.0476,-.00687,-.0594,-.051,-.119,.0431,-.198,-.0308,.0944,.,.
2020,8,2,41,-.117,-.103,-.159,-.42,-.071,-.246,-.119,-.335,-.2,-.377,-.0334,.357
2020,8,2,42,-.111,-.296,-.0474,-.285,-.114,-.214,-.109,-.387,-.166,-.223,-.0296,.401
2020,8,2,44,-.137,-.252,-.0139,-.389,.156,-.354,-.132,-.208,-.389,-.411,-.00318,.267
2020,8,2,45,.00747,-.0179,-.0713,-.0415,-.0113,-.0123,.,.,.0353,-.0165,.0356,.151
2020,8,2,46,-.143,-.353,.,.,.,.,.,.,-.194,-.647,.,.
2020,8,2,47,-.0101,-.108,-.0268,-.157,-.0207,-.131,.,.,-.0104,-.169,.087,.43
2020,8,2,48,-.0197,-.124,-.0621,-.182,-.0115,-.096,-.086,-.278,.0351,-.142,.0301,.142
2020,8,2,49,.00782,-.0198,-.015,.0142,-.0568,-.24,.00612,-.0297,.0356,-.145,.,.
2020,8,2,50,-.179,-.518,.,.,.,.,-.263,-.55,-.13,-.408,.,.
2020,8,2,51,-.09,-.273,-.145,-.168,-.0367,-.232,-.0739,-.381,-.13,-.353,-.0455,-.0193
2020,8,2,53,-.137,-.317,-.113,-.245,-.0785,-.17,-.0672,-.406,-.27,-.41,-.0702,-.00164
2020,8,2,54,.00902,-.198,.,.,.,.,-.183,-.489,.124,-.0825,.0291,.196
2020,8,2,55,-.0663,-.159,-.0879,.0543,-.0807,-.106,-.0829,-.463,-.077,-.351,-.00212,.0921
2020,8,2,56,-.18,-.314,.,.,.,.,-.125,-.0895,-.174,-.316,-.121,-.269
2020,8,9,1,.0167,-.013,.00484,-.489,-.0109,-.16,-.025,-.14,.04,-.0344,.0713,.312
2020,8,9,2,-.0331,-.232,.,.,.0476,-.533,-.154,-.331,.0883,.204,-.067,.809
2020,8,9,4,.00786,.0515,.0000502,.221,-.0405,-.161,.,.,.0441,-.086,.107,.302
2020,8,9,5,.00632,-.0958,.15,-.303,-.0298,-.289,-.0886,-.116,.0527,-.135,.067,.486
2020,8,9,6,-.153,-.176,-.0788,-.0842,.,.,-.0922,-.462,-.39,-.389,-.0606,-.0344
2020,8,9,8,.00408,.0108,-.17,-.3,.0217,-.08,-.0531,-.309,.0585,-.0577,.0938,.349
2020,8,9,9,-.102,-.271,-.0905,-.0739,-.0851,-.423,.0121,-.417,-.196,-.371,.,.
2020,8,9,10,-.133,-.306,.,.,-.0839,-.439,-.195,-.486,-.143,-.442,-.0901,.106
2020,8,9,11,-.274,-.587,.,.,-.291,-.305,.,.,-.338,-.81,-.0647,.158
2020,8,9,12,.00764,-.0442,-.0677,-.126,-.00102,-.0363,-.0758,-.247,.0806,-.0379,.0619,.145
2020,8,9,13,.00822,-.0261,-.0326,-.326,-.017,-.263,-.0756,-.163,.0607,.00387,.0323,.309
2020,8,9,15,-.227,-.419,.,.,.,.,-.0943,-.434,-.37,-.738,-.164,-.0634
2020,8,9,16,-.0931,-.0568,-.0542,-.318,-.218,.0279,-.0914,-.154,.011,-.012,.0171,.267
2020,8,9,17,-.144,-.231,-.0877,-.199,-.121,-.347,-.0582,-.418,-.304,-.479,-.0773,-.098
2020,8,9,18,-.00477,.00706,-.104,-.335,-.023,-.0658,-.0319,-.207,.01,-.0601,.0373,.396
2020,8,9,19,-.0355,-.0668,-.146,-.14,-.0888,-.12,.,.,.0301,-.192,.0277,.142
2020,8,9,20,-.0251,.0529,.000344,.233,-.0593,.143,-.123,-.3,-.000889,-.0984,.00735,.0684
2020,8,9,21,-.149,-.13,-.0679,-.181,-.032,.159,-.0696,-.41,-.346,-.382,-.0126,.159
2020,8,9,22,-.0372,-.0421,.0468,.0814,-.0729,-.102,-.222,-.304,-.0355,.0958,.0872,.22
2020,8,9,23,-.176,-.318,.,.,.,.,-.114,-.586,-.0696,-.25,-.163,-.0637
2020,8,9,24,-.129,-.23,-.157,-.525,-.166,-.333,-.0995,-.305,-.187,-.273,-.0611,.278
2020,8,9,25,-.103,-.357,-.0838,-.337,-.0658,-.387,-.0766,-.429,-.143,-.247,-.0512,.028
2020,8,9,26,-.011,-.0622,-.00109,.0779,-.0751,-.338,.,.,.0692,-.0381,-.0138,.446
2020,8,9,27,-.132,-.244,-.141,-.225,-.125,-.112,.,.,-.205,-.446,.0664,.264
2020,8,9,28,.0101,.101,-.202,-.128,.,.,.,.,.0202,.131,.0322,.277
2020,8,9,29,.00282,-.0752,.0283,.0609,-.0568,-.153,-.0318,-.21,.0695,.17,.0533,.12
2020,8,9,30,.0168,-.0803,.,.,.00785,.0184,.127,-.154,.0494,-.216,.0768,.17
2020,8,9,31,-.0111,-.0456,-.0496,-.193,-.082,-.233,-.0436,-.15,.0179,-.0343,.0397,-.0305
2020,8,9,32,-.133,-.19,.0687,-.168,.0344,.023,-.515,-.555,-.035,-.247,-.0474,.267
2020,8,9,33,-.0931,-.077,-.0502,.148,.,.,-.0954,-.174,-.00695,-.301,-.0382,.441
2020,8,9,34,-.0618,.0383,-.0993,-.17,-.112,-.368,-.0436,-.217,-.0528,-.262,.,.
2020,8,9,35,-.15,-.0896,-.262,.803,-.128,.187,.,.,-.288,-.594,-.102,.0155
2020,8,9,36,-.101,-.175,-.118,-.138,-.12,-.318,-.101,-.465,-.136,-.27,-.0043,.275
2020,8,9,37,-.025,-.124,-.0599,-.126,-.0702,-.155,-.0887,-.364,-.0551,-.134,.0714,-.0151
2020,8,9,38,-.000883,-.349,.,.,-.0342,-.206,.016,-.381,-.00807,-.276,.,.
2020,8,9,39,.0157,.0635,-.117,-.146,-.0544,-.137,.0422,-.283,.0742,.159,.0781,.454
2020,8,9,40,.0125,.0159,-.0144,-.035,-.0618,-.119,.0444,-.176,-.0379,.107,.,.
2020,8,9,41,-.114,-.0803,-.19,-.437,-.0717,-.26,-.111,-.338,-.193,-.335,-.0299,.41
2020,8,9,42,-.0978,-.24,-.0143,-.279,-.0992,-.118,-.105,-.336,-.156,-.122,-.0103,.432
2020,8,9,44,-.11,-.189,.188,-.398,.165,-.368,-.117,-.12,-.368,-.361,.0105,.256
2020,8,9,45,.0193,.0679,-.0338,-.0295,.00312,.0224,.,.,.031,.0449,.0512,.266
2020,8,9,46,-.141,-.279,.,.,.,.,.,.,-.205,-.641,.,.
2020,8,9,47,-.0185,-.0498,-.00989,-.0633,-.0308,-.137,.,.,-.0135,-.0813,.0863,.526
2020,8,9,48,-.0164,-.116,-.0653,-.222,-.00794,-.073,-.0793,-.261,.0405,-.103,.0358,.0874
2020,8,9,49,.0082,.0276,.0335,.211,-.061,-.19,.0142,-.02,.0425,.13,.,.
2020,8,9,50,-.164,-.493,.,.,.,.,-.261,-.517,-.104,-.392,.,.
2020,8,9,51,-.0816,-.213,-.0999,-.0653,-.0275,-.207,-.0619,-.346,-.134,-.273,-.0344,.0286
2020,8,9,53,-.131,-.279,-.138,-.224,-.0683,-.153,-.0615,-.397,-.248,-.319,-.0662,.0153
2020,8,9,54,.00714,-.17,.,.,.,.,-.184,-.457,.135,-.0705,.0251,.208
2020,8,9,55,-.0656,-.136,-.139,.0319,-.0916,-.0488,-.0766,-.44,-.0683,-.344,.0061,.0686
2020,8,9,56,-.196,-.229,.,.,.,.,-.143,-.0524,-.165,-.177,-.155,-.244
2020,8,16,1,.0117,-.0301,.0136,-.438,-.0193,-.17,-.0269,-.127,.0199,-.0844,.0705,.248
2020,8,16,2,-.0443,-.21,.,.,.078,-.573,-.203,-.35,.115,.369,-.108,.674
2020,8,16,4,.00821,.0558,.00812,.184,-.0338,-.199,.,.,.0286,-.107,.113,.323
2020,8,16,5,.0226,-.0658,.205,-.0968,-.042,-.25,-.105,-.107,.0745,-.195,.0837,.461
2020,8,16,6,-.152,-.198,-.081,-.153,.,.,-.0923,-.462,-.387,-.399,-.0581,-.0178
2020,8,16,8,.00565,.023,-.19,-.292,.0153,-.108,-.0358,-.303,.0712,-.0702,.0764,.355
2020,8,16,9,-.0856,-.137,-.0242,.0194,-.067,-.282,.0248,-.386,-.183,-.249,.,.
2020,8,16,10,-.137,-.318,.,.,-.0924,-.447,-.176,-.44,-.143,-.479,-.0845,.0934
2020,8,16,11,-.285,-.554,.,.,-.345,-.373,.,.,-.364,-.762,-.0682,.188
2020,8,16,12,.00468,-.0217,-.062,-.242,-.00621,-.0978,-.0715,-.207,.0852,-.028,.0597,.237
2020,8,16,13,.0148,.00836,-.0246,-.353,-.0269,-.276,-.0723,-.152,.0576,.0118,.0489,.381
2020,8,16,15,-.217,-.425,.,.,.,.,-.0925,-.399,-.372,-.794,-.16,-.0876
2020,8,16,16,-.0924,-.139,-.107,-.462,-.201,-.0361,-.0844,-.129,.00719,-.097,.0335,.197
2020,8,16,17,-.143,-.23,-.0843,-.334,-.126,-.398,-.0544,-.391,-.302,-.519,-.0681,-.134
2020,8,16,18,-.00399,-.00425,-.112,-.327,-.00835,-.139,-.024,-.192,.00593,-.0708,.0357,.364
2020,8,16,19,-.0696,-.147,-.184,-.246,-.115,-.3,.,.,.00979,-.3,-.0223,.0555
2020,8,16,20,-.0223,.0293,.0092,.0837,-.0736,.14,-.132,-.312,-.000889,-.0767,.0134,.145
2020,8,16,21,-.135,-.159,-.0684,-.369,-.0225,.165,-.046,-.393,-.314,-.437,-.00729,.187
2020,8,16,22,-.0467,.00122,.0215,-.0226,-.107,-.085,-.217,-.27,-.0411,.12,.0777,.357
2020,8,16,23,-.178,-.277,.,.,.,.,-.0876,-.531,-.0945,-.26,-.164,-.0717
2020,8,16,24,-.114,-.241,-.11,-.446,-.164,-.352,-.0964,-.294,-.17,-.244,-.0537,.229
2020,8,16,25,-.0987,-.361,-.0902,-.438,-.05,-.36,-.0813,-.389,-.132,-.227,-.0537,-.116
