year,month,day_endofweek,countyfips,initclaims_count_regular,initclaims_rate_regular
2020,4,11,42093,132,1.45
2020,4,11,42095,2904,1.79
2020,4,11,42097,1099,2.54
2020,4,11,42099,391,1.59
2020,4,11,42101,13615,1.89
2020,4,11,42103,334,1.32
2020,4,11,42105,131,1.82
2020,4,11,42107,1662,2.5
2020,4,11,42109,561,2.78
2020,4,11,42111,740,2.2
2020,4,11,42113,42,1.57
2020,4,11,42115,215,1.04
2020,4,11,42117,306,1.6
2020,4,11,42119,330,1.66
2020,4,11,42121,454,2.02
2020,4,11,42123,230,1.21
2020,4,11,42125,1937,1.81
2020,4,11,42127,344,1.53
2020,4,11,42129,3300,1.82
2020,4,11,42131,239,1.76
2020,4,11,42133,3902,1.65
2020,4,11,55001,184,2.26
2020,4,11,55003,334,4.22
2020,4,11,55005,722,2.96
2020,4,11,55007,192,2.53
2020,4,11,55009,4410,3.11
2020,4,11,55011,154,2.38
2020,4,11,55013,195,2.73
2020,4,11,55015,928,3.37
2020,4,11,55017,961,2.9
2020,4,11,55019,401,2.26
2020,4,11,55021,1280,4.05
2020,4,11,55023,301,3.95
2020,4,11,55025,8089,2.51
2020,4,11,55027,1449,3.05
2020,4,11,55029,491,3.21
2020,4,11,55031,529,2.3
2020,4,11,55033,483,2
2020,4,11,55035,1669,2.83
2020,4,11,55037,48,2.16
2020,4,11,55039,1518,2.65
2020,4,11,55041,131,3.27
2020,4,11,55043,677,2.43
2020,4,11,55045,415,1.97
2020,4,11,55047,292,3.09
2020,4,11,55049,687,5
2020,4,11,55051,104,4.09
2020,4,11,55053,426,4.15
2020,4,11,55055,1236,2.7
2020,4,11,55057,470,3.5
2020,4,11,55059,2148,2.4
2020,4,11,55061,270,2.45
2020,4,11,55063,2130,3.21
2020,4,11,55065,195,1.93
2020,4,11,55067,226,2.42
2020,4,11,55069,563,3.74
2020,4,11,55071,1547,3.77
2020,4,11,55073,2440,3.32
2020,4,11,55075,631,3.24
2020,4,11,55077,295,3.82
2020,4,11,55078,81,4.97
2020,4,11,55079,15288,3.27
2020,4,11,55081,717,3.07
2020,4,11,55083,545,2.65
2020,4,11,55085,700,3.92
2020,4,11,55087,2888,2.8
2020,4,11,55089,1363,2.78
2020,4,11,55091,71,1.71
2020,4,11,55093,341,1.34
2020,4,11,55095,531,2.17
2020,4,11,55097,1150,2.98
2020,4,11,55099,228,3.51
2020,4,11,55101,3081,3.13
2020,4,11,55103,261,2.83
2020,4,11,55105,2585,3.03
2020,4,11,55107,197,2.93
2020,4,11,55109,888,1.76
2020,4,11,55111,1624,4.56
2020,4,11,55113,301,3.78
2020,4,11,55115,550,2.62
2020,4,11,55117,2009,3.23
2020,4,11,55119,155,1.41
2020,4,11,55121,637,3.99
2020,4,11,55123,339,2.22
2020,4,11,55125,381,3.75
2020,4,11,55127,1190,2.06
2020,4,11,55129,282,3.59
2020,4,11,55131,2195,2.84
2020,4,11,55133,6017,2.68
2020,4,11,55135,644,2.48
2020,4,11,55137,299,2.62
2020,4,11,55139,2600,2.84
2020,4,11,55141,979,2.79
2020,4,11,56001,221,1.09
2020,4,11,56003,46,.867
2020,4,11,56005,445,1.91
2020,4,11,56007,95,1.19
2020,4,11,56009,123,1.41
2020,4,11,56011,30,.809
2020,4,11,56013,285,1.53
2020,4,11,56015,54,.815
2020,4,11,56017,21,.965
2020,4,11,56019,55,1.31
2020,4,11,56021,938,1.93
2020,4,11,56023,173,1.95
2020,4,11,56025,994,2.53
2020,4,11,56027,10,.807
2020,4,11,56029,242,1.57
2020,4,11,56031,41,.88
2020,4,11,56033,184,1.18
2020,4,11,56035,64,1.55
2020,4,11,56037,330,1.55
2020,4,11,56039,482,3.09
2020,4,11,56041,108,1.2
2020,4,11,56043,40,1.01
2020,4,11,56045,42,1.1
2020,4,18,4001,110,.537
2020,4,18,4003,334,.66
2020,4,18,4005,821,1.06
2020,4,18,4007,123,.567
2020,4,18,4009,59,.384
2020,4,18,4011,15,.332
2020,4,18,4012,27,.289
2020,4,18,4013,23169,1
2020,4,18,4015,634,.722
2020,4,18,4017,267,.652
2020,4,18,4019,4871,.977
2020,4,18,4021,1559,.832
2020,4,18,4023,160,.815
2020,4,18,4025,1026,.96
2020,4,18,4027,1559,1.56
2020,4,18,6001,28940,3.43
2020,4,18,6003,16.8,3.05
2020,4,18,6005,524,3.51
2020,4,18,6007,2929,2.95
2020,4,18,6009,623,2.91
2020,4,18,6011,237,2.16
2020,4,18,6013,19253,3.43
2020,4,18,6015,270,2.79
2020,4,18,6017,2782,3.02
2020,4,18,6019,13107,2.91
2020,4,18,6021,324,2.49
2020,4,18,6023,1798,2.88
2020,4,18,6025,3761,5.27
2020,4,18,6027,234,2.68
2020,4,18,6029,11794,3.02
2020,4,18,6031,1617,2.8
2020,4,18,6033,893,3.06
2020,4,18,6035,183,1.85
2020,4,18,6037,198484,3.87
2020,4,18,6039,1675,2.7
2020,4,18,6041,4001,2.86
2020,4,18,6043,216,2.84
2020,4,18,6045,1156,2.97
2020,4,18,6047,3408,2.93
2020,4,18,6049,52.1,1.64
2020,4,18,6051,355,4.17
2020,4,18,6053,6164,2.77
2020,4,18,6055,2248,3.04
2020,4,18,6057,1559,3.21
2020,4,18,6059,65116,4.01
2020,4,18,6061,5815,3.09
2020,4,18,6063,200,2.53
2020,4,18,6065,43156,3.91
2020,4,18,6067,24688,3.47
2020,4,18,6069,1133,3.61
2020,4,18,6071,33925,3.51
2020,4,18,6073,59101,3.72
2020,4,18,6075,16654,2.86
2020,4,18,6077,12523,3.83
2020,4,18,6079,4326,3.07
2020,4,18,6081,12062,2.62
2020,4,18,6083,6444,2.96
2020,4,18,6085,29108,2.76
2020,4,18,6087,4515,3.17
2020,4,18,6089,2493,3.35
2020,4,18,6091,28.7,2.16
2020,4,18,6093,458,2.66
2020,4,18,6095,7041,3.36
2020,4,18,6097,8574,3.31
2020,4,18,6099,8618,3.54
2020,4,18,6101,1478,3.23
2020,4,18,6103,617,2.4
2020,4,18,6105,109,2.31
2020,4,18,6107,5295,2.6
2020,4,18,6109,873,4.1
2020,4,18,6111,14083,3.33
2020,4,18,6113,2402,2.21
2020,4,18,6115,1032,3.44
2020,4,18,8001,3901,1.42
2020,4,18,8003,102,1.17
2020,4,18,8005,5466,1.48
2020,4,18,8007,74,1.07
2020,4,18,8009,17,.782
2020,4,18,8011,19,.99
2020,4,18,8013,2249,1.14
2020,4,18,8014,497,1.23
2020,4,18,8015,107,1.08
2020,4,18,8017,17,1.45
2020,4,18,8019,101,1.65
2020,4,18,8021,50,1.2
2020,4,18,8023,26,1.38
2020,4,18,8025,18,1.18
2020,4,18,8027,40,1.92
2020,4,18,8029,126,.868
2020,4,18,8031,5771,1.37
2020,4,18,8033,38,3.26
2020,4,18,8035,2218,1.13
2020,4,18,8037,742,2
2020,4,18,8039,123,.802
2020,4,18,8041,4034,1.18
2020,4,18,8043,165,1.08
2020,4,18,8045,393,1.19
2020,4,18,8047,89,2.33
2020,4,18,8049,188,1.88
2020,4,18,8051,196,1.69
2020,4,18,8053,17,3.88
2020,4,18,8055,35,1.38
2020,4,18,8057,14,1.4
2020,4,18,8059,4330,1.28
2020,4,18,8061,16,1.66
2020,4,18,8063,24,.55
2020,4,18,8065,97,1.94
2020,4,18,8067,391,1.21
2020,4,18,8069,2395,1.16
2020,4,18,8071,63,.95
2020,4,18,8073,43,1.77
2020,4,18,8075,66,.591
2020,4,18,8077,876,1.14
2020,4,18,8079,16,3
2020,4,18,8081,78,1.05
2020,4,18,8083,92,.706
2020,4,18,8085,238,1.08
2020,4,18,8087,148,.893
2020,4,18,8089,54,.636
2020,4,18,8091,57,2.32
2020,4,18,8093,107,.948
2020,4,18,8095,16,.608
2020,4,18,8097,309,2.71
2020,4,18,8099,38,.593
2020,4,18,8101,809,1.06
2020,4,18,8103,24,.795
2020,4,18,8105,40,.726
2020,4,18,8107,298,1.81
2020,4,18,8109,28,.776
2020,4,18,8111,11,1.93
2020,4,18,8113,223,3.78
2020,4,18,8115,10,.812
2020,4,18,8117,577,2.49
2020,4,18,8119,172,1.34
2020,4,18,8121,20,.667
2020,4,18,8123,1957,1.15
2020,4,18,8125,23,.37
2020,4,18,11001,.,.
2020,4,18,16001,1870,.736
2020,4,18,16003,7,.407
2020,4,18,16005,175,.409
2020,4,18,16007,9,.302
2020,4,18,16009,26,.633
2020,4,18,16011,67,.281
2020,4,18,16013,185,1.5
2020,4,18,16015,25,.711
2020,4,18,16017,257,1.28
2020,4,18,16019,280,.491
2020,4,18,16021,15,.279
2020,4,18,16023,.,.
2020,4,18,16025,.,.
2020,4,18,16027,438,.42
2020,4,18,16029,13,.314
2020,4,18,16031,93,.761
2020,4,18,16035,17,.585
2020,4,18,16037,10,.449
2020,4,18,16039,39,.338
2020,4,18,16041,10,.142
2020,4,18,16043,8,.102
2020,4,18,16045,16,.193
2020,4,18,16047,18,.219
2020,4,18,16049,34,.518
2020,4,18,16051,33,.235
2020,4,18,16053,41,.336
2020,4,18,16055,670,.836
2020,4,18,16057,99,.482
2020,4,18,16059,19,.533
2020,4,18,16061,13,.789
2020,4,18,16063,9,.333
2020,4,18,16065,75,.342
2020,4,18,16067,42,.367
2020,4,18,16069,147,.698
2020,4,18,16071,5,.215
2020,4,18,16073,6,.11
2020,4,18,16075,29,.249
2020,4,18,16077,14,.342
2020,4,18,16079,43,.836
2020,4,18,16081,34,.513
2020,4,18,16083,240,.58
2020,4,18,16085,68,1.22
2020,4,18,16087,26,.564
2020,4,18,17001,614,1.9
2020,4,18,17003,21,1.03
2020,4,18,17005,143,1.83
2020,4,18,17007,634,2.4
2020,4,18,17009,39.9,1.33
2020,4,18,17011,282,1.62
2020,4,18,17013,36.3,1.55
2020,4,18,17015,139,1.89
2020,4,18,17017,96.7,1.58
2020,4,18,17019,1334,1.22
2020,4,18,17021,256,1.75
2020,4,18,17023,155,2.02
2020,4,18,17025,192,2.94
2020,4,18,17027,356,1.73
2020,4,18,17029,467,1.96
2020,4,18,17031,62410,2.41
2020,4,18,17033,182,2.09
2020,4,18,17035,95.3,1.56
2020,4,18,17037,903,1.63
2020,4,18,17039,90.2,1.2
2020,4,18,17041,144,1.41
2020,4,18,17043,10057,1.98
2020,4,18,17045,138,1.53
2020,4,18,17047,85,3.13
2020,4,18,17049,425,2.19
2020,4,18,17051,172,1.73
2020,4,18,17053,99.4,1.53
2020,4,18,17055,576,3.5
2020,4,18,17057,313,2.05
2020,4,18,17059,29,1.23
2020,4,18,17061,73.2,1.21
2020,4,18,17063,498,1.96
2020,4,18,17065,91.5,2.06
2020,4,18,17067,73.8,.871
2020,4,18,17069,17.5,1.33
2020,4,18,17071,27.9,.766
2020,4,18,17073,406,1.61
2020,4,18,17075,170,1.17
2020,4,18,17077,546,1.94
2020,4,18,17079,57.1,1.22
2020,4,18,17081,637,3.64
2020,4,18,17083,162,1.47
2020,4,18,17085,168,1.54
2020,4,18,17087,95.1,2.29
2020,4,18,17089,5425,1.98
2020,4,18,17091,1129,2.01
2020,4,18,17093,1510,2.2
2020,4,18,17095,446,2.04
2020,4,18,17097,6626,1.75
2020,4,18,17099,1228,2.23
2020,4,18,17101,134,2.27
2020,4,18,17103,288,1.62
2020,4,18,17105,322,1.93
2020,4,18,17107,185,1.45
2020,4,18,17109,194,1.44
2020,4,18,17111,3474,2.1
2020,4,18,17113,1345,1.52
2020,4,18,17115,950,1.94
2020,4,18,17117,325,1.4
2020,4,18,17119,2212,1.64
2020,4,18,17121,424,2.4
2020,4,18,17123,86.1,1.6
2020,4,18,17125,97.3,1.53
2020,4,18,17127,90.2,1.6
2020,4,18,17129,91.5,1.4
2020,4,18,17131,113,1.38
2020,4,18,17133,224,1.19
2020,4,18,17135,235,1.98
2020,4,18,17137,231,1.39
2020,4,18,17139,103,1.34
2020,4,18,17141,499,1.98
2020,4,18,17143,2016,2.36
2020,4,18,17145,279,3.32
2020,4,18,17147,102,1.19
2020,4,18,17149,91.8,1.3
2020,4,18,17151,22.4,1.32
2020,4,18,17153,26.5,1.33
2020,4,18,17155,71.3,2.33
2020,4,18,17157,267,1.86
2020,4,18,17159,143,1.96
2020,4,18,17161,1221,1.7
2020,4,18,17163,2205,1.73
2020,4,18,17165,229,2.36
2020,4,18,17167,1786,1.76
2020,4,18,17169,56.8,1.73
2020,4,18,17171,31.7,1.25
2020,4,18,17173,252,2.35
2020,4,18,17175,39.1,1.53
2020,4,18,17177,369,1.69
2020,4,18,17179,1385,2.16
2020,4,18,17181,119,1.59
2020,4,18,17183,549,1.65
2020,4,18,17185,102,1.74
2020,4,18,17187,85,.993
2020,4,18,17189,222,2.17
2020,4,18,17191,189,2.69
2020,4,18,17193,120,1.8
2020,4,18,17195,603,2.09
2020,4,18,17197,7670,2.15
2020,4,18,17199,961,2.99
2020,4,18,17201,3529,2.52
2020,4,18,17203,284,1.5
2020,4,18,19001,39,.911
2020,4,18,19003,23,1.04
2020,4,18,19005,91,1.21
2020,4,18,19007,95,1.57
2020,4,18,19009,14,.441
2020,4,18,19011,166,1.21
2020,4,18,19013,1331,1.89
2020,4,18,19015,150,.99
2020,4,18,19017,204,1.45
2020,4,18,19019,120,1.05
2020,4,18,19021,71,.595
2020,4,18,19023,98,1.22
2020,4,18,19025,56,1.3
2020,4,18,19027,151,1.36
2020,4,18,19029,73,1.04
2020,4,18,19031,104,.945
2020,4,18,19033,469,1.96
2020,4,18,19035,44,.705
2020,4,18,19037,144,2.18
2020,4,18,19039,54,1.09
2020,4,18,19041,133,1.54
2020,4,18,19043,112,1.09
2020,4,18,19045,362,1.56
2020,4,18,19047,77,.932
2020,4,18,19049,456,.905
2020,4,18,19051,58,1.36
2020,4,18,19053,31,.696
2020,4,18,19055,98,.914
2020,4,18,19057,681,3.48
2020,4,18,19059,231,2.26
2020,4,18,19061,1028,1.81
2020,4,18,19063,103,1.93
2020,4,18,19065,159,1.48
2020,4,18,19067,172,1.92
2020,4,18,19069,47,.811
2020,4,18,19071,30,.804
2020,4,18,19073,56,1.02
2020,4,18,19075,76,1.15
2020,4,18,19077,64,1.12
2020,4,18,19079,99,1.41
2020,4,18,19081,169,2.82
2020,4,18,19083,94,1.15
2020,4,18,19085,58,.775
2020,4,18,19087,191,1.92
2020,4,18,19089,131,2.49
2020,4,18,19091,59,1.14
2020,4,18,19093,28,.668
2020,4,18,19095,153,1.43
2020,4,18,19097,139,1.24
2020,4,18,19099,310,1.54
2020,4,18,19101,160,1.56
2020,4,18,19103,992,1.13
2020,4,18,19105,98,.901
2020,4,18,19107,94,1.77
2020,4,18,19109,95,1.11
2020,4,18,19111,351,2.15
2020,4,18,19113,1816,1.46
2020,4,18,19115,127,2.07
2020,4,18,19117,34,.723
2020,4,18,19119,42,.586
2020,4,18,19121,142,1.63
2020,4,18,19123,245,2.04
2020,4,18,19125,416,2.23
2020,4,18,19127,231,1.27
2020,4,18,19129,57,.759
2020,4,18,19131,62,.892
2020,4,18,19133,60,1.33
2020,4,18,19135,73,1.79
2020,4,18,19137,92,1.81
2020,4,18,19139,606,2.73
2020,4,18,19141,55,.657
2020,4,18,19143,22,.615
2020,4,18,19145,91,1.4
2020,4,18,19147,60,1.24
2020,4,18,19149,147,.978
2020,4,18,19151,23,.501
2020,4,18,19153,4236,1.55
2020,4,18,19155,518,1.05
2020,4,18,19157,129,1.22
2020,4,18,19159,17,.677
2020,4,18,19161,37,.69
2020,4,18,19163,1562,1.72
2020,4,18,19165,42,.618
2020,4,18,19167,147,.689
2020,4,18,19169,589,.995
2020,4,18,19171,102,1.06
2020,4,18,19173,19,.585
2020,4,18,19175,80,1.25
2020,4,18,19177,72,1.94
2020,4,18,19179,319,1.77
2020,4,18,19181,406,1.41
2020,4,18,19183,126,1.03
2020,4,18,19185,22,.772
2020,4,18,19187,250,1.26
2020,4,18,19189,275,5.29
2020,4,18,19191,142,1.17
2020,4,18,19193,638,1.13
2020,4,18,19195,123,2.88
2020,4,18,19197,86,1.22
2020,4,18,24001,551,1.7
2020,4,18,24003,4441,1.4
2020,4,18,24005,7189,1.57
2020,4,18,24009,579,1.15
2020,4,18,24011,201,1.1
2020,4,18,24013,1069,1.11
2020,4,18,24015,492,.92
2020,4,18,24017,1161,1.32
2020,4,18,24019,209,1.33
2020,4,18,24021,1834,1.35
2020,4,18,24023,220,1.39
2020,4,18,24025,1878,1.32
2020,4,18,24027,2521,1.33
2020,4,18,24029,121,1.19
2020,4,18,24031,6938,1.23
2020,4,18,24033,6216,1.21
2020,4,18,24035,341,1.21
2020,4,18,24037,604,1.05
2020,4,18,24039,128,1.38
2020,4,18,24041,231,1.2
2020,4,18,24043,1017,1.35
2020,4,18,24045,816,1.58
2020,4,18,24047,467,1.81
2020,4,18,24510,4894,1.68
2020,4,18,31001,177,1.05
2020,4,18,31003,14,.393
2020,4,18,31005,0,0
2020,4,18,31007,.,.
2020,4,18,31009,0,0
2020,4,18,31011,11,.371
2020,4,18,31013,76,1.4
2020,4,18,31015,.,.
2020,4,18,31017,.,.
2020,4,18,31019,342,1.23
2020,4,18,31021,26,.746
2020,4,18,31023,34,.741
2020,4,18,31025,116,.855
2020,4,18,31027,35,.775
2020,4,18,31029,6,.264
2020,4,18,31031,10,.295
2020,4,18,31033,41,.928
2020,4,18,31035,21,.637
2020,4,18,31037,25,.448
2020,4,18,31039,27,.575
2020,4,18,31041,33,.514
2020,4,18,31043,66,.612
2020,4,18,31045,30,.603
2020,4,18,31047,98,.751
2020,4,18,31049,4,.418
2020,4,18,31051,17,.56
2020,4,18,31053,164,.841
2020,4,18,31055,3342,1.12
2020,4,18,31057,.,.
2020,4,18,31059,15,.474
2020,4,18,31061,11,.754
2020,4,18,31063,12,.744
2020,4,18,31065,17,.658
2020,4,18,31067,128,1.16
2020,4,18,31069,6,.544
2020,4,18,31071,4,.342
2020,4,18,31073,.,.
2020,4,18,31075,.,.
2020,4,18,31077,6,.491
2020,4,18,31079,525,1.65
2020,4,18,31081,43,.902
2020,4,18,31083,5,.278
2020,4,18,31085,4,.653
2020,4,18,31087,5,.395
2020,4,18,31089,32,.555
2020,4,18,31091,.,.
2020,4,18,31093,35,1.04
2020,4,18,31095,16,.386
2020,4,18,31097,13,.63
2020,4,18,31099,20,.528
2020,4,18,31101,43,.936
2020,4,18,31103,.,.
2020,4,18,31105,10,.492
2020,4,18,31107,27,.586
2020,4,18,31109,2114,1.19
2020,4,18,31111,145,.791
2020,4,18,31113,4,.846
2020,4,18,31115,0,0
2020,4,18,31117,0,0
2020,4,18,31119,244,1.23
2020,4,18,31121,29,.723
2020,4,18,31123,31,1.19
2020,4,18,31125,.,.
2020,4,18,31127,27,.749
2020,4,18,31129,12,.499
2020,4,18,31131,69,.819
2020,4,18,31133,4,.271
2020,4,18,31135,4,.22
2020,4,18,31137,30,.604
2020,4,18,31139,44,1.07
2020,4,18,31141,217,1.23
2020,4,18,31143,16,.546
2020,4,18,31145,35,.598
2020,4,18,31147,28,.661
2020,4,18,31149,.,.
2020,4,18,31151,60,.814
2020,4,18,31153,912,.944
2020,4,18,31155,100,.895
2020,4,18,31157,328,1.79
2020,4,18,31159,101,1.13
2020,4,18,31161,7,.262
2020,4,18,31163,9,.532
2020,4,18,31165,.,.
2020,4,18,31167,24,.684
2020,4,18,31169,39,1.4
2020,4,18,31171,.,.
2020,4,18,31173,33,1.08
2020,4,18,31175,7,.329
2020,4,18,31177,61,.541
2020,4,18,31179,33,.574
2020,4,18,31181,11,.656
2020,4,18,31183,.,.
2020,4,18,31185,68,.934
2020,4,18,42001,545,.985
2020,4,18,42003,5221,.803
2020,4,18,42005,418,1.29
2020,4,18,42007,1056,1.25
2020,4,18,42009,430,1.82
2020,4,18,42011,2084,.964
2020,4,18,42013,644,1.08
2020,4,18,42015,255,.881
2020,4,18,42017,2829,.819
2020,4,18,42019,782,.782
2020,4,18,42021,707,1.22
2020,4,18,42023,55,2.63
2020,4,18,42025,350,1.09
2020,4,18,42027,364,.454
2020,4,18,42029,1351,.472
2020,4,18,42031,221,1.29
2020,4,18,42033,487,1.35
2020,4,18,42035,266,1.45
2020,4,18,42037,406,1.21
2020,4,18,42039,415,1.07
2020,4,18,42041,881,.664
2020,4,18,42043,1339,.924
2020,4,18,42045,2390,.797
2020,4,18,42047,344,2.19
2020,4,18,42049,1451,1.13
2020,4,18,42051,814,1.42
2020,4,18,42053,21,1.16
2020,4,18,42055,768,.986
2020,4,18,42057,143,1.81
2020,4,18,42059,197,1.18
2020,4,18,42061,266,1.33
2020,4,18,42063,466,1.19
2020,4,18,42065,299,1.45
2020,4,18,42067,146,1.16
2020,4,18,42069,1281,1.22
2020,4,18,42071,2086,.731
2020,4,18,42073,436,1.07
2020,4,18,42075,523,.72
2020,4,18,42077,1991,1.03
2020,4,18,42079,2005,1.27
2020,4,18,42081,710,1.25
2020,4,18,42083,224,1.29
2020,4,18,42085,634,1.29
2020,4,18,42087,317,1.5
2020,4,18,42089,776,.932
2020,4,18,42091,2919,.64
2020,4,18,42093,54,.592
2020,4,18,42095,1395,.862
2020,4,18,42097,509,1.18
2020,4,18,42099,226,.919
2020,4,18,42101,8188,1.13
2020,4,18,42103,231,.912
2020,4,18,42105,115,1.6
2020,4,18,42107,894,1.34
2020,4,18,42109,243,1.2
2020,4,18,42111,448,1.33
2020,4,18,42113,30,1.12
2020,4,18,42115,151,.733
2020,4,18,42117,225,1.18
2020,4,18,42119,152,.763
2020,4,18,42121,215,.958
2020,4,18,42123,162,.854
2020,4,18,42125,1041,.97
2020,4,18,42127,182,.809
2020,4,18,42129,1810,.998
2020,4,18,42131,127,.933
2020,4,18,42133,2433,1.03
2020,4,18,55001,117,1.44
2020,4,18,55003,162,2.05
2020,4,18,55005,472,1.93
2020,4,18,55007,159,2.09
2020,4,18,55009,3019,2.13
2020,4,18,55011,117,1.81
2020,4,18,55013,100,1.4
2020,4,18,55015,626,2.27
2020,4,18,55017,613,1.85
2020,4,18,55019,255,1.44
2020,4,18,55021,808,2.56
2020,4,18,55023,152,1.99
2020,4,18,55025,4598,1.43
2020,4,18,55027,849,1.79
2020,4,18,55029,279,1.82
2020,4,18,55031,267,1.16
2020,4,18,55033,328,1.36
2020,4,18,55035,1154,1.96
2020,4,18,55037,38,1.71
2020,4,18,55039,1292,2.25
2020,4,18,55041,88,2.19
2020,4,18,55043,341,1.22
2020,4,18,55045,259,1.23
2020,4,18,55047,441,4.66
2020,4,18,55049,274,2
2020,4,18,55051,44,1.73
2020,4,18,55053,416,4.05
2020,4,18,55055,802,1.75
2020,4,18,55057,337,2.51
2020,4,18,55059,1584,1.77
2020,4,18,55061,254,2.3
2020,4,18,55063,1166,1.76
2020,4,18,55065,106,1.05
2020,4,18,55067,147,1.58
2020,4,18,55069,290,1.92
2020,4,18,55071,1061,2.59
2020,4,18,55073,1610,2.19
2020,4,18,55075,394,2.02
2020,4,18,55077,197,2.55
2020,4,18,55078,106,6.51
2020,4,18,55079,10451,2.24
2020,4,18,55081,421,1.8
2020,4,18,55083,350,1.7
2020,4,18,55085,333,1.87
2020,4,18,55087,1993,1.93
2020,4,18,55089,848,1.73
2020,4,18,55091,32,.772
2020,4,18,55093,257,1.01
2020,4,18,55095,320,1.31
2020,4,18,55097,665,1.72
2020,4,18,55099,118,1.82
2020,4,18,55101,2044,2.07
2020,4,18,55103,172,1.87
2020,4,18,55105,1747,2.05
2020,4,18,55107,135,2.01
2020,4,18,55109,606,1.2
2020,4,18,55111,1126,3.17
2020,4,18,55113,250,3.14
2020,4,18,55115,488,2.32
2020,4,18,55117,1298,2.09
2020,4,18,55119,124,1.13
2020,4,18,55121,402,2.52
2020,4,18,55123,241,1.58
2020,4,18,55125,188,1.85
2020,4,18,55127,812,1.4
2020,4,18,55129,163,2.07
2020,4,18,55131,1405,1.82
2020,4,18,55133,4228,1.88
2020,4,18,55135,428,1.65
2020,4,18,55137,291,2.55
2020,4,18,55139,2025,2.21
2020,4,18,55141,727,2.07
2020,4,18,56001,158,.782
2020,4,18,56003,33,.622
2020,4,18,56005,332,1.43
2020,4,18,56007,64,.802
2020,4,18,56009,80,.92
2020,4,18,56011,26,.701
2020,4,18,56013,234,1.26
2020,4,18,56015,38,.574
2020,4,18,56017,17,.781
2020,4,18,56019,50,1.2
2020,4,18,56021,663,1.37
2020,4,18,56023,98,1.1
2020,4,18,56025,781,1.98
2020,4,18,56027,5,.404
2020,4,18,56029,142,.919
2020,4,18,56031,41,.88
2020,4,18,56033,128,.818
2020,4,18,56035,58,1.4
2020,4,18,56037,258,1.21
2020,4,18,56039,323,2.07
2020,4,18,56041,107,1.18
2020,4,18,56043,27,.685
2020,4,18,56045,16,.42
2020,4,25,4001,103,.503
2020,4,25,4003,237,.468
2020,4,25,4005,526,.679
2020,4,25,4007,103,.475
2020,4,25,4009,40,.261
2020,4,25,4011,8,.177
2020,4,25,4012,17,.182
2020,4,25,4013,15962,.691
2020,4,25,4015,439,.5
2020,4,25,4017,171,.417
2020,4,25,4019,3447,.691
2020,4,25,4021,1200,.64
2020,4,25,4023,115,.586
2020,4,25,4025,874,.818
2020,4,25,4027,1278,1.28
2020,4,25,6001,17820,2.11
2020,4,25,6003,10.3,1.88
2020,4,25,6005,322,2.16
2020,4,25,6007,1803,1.82
2020,4,25,6009,384,1.79
2020,4,25,6011,146,1.33
2020,4,25,6013,11855,2.11
2020,4,25,6015,166,1.72
2020,4,25,6017,1713,1.86
2020,4,25,6019,8071,1.79
2020,4,25,6021,199,1.53
2020,4,25,6023,1107,1.77
2020,4,25,6025,2316,3.24
2020,4,25,6027,144,1.65
2020,4,25,6029,7262,1.86
2020,4,25,6031,996,1.72
2020,4,25,6033,550,1.89
2020,4,25,6035,112,1.14
2020,4,25,6037,122218,2.39
2020,4,25,6039,1031,1.66
2020,4,25,6041,2463,1.76
2020,4,25,6043,133,1.75
2020,4,25,6045,712,1.83
2020,4,25,6047,2098,1.81
2020,4,25,6049,32.1,1.01
2020,4,25,6051,218,2.57
2020,4,25,6053,3796,1.71
2020,4,25,6055,1384,1.87
2020,4,25,6057,960,1.97
2020,4,25,6059,40096,2.47
2020,4,25,6061,3581,1.91
2020,4,25,6063,123,1.56
2020,4,25,6065,26574,2.41
2020,4,25,6067,15202,2.13
2020,4,25,6069,698,2.22
2020,4,25,6071,20889,2.16
2020,4,25,6073,36392,2.29
2020,4,25,6075,10255,1.76
2020,4,25,6077,7711,2.36
2020,4,25,6079,2664,1.89
2020,4,25,6081,7427,1.61
2020,4,25,6083,3968,1.82
2020,4,25,6085,17924,1.7
2020,4,25,6087,2780,1.95
2020,4,25,6089,1535,2.06
2020,4,25,6091,17.6,1.33
2020,4,25,6093,282,1.64
2020,4,25,6095,4335,2.07
2020,4,25,6097,5279,2.04
2020,4,25,6099,5307,2.18
2020,4,25,6101,910,1.99
2020,4,25,6103,380,1.48
2020,4,25,6105,66.8,1.42
2020,4,25,6107,3260,1.6
2020,4,25,6109,538,2.52
2020,4,25,6111,8672,2.05
2020,4,25,6113,1479,1.36
2020,4,25,6115,635,2.12
2020,4,25,8001,3511,1.27
2020,4,25,8003,99,1.13
2020,4,25,8005,4990,1.35
2020,4,25,8007,79,1.14
2020,4,25,8009,10,.46
2020,4,25,8011,16,.834
2020,4,25,8013,2362,1.2
2020,4,25,8014,550,1.36
2020,4,25,8015,122,1.24
2020,4,25,8017,20,1.71
2020,4,25,8019,112,1.83
2020,4,25,8021,42,1.01
2020,4,25,8023,23,1.22
2020,4,25,8025,16,1.05
2020,4,25,8027,34,1.63
2020,4,25,8029,129,.888
2020,4,25,8031,5521,1.31
2020,4,25,8033,25,2.15
2020,4,25,8035,2074,1.06
2020,4,25,8037,670,1.81
2020,4,25,8039,107,.697
2020,4,25,8041,3436,1
2020,4,25,8043,154,1.01
2020,4,25,8045,375,1.14
