year,month,day,emp,emp_incq1,emp_incq2,emp_incq3,emp_incq4,emp_incmiddle,emp_incbelowmed,emp_incabovemed,emp_subset_unweighted_q1,emp_subset_unweighted_q2,emp_subset_unweighted_q3,emp_subset_unweighted_q4,emp_subset_reweighted_q1,emp_subset_reweighted_q2,emp_subset_reweighted_q3,emp_ss40,emp_ss60,emp_ss65,emp_ss70,emp_retail,emp_retail_inclow,emp_retail_incmiddle,emp_retail_inchigh,emp_s72,emp_advance
2021,2,14,-.0548,-.195,-.0723,-.0247,.0295,-.0473,-.128,.00342,-.274,-.126,-.0837,-.0257,-.254,-.126,-.0804,-.0194,.00987,-.0375,-.248,-.0351,-.132,-.00757,.0408,-.264,0
2021,2,15,-.0539,-.195,-.0714,-.0238,.0308,-.0464,-.127,.00457,-.274,-.125,-.0827,-.0244,-.254,-.125,-.0794,-.0187,.0112,-.037,-.247,-.0342,-.131,-.00637,.0408,-.263,0
2021,2,16,-.0529,-.195,-.0704,-.0228,.0324,-.0454,-.127,.0059,-.274,-.124,-.0815,-.0229,-.254,-.124,-.0783,-.0179,.0126,-.0364,-.245,-.0333,-.131,-.00498,.041,-.262,0
2021,2,17,-.0517,-.195,-.0692,-.0216,.0342,-.0442,-.126,.0074,-.274,-.123,-.0802,-.0212,-.254,-.123,-.077,-.017,.0141,-.0358,-.244,-.0323,-.13,-.00342,.0414,-.26,0
2021,2,18,-.0505,-.195,-.0679,-.0202,.0362,-.0429,-.125,.00908,-.274,-.121,-.0787,-.0192,-.253,-.121,-.0755,-.016,.0158,-.035,-.243,-.0312,-.13,-.00171,.042,-.259,0
2021,2,19,-.0493,-.195,-.0667,-.0189,.0382,-.0416,-.125,.0108,-.274,-.12,-.0772,-.0172,-.253,-.12,-.074,-.015,.0174,-.0343,-.241,-.0301,-.13,-.0000357,.0429,-.258,0
2021,2,20,-.0481,-.195,-.0655,-.0175,.0402,-.0403,-.124,.0125,-.274,-.118,-.0757,-.0152,-.254,-.118,-.0725,-.0141,.0189,-.0337,-.24,-.0291,-.13,.00158,.0439,-.257,0
2021,2,21,-.047,-.196,-.0643,-.0162,.0422,-.039,-.124,.0141,-.275,-.117,-.0742,-.0132,-.254,-.117,-.071,-.0131,.0204,-.0331,-.239,-.028,-.13,.00314,.0452,-.256,0
2021,2,22,-.0458,-.196,-.0632,-.0148,.0442,-.0378,-.124,.0158,-.275,-.116,-.0727,-.0113,-.254,-.115,-.0695,-.0122,.0218,-.0324,-.238,-.027,-.13,.00462,.0467,-.255,0
2021,2,23,-.0447,-.196,-.0622,-.0134,.0462,-.0366,-.123,.0175,-.275,-.115,-.0713,-.00933,-.254,-.114,-.068,-.0113,.0232,-.0317,-.236,-.0261,-.131,.00604,.0485,-.254,0
2021,2,24,-.0436,-.197,-.0612,-.0121,.0481,-.0354,-.123,.0192,-.276,-.113,-.0699,-.00746,-.254,-.112,-.0666,-.0104,.0245,-.0311,-.235,-.0251,-.131,.0074,.0506,-.253,0
2021,2,25,-.0426,-.197,-.0602,-.0106,.0499,-.0341,-.122,.0208,-.276,-.112,-.0685,-.00566,-.254,-.111,-.0652,-.00946,.0258,-.0305,-.234,-.0242,-.132,.0087,.0528,-.252,0
2021,2,26,-.0415,-.198,-.0592,-.0092,.0518,-.0329,-.122,.0225,-.276,-.111,-.0672,-.00396,-.254,-.11,-.0638,-.00858,.027,-.0298,-.233,-.0233,-.132,.00996,.0554,-.25,0
2021,2,27,-.0404,-.198,-.0582,-.0077,.0535,-.0317,-.122,.0241,-.277,-.11,-.0659,-.00235,-.254,-.109,-.0625,-.00771,.0282,-.0292,-.232,-.0224,-.133,.0112,.0581,-.249,0
2021,2,28,-.0393,-.198,-.0572,-.00614,.0552,-.0304,-.121,.0257,-.277,-.109,-.0646,-.00082,-.255,-.108,-.0612,-.00687,.0294,-.0285,-.23,-.0216,-.135,.0124,.061,-.248,0
2021,3,1,-.0382,-.199,-.0561,-.00452,.0568,-.029,-.121,.0273,-.277,-.108,-.0633,.000627,-.255,-.107,-.0599,-.00603,.0305,-.0279,-.229,-.0208,-.136,.0137,.064,-.247,0
2021,3,2,-.0371,-.199,-.055,-.00284,.0584,-.0276,-.12,.029,-.278,-.108,-.062,.002,-.256,-.106,-.0587,-.00518,.0317,-.0273,-.227,-.0199,-.137,.0149,.067,-.246,0
2021,3,3,-.0359,-.199,-.0538,-.00113,.06,-.0261,-.12,.0306,-.278,-.107,-.0607,.0033,-.256,-.105,-.0574,-.0043,.0329,-.0267,-.226,-.0191,-.138,.0162,.07,-.244,0
2021,3,4,-.0348,-.199,-.0525,.000617,.0615,-.0246,-.119,.0322,-.278,-.106,-.0594,.00453,-.257,-.104,-.0562,-.00343,.0342,-.0261,-.224,-.0182,-.139,.0175,.0728,-.243,0
2021,3,5,-.0336,-.2,-.0512,.00237,.0629,-.023,-.118,.0338,-.278,-.105,-.0581,.00571,-.257,-.102,-.0549,-.00253,.0354,-.0255,-.222,-.0173,-.14,.0189,.0755,-.241,0
2021,3,6,-.0324,-.2,-.0498,.00411,.0643,-.0215,-.118,.0354,-.278,-.104,-.0568,.00682,-.258,-.101,-.0537,-.00162,.0368,-.0249,-.22,-.0164,-.141,.0203,.0779,-.24,0
2021,3,7,-.0312,-.2,-.0484,.0058,.0657,-.0199,-.117,.0369,-.278,-.103,-.0555,.00786,-.258,-.1,-.0525,-.00073,.0381,-.0243,-.218,-.0154,-.142,.0217,.08,-.238,0
2021,3,8,-.03,-.199,-.047,.00745,.067,-.0184,-.116,.0384,-.279,-.102,-.0543,.00883,-.259,-.0992,-.0513,.000155,.0394,-.0237,-.217,-.0145,-.142,.0231,.0817,-.236,0
2021,3,9,-.0289,-.199,-.0456,.00905,.0682,-.0169,-.115,.0398,-.279,-.101,-.0531,.00974,-.259,-.0981,-.0502,.00101,.0407,-.0232,-.215,-.0137,-.143,.0245,.0831,-.235,0
2021,3,10,-.0278,-.199,-.0442,.0106,.0693,-.0154,-.115,.0411,-.279,-.1,-.0519,.0106,-.26,-.097,-.049,.00184,.0419,-.0227,-.213,-.0128,-.143,.0259,.0841,-.233,0
2021,3,11,-.0267,-.199,-.0427,.0121,.0704,-.0139,-.114,.0424,-.279,-.0991,-.0508,.0114,-.26,-.0959,-.0479,.00267,.0432,-.0223,-.211,-.012,-.143,.0273,.0848,-.232,0
2021,3,12,-.0258,-.199,-.0414,.0134,.0711,-.0126,-.113,.0434,-.279,-.0982,-.0498,.0119,-.261,-.095,-.047,.00333,.0443,-.022,-.21,-.0113,-.143,.0285,.0849,-.23,0
2021,3,13,-.0251,-.199,-.0403,.0146,.0717,-.0115,-.112,.0442,-.279,-.0975,-.049,.0122,-.262,-.0942,-.0462,.00383,.0452,-.0218,-.208,-.0108,-.143,.0295,.0846,-.229,0
2021,3,14,-.0245,-.199,-.0393,.0155,.072,-.0105,-.112,.0448,-.28,-.097,-.0483,.0123,-.262,-.0936,-.0456,.00423,.0458,-.0217,-.207,-.0104,-.143,.0305,.0839,-.228,0
2021,3,15,-.0241,-.199,-.0385,.0163,.0721,-.00974,-.112,.0452,-.28,-.0967,-.0479,.0122,-.263,-.0931,-.0451,.00449,.0462,-.0219,-.206,-.0102,-.143,.0313,.0828,-.227,0
2021,3,16,-.024,-.2,-.038,.0168,.0719,-.00919,-.111,.0454,-.28,-.0966,-.0476,.0119,-.264,-.0928,-.0449,.00463,.0463,-.0222,-.205,-.01,-.143,.032,.0816,-.226,0
2021,3,17,-.024,-.2,-.0377,.0171,.0715,-.00887,-.111,.0453,-.281,-.0967,-.0475,.0114,-.264,-.0928,-.0449,.00463,.0461,-.0228,-.204,-.01,-.143,.0325,.0802,-.225,0
2021,3,18,-.0243,-.2,-.0376,.0172,.0708,-.00881,-.111,.045,-.281,-.0971,-.0477,.0107,-.265,-.0929,-.045,.00448,.0456,-.0236,-.204,-.0102,-.143,.0328,.0787,-.225,0
2021,3,19,-.0246,-.201,-.0377,.0172,.07,-.00887,-.112,.0446,-.282,-.0976,-.0479,.0099,-.266,-.0931,-.0453,.0043,.045,-.0247,-.203,-.0102,-.143,.0331,.0773,-.224,0
2021,3,20,-.0251,-.202,-.038,.0171,.0692,-.00904,-.112,.0441,-.283,-.0983,-.0482,.00911,-.266,-.0934,-.0456,.00414,.0443,-.026,-.202,-.0103,-.143,.0334,.0763,-.223,0
2021,3,21,-.0256,-.202,-.0383,.0169,.0683,-.00931,-.113,.0436,-.284,-.099,-.0486,.00834,-.267,-.0937,-.0459,.00392,.0435,-.0274,-.202,-.0103,-.143,.0336,.0755,-.223,0
2021,3,22,-.0262,-.203,-.0387,.0166,.0674,-.00967,-.113,.043,-.284,-.0997,-.049,.00762,-.268,-.0939,-.0462,.00363,.0425,-.0288,-.201,-.0103,-.144,.0338,.0752,-.222,0
2021,3,23,-.0269,-.204,-.0393,.0162,.0665,-.0101,-.114,.0424,-.285,-.1,-.0493,.00699,-.268,-.0941,-.0465,.00328,.0415,-.0303,-.2,-.0104,-.144,.0339,.0754,-.221,0
2021,3,24,-.0276,-.205,-.0398,.0158,.0657,-.0106,-.115,.0417,-.286,-.101,-.0496,.00648,-.269,-.0943,-.0468,.00286,.0405,-.0318,-.2,-.0105,-.145,.0339,.0761,-.22,0
2021,3,25,-.0283,-.206,-.0404,.0154,.0649,-.0111,-.116,.0411,-.287,-.102,-.0498,.00613,-.269,-.0943,-.047,.00237,.0393,-.0332,-.199,-.0105,-.146,.0339,.0774,-.219,0
2021,3,26,-.029,-.207,-.0411,.0149,.0642,-.0117,-.116,.0405,-.287,-.102,-.05,.00596,-.27,-.0942,-.0472,.00184,.0382,-.0343,-.198,-.0106,-.147,.0339,.0794,-.218,0
2021,3,27,-.0296,-.208,-.0417,.0144,.0637,-.0122,-.117,.04,-.288,-.102,-.05,.00597,-.27,-.0939,-.0472,.00126,.037,-.0353,-.197,-.0106,-.149,.0338,.0821,-.218,0
2021,3,28,-.0302,-.209,-.0423,.0138,.0632,-.0128,-.118,.0395,-.288,-.103,-.0499,.00615,-.271,-.0936,-.0472,.000613,.0359,-.0361,-.196,-.0106,-.15,.0336,.0854,-.217,0
2021,3,29,-.0308,-.21,-.0429,.0133,.0629,-.0133,-.119,.0391,-.289,-.102,-.0497,.00651,-.271,-.0931,-.047,-.0000745,.0348,-.0366,-.195,-.0106,-.152,.0335,.0891,-.216,0
2021,3,30,-.0313,-.211,-.0434,.0129,.0627,-.0138,-.119,.0388,-.289,-.102,-.0493,.00706,-.271,-.0925,-.0468,-.000774,.0338,-.0369,-.194,-.0107,-.155,.0333,.0932,-.215,0
2021,3,31,-.0316,-.212,-.0437,.0126,.0627,-.0141,-.12,.0386,-.289,-.102,-.0487,.00783,-.272,-.0919,-.0464,-.00145,.033,-.0369,-.193,-.0107,-.158,.0332,.0977,-.214,0
2021,4,1,-.0317,-.213,-.0438,.0125,.063,-.0142,-.12,.0387,-.289,-.101,-.048,.00882,-.272,-.091,-.0458,-.00208,.0325,-.0367,-.193,-.0107,-.16,.0332,.102,-.213,0
2021,4,2,-.0316,-.213,-.0436,.0125,.0635,-.0141,-.121,.039,-.289,-.1,-.047,.0101,-.272,-.0901,-.045,-.00261,.0322,-.0361,-.191,-.0107,-.164,.0333,.107,-.212,0
2021,4,3,-.0313,-.214,-.0432,.0128,.0643,-.0138,-.121,.0395,-.289,-.0987,-.0458,.0116,-.271,-.089,-.0441,-.00302,.0323,-.0353,-.19,-.0106,-.167,.0337,.112,-.211,0
2021,4,4,-.0308,-.214,-.0424,.0133,.0653,-.0132,-.12,.0403,-.288,-.0971,-.0444,.0132,-.271,-.0877,-.0431,-.00329,.0327,-.0343,-.189,-.0104,-.17,.0343,.117,-.21,0
2021,4,5,-.0301,-.214,-.0415,.014,.0664,-.0123,-.12,.0412,-.288,-.0953,-.0429,.015,-.271,-.0864,-.0419,-.00343,.0333,-.0332,-.188,-.0102,-.174,.0351,.121,-.209,0
2021,4,6,-.0293,-.215,-.0403,.0148,.0677,-.0114,-.119,.0423,-.288,-.0935,-.0413,.0169,-.27,-.0851,-.0407,-.00344,.0342,-.032,-.187,-.00986,-.177,.036,.125,-.207,0
2021,4,7,-.0283,-.215,-.0391,.0158,.069,-.0103,-.119,.0434,-.287,-.0917,-.0397,.0187,-.27,-.0839,-.0395,-.00336,.0351,-.0308,-.185,-.0095,-.18,.0371,.129,-.206,0
2021,4,8,-.0274,-.215,-.0379,.0168,.0703,-.00915,-.118,.0446,-.287,-.09,-.0382,.0204,-.269,-.0829,-.0383,-.0032,.0361,-.0296,-.184,-.00911,-.183,.0383,.133,-.205,0
2021,4,9,-.0265,-.215,-.0367,.0178,.0714,-.00807,-.117,.0456,-.286,-.0886,-.0368,.0219,-.269,-.082,-.0372,-.00301,.0371,-.0287,-.183,-.00875,-.185,.0395,.135,-.203,0
2021,4,10,-.0258,-.215,-.0357,.0188,.0724,-.00706,-.117,.0466,-.286,-.0874,-.0356,.0232,-.269,-.0814,-.0362,-.00281,.038,-.0279,-.181,-.00841,-.187,.0406,.137,-.202,0
2021,4,11,-.0251,-.215,-.0348,.0197,.0731,-.00615,-.116,.0475,-.286,-.0865,-.0345,.0242,-.268,-.081,-.0353,-.00262,.0388,-.0272,-.18,-.00811,-.189,.0416,.138,-.201,0
2021,4,12,-.0245,-.215,-.0341,.0206,.0737,-.00535,-.116,.0482,-.286,-.0858,-.0335,.0249,-.268,-.0808,-.0346,-.00243,.0394,-.0267,-.179,-.00784,-.19,.0426,.138,-.2,0
2021,4,13,-.024,-.215,-.0335,.0214,.0741,-.00466,-.116,.0488,-.286,-.0852,-.0327,.0255,-.268,-.0807,-.034,-.00226,.04,-.0263,-.178,-.00761,-.19,.0434,.138,-.198,0
2021,4,14,-.0236,-.214,-.0331,.0221,.0744,-.00406,-.115,.0493,-.286,-.0849,-.0321,.0258,-.268,-.0808,-.0334,-.00211,.0404,-.026,-.177,-.00741,-.19,.0441,.137,-.197,0
2021,4,15,-.0233,-.214,-.0327,.0227,.0745,-.00357,-.115,.0496,-.286,-.0846,-.0315,.026,-.268,-.0808,-.033,-.00198,.0407,-.0259,-.175,-.00724,-.19,.0448,.136,-.196,0
2021,4,16,-.023,-.214,-.0324,.0233,.0745,-.00314,-.115,.0499,-.285,-.0844,-.031,.0261,-.268,-.0809,-.0326,-.00185,.0408,-.0258,-.174,-.00707,-.19,.0453,.134,-.195,0
2021,4,17,-.0228,-.214,-.0321,.0238,.0744,-.00275,-.115,.0501,-.285,-.0842,-.0306,.0261,-.268,-.0809,-.0324,-.00172,.041,-.0257,-.173,-.00692,-.189,.0458,.133,-.194,0
2021,4,18,-.0227,-.214,-.0319,.0242,.0743,-.0024,-.114,.0502,-.285,-.084,-.0302,.0261,-.268,-.0809,-.0322,-.0016,.041,-.0257,-.172,-.00678,-.188,.0463,.131,-.193,0
2021,4,19,-.0225,-.214,-.0317,.0246,.0741,-.00207,-.114,.0504,-.285,-.0839,-.0299,.026,-.268,-.0809,-.032,-.00149,.0411,-.0258,-.171,-.00664,-.188,.0467,.13,-.192,0
2021,4,20,-.0224,-.214,-.0315,.025,.074,-.00177,-.114,.0504,-.285,-.0837,-.0296,.0259,-.268,-.0808,-.0319,-.00137,.0411,-.0258,-.17,-.00652,-.187,.047,.128,-.19,0
2021,4,21,-.0223,-.213,-.0313,.0254,.0738,-.0015,-.114,.0505,-.285,-.0836,-.0294,.0257,-.268,-.0808,-.0318,-.00127,.041,-.0259,-.169,-.00639,-.186,.0473,.127,-.189,0
2021,4,22,-.0221,-.213,-.0311,.0257,.0736,-.00124,-.114,.0506,-.285,-.0835,-.0292,.0256,-.268,-.0807,-.0318,-.00117,.041,-.026,-.168,-.00626,-.186,.0476,.126,-.188,0
2021,4,23,-.0221,-.213,-.0309,.0259,.0734,-.00101,-.114,.0506,-.285,-.0834,-.029,.0254,-.268,-.0807,-.0317,-.00107,.0409,-.026,-.167,-.00612,-.185,.0479,.125,-.187,0
2021,4,24,-.022,-.213,-.0307,.0262,.0733,-.000794,-.113,.0506,-.285,-.0833,-.0288,.0253,-.268,-.0808,-.0317,-.00098,.0409,-.0261,-.166,-.00597,-.185,.0481,.124,-.186,0
2021,4,25,-.0219,-.213,-.0305,.0264,.0731,-.000606,-.113,.0507,-.285,-.0833,-.0287,.0251,-.268,-.0809,-.0318,-.00089,.0407,-.0262,-.165,-.00581,-.184,.0484,.124,-.185,0
2021,4,26,-.0218,-.213,-.0304,.0266,.073,-.000442,-.113,.0507,-.285,-.0833,-.0286,.025,-.268,-.0811,-.0318,-.0008,.0406,-.0262,-.164,-.00563,-.184,.0486,.124,-.184,0
2021,4,27,-.0218,-.213,-.0303,.0268,.073,-.000298,-.113,.0508,-.285,-.0834,-.0285,.0249,-.269,-.0813,-.0319,-.000708,.0405,-.0263,-.163,-.00544,-.184,.0488,.124,-.184,0
2021,4,28,-.0217,-.213,-.0302,.027,.0729,-.00017,-.113,.0508,-.285,-.0835,-.0285,.0248,-.269,-.0816,-.032,-.000612,.0403,-.0263,-.162,-.00524,-.184,.049,.125,-.183,0
2021,4,29,-.0217,-.213,-.0301,.0271,.073,-.0000547,-.113,.0509,-.285,-.0836,-.0284,.0248,-.269,-.0819,-.0321,-.000508,.0401,-.0264,-.161,-.00502,-.184,.0491,.126,-.182,0
2021,4,30,-.0216,-.213,-.0301,.0273,.073,.000054,-.113,.051,-.285,-.0838,-.0284,.0248,-.27,-.0823,-.0322,-.000396,.0399,-.0265,-.16,-.00479,-.184,.0492,.127,-.181,0
2021,5,1,-.0216,-.213,-.03,.0274,.0732,.000165,-.113,.0512,-.286,-.0839,-.0284,.0248,-.27,-.0827,-.0323,-.00027,.0397,-.0265,-.159,-.00455,-.185,.0492,.128,-.18,0
2021,5,2,-.0215,-.214,-.0299,.0276,.0733,.000286,-.113,.0513,-.286,-.0841,-.0284,.0248,-.27,-.0831,-.0325,-.00013,.0394,-.0266,-.158,-.00429,-.185,.0492,.13,-.179,0
2021,5,3,-.0214,-.214,-.0298,.0277,.0736,.000422,-.113,.0515,-.286,-.0843,-.0283,.025,-.27,-.0835,-.0326,.0000276,.0392,-.0266,-.157,-.00401,-.185,.0492,.132,-.177,0
2021,5,4,-.0213,-.214,-.0297,.0279,.0739,.000578,-.113,.0518,-.286,-.0845,-.0283,.0251,-.271,-.0838,-.0326,.000204,.0391,-.0266,-.156,-.00373,-.185,.0491,.135,-.176,0
2021,5,5,-.0211,-.214,-.0296,.0281,.0742,.000759,-.113,.0521,-.287,-.0846,-.0283,.0253,-.271,-.0842,-.0327,.000401,.0389,-.0266,-.155,-.00344,-.186,.0491,.137,-.175,0
2021,5,6,-.0206,-.215,-.0291,.0289,.0752,.00133,-.113,.0529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,7,-.0202,-.215,-.0286,.0296,.076,.00185,-.113,.0536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,8,-.02,-.215,-.0282,.0302,.0767,.00233,-.113,.0542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,9,-.0197,-.216,-.0277,.0309,.0771,.00281,-.113,.0548,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,10,-.0195,-.216,-.0272,.0316,.0775,.00333,-.113,.0553,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,11,-.0192,-.217,-.0266,.0323,.0778,.00391,-.113,.0559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,12,-.0189,-.217,-.0259,.033,.0781,.00457,-.113,.0564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,13,-.0185,-.218,-.0252,.0338,.0784,.0053,-.112,.057,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,14,-.018,-.218,-.0243,.0346,.0787,.00612,-.112,.0576,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2021,5,15,-.0175,-.219,-.0234,.0354,.079,.00702,-.112,.0583,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
