year,month,day_endofweek,cityid,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws
2020,1,19,26,.0238,.0756,-.00412,-.00564,-.0183,-.0441,.0719
2020,1,19,27,-.0175,-.141,.00425,-.0284,.0371,.192,-.0147
2020,1,19,28,.0114,.0255,.00173,-.0275,-.046,-.0279,.0271
2020,1,19,29,.0974,.0772,.0303,-.0484,-.0446,.0608,-.0388
2020,1,19,30,-.00938,-.0738,-.00936,-.00767,-.0671,-.0539,-.0263
2020,1,19,31,-.0278,.0658,-.0149,-.0651,-.0425,.0118,-.053
2020,1,19,32,.0508,.118,.0523,-.0355,-.0616,.0458,-.0124
2020,1,19,33,.000764,.1,.00141,-.00229,-.0236,.035,-.0402
2020,1,19,34,-.0074,.0882,-.00301,.0193,-.0185,.0179,-.0757
2020,1,19,35,.0306,-.0454,.0246,-.00856,-.00531,.0633,-.0423
2020,1,19,36,.0429,.217,.0217,.00385,-.0313,.0333,.0146
2020,1,19,37,.009,.192,.044,-.0135,-.018,-.0967,.0182
2020,1,19,38,.0352,.0582,.0258,-.034,-.0344,.00904,.0421
2020,1,19,39,.0036,.0754,-.000302,-.0522,-.0351,-.0304,.0493
2020,1,19,40,-.0533,.0808,-.00439,-.0502,-.00503,-.0518,.0623
2020,1,19,41,-.00435,.0994,.0285,.0261,.00475,.0599,.012
2020,1,19,42,-.0445,.0993,-.0192,-.0738,-.019,-.0118,.0141
2020,1,19,43,.0401,.147,.0188,-.0233,-.00945,.113,-.00336
2020,1,19,44,.0807,.269,.0352,.0399,-.0253,-.16,-.0125
2020,1,19,45,.0653,.398,.0271,.0323,.00673,-.204,.106
2020,1,19,46,-.0668,.274,-.0381,-.0278,-.0186,-.205,.0615
2020,1,19,47,.011,.121,.0186,-.0147,-.0324,.143,-.0886
2020,1,19,48,.00995,-.0409,.0322,.0633,-.0131,.126,-.011
2020,1,19,49,.00211,.0681,-.00591,.00462,-.041,-.00114,-.0372
2020,1,19,50,.0358,.109,.0325,.00431,-.00856,-.0926,.04
2020,1,19,51,-.0172,.113,.00627,.0341,.0183,.0155,.00525
2020,1,19,52,.0278,.08,.0407,.0227,-.00869,.196,-.0481
2020,1,19,53,-.0219,.0607,.0199,.0181,-.00837,.128,.0074
2020,1,26,1,-.016,-.0474,.00528,-.0359,-.000152,.0373,.0228
2020,1,26,2,.0128,-.0393,.0083,-.0122,.0275,.0598,.0165
2020,1,26,3,.039,-.199,-.0401,-.0376,-.00621,-.152,-.0816
2020,1,26,4,.00233,.101,.00715,-.00428,.0248,-.0463,-.00642
2020,1,26,5,.0117,.00439,-.00309,-.00379,.00337,-.0135,.022
2020,1,26,6,-.0136,-.0731,.00908,-.0395,.000318,.0446,.00218
2020,1,26,7,-.01,.0254,.0102,-.0906,.0194,.0482,-.0197
2020,1,26,8,-.00151,-.135,.000839,-.00677,.00759,-.0599,-.0182
2020,1,26,9,.0279,-.0235,.0305,-.00111,-.00222,.0627,-.00089
2020,1,26,10,-.0103,-.0388,-.00824,.0497,.0153,-.0761,-.0119
2020,1,26,11,-.023,-.00746,.00769,-.00953,.0195,.111,.0461
2020,1,26,12,-.0121,-.0457,.00934,-.0125,.011,.0512,.0116
2020,1,26,13,.0351,.0362,.00834,.0657,-.0334,-.0482,.0221
2020,1,26,14,-.0302,-.0757,.0126,-.00212,.0653,.0326,.0187
2020,1,26,15,.0205,-.0834,-.00777,-.0255,-.0153,-.224,-.00162
2020,1,26,16,-.0108,-.0308,.00343,.000429,-.00468,-.00668,-.00332
2020,1,26,17,.0542,.00836,.0141,.0235,.0304,.0317,.0572
2020,1,26,19,-.0103,.00463,.00111,.0142,.0231,-.0195,.00321
2020,1,26,20,-.0793,.156,-.00428,-.0719,.0365,.00852,.0376
2020,1,26,21,-.0201,.484,.00445,.0409,-.0117,.0763,.0437
2020,1,26,22,.09,.255,.043,.0584,.0000848,-.118,.0656
2020,1,26,23,.0304,-.127,.00722,.026,.0217,-.0629,-.0216
2020,1,26,24,-.00522,-.0262,.00583,-.019,.0202,.125,.00586
2020,1,26,25,-.0061,-.0392,.0102,-.0389,.0351,.0649,-.118
2020,1,26,26,-.00588,.0315,-.00738,-.0337,.0281,-.19,.0445
2020,1,26,27,-.109,-.354,-.0218,-.0288,.0179,-.422,.223
2020,1,26,28,-.0175,-.115,.0244,.0228,-.00768,.0193,.0257
2020,1,26,29,-.0357,-.0415,.00543,-.039,.00937,.0115,.0874
2020,1,26,30,.0307,-.199,-.0324,-.0847,.068,-.0318,-.108
2020,1,26,31,.0441,-.0152,-.019,.0245,-.0519,-.0311,-.101
2020,1,26,32,-.0143,-.0295,-.00132,.0319,.0871,-.0127,.128
2020,1,26,33,-.0013,.043,-.0123,.0159,.0268,.0181,-.0736
2020,1,26,34,-.0341,-.039,-.00137,-.0511,.0175,.00439,-.0362
2020,1,26,35,-.0153,.0784,-.007,.0203,.00712,.035,.0145
2020,1,26,36,.0207,-.135,-.00495,-.026,.00445,-.0207,.0284
2020,1,26,37,-.00582,-.0793,-.0148,-.0443,-.0367,.148,-.0531
2020,1,26,38,.0143,-.0411,.0115,-.0156,.0164,.0881,.032
2020,1,26,39,-.0255,-.0388,.00564,-.0368,.0599,-.027,.0614
2020,1,26,40,.0232,-.0533,.0249,.00709,-.014,.0933,.0947
2020,1,26,41,-.00737,-.0449,-.00133,-.0328,.00908,-.043,.0497
2020,1,26,42,.0181,.0375,.00673,.0528,-.0332,-.032,-.0636
2020,1,26,43,.0467,.116,.0445,-.00646,.0553,-.011,-.00132
2020,1,26,44,.0529,-.0997,-.0244,-.022,.0387,-.162,-.26
2020,1,26,45,.0491,-.0846,.00528,.0235,-.0117,.0693,.126
2020,1,26,46,-.0268,.0051,-.0128,.0071,.0458,-.0557,-.051
2020,1,26,47,-.0258,.309,.0114,-.0304,-.00673,.00224,.0668
2020,1,26,48,.0475,.05,.0321,-.0208,.0151,.0528,.0474
2020,1,26,49,-.0347,.177,-.00824,-.0117,.0593,-.0559,-.0366
2020,1,26,50,-.00813,.0357,.0246,.0467,.0233,.0994,.0408
2020,1,26,51,.0448,.24,.00241,.00242,.0148,.0602,.0943
2020,1,26,52,.0408,.0529,.0256,-.0167,-.00219,-.15,.112
2020,1,26,53,.0394,.105,.00942,.0367,.0282,-.111,.0245
2020,2,2,1,.0218,.0619,-.0146,.0202,.0134,-.00864,-.0346
2020,2,2,2,-.0117,.0695,-.00772,.0668,-.00612,-.117,-.0202
2020,2,2,3,.0818,-.0238,.0203,.0912,.0128,.104,.0542
2020,2,2,4,.0333,.0683,-.00502,.00866,-.0117,-.00811,.0117
2020,2,2,5,.00601,.0219,.00183,.0391,.00374,.0154,-.0562
2020,2,2,6,-.0252,-.0119,-.034,.0109,-.000567,.0272,-.0581
2020,2,2,7,.0264,.0253,-.0132,.053,-.0207,-.133,-.0285
2020,2,2,8,-.0174,.122,-.017,.0881,.00892,-.0278,.00291
2020,2,2,9,.0223,-.073,-.00506,.005,-.0234,.0828,-.0381
2020,2,2,10,.0166,-.0909,-.00894,-.0251,.0026,.102,-.0518
2020,2,2,11,.0000366,-.0721,-.0277,-.0146,-.00919,-.131,.104
2020,2,2,12,-.0131,-.0557,-.0223,.0534,-.0205,-.0675,-.0244
2020,2,2,13,-.08,.102,-.0226,.00886,.00633,-.0322,-.0231
2020,2,2,14,-.00658,.158,-.0166,.0121,-.02,-.051,-.0734
2020,2,2,15,-.0233,.0855,-.0177,-.0883,.00398,-.164,-.0527
2020,2,2,16,.0392,-.0136,-.0261,.0685,.0252,.00315,-.061
2020,2,2,17,-.0322,-.0113,-.000255,-.00528,-.0185,.0418,-.0522
2020,2,2,19,-.0116,-.0921,-.0357,-.0267,-.0261,.00843,-.0856
2020,2,2,20,.0752,-.316,.0212,.0492,.0306,.155,.0708
2020,2,2,21,.000376,-.301,-.0493,.0063,-.0122,-.17,-.0943
2020,2,2,22,-.0683,-.164,-.0436,.0693,.0431,-.028,-.187
2020,2,2,23,-.0236,.00526,-.0056,-.0442,.0267,.0557,-.0237
2020,2,2,24,.0139,-.0145,-.00845,-.0096,-.0352,-.11,.00467
2020,2,2,25,-.0376,.0169,-.036,-.0623,.0211,.25,.0401
2020,2,2,26,-.0449,-.037,.0254,-.0242,-.00867,.265,-.0607
2020,2,2,27,.103,.319,.0294,.148,-.0638,-.154,-.0415
2020,2,2,28,-.0157,.062,-.0191,.0871,.0448,.0856,-.0849
2020,2,2,29,-.0595,-.0298,-.0238,.0814,.0168,.0493,.0101
2020,2,2,30,.0742,.0149,.0816,.162,.0598,.203,.271
2020,2,2,31,.129,.0778,.0842,.18,.0718,.25,.0107
2020,2,2,32,-.0348,-.055,-.00911,.00231,.0952,-.0955,.013
2020,2,2,33,.0273,-.0707,.00851,-.00841,.0131,-.0147,.0199
2020,2,2,34,.0245,-.0677,-.00761,.0365,-.0122,.00473,.00594
2020,2,2,35,.0129,-.0413,-.0123,-.00483,-.0045,.0197,.0179
2020,2,2,36,-.0295,-.155,-.0376,-.0413,.00459,-.0649,-.0712
2020,2,2,37,-.0525,.0588,-.0491,.17,-.00671,.0041,.0725
2020,2,2,38,-.0432,.0326,-.0205,.0635,.00336,-.0726,-.0849
2020,2,2,39,.00851,-.0157,-.022,.0371,-.0241,.00357,-.109
2020,2,2,40,.0797,-.00536,-.0149,.0578,.00122,.0907,-.144
2020,2,2,41,.00858,-.168,-.0341,.0128,-.0132,-.0304,-.0203
2020,2,2,42,.0537,-.0329,.0279,.0271,.0284,.0653,.0286
2020,2,2,43,-.0498,-.0418,-.0337,.00358,-.0345,-.00927,-.0183
2020,2,2,44,-.0858,-.285,-.00791,-.0664,-.0388,.109,.295
2020,2,2,45,-.103,-.306,-.0365,-.0774,-.0198,-.109,-.0386
2020,2,2,46,.0507,-.243,.0111,-.0248,-.0081,.279,-.0293
2020,2,2,47,.0485,-.0638,-.0146,.00863,.0452,.019,.0401
2020,2,2,48,-.0206,-.00421,-.0462,-.0444,.00546,-.139,-.0467
2020,2,2,49,.0364,-.122,.00976,-.0972,-.0163,.0266,.0458
2020,2,2,50,-.0245,-.0842,-.00902,-.0531,-.0202,-.0417,-.0472
2020,2,2,51,.06,-.119,.00478,-.0295,-.0239,-.155,-.16
2020,2,2,52,-.0228,.0489,-.0583,-.138,.0189,-.0304,.0663
2020,2,2,53,.0408,-.0589,-.0223,-.0391,-.0224,-.0814,-.0284
2020,2,9,1,-.023,.11,.0481,-.0108,.0411,.0454,.0545
2020,2,9,2,-.0735,.0141,.00385,-.0925,.00191,.0154,.00597
2020,2,9,3,-.0454,.0634,.0072,.0198,.00449,-.0843,-.0855
2020,2,9,4,.037,.166,.0343,-.0183,.0128,.0549,.0114
2020,2,9,5,-.00144,.107,.04,-.00102,.0251,.0804,.0296
2020,2,9,6,-.0448,.0888,.0111,-.0235,-.0000737,.0242,-.0655
2020,2,9,7,.0168,.183,.0195,-.00592,.037,.0232,-.0304
2020,2,9,8,-.00643,.0252,.0351,-.0188,.0193,.0293,.039
2020,2,9,9,.177,.307,.153,.288,-.133,.493,.214
2020,2,9,10,-.00737,.234,.0553,.028,.0255,.0296,-.0462
2020,2,9,11,.00978,.0572,.0199,-.065,.0366,-.081,.0312
2020,2,9,12,.0326,.0258,.0295,-.00946,.0294,.194,-.0355
2020,2,9,13,-.0552,.361,-.0302,-.0469,-.0583,-.0601,-.0494
2020,2,9,14,-.0536,-.0999,-.0297,-.0773,-.0174,-.0844,-.0365
2020,2,9,15,-.0493,.151,-.0424,-.0445,.0713,-.154,-.198
2020,2,9,16,.0629,.00664,.0558,.233,.0225,.0953,.00568
2020,2,9,17,-.0515,-.0518,-.00703,.00174,-.00199,-.0267,.0515
2020,2,9,19,-.0215,-.0535,-.00153,-.0319,.0442,-.0784,-.0639
2020,2,9,20,-.00715,.339,.0122,.213,.0254,-.241,-.0567
2020,2,9,21,-.0273,-.409,.0367,-.0712,.0463,.131,.0689
2020,2,9,22,-.0395,.101,.0108,-.119,.0211,.0291,-.182
2020,2,9,23,-.0486,.0359,-.0497,-.0268,-.0759,.081,-.171
2020,2,9,24,-.00466,.213,.00823,.0401,-.0314,.271,.0254
2020,2,9,25,-.0993,.0478,.00922,.165,.0115,-.178,-.0575
2020,2,9,26,-.0426,.0187,-.0386,.0715,-.00611,-.107,-.188
2020,2,9,27,.0242,-.341,.0365,.0555,-.0026,.254,.0466
2020,2,9,28,-.0533,.0695,-.0201,-.155,-.0322,-.00585,-.00945
2020,2,9,29,-.0524,-.0833,-.0112,-.0256,.0476,-.0984,-.08
2020,2,9,30,-.0664,.0118,.0124,.0375,.0557,.0929,-.332
2020,2,9,31,-.0536,.121,-.0269,-.0135,.00126,.0921,-.124
2020,2,9,32,-.135,.196,-.0292,.0309,.0462,-.0923,.0322
2020,2,9,33,-.00406,.0264,.0102,-.00991,-.00303,-.0308,.0261
2020,2,9,34,-.0339,.0887,.0487,-.00452,.0169,.258,.0384
2020,2,9,35,.0377,-.0248,.0534,.00951,.0143,-.114,.0514
2020,2,9,36,-.00322,.32,-.000671,-.0521,.0167,-.0776,-.0198
2020,2,9,37,.037,-.26,-.0487,.0764,-.0324,.107,-.195
2020,2,9,38,-.0505,.0282,.0024,.00432,-.000855,.0812,-.0948
2020,2,9,39,-.0413,.0443,-.00659,-.0379,.0116,.0377,-.0586
2020,2,9,40,.0462,.119,.0659,-.00302,-.00435,-.014,.0373
2020,2,9,41,.0189,.0976,.0422,-.0105,.0212,.0156,.0828
2020,2,9,42,.0476,.0964,.0567,.0972,.0435,.102,-.00862
2020,2,9,43,-.052,-.137,-.0369,.00185,-.00584,-.14,-.0901
2020,2,9,44,-.151,.11,-.0421,-.207,-.0187,.729,-.237
2020,2,9,45,-.137,-.179,-.0495,.0269,.000517,.364,-.543
2020,2,9,46,.131,-.0269,.0897,-.166,-.0185,-.249,.241
2020,2,9,47,-.0103,.2,.0591,.111,.0379,-.106,-.00403
2020,2,9,48,-.0489,.0967,.00391,-.00215,.028,-.218,.124
2020,2,9,49,-.0202,-.0968,.0151,.0337,-.00471,-.045,-.0972
2020,2,9,50,.0509,.0881,.0328,.0315,-.0135,.0765,-.17
2020,2,9,51,-.0594,.0309,-.0228,-.014,-.00549,-.0389,.00989
2020,2,9,52,-.116,-.048,-.0294,-.142,-.0159,.0224,.0269
2020,2,9,53,-.0125,.137,.00633,-.00248,.0454,-.0748,-.0546
2020,2,16,1,.00567,.203,.0261,-.0144,.0435,.0396,.0172
2020,2,16,2,-.029,-.0583,.00684,-.0482,.00908,.0781,.0318
2020,2,16,3,-.0573,.236,-.0209,-.135,.000855,-.0462,-.014
2020,2,16,4,.0408,.102,-.00464,-.0449,.0107,.0327,-.0214
2020,2,16,5,-.0261,.00171,.00891,-.052,.0203,.0133,.0406
2020,2,16,6,-.0289,-.072,-.0171,.0415,.0211,-.00653,-.0222
2020,2,16,7,-.0083,.068,.013,.0281,.0275,.0329,-.0971
2020,2,16,8,-.00266,.125,.00876,-.0505,.026,-.00209,-.0178
2020,2,16,9,.0505,.0373,.0758,.0517,-.0594,.234,.174
2020,2,16,10,.00837,.0103,-.0216,-.0404,.0206,-.0911,-.0732
2020,2,16,11,-.0385,-.0724,-.0265,.0132,.0256,-.147,-.0113
2020,2,16,12,.0261,.0727,.029,.0339,.0405,.136,-.0118
2020,2,16,13,.00129,.556,.0211,.0134,-.00362,.193,-.129
2020,2,16,14,-.0232,-.0315,-.01,-.0399,-.0282,.0845,-.00159
2020,2,16,15,.0234,.0863,-.00165,-.0911,.0555,.0838,-.0561
2020,2,16,16,.00471,.143,.0791,.0601,.0159,-.00366,.00743
2020,2,16,17,.042,.329,.0333,-.0294,.0122,-.113,.21
2020,2,16,19,-.0341,-.0812,-.0281,-.0632,-.00788,-.0149,-.0769
2020,2,16,20,.0193,-.014,-.0117,.0436,-.0465,-.0863,-.0809
2020,2,16,21,-.0175,-.0336,.0233,-.00453,.0399,.189,-.0499
2020,2,16,22,-.0663,.546,.0263,-.0164,.058,.0482,-.154
2020,2,16,23,-.0345,.0101,.000853,.0122,.00787,-.0858,-.119
2020,2,16,24,-.0296,-.0908,.0094,.0725,.0822,.0202,.0344
2020,2,16,25,-.0327,-.169,-.091,.0221,.0291,-.308,-.108
2020,2,16,26,-.078,.402,-.0401,.0367,-.0358,.0732,-.0592
2020,2,16,27,.0469,.0761,.0838,.054,.00199,-.21,-.0764
2020,2,16,28,-.0874,.193,-.000858,-.0613,.0189,.031,-.043
2020,2,16,29,-.0232,-.0321,.00225,.02,.0658,-.0225,-.0697
2020,2,16,30,-.182,.219,-.0621,.0547,.021,.00783,-.228
2020,2,16,31,-.0232,-.0942,.0224,.00765,.0911,.129,.0525
2020,2,16,32,-.122,-.0483,.00705,-.0625,.0688,.171,-.0273
2020,2,16,33,-.0337,.175,.0168,.0618,.000505,.147,.0761
2020,2,16,34,.00735,-.112,.00904,.0246,.0359,.175,.0121
2020,2,16,35,-.0383,-.0227,-.00204,-.0131,.0273,-.148,-.05
2020,2,16,36,-.0286,.00201,.00519,-.0261,.0261,.0145,-.00289
2020,2,16,37,.132,-.244,-.0728,-.0969,-.0482,.304,-.311
2020,2,16,38,-.0611,-.0612,.0128,.0304,.00859,-.0383,-.0495
2020,2,16,39,-.025,-.00216,.0076,.0231,.0388,.0461,-.0631
2020,2,16,40,.0524,-.0166,.0372,-.0526,-.0187,.0177,.0179
2020,2,16,41,.0391,.137,.0191,-.0124,.0312,.0935,-.0187
2020,2,16,42,-.00212,.0058,-.0117,-.0207,.0146,.0356,-.0267
2020,2,16,43,-.103,-.111,-.0375,-.0482,-.0531,.116,-.0547
2020,2,16,44,-.171,-.44,-.0869,.0662,.00735,.0408,-.0752
2020,2,16,45,-.239,-.318,-.117,.0341,.0326,.00269,-.341
2020,2,16,46,-.0983,.0611,-.0361,.0533,.0447,-.0621,-.049
2020,2,16,47,.0106,.232,.0185,.094,.0329,-.243,-.0165
2020,2,16,48,-.00334,.158,.00276,-.0673,-.0211,-.0569,-.144
2020,2,16,49,.0247,-.0836,.0343,.00854,-.0408,.0619,.0577
2020,2,16,50,-.0178,.335,-.00698,.0202,.0158,.0415,.00865
2020,2,16,51,.0372,.0156,.0482,-.0442,.00688,.00247,-.0109
2020,2,16,52,-.0831,-.259,-.0648,-.133,.00711,-.134,.0425
2020,2,16,53,-.0191,-.0847,-.0152,-.00634,-.0444,.0551,-.135
2020,2,23,1,.023,.187,.0399,-.0233,.0266,.035,.024
2020,2,23,2,-.0281,-.0191,.0072,-.0513,-.0316,.0579,.0145
2020,2,23,3,.00933,.161,-.0254,.0276,-.000365,-.0496,-.118
2020,2,23,4,.0344,.0212,.00778,-.0556,-.00661,.00227,-.0561
2020,2,23,5,-.0261,.0139,.0425,.0268,.00523,-.00425,.00405
2020,2,23,6,-.0313,.0495,.0113,.0487,.00633,-.0496,-.0362
2020,2,23,7,-.0354,-.0743,.0319,-.0137,.0231,-.0162,-.0556
2020,2,23,8,.0104,-.16,.0278,.0237,-.00206,.164,.0541
2020,2,23,9,-.0226,.0502,.00185,.0454,-.0538,.117,-.0281
2020,2,23,10,.0247,-.00966,.0294,.011,.0183,.0228,-.106
2020,2,23,11,-.0388,.379,.0142,.795,.023,-.0375,.0115
2020,2,23,12,-.0207,-.0559,.0369,.0228,.0342,.113,-.0783
2020,2,23,13,.0257,.0222,-.00483,.019,-.00868,.112,-.171
2020,2,23,14,-.0298,-.111,-.0273,-.072,-.0506,-.00666,-.0502
2020,2,23,15,.0353,-.00406,-.0465,-.0684,.0522,-.251,-.316
2020,2,23,16,-.0124,-.0787,.046,.025,.0105,-.00371,-.109
2020,2,23,17,.00614,.0208,.0551,.0877,.0262,.0561,-.0392
2020,2,23,19,-.0454,-.144,-.0619,-.0957,-.0392,.00447,-.125
2020,2,23,20,.000735,.37,-.00329,.00926,-.0479,-.153,-.122
2020,2,23,21,.0188,-.0712,.00842,-.0871,.0294,-.105,-.0249
2020,2,23,22,-.00934,.0499,.0553,-.00953,.0313,-.056,-.0467
2020,2,23,23,-.0156,.0593,.0191,.0913,.0533,.111,-.19
2020,2,23,24,-.129,.0145,.0455,.051,.0438,.0475,-.053
2020,2,23,25,-.119,-.0329,-.0316,-.00678,.148,-.095,-.157
2020,2,23,26,.0427,.219,.000812,-.0513,-.0325,.3,-.131
2020,2,23,27,-.0793,-.114,.00146,-.0414,-.0704,.23,-.0382
2020,2,23,28,-.0271,-.103,.0289,-.0406,-.000887,.0814,.0441
2020,2,23,29,.00395,.0549,.0532,-.0311,.0704,-.0172,-.0861
2020,2,23,30,-.28,.0752,-.0993,-.0586,-.155,.324,-.232
2020,2,23,31,-.0237,.0908,.0274,.0471,-.0103,-.065,.00243
2020,2,23,32,-.0549,.0654,-.00507,.0143,.0456,.131,.0561
2020,2,23,33,.0337,-.121,.0323,.0343,-.00305,.0691,-.0521
2020,2,23,34,-.105,-.0579,-.0172,-.015,-.0103,.0482,-.0417
2020,2,23,35,.0157,-.154,.0158,.0198,.00164,-.0242,-.0965
2020,2,23,36,-.0108,.08,.0196,.0474,.0308,-.0113,-.0876
2020,2,23,37,.0107,.0425,-.0934,-.155,-.0688,.211,-.176
2020,2,23,38,-.0431,.0786,.0256,.041,-.0212,-.0273,.0292
2020,2,23,39,-.0807,.00983,-.0256,-.0356,.0175,-.0833,-.206
2020,2,23,40,.0895,.139,.0449,.146,-.0451,.062,.00555
2020,2,23,41,.00146,.104,.0373,.0127,.0404,-.0371,.0289
2020,2,23,42,-.00592,-.0445,.0172,.0428,.0296,-.0393,-.098
2020,2,23,43,-.0589,-.112,-.0259,-.0826,-.0306,-.00241,-.0962
2020,2,23,44,-.147,.101,-.0949,-.0454,.117,-.0302,-.167
