year,month,day_endofweek,cityid,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws
2020,2,23,45,-.072,-.312,-.0308,-.0213,.0193,-.237,-.168
2020,2,23,46,.027,-.155,-.0237,.1,.0379,.101,.102
2020,2,23,47,.0575,.154,.0242,.0511,.0622,-.0935,-.0634
2020,2,23,48,-.0183,-.138,-.0369,-.0569,-.021,-.0312,-.121
2020,2,23,49,-.0222,-.268,.0148,-.0257,-.0392,-.0307,-.0805
2020,2,23,50,.0103,-.0998,.0082,.000368,-.00713,.00481,-.0672
2020,2,23,51,-.0133,-.195,.0107,.0727,.0162,.0345,.0339
2020,2,23,52,.0192,-.115,-.0489,-.0307,.0281,-.0688,-.0865
2020,2,23,53,-.0277,.00745,-.0399,-.149,-.0497,.0393,-.129
2020,3,1,1,-.0177,-.16,-.0191,-.000974,.142,.00926,-.144
2020,3,1,2,-.0337,-.0692,-.0274,.0127,.0574,.0672,-.124
2020,3,1,3,-.0749,-.147,-.0695,-.041,.0555,-.0666,-.115
2020,3,1,4,-.00308,-.0529,-.0253,-.00643,.113,-.0353,-.12
2020,3,1,5,-.0513,-.163,-.0116,-.0238,.0866,-.00192,-.112
2020,3,1,6,-.0516,-.249,-.0353,-.0107,.096,-.0539,-.138
2020,3,1,7,-.00646,-.182,-.0213,-.0273,.103,.0483,-.118
2020,3,1,8,-.0251,-.379,-.0443,-.0589,.228,-.0319,-.13
2020,3,1,9,-.0802,-.15,-.0252,.0185,.202,.0345,-.0939
2020,3,1,10,-.0225,-.163,.00442,.0127,.101,.0618,-.143
2020,3,1,11,-.00768,-.0852,-.0281,-.0625,.0905,-.0721,-.155
2020,3,1,12,-.0321,-.145,.013,-.0186,.224,.029,-.175
2020,3,1,13,-.0948,-.0178,-.0724,-.0974,.0368,.036,-.271
2020,3,1,14,-.0352,-.262,-.0592,-.0472,-.049,-.0357,-.0982
2020,3,1,15,.0969,-.147,-.0433,-.0979,.118,-.0767,-.305
2020,3,1,16,.0139,-.176,.0619,-.0145,.135,-.0554,-.101
2020,3,1,17,-.0404,-.0544,-.0153,.0286,.0774,.0846,-.22
2020,3,1,19,-.0255,-.11,-.0604,-.0419,-.0585,-.0139,-.155
2020,3,1,20,.0216,-.176,-.0186,.00364,.0542,.0627,-.0771
2020,3,1,21,-.0153,.0863,-.0109,-.132,.213,-.0511,-.207
2020,3,1,22,-.0708,-.306,-.0517,-.0519,.0731,-.0204,-.0985
2020,3,1,23,.103,-.242,.0217,.0833,.112,-.00389,-.208
2020,3,1,24,-.0406,-.111,.00245,.0649,.313,.0572,-.0832
2020,3,1,25,.0114,.0475,-.0485,.0574,.123,-.12,-.282
2020,3,1,26,.0233,.0125,-.0213,.00268,-.0137,.0755,-.102
2020,3,1,27,-.0545,-.326,.0242,.156,-.00767,-.144,-.0856
2020,3,1,28,-.0716,.000231,-.0617,.0179,.148,-.0987,-.202
2020,3,1,29,-.0513,-.197,-.0481,.00521,.13,-.0837,-.287
2020,3,1,30,-.101,.0647,.00368,.35,-.0371,.249,-.211
2020,3,1,31,-.121,-.0107,.00262,.112,.0687,-.0726,-.131
2020,3,1,32,-.0826,-.173,-.0044,-.0944,.202,-.0137,-.127
2020,3,1,33,-.04,-.154,.00219,.00519,.0636,.0385,-.0748
2020,3,1,34,-.0891,-.0447,.0125,.0321,.0706,.0697,.0238
2020,3,1,35,.0787,-.239,.00564,-.0286,.124,-.118,-.155
2020,3,1,36,-.0594,-.162,-.0344,-.039,.182,.0141,-.073
2020,3,1,37,-.0879,-.315,-.0714,-.199,.00017,.0891,-.451
2020,3,1,38,-.0634,-.0995,-.0119,.0928,.0282,-.00877,-.178
2020,3,1,39,-.0177,-.147,-.0172,-.0888,.104,.021,-.144
2020,3,1,40,-.0662,-.196,-.0013,.0127,.0308,-.0584,-.0373
2020,3,1,41,.00645,-.136,.00689,.053,.126,.0157,-.117
2020,3,1,42,-.00292,-.12,-.0136,.0582,.127,-.0495,-.214
2020,3,1,43,-.0403,-.158,-.0576,-.0771,.0346,-.11,-.0866
2020,3,1,44,-.0108,.487,-.0432,-.169,-.15,-.162,.0782
2020,3,1,45,.0434,-.183,.0601,-.102,.00165,.319,-.187
2020,3,1,46,-.00988,-.266,.00278,.0624,.0302,.0542,-.0609
2020,3,1,47,-.0168,-.1,.0218,.0261,.0538,-.0387,-.218
2020,3,1,48,-.0202,-.0305,-.0294,-.0186,.121,-.000452,-.171
2020,3,1,49,-.0946,-.141,-.0247,-.0549,.119,-.0396,-.184
2020,3,1,50,-.06,-.0696,-.0116,-.147,.196,-.069,-.0769
2020,3,1,51,.0317,-.0026,.00142,.082,.0321,.0204,-.17
2020,3,1,52,-.124,-.0645,-.0268,-.00606,.165,.0955,-.13
2020,3,1,53,.0282,-.399,-.0565,-.00523,-.0657,-.0177,-.152
2020,3,8,1,-.0396,.0538,.0338,-.0825,.244,.0858,-.0519
2020,3,8,2,-.0452,-.159,.03,-.091,.202,.0595,-.115
2020,3,8,3,-.138,-.0401,-.0382,-.167,.103,-.0627,-.137
2020,3,8,4,-.02,-.00468,.0162,-.0186,.278,-.0646,-.158
2020,3,8,5,-.0828,-.0939,.0178,-.00469,.159,.0242,-.148
2020,3,8,6,-.0961,-.148,-.0298,-.0744,.198,.0484,-.126
2020,3,8,7,-.14,-.0441,.0377,-.0587,.169,.0343,-.0324
2020,3,8,8,-.0293,.574,.0284,-.108,.35,.0257,-.156
2020,3,8,9,-.234,-.124,-.0387,-.165,.315,.127,-.192
2020,3,8,10,-.0484,-.0272,-.0149,-.0391,.182,.00174,-.114
2020,3,8,11,.00977,-.208,.0449,-.0769,.194,-.0996,-.196
2020,3,8,12,-.121,-.126,.00138,-.0534,.292,-.0408,-.192
2020,3,8,13,-.0861,-.00788,-.0213,-.00445,.15,.177,-.201
2020,3,8,14,-.0335,-.274,-.00178,-.0366,.12,.0342,-.0735
2020,3,8,15,.106,.0662,-.0265,-.283,.129,-.299,-.16
2020,3,8,16,-.0411,-.0664,.125,-.0445,.194,.0464,-.0765
2020,3,8,17,-.0741,-.237,.0203,.00443,.14,.0659,-.154
2020,3,8,19,-.0359,-.107,.0041,-.0285,.113,-.0077,-.19
2020,3,8,20,-.0244,.0803,.018,-.0545,.0962,-.375,-.204
2020,3,8,21,-.131,-.201,-.00869,-.163,.302,.0164,-.164
2020,3,8,22,-.0732,-.17,-.0107,-.0812,.156,.238,-.177
2020,3,8,23,-.0376,-.117,.0294,.0174,.174,.0637,-.133
2020,3,8,24,-.0719,-.144,-.012,-.0243,.215,-.00488,-.0601
2020,3,8,25,-.0107,.402,-.053,.129,.313,-.125,-.249
2020,3,8,26,-.0548,-.0851,-.0059,-.0318,.114,.246,-.0986
2020,3,8,27,-.028,-.57,-.0703,-.0295,.0745,-.395,-.174
2020,3,8,28,-.0664,-.0299,-.03,-.0871,.205,-.164,-.165
2020,3,8,29,-.21,-.0515,-.0321,.06,.332,.0437,-.278
2020,3,8,30,-.0565,-.00189,-.00129,.062,.305,.175,-.428
2020,3,8,31,-.0891,.143,-.0459,-.051,.127,-.229,-.238
2020,3,8,32,-.164,-.0638,-.000441,-.0166,.314,-.0799,-.173
2020,3,8,33,-.0595,-.185,-.0298,-.00114,.119,-.108,-.174
2020,3,8,34,-.111,.1,.0502,.00795,.197,.0427,-.0644
2020,3,8,35,-.126,-.0776,-.0164,-.00307,.171,-.132,-.111
2020,3,8,36,-.0805,-.133,.0205,-.0369,.255,-.00576,.00728
2020,3,8,37,-.0328,-.396,.00078,-.247,.119,-.0194,-.3
2020,3,8,38,-.098,-.163,-.0479,-.0441,.126,-.015,-.256
2020,3,8,39,-.102,-.24,-.0174,-.0995,.166,-.0831,-.239
2020,3,8,40,-.132,-.0204,.0284,-.0146,.162,-.0564,-.118
2020,3,8,41,-.0937,-.14,.0109,-.028,.256,-.0182,-.149
2020,3,8,42,-.0201,-.156,-.00721,-.00134,.153,.00901,-.218
2020,3,8,43,-.0534,-.0272,.011,-.0753,.109,-.0101,-.00829
2020,3,8,44,-.198,.0988,.0435,.169,.0971,.449,.0301
2020,3,8,45,-.187,.00823,-.0216,-.0795,.153,.0136,-.362
2020,3,8,46,-.0702,.132,.0802,.0751,.163,-.206,.0334
2020,3,8,47,.00581,.374,-.0162,.0113,.168,-.0373,-.259
2020,3,8,48,-.058,-.23,-.0266,.0113,.113,-.0427,-.204
2020,3,8,49,-.0848,-.057,.00775,-.0385,.157,-.0128,-.187
2020,3,8,50,-.0395,-.078,.0139,-.11,.32,.0515,-.172
2020,3,8,51,-.0714,-.446,-.0237,-.0233,.0274,.0107,-.187
2020,3,8,52,-.187,-.0272,-.0423,-.102,.213,-.0391,-.21
2020,3,8,53,-.0119,-.146,.0292,.0314,.138,-.0671,-.198
2020,3,15,1,-.226,-.293,-.0257,-.15,.865,-.0516,-.329
2020,3,15,2,-.254,-.333,-.0508,-.242,.649,-.0659,-.296
2020,3,15,3,-.265,-.183,-.0596,-.155,.649,-.207,-.349
2020,3,15,4,-.196,-.334,-.0216,-.163,.675,.00255,-.313
2020,3,15,5,-.124,-.305,.00426,-.077,.644,-.0215,-.203
2020,3,15,6,-.221,-.411,-.0406,-.146,.765,-.0502,-.335
2020,3,15,7,-.254,-.255,-.0179,-.156,.758,-.0967,-.308
2020,3,15,8,-.216,-.136,.0156,.0954,.914,.0592,-.308
2020,3,15,9,-.291,-.382,-.0865,-.241,.489,-.0563,-.386
2020,3,15,10,-.189,-.267,-.0277,-.133,.581,-.0833,-.279
2020,3,15,11,-.191,-.481,-.0204,.026,.589,-.159,-.241
2020,3,15,12,-.234,-.399,-.0166,-.133,.692,-.0108,-.357
2020,3,15,13,-.187,-.349,-.0221,-.0844,.654,-.0498,-.355
2020,3,15,14,-.191,-.445,-.0175,-.146,.604,-.0544,-.258
2020,3,15,15,-.104,-.161,-.0436,-.312,.579,-.477,-.357
2020,3,15,16,-.186,-.343,.0769,-.0906,.631,.0291,-.23
2020,3,15,17,-.16,-.292,-.0206,-.117,.684,.0523,-.237
2020,3,15,19,-.116,-.3,-.00412,-.0623,.336,-.0454,-.293
2020,3,15,20,-.232,-.153,-.0148,-.118,.559,-.136,-.369
2020,3,15,21,-.28,-.624,-.0731,-.244,.697,-.189,-.273
2020,3,15,22,-.199,-.419,-.0648,-.13,.709,.0192,-.376
2020,3,15,23,-.182,-.255,.00537,-.129,.749,-.209,-.216
2020,3,15,24,-.248,-.405,-.0361,-.222,.642,.0812,-.311
2020,3,15,25,-.335,-.309,-.0979,-.324,.785,-.325,-.375
2020,3,15,26,-.156,-.342,.0146,-.054,.391,.0269,-.248
2020,3,15,27,-.256,-.5,-.081,-.164,.458,.236,-.374
2020,3,15,28,-.184,-.259,-.0389,-.196,.675,.0473,-.317
2020,3,15,29,-.344,-.256,-.107,-.116,.816,-.0248,-.451
2020,3,15,30,-.384,-.348,-.0883,-.195,.62,.17,-.499
2020,3,15,31,-.21,-.379,-.0633,-.165,.595,-.223,-.305
2020,3,15,32,-.318,-.293,-.0558,-.193,.851,-.145,-.341
2020,3,15,33,-.128,-.214,.00471,-.0984,.613,.0318,-.282
2020,3,15,34,-.173,-.271,.0182,-.0165,.825,.105,-.265
2020,3,15,35,-.205,-.293,-.0411,-.0937,.54,-.259,-.266
2020,3,15,36,-.212,-.199,-.0399,-.173,.766,-.0777,-.323
2020,3,15,37,-.197,-.665,-.023,-.338,.536,.0255,-.387
2020,3,15,38,-.261,-.374,-.0971,-.239,.6,-.00136,-.362
2020,3,15,39,-.199,-.32,-.016,-.147,.635,.0687,-.233
2020,3,15,40,-.198,-.289,-.0294,-.181,.46,-.00783,-.258
2020,3,15,41,-.231,-.362,-.0276,-.128,.61,-.054,-.302
2020,3,15,42,-.14,-.27,-.000478,-.161,.735,-.104,-.307
2020,3,15,43,-.201,-.381,-.0455,-.147,.458,-.00134,-.214
2020,3,15,44,-.312,-.592,-.13,-.171,.535,-.389,-.271
2020,3,15,45,-.246,-.5,-.0188,-.208,.688,.522,-.555
2020,3,15,46,-.252,-.42,-.0127,-.0256,.629,-.192,-.349
2020,3,15,47,-.154,-.261,-.0278,-.0708,.691,-.117,-.343
2020,3,15,48,-.1,-.236,-.0195,-.00808,.343,-.0621,-.154
2020,3,15,49,-.161,-.172,-.0147,-.19,.568,-.119,-.204
2020,3,15,50,-.153,-.263,.0233,-.2,.947,.13,-.25
2020,3,15,51,-.173,-.516,.00677,-.111,.546,.0992,-.121
2020,3,15,52,-.0845,-.399,.0244,-.153,.684,.0191,-.256
2020,3,15,53,-.0843,-.365,-.00105,-.0618,.358,-.00407,-.293
2020,3,22,1,-.581,-.605,-.223,-.511,.508,-.379,-.618
2020,3,22,2,-.644,-.753,-.242,-.554,.567,-.336,-.624
2020,3,22,3,-.637,-.594,-.255,-.492,.511,-.437,-.612
2020,3,22,4,-.504,-.551,-.163,-.506,.47,-.287,-.529
2020,3,22,5,-.534,-.481,-.137,-.442,.537,-.315,-.508
2020,3,22,6,-.588,-.499,-.223,-.5,.469,-.419,-.576
2020,3,22,7,-.519,-.631,-.188,-.491,.536,-.406,-.599
2020,3,22,8,-.546,-.71,-.171,-.538,.7,-.249,-.542
2020,3,22,9,-.594,-.403,-.221,-.501,.387,-.327,-.617
2020,3,22,10,-.527,-.575,-.168,-.395,.496,-.243,-.584
2020,3,22,11,-.518,-.691,-.202,-.459,.573,-.231,-.621
2020,3,22,12,-.609,-.6,-.247,-.504,.478,-.404,-.63
2020,3,22,13,-.545,-.586,-.199,-.369,.712,-.417,-.623
2020,3,22,14,-.605,-.589,-.202,-.437,.629,-.436,-.544
2020,3,22,15,-.565,-.761,-.238,-.488,.494,-.428,-.653
2020,3,22,16,-.566,-.625,-.142,-.502,.463,-.268,-.536
2020,3,22,17,-.574,-.438,-.183,-.471,.502,-.146,-.55
2020,3,22,19,-.466,-.629,-.095,-.364,.499,-.222,-.479
2020,3,22,20,-.492,-.711,-.0885,-.391,.647,-.181,-.395
2020,3,22,21,-.645,-.261,-.269,-.577,.527,-.512,-.65
2020,3,22,22,-.593,-.774,-.258,-.514,.53,-.249,-.578
2020,3,22,23,-.588,-.366,-.191,-.395,.651,-.299,-.599
2020,3,22,24,-.599,-.517,-.186,-.46,.623,-.417,-.577
2020,3,22,25,-.678,-.55,-.291,-.481,.521,-.516,-.684
2020,3,22,26,-.535,-.661,-.131,-.404,.479,-.132,-.533
2020,3,22,27,-.541,-.773,-.195,-.379,.517,-.154,-.548
2020,3,22,28,-.592,-.685,-.252,-.509,.504,-.465,-.625
2020,3,22,29,-.676,-.609,-.301,-.42,.609,-.397,-.735
2020,3,22,30,-.715,-.499,-.323,-.389,.381,-.267,-.8
2020,3,22,31,-.618,-.606,-.23,-.458,.5,-.385,-.645
2020,3,22,32,-.585,-.637,-.178,-.404,.625,-.262,-.575
2020,3,22,33,-.573,-.448,-.187,-.417,.53,-.301,-.512
2020,3,22,34,-.579,-.538,-.134,-.374,.609,-.318,-.519
2020,3,22,35,-.556,-.538,-.179,-.432,.549,-.497,-.554
2020,3,22,36,-.551,-.382,-.215,-.555,.445,-.351,-.608
2020,3,22,37,-.578,-.552,-.217,-.438,.622,-.291,-.552
2020,3,22,38,-.645,-.617,-.241,-.608,.673,-.399,-.656
2020,3,22,39,-.559,-.541,-.179,-.459,.504,-.253,-.554
2020,3,22,40,-.623,-.427,-.213,-.516,.298,-.365,-.597
2020,3,22,41,-.593,-.628,-.241,-.459,.459,-.406,-.595
2020,3,22,42,-.552,-.588,-.216,-.501,.533,-.341,-.612
2020,3,22,43,-.534,-.345,-.094,-.415,.645,-.183,-.463
2020,3,22,44,-.651,-.302,-.244,-.472,.437,-.351,-.303
2020,3,22,45,-.472,-.574,-.0972,-.567,.508,.286,-.59
2020,3,22,46,-.699,-.37,-.171,-.354,.608,-.484,-.653
2020,3,22,47,-.552,-.503,-.117,-.374,.691,-.287,-.484
2020,3,22,48,-.436,-.653,-.124,-.335,.474,-.158,-.394
2020,3,22,49,-.48,-.697,-.115,-.365,.447,-.242,-.372
2020,3,22,50,-.542,-.674,-.188,-.496,.452,-.256,-.531
2020,3,22,51,-.556,-.435,-.153,-.42,.435,-.347,-.566
2020,3,22,52,-.553,-.586,-.165,-.381,.467,-.427,-.652
2020,3,22,53,-.442,-.681,-.119,-.405,.478,-.29,-.476
2020,3,29,1,-.695,-.758,-.374,-.6,.14,-.583,-.742
2020,3,29,2,-.759,-.778,-.437,-.656,.101,-.596,-.765
2020,3,29,3,-.748,-.824,-.432,-.595,-.00733,-.597,-.785
2020,3,29,4,-.612,-.685,-.35,-.592,.0378,-.571,-.733
2020,3,29,5,-.633,-.639,-.285,-.53,.08,-.475,-.67
2020,3,29,6,-.722,-.748,-.402,-.593,.0783,-.583,-.742
2020,3,29,7,-.653,-.754,-.365,-.623,.0268,-.593,-.711
2020,3,29,8,-.693,-.759,-.393,-.605,.0782,-.51,-.684
2020,3,29,9,-.697,-.623,-.367,-.597,.0928,-.42,-.765
2020,3,29,10,-.628,-.678,-.336,-.553,.0667,-.593,-.714
2020,3,29,11,-.638,-.79,-.335,-.661,.12,-.609,-.681
2020,3,29,12,-.707,-.756,-.373,-.575,.146,-.575,-.783
2020,3,29,13,-.675,-.701,-.378,-.505,.19,-.545,-.789
2020,3,29,14,-.671,-.736,-.376,-.528,.219,-.667,-.672
2020,3,29,15,-.67,-.821,-.444,-.58,-.0378,-.748,-.776
2020,3,29,16,-.627,-.704,-.291,-.553,.105,-.55,-.712
2020,3,29,17,-.665,-.631,-.338,-.553,.158,-.552,-.688
2020,3,29,19,-.535,-.76,-.262,-.461,.0718,-.502,-.616
2020,3,29,20,-.607,-.615,-.316,-.518,.158,-.547,-.753
2020,3,29,21,-.754,-.729,-.433,-.631,.236,-.611,-.785
2020,3,29,22,-.705,-.568,-.354,-.638,.131,-.389,-.739
2020,3,29,23,-.641,-.759,-.358,-.457,.173,-.54,-.717
2020,3,29,24,-.767,-.727,-.389,-.566,.109,-.515,-.774
2020,3,29,25,-.77,-.764,-.508,-.51,.16,-.699,-.828
2020,3,29,26,-.571,-.747,-.247,-.446,.0705,-.469,-.688
2020,3,29,27,-.674,-.765,-.332,-.37,-.00822,-.527,-.694
2020,3,29,28,-.709,-.746,-.386,-.557,.101,-.58,-.729
2020,3,29,29,-.753,-.721,-.414,-.447,.297,-.599,-.844
2020,3,29,30,-.771,-.589,-.461,-.617,-.0248,-.679,-.869
2020,3,29,31,-.721,-.787,-.405,-.585,.0442,-.444,-.809
2020,3,29,32,-.671,-.747,-.316,-.467,.247,-.452,-.702
2020,3,29,33,-.625,-.644,-.252,-.477,.18,-.469,-.692
2020,3,29,34,-.663,-.671,-.314,-.504,.0561,-.53,-.682
2020,3,29,35,-.668,-.724,-.344,-.513,.0888,-.618,-.753
2020,3,29,36,-.671,-.687,-.364,-.617,.156,-.595,-.748
2020,3,29,37,-.687,-.821,-.432,-.605,.00638,-.546,-.789
2020,3,29,38,-.794,-.855,-.441,-.695,.056,-.659,-.776
2020,3,29,39,-.683,-.525,-.318,-.557,.184,-.563,-.705
2020,3,29,40,-.589,-.443,-.309,-.538,-.0271,-.474,-.722
2020,3,29,41,-.709,-.753,-.374,-.546,.15,-.582,-.758
2020,3,29,42,-.738,-.802,-.388,-.575,.161,-.497,-.741
2020,3,29,43,-.699,-.659,-.32,-.549,.0882,-.515,-.632
2020,3,29,44,-.782,-.93,-.419,-.539,.00749,-.685,-.843
2020,3,29,45,-.553,-.825,-.287,-.645,.0998,-.381,-.773
2020,3,29,46,-.744,-.737,-.345,-.493,.057,-.622,-.795
2020,3,29,47,-.652,-.763,-.299,-.483,.0261,-.666,-.722
2020,3,29,48,-.609,-.711,-.297,-.479,.127,-.544,-.617
2020,3,29,49,-.677,-.723,-.279,-.414,.124,-.354,-.624
2020,3,29,50,-.647,-.723,-.284,-.561,.188,-.435,-.721
2020,3,29,51,-.635,-.725,-.328,-.533,.0656,-.532,-.67
2020,3,29,52,-.728,-.782,-.356,-.464,.0701,-.596,-.731
2020,3,29,53,-.557,-.765,-.256,-.535,.0824,-.534,-.622
2020,4,5,1,-.718,-.769,-.363,-.547,.193,-.529,-.708
2020,4,5,2,-.761,-.759,-.41,-.645,.229,-.61,-.764
2020,4,5,3,-.705,-.71,-.388,-.581,.151,-.584,-.749
2020,4,5,4,-.62,-.677,-.353,-.573,.0924,-.542,-.738
2020,4,5,5,-.641,-.7,-.29,-.512,.144,-.501,-.639
2020,4,5,6,-.722,-.768,-.369,-.549,.178,-.548,-.729
2020,4,5,7,-.67,-.712,-.351,-.57,.113,-.579,-.749
2020,4,5,8,-.683,-.743,-.342,-.493,.277,-.574,-.679
2020,4,5,9,-.717,-.682,-.377,-.513,.0843,-.38,-.735
2020,4,5,10,-.612,-.704,-.32,-.529,.0747,-.587,-.703
2020,4,5,11,-.632,-.733,-.299,-.525,.0669,-.7,-.698
2020,4,5,12,-.719,-.713,-.373,-.527,.205,-.52,-.74
2020,4,5,13,-.723,-.734,-.363,-.521,.219,-.572,-.786
2020,4,5,14,-.633,-.643,-.291,-.473,.36,-.637,-.658
2020,4,5,15,-.583,-.72,-.349,-.603,.0965,-.753,-.777
2020,4,5,16,-.604,-.752,-.245,-.496,.121,-.53,-.703
2020,4,5,17,-.664,-.591,-.324,-.534,.132,-.503,-.678
2020,4,5,19,-.526,-.725,-.172,-.417,.218,-.5,-.606
2020,4,5,20,-.556,-.782,-.238,-.473,.235,-.365,-.722
2020,4,5,21,-.718,-.751,-.399,-.597,.299,-.616,-.77
2020,4,5,22,-.722,-.772,-.35,-.585,.055,-.374,-.74
2020,4,5,23,-.63,-.853,-.344,-.499,.294,-.575,-.701
2020,4,5,24,-.743,-.754,-.377,-.494,.18,-.574,-.755
2020,4,5,25,-.774,-.524,-.442,-.558,.316,-.723,-.78
2020,4,5,26,-.579,-.686,-.276,-.521,.111,-.364,-.644
2020,4,5,27,-.726,-.812,-.318,-.485,.129,-.482,-.751
2020,4,5,28,-.667,-.759,-.387,-.518,.0859,-.595,-.769
2020,4,5,29,-.714,-.615,-.378,-.449,.303,-.527,-.822
2020,4,5,30,-.777,-.62,-.42,-.471,.0292,-.553,-.858
2020,4,5,31,-.697,-.743,-.337,-.506,.114,-.478,-.703
2020,4,5,32,-.709,-.786,-.347,-.428,.284,-.677,-.72
2020,4,5,33,-.664,-.754,-.266,-.405,.172,-.412,-.702
2020,4,5,34,-.647,-.78,-.283,-.469,.19,-.479,-.642
2020,4,5,35,-.668,-.735,-.339,-.489,.121,-.655,-.721
2020,4,5,36,-.729,-.731,-.348,-.596,.267,-.561,-.721
2020,4,5,37,-.7,-.836,-.373,-.583,.144,-.411,-.758
2020,4,5,38,-.766,-.722,-.419,-.694,.182,-.638,-.787
2020,4,5,39,-.694,-.682,-.345,-.53,.102,-.542,-.717
2020,4,5,40,-.588,-.535,-.287,-.51,.101,-.389,-.674
2020,4,5,41,-.714,-.748,-.366,-.496,.157,-.465,-.704
2020,4,5,42,-.727,-.796,-.39,-.536,.0989,-.533,-.679
2020,4,5,43,-.685,-.718,-.33,-.521,.121,-.636,-.688
2020,4,5,44,-.762,-.849,-.431,-.356,.13,-.709,-.717
2020,4,5,45,-.68,-.879,-.321,-.641,-.0411,-.48,-.697
2020,4,5,46,-.734,-.671,-.201,-.374,.261,-.727,-.674
2020,4,5,47,-.613,-.669,-.308,-.456,.0754,-.678,-.669
2020,4,5,48,-.576,-.718,-.297,-.392,.0896,-.565,-.594
2020,4,5,49,-.656,-.55,-.285,-.43,.143,-.565,-.661
2020,4,5,50,-.649,-.691,-.326,-.513,.214,-.395,-.715
2020,4,5,51,-.67,-.633,-.292,-.506,.136,-.559,-.655
2020,4,5,52,-.698,-.706,-.355,-.448,.00155,-.638,-.781
2020,4,5,53,-.549,-.72,-.269,-.468,.0577,-.432,-.664
2020,4,12,1,-.705,-.738,-.39,-.577,.0684,-.592,-.79
2020,4,12,2,-.74,-.798,-.433,-.63,.178,-.629,-.81
2020,4,12,3,-.703,-.767,-.389,-.551,.168,-.692,-.79
2020,4,12,4,-.603,-.538,-.375,-.593,.0452,-.611,-.789
2020,4,12,5,-.639,-.698,-.324,-.495,.0553,-.511,-.702
2020,4,12,6,-.709,-.787,-.407,-.569,.0911,-.55,-.793
2020,4,12,7,-.66,-.755,-.366,-.578,.0583,-.583,-.763
2020,4,12,8,-.704,-.742,-.381,-.497,.267,-.583,-.766
2020,4,12,9,-.74,-.712,-.402,-.577,.107,-.506,-.791
2020,4,12,10,-.606,-.763,-.329,-.498,.0642,-.495,-.76
2020,4,12,11,-.63,-.773,-.29,-.533,.0908,-.665,-.733
2020,4,12,12,-.722,-.787,-.397,-.567,.196,-.584,-.8
2020,4,12,13,-.68,-.709,-.322,-.396,.241,-.605,-.84
2020,4,12,14,-.616,-.717,-.329,-.452,.271,-.613,-.725
2020,4,12,15,-.624,-.817,-.324,-.532,-.00868,-.65,-.853
2020,4,12,16,-.596,-.728,-.298,-.495,.12,-.54,-.755
2020,4,12,17,-.694,-.547,-.371,-.535,.162,-.598,-.752
2020,4,12,19,-.522,-.768,-.255,-.42,.0871,-.528,-.672
2020,4,12,20,-.578,-.609,-.213,-.444,.266,-.574,-.736
2020,4,12,21,-.588,-.772,-.405,-.611,.267,-.569,-.812
2020,4,12,22,-.735,-.815,-.391,-.6,.0385,-.343,-.783
2020,4,12,23,-.638,-.596,-.373,-.483,.147,-.493,-.767
2020,4,12,24,-.716,-.757,-.358,-.505,.201,-.586,-.742
2020,4,12,25,-.776,-.771,-.428,-.495,.342,-.344,-.855
2020,4,12,26,-.594,-.697,-.265,-.49,.0755,-.516,-.698
2020,4,12,27,-.686,-.881,-.398,-.545,.0296,-.638,-.777
2020,4,12,28,-.654,-.729,-.391,-.494,.069,-.513,-.748
2020,4,12,29,-.722,-.665,-.415,-.446,.317,-.586,-.88
2020,4,12,30,-.77,-.76,-.437,-.43,-.00492,-.606,-.866
2020,4,12,31,-.686,-.781,-.385,-.498,.185,-.507,-.788
2020,4,12,32,-.688,-.764,-.336,-.442,.329,-.628,-.758
2020,4,12,33,-.641,-.62,-.313,-.406,.0847,-.582,-.759
2020,4,12,34,-.694,-.744,-.319,-.471,.142,-.561,-.734
2020,4,12,35,-.685,-.752,-.348,-.496,.102,-.57,-.733
2020,4,12,36,-.657,-.629,-.355,-.543,.144,-.58,-.782
2020,4,12,37,-.676,-.843,-.424,-.5,-.01,-.59,-.83
2020,4,12,38,-.764,-.806,-.462,-.652,.0287,-.705,-.808
2020,4,12,39,-.714,-.726,-.368,-.52,.156,-.59,-.771
2020,4,12,40,-.595,-.593,-.304,-.51,.0875,-.354,-.728
2020,4,12,41,-.689,-.781,-.374,-.494,.166,-.631,-.78
2020,4,12,42,-.673,-.766,-.361,-.465,.118,-.533,-.784
2020,4,12,43,-.684,-.682,-.391,-.54,.0255,-.62,-.683
2020,4,12,44,-.757,-.794,-.417,-.423,.144,-.553,-.737
2020,4,12,45,-.674,-.68,-.292,-.427,-.0277,-.547,-.787
2020,4,12,46,-.747,-.605,-.343,-.451,.121,-.717,-.789
2020,4,12,47,-.645,-.722,-.334,-.456,.0717,-.551,-.756
2020,4,12,48,-.558,-.796,-.283,-.369,.153,-.471,-.633
2020,4,12,49,-.687,-.531,-.277,-.432,.131,-.59,-.724
2020,4,12,50,-.635,-.689,-.32,-.469,.308,-.489,-.7
2020,4,12,51,-.668,-.672,-.321,-.536,.106,-.582,-.711
2020,4,12,52,-.664,-.725,-.378,-.399,.0423,-.652,-.753
2020,4,12,53,-.533,-.784,-.276,-.448,.108,-.474,-.712
2020,4,19,1,-.682,-.802,-.35,-.531,.0822,-.541,-.756
2020,4,19,2,-.722,-.785,-.374,-.587,.17,-.57,-.796
