cityid,year,month,day,pay,pay31_33,pay44_45,pay48_49,pay62,pay72,pay_inclow,pay_incmiddle,pay_inchigh
12,2020,5,25,-.431,-.276,-.458,-.191,-.401,-.467,.,-.394,-.437
12,2020,5,26,-.43,-.276,-.443,-.19,-.401,-.472,.,-.379,-.438
12,2020,5,27,-.431,-.276,-.445,-.208,-.399,-.459,.,-.383,-.439
12,2020,5,28,-.43,-.275,-.435,-.227,-.395,-.442,.,-.376,-.439
12,2020,5,29,-.428,-.275,-.434,-.228,-.392,-.432,.,-.374,-.437
12,2020,5,30,-.426,-.275,-.434,-.215,-.39,-.429,.,-.364,-.436
13,2020,1,1,.,.,.,.,.,.,.,.,.
13,2020,1,2,.,.,.,.,.,.,.,.,.
13,2020,1,3,.,.,.,.,.,.,.,.,.
13,2020,1,4,.,.,.,.,.,.,.,.,.
13,2020,1,5,.,.,.,.,.,.,.,.,.
13,2020,1,6,.,.,.,.,.,.,.,.,.
13,2020,1,7,.,.,.,.,.,.,.,.,.
13,2020,1,8,-.0514,-.0974,.00765,-.0317,-.0152,-.0527,-.0391,-.054,-.0683
13,2020,1,9,-.053,-.117,-.00283,-.0409,-.0132,-.0241,-.0419,-.0552,-.0676
13,2020,1,10,-.0534,-.135,-.0131,-.0506,-.0102,-.00502,-.0441,-.0552,-.067
13,2020,1,11,-.0474,-.128,-.0161,-.0418,-.00876,-.00464,-.0418,-.0473,-.0608
13,2020,1,12,-.0413,-.12,-.0168,-.0329,-.00732,-.00741,-.0398,-.039,-.0531
13,2020,1,13,-.0353,-.112,-.0197,-.0241,-.00588,-.00636,-.0376,-.0309,-.0458
13,2020,1,14,-.0289,-.104,-.0222,-.0146,-.00399,-.00362,-.0352,-.0224,-.0376
13,2020,1,15,-.0226,-.0959,-.0236,-.00462,-.00193,-.00182,-.0328,-.014,-.0293
13,2020,1,16,-.0168,-.0877,-.0219,.00135,-.00084,-.0077,-.0301,-.00639,-.0237
13,2020,1,17,-.0114,-.0791,-.0183,.00783,-.00173,-.00548,-.0266,.00042,-.0194
13,2020,1,18,-.00755,-.0594,-.0125,.00886,-.00401,-.00136,-.0229,.00376,-.0116
13,2020,1,19,-.0042,-.0397,-.00952,.00988,-.00629,-.00614,-.0195,.0063,-.00537
13,2020,1,20,-.000956,-.0199,-.00597,.0109,-.00858,-.0149,-.0161,.00836,.00185
13,2020,1,21,-.0000746,-.0199,-.00356,.0135,-.00903,-.00631,-.0157,.00958,.00313
13,2020,1,22,.00418,.000786,-.000946,.0164,-.0117,-.0035,-.0121,.0135,.0116
13,2020,1,23,.00941,.0212,.00141,.0196,-.0134,.00619,-.00719,.0177,.0214
13,2020,1,24,.0142,.0429,.00158,.0269,-.0142,.00356,-.000772,.0202,.0314
13,2020,1,25,.0192,.0555,.0044,.0269,-.00786,.0161,.00933,.0226,.0328
13,2020,1,26,.0239,.0681,.00722,.0269,-.00155,.0215,.0195,.0242,.0346
13,2020,1,27,.0323,.1,.016,.0279,.00248,.0239,.0334,.0284,.0435
13,2020,1,28,.0363,.113,.0151,.0274,.00864,.027,.0426,.0299,.0434
13,2020,1,29,.0402,.127,.0186,.024,.0148,.021,.0526,.0305,.0423
13,2020,1,30,.0441,.141,.0232,.0211,.0217,.0162,.0616,.0313,.046
13,2020,1,31,.0474,.152,.0263,.0149,.0284,.0157,.0682,.0326,.0478
13,2020,2,1,.0441,.146,.0276,.00139,.0276,.00508,.0638,.0283,.0502
13,2020,2,2,.041,.141,.0238,-.0121,.0268,.0123,.0587,.0256,.0526
13,2020,2,3,.038,.135,.0226,-.0256,.026,.0176,.054,.0229,.0544
13,2020,2,4,.0349,.13,.0236,-.0412,.0253,.0208,.0497,.0198,.0549
13,2020,2,5,.0317,.124,.0211,-.0548,.0245,.0309,.0453,.0161,.0559
13,2020,2,6,.0275,.118,.0144,-.0659,.0228,.0366,.0404,.012,.0527
13,2020,2,7,.0236,.113,.0106,-.0745,.0206,.0437,.0331,.00977,.0519
13,2020,2,8,.0234,.121,.00188,-.0764,.0211,.0472,.0324,.00942,.0523
13,2020,2,9,.0237,.129,-.000926,-.0783,.0217,.0499,.0322,.00938,.0531
13,2020,2,10,.0234,.137,-.00812,-.0802,.0222,.0484,.0315,.00901,.0536
13,2020,2,11,.0239,.144,-.0127,-.0811,.0231,.0538,.0312,.00921,.056
13,2020,2,12,.0241,.151,-.0173,-.0813,.0242,.0509,.03,.00992,.0581
13,2020,2,13,.0246,.158,-.0211,-.0824,.0261,.0531,.0287,.011,.0603
13,2020,2,14,.0245,.163,-.0276,-.0874,.0285,.0532,.0291,.0105,.0592
13,2020,2,15,.0239,.159,-.0264,-.0772,.0283,.0564,.0269,.011,.059
13,2020,2,16,.0231,.155,-.0262,-.0669,.0281,.0565,.0249,.0112,.0573
13,2020,2,17,.022,.152,-.0268,-.0567,.0279,.0506,.0222,.0111,.057
13,2020,2,18,.0224,.152,-.0279,-.055,.0278,.0578,.0224,.0117,.0578
13,2020,2,19,.0222,.148,-.0277,-.0426,.027,.0649,.0204,.0126,.0579
13,2020,2,20,.0214,.145,-.0285,-.0283,.0251,.0665,.0182,.0127,.0581
13,2020,2,21,.0196,.145,-.0322,-.0138,.0228,.0672,.0152,.0106,.0623
13,2020,2,22,.0177,.148,-.0387,-.0181,.0218,.0744,.0119,.00876,.0657
13,2020,2,23,.0157,.151,-.0444,-.0225,.0208,.0762,.00836,.00667,.0693
13,2020,2,24,.013,.15,-.052,-.0166,.0197,.0868,.00293,.00448,.0724
13,2020,2,25,.0107,.153,-.0583,-.0218,.0187,.0861,-.000621,.00238,.0737
13,2020,2,26,.00841,.157,-.064,-.0278,.0182,.0811,-.00377,-.000641,.0769
13,2020,2,27,.00652,.161,-.0702,-.0364,.017,.0831,-.0061,-.00293,.0788
13,2020,2,28,.0061,.164,-.072,-.0403,.0157,.0875,-.00625,-.00417,.0805
13,2020,2,29,.00501,.159,-.0717,-.0331,.0127,.0754,-.00719,-.00537,.0795
13,2020,3,1,.00424,.154,-.0725,-.0259,.00968,.0743,-.00751,-.00652,.0782
13,2020,3,2,.00356,.149,-.0722,-.0187,.00669,.0732,-.00797,-.00719,.077
13,2020,3,3,.00251,.145,-.0753,-.0118,.00324,.0714,-.00818,-.00873,.0749
13,2020,3,4,.00144,.139,-.0783,-.00477,-.000192,.0757,-.00885,-.00958,.0721
13,2020,3,5,.000163,.133,-.077,-.00429,-.00258,.0736,-.00983,-.011,.0692
13,2020,3,6,-.000605,.123,-.0754,-.00539,-.00496,.0697,-.0125,-.00947,.0644
13,2020,3,7,-.00365,.0999,-.075,-.0169,-.00915,.0716,-.0198,-.00837,.055
13,2020,3,8,-.007,.0769,-.0777,-.0284,-.0134,.0713,-.0279,-.00716,.0457
13,2020,3,9,-.0101,.0539,-.0767,-.0399,-.0175,.0703,-.0353,-.00608,.0364
13,2020,3,10,-.0131,.0303,-.0767,-.0535,-.0217,.0776,-.0427,-.00541,.0289
13,2020,3,11,-.0163,.00503,-.0759,-.067,-.0259,.0797,-.0505,-.0042,.0193
13,2020,3,12,-.0196,-.0197,-.0777,-.074,-.0299,.0766,-.0589,-.00278,.0106
13,2020,3,13,-.0239,-.0413,-.0828,-.0834,-.033,.0673,-.0678,-.00411,.00695
13,2020,3,14,-.0292,-.046,-.0876,-.0847,-.0345,.0603,-.0731,-.0107,.00803
13,2020,3,15,-.0345,-.0508,-.0871,-.086,-.0359,.0441,-.0779,-.0176,.009
13,2020,3,16,-.0408,-.0555,-.0935,-.0873,-.0373,.0145,-.0841,-.025,.00925
13,2020,3,17,-.0478,-.0599,-.102,-.0868,-.0387,-.0344,-.0907,-.0331,.00828
13,2020,3,18,-.0545,-.0625,-.109,-.0862,-.0405,-.0801,-.0971,-.0413,.00987
13,2020,3,19,-.0616,-.0652,-.117,-.0851,-.0424,-.131,-.103,-.0504,.0109
13,2020,3,20,-.0703,-.0755,-.128,-.0856,-.0448,-.177,-.111,-.0603,.00652
13,2020,3,21,-.0818,-.0983,-.147,-.103,-.0512,-.226,-.122,-.071,-.00632
13,2020,3,22,-.0925,-.121,-.163,-.12,-.0576,-.256,-.133,-.0808,-.0179
13,2020,3,23,-.103,-.144,-.178,-.137,-.0639,-.285,-.144,-.0908,-.0278
13,2020,3,24,-.113,-.167,-.19,-.154,-.0704,-.313,-.154,-.101,-.0397
13,2020,3,25,-.124,-.19,-.208,-.171,-.0763,-.346,-.165,-.111,-.0522
13,2020,3,26,-.135,-.214,-.223,-.186,-.084,-.374,-.176,-.122,-.0658
13,2020,3,27,-.149,-.244,-.242,-.201,-.0922,-.409,-.187,-.136,-.086
13,2020,3,28,-.174,-.296,-.268,-.217,-.101,-.439,-.204,-.166,-.115
13,2020,3,29,-.199,-.348,-.29,-.233,-.11,-.473,-.22,-.195,-.144
13,2020,3,30,-.223,-.4,-.318,-.249,-.119,-.506,-.238,-.224,-.175
13,2020,3,31,-.248,-.453,-.34,-.265,-.128,-.531,-.254,-.252,-.203
13,2020,4,1,-.272,-.506,-.361,-.281,-.137,-.549,-.273,-.28,-.231
13,2020,4,2,-.297,-.559,-.381,-.305,-.144,-.562,-.293,-.308,-.258
13,2020,4,3,-.32,-.6,-.395,-.327,-.15,-.581,-.314,-.332,-.283
13,2020,4,4,-.334,-.612,-.405,-.344,-.156,-.586,-.332,-.343,-.302
13,2020,4,5,-.349,-.624,-.414,-.362,-.162,-.592,-.351,-.354,-.321
13,2020,4,6,-.363,-.637,-.421,-.379,-.168,-.601,-.369,-.366,-.339
13,2020,4,7,-.378,-.649,-.429,-.397,-.174,-.609,-.387,-.377,-.357
13,2020,4,8,-.392,-.66,-.437,-.415,-.18,-.625,-.403,-.389,-.376
13,2020,4,9,-.404,-.672,-.445,-.428,-.187,-.641,-.417,-.4,-.392
13,2020,4,10,-.416,-.681,-.455,-.443,-.194,-.652,-.43,-.411,-.404
13,2020,4,11,-.426,-.686,-.465,-.453,-.202,-.661,-.436,-.425,-.414
13,2020,4,12,-.436,-.69,-.478,-.463,-.21,-.667,-.441,-.438,-.425
13,2020,4,13,-.445,-.694,-.485,-.473,-.217,-.671,-.446,-.451,-.435
13,2020,4,14,-.455,-.699,-.498,-.483,-.225,-.669,-.453,-.463,-.445
13,2020,4,15,-.464,-.704,-.511,-.492,-.233,-.668,-.458,-.476,-.455
13,2020,4,16,-.474,-.709,-.523,-.5,-.241,-.673,-.462,-.489,-.466
13,2020,4,17,-.483,-.717,-.537,-.508,-.249,-.666,-.468,-.499,-.479
13,2020,4,18,-.486,-.724,-.539,-.509,-.257,-.652,-.473,-.501,-.481
13,2020,4,19,-.49,-.732,-.541,-.51,-.264,-.651,-.479,-.504,-.483
13,2020,4,20,-.494,-.739,-.538,-.511,-.272,-.65,-.483,-.507,-.485
13,2020,4,21,-.497,-.746,-.541,-.512,-.279,-.647,-.489,-.511,-.487
13,2020,4,22,-.501,-.753,-.543,-.513,-.287,-.626,-.494,-.513,-.489
13,2020,4,23,-.504,-.759,-.546,-.515,-.291,-.61,-.499,-.515,-.491
13,2020,4,24,-.506,-.761,-.55,-.516,-.295,-.599,-.503,-.517,-.487
13,2020,4,25,-.508,-.761,-.548,-.525,-.298,-.604,-.505,-.52,-.487
13,2020,4,26,-.51,-.761,-.549,-.533,-.3,-.603,-.507,-.522,-.487
13,2020,4,27,-.512,-.761,-.556,-.542,-.302,-.594,-.509,-.524,-.488
13,2020,4,28,-.514,-.761,-.553,-.55,-.304,-.584,-.511,-.526,-.489
13,2020,4,29,-.515,-.76,-.551,-.559,-.306,-.585,-.512,-.528,-.489
13,2020,4,30,-.517,-.759,-.548,-.567,-.311,-.579,-.513,-.53,-.489
13,2020,5,1,-.519,-.761,-.543,-.574,-.318,-.566,-.515,-.533,-.491
13,2020,5,2,-.52,-.761,-.543,-.569,-.327,-.558,-.515,-.535,-.489
13,2020,5,3,-.521,-.761,-.543,-.564,-.336,-.548,-.515,-.536,-.488
13,2020,5,4,-.521,-.761,-.545,-.558,-.345,-.541,-.516,-.537,-.486
13,2020,5,5,-.522,-.761,-.544,-.553,-.354,-.535,-.516,-.539,-.485
13,2020,5,6,-.523,-.761,-.545,-.547,-.364,-.532,-.517,-.541,-.483
13,2020,5,7,-.524,-.764,-.546,-.545,-.376,-.524,-.518,-.542,-.485
13,2020,5,8,-.524,-.761,-.547,-.543,-.385,-.52,-.517,-.543,-.487
13,2020,5,9,-.524,-.755,-.548,-.544,-.389,-.509,-.515,-.544,-.489
13,2020,5,10,-.524,-.748,-.547,-.544,-.393,-.504,-.513,-.545,-.492
13,2020,5,11,-.524,-.742,-.544,-.544,-.397,-.497,-.51,-.545,-.495
13,2020,5,12,-.524,-.736,-.543,-.546,-.4,-.489,-.508,-.546,-.497
13,2020,5,13,-.523,-.731,-.54,-.548,-.403,-.478,-.505,-.547,-.501
13,2020,5,14,-.523,-.727,-.542,-.549,-.404,-.475,-.504,-.547,-.503
13,2020,5,15,-.522,-.725,-.541,-.548,-.404,-.475,-.502,-.546,-.505
13,2020,5,16,-.52,-.723,-.538,-.558,-.404,-.479,-.499,-.545,-.504
13,2020,5,17,-.518,-.721,-.535,-.568,-.404,-.473,-.497,-.543,-.502
13,2020,5,18,-.516,-.719,-.535,-.578,-.404,-.477,-.494,-.541,-.5
13,2020,5,19,-.514,-.717,-.534,-.587,-.404,-.483,-.492,-.539,-.5
13,2020,5,20,-.512,-.713,-.535,-.596,-.403,-.483,-.491,-.537,-.497
13,2020,5,21,-.51,-.709,-.527,-.605,-.402,-.48,-.488,-.536,-.495
13,2020,5,22,-.51,-.708,-.527,-.615,-.403,-.482,-.488,-.537,-.492
13,2020,5,23,-.511,-.706,-.528,-.61,-.404,-.484,-.489,-.539,-.491
13,2020,5,24,-.513,-.704,-.528,-.606,-.405,-.495,-.49,-.541,-.491
13,2020,5,25,-.516,-.702,-.531,-.602,-.406,-.535,-.492,-.544,-.492
13,2020,5,26,-.514,-.701,-.524,-.602,-.406,-.491,-.49,-.543,-.49
13,2020,5,27,-.514,-.699,-.519,-.597,-.407,-.489,-.489,-.545,-.489
13,2020,5,28,-.514,-.696,-.52,-.588,-.409,-.485,-.488,-.545,-.487
13,2020,5,29,-.513,-.69,-.515,-.58,-.41,-.476,-.486,-.545,-.484
13,2020,5,30,-.511,-.676,-.512,-.576,-.411,-.466,-.483,-.543,-.483
14,2020,1,1,.,.,.,.,.,.,.,.,.
14,2020,1,2,.,.,.,.,.,.,.,.,.
14,2020,1,3,.,.,.,.,.,.,.,.,.
14,2020,1,4,.,.,.,.,.,.,.,.,.
14,2020,1,5,.,.,.,.,.,.,.,.,.
14,2020,1,6,.,.,.,.,.,.,.,.,.
14,2020,1,7,.,.,.,.,.,.,.,.,.
14,2020,1,8,-.0224,-.0408,-.0319,-.00577,-.00822,-.052,-.027,-.0238,.00517
14,2020,1,9,-.0191,-.0345,-.0258,-.00122,-.0039,-.0459,-.0218,-.0212,.00383
14,2020,1,10,-.0174,-.0361,-.0239,.00318,-.00494,-.0402,-.0204,-.0182,-.000263
14,2020,1,11,-.0164,-.0287,-.0337,.00803,-.00635,-.0408,-.0186,-.0173,-.000469
14,2020,1,12,-.0147,-.0213,-.0324,.0129,-.00777,-.0413,-.0166,-.0155,-.000897
14,2020,1,13,-.0128,-.0139,-.0309,.0177,-.00919,-.0371,-.0145,-.0134,-.000874
14,2020,1,14,-.00982,-.00647,-.0235,.0245,-.0102,-.0315,-.0122,-.00973,.000438
14,2020,1,15,-.00702,-.00036,-.0184,.0313,-.0113,-.0291,-.00964,-.00681,.0029
14,2020,1,16,-.00325,.00605,.002,.0386,-.0128,-.0258,-.00659,-.0023,.00427
14,2020,1,17,-.000369,.0149,.00412,.0371,-.0126,-.0139,-.0038,.000132,.00883
14,2020,1,18,.000913,.018,.00478,.0256,-.0107,.0103,-.0025,.00241,.00614
14,2020,1,19,.00213,.0211,.0108,.0141,-.00885,.0263,-.00142,.00402,.00582
14,2020,1,20,.00269,.0242,.0168,.00261,-.00696,.027,-.000529,.00446,.00526
14,2020,1,21,.0034,.0241,.0156,.00474,-.00659,.022,.00113,.00452,.00542
14,2020,1,22,.0048,.0285,.0265,-.00464,-.00453,.0183,.00291,.00599,.00433
14,2020,1,23,.00538,.0349,.0147,-.0143,-.00154,.0214,.00444,.00572,.00608
14,2020,1,24,.00655,.0388,.0153,-.0131,.00134,.0199,.00662,.00627,.00647
14,2020,1,25,.00835,.031,.0219,-.0101,.00376,.0198,.0089,.00787,.0069
14,2020,1,26,.00937,.0232,.0149,-.00707,.00617,.0188,.0112,.00883,.00388
14,2020,1,27,.0112,.0185,.0162,-.0156,.0105,.0204,.0144,.0103,.00157
14,2020,1,28,.0112,.00996,.00555,-.0147,.0125,.0277,.0153,.0104,-.000908
14,2020,1,29,.0116,.00166,.00157,-.0138,.0147,.032,.0167,.0106,-.00366
14,2020,1,30,.0118,-.0109,.000779,-.0127,.0156,.0359,.0177,.0113,-.00926
14,2020,1,31,.0107,-.0206,-.00158,-.0157,.0143,.0334,.0167,.0114,-.0145
14,2020,2,1,.00982,-.0197,-.00747,-.0121,.0115,.0334,.014,.0122,-.0147
14,2020,2,2,.0093,-.0189,-.00396,-.00852,.00873,.0297,.0112,.0134,-.014
14,2020,2,3,.00894,-.018,-.000461,-.00493,.00592,.0299,.0085,.0151,-.014
14,2020,2,4,.00764,-.0165,.000337,-.00196,.00277,.0252,.00515,.0157,-.0153
14,2020,2,5,.00559,-.0151,-.0104,.001,-.000382,.0247,.00121,.0158,-.0176
14,2020,2,6,.0029,-.00784,-.0175,.00379,-.00457,.0186,-.00287,.0143,-.0182
14,2020,2,7,-.000684,-.00115,-.0155,.00555,-.0123,.0153,-.00437,.0078,-.019
14,2020,2,8,-.00317,.00688,-.0127,-.00289,-.0189,.0128,-.00466,.00278,-.0206
14,2020,2,9,-.00585,.0149,-.0131,-.0113,-.0256,.00961,-.00513,-.00247,-.0225
14,2020,2,10,-.0086,.0229,-.0129,-.0198,-.0322,.00427,-.00541,-.0079,-.0247
14,2020,2,11,-.0105,.0316,-.0103,-.0271,-.0384,.000542,-.00557,-.0123,-.0251
14,2020,2,12,-.0125,.0404,-.0031,-.0345,-.0446,-.00514,-.00559,-.017,-.0246
14,2020,2,13,-.0139,.0443,-.0062,-.0417,-.0488,-.00677,-.00519,-.0208,-.0243
14,2020,2,14,-.0114,.0488,.00188,-.0486,-.0472,.00231,-.00468,-.017,-.0217
14,2020,2,15,-.0118,.0525,.00061,-.054,-.0471,-.00247,-.00547,-.0177,-.0189
14,2020,2,16,-.0114,.0562,.00633,-.0594,-.0469,.000121,-.00611,-.0172,-.0159
14,2020,2,17,-.0113,.0598,.00597,-.0647,-.0467,.0063,-.00692,-.0169,-.0127
14,2020,2,18,-.0106,.0592,.0063,-.0635,-.0463,.00153,-.00564,-.0167,-.0124
14,2020,2,19,-.0094,.0621,.0111,-.0677,-.0457,-.000186,-.00557,-.0155,-.00744
14,2020,2,20,-.00785,.0659,.0238,-.0721,-.0451,.00147,-.0052,-.0141,-.00175
14,2020,2,21,-.00634,.0783,.0222,-.0724,-.0442,-.000258,-.00442,-.0126,.00344
14,2020,2,22,-.00384,.0691,.0232,-.0601,-.0402,.0106,-.00313,-.00935,.00809
14,2020,2,23,-.00187,.0599,.0198,-.0477,-.0361,.0146,-.00198,-.0068,.0114
14,2020,2,24,.000429,.0543,.023,-.0407,-.0319,.0197,-.00163,-.00408,.0194
14,2020,2,25,.00217,.0449,.0257,-.0289,-.0284,.023,-.000678,-.00201,.0224
14,2020,2,26,.0035,.0361,.0232,-.017,-.025,.0329,.00037,-.000361,.0236
14,2020,2,27,.00407,.0269,.0128,-.00518,-.0216,.0345,.00134,-.0000277,.0246
14,2020,2,28,.00246,.00863,.0125,.00749,-.0218,.0275,-.000419,-.00141,.0225
14,2020,2,29,-.00107,8.40e-06,.00959,.0144,-.0276,.023,-.00503,-.00361,.0176
14,2020,3,1,-.00424,-.00862,.0085,.0212,-.0333,.0245,-.00946,-.00553,.0145
14,2020,3,2,-.00718,-.0172,.009,.0281,-.0391,.0294,-.0137,-.00692,.00989
14,2020,3,3,-.0101,-.0257,.0104,.0347,-.0449,.0354,-.0184,-.00794,.00642
14,2020,3,4,-.0126,-.0348,.0102,.0413,-.0507,.0415,-.0225,-.00857,.0024
14,2020,3,5,-.0139,-.0454,.0242,.0487,-.0559,.0455,-.0263,-.00723,-.000715
14,2020,3,6,-.0155,-.059,.0202,.0538,-.0559,.051,-.0296,-.00579,-.00791
14,2020,3,7,-.0162,-.0551,.0197,.0486,-.0517,.0481,-.031,-.00438,-.0149
14,2020,3,8,-.0172,-.0512,.0169,.0435,-.0475,.0405,-.033,-.0033,-.0218
14,2020,3,9,-.0184,-.0472,.012,.0384,-.0433,.0316,-.0349,-.00274,-.0279
14,2020,3,10,-.0207,-.0437,-.00127,.0326,-.0389,.0163,-.0377,-.00326,-.0345
14,2020,3,11,-.022,-.0415,-.00588,.0268,-.0343,.00259,-.0406,-.00218,-.0401
14,2020,3,12,-.0242,-.0378,-.0124,.02,-.031,-.00805,-.0444,-.00214,-.0456
14,2020,3,13,-.0262,-.0335,-.0166,.00577,-.0294,-.0189,-.0464,-.00442,-.0469
14,2020,3,14,-.0312,-.0445,-.0201,-.00618,-.0303,-.0331,-.0502,-.0109,-.0506
14,2020,3,15,-.0363,-.0554,-.0177,-.0181,-.0312,-.0559,-.0536,-.0181,-.0539
14,2020,3,16,-.0424,-.0663,-.0312,-.0301,-.0321,-.0811,-.0573,-.0264,-.059
14,2020,3,17,-.0481,-.0769,-.0363,-.0418,-.0331,-.112,-.0608,-.0339,-.0659
14,2020,3,18,-.0555,-.0861,-.0589,-.0535,-.0341,-.15,-.0642,-.045,-.0722
14,2020,3,19,-.0638,-.0959,-.0823,-.0647,-.0351,-.197,-.0681,-.0568,-.081
14,2020,3,20,-.0747,-.118,-.111,-.0697,-.0389,-.261,-.074,-.0723,-.0904
14,2020,3,21,-.0867,-.135,-.139,-.0758,-.0428,-.342,-.0815,-.0881,-.104
14,2020,3,22,-.0975,-.153,-.171,-.082,-.0467,-.388,-.0885,-.102,-.116
14,2020,3,23,-.108,-.17,-.206,-.0882,-.0506,-.424,-.0954,-.115,-.128
14,2020,3,24,-.118,-.19,-.238,-.0941,-.0545,-.457,-.103,-.128,-.139
14,2020,3,25,-.128,-.212,-.258,-.1,-.0587,-.49,-.111,-.139,-.15
14,2020,3,26,-.138,-.233,-.28,-.107,-.0628,-.517,-.119,-.15,-.161
14,2020,3,27,-.149,-.246,-.297,-.117,-.0693,-.543,-.13,-.161,-.176
14,2020,3,28,-.164,-.28,-.306,-.136,-.0781,-.563,-.142,-.178,-.189
14,2020,3,29,-.178,-.315,-.315,-.154,-.0868,-.583,-.154,-.195,-.202
14,2020,3,30,-.192,-.349,-.314,-.173,-.0956,-.594,-.166,-.21,-.216
14,2020,3,31,-.205,-.382,-.31,-.192,-.105,-.605,-.177,-.226,-.228
14,2020,4,1,-.218,-.412,-.314,-.211,-.113,-.614,-.187,-.242,-.241
14,2020,4,2,-.232,-.445,-.32,-.229,-.123,-.62,-.197,-.259,-.254
14,2020,4,3,-.247,-.471,-.336,-.252,-.131,-.629,-.209,-.277,-.272
14,2020,4,4,-.264,-.479,-.352,-.267,-.143,-.637,-.224,-.295,-.294
14,2020,4,5,-.281,-.487,-.364,-.281,-.154,-.648,-.239,-.313,-.315
14,2020,4,6,-.299,-.495,-.384,-.295,-.165,-.659,-.254,-.332,-.337
14,2020,4,7,-.317,-.504,-.405,-.31,-.176,-.665,-.272,-.35,-.359
14,2020,4,8,-.334,-.512,-.408,-.325,-.187,-.671,-.289,-.367,-.381
14,2020,4,9,-.352,-.515,-.42,-.341,-.197,-.684,-.306,-.384,-.403
14,2020,4,10,-.367,-.516,-.423,-.345,-.206,-.695,-.322,-.398,-.418
14,2020,4,11,-.377,-.52,-.432,-.347,-.214,-.7,-.33,-.41,-.432
14,2020,4,12,-.388,-.525,-.443,-.349,-.221,-.709,-.339,-.421,-.447
14,2020,4,13,-.399,-.529,-.458,-.351,-.229,-.719,-.348,-.434,-.461
14,2020,4,14,-.408,-.533,-.46,-.352,-.236,-.73,-.354,-.445,-.475
14,2020,4,15,-.418,-.537,-.476,-.353,-.243,-.739,-.361,-.457,-.488
14,2020,4,16,-.427,-.543,-.48,-.354,-.251,-.744,-.367,-.468,-.502
14,2020,4,17,-.434,-.551,-.49,-.356,-.256,-.746,-.372,-.476,-.511
14,2020,4,18,-.437,-.551,-.489,-.361,-.26,-.748,-.376,-.479,-.512
14,2020,4,19,-.44,-.551,-.487,-.367,-.264,-.747,-.38,-.481,-.514
14,2020,4,20,-.442,-.55,-.482,-.373,-.267,-.743,-.384,-.484,-.515
14,2020,4,21,-.445,-.55,-.483,-.379,-.271,-.746,-.386,-.487,-.517
14,2020,4,22,-.448,-.55,-.487,-.384,-.274,-.745,-.389,-.489,-.52
14,2020,4,23,-.45,-.552,-.492,-.391,-.277,-.743,-.391,-.492,-.521
14,2020,4,24,-.453,-.562,-.491,-.402,-.283,-.746,-.394,-.496,-.524
14,2020,4,25,-.454,-.571,-.494,-.4,-.288,-.741,-.393,-.498,-.525
14,2020,4,26,-.455,-.58,-.498,-.398,-.292,-.74,-.393,-.499,-.525
14,2020,4,27,-.455,-.588,-.489,-.397,-.297,-.74,-.394,-.5,-.526
14,2020,4,28,-.457,-.597,-.493,-.395,-.301,-.736,-.395,-.502,-.525
14,2020,4,29,-.458,-.606,-.488,-.394,-.306,-.735,-.397,-.503,-.524
14,2020,4,30,-.46,-.612,-.487,-.391,-.312,-.74,-.399,-.505,-.525
14,2020,5,1,-.46,-.609,-.485,-.388,-.315,-.735,-.399,-.506,-.523
14,2020,5,2,-.46,-.615,-.486,-.392,-.316,-.734,-.4,-.506,-.517
14,2020,5,3,-.459,-.621,-.485,-.396,-.318,-.732,-.4,-.507,-.511
14,2020,5,4,-.459,-.626,-.489,-.401,-.319,-.729,-.4,-.508,-.505
14,2020,5,5,-.458,-.632,-.481,-.405,-.32,-.727,-.4,-.508,-.499
14,2020,5,6,-.458,-.638,-.48,-.409,-.321,-.729,-.4,-.509,-.493
14,2020,5,7,-.457,-.644,-.48,-.413,-.322,-.724,-.399,-.509,-.487
14,2020,5,8,-.456,-.649,-.478,-.418,-.322,-.725,-.398,-.509,-.483
14,2020,5,9,-.455,-.643,-.475,-.419,-.321,-.725,-.398,-.506,-.484
14,2020,5,10,-.454,-.637,-.473,-.42,-.321,-.727,-.398,-.504,-.483
14,2020,5,11,-.452,-.63,-.468,-.422,-.321,-.727,-.398,-.501,-.483
14,2020,5,12,-.451,-.624,-.468,-.423,-.321,-.724,-.398,-.499,-.483
14,2020,5,13,-.45,-.618,-.47,-.424,-.321,-.719,-.398,-.496,-.484
14,2020,5,14,-.449,-.612,-.47,-.427,-.321,-.715,-.398,-.494,-.484
14,2020,5,15,-.448,-.611,-.466,-.43,-.319,-.707,-.397,-.492,-.484
14,2020,5,16,-.446,-.605,-.465,-.432,-.315,-.7,-.394,-.49,-.483
14,2020,5,17,-.444,-.599,-.464,-.434,-.312,-.696,-.392,-.488,-.483
14,2020,5,18,-.442,-.593,-.465,-.435,-.308,-.691,-.389,-.487,-.483
14,2020,5,19,-.441,-.587,-.462,-.437,-.305,-.69,-.388,-.485,-.482
14,2020,5,20,-.439,-.58,-.463,-.439,-.301,-.689,-.387,-.483,-.481
14,2020,5,21,-.438,-.574,-.457,-.44,-.298,-.687,-.385,-.481,-.48
14,2020,5,22,-.437,-.567,-.462,-.436,-.298,-.686,-.386,-.479,-.478
14,2020,5,23,-.436,-.572,-.461,-.428,-.299,-.684,-.386,-.478,-.479
14,2020,5,24,-.436,-.577,-.46,-.419,-.299,-.685,-.387,-.477,-.48
