cityid,year,month,day,pay,pay31_33,pay44_45,pay48_49,pay62,pay72,pay_inclow,pay_incmiddle,pay_inchigh
1,2020,2,14,-.00718,-.0449,-.02,-.00869,.00554,.0197,-.0128,.00526,-.018
1,2020,2,15,-.00712,-.0453,-.0256,-.00592,.00547,.0231,-.0117,.0048,-.0179
1,2020,2,16,-.00672,-.0457,-.0281,-.00316,.0054,.0258,-.0106,.00476,-.0174
1,2020,2,17,-.00617,-.046,-.0307,-.000392,.00534,.0306,-.0103,.00583,-.0173
1,2020,2,18,-.00558,-.0458,-.0299,.00071,.00573,.0263,-.0088,.00573,-.0163
1,2020,2,19,-.00412,-.0459,-.0311,.00476,.00592,.0279,-.00672,.00688,-.0148
1,2020,2,20,-.0024,-.045,-.0336,.00869,.00659,.0298,-.00344,.00815,-.0134
1,2020,2,21,-.000595,-.0441,-.0353,.0106,.0076,.0302,-.0012,.00907,-.0108
1,2020,2,22,-.000654,-.046,-.0308,.00913,.00585,.0285,.00107,.00842,-.0113
1,2020,2,23,-.00079,-.0478,-.0289,.00768,.0041,.0302,.00336,.00751,-.0118
1,2020,2,24,-.00062,-.0501,-.0296,.009,.00228,.0334,.00612,.00722,-.0125
1,2020,2,25,-.00138,-.0521,-.0291,.00682,.000292,.0363,.00758,.0058,-.0136
1,2020,2,26,-.00263,-.054,-.0296,.00446,-.00171,.0384,.00947,.0041,-.016
1,2020,2,27,-.00449,-.057,-.0315,.00264,-.00399,.0374,.0097,.00182,-.0184
1,2020,2,28,-.00661,-.0608,-.0324,.000765,-.00669,.036,.00996,-.00033,-.0219
1,2020,2,29,-.0086,-.0611,-.0365,-.000246,-.01,.0366,.0077,-.00151,-.0246
1,2020,3,1,-.0105,-.0614,-.038,-.00126,-.0134,.0349,.00564,-.00214,-.0276
1,2020,3,2,-.0124,-.0617,-.0397,-.00227,-.0167,.0325,.00445,-.003,-.0311
