statefips,year,month,day,emp,emp31_33,emp44_45,emp48_49,emp62,emp72,emp_inclow,emp_incmiddle,emp_inchigh
1,2020,2,15,-.000747,.0253,.026,-.0147,-.0205,.0242,-.00235,.0102,-.0306
1,2020,2,16,-.00411,.0222,.0177,-.0261,-.0237,.0187,-.00585,.00772,-.0367
1,2020,2,17,-.0069,.0191,.0131,-.0374,-.0269,.0171,-.00903,.00579,-.0412
1,2020,2,18,-.00548,.02,.0144,-.027,-.0268,.021,-.00754,.00742,-.0406
1,2020,2,19,-.00698,.0174,.00959,-.0327,-.03,.0247,-.00909,.00643,-.0439
1,2020,2,20,-.00807,.0147,.00445,-.0374,-.0334,.0274,-.00984,.00537,-.0467
1,2020,2,21,-.00928,.0107,.00355,-.0403,-.0364,.0278,-.0107,.0044,-.0503
1,2020,2,22,-.0106,.00876,.0043,-.0384,-.0376,.029,-.0114,.00243,-.0514
1,2020,2,23,-.0115,.00678,.00657,-.0365,-.0388,.0336,-.0114,.000532,-.0525
1,2020,2,24,-.0153,.00171,.0034,-.0459,-.0432,.0371,-.0147,-.00316,-.0587
1,2020,2,25,-.0176,-.000717,.00143,-.0507,-.0451,.0411,-.0159,-.00659,-.0615
1,2020,2,26,-.0202,-.00336,.00083,-.0526,-.0471,.0362,-.0179,-.0101,-.0638
1,2020,2,27,-.0232,-.00711,.000528,-.0545,-.0491,.0309,-.0203,-.0137,-.0662
1,2020,2,28,-.0255,-.00976,.00083,-.0564,-.0503,.0285,-.0226,-.0164,-.067
1,2020,2,29,-.0272,-.0126,.00159,-.0621,-.0516,.0274,-.0248,-.0186,-.0657
1,2020,3,1,-.0289,-.0155,.00174,-.0677,-.0529,.0289,-.0272,-.0203,-.0647
1,2020,3,2,-.0306,-.0184,.00355,-.0734,-.0543,.0277,-.0294,-.0224,-.0628
1,2020,3,3,-.0322,-.021,.00611,-.0782,-.0551,.0238,-.0317,-.0243,-.0615
1,2020,3,4,-.0339,-.0232,.0031,-.0829,-.0557,.0266,-.0341,-.0263,-.0596
