statefips,year,month,day,emp,emp31_33,emp44_45,emp48_49,emp62,emp72,emp_inclow,emp_incmiddle,emp_inchigh
12,2020,1,6,.,.,.,.,.,.,.,.,.
12,2020,1,7,.,.,.,.,.,.,.,.,.
12,2020,1,8,-.00537,-.0039,-.00259,-.0114,.00428,-.0152,-.00411,-.00703,.0000912
12,2020,1,9,-.00414,-.00342,-.00228,-.0114,.00436,-.0114,-.00262,-.00578,.000424
12,2020,1,10,-.00327,-.0038,-.00212,-.0111,.00393,-.00951,-.00172,-.00495,.00143
12,2020,1,11,-.00273,-.00171,-.00107,-.011,.00281,-.00752,-.00195,-.00407,.00237
12,2020,1,12,-.00237,.00038,-.00105,-.0108,.0017,-.00625,-.0021,-.00343,.00274
12,2020,1,13,-.00188,.00247,-.000386,-.0107,.000579,-.00432,-.00246,-.00244,.00306
12,2020,1,14,-.00128,.00485,-.000386,-.01,.000745,-.00384,-.00223,-.0015,.00301
12,2020,1,15,-.000655,.00637,.000458,-.00818,.000724,-.00239,-.00183,-.00072,.00339
12,2020,1,16,-.000185,.00704,.0000463,-.00499,.000993,-.00103,-.00177,.0000344,.00357
12,2020,1,17,.000213,.00713,.000541,-.000731,.0011,.000689,-.00172,.000757,.00322
12,2020,1,18,-.000761,.00428,-.00156,-.0014,-.000331,.000712,-.00259,-.000135,.00153
12,2020,1,19,-.00156,.00143,-.00276,-.00206,-.00176,.00159,-.00349,-.000831,.000464
12,2020,1,20,-.00278,-.00143,-.00476,-.00273,-.00319,-.00161,-.00451,-.00214,-.000843
12,2020,1,21,-.000749,-.000666,-.00226,.000598,-.00159,.00256,-.00234,-.00019,.00115
12,2020,1,22,-9.07e-06,-.00219,-.00284,.0018,-.00159,.00239,-.0014,.000504,.00151
12,2020,1,23,.000982,-.00266,-.0021,.00273,-.00143,.00257,-.0000765,.0013,.00244
12,2020,1,24,.00179,-.0019,-.00185,.00246,-.00186,.00371,.000824,.00223,.00225
12,2020,1,25,.00281,-.00019,.000211,.00499,-.000993,.00461,.00221,.00332,.00179
12,2020,1,26,.00385,.00152,.00182,.00751,-.000124,.0064,.00364,.00439,.00145
12,2020,1,27,.00376,.00038,.00176,.00937,-.000683,.00559,.0042,.00417,.0000117
12,2020,1,28,.00344,.00152,.00207,.00964,-.00108,.00547,.00399,.00411,-.00208
12,2020,1,29,.00339,.00228,.00353,.0104,-.00134,.00741,.00409,.00415,-.00319
12,2020,1,30,.00295,.00257,.00423,.0111,-.0018,.00811,.00384,.00386,-.00497
12,2020,1,31,.00249,.00143,.00543,.01,-.00174,.00831,.00364,.00327,-.0056
12,2020,2,1,.00254,.000571,.0047,.00898,-.000228,.00912,.00427,.00299,-.00554
12,2020,2,2,.00241,-.000285,.00392,.00791,.00128,.00763,.00457,.00261,-.00565
12,2020,2,3,.0025,-.00114,.00371,.00685,.00279,.00821,.00493,.00254,-.00546
12,2020,2,4,.0019,-.00238,.00266,.00392,.00269,.0106,.00433,.0017,-.00477
12,2020,2,5,.00119,-.00361,.0013,.00113,.003,.0113,.00366,.000844,-.00471
12,2020,2,6,.000413,-.00513,-.000325,-.00113,.00302,.0114,.00276,.000072,-.00509
12,2020,2,7,-.000236,-.0059,-.00263,-.00166,.00275,.0113,.00206,-.000683,-.00495
12,2020,2,8,-.00103,-.00418,-.00401,-.00525,.00143,.0133,.00105,-.0015,-.00487
12,2020,2,9,-.00163,-.00247,-.00492,-.00884,.000103,.0169,.000266,-.00206,-.00511
12,2020,2,10,-.00249,-.000761,-.00684,-.0124,-.00122,.0188,-.000724,-.00289,-.00569
12,2020,2,11,-.00319,.00105,-.00906,-.0152,-.00149,.0187,-.0014,-.00354,-.00671
12,2020,2,12,-.0038,.00266,-.00968,-.0175,-.00223,.0193,-.00217,-.00403,-.00742
12,2020,2,13,-.00427,.00437,-.0105,-.0204,-.00281,.0221,-.00256,-.00469,-.00713
12,2020,2,14,-.00463,.00628,-.011,-.0241,-.00343,.0249,-.00298,-.00501,-.00745
12,2020,2,15,-.00651,.00561,-.0129,-.0269,-.0059,.0218,-.00542,-.00664,-.00891
12,2020,2,16,-.00834,.00494,-.0147,-.0297,-.00836,.0193,-.00776,-.00827,-.0101
12,2020,2,17,-.0101,.00428,-.0172,-.0325,-.0108,.0184,-.00989,-.00985,-.012
12,2020,2,18,-.00821,.00513,-.0144,-.0295,-.00898,.021,-.00778,-.00814,-.00955
12,2020,2,19,-.00835,.00523,-.0157,-.03,-.00966,.0211,-.0081,-.00824,-.00944
12,2020,2,20,-.00839,.00523,-.0161,-.0297,-.0103,.0208,-.00853,-.00803,-.0095
12,2020,2,21,-.00895,.00475,-.0168,-.0293,-.0111,.0196,-.00917,-.00871,-.00918
12,2020,2,22,-.00886,.0038,-.0166,-.0287,-.011,.0236,-.00917,-.00868,-.00856
12,2020,2,23,-.00891,.00285,-.0157,-.028,-.0109,.0251,-.00933,-.00871,-.00829
12,2020,2,24,-.0108,.00124,-.0171,-.0301,-.0132,.0244,-.0117,-.0105,-.00933
12,2020,2,25,-.0123,-.000285,-.0178,-.0321,-.0146,.0228,-.0133,-.0119,-.011
12,2020,2,26,-.0137,-.00181,-.0185,-.0337,-.0158,.0218,-.0147,-.0134,-.0122
12,2020,2,27,-.0152,-.00314,-.0194,-.0361,-.017,.0221,-.0161,-.0149,-.0135
12,2020,2,28,-.0167,-.00456,-.0206,-.0385,-.0181,.0228,-.0177,-.0162,-.0158
12,2020,2,29,-.0192,-.00599,-.0231,-.0402,-.0202,.0215,-.0203,-.0186,-.0188
12,2020,3,1,-.0216,-.00742,-.0259,-.042,-.0223,.0219,-.023,-.0209,-.0212
12,2020,3,2,-.0241,-.00884,-.0287,-.0437,-.0244,.0205,-.0257,-.0232,-.0241
12,2020,3,3,-.0266,-.0103,-.0317,-.0447,-.0265,.0197,-.0284,-.0256,-.0265
12,2020,3,4,-.0289,-.0117,-.0338,-.0459,-.0286,.0199,-.0311,-.0276,-.0288
12,2020,3,5,-.0314,-.013,-.037,-.047,-.0306,.0184,-.0334,-.0302,-.0314
12,2020,3,6,-.0337,-.0158,-.0394,-.0479,-.0325,.0186,-.0356,-.0326,-.0333
12,2020,3,7,-.0358,-.0204,-.0412,-.0475,-.0349,.0191,-.0376,-.035,-.0349
12,2020,3,8,-.0381,-.0251,-.0434,-.0471,-.0373,.0189,-.0395,-.0376,-.0368
12,2020,3,9,-.0403,-.0298,-.0455,-.0467,-.0397,.0192,-.0416,-.04,-.0384
12,2020,3,10,-.0425,-.0345,-.0466,-.0466,-.0423,.0204,-.0435,-.0424,-.0398
12,2020,3,11,-.045,-.0392,-.0495,-.0466,-.0452,.0212,-.0455,-.0453,-.0416
12,2020,3,12,-.0474,-.0438,-.0511,-.0467,-.0479,.0212,-.048,-.0479,-.0428
12,2020,3,13,-.0501,-.0469,-.0533,-.0483,-.0504,.0191,-.0507,-.0507,-.0449
12,2020,3,14,-.0534,-.0487,-.0582,-.0541,-.0524,.0107,-.0544,-.0537,-.0482
12,2020,3,15,-.0567,-.0505,-.0629,-.0598,-.0543,.000911,-.0584,-.0568,-.0515
12,2020,3,16,-.0603,-.0523,-.0683,-.0655,-.0562,-.00946,-.0625,-.0599,-.0551
12,2020,3,17,-.065,-.0541,-.0766,-.0708,-.058,-.0321,-.0677,-.0643,-.0604
12,2020,3,18,-.071,-.0563,-.0855,-.076,-.0597,-.069,-.0736,-.0699,-.0678
12,2020,3,19,-.0782,-.058,-.0975,-.0812,-.0619,-.114,-.0807,-.0768,-.0772
12,2020,3,20,-.0872,-.0601,-.113,-.0838,-.0651,-.175,-.0886,-.0858,-.0893
12,2020,3,21,-.0983,-.0643,-.128,-.0868,-.069,-.24,-.0974,-.0977,-.103
12,2020,3,22,-.108,-.0685,-.14,-.0897,-.0728,-.293,-.105,-.108,-.116
12,2020,3,23,-.117,-.0726,-.154,-.0926,-.0767,-.336,-.113,-.118,-.128
12,2020,3,24,-.127,-.0767,-.169,-.0959,-.0808,-.377,-.12,-.128,-.139
12,2020,3,25,-.135,-.0806,-.183,-.0993,-.0847,-.407,-.127,-.137,-.149
12,2020,3,26,-.144,-.0852,-.196,-.103,-.0884,-.434,-.134,-.146,-.159
12,2020,3,27,-.152,-.0913,-.207,-.11,-.0918,-.457,-.141,-.155,-.167
12,2020,3,28,-.162,-.099,-.219,-.117,-.0966,-.473,-.151,-.166,-.178
12,2020,3,29,-.172,-.107,-.227,-.125,-.101,-.486,-.159,-.176,-.188
12,2020,3,30,-.182,-.114,-.236,-.132,-.106,-.497,-.168,-.186,-.198
12,2020,3,31,-.191,-.122,-.245,-.139,-.111,-.507,-.176,-.196,-.208
12,2020,4,1,-.2,-.13,-.252,-.147,-.115,-.517,-.185,-.206,-.218
12,2020,4,2,-.21,-.138,-.26,-.156,-.12,-.527,-.193,-.215,-.228
12,2020,4,3,-.22,-.147,-.27,-.165,-.126,-.538,-.202,-.226,-.239
12,2020,4,4,-.231,-.159,-.282,-.183,-.132,-.548,-.212,-.238,-.254
12,2020,4,5,-.243,-.17,-.295,-.201,-.139,-.557,-.221,-.25,-.269
12,2020,4,6,-.255,-.182,-.308,-.219,-.145,-.566,-.231,-.263,-.283
12,2020,4,7,-.267,-.194,-.321,-.237,-.152,-.575,-.241,-.275,-.298
12,2020,4,8,-.278,-.206,-.335,-.255,-.159,-.582,-.251,-.288,-.312
12,2020,4,9,-.29,-.217,-.348,-.272,-.165,-.589,-.261,-.3,-.327
12,2020,4,10,-.302,-.23,-.361,-.291,-.172,-.594,-.271,-.312,-.34
12,2020,4,11,-.312,-.245,-.375,-.302,-.18,-.599,-.281,-.323,-.351
12,2020,4,12,-.324,-.259,-.392,-.313,-.188,-.611,-.291,-.335,-.363
12,2020,4,13,-.334,-.274,-.405,-.323,-.195,-.616,-.301,-.346,-.374
12,2020,4,14,-.345,-.289,-.418,-.334,-.203,-.621,-.31,-.357,-.384
12,2020,4,15,-.355,-.304,-.431,-.345,-.21,-.626,-.319,-.367,-.395
12,2020,4,16,-.365,-.319,-.443,-.355,-.218,-.63,-.328,-.378,-.405
12,2020,4,17,-.373,-.331,-.453,-.361,-.225,-.633,-.336,-.387,-.414
12,2020,4,18,-.378,-.337,-.455,-.362,-.231,-.634,-.341,-.391,-.419
12,2020,4,19,-.382,-.342,-.456,-.364,-.237,-.628,-.345,-.395,-.423
12,2020,4,20,-.387,-.347,-.459,-.366,-.243,-.629,-.35,-.4,-.428
12,2020,4,21,-.391,-.352,-.462,-.368,-.249,-.628,-.355,-.404,-.433
12,2020,4,22,-.396,-.357,-.464,-.37,-.255,-.627,-.36,-.409,-.438
12,2020,4,23,-.4,-.362,-.465,-.371,-.261,-.626,-.364,-.413,-.442
12,2020,4,24,-.404,-.366,-.466,-.376,-.266,-.624,-.369,-.417,-.445
12,2020,4,25,-.406,-.369,-.466,-.38,-.269,-.622,-.37,-.418,-.448
12,2020,4,26,-.408,-.371,-.467,-.384,-.272,-.621,-.372,-.42,-.45
12,2020,4,27,-.41,-.373,-.466,-.388,-.275,-.62,-.374,-.422,-.452
12,2020,4,28,-.412,-.376,-.466,-.392,-.277,-.618,-.376,-.424,-.454
12,2020,4,29,-.413,-.378,-.466,-.395,-.28,-.616,-.377,-.426,-.456
12,2020,4,30,-.415,-.38,-.465,-.399,-.283,-.613,-.379,-.427,-.457
12,2020,5,1,-.416,-.381,-.464,-.4,-.285,-.609,-.38,-.428,-.458
12,2020,5,2,-.415,-.381,-.46,-.402,-.287,-.604,-.38,-.426,-.457
12,2020,5,3,-.414,-.382,-.459,-.404,-.288,-.599,-.38,-.426,-.457
12,2020,5,4,-.413,-.383,-.454,-.406,-.29,-.589,-.38,-.424,-.455
12,2020,5,5,-.412,-.384,-.449,-.409,-.292,-.578,-.38,-.422,-.454
12,2020,5,6,-.41,-.384,-.442,-.411,-.293,-.567,-.379,-.42,-.452
12,2020,5,7,-.408,-.385,-.436,-.413,-.295,-.557,-.379,-.418,-.45
12,2020,5,8,-.407,-.387,-.43,-.416,-.296,-.545,-.378,-.415,-.449
12,2020,5,9,-.404,-.384,-.425,-.416,-.296,-.533,-.376,-.412,-.446
12,2020,5,10,-.402,-.382,-.422,-.416,-.295,-.522,-.375,-.409,-.444
12,2020,5,11,-.4,-.38,-.418,-.417,-.295,-.519,-.374,-.407,-.443
12,2020,5,12,-.399,-.378,-.415,-.418,-.295,-.514,-.373,-.406,-.441
12,2020,5,13,-.397,-.376,-.412,-.419,-.295,-.508,-.372,-.404,-.44
12,2020,5,14,-.396,-.373,-.41,-.42,-.294,-.502,-.371,-.402,-.439
12,2020,5,15,-.395,-.371,-.407,-.419,-.297,-.494,-.371,-.401,-.438
12,2020,5,16,-.393,-.371,-.403,-.419,-.298,-.487,-.369,-.399,-.436
12,2020,5,17,-.392,-.37,-.399,-.418,-.299,-.483,-.368,-.398,-.434
12,2020,5,18,-.39,-.369,-.396,-.417,-.3,-.477,-.366,-.396,-.432
12,2020,5,19,-.388,-.368,-.392,-.415,-.3,-.471,-.364,-.394,-.43
12,2020,5,20,-.386,-.368,-.387,-.414,-.3,-.464,-.362,-.392,-.428
12,2020,5,21,-.384,-.368,-.383,-.414,-.3,-.457,-.36,-.39,-.425
12,2020,5,22,-.382,-.368,-.379,-.415,-.298,-.449,-.359,-.389,-.422
12,2020,5,23,-.383,-.369,-.376,-.418,-.298,-.442,-.359,-.389,-.421
12,2020,5,24,-.383,-.371,-.375,-.421,-.299,-.436,-.359,-.389,-.42
12,2020,5,25,-.385,-.372,-.385,-.424,-.3,-.441,-.362,-.391,-.422
12,2020,5,26,-.382,-.371,-.371,-.423,-.299,-.433,-.359,-.389,-.419
12,2020,5,27,-.381,-.372,-.368,-.424,-.299,-.429,-.358,-.388,-.417
12,2020,5,28,-.381,-.372,-.365,-.425,-.3,-.424,-.356,-.388,-.415
12,2020,5,29,-.38,-.372,-.362,-.426,-.299,-.419,-.356,-.387,-.413
12,2020,5,30,-.38,-.374,-.361,-.427,-.301,-.415,-.356,-.388,-.414
13,2020,1,1,.,.,.,.,.,.,.,.,.
13,2020,1,2,.,.,.,.,.,.,.,.,.
13,2020,1,3,.,.,.,.,.,.,.,.,.
13,2020,1,4,.,.,.,.,.,.,.,.,.
13,2020,1,5,.,.,.,.,.,.,.,.,.
13,2020,1,6,.,.,.,.,.,.,.,.,.
13,2020,1,7,.,.,.,.,.,.,.,.,.
13,2020,1,8,-.0116,-.0221,-.00913,.00334,-.00182,-.0252,-.013,-.00869,-.0156
13,2020,1,9,-.0105,-.0168,-.0101,.00217,-.00263,-.0219,-.0107,-.00756,-.0157
13,2020,1,10,-.00907,-.015,-.0091,.00179,-.00242,-.0166,-.00925,-.00621,-.0144
13,2020,1,11,-.00811,-.0124,-.00957,.00153,-.00224,-.0146,-.00826,-.00587,-.0123
13,2020,1,12,-.00713,-.00989,-.00978,.00127,-.00207,-.0127,-.00675,-.00567,-.0104
13,2020,1,13,-.00599,-.00734,-.00924,.00101,-.00189,-.00957,-.0053,-.00535,-.00811
13,2020,1,14,-.00449,-.00491,-.00852,.00153,-.00153,-.00648,-.00344,-.00472,-.0053
13,2020,1,15,-.00314,-.00215,-.00744,.00179,-.00118,-.00457,-.00197,-.00411,-.00267
13,2020,1,16,-.00191,-.000337,-.00621,.00166,-.000754,-.00272,-.000548,-.00357,-.000319
13,2020,1,17,-.0013,-.00175,-.00466,.000227,-.00125,-.00224,.000651,-.00363,.000901
13,2020,1,18,-.00132,-.000942,-.0039,-.0012,-.00111,-.00196,.000297,-.00345,.000874
13,2020,1,19,-.00144,-.000135,-.00354,-.00263,-.000967,-.00258,-.000338,-.00329,.000837
13,2020,1,20,-.00157,.000673,-.00256,-.00406,-.000825,-.00454,-.000954,-.00314,.000748
13,2020,1,21,-.00046,.00108,-.00105,-.000682,-.000541,-.00215,.000131,-.0018,.00141
13,2020,1,22,.000829,.00188,.00159,.00101,-.000328,.000204,.00101,.0000316,.00209
13,2020,1,23,.00222,.00296,.00332,.00334,.000133,.00265,.00183,.00166,.00367
13,2020,1,24,.00354,.00888,.00397,.0049,.0012,.00464,.0032,.00334,.00432
13,2020,1,25,.00469,.00922,.00462,.00464,.0018,.00857,.00488,.00425,.00536
13,2020,1,26,.00586,.00956,.0061,.00438,.0024,.0113,.00623,.00521,.00677
13,2020,1,27,.00692,.0107,.00866,.00269,.00315,.012,.00708,.00645,.00771
13,2020,1,28,.00713,.0107,.0091,.000227,.00343,.0121,.00745,.00656,.00796
13,2020,1,29,.00736,.0109,.00971,-.00172,.00368,.0135,.00763,.00651,.00884
13,2020,1,30,.00721,.011,.00946,-.00406,.00329,.0138,.00731,.00637,.00887
13,2020,1,31,.00696,.00707,.00881,-.00549,.00233,.0161,.00602,.00634,.00931
13,2020,2,1,.00696,.00532,.0102,-.00341,.00223,.0199,.00545,.00637,.00987
13,2020,2,2,.00683,.00357,.0101,-.00133,.00212,.024,.00509,.00646,.00947
13,2020,2,3,.00644,.00182,.0101,.000747,.00201,.0236,.00451,.00631,.00881
13,2020,2,4,.00577,.0000673,.0102,.00114,.00173,.0249,.00336,.00585,.00825
13,2020,2,5,.00502,-.00175,.00928,.00114,.00155,.0264,.00246,.00537,.00713
13,2020,2,6,.00419,-.00384,.00816,.00217,.00194,.0238,.00146,.00463,.0063
13,2020,2,7,.00384,-.00585,.00877,.00373,.00279,.0241,.000936,.00413,.00633
13,2020,2,8,.00289,-.00834,.00715,.00607,.00162,.02,.000878,.00276,.00512
13,2020,2,9,.00229,-.0108,.00769,.00841,.000452,.0174,.000104,.00187,.00528
13,2020,2,10,.00188,-.0133,.0078,.0107,-.000718,.0192,-.000334,.00108,.00564
13,2020,2,11,.00174,-.0158,.0083,.0136,-.00161,.021,-.000115,.000391,.00612
13,2020,2,12,.00128,-.0184,.00845,.0166,-.00249,.0211,-.000265,-.000565,.00628
13,2020,2,13,.00151,-.0211,.0108,.0193,-.00317,.0281,.000388,-.00074,.00679
13,2020,2,14,.00136,-.0227,.011,.0223,-.0043,.0318,.000395,-.00132,.00734
13,2020,2,15,.000224,-.024,.00957,.0194,-.00487,.0325,-.00167,-.00198,.00642
13,2020,2,16,-.00138,-.0253,.00542,.0166,-.00544,.0305,-.00307,-.00365,.00474
13,2020,2,17,-.00289,-.0266,.0022,.0137,-.006,.0283,-.00469,-.00519,.00344
13,2020,2,18,-.00176,-.0264,.00404,.017,-.00576,.0291,-.00347,-.00382,.00401
13,2020,2,19,-.00198,-.0275,.00206,.0174,-.00604,.0294,-.00394,-.00386,.00368
13,2020,2,20,-.00262,-.0286,-.000903,.0171,-.00646,.0262,-.00481,-.00432,.00301
13,2020,2,21,-.00345,-.0314,-.00191,.0149,-.00668,.0254,-.00582,-.00483,.00173
13,2020,2,22,-.00368,-.0339,-.00206,.0136,-.00664,.0306,-.00622,-.00499,.00156
13,2020,2,23,-.00405,-.0364,-.00137,.0123,-.00661,.0317,-.00708,-.00519,.00142
13,2020,2,24,-.00602,-.0402,-.00473,.00815,-.00714,.0307,-.00924,-.00716,-.000302
13,2020,2,25,-.00729,-.0429,-.00538,.00464,-.00746,.0311,-.0111,-.00828,-.00117
13,2020,2,26,-.00844,-.0452,-.00505,.0014,-.00778,.0311,-.0125,-.00927,-.00231
13,2020,2,27,-.0097,-.0479,-.00549,-.00146,-.00838,.0328,-.0143,-.0103,-.0034
13,2020,2,28,-.0108,-.0505,-.00578,-.00367,-.00934,.0331,-.0159,-.0109,-.00495
13,2020,2,29,-.0122,-.0535,-.00401,-.00432,-.0105,.0344,-.0171,-.0124,-.00613
13,2020,3,1,-.0135,-.0565,-.00285,-.00497,-.0117,.0372,-.0179,-.0139,-.00768
13,2020,3,2,-.0152,-.0594,-.00318,-.00562,-.0128,.0355,-.0194,-.0157,-.0095
13,2020,3,3,-.0169,-.0624,-.00458,-.00562,-.0139,.0355,-.0204,-.0179,-.0112
13,2020,3,4,-.0188,-.0655,-.00607,-.006,-.0148,.0333,-.0218,-.0201,-.0129
13,2020,3,5,-.0204,-.0682,-.00693,-.00665,-.0157,.0312,-.0229,-.022,-.0144
13,2020,3,6,-.022,-.0701,-.0091,-.00652,-.0173,.0303,-.0239,-.0243,-.0154
13,2020,3,7,-.0242,-.072,-.0129,-.00808,-.0203,.0285,-.0256,-.0268,-.0175
13,2020,3,8,-.0263,-.0739,-.0164,-.00964,-.0232,.0275,-.0272,-.0291,-.0197
13,2020,3,9,-.0281,-.0758,-.0185,-.0112,-.0262,.0288,-.0284,-.0313,-.0214
13,2020,3,10,-.03,-.0777,-.0204,-.0138,-.0291,.0286,-.0299,-.0335,-.0234
13,2020,3,11,-.0319,-.0799,-.0222,-.0161,-.0323,.0289,-.0311,-.0359,-.0254
13,2020,3,12,-.0341,-.0826,-.0236,-.0187,-.0356,.0291,-.033,-.0383,-.0277
13,2020,3,13,-.0368,-.0853,-.0253,-.0216,-.038,.025,-.035,-.0412,-.0305
13,2020,3,14,-.0403,-.0887,-.0273,-.0238,-.0402,.0173,-.0384,-.0444,-.0346
13,2020,3,15,-.044,-.0921,-.0302,-.026,-.0424,.00736,-.0419,-.048,-.0389
13,2020,3,16,-.0481,-.0954,-.0331,-.0282,-.0446,-.00931,-.0459,-.0517,-.0441
13,2020,3,17,-.0533,-.0987,-.0388,-.0303,-.047,-.0376,-.0512,-.0561,-.0503
13,2020,3,18,-.0591,-.102,-.0455,-.0324,-.0494,-.0744,-.0574,-.0612,-.0571
13,2020,3,19,-.0658,-.104,-.0542,-.0346,-.0516,-.122,-.064,-.0674,-.0647
13,2020,3,20,-.0735,-.107,-.0658,-.0368,-.0539,-.178,-.0721,-.0742,-.0739
13,2020,3,21,-.0827,-.109,-.0824,-.0389,-.057,-.236,-.0811,-.0827,-.0843
13,2020,3,22,-.0904,-.112,-.0934,-.0409,-.0602,-.282,-.0887,-.0898,-.0935
13,2020,3,23,-.0977,-.115,-.106,-.043,-.0633,-.317,-.0962,-.0965,-.102
13,2020,3,24,-.105,-.118,-.119,-.0457,-.0664,-.35,-.103,-.103,-.11
13,2020,3,25,-.112,-.121,-.13,-.0488,-.0693,-.379,-.11,-.11,-.118
13,2020,3,26,-.119,-.123,-.141,-.0511,-.0728,-.403,-.117,-.116,-.126
13,2020,3,27,-.126,-.128,-.153,-.0552,-.0772,-.427,-.123,-.124,-.134
13,2020,3,28,-.137,-.135,-.166,-.0652,-.0832,-.447,-.132,-.134,-.145
13,2020,3,29,-.146,-.143,-.177,-.0752,-.0891,-.462,-.141,-.144,-.157
13,2020,3,30,-.156,-.15,-.187,-.0852,-.095,-.474,-.149,-.154,-.168
13,2020,3,31,-.165,-.157,-.197,-.0943,-.101,-.485,-.157,-.163,-.179
13,2020,4,1,-.175,-.164,-.209,-.103,-.107,-.494,-.165,-.172,-.19
13,2020,4,2,-.184,-.172,-.219,-.112,-.113,-.503,-.174,-.181,-.202
13,2020,4,3,-.195,-.18,-.231,-.123,-.119,-.513,-.183,-.192,-.215
13,2020,4,4,-.208,-.191,-.245,-.132,-.129,-.524,-.195,-.204,-.229
13,2020,4,5,-.22,-.201,-.258,-.141,-.138,-.534,-.206,-.215,-.244
13,2020,4,6,-.232,-.212,-.272,-.15,-.148,-.543,-.217,-.227,-.259
13,2020,4,7,-.245,-.223,-.287,-.159,-.157,-.551,-.228,-.239,-.274
13,2020,4,8,-.257,-.236,-.3,-.169,-.167,-.559,-.239,-.251,-.288
13,2020,4,9,-.269,-.248,-.315,-.18,-.176,-.566,-.251,-.263,-.302
13,2020,4,10,-.281,-.261,-.328,-.19,-.186,-.571,-.262,-.274,-.315
13,2020,4,11,-.291,-.273,-.341,-.2,-.194,-.573,-.272,-.283,-.326
13,2020,4,12,-.302,-.285,-.357,-.21,-.203,-.586,-.283,-.294,-.338
13,2020,4,13,-.312,-.297,-.37,-.22,-.211,-.59,-.294,-.303,-.349
13,2020,4,14,-.322,-.309,-.382,-.231,-.219,-.592,-.303,-.313,-.36
13,2020,4,15,-.332,-.319,-.396,-.242,-.228,-.594,-.313,-.322,-.37
13,2020,4,16,-.341,-.329,-.408,-.251,-.236,-.594,-.321,-.331,-.38
13,2020,4,17,-.349,-.335,-.418,-.259,-.243,-.595,-.328,-.339,-.39
13,2020,4,18,-.352,-.337,-.422,-.263,-.246,-.595,-.331,-.344,-.393
13,2020,4,19,-.355,-.34,-.424,-.266,-.25,-.586,-.332,-.347,-.396
13,2020,4,20,-.359,-.342,-.427,-.27,-.254,-.584,-.335,-.352,-.399
13,2020,4,21,-.362,-.344,-.432,-.274,-.258,-.581,-.337,-.356,-.403
13,2020,4,22,-.366,-.347,-.434,-.277,-.262,-.578,-.339,-.36,-.406
13,2020,4,23,-.369,-.349,-.437,-.281,-.265,-.575,-.341,-.364,-.409
13,2020,4,24,-.372,-.352,-.438,-.284,-.269,-.571,-.343,-.368,-.412
13,2020,4,25,-.374,-.354,-.438,-.286,-.273,-.567,-.344,-.37,-.414
13,2020,4,26,-.375,-.357,-.437,-.289,-.276,-.563,-.345,-.371,-.416
13,2020,4,27,-.377,-.359,-.436,-.291,-.28,-.557,-.345,-.373,-.417
13,2020,4,28,-.378,-.361,-.434,-.293,-.284,-.551,-.345,-.375,-.419
13,2020,4,29,-.379,-.363,-.431,-.295,-.287,-.546,-.346,-.377,-.421
13,2020,4,30,-.38,-.365,-.429,-.296,-.29,-.538,-.346,-.378,-.422
13,2020,5,1,-.381,-.368,-.426,-.298,-.293,-.529,-.346,-.379,-.423
13,2020,5,2,-.38,-.371,-.423,-.299,-.292,-.52,-.347,-.378,-.421
13,2020,5,3,-.38,-.374,-.421,-.301,-.292,-.514,-.348,-.377,-.42
13,2020,5,4,-.38,-.377,-.419,-.302,-.292,-.508,-.35,-.377,-.418
13,2020,5,5,-.379,-.381,-.417,-.304,-.292,-.501,-.351,-.376,-.417
13,2020,5,6,-.379,-.384,-.416,-.305,-.291,-.492,-.351,-.376,-.415
13,2020,5,7,-.378,-.387,-.413,-.307,-.291,-.484,-.351,-.376,-.413
13,2020,5,8,-.377,-.388,-.409,-.309,-.291,-.476,-.351,-.375,-.411
13,2020,5,9,-.376,-.387,-.404,-.31,-.291,-.468,-.351,-.374,-.408
13,2020,5,10,-.376,-.385,-.402,-.312,-.29,-.464,-.351,-.374,-.406
13,2020,5,11,-.375,-.384,-.399,-.314,-.29,-.462,-.351,-.374,-.404
13,2020,5,12,-.374,-.383,-.395,-.317,-.29,-.459,-.351,-.373,-.403
13,2020,5,13,-.374,-.382,-.391,-.32,-.29,-.456,-.351,-.373,-.401
13,2020,5,14,-.374,-.381,-.389,-.323,-.29,-.452,-.351,-.373,-.399
13,2020,5,15,-.373,-.381,-.386,-.325,-.291,-.448,-.352,-.373,-.398
13,2020,5,16,-.373,-.383,-.383,-.327,-.292,-.444,-.352,-.373,-.397
13,2020,5,17,-.373,-.384,-.38,-.329,-.293,-.439,-.352,-.373,-.397
13,2020,5,18,-.373,-.386,-.377,-.33,-.294,-.435,-.352,-.373,-.396
13,2020,5,19,-.373,-.388,-.375,-.331,-.295,-.43,-.352,-.372,-.396
13,2020,5,20,-.372,-.39,-.372,-.332,-.296,-.426,-.352,-.372,-.396
13,2020,5,21,-.372,-.392,-.369,-.334,-.297,-.42,-.352,-.372,-.395
13,2020,5,22,-.372,-.396,-.368,-.337,-.297,-.415,-.352,-.372,-.395
13,2020,5,23,-.373,-.397,-.369,-.339,-.298,-.411,-.353,-.373,-.396
13,2020,5,24,-.374,-.398,-.37,-.342,-.299,-.41,-.354,-.374,-.398
13,2020,5,25,-.377,-.399,-.38,-.345,-.3,-.422,-.358,-.376,-.4
13,2020,5,26,-.375,-.399,-.368,-.343,-.299,-.407,-.355,-.374,-.398
13,2020,5,27,-.375,-.4,-.368,-.345,-.3,-.404,-.355,-.374,-.398
