year,month,day_endofweek,statefips,initclaims_count_regular,contclaims_count_regular,initclaims_count_pua,contclaims_count_peuc,contclaims_count_pua,initclaims_count_combined,contclaims_count_combined,initclaims_rate_regular,contclaims_rate_regular,initclaims_rate_pua,contclaims_rate_peuc,contclaims_rate_pua,initclaims_rate_combined,contclaims_rate_combined
2020,4,25,44,13068,96177,7154,0,26554,20222,122731,2.35,17.3,1.29,0,4.78,3.64,22.1
2020,4,25,45,66438,240956,0,0,0,66438,240956,2.8,10.1,0,0,0,2.8,10.1
2020,4,25,46,5535,22707,0,0,123,5535,22830,1.19,4.89,0,0,.0265,1.19,4.92
2020,4,25,47,42805,341033,0,60,86810,42805,427903,1.28,10.2,0,.00179,2.6,1.28,12.8
2020,4,25,48,251291,952705,33817,0,258830,285108,1211535,1.79,6.78,.241,0,1.84,2.03,8.63
2020,4,25,49,11738,89495,0,0,0,11738,89495,.73,5.57,0,0,0,.73,5.57
2020,4,25,50,5117,76457,0,0,0,5117,76457,1.5,22.3,0,0,0,1.5,22.3
2020,4,25,51,72488,341295,0,0,0,72488,341295,1.64,7.74,0,0,0,1.64,7.74
2020,4,25,53,137604,558103,190009,11899,241340,327613,811342,3.52,14.3,4.85,.304,6.17,8.37,20.7
2020,4,25,54,29818,146566,0,15,0,29818,146581,3.74,18.4,0,.00188,0,3.74,18.4
2020,4,25,55,49943,320952,42849,0,0,92792,320952,1.61,10.3,1.38,0,0,2.99,10.3
2020,4,25,56,3497,16566,0,0,0,3497,16566,1.2,5.67,0,0,0,1.2,5.67
2020,5,2,1,28985,214684,18028,8283,37824,47013,260791,1.29,9.58,.804,.369,1.69,2.1,11.6
2020,5,2,2,8718,49893,1382,0,0,10100,49893,2.51,14.3,.397,0,0,2.9,14.3
2020,5,2,4,42955,218541,0,0,0,42955,218541,1.21,6.15,0,0,0,1.21,6.15
2020,5,2,5,13311,119034,3746,0,0,17057,119034,.977,8.74,.275,0,0,1.25,8.74
2020,5,2,6,315893,4805047,297738,0,1754859,613631,6559906,1.63,24.8,1.53,0,9.04,3.16,33.8
2020,5,2,8,28164,228006,13149,0,92584,41313,320590,.894,7.24,.418,0,2.94,1.31,10.2
2020,5,2,9,35918,296871,0,0,80570,35918,377441,1.88,15.5,0,0,4.21,1.88,19.7
2020,5,2,10,6297,52501,0,570,0,6297,53071,1.29,10.8,0,.117,0,1.29,10.9
2020,5,2,11,8113,58634,0,0,0,8113,58634,1.96,14.1,0,0,0,1.96,14.1
2020,5,2,12,174795,444555,0,0,0,174795,444555,1.69,4.31,0,0,0,1.69,4.31
2020,5,2,13,228352,885764,0,0,0,228352,885764,4.47,17.3,0,0,0,4.47,17.3
2020,5,2,15,15177,88110,0,0,0,15177,88110,2.28,13.2,0,0,0,2.28,13.2
2020,5,2,16,7495,71794,2786,782,2370,10281,74946,.85,8.14,.316,.0887,.269,1.17,8.5
2020,5,2,17,74476,695971,0,0,0,74476,695971,1.16,10.8,0,0,0,1.16,10.8
2020,5,2,18,42290,271248,0,4528,60354,42290,336130,1.25,8.01,0,.134,1.78,1.25,9.92
2020,5,2,19,23078,179134,4509,0,15219,27587,194353,1.33,10.3,.259,0,.875,1.59,11.2
2020,5,2,20,11647,100557,0,0,0,11647,100557,.783,6.76,0,0,0,.783,6.76
2020,5,2,21,69372,256200,0,2179,0,69372,258379,3.35,12.4,0,.105,0,3.35,12.5
2020,5,2,22,50941,310013,20245,17,142979,71186,453009,2.43,14.8,.966,.000811,6.82,3.4,21.6
2020,5,2,23,6943,76317,10498,12,41030,17441,117359,1,11,1.52,.00173,5.92,2.52,16.9
2020,5,2,24,63253,226965,44280,3473,129069,107533,359507,1.94,6.96,1.36,.107,3.96,3.3,11
2020,5,2,25,55691,569158,68826,0,657621,124517,1226779,1.46,14.9,1.8,0,17.2,3.26,32.1
2020,5,2,26,66754,995505,86009,26986,1221309,152763,2243800,1.35,20.2,1.74,.547,24.7,3.09,45.4
2020,5,2,27,41143,418575,8996,11934,63105,50139,493614,1.32,13.5,.289,.384,2.03,1.61,15.9
2020,5,2,28,25745,162078,11024,0,61718,36769,223796,2.02,12.7,.864,0,4.84,2.88,17.5
2020,5,2,29,52021,244649,17784,10884,109019,69805,364552,1.69,7.93,.577,.353,3.54,2.26,11.8
2020,5,2,30,4596,63134,3524,0,24161,8120,87295,.861,11.8,.661,0,4.53,1.52,16.4
2020,5,2,31,5395,66909,1633,0,16470,7028,83379,.521,6.46,.158,0,1.59,.679,8.05
2020,5,2,32,28550,303573,0,0,0,28550,303573,1.85,19.7,0,0,0,1.85,19.7
2020,5,2,33,12350,115504,0,0,0,12350,115504,1.6,14.9,0,0,0,1.6,14.9
2020,5,2,34,88326,642651,76100,0,262403,164426,905054,1.97,14.3,1.69,0,5.84,3.66,20.1
2020,5,2,35,13675,96157,17850,1185,46117,31525,143459,1.43,10.1,1.87,.124,4.83,3.3,15
2020,5,2,36,194049,1746030,38700,48190,90280,232749,1884500,2.04,18.4,.407,.506,.949,2.45,19.8
2020,5,2,37,85956,591045,89951,0,68684,175907,659729,1.69,11.6,1.77,0,1.35,3.46,13
2020,5,2,38,4044,35827,5827,0,14302,9871,50129,1,8.88,1.44,0,3.54,2.45,12.4
2020,5,2,39,61083,758059,0,5102,0,61083,763161,1.05,13.1,0,.0879,0,1.05,13.2
2020,5,2,40,93885,154671,1990,3373,19665,95875,177709,5.1,8.4,.108,.183,1.07,5.21,9.65
2020,5,2,41,47729,308436,3792,0,3970,51521,312406,2.27,14.7,.18,0,.189,2.45,14.8
2020,5,2,42,58207,1233035,43889,1365,671703,102096,1906103,.897,19,.676,.021,10.3,1.57,29.4
2020,5,2,44,9067,97444,5815,503,41348,14882,139295,1.63,17.5,1.05,.0905,7.44,2.68,25.1
2020,5,2,45,47673,260409,0,0,0,47673,260409,2.01,11,0,0,0,2.01,11
2020,5,2,46,3929,23791,99,0,1416,4028,25207,.847,5.13,.0213,0,.305,.868,5.43
2020,5,2,47,36323,340249,10617,41,100005,46940,440295,1.09,10.2,.317,.00123,2.99,1.4,13.2
2020,5,2,48,241599,1121199,54185,1,263092,295784,1384292,1.72,7.98,.386,7.12e-06,1.87,2.11,9.86
2020,5,2,49,8992,92872,0,0,0,8992,92872,.559,5.78,0,0,0,.559,5.78
2020,5,2,50,3875,60535,0,0,0,3875,60535,1.13,17.7,0,0,0,1.13,17.7
2020,5,2,51,59631,376689,0,0,0,59631,376689,1.35,8.54,0,0,0,1.35,8.54
2020,5,2,53,100762,586907,66652,47725,284555,167414,919187,2.57,15,1.7,1.22,7.27,4.28,23.5
2020,5,2,54,13227,110377,0,0,0,13227,110377,1.66,13.8,0,0,0,1.66,13.8
2020,5,2,55,37701,313758,18652,0,0,56353,313758,1.21,10.1,.601,0,0,1.81,10.1
2020,5,2,56,2854,17521,572,0,3396,3426,20917,.977,6,.196,0,1.16,1.17,7.16
2020,5,9,1,26666,216856,14421,9757,56307,41087,282920,1.19,9.67,.643,.435,2.51,1.83,12.6
2020,5,9,2,7807,50791,3078,0,69,10885,50860,2.24,14.6,.885,0,.0198,3.13,14.6
2020,5,9,4,31032,228581,0,0,0,31032,228581,.874,6.44,0,0,0,.874,6.44
2020,5,9,5,12964,122074,15771,6633,0,28735,128707,.951,8.96,1.16,.487,0,2.11,9.45
2020,5,9,6,211945,2848011,136659,183,1148937,348604,3997131,1.09,14.7,.704,.000943,5.92,1.8,20.6
2020,5,9,8,22483,261124,9125,0,96779,31608,357903,.714,8.29,.29,0,3.07,1,11.4
2020,5,9,9,29846,318755,11750,0,65560,41596,384315,1.56,16.7,.614,0,3.43,2.17,20.1
2020,5,9,10,5197,50205,0,1442,44,5197,51691,1.07,10.3,0,.296,.00903,1.07,10.6
2020,5,9,11,5782,65298,0,1314,0,5782,66612,1.39,15.7,0,.317,0,1.39,16.1
2020,5,9,12,222944,1035202,0,0,0,222944,1035202,2.16,10,0,0,0,2.16,10
2020,5,9,13,242772,812913,0,0,0,242772,812913,4.75,15.9,0,0,0,4.75,15.9
2020,5,9,15,12329,110922,0,0,0,12329,110922,1.85,16.7,0,0,0,1.85,16.7
2020,5,9,16,5795,65478,1775,1239,4561,7570,71278,.657,7.42,.201,.14,.517,.858,8.08
2020,5,9,17,72671,755912,0,29423,158991,72671,944326,1.13,11.7,0,.456,2.47,1.13,14.6
2020,5,9,18,29668,285460,68834,14094,67577,98502,367131,.876,8.43,2.03,.416,1.99,2.91,10.8
2020,5,9,19,15577,188645,3910,0,16186,19487,204831,.896,10.8,.225,0,.931,1.12,11.8
2020,5,9,20,9790,97314,0,0,0,9790,97314,.659,6.55,0,0,0,.659,6.55
2020,5,9,21,69372,253186,0,7600,0,69372,260786,3.35,12.2,0,.367,0,3.35,12.6
2020,5,9,22,40125,325136,17556,0,118817,57681,443953,1.91,15.5,.838,0,5.67,2.75,21.2
2020,5,9,23,5392,86993,11488,21,35713,16880,122727,.778,12.6,1.66,.00303,5.16,2.44,17.7
2020,5,9,24,45485,254473,18982,0,170722,64467,425195,1.39,7.8,.582,0,5.24,1.98,13
2020,5,9,25,44668,574296,70464,0,1184792,115132,1759088,1.17,15,1.85,0,31,3.02,46.1
2020,5,9,26,54708,971636,138051,12794,1642002,192759,2626432,1.11,19.7,2.8,.259,33.3,3.9,53.2
2020,5,9,27,37256,427115,5142,12935,80263,42398,520313,1.2,13.7,.165,.416,2.58,1.36,16.7
2020,5,9,28,23618,208270,9248,0,59390,32866,267660,1.85,16.3,.725,0,4.65,2.58,21
2020,5,9,29,30692,263627,7082,9347,89665,37774,362639,.995,8.55,.23,.303,2.91,1.23,11.8
2020,5,9,30,3762,58905,2163,0,31028,5925,89933,.705,11,.405,0,5.82,1.11,16.9
2020,5,9,31,5538,67396,1784,0,20206,7322,87602,.535,6.51,.172,0,1.95,.707,8.46
2020,5,9,32,21635,324444,0,518,0,21635,324962,1.4,21,0,.0336,0,1.4,21.1
2020,5,9,33,9891,116621,0,0,0,9891,116621,1.28,15.1,0,0,0,1.28,15.1
2020,5,9,34,69689,715433,51241,0,302590,120930,1018023,1.55,15.9,1.14,0,6.73,2.69,22.7
2020,5,9,35,8024,101132,4714,2083,49504,12738,152719,.841,10.6,.494,.218,5.19,1.33,16
2020,5,9,36,198054,1842027,53042,50117,226631,251096,2118775,2.08,19.4,.557,.527,2.38,2.64,22.3
2020,5,9,37,57354,619809,52351,0,59343,109705,679152,1.13,12.2,1.03,0,1.17,2.16,13.4
2020,5,9,38,2753,35921,526,3061,8142,3279,47124,.682,8.9,.13,.758,2.02,.812,11.7
2020,5,9,39,51123,739057,0,8356,592141,51123,1339554,.881,12.7,0,.144,10.2,.881,23.1
2020,5,9,40,39079,178122,6257,4065,20025,45336,202212,2.12,9.67,.34,.221,1.09,2.46,11
2020,5,9,41,33494,308541,4797,0,19086,38291,327627,1.59,14.7,.228,0,.907,1.82,15.6
2020,5,9,42,50247,1049326,51591,1500,721664,101838,1772490,.774,16.2,.795,.0231,11.1,1.57,27.3
2020,5,9,44,6237,93744,4954,1592,35932,11191,131268,1.12,16.9,.892,.287,6.47,2.01,23.6
2020,5,9,45,33191,268701,0,0,98189,33191,366890,1.4,11.3,0,0,4.13,1.4,15.4
2020,5,9,46,5269,23388,693,15,2892,5962,26295,1.14,5.04,.149,.00323,.623,1.28,5.67
2020,5,9,47,28377,343212,5741,0,79363,34118,422575,.848,10.3,.172,0,2.37,1.02,12.6
2020,5,9,48,139225,1167313,44470,9887,357352,183695,1534552,.991,8.31,.317,.0704,2.54,1.31,10.9
2020,5,9,49,7076,91591,0,0,10169,7076,101760,.44,5.7,0,0,.633,.44,6.33
2020,5,9,50,2913,57040,0,0,0,2913,57040,.851,16.7,0,0,0,.851,16.7
2020,5,9,51,52139,392673,0,0,193227,52139,585900,1.18,8.9,0,0,4.38,1.18,13.3
2020,5,9,53,109425,721127,48665,59766,310163,158090,1091056,2.8,18.4,1.24,1.53,7.92,4.04,27.9
2020,5,9,54,6045,107405,0,5550,0,6045,112955,.758,13.5,0,.696,0,.758,14.2
2020,5,9,55,38460,312797,11194,0,0,49654,312797,1.24,10.1,.36,0,0,1.6,10.1
2020,5,9,56,3297,17928,1709,0,1537,5006,19465,1.13,6.13,.585,0,.526,1.71,6.66
2020,5,16,1,25150,203677,9111,10594,47190,34261,261461,1.12,9.09,.406,.473,2.11,1.53,11.7
2020,5,16,2,7741,50049,1872,0,49916,9613,99965,2.23,14.4,.538,0,14.4,2.76,28.7
2020,5,16,4,31933,229947,0,0,0,31933,229947,.899,6.48,0,0,0,.899,6.48
2020,5,16,5,11097,121755,8235,6058,14855,19332,142668,.814,8.94,.604,.445,1.09,1.42,10.5
2020,5,16,6,243749,3562136,112791,324,729047,356540,4291507,1.26,18.3,.581,.00167,3.76,1.84,22.1
2020,5,16,8,17825,245745,7633,0,101510,25458,347255,.566,7.8,.242,0,3.22,.809,11
2020,5,16,9,25813,296051,7450,0,55117,33263,351168,1.35,15.5,.389,0,2.88,1.74,18.4
2020,5,16,10,5554,51010,21,1547,24808,5575,77365,1.14,10.5,.00431,.317,5.09,1.14,15.9
2020,5,16,11,5196,68844,0,1104,0,5196,69948,1.25,16.6,0,.266,0,1.25,16.9
2020,5,16,12,225321,2151030,0,0,0,225321,2151030,2.18,20.8,0,0,0,2.18,20.8
2020,5,16,13,177731,790178,0,0,0,177731,790178,3.48,15.5,0,0,0,3.48,15.5
2020,5,16,15,10964,145711,0,72,0,10964,145783,1.65,21.9,0,.0108,0,1.65,21.9
2020,5,16,16,5800,60121,1640,1774,633,7440,62528,.658,6.82,.186,.201,.0718,.844,7.09
2020,5,16,17,72780,733542,74515,28873,370569,147295,1132984,1.13,11.4,1.16,.448,5.75,2.28,17.6
2020,5,16,18,29436,270385,0,9097,285913,29436,565395,.869,7.98,0,.269,8.44,.869,16.7
2020,5,16,19,12024,184229,4552,0,17545,16576,201774,.691,10.6,.262,0,1.01,.953,11.6
2020,5,16,20,8176,90330,0,0,108181,8176,198511,.55,6.08,0,0,7.28,.55,13.4
2020,5,16,21,47321,246575,0,5768,0,47321,252343,2.28,11.9,0,.278,0,2.28,12.2
2020,5,16,22,28545,326504,3396,304,174070,31941,500878,1.36,15.6,.162,.0145,8.31,1.52,23.9
2020,5,16,23,4640,91915,7043,70,135681,11683,227666,.67,13.3,1.02,.0101,19.6,1.69,32.9
2020,5,16,24,35111,253212,15448,5575,236342,50559,495129,1.08,7.77,.474,.171,7.25,1.55,15.2
2020,5,16,25,38562,588146,115952,13002,1612010,154514,2213158,1.01,15.4,3.04,.341,42.2,4.05,58
2020,5,16,26,55634,992704,165230,33561,2116842,220864,3143107,1.13,20.1,3.35,.68,42.9,4.47,63.7
2020,5,16,27,28174,425203,3377,13405,74603,31551,513211,.906,13.7,.109,.431,2.4,1.01,16.5
2020,5,16,28,24242,189886,11584,0,59060,35826,248946,1.9,14.9,.908,0,4.63,2.81,19.5
2020,5,16,29,27878,258508,7787,7437,83638,35665,349583,.904,8.38,.253,.241,2.71,1.16,11.3
2020,5,16,30,3660,53786,2466,1612,53390,6126,108788,.686,10.1,.462,.302,10,1.15,20.4
2020,5,16,31,4995,62276,1700,10,20352,6695,82638,.482,6.02,.164,.000966,1.97,.647,7.98
2020,5,16,32,17837,369041,27399,4745,172346,45236,546132,1.16,23.9,1.78,.308,11.2,2.93,35.4
2020,5,16,33,8669,114233,0,0,0,8669,114233,1.12,14.8,0,0,0,1.12,14.8
2020,5,16,34,42365,601770,103220,0,547887,145585,1149657,.943,13.4,2.3,0,12.2,3.24,25.6
2020,5,16,35,7356,103949,3253,2595,43236,10609,149780,.771,10.9,.341,.272,4.53,1.11,15.7
2020,5,16,36,228215,2136886,177684,53737,1111488,405899,3302111,2.4,22.5,1.87,.565,11.7,4.27,34.7
2020,5,16,37,46913,605709,42002,0,72422,88915,678131,.923,11.9,.827,0,1.43,1.75,13.3
2020,5,16,38,2619,32399,638,3609,7956,3257,43964,.649,8.03,.158,.894,1.97,.807,10.9
2020,5,16,39,46055,693911,134468,11024,615968,180523,1320903,.794,12,2.32,.19,10.6,3.11,22.8
2020,5,16,40,33440,135229,2070,4351,20267,35510,159847,1.82,7.34,.112,.236,1.1,1.93,8.68
2020,5,16,41,23321,288901,2919,0,19847,26240,308748,1.11,13.7,.139,0,.943,1.25,14.7
2020,5,16,42,41582,1008692,60750,531,1010651,102332,2019874,.641,15.5,.936,.00818,15.6,1.58,31.1
2020,5,16,44,3857,88835,3768,2139,38972,7625,129946,.694,16,.678,.385,7.01,1.37,23.4
2020,5,16,45,29899,256676,19706,0,88160,49605,344836,1.26,10.8,.829,0,3.71,2.09,14.5
2020,5,16,46,3891,25186,901,48,4107,4792,29341,.839,5.43,.194,.0103,.885,1.03,6.32
2020,5,16,47,27990,332745,3390,100,81439,31380,414284,.837,9.95,.101,.00299,2.43,.938,12.4
2020,5,16,48,131703,1279927,40513,34478,351047,172216,1665452,.938,9.11,.288,.245,2.5,1.23,11.9
2020,5,16,49,6228,86298,2600,1080,11038,8828,98416,.387,5.37,.162,.0672,.687,.549,6.12
2020,5,16,50,2199,55103,0,0,0,2199,55103,.643,16.1,0,0,0,.643,16.1
2020,5,16,51,44699,403557,13906,0,193684,58605,597241,1.01,9.15,.315,0,4.39,1.33,13.5
2020,5,16,53,138733,1026321,61471,13825,193276,200204,1233422,3.54,26.2,1.57,.353,4.94,5.11,31.5
2020,5,16,54,5026,98794,0,3776,0,5026,102570,.631,12.4,0,.474,0,.631,12.9
2020,5,16,55,30999,307506,8591,0,567,39590,308073,.998,9.9,.277,0,.0183,1.27,9.92
2020,5,16,56,2303,17335,897,0,5209,3200,22544,.788,5.93,.307,0,1.78,1.09,7.71
2020,5,23,1,27919,190205,6044,14438,49194,33963,253837,1.25,8.48,.27,.644,2.19,1.52,11.3
2020,5,23,2,8152,48000,1493,0,16452,9645,64452,2.34,13.8,.429,0,4.73,2.77,18.5
2020,5,23,4,26847,217430,0,0,738839,26847,956269,.756,6.12,0,0,20.8,.756,26.9
2020,5,23,5,10647,118828,5084,5490,21689,15731,146007,.781,8.72,.373,.403,1.59,1.15,10.7
2020,5,23,6,202728,2151562,92368,140031,1061914,295096,3353507,1.04,11.1,.476,.721,5.47,1.52,17.3
2020,5,23,8,15603,264603,6635,0,105613,22238,370216,.496,8.4,.211,0,3.35,.706,11.8
2020,5,23,9,16437,271819,4491,38767,44560,20928,355146,.859,14.2,.235,2.03,2.33,1.09,18.6
2020,5,23,10,4651,50780,4875,1578,9438,9526,61796,.955,10.4,1,.324,1.94,1.95,12.7
2020,5,23,11,5135,70103,0,1226,0,5135,71329,1.24,16.9,0,.295,0,1.24,17.2
2020,5,23,12,175290,529286,0,0,0,175290,529286,1.7,5.13,0,0,0,1.7,5.13
2020,5,23,13,165499,731762,0,0,0,165499,731762,3.24,14.3,0,0,0,3.24,14.3
2020,5,23,15,9140,128086,0,1021,98912,9140,228019,1.37,19.3,0,.154,14.9,1.37,34.3
2020,5,23,16,4727,56692,1216,2536,74,5943,59302,.536,6.43,.138,.288,.00839,.674,6.72
2020,5,23,17,58263,762367,15450,33201,174895,73713,970463,.904,11.8,.24,.515,2.71,1.14,15.1
2020,5,23,18,25523,253536,26482,9039,195247,52005,457822,.753,7.48,.782,.267,5.76,1.54,13.5
2020,5,23,19,13577,177923,2946,19710,14501,16523,212134,.781,10.2,.169,1.13,.834,.95,12.2
2020,5,23,20,9266,90880,27811,0,42912,37077,133792,.623,6.11,1.87,0,2.89,2.49,9
2020,5,23,21,54023,245804,0,6392,0,54023,252196,2.61,11.9,0,.308,0,2.61,12.2
2020,5,23,22,23961,328409,25187,2084,161530,49148,492023,1.14,15.7,1.2,.0995,7.71,2.35,23.5
2020,5,23,23,16518,137758,20577,158,55411,37095,193327,2.38,19.9,2.97,.0228,8,5.35,27.9
2020,5,23,24,33991,255010,14297,5983,200626,48288,461619,1.04,7.82,.438,.183,6.15,1.48,14.2
2020,5,23,25,38192,592981,147594,55234,882248,185786,1530463,1,15.5,3.87,1.45,23.1,4.87,40.1
2020,5,23,26,57677,982903,196236,16788,1454326,253913,2454017,1.17,19.9,3.97,.34,29.5,5.14,49.7
2020,5,23,27,26982,413367,2479,14332,71274,29461,498973,.868,13.3,.0797,.461,2.29,.947,16
2020,5,23,28,23856,184150,9509,0,55413,33365,239563,1.87,14.4,.745,0,4.34,2.61,18.8
2020,5,23,29,27201,251579,6717,10620,68365,33918,330564,.882,8.16,.218,.344,2.22,1.1,10.7
2020,5,23,30,3821,49917,4812,1720,58440,8633,110077,.716,9.36,.902,.322,11,1.62,20.6
2020,5,23,31,4976,61822,1511,238,17225,6487,79285,.481,5.97,.146,.023,1.66,.627,7.66
2020,5,23,32,15607,343030,37567,5977,405111,53174,754118,1.01,22.2,2.44,.387,26.3,3.45,48.9
2020,5,23,33,7141,108931,0,0,0,7141,108931,.923,14.1,0,0,0,.923,14.1
2020,5,23,34,34410,586532,89261,30944,385724,123671,1003200,.766,13.1,1.99,.689,8.58,2.75,22.3
2020,5,23,35,7058,108714,3141,2960,43433,10199,155107,.739,11.4,.329,.31,4.55,1.07,16.2
2020,5,23,36,188198,2002702,250130,64624,889906,438328,2957232,1.98,21,2.63,.679,9.35,4.61,31.1
2020,5,23,37,44202,564068,43056,0,66796,87258,630864,.87,11.1,.847,0,1.31,1.72,12.4
2020,5,23,38,2978,31100,1141,1894,6677,4119,39671,.738,7.71,.283,.469,1.65,1.02,9.83
2020,5,23,39,42072,622662,44158,12371,439430,86230,1074463,.725,10.7,.761,.213,7.57,1.49,18.5
2020,5,23,40,43714,139196,1283,5144,20289,44997,164629,2.37,7.56,.0697,.279,1.1,2.44,8.94
2020,5,23,41,28218,292288,2793,0,14402,31011,306690,1.34,13.9,.133,0,.684,1.47,14.6
2020,5,23,42,55285,906775,80053,11345,1026767,135338,1944887,.852,14,1.23,.175,15.8,2.08,30
2020,5,23,44,2918,87284,3995,2279,39848,6913,129411,.525,15.7,.719,.41,7.17,1.24,23.3
2020,5,23,45,25380,241793,17562,0,78534,42942,320327,1.07,10.2,.739,0,3.31,1.81,13.5
2020,5,23,46,3471,22454,875,122,3034,4346,25610,.748,4.84,.189,.0263,.654,.937,5.52
2020,5,23,47,25439,327768,4040,4129,84996,29479,416893,.761,9.8,.121,.123,2.54,.881,12.5
2020,5,23,48,125633,1252930,41204,56709,467800,166837,1777439,.894,8.92,.293,.404,3.33,1.19,12.7
2020,5,23,49,5405,82054,2300,1561,10850,7705,94465,.336,5.1,.143,.0971,.675,.479,5.88
2020,5,23,50,1552,50285,0,1503,11512,1552,63300,.454,14.7,0,.439,3.36,.454,18.5
2020,5,23,51,39242,402926,12705,0,190915,51947,593841,.889,9.13,.288,0,4.33,1.18,13.5
2020,5,23,53,48445,577096,21288,14114,175846,69733,767056,1.24,14.7,.544,.361,4.49,1.78,19.6
2020,5,23,54,4904,93086,0,3689,0,4904,96775,.615,11.7,0,.463,0,.615,12.1
2020,5,23,55,28130,291113,4458,0,4649,32588,295762,.906,9.38,.144,0,.15,1.05,9.52
2020,5,23,56,2800,17631,850,0,2246,3650,19877,.958,6.03,.291,0,.768,1.25,6.8
2020,5,30,1,21335,183565,5105,16019,34602,26440,234186,.952,8.19,.228,.715,1.54,1.18,10.4
2020,5,30,2,7452,47344,1577,0,16398,9029,63742,2.14,13.6,.453,0,4.72,2.6,18.3
2020,5,30,4,21979,208903,59075,0,963225,81054,1172128,.619,5.88,1.66,0,27.1,2.28,33
2020,5,30,5,8364,114220,6928,6529,93604,15292,214353,.614,8.38,.508,.479,6.87,1.12,15.7
2020,5,30,6,228067,2748823,72785,425056,1035836,300852,4209715,1.17,14.2,.375,2.19,5.34,1.55,21.7
2020,5,30,8,12149,243828,6414,0,126592,18563,370420,.386,7.74,.204,0,4.02,.59,11.8
2020,5,30,9,14102,247362,2682,21704,46921,16784,315987,.737,12.9,.14,1.13,2.45,.877,16.5
2020,5,30,10,3052,55172,1019,1786,9515,4071,66473,.626,11.3,.209,.367,1.95,.835,13.6
2020,5,30,11,3559,70671,0,1411,11444,3559,83526,.858,17,0,.34,2.76,.858,20.1
2020,5,30,12,207572,630472,0,0,0,207572,630472,2.01,6.11,0,0,0,2.01,6.11
2020,5,30,13,149163,754833,0,0,0,149163,754833,2.92,14.8,0,0,0,2.92,14.8
2020,5,30,15,7702,124939,9279,1684,137205,16981,263828,1.16,18.8,1.4,.253,20.6,2.55,39.7
2020,5,30,16,3646,51035,753,2846,898,4399,54779,.413,5.79,.0854,.323,.102,.499,6.21
2020,5,30,17,46385,719779,9792,28128,193325,56177,941232,.72,11.2,.152,.436,3,.871,14.6
2020,5,30,18,22914,233869,14470,9190,117441,37384,360500,.676,6.9,.427,.271,3.47,1.1,10.6
2020,5,30,19,6403,162290,2007,9855,15714,8410,187859,.368,9.33,.115,.567,.904,.484,10.8
2020,5,30,20,7826,88184,5703,0,34537,13529,122721,.526,5.93,.384,0,2.32,.91,8.26
2020,5,30,21,43013,205804,0,6555,0,43013,212359,2.08,9.93,0,.316,0,2.08,10.2
2020,5,30,22,19334,301598,5722,2599,166615,25056,470812,.923,14.4,.273,.124,7.95,1.2,22.5
2020,5,30,23,11122,161984,13487,138,23370,24609,185492,1.61,23.4,1.95,.0199,3.37,3.55,26.8
2020,5,30,24,31920,246535,10181,7230,204394,42101,458159,.979,7.56,.312,.222,6.27,1.29,14.1
2020,5,30,25,27558,598066,54281,42051,532594,81839,1172711,.722,15.7,1.42,1.1,14,2.14,30.7
2020,5,30,26,36582,930625,79047,35584,1054565,115629,2020774,.741,18.8,1.6,.721,21.4,2.34,40.9
2020,5,30,27,21586,394367,1547,15632,70210,23133,480209,.694,12.7,.0497,.503,2.26,.744,15.4
2020,5,30,28,24014,174808,10784,0,47450,34798,222258,1.88,13.7,.845,0,3.72,2.73,17.4
2020,5,30,29,20457,238751,5117,11162,80019,25574,329932,.663,7.74,.166,.362,2.6,.829,10.7
2020,5,30,30,3054,48506,4648,1833,41888,7702,92227,.572,9.09,.871,.344,7.85,1.44,17.3
2020,5,30,31,4243,60390,1311,1115,22023,5554,83528,.41,5.83,.127,.108,2.13,.536,8.07
2020,5,30,32,11337,335043,18700,6681,234575,30037,576299,.735,21.7,1.21,.433,15.2,1.95,37.4
2020,5,30,33,6002,100476,0,0,0,6002,100476,.776,13,0,0,0,.776,13
2020,5,30,34,26752,547913,48399,164948,399178,75151,1112039,.595,12.2,1.08,3.67,8.88,1.67,24.7
2020,5,30,35,6672,105755,2437,3326,43732,9109,152813,.699,11.1,.255,.348,4.58,.954,16
2020,5,30,36,81135,1791094,82658,75140,1098156,163793,2964390,.853,18.8,.869,.79,11.5,1.72,31.2
2020,5,30,37,37047,547988,33742,18348,212278,70789,778614,.729,10.8,.664,.361,4.18,1.39,15.3
2020,5,30,38,2315,30806,602,1767,7362,2917,39935,.574,7.63,.149,.438,1.82,.723,9.89
2020,5,30,39,34566,550989,30381,13899,562418,64947,1127306,.596,9.5,.524,.24,9.69,1.12,19.4
2020,5,30,40,60376,172309,852,5511,20261,61228,198081,3.28,9.36,.0463,.299,1.1,3.33,10.8
2020,5,30,41,20388,255222,1697,0,18125,22085,273347,.969,12.1,.0807,0,.861,1.05,13
2020,5,30,42,42198,1018867,94601,125988,827441,136799,1972296,.65,15.7,1.46,1.94,12.7,2.11,30.4
2020,5,30,44,2731,78205,2820,2348,41620,5551,122173,.492,14.1,.508,.423,7.49,.999,22
2020,5,30,45,18910,214814,11373,0,87195,30283,302009,.796,9.04,.479,0,3.67,1.27,12.7
2020,5,30,46,1498,19629,337,181,5170,1835,24980,.323,4.23,.0726,.039,1.11,.395,5.38
2020,5,30,47,22255,322117,6132,4641,85670,28387,412428,.665,9.63,.183,.139,2.56,.849,12.3
