year,month,day,countyfips,merchants_all
2020,1,10,1003,.0242
2020,1,10,1015,-.0194
2020,1,10,1043,-.0334
2020,1,10,1069,-.0137
2020,1,10,1073,-.0115
2020,1,10,1089,.00362
2020,1,10,1095,-.00707
2020,1,10,1097,.0202
2020,1,10,1101,.0156
2020,1,10,1103,.0106
2020,1,10,1125,-.00562
2020,1,10,2020,-.0035
2020,1,10,2170,-.0258
2020,1,10,4013,.00907
2020,1,10,4019,-.0186
2020,1,10,4025,-.00756
2020,1,10,5007,-.0215
2020,1,10,5045,-.00701
2020,1,10,5069,.0268
2020,1,10,5119,.0119
2020,1,10,5143,-.00459
2020,1,10,6001,-.00961
2020,1,10,6007,-.00401
2020,1,10,6013,.00332
2020,1,10,6017,-.00305
2020,1,10,6019,.00847
2020,1,10,6025,-.00116
2020,1,10,6029,.00636
2020,1,10,6037,-.00558
2020,1,10,6045,.0198
2020,1,10,6053,.0125
2020,1,10,6059,-.00292
2020,1,10,6061,.0266
2020,1,10,6065,-.00176
2020,1,10,6067,.0121
2020,1,10,6071,-.0134
2020,1,10,6073,.00108
2020,1,10,6075,.0169
2020,1,10,6077,.032
2020,1,10,6079,.0123
2020,1,10,6081,-.0149
2020,1,10,6083,.00724
2020,1,10,6085,-.00199
2020,1,10,6087,-.000609
2020,1,10,6089,.00161
2020,1,10,6095,-.00965
2020,1,10,6097,.0305
2020,1,10,6099,.017
2020,1,10,6107,.0011
2020,1,10,6111,.0102
2020,1,10,8001,-.00249
2020,1,10,8005,-.00152
2020,1,10,8013,-.0149
2020,1,10,8031,-.00483
2020,1,10,8035,-.0135
2020,1,10,8041,-.0164
2020,1,10,8059,-.00351
2020,1,10,8069,.0221
2020,1,10,8101,-.00257
2020,1,10,8123,-.0411
2020,1,10,9001,-.0018
2020,1,10,9003,.000363
2020,1,10,9009,-.0056
2020,1,10,9011,.00272
2020,1,10,10003,-.00337
2020,1,10,10005,-.0208
2020,1,10,11001,-.0328
2020,1,10,12001,.0264
2020,1,10,12009,-.000836
2020,1,10,12011,.0211
2020,1,10,12017,-.0276
2020,1,10,12021,.0104
2020,1,10,12031,.00552
2020,1,10,12033,.0113
2020,1,10,12053,-.0182
2020,1,10,12057,.0101
2020,1,10,12069,-.0000485
2020,1,10,12071,.00798
2020,1,10,12073,-.00895
2020,1,10,12083,-.0164
2020,1,10,12085,.022
2020,1,10,12086,.00327
2020,1,10,12091,.000718
2020,1,10,12095,.0177
2020,1,10,12097,-.00326
2020,1,10,12099,-.00131
2020,1,10,12101,.0075
2020,1,10,12103,.0127
2020,1,10,12105,.00418
2020,1,10,12109,.035
2020,1,10,12111,.00617
2020,1,10,12115,-.00124
2020,1,10,12117,.0129
2020,1,10,12127,-.00658
2020,1,10,13015,.0251
2020,1,10,13045,.0059
2020,1,10,13057,.00891
2020,1,10,13063,.0104
2020,1,10,13067,.00471
2020,1,10,13073,.0291
2020,1,10,13089,.0138
2020,1,10,13095,.0113
2020,1,10,13113,.0342
2020,1,10,13121,.0107
2020,1,10,13135,.00522
2020,1,10,13139,-.0176
2020,1,10,13151,.0446
2020,1,10,13153,.0149
2020,1,10,13185,.0147
2020,1,10,13223,.0461
2020,1,10,15001,-.00416
2020,1,10,15003,-.00205
2020,1,10,15007,.00401
2020,1,10,16001,.0161
2020,1,10,16019,-.00106
2020,1,10,16027,.0062
2020,1,10,16055,.0396
2020,1,10,17031,-.0236
2020,1,10,17043,-.0303
2020,1,10,17089,-.0278
2020,1,10,17097,-.0304
2020,1,10,17111,-.0447
2020,1,10,17119,-.0271
2020,1,10,17161,-.0277
2020,1,10,17163,-.00931
2020,1,10,17167,-.0402
2020,1,10,17183,-.0309
2020,1,10,17197,-.00955
2020,1,10,17199,.00592
2020,1,10,17201,-.0147
2020,1,10,18037,-.0691
2020,1,10,18039,-.0447
2020,1,10,18053,-.107
2020,1,10,18057,-.0152
2020,1,10,18081,-.0192
2020,1,10,18089,-.0465
2020,1,10,18091,-.0603
2020,1,10,18097,-.0298
2020,1,10,18127,-.0401
2020,1,10,18141,-.0399
2020,1,10,18157,-.0522
2020,1,10,18163,.00737
2020,1,10,18167,-.000859
2020,1,10,19013,-.0146
2020,1,10,19045,-.0524
2020,1,10,19061,-.0187
2020,1,10,19113,-.0353
2020,1,10,19153,.00412
2020,1,10,19155,.0157
2020,1,10,19193,-.0343
2020,1,10,20091,-.00314
2020,1,10,20161,-.0135
2020,1,10,20173,.00283
2020,1,10,20177,.00755
2020,1,10,21019,-.0501
2020,1,10,21035,-.00228
2020,1,10,21037,.0374
2020,1,10,21067,-.0144
2020,1,10,21111,.0255
2020,1,10,21117,-.00484
2020,1,10,22015,.0195
2020,1,10,22017,.0108
2020,1,10,22019,.0187
2020,1,10,22033,.0106
2020,1,10,22051,-.0104
2020,1,10,22063,.0316
2020,1,10,22071,-.029
2020,1,10,22073,.00222
2020,1,10,22109,.0078
2020,1,10,23005,.0169
2020,1,10,24003,-.00498
2020,1,10,24005,-.00429
2020,1,10,24017,-.0376
2020,1,10,24021,-.0286
2020,1,10,24025,-.0146
2020,1,10,24027,.0198
2020,1,10,24031,-.0245
2020,1,10,24033,-.032
2020,1,10,24043,-.00457
2020,1,10,24510,-.00735
2020,1,10,25001,-.00257
2020,1,10,25005,.00674
2020,1,10,25009,.0346
2020,1,10,25013,-.0199
2020,1,10,25017,-.0106
2020,1,10,25021,-.0199
2020,1,10,25023,-.00932
2020,1,10,25025,-.00272
2020,1,10,25027,-.0237
2020,1,10,26025,-.0229
2020,1,10,26049,-.0046
2020,1,10,26055,.00386
2020,1,10,26065,-.0409
2020,1,10,26081,-.0366
2020,1,10,26093,.00957
2020,1,10,26099,.0168
2020,1,10,26111,-.0103
2020,1,10,26115,-.0549
2020,1,10,26125,.00724
2020,1,10,26139,-.0394
2020,1,10,26163,.00781
2020,1,10,27003,-.000537
2020,1,10,27053,-.0139
2020,1,10,27109,-.0345
2020,1,10,27123,-.000075
2020,1,10,27137,-.027
2020,1,10,27141,-.0304
2020,1,10,27145,-.0229
2020,1,10,28033,-.000198
2020,1,10,28121,-.00189
2020,1,10,29019,-.0397
2020,1,10,29071,-.0159
2020,1,10,29077,.0086
2020,1,10,29095,.0108
2020,1,10,29099,-.01
2020,1,10,29145,.00829
2020,1,10,29161,-.0369
2020,1,10,29165,.013
2020,1,10,29183,-.0159
2020,1,10,29187,-.0242
2020,1,10,29189,-.0258
2020,1,10,29510,-.0405
2020,1,10,30029,-.00532
2020,1,10,30047,.0776
2020,1,10,30049,-.00425
2020,1,10,30111,-.00123
2020,1,10,31055,-.00538
2020,1,10,31109,-.00763
2020,1,10,31153,-.0116
2020,1,10,32003,.0000725
2020,1,10,32031,.00314
2020,1,10,33011,-.0197
2020,1,10,33015,-.0108
2020,1,10,34001,-.0284
2020,1,10,34003,-.0154
2020,1,10,34005,-.00452
2020,1,10,34007,-.00398
2020,1,10,34009,-.00507
2020,1,10,34013,.00467
2020,1,10,34015,.0222
2020,1,10,34017,-.00294
2020,1,10,34021,-.000601
2020,1,10,34023,.0131
2020,1,10,34025,-.00203
2020,1,10,34027,.00542
2020,1,10,34029,-.0153
2020,1,10,34031,-.00637
2020,1,10,34035,-.01
2020,1,10,34037,-.0322
2020,1,10,34039,-.017
2020,1,10,34041,-.00747
2020,1,10,35001,.00621
2020,1,10,35013,.0431
2020,1,10,35049,.0269
2020,1,10,36001,-.00428
2020,1,10,36005,.00891
2020,1,10,36007,-.00566
2020,1,10,36027,-.00348
2020,1,10,36029,-.037
2020,1,10,36047,.00437
2020,1,10,36055,-.0155
2020,1,10,36059,-.00391
2020,1,10,36061,.00658
2020,1,10,36063,.0481
2020,1,10,36065,-.0138
2020,1,10,36067,-.00128
2020,1,10,36071,.0116
2020,1,10,36077,-.0405
2020,1,10,36081,.00534
2020,1,10,36085,-.0228
2020,1,10,36087,-.00163
2020,1,10,36091,.0227
2020,1,10,36101,-.0296
2020,1,10,36103,.00884
2020,1,10,36111,.00648
2020,1,10,36119,.00667
2020,1,10,37019,.00503
2020,1,10,37021,.0265
2020,1,10,37035,-.000325
2020,1,10,37051,.00719
2020,1,10,37063,.00257
2020,1,10,37067,.000121
2020,1,10,37071,.00695
2020,1,10,37081,.00103
2020,1,10,37083,-.0219
2020,1,10,37089,-.00193
2020,1,10,37097,-.0162
2020,1,10,37105,-.0132
2020,1,10,37119,.00202
2020,1,10,37129,.00584
2020,1,10,37133,.00179
2020,1,10,37147,-.0382
2020,1,10,37151,.0152
2020,1,10,37155,.0064
2020,1,10,37159,.00856
2020,1,10,37179,.0032
2020,1,10,37183,.0087
2020,1,10,37191,.0088
2020,1,10,39007,-.0135
2020,1,10,39017,-.0306
2020,1,10,39025,-.054
2020,1,10,39035,-.022
2020,1,10,39041,-.00946
2020,1,10,39049,-.023
2020,1,10,39057,-.0175
2020,1,10,39061,-.0309
2020,1,10,39083,-.0403
2020,1,10,39089,-.0215
2020,1,10,39093,-.00976
2020,1,10,39103,-.0334
2020,1,10,39113,-.0183
2020,1,10,39151,-.0219
2020,1,10,39153,-.0188
2020,1,10,39165,-.0392
2020,1,10,40109,.0166
2020,1,10,40143,.00153
2020,1,10,41005,.00095
2020,1,10,41007,.0501
2020,1,10,41019,.0248
2020,1,10,41029,.015
2020,1,10,41039,.0123
2020,1,10,41047,-.00655
2020,1,10,41051,.0182
2020,1,10,41067,.000465
2020,1,10,41071,-.0327
2020,1,10,42003,-.00942
2020,1,10,42005,-.0262
2020,1,10,42009,.0111
2020,1,10,42011,-.00183
2020,1,10,42017,.00329
2020,1,10,42019,-.011
2020,1,10,42021,-.00706
2020,1,10,42029,.016
2020,1,10,42041,-.00892
2020,1,10,42043,.0117
2020,1,10,42045,-.00701
2020,1,10,42049,-.0276
2020,1,10,42051,-.0254
2020,1,10,42055,-.016
2020,1,10,42065,-.0201
2020,1,10,42069,-.0236
2020,1,10,42071,-.0519
2020,1,10,42077,-.00754
2020,1,10,42079,-.051
2020,1,10,42081,-.153
2020,1,10,42089,-.0381
2020,1,10,42091,.00369
2020,1,10,42101,-.00413
2020,1,10,42129,-.0261
2020,1,10,42133,-.00504
2020,1,10,44007,.0056
2020,1,10,45007,.0197
2020,1,10,45013,.0151
2020,1,10,45019,.00388
2020,1,10,45041,.00536
2020,1,10,45045,.0117
2020,1,10,45051,-.00414
2020,1,10,45063,.0099
2020,1,10,45079,.00436
2020,1,10,45083,.0157
2020,1,10,45085,-.00122
2020,1,10,45091,-.0133
2020,1,10,46099,.0114
2020,1,10,47037,.0163
2020,1,10,47065,.000977
2020,1,10,47093,-.00117
2020,1,10,47119,.0313
2020,1,10,47125,-.0109
2020,1,10,47149,.015
2020,1,10,47157,.0143
2020,1,10,47189,.03
2020,1,10,48027,.00525
2020,1,10,48029,.00779
2020,1,10,48039,-.0111
2020,1,10,48041,.0095
2020,1,10,48049,.00925
2020,1,10,48061,-.0114
2020,1,10,48085,.000494
2020,1,10,48091,.00835
2020,1,10,48113,.00352
2020,1,10,48121,.00552
2020,1,10,48139,-.00986
2020,1,10,48141,-.0168
2020,1,10,48157,-.00455
2020,1,10,48167,.00564
2020,1,10,48171,-.00522
2020,1,10,48181,.0198
2020,1,10,48183,.0108
2020,1,10,48201,.00716
2020,1,10,48215,.00692
2020,1,10,48245,.00322
2020,1,10,48257,-.00713
2020,1,10,48329,.0228
2020,1,10,48339,.0179
2020,1,10,48355,-.00956
2020,1,10,48361,-.0172
2020,1,10,48375,-.002
2020,1,10,48397,.00272
2020,1,10,48423,.00834
2020,1,10,48427,.042
2020,1,10,48439,.0107
2020,1,10,48453,-.0029
2020,1,10,48479,-.0229
2020,1,10,48491,.000799
2020,1,10,48495,-.0109
2020,1,10,49005,.0196
2020,1,10,49011,-.00235
2020,1,10,49035,.0135
2020,1,10,49049,.048
2020,1,10,49057,.027
2020,1,10,50007,-.025
2020,1,10,51041,.000151
2020,1,10,51059,-.0272
2020,1,10,51085,-.0229
2020,1,10,51087,-.00267
2020,1,10,51107,-.0341
2020,1,10,51153,-.0222
2020,1,10,51161,-.00555
2020,1,10,51177,-.00192
2020,1,10,51179,-.0237
2020,1,10,51550,.0112
2020,1,10,51700,.022
2020,1,10,51710,-.000869
2020,1,10,51760,-.000811
2020,1,10,51770,-.0197
2020,1,10,51800,-.00303
2020,1,10,51810,.00482
2020,1,10,53005,.0133
2020,1,10,53011,-.0157
2020,1,10,53033,.0238
2020,1,10,53035,.0495
2020,1,10,53053,.0713
2020,1,10,53061,.0667
2020,1,10,53063,.0101
2020,1,10,53067,.0634
2020,1,10,53073,.0678
2020,1,10,53077,.0538
2020,1,10,54003,-.0445
2020,1,10,54011,.0091
2020,1,10,54039,-.0124
2020,1,10,54061,-.0484
2020,1,10,54081,-.0584
2020,1,10,55009,-.0074
2020,1,10,55025,-.00258
2020,1,10,55055,-.0441
2020,1,10,55063,-.0591
2020,1,10,55079,-.0327
2020,1,10,55109,.0181
2020,1,10,55117,-.0289
2020,1,10,55133,-.025
2020,1,10,56025,-.0815
2020,1,11,1003,.0229
2020,1,11,1015,-.022
2020,1,11,1043,-.0332
2020,1,11,1069,-.0222
2020,1,11,1073,-.0235
2020,1,11,1089,-.00736
2020,1,11,1095,-.0205
2020,1,11,1097,.00965
2020,1,11,1101,.00409
2020,1,11,1103,-.00785
2020,1,11,1125,-.0253
2020,1,11,2020,.00161
2020,1,11,2170,-.033
2020,1,11,4013,.0113
2020,1,11,4019,-.0127
2020,1,11,4025,-.018
2020,1,11,5007,-.0214
2020,1,11,5045,-.0153
2020,1,11,5069,.00201
2020,1,11,5119,.00389
2020,1,11,5143,-.012
2020,1,11,6001,-.00662
2020,1,11,6007,-.000821
2020,1,11,6013,.00942
2020,1,11,6017,.009
2020,1,11,6019,.0137
2020,1,11,6025,.0064
2020,1,11,6029,-.000123
2020,1,11,6037,-.00551
2020,1,11,6045,.009
2020,1,11,6053,.0134
2020,1,11,6059,-.00629
2020,1,11,6061,.0249
2020,1,11,6065,-.00263
2020,1,11,6067,.0122
2020,1,11,6071,-.00919
2020,1,11,6073,-.000672
2020,1,11,6075,.0198
2020,1,11,6077,.0327
2020,1,11,6079,.00768
2020,1,11,6081,-.00958
2020,1,11,6083,.00783
2020,1,11,6085,-.00523
2020,1,11,6087,.00837
2020,1,11,6089,.00383
2020,1,11,6095,.00353
2020,1,11,6097,.0265
2020,1,11,6099,.017
2020,1,11,6107,.00121
2020,1,11,6111,.0117
2020,1,11,8001,.00912
2020,1,11,8005,.00843
2020,1,11,8013,-.00253
2020,1,11,8031,.00409
2020,1,11,8035,-.0113
2020,1,11,8041,-.00758
2020,1,11,8059,.000217
2020,1,11,8069,.0247
2020,1,11,8101,-.00589
2020,1,11,8123,-.0225
2020,1,11,9001,-.00563
2020,1,11,9003,.00565
2020,1,11,9009,-.00637
2020,1,11,9011,.00908
2020,1,11,10003,-.00485
2020,1,11,10005,-.0114
2020,1,11,11001,-.0298
2020,1,11,12001,.0245
2020,1,11,12009,.00444
2020,1,11,12011,.0201
2020,1,11,12017,-.0318
2020,1,11,12021,.0139
2020,1,11,12031,.00524
2020,1,11,12033,.000904
2020,1,11,12053,-.0224
2020,1,11,12057,.0132
2020,1,11,12069,.00189
2020,1,11,12071,.0101
2020,1,11,12073,-.00428
2020,1,11,12083,-.0151
2020,1,11,12085,.00681
2020,1,11,12086,-.00326
2020,1,11,12091,-.00704
2020,1,11,12095,.0188
2020,1,11,12097,-.00716
2020,1,11,12099,.002
2020,1,11,12101,.00114
2020,1,11,12103,.0146
2020,1,11,12105,.00192
2020,1,11,12109,.0343
2020,1,11,12111,.00734
2020,1,11,12115,-.000355
2020,1,11,12117,.00935
2020,1,11,12127,-.00133
2020,1,11,13015,.0081
2020,1,11,13045,-.0044
2020,1,11,13057,-.00246
2020,1,11,13063,.00838
2020,1,11,13067,-.00319
2020,1,11,13073,.0441
2020,1,11,13089,.00532
2020,1,11,13095,.0114
2020,1,11,13113,.0141
2020,1,11,13121,.00252
2020,1,11,13135,.00616
2020,1,11,13139,-.0249
2020,1,11,13151,.0402
2020,1,11,13153,.013
2020,1,11,13185,.0142
2020,1,11,13223,.0529
2020,1,11,15001,.00518
2020,1,11,15003,.00106
2020,1,11,15007,-.00252
2020,1,11,16001,.0223
2020,1,11,16019,.00259
2020,1,11,16027,.0112
2020,1,11,16055,.0472
2020,1,11,17031,-.0274
2020,1,11,17043,-.0339
2020,1,11,17089,-.0284
2020,1,11,17097,-.0365
2020,1,11,17111,-.0472
2020,1,11,17119,-.0193
2020,1,11,17161,-.0347
2020,1,11,17163,-.00178
2020,1,11,17167,-.0421
2020,1,11,17183,-.0235
2020,1,11,17197,-.0129
2020,1,11,17199,.011
2020,1,11,17201,-.034
2020,1,11,18037,-.0864
2020,1,11,18039,-.0427
2020,1,11,18053,-.122
2020,1,11,18057,-.00935
2020,1,11,18081,-.0264
2020,1,11,18089,-.0456
2020,1,11,18091,-.0671
2020,1,11,18097,-.031
2020,1,11,18127,-.0523
2020,1,11,18141,-.0511
2020,1,11,18157,-.0475
2020,1,11,18163,.00925
2020,1,11,18167,-.005
2020,1,11,19013,-.0155
2020,1,11,19045,-.0783
2020,1,11,19061,-.0248
2020,1,11,19113,-.0452
2020,1,11,19153,-.00198
2020,1,11,19155,.0297
2020,1,11,19193,-.0307
2020,1,11,20091,-.0203
2020,1,11,20161,-.0184
2020,1,11,20173,.000615
2020,1,11,20177,-.0168
2020,1,11,21019,-.0359
2020,1,11,21035,.0198
2020,1,11,21037,.0481
2020,1,11,21067,-.016
2020,1,11,21111,.0163
2020,1,11,21117,-.00917
2020,1,11,22015,-.00173
2020,1,11,22017,.000729
2020,1,11,22019,.0104
2020,1,11,22033,.0156
2020,1,11,22051,-.0206
2020,1,11,22063,.0213
2020,1,11,22071,-.0302
2020,1,11,22073,-.0174
2020,1,11,22109,-.0000735
2020,1,11,23005,.0217
2020,1,11,24003,.00231
2020,1,11,24005,.00228
2020,1,11,24017,-.0134
2020,1,11,24021,-.0198
2020,1,11,24025,.00091
2020,1,11,24027,.0135
2020,1,11,24031,-.0237
2020,1,11,24033,-.0305
2020,1,11,24043,.000933
2020,1,11,24510,-.00816
2020,1,11,25001,.00126
2020,1,11,25005,.00634
2020,1,11,25009,.0324
2020,1,11,25013,-.0161
2020,1,11,25017,-.0105
2020,1,11,25021,-.0117
2020,1,11,25023,-.00971
2020,1,11,25025,-.00202
2020,1,11,25027,-.0181
2020,1,11,26025,-.0403
2020,1,11,26049,-.0292
2020,1,11,26055,-.00148
2020,1,11,26065,-.0647
2020,1,11,26081,-.0447
2020,1,11,26093,.0033
2020,1,11,26099,.00521
2020,1,11,26111,-.0304
2020,1,11,26115,-.0512
2020,1,11,26125,.000279
2020,1,11,26139,-.0382
2020,1,11,26163,-.000632
2020,1,11,27003,.0104
2020,1,11,27053,-.0145
2020,1,11,27109,-.0268
2020,1,11,27123,-.00713
2020,1,11,27137,-.0205
2020,1,11,27141,-.0159
2020,1,11,27145,-.00806
2020,1,11,28033,.00633
2020,1,11,28121,.000843
2020,1,11,29019,-.0261
2020,1,11,29071,-.00155
2020,1,11,29077,.00437
2020,1,11,29095,-.0214
2020,1,11,29099,.00572
2020,1,11,29145,-.0196
2020,1,11,29161,.0266
2020,1,11,29165,-.0223
2020,1,11,29183,-.00796
2020,1,11,29187,.00277
2020,1,11,29189,-.0166
2020,1,11,29510,-.0337
2020,1,11,30029,.0116
2020,1,11,30047,.0749
2020,1,11,30049,-.0193
2020,1,11,30111,-.00307
2020,1,11,31055,-.0105
2020,1,11,31109,-.012
2020,1,11,31153,-.0205
2020,1,11,32003,-.00428
2020,1,11,32031,.0006
2020,1,11,33011,-.0118
2020,1,11,33015,-.0113
2020,1,11,34001,-.0315
2020,1,11,34003,-.0119
2020,1,11,34005,-.0044
2020,1,11,34007,-.00375
2020,1,11,34009,-.00348
2020,1,11,34013,.00585
2020,1,11,34015,.0158
2020,1,11,34017,-.00232
2020,1,11,34021,.000785
2020,1,11,34023,.00664
2020,1,11,34025,-.00503
2020,1,11,34027,.00591
2020,1,11,34029,-.0102
2020,1,11,34031,.00214
2020,1,11,34035,-.00826
2020,1,11,34037,-.0158
2020,1,11,34039,-.00532
2020,1,11,34041,-.00579
2020,1,11,35001,.0104
2020,1,11,35013,.0501
2020,1,11,35049,.0276
2020,1,11,36001,-.00512
2020,1,11,36005,.0107
2020,1,11,36007,.00664
2020,1,11,36027,-.00728
2020,1,11,36029,-.0337
2020,1,11,36047,.0108
2020,1,11,36055,-.0119
2020,1,11,36059,-.00016
2020,1,11,36061,.00892
2020,1,11,36063,.0395
2020,1,11,36065,-.0171
2020,1,11,36067,.00604
2020,1,11,36071,.00633
2020,1,11,36077,-.0324
2020,1,11,36081,.00206
2020,1,11,36085,-.022
2020,1,11,36087,-.0014
2020,1,11,36091,.0145
2020,1,11,36101,-.022
2020,1,11,36103,.0089
2020,1,11,36111,.00353
2020,1,11,36119,-.000186
2020,1,11,37019,.0228
2020,1,11,37021,.0101
2020,1,11,37035,-.0121
2020,1,11,37051,.00806
2020,1,11,37063,.011
2020,1,11,37067,-.00572
2020,1,11,37071,.00202
2020,1,11,37081,-.00299
2020,1,11,37083,-.0166
2020,1,11,37089,-.00552
2020,1,11,37097,-.0235
2020,1,11,37105,-.03
2020,1,11,37119,.00181
2020,1,11,37129,.0069
2020,1,11,37133,-.00423
2020,1,11,37147,-.0264
2020,1,11,37151,.00968
2020,1,11,37155,.00645
2020,1,11,37159,.0134
2020,1,11,37179,.0116
2020,1,11,37183,.0109
2020,1,11,37191,.00889
2020,1,11,39007,-.00535
2020,1,11,39017,-.0151
2020,1,11,39025,-.054
2020,1,11,39035,-.0182
2020,1,11,39041,-.00409
2020,1,11,39049,-.0159
2020,1,11,39057,-.0256
2020,1,11,39061,-.025
2020,1,11,39083,-.0354
2020,1,11,39089,-.0213
2020,1,11,39093,-.00119
2020,1,11,39103,-.0234
2020,1,11,39113,-.0174
2020,1,11,39151,-.0203
2020,1,11,39153,-.0181
2020,1,11,39165,-.0404
2020,1,11,40109,.00946
2020,1,11,40143,-.0112
2020,1,11,41005,.00619
2020,1,11,41007,.0477
2020,1,11,41019,.0206
2020,1,11,41029,.0185
2020,1,11,41039,.0116
2020,1,11,41047,-.0107
2020,1,11,41051,.014
2020,1,11,41067,-.00275
2020,1,11,41071,-.0214
2020,1,11,42003,-.00686
2020,1,11,42005,-.0345
2020,1,11,42009,.0191
2020,1,11,42011,-.00226
2020,1,11,42017,.0034
2020,1,11,42019,-.0187
2020,1,11,42021,-.00486
2020,1,11,42029,.0213
2020,1,11,42041,-.0025
2020,1,11,42043,.0123
2020,1,11,42045,-.0132
2020,1,11,42049,-.0215
2020,1,11,42051,-.0267
2020,1,11,42055,-.02
2020,1,11,42065,-.014
2020,1,11,42069,-.0159
2020,1,11,42071,-.0365
2020,1,11,42077,-.00268
2020,1,11,42079,-.0391
2020,1,11,42081,-.115
2020,1,11,42089,-.0312
2020,1,11,42091,.00549
2020,1,11,42101,-.00778
2020,1,11,42129,-.0139
2020,1,11,42133,-.00536
2020,1,11,44007,-.00302
2020,1,11,45007,.0128
2020,1,11,45013,.0205
2020,1,11,45019,.00286
2020,1,11,45041,.0114
2020,1,11,45045,.00271
2020,1,11,45051,-.00528
2020,1,11,45063,-.00716
2020,1,11,45079,.00171
2020,1,11,45083,.0074
2020,1,11,45085,.0101
2020,1,11,45091,-.000531
2020,1,11,46099,-.0000718
2020,1,11,47037,.00997
2020,1,11,47065,.00547
2020,1,11,47093,.00039
2020,1,11,47119,.0281
2020,1,11,47125,-.00885
2020,1,11,47149,.0092
2020,1,11,47157,.000273
2020,1,11,47189,.0209
2020,1,11,48027,.00376
2020,1,11,48029,.00593
2020,1,11,48039,-.0132
2020,1,11,48041,.000635
2020,1,11,48049,.031
2020,1,11,48061,-.0101
2020,1,11,48085,.00176
2020,1,11,48091,.0103
2020,1,11,48113,.00247
2020,1,11,48121,-.00445
2020,1,11,48139,-.00335
2020,1,11,48141,-.0145
2020,1,11,48157,-.0103
2020,1,11,48167,.00819
2020,1,11,48171,.0221
2020,1,11,48181,.0141
2020,1,11,48183,.0151
2020,1,11,48201,.00287
2020,1,11,48215,-.00169
2020,1,11,48245,-.0119
2020,1,11,48257,-.0136
2020,1,11,48329,.0296
2020,1,11,48339,.00997
2020,1,11,48355,-.00645
2020,1,11,48361,-.0466
2020,1,11,48375,-.0151
2020,1,11,48397,.0012
2020,1,11,48423,.00255
2020,1,11,48427,.0331
2020,1,11,48439,.0119
2020,1,11,48453,-.000927
2020,1,11,48479,-.0271
2020,1,11,48491,.000729
2020,1,11,48495,.0268
2020,1,11,49005,-.00305
2020,1,11,49011,.00642
2020,1,11,49035,.0186
2020,1,11,49049,.0405
2020,1,11,49057,.0179
2020,1,11,50007,-.0158
2020,1,11,51041,.00487
2020,1,11,51059,-.0252
2020,1,11,51085,-.0204
2020,1,11,51087,-.00946
2020,1,11,51107,-.0246
2020,1,11,51153,-.0303
2020,1,11,51161,-.000539
2020,1,11,51177,-.00195
2020,1,11,51179,-.0472
2020,1,11,51550,.0079
2020,1,11,51700,.0277
2020,1,11,51710,.002
2020,1,11,51760,.000836
2020,1,11,51770,-.0251
2020,1,11,51800,-.00305
2020,1,11,51810,.00142
2020,1,11,53005,.00802
2020,1,11,53011,-.0212
2020,1,11,53033,.0249
2020,1,11,53035,.0504
2020,1,11,53053,.0637
2020,1,11,53061,.057
2020,1,11,53063,.00373
2020,1,11,53067,.0562
2020,1,11,53073,.0602
2020,1,11,53077,.0459
2020,1,11,54003,-.0505
2020,1,11,54011,.00251
2020,1,11,54039,-.00686
2020,1,11,54061,-.043
2020,1,11,54081,-.0388
2020,1,11,55009,-.00343
2020,1,11,55025,-.00395
2020,1,11,55055,-.0574
2020,1,11,55063,-.0449
2020,1,11,55079,-.04
2020,1,11,55109,.00605
2020,1,11,55117,-.0367
2020,1,11,55133,-.0378
2020,1,11,56025,-.0443
2020,1,12,1003,.0206
2020,1,12,1015,-.0175
2020,1,12,1043,-.0144
2020,1,12,1069,-.011
2020,1,12,1073,-.0233
2020,1,12,1089,-.0103
2020,1,12,1095,-.00463
2020,1,12,1097,.00121
2020,1,12,1101,.00364
2020,1,12,1103,-.00463
2020,1,12,1125,-.0285
2020,1,12,2020,.00154
2020,1,12,2170,-.0264
2020,1,12,4013,.0114
2020,1,12,4019,-.0134
2020,1,12,4025,-.0225
2020,1,12,5007,-.0206
2020,1,12,5045,-.0103
2020,1,12,5069,.0057
2020,1,12,5119,.00361
2020,1,12,5143,-.0038
2020,1,12,6001,-.00686
2020,1,12,6007,-.0109
2020,1,12,6013,.00157
2020,1,12,6017,.00469
2020,1,12,6019,.0162
2020,1,12,6025,-3.38e-06
2020,1,12,6029,-.00704
2020,1,12,6037,-.00849
2020,1,12,6045,.017
2020,1,12,6053,.00219
2020,1,12,6059,-.00672
2020,1,12,6061,.0266
2020,1,12,6065,-.00317
2020,1,12,6067,.0104
2020,1,12,6071,-.00629
2020,1,12,6073,.000428
2020,1,12,6075,.0121
2020,1,12,6077,.0323
2020,1,12,6079,.000538
2020,1,12,6081,-.00791
2020,1,12,6083,.00521
2020,1,12,6085,-.00792
2020,1,12,6087,.00209
2020,1,12,6089,.00384
2020,1,12,6095,.00508
2020,1,12,6097,.0217
2020,1,12,6099,.0108
2020,1,12,6107,.00642
2020,1,12,6111,.00936
2020,1,12,8001,.00562
2020,1,12,8005,.0199
2020,1,12,8013,-.0073
2020,1,12,8031,.00254
2020,1,12,8035,-.0137
2020,1,12,8041,-.00833
2020,1,12,8059,.00324
2020,1,12,8069,.0194
2020,1,12,8101,-.00456
2020,1,12,8123,-.0148
2020,1,12,9001,-.00835
2020,1,12,9003,.00226
