year,month,day,cityid,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh
2020,1,14,1,-.00397,.,-.00625,.
2020,1,14,2,-.00428,-.0083,.,.
2020,1,14,3,-.00313,.,.,.
2020,1,14,4,-.00696,-.00612,-.0118,-.000301
2020,1,14,5,-.00351,-.00149,.,.
2020,1,14,6,-.00585,.,.,.
2020,1,14,7,-.00232,-.0076,-.00361,.00328
2020,1,14,8,-.00248,.,.,.
2020,1,14,9,-.00817,.0113,.,.
2020,1,14,10,-.00742,-.00205,-.0112,-.00541
2020,1,14,11,.000748,.00168,-.000439,.
2020,1,14,12,-.0038,.,.,-.00294
2020,1,14,13,-.00417,.,.,.
2020,1,14,14,-.00741,-.0202,.,.
2020,1,14,15,-.00398,-.00449,.,-.00205
2020,1,14,16,-.0046,.,-.0109,.00247
2020,1,14,17,-.00505,-.0138,-.0046,.
2020,1,14,18,-.00697,.00313,.,.
2020,1,14,19,.0008,.00775,.,.
2020,1,14,20,-.00292,.,-.0057,.00158
2020,1,14,21,-.00785,.,.,.
2020,1,14,22,-.00339,-.00226,.,.
2020,1,14,23,-.0024,.,.,-.00337
2020,1,14,24,-.00145,.,.,.
2020,1,14,25,-.0026,.,.,-.00206
2020,1,14,26,-.00413,-.0089,-.00141,.
2020,1,14,27,-.00456,-.00825,-.00318,-.00308
2020,1,14,28,-.00298,.,-.00556,.
2020,1,14,29,-.00413,.,.,-.0023
2020,1,14,30,-.00366,-.00782,-.000893,-.006
2020,1,14,31,-.00246,-.0031,-.00323,.00015
2020,1,14,32,-.00266,-.00239,-.00861,.
2020,1,14,33,-.00152,.00529,.,.
2020,1,14,34,-.000771,.,.,.
2020,1,14,35,.00344,.,.00382,.
2020,1,14,36,-.00176,-.00699,.0000761,.
2020,1,14,37,.00394,.,.000756,.00826
2020,1,14,38,-.00619,-.0048,.,.
2020,1,14,39,-.0025,.,.,-.000211
2020,1,14,40,.004,.00465,.,-.000775
2020,1,14,41,-.00296,.,.,-.00474
2020,1,14,42,-.00185,.,.,.
2020,1,14,43,-.00055,.00311,.,.
2020,1,14,44,-.00168,-.0137,.,.
2020,1,14,45,.,.,.,.
2020,1,14,46,.00507,.0185,-.00196,.00144
2020,1,14,47,-.0159,.,.,.
2020,1,14,48,.00798,.,.,.
2020,1,14,49,-.00869,.,.,.
2020,1,14,50,-.00549,.,-.00643,-.00494
2020,1,14,51,-.000234,-.000356,.,.
2020,1,14,52,-.000989,.,.,.00609
2020,1,14,53,.00223,.0036,.00267,.000272
2020,1,15,1,-.00223,.,-.00372,.
2020,1,15,2,-.00311,-.00758,.,.
2020,1,15,3,-.00235,.,.,.
2020,1,15,4,-.0055,-.00526,-.00925,-.000026
2020,1,15,5,-.00324,-.00253,.,.
2020,1,15,6,-.00436,.,.,.
2020,1,15,7,-.00197,-.00663,-.00232,.00196
2020,1,15,8,-.0018,.,.,.
2020,1,15,9,-.00527,.00498,.,.
2020,1,15,10,-.00592,-.0000672,-.0094,-.00483
2020,1,15,11,.00107,.00174,.00017,.
2020,1,15,12,-.00172,.,.,-.00178
2020,1,15,13,-.00256,.,.,.
2020,1,15,14,-.00541,-.0137,.,.
2020,1,15,15,-.00325,-.00356,.,-.00192
2020,1,15,16,-.00271,.,-.00751,.0014
2020,1,15,17,-.00482,-.0123,-.00403,.
2020,1,15,18,-.0051,.00263,.,.
2020,1,15,19,.00131,.00835,.,.
2020,1,15,20,-.0016,.,-.00342,.00121
2020,1,15,21,-.00539,.,.,.
2020,1,15,22,-.00204,-.00276,.,.
2020,1,15,23,-.00101,.,.,-.00106
2020,1,15,24,-.000636,.,.,.
2020,1,15,25,-.00246,.,.,-.00171
2020,1,15,26,-.00288,-.00565,-.00103,.
2020,1,15,27,-.00305,-.00788,-.002,.000523
2020,1,15,28,-.00199,.,-.00301,.
2020,1,15,29,-.00311,.,.,-.00168
2020,1,15,30,-.003,-.0066,-.000348,-.00548
2020,1,15,31,-.00171,-.00265,-.00211,.000541
2020,1,15,32,-.00092,.00057,-.0066,.
2020,1,15,33,-.0000224,.00519,.,.
2020,1,15,34,.00079,.,.,.
2020,1,15,35,.00473,.,.00645,.
2020,1,15,36,-.00144,-.00425,.0000125,.
2020,1,15,37,.00371,.,.000819,.00686
2020,1,15,38,-.00457,-.00408,.,.
2020,1,15,39,-.00114,.,.,-.000637
2020,1,15,40,.00295,.00334,.,-.000437
2020,1,15,41,-.00132,.,.,-.00295
2020,1,15,42,-.00131,.,.,.
2020,1,15,43,-.000246,.00301,.,.
2020,1,15,44,-.00165,-.0123,.,.
2020,1,15,45,.,.,.,.
2020,1,15,46,.00439,.0159,-.00121,.000511
2020,1,15,47,-.0129,.,.,.
2020,1,15,48,.0104,.,.,.
2020,1,15,49,-.00703,.,.,.
2020,1,15,50,-.00334,.,-.00428,-.00334
2020,1,15,51,-.000768,-.0012,.,.
2020,1,15,52,.0000994,.,.,.0055
2020,1,15,53,.00222,.00427,.00239,.000147
2020,1,16,1,-.0007,.,-.00152,.
2020,1,16,2,-.00192,-.00661,.,.
2020,1,16,3,-.00159,.,.,.
2020,1,16,4,-.00403,-.00443,-.00663,.000219
2020,1,16,5,-.00297,-.0035,.,.
2020,1,16,6,-.00295,.,.,.
2020,1,16,7,-.00153,-.00536,-.00107,.000726
2020,1,16,8,-.00115,.,.,.
2020,1,16,9,-.00266,-.000521,.,.
2020,1,16,10,-.00435,.00195,-.00753,-.00419
2020,1,16,11,.00133,.0018,.000702,.
2020,1,16,12,.0000667,.,.,-.000757
2020,1,16,13,-.000965,.,.,.
2020,1,16,14,-.00343,-.00726,.,.
2020,1,16,15,-.00246,-.00257,.,-.00171
2020,1,16,16,-.00101,.,-.00431,.000355
2020,1,16,17,-.00447,-.0107,-.00333,.
2020,1,16,18,-.00317,.00214,.,.
2020,1,16,19,.00178,.00887,.,.
2020,1,16,20,-.000352,.,-.00128,.000909
2020,1,16,21,-.00311,.,.,.
2020,1,16,22,-.000599,-.00304,.,.
2020,1,16,23,.000309,.,.,.00107
2020,1,16,24,.0000668,.,.,.
2020,1,16,25,-.00221,.,.,-.00132
2020,1,16,26,-.00175,-.00262,-.000665,.
2020,1,16,27,-.00168,-.00729,-.000971,.00361
2020,1,16,28,-.00111,.,-.000724,.
2020,1,16,29,-.00213,.,.,-.00113
2020,1,16,30,-.00233,-.00523,.000136,-.00487
2020,1,16,31,-.000965,-.00216,-.001,.000898
2020,1,16,32,.000717,.00337,-.00463,.
2020,1,16,33,.0013,.00499,.,.
2020,1,16,34,.00214,.,.,.
2020,1,16,35,.00564,.,.00843,.
2020,1,16,36,-.00106,-.00169,-5.97e-06,.
2020,1,16,37,.00338,.,.000864,.00534
2020,1,16,38,-.00302,-.00341,.,.
2020,1,16,39,.000185,.,.,-.000945
2020,1,16,40,.00195,.00219,.,-.000077
2020,1,16,41,.0000647,.,.,-.00144
2020,1,16,42,-.000786,.,.,.
2020,1,16,43,.0000849,.00297,.,.
2020,1,16,44,-.00158,-.0106,.,.
2020,1,16,45,.,.,.,.
2020,1,16,46,.00367,.0131,-.000484,-.000351
2020,1,16,47,-.00986,.,.,.
2020,1,16,48,.0124,.,.,.
2020,1,16,49,-.00537,.,.,.
2020,1,16,50,-.00131,.,-.00228,-.00179
2020,1,16,51,-.00129,-.00198,.,.
2020,1,16,52,.00113,.,.,.00486
2020,1,16,53,.00213,.00476,.00204,-8.98e-07
2020,1,17,1,.000599,.,.000384,.
2020,1,17,2,-.000768,-.00538,.,.
2020,1,17,3,-.000884,.,.,.
2020,1,17,4,-.00258,-.00355,-.00406,.000427
2020,1,17,5,-.00272,-.00434,.,.
2020,1,17,6,-.00164,.,.,.
2020,1,17,7,-.00109,-.00411,.0000755,-.000354
2020,1,17,8,-.000599,.,.,.
2020,1,17,9,-.000398,-.00502,.,.
2020,1,17,10,-.0028,.00365,-.0056,-.00347
2020,1,17,11,.0014,.00156,.00109,.
2020,1,17,12,.00156,.,.,.000128
2020,1,17,13,.000484,.,.,.
2020,1,17,14,-.00161,-.00143,.,.
2020,1,17,15,-.00167,-.00153,.,-.00144
2020,1,17,16,.000472,.,-.00133,-.000587
2020,1,17,17,-.00397,-.00887,-.00251,.
2020,1,17,18,-.00131,.0016,.,.
2020,1,17,19,.00213,.00905,.,.
2020,1,17,20,.000765,.,.000663,.000694
2020,1,17,21,-.00111,.,.,.
2020,1,17,22,.000624,-.00342,.,.
2020,1,17,23,.00147,.,.,.00296
2020,1,17,24,.000658,.,.,.
2020,1,17,25,-.00183,.,.,-.000869
2020,1,17,26,-.000716,-.0000538,-.000305,.
2020,1,17,27,-.000573,-.00669,-.000164,.00598
2020,1,17,28,-.000376,.,.00122,.
2020,1,17,29,-.0012,.,.,-.000623
2020,1,17,30,-.00171,-.00409,.000548,-.0042
2020,1,17,31,-.000232,-.00155,.0000278,.00118
2020,1,17,32,.0021,.00578,-.00289,.
2020,1,17,33,.00237,.00463,.,.
2020,1,17,34,.00332,.,.,.
2020,1,17,35,.00615,.,.00965,.
2020,1,17,36,-.000749,.0004,-.0000628,.
2020,1,17,37,.00296,.,.000855,.00378
2020,1,17,38,-.00159,-.00284,.,.
2020,1,17,39,.00135,.,.,-.00111
2020,1,17,40,.00103,.00116,.,.000271
2020,1,17,41,.00121,.,.,-.000162
2020,1,17,42,-.000324,.,.,.
2020,1,17,43,.000335,.00268,.,.
2020,1,17,44,-.00146,-.00869,.,.
2020,1,17,45,.,.,.,.
2020,1,17,46,.00288,.0101,.000157,-.00109
2020,1,17,47,-.00682,.,.,.
2020,1,17,48,.0139,.,.,.
2020,1,17,49,-.00381,.,.,.
2020,1,17,50,.000542,.,-.000417,-.000351
2020,1,17,51,-.0017,-.00258,.,.
2020,1,17,52,.00204,.,.,.00418
2020,1,17,53,.00193,.005,.00161,-.000191
2020,1,18,1,.00166,.,.00199,.
2020,1,18,2,.000273,-.00401,.,.
2020,1,18,3,-.000284,.,.,.
2020,1,18,4,-.00118,-.00248,-.00165,.000567
2020,1,18,5,-.00241,-.00476,.,.
2020,1,18,6,-.000442,.,.,.
2020,1,18,7,-.000678,-.00282,.00103,-.00129
2020,1,18,8,-.000159,.,.,.
2020,1,18,9,.00152,-.00908,.,.
2020,1,18,10,-.00133,.00502,-.00367,-.00274
2020,1,18,11,.00136,.00139,.00127,.
2020,1,18,12,.00276,.,.,.000876
2020,1,18,13,.00173,.,.,.
2020,1,18,14,-.0000228,.00358,.,.
2020,1,18,15,-.000919,-.00049,.,-.00112
2020,1,18,16,.00181,.,.00144,-.00138
2020,1,18,17,-.0033,-.0067,-.00164,.
2020,1,18,18,.0004,.00112,.,.
2020,1,18,19,.00233,.00868,.,.
2020,1,18,20,.00172,.,.00236,.000527
2020,1,18,21,.000581,.,.,.
2020,1,18,22,.00174,-.00353,.,.
2020,1,18,23,.00235,.,.,.00452
2020,1,18,24,.00115,.,.,.
2020,1,18,25,-.00139,.,.,-.000377
2020,1,18,26,.000219,.00206,.000033,.
2020,1,18,27,.00021,-.00623,.000418,.0076
2020,1,18,28,.000263,.,.00281,.
2020,1,18,29,-.000362,.,.,-.00016
2020,1,18,30,-.00116,-.00315,.000882,-.00351
2020,1,18,31,.000413,-.000936,.000919,.00135
2020,1,18,32,.0031,.00762,-.00152,.
2020,1,18,33,.00318,.00416,.,.
2020,1,18,34,.00424,.,.,.
2020,1,18,35,.00625,.,.0102,.
2020,1,18,36,-.00055,.00192,-.000188,.
2020,1,18,37,.0024,.,.000759,.00217
2020,1,18,38,-.000292,-.00225,.,.
2020,1,18,39,.00227,.,.,-.0012
2020,1,18,40,.000199,.000233,.,.000569
2020,1,18,41,.00212,.,.,.000893
2020,1,18,42,.0000792,.,.,.
2020,1,18,43,.000465,.00223,.,.
2020,1,18,44,-.00126,-.00653,.,.
2020,1,18,45,.,.,.,.
2020,1,18,46,.00202,.00697,.000677,-.00166
2020,1,18,47,-.00385,.,.,.
2020,1,18,48,.0153,.,.,.
2020,1,18,49,-.00234,.,.,.
2020,1,18,50,.00219,.,.00128,.000967
2020,1,18,51,-.0019,-.00277,.,.
2020,1,18,52,.00275,.,.,.00343
2020,1,18,53,.00163,.00503,.00109,-.000424
2020,1,19,1,.00255,.,.00333,.
2020,1,19,2,.00117,-.00261,.,.
2020,1,19,3,.000231,.,.,.
2020,1,19,4,.00011,-.00133,.000532,.000627
2020,1,19,5,-.00203,-.00473,.,.
2020,1,19,6,.000659,.,.,.
2020,1,19,7,-.000284,-.00137,.00175,-.0021
2020,1,19,8,.000262,.,.,.
2020,1,19,9,.00316,-.0108,.,.
2020,1,19,10,.0000723,.00619,-.00179,-.00201
2020,1,19,11,.00118,.00117,.00124,.
2020,1,19,12,.00374,.,.,.0015
2020,1,19,13,.00272,.,.,.
2020,1,19,14,.00129,.00757,.,.
2020,1,19,15,-.000227,.000575,.,-.000756
2020,1,19,16,.003,.,.004,-.002
2020,1,19,17,-.00246,-.00416,-.000764,.
2020,1,19,18,.00187,.000589,.,.
2020,1,19,19,.00237,.00768,.,.
2020,1,19,20,.00251,.,.0038,.000377
2020,1,19,21,.00198,.,.,.
2020,1,19,22,.00278,-.0032,.,.
2020,1,19,23,.00303,.,.,.0057
2020,1,19,24,.0016,.,.,.
2020,1,19,25,-.000923,.,.,.000119
2020,1,19,26,.0011,.00388,.000342,.
2020,1,19,27,.000777,-.00561,.000798,.00852
2020,1,19,28,.000793,.,.00407,.
2020,1,19,29,.00038,.,.,.000255
2020,1,19,30,-.000651,-.00225,.00114,-.00281
2020,1,19,31,.000963,-.000286,.00164,.00138
2020,1,19,32,.0037,.00891,-.00055,.
2020,1,19,33,.00371,.00362,.,.
2020,1,19,34,.00495,.,.,.
2020,1,19,35,.00602,.,.0102,.
2020,1,19,36,-.000454,.00298,-.000389,.
2020,1,19,37,.00173,.,.000563,.000546
2020,1,19,38,.000851,-.00165,.,.
2020,1,19,39,.00291,.,.,-.00123
2020,1,19,40,-.00044,-.000197,.,.000793
2020,1,19,41,.00285,.,.,.00176
2020,1,19,42,.000401,.,.,.
2020,1,19,43,.000452,.00163,.,.
2020,1,19,44,-.000963,-.00409,.,.
2020,1,19,45,.,.,.,.
2020,1,19,46,.00106,.00358,.00106,-.00205
2020,1,19,47,-.000859,.,.,.
2020,1,19,48,.0162,.,.,.
2020,1,19,49,-.000907,.,.,.
2020,1,19,50,.00366,.,.0028,.00216
2020,1,19,51,-.0019,-.00266,.,.
2020,1,19,52,.00336,.,.,.00258
2020,1,19,53,.00122,.00481,.000496,-.000691
2020,1,20,1,.00325,.,.00443,.
2020,1,20,2,.00191,-.00136,.,.
2020,1,20,3,.00065,.,.,.
2020,1,20,4,.00126,-.000237,.00247,.000616
2020,1,20,5,-.00161,-.00442,.,.
2020,1,20,6,.00164,.,.,.
2020,1,20,7,.0000365,-2.00e-06,.00224,-.00278
2020,1,20,8,.000608,.,.,.
2020,1,20,9,.00452,-.0119,.,.
2020,1,20,10,.00131,.00682,.0000433,-.00129
2020,1,20,11,.00086,.00087,.00102,.
2020,1,20,12,.00448,.,.,.00201
2020,1,20,13,.00345,.,.,.
2020,1,20,14,.00233,.0106,.,.
2020,1,20,15,.000386,.00156,.,-.000375
2020,1,20,16,.00403,.,.00634,-.00245
2020,1,20,17,-.00151,-.00144,.0000857,.
2020,1,20,18,.00307,-.000023,.,.
2020,1,20,19,.00224,.00607,.,.
2020,1,20,20,.00312,.,.00498,.00022
2020,1,20,21,.00313,.,.,.
2020,1,20,22,.00357,-.00272,.,.
2020,1,20,23,.00348,.,.,.0065
2020,1,20,24,.00194,.,.,.
2020,1,20,25,-.000449,.,.,.0006
2020,1,20,26,.00193,.00546,.000618,.
2020,1,20,27,.00116,-.00487,.00102,.00883
2020,1,20,28,.00121,.,.00505,.
2020,1,20,29,.00102,.,.,.000628
2020,1,20,30,-.000197,-.00145,.00133,-.0021
2020,1,20,31,.0014,.000338,.00219,.0013
2020,1,20,32,.00391,.00959,.0000766,.
2020,1,20,33,.00394,.00282,.,.
2020,1,20,34,.00541,.,.,.
2020,1,20,35,.00548,.,.00967,.
2020,1,20,36,-.000462,.00356,-.00065,.
2020,1,20,37,.000948,.,.000279,-.00106
2020,1,20,38,.00182,-.00113,.,.
2020,1,20,39,.00327,.,.,-.00124
2020,1,20,40,-.000973,-.00045,.,.000932
2020,1,20,41,.00341,.,.,.00247
2020,1,20,42,.000643,.,.,.
2020,1,20,43,.000303,.00086,.,.
2020,1,20,44,-.000585,-.00147,.,.
2020,1,20,45,.,.,.,.
2020,1,20,46,.0000443,.0000245,.0013,-.00228
2020,1,20,47,.00205,.,.,.
2020,1,20,48,.0166,.,.,.
2020,1,20,49,.000374,.,.,.
2020,1,20,50,.00491,.,.00414,.00322
2020,1,20,51,-.00176,-.00237,.,.
2020,1,20,52,.0038,.,.,.00165
2020,1,20,53,.000718,.00434,-.000146,-.00097
2020,1,21,1,.00378,.,.00535,.
2020,1,21,2,.0025,-.000299,.,.
2020,1,21,3,.000958,.,.,.
2020,1,21,4,.00216,.000342,.00418,.000548
2020,1,21,5,-.00121,-.0042,.,.
2020,1,21,6,.00251,.,.,.
2020,1,21,7,.000188,.000844,.00255,-.00335
2020,1,21,8,.000827,.,.,.
2020,1,21,9,.00563,-.0143,.,.
2020,1,21,10,.00231,.00657,.00181,-.000592
2020,1,21,11,.000308,.000174,.000678,.
2020,1,21,12,.00503,.,.,.00243
2020,1,21,13,.00392,.,.,.
2020,1,21,14,.00312,.0127,.,.
2020,1,21,15,.0009,.00236,.,.0000101
2020,1,21,16,.00487,.,.00846,-.00275
2020,1,21,17,-.000533,.00119,.000886,.
2020,1,21,18,.00399,-.000811,.,.
2020,1,21,19,.00194,.00379,.,.
2020,1,21,20,.00353,.,.00593,.0000352
2020,1,21,21,.00406,.,.,.
2020,1,21,22,.00344,-.00322,.,.
2020,1,21,23,.00371,.,.,.00696
2020,1,21,24,.00216,.,.,.
2020,1,21,25,4.55e-06,.,.,.00105
2020,1,21,26,.00265,.0066,.00086,.
2020,1,21,27,.00141,-.00406,.00113,.00867
2020,1,21,28,.00152,.,.00578,.
2020,1,21,29,.00157,.,.,.000967
2020,1,21,30,.000173,-.000984,.00146,-.00136
2020,1,21,31,.00172,.000872,.00259,.00112
2020,1,21,32,.00374,.00955,.000471,.
2020,1,21,33,.00374,.00115,.,.
2020,1,21,34,.0056,.,.,.
2020,1,21,35,.00467,.,.00881,.
2020,1,21,36,-.000579,.00359,-.000945,.
2020,1,21,37,.0000582,.,-.0000723,-.0026
2020,1,21,38,.00264,-.000683,.,.
2020,1,21,39,.00336,.,.,-.00123
2020,1,21,40,-.00146,-.000742,.,.00098
2020,1,21,41,.00382,.,.,.00307
2020,1,21,42,.000814,.,.,.
2020,1,21,43,.0000135,-.000251,.,.
2020,1,21,44,-.000161,.0012,.,.
2020,1,21,45,.,.,.,.
2020,1,21,46,-.00104,-.0037,.00143,-.00236
2020,1,21,47,.00479,.,.,.
2020,1,21,48,.0162,.,.,.
2020,1,21,49,.00149,.,.,.
2020,1,21,50,.0059,.,.0053,.00413
2020,1,21,51,-.00148,-.00194,.,.
2020,1,21,52,.004,.,.,.000644
2020,1,21,53,.000115,.00346,-.000803,-.00123
2020,1,22,1,.00422,.,.00611,.
2020,1,22,2,.00297,.000826,.,.
2020,1,22,3,.00126,.,.,.
2020,1,22,4,.00301,.00116,.00569,.000445
2020,1,22,5,-.000717,-.00362,.,.
2020,1,22,6,.00333,.,.,.
2020,1,22,7,.000385,.00196,.00272,-.0038
2020,1,22,8,.00109,.,.,.
2020,1,22,9,.00657,-.0156,.,.
2020,1,22,10,.00328,.00639,.0035,.000115
2020,1,22,11,-.000125,-.000147,.000273,.
2020,1,22,12,.00547,.,.,.00278
2020,1,22,13,.00419,.,.,.
2020,1,22,14,.0038,.0143,.,.
2020,1,22,15,.00137,.00313,.,.000381
2020,1,22,16,.00568,.,.0103,-.0029
2020,1,22,17,.000556,.0042,.00162,.
2020,1,22,18,.00472,-.00145,.,.
2020,1,22,19,.00157,.00136,.,.
2020,1,22,20,.00381,.,.00666,-.000194
2020,1,22,21,.00487,.,.,.
2020,1,22,22,.00369,-.00257,.,.
2020,1,22,23,.00382,.,.,.00712
2020,1,22,24,.00236,.,.,.
2020,1,22,25,.000436,.,.,.00144
2020,1,22,26,.00335,.00767,.00107,.
2020,1,22,27,.00162,-.00301,.0012,.00819
2020,1,22,28,.00184,.,.00633,.
2020,1,22,29,.00209,.,.,.00129
2020,1,22,30,.000565,-.000305,.00153,-.000599
2020,1,22,31,.00196,.00141,.00285,.000883
2020,1,22,32,.00343,.00921,.000771,.
2020,1,22,33,.00342,-.000424,.,.
2020,1,22,34,.00568,.,.,.
2020,1,22,35,.00377,.,.00769,.
2020,1,22,36,-.000675,.00371,-.00124,.
2020,1,22,37,-.000853,.,-.00046,-.00404
2020,1,22,38,.00338,-.0000726,.,.
2020,1,22,39,.00334,.,.,-.00122
2020,1,22,40,-.00189,-.000953,.,.000936
2020,1,22,41,.00416,.,.,.00362
2020,1,22,42,.00096,.,.,.
2020,1,22,43,-.000292,-.00124,.,.
2020,1,22,44,.000318,.00392,.,.
2020,1,22,45,.,.,.,.
2020,1,22,46,-.00211,-.00729,.00146,-.00232
2020,1,22,47,.0075,.,.,.
2020,1,22,48,.0154,.,.,.
2020,1,22,49,.00258,.,.,.
2020,1,22,50,.00672,.,.00628,.00487
2020,1,22,51,-.00102,-.00113,.,.
2020,1,22,52,.00414,.,.,-.000418
2020,1,22,53,-.000484,.00249,-.00144,-.00145
2020,1,23,1,.00461,.,.00678,.
2020,1,23,2,.0034,.00312,.,.
2020,1,23,3,.00169,.,.,.
2020,1,23,4,.00398,.00275,.00705,.000331
2020,1,23,5,-.0000284,-.00237,.,.
2020,1,23,6,.0041,.,.,.
2020,1,23,7,.000746,.00374,.00282,-.00415
2020,1,23,8,.00142,.,.,.
2020,1,23,9,.00742,-.0155,.,.
2020,1,23,10,.00431,.00653,.00512,.000845
2020,1,23,11,-.000325,.0000837,-.000116,.
2020,1,23,12,.00583,.,.,.0031
2020,1,23,13,.00436,.,.,.
2020,1,23,14,.00443,.0156,.,.
2020,1,23,15,.00187,.00406,.,.00072
2020,1,23,16,.00653,.,.012,-.00294
2020,1,23,17,.00173,.00754,.00228,.
2020,1,23,18,.00529,-.00189,.,.
2020,1,23,19,.00122,-.000894,.,.
2020,1,23,20,.00409,.,.00719,-.000482
2020,1,23,21,.00561,.,.,.
2020,1,23,22,.00419,-.0011,.,.
2020,1,23,23,.00392,.,.,.00701
2020,1,23,24,.00257,.,.,.
2020,1,23,25,.000848,.,.,.00178
2020,1,23,26,.00409,.00887,.00124,.
2020,1,23,27,.00194,-.00144,.00129,.00752
2020,1,23,28,.00222,.,.00675,.
2020,1,23,29,.00259,.,.,.00159
2020,1,23,30,.00104,.00087,.00157,.000218
2020,1,23,31,.00219,.00206,.00301,.000613
2020,1,23,32,.00303,.00857,.00112,.
2020,1,23,33,.00307,-.00179,.,.
2020,1,23,34,.00561,.,.,.
2020,1,23,35,.00284,.,.00644,.
2020,1,23,36,-.000538,.00496,-.00151,.
2020,1,23,37,-.00163,.,-.000851,-.00532
2020,1,23,38,.0041,.000875,.,.
2020,1,23,39,.00332,.,.,-.00123
2020,1,23,40,-.00221,-.000843,.,.000803
2020,1,23,41,.00447,.,.,.00415
2020,1,23,42,.00114,.,.,.
2020,1,23,43,-.00052,-.00182,.,.
2020,1,23,44,.000895,.00678,.,.
2020,1,23,45,.,.,.,.
2020,1,23,46,-.00305,-.0104,.00143,-.00221
2020,1,23,47,.0101,.,.,.
2020,1,23,48,.014,.,.,.
2020,1,23,49,.00365,.,.,.
2020,1,23,50,.00737,.,.00708,.00543
2020,1,23,51,-.000406,.0000444,.,.
2020,1,23,52,.00417,.,.,-.00151
2020,1,23,53,-.00102,.00158,-.00201,-.00158
2020,1,24,1,.00497,.,.00738,.
2020,1,24,2,.00375,.0053,.,.
2020,1,24,3,.00213,.,.,.
2020,1,24,4,.00488,.00428,.00828,.000224
2020,1,24,5,.000773,-.000906,.,.
2020,1,24,6,.00484,.,.,.
2020,1,24,7,.00112,.00547,.0029,-.0044
2020,1,24,8,.0018,.,.,.
2020,1,24,9,.00821,-.0149,.,.
2020,1,24,10,.00523,.00635,.00667,.00162
2020,1,24,11,-.000469,.000281,-.000407,.
2020,1,24,12,.00614,.,.,.00341
2020,1,24,13,.00444,.,.,.
2020,1,24,14,.00503,.0167,.,.
2020,1,24,15,.00233,.00478,.,.00102
2020,1,24,16,.00727,.,.0134,-.00288
2020,1,24,17,.00281,.0105,.00285,.
2020,1,24,18,.00573,-.00225,.,.
2020,1,24,19,.000783,-.0033,.,.
2020,1,24,20,.00425,.,.00758,-.000822
2020,1,24,21,.00635,.,.,.
2020,1,24,22,.00437,.000168,.,.
2020,1,24,23,.00394,.,.,.00669
2020,1,24,24,.00274,.,.,.
2020,1,24,25,.00122,.,.,.00205
2020,1,24,26,.00481,.01,.00139,.
2020,1,24,27,.00231,.000138,.00146,.00685
2020,1,24,28,.0026,.,.00711,.
2020,1,24,29,.00305,.,.,.0019
2020,1,24,30,.00154,.00215,.00159,.00111
2020,1,24,31,.00234,.0026,.0031,.000345
2020,1,24,32,.00266,.00769,.00168,.
2020,1,24,33,.00271,-.00304,.,.
2020,1,24,34,.00542,.,.,.
2020,1,24,35,.00193,.,.00517,.
2020,1,24,36,-.000362,.00619,-.00169,.
2020,1,24,37,-.00232,.,-.00119,-.00638
2020,1,24,38,.00478,.00191,.,.
2020,1,24,39,.00309,.,.,-.00126
2020,1,24,40,-.00252,-.000777,.,.000596
2020,1,24,41,.00476,.,.,.00471
2020,1,24,42,.00133,.,.,.
2020,1,24,43,-.000679,-.0023,.,.
2020,1,24,44,.00147,.00944,.,.
2020,1,24,45,.,.,.,.
2020,1,24,46,-.00391,-.0133,.00138,-.00204
2020,1,24,47,.0124,.,.,.
2020,1,24,48,.012,.,.,.
2020,1,24,49,.0048,.,.,.
2020,1,24,50,.00781,.,.00772,.00581
2020,1,24,51,.000147,.000953,.,.
2020,1,24,52,.00401,.,.,-.00261
2020,1,24,53,-.00148,.000611,-.00248,-.00159
2020,1,25,1,.00533,.,.00795,.
2020,1,25,2,.00397,.00619,.,.
2020,1,25,3,.00245,.,.,.
2020,1,25,4,.00563,.0053,.00943,.000146
2020,1,25,5,.00159,.000286,.,.
2020,1,25,6,.00557,.,.,.
2020,1,25,7,.00151,.007,.00305,-.00456
2020,1,25,8,.00224,.,.,.
2020,1,25,9,.00896,-.0138,.,.
2020,1,25,10,.00605,.00573,.00817,.0025
2020,1,25,11,-.000639,.000141,-.000539,.
2020,1,25,12,.0064,.,.,.00371
2020,1,25,13,.00438,.,.,.
2020,1,25,14,.00562,.0177,.,.
2020,1,25,15,.00273,.00512,.,.00129
2020,1,25,16,.00782,.,.0145,-.00274
2020,1,25,17,.0037,.0128,.00334,.
2020,1,25,18,.006,-.0027,.,.
2020,1,25,19,.000313,-.00559,.,.
2020,1,25,20,.00422,.,.00782,-.00119
2020,1,25,21,.00713,.,.,.
2020,1,25,22,.00419,.00107,.,.
2020,1,25,23,.00381,.,.,.00622
2020,1,25,24,.00284,.,.,.
2020,1,25,25,.00156,.,.,.00228
2020,1,25,26,.00541,.0109,.00152,.
2020,1,25,27,.00279,.00185,.00175,.00623
2020,1,25,28,.00294,.,.00741,.
2020,1,25,29,.00349,.,.,.00223
2020,1,25,30,.0021,.00356,.00159,.00212
2020,1,25,31,.00239,.00285,.00313,.000113
2020,1,25,32,.00235,.00655,.00258,.
2020,1,25,33,.00242,-.00407,.,.
2020,1,25,34,.00508,.,.,.
2020,1,25,35,.00104,.,.00389,.
2020,1,25,36,-.00028,.00656,-.00176,.
