year,month,day,countyfips,revenue_all
2020,1,10,1003,.0515
2020,1,10,1015,.0397
2020,1,10,1043,-.0426
2020,1,10,1069,-.0348
2020,1,10,1073,-.0469
2020,1,10,1089,.0286
2020,1,10,1095,-.00667
2020,1,10,1097,-.0261
2020,1,10,1101,-.0409
2020,1,10,1103,.051
2020,1,10,1125,.0142
2020,1,10,2170,-.097
2020,1,10,4013,-.0116
2020,1,10,4019,-.084
2020,1,10,4025,-.0898
2020,1,10,5007,-.0397
2020,1,10,5045,-.0364
2020,1,10,5069,.0339
2020,1,10,5119,-.0728
2020,1,10,5143,-.0381
2020,1,10,6001,-.011
2020,1,10,6007,.0525
2020,1,10,6013,-.0105
2020,1,10,6019,.00141
2020,1,10,6025,.00399
2020,1,10,6029,.0249
2020,1,10,6037,-.0125
2020,1,10,6045,.151
2020,1,10,6053,.0442
2020,1,10,6059,.00234
2020,1,10,6061,-.0000624
2020,1,10,6065,-.0185
2020,1,10,6067,-.00223
2020,1,10,6071,-.0434
2020,1,10,6073,-.00335
2020,1,10,6075,-.011
2020,1,10,6077,.0203
2020,1,10,6079,-.0165
2020,1,10,6081,-.0264
2020,1,10,6083,.0352
2020,1,10,6085,-.0113
2020,1,10,6087,-.00658
2020,1,10,6089,-.0184
2020,1,10,6095,.00263
2020,1,10,6097,-.0246
2020,1,10,6099,-.0358
2020,1,10,6107,-.0251
2020,1,10,6111,.0161
2020,1,10,8001,-.0421
2020,1,10,8005,.0531
2020,1,10,8013,-.0223
2020,1,10,8031,-.0803
2020,1,10,8035,-.0152
2020,1,10,8041,-.000952
2020,1,10,8059,-.0058
2020,1,10,8069,.0494
2020,1,10,8101,.0391
2020,1,10,8123,-.0491
2020,1,10,9001,-.00781
2020,1,10,9003,.00545
2020,1,10,9009,.00486
2020,1,10,9011,.00251
2020,1,10,10003,-.0877
2020,1,10,10005,-.0549
2020,1,10,11001,-.0485
2020,1,10,12001,.0727
2020,1,10,12009,-.0489
2020,1,10,12011,-.0718
2020,1,10,12017,-.0862
2020,1,10,12021,-.0593
2020,1,10,12031,-.0585
2020,1,10,12033,-.00681
2020,1,10,12053,-.12
2020,1,10,12057,-.0713
2020,1,10,12069,-.0893
2020,1,10,12071,-.0313
2020,1,10,12073,.0496
2020,1,10,12083,-.00104
2020,1,10,12085,.0346
2020,1,10,12086,-.0883
2020,1,10,12091,.0644
2020,1,10,12095,-.00508
2020,1,10,12097,-.0456
2020,1,10,12099,-.0539
2020,1,10,12101,.0226
2020,1,10,12103,-.0326
2020,1,10,12105,-.000656
2020,1,10,12109,-.0347
2020,1,10,12111,-.0789
2020,1,10,12115,-.0578
2020,1,10,12117,.0208
2020,1,10,12127,-.08
2020,1,10,13015,.0351
2020,1,10,13045,.0142
2020,1,10,13057,.00449
2020,1,10,13063,.0229
2020,1,10,13067,-.0128
2020,1,10,13073,.019
2020,1,10,13089,-.0267
2020,1,10,13095,.00968
2020,1,10,13113,.09
2020,1,10,13121,-.073
2020,1,10,13135,-.0153
2020,1,10,13139,-.0272
2020,1,10,13151,.0464
2020,1,10,13153,-.0612
2020,1,10,13185,.000352
2020,1,10,13223,-.0359
2020,1,10,15001,.077
2020,1,10,15003,-.0939
2020,1,10,15007,-.0188
2020,1,10,16001,.00405
2020,1,10,16019,-.00853
2020,1,10,16027,.064
2020,1,10,16055,.0325
2020,1,10,17031,-.0887
2020,1,10,17043,-.0828
2020,1,10,17089,-.0854
2020,1,10,17097,-.049
2020,1,10,17111,.0152
2020,1,10,17119,-.00265
2020,1,10,17161,-.0976
2020,1,10,17163,-.0503
2020,1,10,17167,-.141
2020,1,10,17183,-.0149
2020,1,10,17197,.00356
2020,1,10,17199,-.0406
2020,1,10,17201,-.0667
2020,1,10,18037,-.088
2020,1,10,18039,-.053
2020,1,10,18053,-.168
2020,1,10,18057,-.0618
2020,1,10,18081,-.0906
2020,1,10,18089,-.111
2020,1,10,18091,-.0989
2020,1,10,18097,-.0679
2020,1,10,18127,-.136
2020,1,10,18141,-.0487
2020,1,10,18157,-.155
2020,1,10,18163,-.0529
2020,1,10,19013,-.0972
2020,1,10,19045,-.0361
2020,1,10,19061,.0182
2020,1,10,19113,-.0526
2020,1,10,19153,-.0582
2020,1,10,19155,-.236
2020,1,10,19193,.0373
2020,1,10,20091,-.0658
2020,1,10,20161,-.0224
2020,1,10,20173,-.00174
2020,1,10,20177,-.0554
2020,1,10,21019,-.0732
2020,1,10,21035,.000809
2020,1,10,21037,.0238
2020,1,10,21067,-.00292
2020,1,10,21111,-.0815
2020,1,10,21117,-.0952
2020,1,10,22015,.0143
2020,1,10,22017,.0615
2020,1,10,22019,-.045
2020,1,10,22033,-.0142
2020,1,10,22051,-.0212
2020,1,10,22063,.0352
2020,1,10,22071,-.0801
2020,1,10,22073,-.027
2020,1,10,22109,-.0401
2020,1,10,23005,-.0934
2020,1,10,24003,.018
2020,1,10,24005,-.0194
2020,1,10,24017,.0279
2020,1,10,24021,-.0386
2020,1,10,24025,-.0244
2020,1,10,24027,-.0135
2020,1,10,24031,-.058
2020,1,10,24033,-.0841
2020,1,10,24043,.0232
2020,1,10,24510,-.0348
2020,1,10,25001,-.0532
2020,1,10,25005,-.0397
2020,1,10,25009,-.0284
2020,1,10,25013,-.0386
2020,1,10,25017,-.0662
2020,1,10,25021,-.148
2020,1,10,25023,-.0581
2020,1,10,25025,-.0177
2020,1,10,25027,-.0383
2020,1,10,26025,.0429
2020,1,10,26049,-.0216
2020,1,10,26055,.0228
2020,1,10,26065,-.0271
2020,1,10,26081,.0221
2020,1,10,26093,.0474
2020,1,10,26099,-.0306
2020,1,10,26111,.0402
2020,1,10,26115,-.098
2020,1,10,26125,.000985
2020,1,10,26139,-.116
2020,1,10,26163,.0106
2020,1,10,27003,.00975
2020,1,10,27013,.145
2020,1,10,27053,-.0143
2020,1,10,27109,-.035
2020,1,10,27123,-.0332
2020,1,10,27137,-.0381
2020,1,10,27141,-.0523
2020,1,10,27145,-.0754
2020,1,10,28033,.0178
2020,1,10,28121,-.0787
2020,1,10,29019,-.0805
2020,1,10,29071,-.0483
2020,1,10,29077,-.0968
2020,1,10,29095,-.044
2020,1,10,29099,.043
2020,1,10,29145,.0199
2020,1,10,29161,.0485
2020,1,10,29165,-.017
2020,1,10,29183,.0088
2020,1,10,29187,-.0255
2020,1,10,29189,-.0758
2020,1,10,29510,-.0583
2020,1,10,30029,-.041
2020,1,10,30047,.0677
2020,1,10,30049,.124
2020,1,10,30111,-.0153
2020,1,10,31055,.0128
2020,1,10,31109,-.0596
2020,1,10,31153,-.0705
2020,1,10,32003,-.0529
2020,1,10,32031,-.0594
2020,1,10,33011,-.0122
2020,1,10,33015,-.143
2020,1,10,34001,.0229
2020,1,10,34003,-.106
2020,1,10,34005,-.0881
2020,1,10,34007,-.018
2020,1,10,34009,-.0925
2020,1,10,34013,-.066
2020,1,10,34015,-.0208
2020,1,10,34017,-.0272
2020,1,10,34021,-.0836
2020,1,10,34023,-.0593
2020,1,10,34025,-.0409
2020,1,10,34027,-.0477
2020,1,10,34029,-.0134
2020,1,10,34031,-.161
2020,1,10,34037,.0158
2020,1,10,34039,-.095
2020,1,10,34041,-.00885
2020,1,10,35001,.0176
2020,1,10,35013,.0436
2020,1,10,35049,-.0296
2020,1,10,36001,.0279
2020,1,10,36005,.0411
2020,1,10,36007,-.0406
2020,1,10,36027,.061
2020,1,10,36029,-.0793
2020,1,10,36047,.0192
2020,1,10,36055,-.0247
2020,1,10,36059,-.0578
2020,1,10,36061,.0125
2020,1,10,36063,.0493
2020,1,10,36065,-.194
2020,1,10,36067,-.024
2020,1,10,36071,-.0806
2020,1,10,36077,-.0597
2020,1,10,36081,.000539
2020,1,10,36085,-.0251
2020,1,10,36087,.0534
2020,1,10,36091,-.0737
2020,1,10,36101,-.0306
2020,1,10,36103,-.0562
2020,1,10,36111,.0746
2020,1,10,36119,-.0374
2020,1,10,37019,-.0613
2020,1,10,37021,-.00203
2020,1,10,37027,-.0896
2020,1,10,37035,-.0286
2020,1,10,37051,-.00221
2020,1,10,37067,-.0126
2020,1,10,37071,-.0755
2020,1,10,37081,-.0614
2020,1,10,37083,.027
2020,1,10,37089,.136
2020,1,10,37097,-.0251
2020,1,10,37105,-.074
2020,1,10,37119,.0108
2020,1,10,37129,-.0338
2020,1,10,37133,-.00602
2020,1,10,37147,-.0212
2020,1,10,37151,-.0522
2020,1,10,37155,.0214
2020,1,10,37157,-.0665
2020,1,10,37159,-.00452
2020,1,10,37179,.00628
2020,1,10,37183,-.0463
2020,1,10,37191,-.0481
2020,1,10,39007,.0184
2020,1,10,39017,-.00297
2020,1,10,39025,-.0591
2020,1,10,39035,-.0785
2020,1,10,39041,.0234
2020,1,10,39049,-.0443
2020,1,10,39057,-.0963
2020,1,10,39061,-.0536
2020,1,10,39083,.0399
2020,1,10,39089,-.0341
2020,1,10,39093,-.0622
2020,1,10,39103,-.0506
2020,1,10,39113,-.047
2020,1,10,39151,-.026
2020,1,10,39153,-.0119
2020,1,10,39165,-.105
2020,1,10,40109,.00812
2020,1,10,40143,-.101
2020,1,10,41005,.0122
2020,1,10,41007,.0237
2020,1,10,41019,.022
2020,1,10,41029,.0359
2020,1,10,41039,-.0247
2020,1,10,41047,-.002
2020,1,10,41051,.00235
2020,1,10,41067,.000235
2020,1,10,41071,-.0661
2020,1,10,42003,-.0641
2020,1,10,42005,.00781
2020,1,10,42009,.0213
2020,1,10,42011,-.0139
2020,1,10,42017,-.0229
2020,1,10,42019,-.0313
2020,1,10,42021,.0843
2020,1,10,42029,-.00676
2020,1,10,42041,-.0423
2020,1,10,42043,.0269
2020,1,10,42045,-.0132
2020,1,10,42049,-.116
2020,1,10,42051,.0289
2020,1,10,42055,.0439
2020,1,10,42065,-.143
2020,1,10,42069,-.0543
2020,1,10,42071,-.0633
2020,1,10,42077,-.0486
2020,1,10,42079,-.0669
2020,1,10,42081,-.254
2020,1,10,42089,-.0205
2020,1,10,42091,-.02
2020,1,10,42101,.012
2020,1,10,42129,-.00834
2020,1,10,42133,-.0119
2020,1,10,44007,-.0513
2020,1,10,45007,.0115
2020,1,10,45013,-.0569
2020,1,10,45019,-.0554
2020,1,10,45041,.0203
2020,1,10,45045,.047
2020,1,10,45051,-.0543
2020,1,10,45063,-.0136
2020,1,10,45079,-.124
2020,1,10,45083,.0142
2020,1,10,45085,.0126
2020,1,10,45091,.0497
2020,1,10,46099,-.0948
2020,1,10,47037,.0259
2020,1,10,47065,-.0612
2020,1,10,47093,-.00524
2020,1,10,47119,-.0532
2020,1,10,47125,-.0655
2020,1,10,47149,-.0228
2020,1,10,47157,.0331
2020,1,10,47189,-.0339
2020,1,10,48027,-.0751
2020,1,10,48029,-.0578
2020,1,10,48039,-.0216
2020,1,10,48041,.042
2020,1,10,48049,.0857
2020,1,10,48061,-.0217
2020,1,10,48085,-.0143
2020,1,10,48091,-.109
2020,1,10,48113,-.0415
2020,1,10,48121,-.00488
2020,1,10,48139,-.0491
2020,1,10,48141,.00634
2020,1,10,48157,.00634
2020,1,10,48167,-.0707
2020,1,10,48171,-.211
2020,1,10,48181,-.0622
2020,1,10,48183,.000863
2020,1,10,48201,-.0595
2020,1,10,48215,.0126
2020,1,10,48245,-.0758
2020,1,10,48257,-.00333
2020,1,10,48329,.0212
2020,1,10,48339,-.0918
2020,1,10,48355,-.0582
2020,1,10,48361,-.0729
2020,1,10,48375,-.0234
2020,1,10,48397,-.0267
2020,1,10,48423,-.0705
2020,1,10,48427,.0281
2020,1,10,48439,-.012
2020,1,10,48453,-.0742
2020,1,10,48479,-.111
2020,1,10,48491,-.0448
2020,1,10,48495,.225
2020,1,10,49005,.081
2020,1,10,49011,-.0456
2020,1,10,49035,-.0116
2020,1,10,49049,.0141
2020,1,10,49057,.00422
2020,1,10,50007,-.0771
2020,1,10,51041,-.0579
2020,1,10,51059,-.0302
2020,1,10,51085,-.0823
2020,1,10,51087,.0516
2020,1,10,51107,-.0741
2020,1,10,51153,-.0743
2020,1,10,51161,-.0734
2020,1,10,51177,.0587
2020,1,10,51179,-.0642
2020,1,10,51550,-.0816
2020,1,10,51700,-.0377
2020,1,10,51710,-.00594
2020,1,10,51760,.0825
2020,1,10,51770,.0399
2020,1,10,51800,-.0583
2020,1,10,51810,-.00571
2020,1,10,53005,.0711
2020,1,10,53011,.0139
2020,1,10,53033,.0444
2020,1,10,53035,.04
2020,1,10,53053,.121
2020,1,10,53061,.0116
2020,1,10,53063,.0445
2020,1,10,53067,.087
2020,1,10,53073,.0131
2020,1,10,53077,.025
2020,1,10,54003,-.101
2020,1,10,54011,-.0188
2020,1,10,54039,-.00169
2020,1,10,54061,-.0822
2020,1,10,54081,-.0309
2020,1,10,55009,.0109
2020,1,10,55025,-.0279
2020,1,10,55055,-.0801
2020,1,10,55063,-.0767
2020,1,10,55079,-.0623
2020,1,10,55109,-.0382
2020,1,10,55117,.0382
2020,1,10,55133,-.0703
2020,1,10,56025,-.159
2020,1,11,1003,.056
2020,1,11,1015,.0379
2020,1,11,1043,-.0693
2020,1,11,1069,-.041
2020,1,11,1073,-.0506
2020,1,11,1089,.0423
2020,1,11,1095,-.0307
2020,1,11,1097,-.0267
2020,1,11,1101,-.0374
2020,1,11,1103,.0469
2020,1,11,1125,-.0736
2020,1,11,2170,-.0122
2020,1,11,4013,.0000757
2020,1,11,4019,-.0636
2020,1,11,4025,-.103
2020,1,11,5007,-.068
2020,1,11,5045,-.0161
2020,1,11,5069,.0281
2020,1,11,5119,-.088
2020,1,11,5143,-.0542
2020,1,11,6001,.0195
2020,1,11,6007,.0418
2020,1,11,6013,.0232
2020,1,11,6019,.0383
2020,1,11,6025,.0201
2020,1,11,6029,.00695
2020,1,11,6037,.00499
2020,1,11,6045,.134
2020,1,11,6053,.0488
2020,1,11,6059,.0112
2020,1,11,6061,.013
2020,1,11,6065,-.0156
2020,1,11,6067,.0102
2020,1,11,6071,-.0199
2020,1,11,6073,-.00194
2020,1,11,6075,-.000863
2020,1,11,6077,.057
2020,1,11,6079,.0105
2020,1,11,6081,-.0201
2020,1,11,6083,.0198
2020,1,11,6085,-.0116
2020,1,11,6087,.0378
2020,1,11,6089,.0448
2020,1,11,6095,.0233
2020,1,11,6097,-.033
2020,1,11,6099,-.0187
2020,1,11,6107,-.0244
2020,1,11,6111,.0165
2020,1,11,8001,-.00669
2020,1,11,8005,.0752
2020,1,11,8013,-.0363
2020,1,11,8031,-.0618
2020,1,11,8035,.0349
2020,1,11,8041,.0113
2020,1,11,8059,.0376
2020,1,11,8069,.0777
2020,1,11,8101,.0596
2020,1,11,8123,-.0361
2020,1,11,9001,.0104
2020,1,11,9003,.061
2020,1,11,9009,.0189
2020,1,11,9011,.0208
2020,1,11,10003,-.0774
2020,1,11,10005,.0307
2020,1,11,11001,-.0132
2020,1,11,12001,.0864
2020,1,11,12009,-.0213
2020,1,11,12011,-.0517
2020,1,11,12017,-.172
2020,1,11,12021,-.0598
2020,1,11,12031,-.0298
2020,1,11,12033,-.0227
2020,1,11,12053,-.0963
2020,1,11,12057,-.0425
2020,1,11,12069,-.0566
2020,1,11,12071,.00307
2020,1,11,12073,.0555
2020,1,11,12083,.0156
2020,1,11,12085,.0216
2020,1,11,12086,-.0646
2020,1,11,12091,.0832
2020,1,11,12095,.0288
2020,1,11,12097,-.0073
2020,1,11,12099,.000354
2020,1,11,12101,.038
2020,1,11,12103,.00974
2020,1,11,12105,-.007
2020,1,11,12109,.0105
2020,1,11,12111,.0236
2020,1,11,12115,-.0191
2020,1,11,12117,.0263
2020,1,11,12127,-.0514
2020,1,11,13015,-.0421
2020,1,11,13045,-.0271
2020,1,11,13057,.00326
2020,1,11,13063,.0269
2020,1,11,13067,.013
2020,1,11,13073,.04
2020,1,11,13089,-.00346
2020,1,11,13095,.000677
2020,1,11,13113,.0649
2020,1,11,13121,-.0883
2020,1,11,13135,-.0000147
2020,1,11,13139,-.0418
2020,1,11,13151,.00538
2020,1,11,13153,-.038
2020,1,11,13185,.000805
2020,1,11,13223,-.0432
2020,1,11,15001,.098
2020,1,11,15003,-.0599
2020,1,11,15007,-.0253
2020,1,11,16001,.00513
2020,1,11,16019,-.0182
2020,1,11,16027,.0717
2020,1,11,16055,.0287
2020,1,11,17031,-.0874
2020,1,11,17043,-.0811
2020,1,11,17089,-.0659
2020,1,11,17097,-.0462
2020,1,11,17111,-.00369
2020,1,11,17119,.0228
2020,1,11,17161,-.0726
2020,1,11,17163,-.0102
2020,1,11,17167,-.121
2020,1,11,17183,-.0084
2020,1,11,17197,.00578
2020,1,11,17199,-.0681
2020,1,11,17201,-.0963
2020,1,11,18037,-.107
2020,1,11,18039,-.0127
2020,1,11,18053,-.135
2020,1,11,18057,-.036
2020,1,11,18081,-.0674
2020,1,11,18089,-.114
2020,1,11,18091,-.114
2020,1,11,18097,-.0572
2020,1,11,18127,-.0517
2020,1,11,18141,-.112
2020,1,11,18157,-.14
2020,1,11,18163,-.0488
2020,1,11,19013,-.105
2020,1,11,19045,-.0216
2020,1,11,19061,-.0474
2020,1,11,19113,-.105
2020,1,11,19153,-.0475
2020,1,11,19155,-.176
2020,1,11,19193,.075
2020,1,11,20091,-.113
2020,1,11,20161,-.0429
2020,1,11,20173,-.00948
2020,1,11,20177,-.0654
2020,1,11,21019,-.0464
2020,1,11,21035,-.0213
2020,1,11,21037,.062
2020,1,11,21067,-.00455
2020,1,11,21111,-.0731
2020,1,11,21117,-.0784
2020,1,11,22015,-.0361
2020,1,11,22017,.00883
2020,1,11,22019,-.0182
2020,1,11,22033,-.0108
2020,1,11,22051,-.0325
2020,1,11,22063,.0121
2020,1,11,22071,-.0559
2020,1,11,22073,-.0763
2020,1,11,22109,-.0553
2020,1,11,23005,-.0493
2020,1,11,24003,.0332
2020,1,11,24005,.00368
2020,1,11,24017,.0672
2020,1,11,24021,-.0436
2020,1,11,24025,.0403
2020,1,11,24027,.0266
2020,1,11,24031,-.0737
2020,1,11,24033,-.0907
2020,1,11,24043,.0407
2020,1,11,24510,-.00931
2020,1,11,25001,-.0495
2020,1,11,25005,-.0227
2020,1,11,25009,.00907
2020,1,11,25013,-.000893
2020,1,11,25017,-.0519
2020,1,11,25021,-.114
2020,1,11,25023,-.0119
2020,1,11,25025,.0047
2020,1,11,25027,-.0316
2020,1,11,26025,.0209
2020,1,11,26049,-.0404
2020,1,11,26055,.0485
2020,1,11,26065,-.0423
2020,1,11,26081,-.0228
2020,1,11,26093,-.0396
2020,1,11,26099,-.0315
2020,1,11,26111,-.0525
2020,1,11,26115,-.0896
2020,1,11,26125,.0148
2020,1,11,26139,-.209
2020,1,11,26163,.00142
2020,1,11,27003,-.00145
2020,1,11,27013,.118
2020,1,11,27053,-.0312
2020,1,11,27109,-.0576
2020,1,11,27123,-.0315
2020,1,11,27137,-.0253
2020,1,11,27141,-.0157
2020,1,11,27145,-.0908
2020,1,11,28033,-.0249
2020,1,11,28121,-.0397
2020,1,11,29019,-.063
2020,1,11,29071,-.0425
2020,1,11,29077,-.0888
2020,1,11,29095,-.0704
2020,1,11,29099,.118
2020,1,11,29145,-.0261
2020,1,11,29161,.146
2020,1,11,29165,-.0188
2020,1,11,29183,.0257
2020,1,11,29187,.017
2020,1,11,29189,.00467
2020,1,11,29510,.056
2020,1,11,30029,-.00845
2020,1,11,30047,.167
2020,1,11,30049,.108
2020,1,11,30111,-.00851
2020,1,11,31055,.0273
2020,1,11,31109,-.0724
2020,1,11,31153,-.0366
2020,1,11,32003,-.0373
2020,1,11,32031,-.04
2020,1,11,33011,.0561
2020,1,11,33015,-.0706
2020,1,11,34001,.00159
2020,1,11,34003,-.0589
2020,1,11,34005,-.0839
2020,1,11,34007,-.0131
2020,1,11,34009,.0485
2020,1,11,34013,-.0298
2020,1,11,34015,-.017
2020,1,11,34017,-.00217
2020,1,11,34021,-.0302
2020,1,11,34023,-.00375
2020,1,11,34025,-.00285
2020,1,11,34027,-.0362
2020,1,11,34029,.0954
2020,1,11,34031,-.122
2020,1,11,34037,.058
2020,1,11,34039,-.0382
2020,1,11,34041,.0348
2020,1,11,35001,.0277
2020,1,11,35013,.0767
2020,1,11,35049,-.00262
2020,1,11,36001,.0559
2020,1,11,36005,.0389
2020,1,11,36007,.0108
2020,1,11,36027,.0603
2020,1,11,36029,-.0489
2020,1,11,36047,.0493
2020,1,11,36055,-.00446
2020,1,11,36059,-.0255
2020,1,11,36061,.0394
2020,1,11,36063,.0521
2020,1,11,36065,-.213
2020,1,11,36067,-.00785
2020,1,11,36071,-.0751
2020,1,11,36077,-.0587
2020,1,11,36081,.0139
2020,1,11,36085,-.0256
2020,1,11,36087,.0526
2020,1,11,36091,-.0173
2020,1,11,36101,.0183
2020,1,11,36103,.00777
2020,1,11,36111,.0369
2020,1,11,36119,-.0327
2020,1,11,37019,-.0365
2020,1,11,37021,-.0031
2020,1,11,37027,-.108
2020,1,11,37035,-.0548
2020,1,11,37051,-.0155
2020,1,11,37067,.0153
2020,1,11,37071,-.107
2020,1,11,37081,-.0614
2020,1,11,37083,.0298
2020,1,11,37089,.124
2020,1,11,37097,-.0629
2020,1,11,37105,-.0323
2020,1,11,37119,.00566
2020,1,11,37129,-.031
2020,1,11,37133,.00347
2020,1,11,37147,-.00891
2020,1,11,37151,-.0597
2020,1,11,37155,.0343
2020,1,11,37157,-.0836
2020,1,11,37159,-.0028
2020,1,11,37179,.0335
2020,1,11,37183,-.0277
2020,1,11,37191,-.0688
2020,1,11,39007,.0186
2020,1,11,39017,-.0228
2020,1,11,39025,-.0394
2020,1,11,39035,-.0495
2020,1,11,39041,-.0285
2020,1,11,39049,-.0304
2020,1,11,39057,-.107
2020,1,11,39061,-.0249
2020,1,11,39083,.0256
2020,1,11,39089,-.0306
2020,1,11,39093,.0128
2020,1,11,39103,-.057
2020,1,11,39113,-.0561
2020,1,11,39151,-.0199
2020,1,11,39153,-.0178
2020,1,11,39165,-.0746
2020,1,11,40109,-.0151
2020,1,11,40143,-.048
2020,1,11,41005,.00257
2020,1,11,41007,.0247
2020,1,11,41019,.0257
2020,1,11,41029,.0442
2020,1,11,41039,-.00611
2020,1,11,41047,-.00679
2020,1,11,41051,.0209
2020,1,11,41067,.00416
2020,1,11,41071,-.0417
2020,1,11,42003,-.0608
2020,1,11,42005,.0192
2020,1,11,42009,.0692
2020,1,11,42011,-.00808
2020,1,11,42017,.0143
2020,1,11,42019,-.0401
2020,1,11,42021,.086
2020,1,11,42029,.0131
2020,1,11,42041,-.0033
2020,1,11,42043,.0458
2020,1,11,42045,.00105
2020,1,11,42049,-.104
2020,1,11,42051,-.0675
2020,1,11,42055,.0153
2020,1,11,42065,-.049
2020,1,11,42069,-.0506
2020,1,11,42071,-.0413
2020,1,11,42077,-.0465
2020,1,11,42079,-.0624
2020,1,11,42081,-.228
2020,1,11,42089,.00358
2020,1,11,42091,.015
2020,1,11,42101,-.000875
2020,1,11,42129,-.034
2020,1,11,42133,-.000638
2020,1,11,44007,.0123
2020,1,11,45007,.025
2020,1,11,45013,-.0398
2020,1,11,45019,-.0505
2020,1,11,45041,.0387
2020,1,11,45045,.014
2020,1,11,45051,-.0427
2020,1,11,45063,-.0232
2020,1,11,45079,-.0894
2020,1,11,45083,.00312
2020,1,11,45085,.0333
2020,1,11,45091,.0194
2020,1,11,46099,-.11
2020,1,11,47037,.011
2020,1,11,47065,-.0399
2020,1,11,47093,-.00194
2020,1,11,47119,-.0785
2020,1,11,47125,-.0648
2020,1,11,47149,-.0535
2020,1,11,47157,-.0196
2020,1,11,47189,-.0251
2020,1,11,48027,-.031
2020,1,11,48029,-.0244
2020,1,11,48039,.0172
2020,1,11,48041,.02
2020,1,11,48049,.106
2020,1,11,48061,-.0555
2020,1,11,48085,.00973
2020,1,11,48091,-.0867
2020,1,11,48113,-.0248
2020,1,11,48121,-.0138
2020,1,11,48139,-.00927
2020,1,11,48141,-.0744
2020,1,11,48157,.0254
2020,1,11,48167,.0223
2020,1,11,48171,-.217
2020,1,11,48181,-.0668
2020,1,11,48183,.0107
2020,1,11,48201,-.00979
2020,1,11,48215,.0111
2020,1,11,48245,.00169
2020,1,11,48257,-.0643
2020,1,11,48329,.0406
2020,1,11,48339,-.0387
2020,1,11,48355,-.0254
2020,1,11,48361,-.106
2020,1,11,48375,-.0388
2020,1,11,48397,-.0557
2020,1,11,48423,-.0616
2020,1,11,48427,.0814
2020,1,11,48439,-.00855
2020,1,11,48453,-.0551
2020,1,11,48479,-.0732
2020,1,11,48491,.00128
2020,1,11,48495,-.0186
2020,1,11,49005,.0701
2020,1,11,49011,.00342
2020,1,11,49035,.00696
2020,1,11,49049,.0568
2020,1,11,49057,.0121
2020,1,11,50007,-.0566
2020,1,11,51041,-.0519
2020,1,11,51059,-.00926
2020,1,11,51085,-.0946
2020,1,11,51087,.0365
2020,1,11,51107,-.0619
2020,1,11,51153,-.0454
2020,1,11,51161,-.0759
2020,1,11,51177,.023
2020,1,11,51179,-.0108
2020,1,11,51550,-.0503
2020,1,11,51700,.0242
2020,1,11,51710,.0596
2020,1,11,51760,.00943
2020,1,11,51770,.0059
2020,1,11,51800,-.00704
2020,1,11,51810,-.0301
2020,1,11,53005,.0724
2020,1,11,53011,.0359
2020,1,11,53033,.0476
2020,1,11,53035,.0601
2020,1,11,53053,.107
2020,1,11,53061,.00979
2020,1,11,53063,.00206
2020,1,11,53067,.0782
2020,1,11,53073,.0209
2020,1,11,53077,.0492
2020,1,11,54003,-.109
2020,1,11,54011,-.073
2020,1,11,54039,-.0365
2020,1,11,54061,-.0577
2020,1,11,54081,.0378
2020,1,11,55009,.0211
2020,1,11,55025,-.0403
2020,1,11,55055,-.118
2020,1,11,55063,-.0466
2020,1,11,55079,-.0942
2020,1,11,55109,-.0481
2020,1,11,55117,-.0136
2020,1,11,55133,-.0942
2020,1,11,56025,-.103
2020,1,12,1003,.0547
2020,1,12,1015,.0529
2020,1,12,1043,-.0169
2020,1,12,1069,-.037
2020,1,12,1073,-.043
2020,1,12,1089,.0344
2020,1,12,1095,-.0426
2020,1,12,1097,-.0175
2020,1,12,1101,-.0581
2020,1,12,1103,.0485
2020,1,12,1125,-.0766
2020,1,12,2170,.0171
2020,1,12,4013,.00224
2020,1,12,4019,-.0581
2020,1,12,4025,-.11
2020,1,12,5007,-.0836
2020,1,12,5045,-.0348
2020,1,12,5069,.057
2020,1,12,5119,-.0865
2020,1,12,5143,-.071
2020,1,12,6001,.00882
2020,1,12,6007,.0432
2020,1,12,6013,.011
2020,1,12,6019,.0412
2020,1,12,6025,.036
2020,1,12,6029,-.00327
2020,1,12,6037,.00443
2020,1,12,6045,.142
2020,1,12,6053,.0233
2020,1,12,6059,.0135
2020,1,12,6061,-.000775
2020,1,12,6065,-.00325
2020,1,12,6067,.026
2020,1,12,6071,-.0176
2020,1,12,6073,.0000395
2020,1,12,6075,-.00716
2020,1,12,6077,.0465
2020,1,12,6079,.0017
2020,1,12,6081,-.035
2020,1,12,6083,.0168
2020,1,12,6085,-.0231
2020,1,12,6087,.0252
2020,1,12,6089,.0361
2020,1,12,6095,.00578
2020,1,12,6097,-.0405
2020,1,12,6099,-.012
2020,1,12,6107,-.0155
2020,1,12,6111,.0221
2020,1,12,8001,.00529
2020,1,12,8005,.0859
2020,1,12,8013,-.00784
2020,1,12,8031,-.0466
2020,1,12,8035,.0509
2020,1,12,8041,.0279
2020,1,12,8059,.0495
2020,1,12,8069,.0619
2020,1,12,8101,.0657
2020,1,12,8123,-.0415
2020,1,12,9001,.0133
2020,1,12,9003,.0511
2020,1,12,9009,.00214
2020,1,12,9011,.00781
2020,1,12,10003,-.0635
2020,1,12,10005,.0434
2020,1,12,11001,-.0136
2020,1,12,12001,.079
2020,1,12,12009,-.0268
2020,1,12,12011,-.0399
