cityid,year,month,day,pay,pay31_33,pay44_45,pay48_49,pay62,pay72,pay_inclow,pay_incmiddle,pay_inchigh
14,2020,1,28,.0108,.00778,-.00389,-.0378,.0141,.0193,.0143,.00985,.00146
14,2020,1,29,.0109,-.0019,-.00699,-.0392,.0164,.0228,.0148,.00997,-.000238
14,2020,1,30,.0109,-.0146,-.0081,-.0396,.0174,.0262,.0149,.011,-.00446
14,2020,1,31,.0093,-.0245,-.00955,-.0432,.0162,.026,.0128,.0103,-.00846
14,2020,2,1,.00693,-.0242,-.0134,-.0412,.0134,.0282,.0088,.0088,-.00753
14,2020,2,2,.00495,-.024,-.0121,-.0392,.0107,.0269,.00471,.00797,-.00634
14,2020,2,3,.00319,-.0238,-.0107,-.0371,.00787,.0297,.00064,.00767,-.00565
14,2020,2,4,.000438,-.023,-.0108,-.0358,.00475,.027,-.00412,.00618,-.00575
14,2020,2,5,-.00311,-.0223,-.0175,-.0345,.00163,.0277,-.00935,.00385,-.00704
14,2020,2,6,-.00716,-.0156,-.022,-.0346,-.0025,.0243,-.0147,.000129,-.00637
14,2020,2,7,-.0109,-.009,-.0217,-.0344,-.0103,.0202,-.0169,-.00612,-.00615
14,2020,2,8,-.0123,-.00148,-.0207,-.0393,-.0168,.0174,-.0164,-.00952,-.00792
14,2020,2,9,-.014,.00604,-.0215,-.0442,-.0234,.0146,-.0161,-.0133,-.00944
14,2020,2,10,-.0157,.0136,-.0219,-.0491,-.0299,.00939,-.0155,-.0172,-.0119
14,2020,2,11,-.0166,.0216,-.021,-.0534,-.036,.00688,-.0147,-.0202,-.0124
14,2020,2,12,-.0175,.0298,-.0175,-.0567,-.042,.00167,-.0139,-.0231,-.012
14,2020,2,13,-.0181,.034,-.0197,-.0588,-.0462,-.000371,-.0128,-.0257,-.0118
14,2020,2,14,-.0153,.0384,-.0164,-.0596,-.0446,.0101,-.0119,-.0211,-.0104
14,2020,2,15,-.0154,.0422,-.0179,-.0641,-.0444,.007,-.0125,-.021,-.00882
14,2020,2,16,-.0147,.0461,-.0156,-.0686,-.0441,.00936,-.0131,-.0196,-.00705
14,2020,2,17,-.0144,.05,-.0167,-.0732,-.0439,.0137,-.014,-.0185,-.00478
14,2020,2,18,-.0137,.0495,-.0165,-.0717,-.0435,.011,-.0128,-.0181,-.00493
14,2020,2,19,-.0124,.0527,-.0146,-.0762,-.0428,.0111,-.0129,-.0161,-.00139
14,2020,2,20,-.0105,.0554,-.00855,-.0795,-.0422,.0138,-.0123,-.0136,.00253
14,2020,2,21,-.00926,.0651,-.0103,-.0814,-.0411,.0119,-.0114,-.0127,.00657
14,2020,2,22,-.00744,.0563,-.0101,-.0734,-.0369,.0211,-.0107,-.01,.00903
14,2020,2,23,-.00614,.0474,-.0123,-.0653,-.0328,.0253,-.0101,-.00804,.0103
14,2020,2,24,-.00421,.0425,-.0117,-.0617,-.0285,.0309,-.0102,-.00496,.0154
14,2020,2,25,-.00312,.0335,-.0105,-.0545,-.0249,.0343,-.00957,-.00353,.0165
14,2020,2,26,-.00235,.025,-.0122,-.0467,-.0214,.0424,-.00883,-.00247,.0158
14,2020,2,27,-.00257,.0167,-.0184,-.0399,-.018,.0447,-.00845,-.00293,.0147
14,2020,2,28,-.00431,.000138,-.0187,-.0327,-.0181,.0405,-.0109,-.00383,.0118
14,2020,2,29,-.00783,-.00812,-.0212,-.0299,-.0238,.0372,-.0154,-.00604,.00727
14,2020,3,1,-.011,-.0164,-.0226,-.027,-.0294,.038,-.0199,-.00801,.00422
14,2020,3,2,-.014,-.0246,-.0232,-.0241,-.035,.0407,-.0241,-.00944,-.000233
14,2020,3,3,-.017,-.0327,-.0232,-.0226,-.0408,.0451,-.0291,-.0104,-.00373
14,2020,3,4,-.0197,-.0414,-.0241,-.0209,-.0464,.05,-.0335,-.0112,-.0074
14,2020,3,5,-.0211,-.0524,-.0167,-.0193,-.0515,.0516,-.0377,-.00981,-.00997
14,2020,3,6,-.0233,-.0633,-.0188,-.0187,-.0515,.0513,-.0411,-.00947,-.0173
14,2020,3,7,-.0243,-.0566,-.0192,-.0234,-.0478,.0455,-.0428,-.00856,-.0249
14,2020,3,8,-.0256,-.05,-.0209,-.0282,-.044,.038,-.0448,-.00799,-.0318
14,2020,3,9,-.0271,-.0433,-.0238,-.0329,-.0402,.0298,-.0467,-.00795,-.038
14,2020,3,10,-.0296,-.037,-.0313,-.0376,-.0361,.0161,-.0495,-.0091,-.0447
14,2020,3,11,-.0312,-.0317,-.0341,-.0425,-.032,.00377,-.0522,-.00868,-.0505
14,2020,3,12,-.0335,-.0243,-.0382,-.0473,-.029,-.00681,-.0559,-.00915,-.056
14,2020,3,13,-.0353,-.018,-.0418,-.0558,-.0277,-.0143,-.0577,-.0112,-.0568
14,2020,3,14,-.0397,-.0272,-.0456,-.0632,-.0289,-.0247,-.061,-.0173,-.0585
14,2020,3,15,-.0442,-.0363,-.046,-.0706,-.0301,-.0435,-.064,-.0238,-.06
14,2020,3,16,-.0498,-.0455,-.0553,-.0781,-.0312,-.0651,-.0674,-.0319,-.0633
14,2020,3,17,-.055,-.0543,-.0599,-.0849,-.0325,-.0917,-.0705,-.039,-.0686
14,2020,3,18,-.062,-.062,-.0743,-.0919,-.0337,-.126,-.0737,-.05,-.0733
14,2020,3,19,-.0697,-.0702,-.0892,-.0971,-.035,-.166,-.0771,-.0614,-.0813
14,2020,3,20,-.0802,-.0884,-.106,-.0987,-.0393,-.221,-.0821,-.0769,-.0907
14,2020,3,21,-.0913,-.101,-.12,-.0988,-.0431,-.293,-.0886,-.0923,-.102
14,2020,3,22,-.101,-.113,-.136,-.0988,-.047,-.334,-.0944,-.106,-.113
14,2020,3,23,-.111,-.126,-.154,-.0989,-.0509,-.37,-.1,-.119,-.123
14,2020,3,24,-.121,-.14,-.17,-.0989,-.0548,-.403,-.107,-.131,-.131
14,2020,3,25,-.13,-.156,-.179,-.0986,-.059,-.434,-.114,-.142,-.141
14,2020,3,26,-.139,-.173,-.191,-.1,-.0631,-.462,-.121,-.154,-.148
14,2020,3,27,-.149,-.182,-.199,-.107,-.0694,-.483,-.131,-.163,-.159
14,2020,3,28,-.162,-.212,-.204,-.121,-.0782,-.499,-.143,-.177,-.172
14,2020,3,29,-.175,-.242,-.211,-.135,-.087,-.512,-.155,-.192,-.185
14,2020,3,30,-.187,-.272,-.21,-.15,-.0957,-.516,-.166,-.205,-.199
14,2020,3,31,-.199,-.3,-.209,-.164,-.105,-.523,-.176,-.219,-.211
14,2020,4,1,-.212,-.326,-.212,-.178,-.114,-.527,-.187,-.232,-.224
14,2020,4,2,-.224,-.354,-.216,-.193,-.123,-.53,-.197,-.246,-.237
14,2020,4,3,-.238,-.38,-.226,-.209,-.132,-.539,-.207,-.264,-.255
14,2020,4,4,-.254,-.397,-.238,-.219,-.143,-.55,-.22,-.281,-.274
14,2020,4,5,-.269,-.414,-.248,-.229,-.153,-.562,-.233,-.298,-.292
14,2020,4,6,-.285,-.431,-.262,-.239,-.164,-.575,-.247,-.315,-.311
14,2020,4,7,-.302,-.448,-.277,-.25,-.175,-.583,-.262,-.333,-.331
14,2020,4,8,-.318,-.465,-.282,-.26,-.186,-.591,-.277,-.348,-.351
14,2020,4,9,-.334,-.478,-.292,-.269,-.196,-.605,-.292,-.364,-.37
14,2020,4,10,-.347,-.486,-.297,-.272,-.205,-.616,-.305,-.378,-.384
14,2020,4,11,-.357,-.49,-.306,-.276,-.212,-.627,-.312,-.39,-.397
14,2020,4,12,-.368,-.494,-.316,-.28,-.22,-.638,-.319,-.403,-.411
14,2020,4,13,-.379,-.498,-.329,-.284,-.227,-.654,-.327,-.416,-.424
14,2020,4,14,-.388,-.502,-.334,-.287,-.235,-.668,-.333,-.427,-.437
14,2020,4,15,-.397,-.506,-.347,-.29,-.243,-.682,-.338,-.44,-.45
14,2020,4,16,-.406,-.512,-.354,-.294,-.25,-.692,-.343,-.452,-.462
14,2020,4,17,-.413,-.519,-.363,-.298,-.256,-.697,-.348,-.46,-.471
14,2020,4,18,-.416,-.523,-.366,-.304,-.259,-.697,-.353,-.463,-.474
14,2020,4,19,-.42,-.527,-.369,-.309,-.262,-.696,-.358,-.465,-.476
14,2020,4,20,-.423,-.53,-.37,-.315,-.266,-.69,-.362,-.468,-.478
14,2020,4,21,-.426,-.534,-.374,-.32,-.269,-.693,-.366,-.47,-.482
14,2020,4,22,-.429,-.538,-.38,-.326,-.272,-.692,-.369,-.473,-.486
14,2020,4,23,-.432,-.542,-.385,-.331,-.275,-.69,-.372,-.476,-.487
14,2020,4,24,-.435,-.551,-.386,-.338,-.28,-.692,-.376,-.479,-.492
14,2020,4,25,-.436,-.558,-.387,-.336,-.285,-.687,-.375,-.48,-.493
14,2020,4,26,-.437,-.564,-.388,-.333,-.289,-.688,-.375,-.482,-.494
14,2020,4,27,-.437,-.57,-.382,-.331,-.294,-.688,-.375,-.482,-.495
14,2020,4,28,-.438,-.576,-.383,-.329,-.299,-.682,-.376,-.483,-.495
14,2020,4,29,-.438,-.582,-.38,-.327,-.303,-.679,-.377,-.484,-.494
14,2020,4,30,-.44,-.586,-.378,-.324,-.309,-.68,-.38,-.484,-.496
14,2020,5,1,-.44,-.582,-.376,-.321,-.312,-.675,-.38,-.485,-.494
14,2020,5,2,-.44,-.591,-.379,-.322,-.313,-.672,-.38,-.485,-.489
14,2020,5,3,-.439,-.6,-.382,-.323,-.315,-.667,-.38,-.486,-.484
14,2020,5,4,-.44,-.609,-.386,-.324,-.316,-.662,-.38,-.487,-.479
14,2020,5,5,-.439,-.617,-.385,-.325,-.317,-.655,-.38,-.487,-.473
14,2020,5,6,-.439,-.626,-.386,-.326,-.319,-.656,-.38,-.488,-.468
14,2020,5,7,-.438,-.638,-.389,-.326,-.319,-.649,-.379,-.489,-.463
14,2020,5,8,-.437,-.648,-.392,-.329,-.319,-.648,-.379,-.49,-.459
14,2020,5,9,-.437,-.644,-.392,-.327,-.319,-.649,-.378,-.488,-.461
14,2020,5,10,-.436,-.639,-.391,-.326,-.319,-.651,-.377,-.486,-.463
14,2020,5,11,-.435,-.635,-.389,-.324,-.318,-.652,-.376,-.484,-.465
14,2020,5,12,-.434,-.63,-.39,-.322,-.318,-.655,-.375,-.483,-.467
14,2020,5,13,-.433,-.626,-.392,-.321,-.318,-.651,-.375,-.482,-.47
14,2020,5,14,-.433,-.621,-.392,-.321,-.318,-.649,-.374,-.48,-.472
14,2020,5,15,-.432,-.622,-.39,-.319,-.316,-.645,-.372,-.479,-.473
14,2020,5,16,-.431,-.618,-.392,-.323,-.312,-.64,-.371,-.478,-.473
14,2020,5,17,-.429,-.614,-.393,-.326,-.309,-.638,-.37,-.477,-.474
14,2020,5,18,-.428,-.61,-.396,-.33,-.305,-.637,-.369,-.476,-.474
14,2020,5,19,-.428,-.606,-.396,-.334,-.302,-.636,-.368,-.475,-.474
14,2020,5,20,-.427,-.602,-.398,-.337,-.298,-.638,-.368,-.474,-.474
14,2020,5,21,-.426,-.596,-.397,-.34,-.295,-.637,-.367,-.473,-.472
14,2020,5,22,-.425,-.589,-.4,-.34,-.295,-.636,-.367,-.471,-.471
14,2020,5,23,-.425,-.59,-.395,-.338,-.296,-.636,-.368,-.47,-.47
14,2020,5,24,-.424,-.592,-.391,-.335,-.297,-.636,-.368,-.469,-.469
14,2020,5,25,-.425,-.594,-.397,-.332,-.297,-.644,-.369,-.47,-.469
14,2020,5,26,-.424,-.594,-.388,-.332,-.297,-.637,-.367,-.467,-.47
14,2020,5,27,-.422,-.596,-.386,-.33,-.297,-.634,-.366,-.466,-.469
14,2020,5,28,-.421,-.601,-.387,-.326,-.296,-.632,-.365,-.465,-.47
14,2020,5,29,-.421,-.608,-.386,-.324,-.297,-.632,-.364,-.464,-.472
14,2020,5,30,-.423,-.61,-.388,-.321,-.299,-.632,-.365,-.465,-.479
15,2020,1,1,.,.,.,.,.,.,.,.,.
15,2020,1,2,.,.,.,.,.,.,.,.,.
15,2020,1,3,.,.,.,.,.,.,.,.,.
15,2020,1,4,.,.,.,.,.,.,.,.,.
15,2020,1,5,.,.,.,.,.,.,.,.,.
15,2020,1,6,.,.,.,.,.,.,.,.,.
15,2020,1,7,.,.,.,.,.,.,.,.,.
15,2020,1,8,-.00725,-.00994,.0411,-.0104,-.00144,.00172,-.0149,-.00178,-.0081
15,2020,1,9,-.00565,-.00227,.0387,-.00317,.00262,.00327,-.0124,-.00002,-.00814
15,2020,1,10,-.00471,.00949,.034,.000643,.00474,-.00291,-.00998,.000726,-.009
15,2020,1,11,-.00396,.00848,.0307,.00423,.00376,-.00347,-.0064,-.0000623,-.00927
15,2020,1,12,-.00344,.00748,.0253,.00783,.00278,-.0038,-.00343,-.00108,-.00913
15,2020,1,13,-.00375,.00648,.0187,.0114,.00181,-.0142,-.000651,-.00372,-.00893
15,2020,1,14,-.00373,.00358,.0116,.0147,.00174,-.0202,.00181,-.00557,-.00843
15,2020,1,15,-.00332,-.00081,.00394,.0174,.00163,-.0193,.00383,-.00645,-.00759
15,2020,1,16,-.00239,-.00562,-.00131,.0206,.0018,-.0174,.00596,-.00675,-.00581
15,2020,1,17,-.00156,-.0212,-.00506,.024,.00138,-.0151,.00642,-.0063,-.00348
15,2020,1,18,-.00221,-.019,-.00925,.0217,-.000178,-.016,.00494,-.00721,-.0022
15,2020,1,19,-.00289,-.0169,-.0136,.0194,-.00173,-.0171,.00336,-.00787,-.00155
15,2020,1,20,-.00282,-.0147,-.016,.0171,-.00329,-.0106,.00204,-.00694,-.0012
15,2020,1,21,-.00223,-.012,-.0136,.0176,-.00279,-.0133,.00246,-.00681,.000661
15,2020,1,22,-.0016,-.00613,-.0142,.0176,-.00404,-.012,.00178,-.00617,.00338
15,2020,1,23,-.00113,-.000732,-.0156,.0171,-.00587,-.00999,.000671,-.00502,.00489
15,2020,1,24,.000113,.0133,-.0157,.0193,-.00664,-.00383,.0017,-.00389,.00673
15,2020,1,25,.00189,.0114,-.0146,.0122,-.00474,.00645,.00243,-.00102,.00777
15,2020,1,26,.00355,.00957,-.0124,.00518,-.00283,.013,.0032,.00172,.00846
15,2020,1,27,.00475,.00984,-.0156,-.00416,-.00248,.0236,.00169,.00505,.00918
15,2020,1,28,.00546,.00719,-.0149,-.0106,-.0012,.0232,.00203,.00653,.00865
15,2020,1,29,.0059,.00454,-.013,-.0206,-.000102,.0221,.00215,.00791,.00735
15,2020,1,30,.00613,.0025,-.0108,-.0303,.000858,.021,.00246,.00864,.00632
15,2020,1,31,.00609,-.00381,-.0108,-.0417,.00208,.0153,.00317,.00854,.00539
15,2020,2,1,.0056,-.00897,-.0128,-.0337,.00305,.0172,.00383,.00697,.00547
15,2020,2,2,.00501,-.0141,-.0161,-.0257,.00401,.02,.00486,.00488,.00556
15,2020,2,3,.00424,-.0193,-.0186,-.0178,.00498,.0188,.00612,.00235,.00549
15,2020,2,4,.00291,-.0244,-.0236,-.0107,.0055,.0164,.00652,-.00059,.005
15,2020,2,5,.00171,-.0295,-.0291,.000654,.00658,.0141,.00672,-.00352,.00548
15,2020,2,6,.000763,-.0361,-.0337,.0116,.00745,.0137,.00727,-.00573,.00518
15,2020,2,7,.0000483,-.0399,-.0367,.0235,.00757,.0163,.00716,-.00718,.00502
15,2020,2,8,-.0006,-.0372,-.038,.0229,.00647,.0133,.00622,-.00914,.00786
15,2020,2,9,-.00134,-.0344,-.0384,.0224,.00537,.0072,.0049,-.011,.0107
15,2020,2,10,-.00156,-.0317,-.0386,.0218,.00428,.00841,.0039,-.0121,.0138
15,2020,2,11,-.00163,-.0293,-.0383,.0209,.00383,.00883,.0031,-.0132,.0174
15,2020,2,12,-.00197,-.027,-.0396,.0188,.0031,.0109,.00241,-.0149,.0205
15,2020,2,13,-.00265,-.0228,-.0426,.017,.00232,.0135,.000855,-.0168,.0241
15,2020,2,14,-.00375,-.0221,-.0469,.0174,.00161,.0237,-.00173,-.0191,.0278
15,2020,2,15,-.00552,-.00607,-.0486,.0191,-.00376,.0237,-.00458,-.0218,.0297
15,2020,2,16,-.00705,.00992,-.0509,.0208,-.00912,.0282,-.00756,-.0242,.032
15,2020,2,17,-.00862,.0259,-.0521,.0225,-.0145,.0302,-.0106,-.0264,.0342
15,2020,2,18,-.00804,.0269,-.0523,.024,-.014,.0338,-.0101,-.0258,.0348
15,2020,2,19,-.00852,.0438,-.0519,.0257,-.019,.0382,-.0122,-.0262,.0366
15,2020,2,20,-.00896,.0598,-.0515,.0267,-.0237,.0426,-.0145,-.0267,.0391
15,2020,2,21,-.00926,.0774,-.0482,.021,-.0282,.0363,-.0166,-.0268,.0409
15,2020,2,22,-.00983,.0741,-.0418,.0176,-.0276,.0391,-.0189,-.0245,.037
15,2020,2,23,-.0107,.0708,-.0366,.0142,-.027,.0395,-.0216,-.0226,.0329
15,2020,2,24,-.0128,.0834,-.032,.0125,-.0318,.0466,-.0267,-.0227,.0313
15,2020,2,25,-.0138,.0798,-.0245,.00829,-.032,.0471,-.0291,-.021,.0265
15,2020,2,26,-.016,.0762,-.0213,.00344,-.0321,.0418,-.0331,-.0209,.0218
15,2020,2,27,-.0177,.0715,-.0163,-.000705,-.0321,.0362,-.0354,-.0206,.017
15,2020,2,28,-.0193,.0639,-.013,.00307,-.0327,.034,-.0373,-.0205,.0125
15,2020,2,29,-.0204,.0616,-.017,.00419,-.0344,.0367,-.038,-.0212,.00952
15,2020,3,1,-.0214,.0593,-.0188,.0053,-.036,.0381,-.0377,-.0219,.00633
15,2020,3,2,-.0228,.057,-.0221,.00642,-.0377,.0346,-.0383,-.0234,.00346
15,2020,3,3,-.0244,.0539,-.0273,.00723,-.0392,.032,-.0392,-.0247,.000307
15,2020,3,4,-.0251,.0508,-.0285,.00949,-.0405,.0357,-.0388,-.0252,-.00257
15,2020,3,5,-.0263,.0483,-.0317,.0124,-.0417,.039,-.0398,-.0257,-.00564
15,2020,3,6,-.0279,.0483,-.0347,.0122,-.0426,.0369,-.0415,-.0265,-.00928
15,2020,3,7,-.0292,.0437,-.034,.00868,-.0448,.0351,-.0437,-.0277,-.00932
15,2020,3,8,-.0305,.0391,-.0308,.00514,-.0469,.0284,-.0458,-.0291,-.00923
15,2020,3,9,-.0318,.0344,-.0297,.00159,-.0491,.0266,-.048,-.0303,-.0092
15,2020,3,10,-.033,.0304,-.0271,-.00207,-.0513,.0224,-.0499,-.0314,-.00948
15,2020,3,11,-.0342,.0264,-.0251,-.00442,-.0537,.0185,-.0523,-.0321,-.00963
15,2020,3,12,-.0358,.0227,-.0243,-.00757,-.0561,.0107,-.0551,-.0342,-.00853
15,2020,3,13,-.0377,.0189,-.0224,-.0125,-.0579,.00219,-.0557,-.0376,-.00878
15,2020,3,14,-.0448,.0148,-.0267,-.017,-.0619,-.0277,-.059,-.0471,-.0164
15,2020,3,15,-.0514,.0107,-.0341,-.0216,-.0658,-.0451,-.0628,-.0551,-.0245
15,2020,3,16,-.0586,.00659,-.0424,-.0261,-.0697,-.0692,-.067,-.0636,-.0333
15,2020,3,17,-.0666,.00232,-.0546,-.0305,-.0736,-.0978,-.0714,-.0734,-.0427
15,2020,3,18,-.0753,-.00194,-.0671,-.0378,-.0774,-.135,-.0759,-.0843,-.0523
15,2020,3,19,-.0835,-.00627,-.0776,-.0457,-.0814,-.169,-.0795,-.0943,-.0634
15,2020,3,20,-.0924,-.0107,-.0913,-.0538,-.0855,-.21,-.0856,-.104,-.0742
15,2020,3,21,-.0995,-.0125,-.101,-.0624,-.0867,-.242,-.091,-.111,-.0845
15,2020,3,22,-.106,-.0143,-.107,-.0711,-.0878,-.265,-.0956,-.117,-.0926
15,2020,3,23,-.112,-.0161,-.112,-.0797,-.0889,-.288,-.0999,-.123,-.1
15,2020,3,24,-.118,-.0184,-.123,-.0889,-.09,-.315,-.104,-.131,-.109
15,2020,3,25,-.125,-.0207,-.13,-.097,-.0913,-.34,-.108,-.139,-.116
15,2020,3,26,-.132,-.0225,-.139,-.104,-.0927,-.367,-.114,-.147,-.124
15,2020,3,27,-.139,-.0242,-.151,-.11,-.0955,-.394,-.121,-.154,-.131
15,2020,3,28,-.151,-.0291,-.167,-.108,-.104,-.423,-.135,-.166,-.142
15,2020,3,29,-.163,-.034,-.182,-.106,-.113,-.447,-.147,-.177,-.152
15,2020,3,30,-.174,-.0388,-.199,-.104,-.121,-.464,-.16,-.188,-.163
15,2020,3,31,-.184,-.0432,-.208,-.101,-.13,-.477,-.172,-.197,-.173
15,2020,4,1,-.195,-.0476,-.219,-.0962,-.139,-.488,-.184,-.206,-.183
15,2020,4,2,-.205,-.0541,-.231,-.0916,-.148,-.499,-.196,-.215,-.194
15,2020,4,3,-.215,-.0633,-.238,-.0878,-.155,-.511,-.206,-.224,-.205
15,2020,4,4,-.225,-.0869,-.25,-.0974,-.162,-.516,-.215,-.235,-.217
15,2020,4,5,-.236,-.111,-.262,-.107,-.168,-.522,-.224,-.246,-.23
15,2020,4,6,-.246,-.134,-.272,-.117,-.175,-.529,-.233,-.256,-.242
15,2020,4,7,-.257,-.158,-.284,-.128,-.181,-.537,-.242,-.267,-.255
15,2020,4,8,-.267,-.182,-.294,-.14,-.187,-.542,-.251,-.277,-.267
15,2020,4,9,-.278,-.205,-.304,-.152,-.192,-.546,-.26,-.288,-.278
15,2020,4,10,-.288,-.224,-.316,-.163,-.198,-.547,-.269,-.3,-.29
15,2020,4,11,-.299,-.237,-.325,-.162,-.205,-.553,-.278,-.309,-.306
15,2020,4,12,-.31,-.25,-.333,-.161,-.211,-.564,-.287,-.318,-.322
15,2020,4,13,-.32,-.263,-.343,-.16,-.218,-.569,-.296,-.327,-.338
15,2020,4,14,-.33,-.275,-.351,-.158,-.225,-.569,-.305,-.335,-.354
15,2020,4,15,-.34,-.288,-.361,-.156,-.231,-.572,-.314,-.343,-.369
15,2020,4,16,-.349,-.299,-.369,-.154,-.237,-.575,-.322,-.351,-.385
15,2020,4,17,-.358,-.313,-.377,-.15,-.243,-.581,-.33,-.358,-.4
15,2020,4,18,-.362,-.314,-.381,-.151,-.247,-.58,-.333,-.361,-.405
15,2020,4,19,-.365,-.315,-.386,-.151,-.25,-.575,-.336,-.365,-.409
15,2020,4,20,-.369,-.315,-.389,-.152,-.253,-.569,-.339,-.368,-.414
15,2020,4,21,-.373,-.316,-.392,-.154,-.256,-.569,-.343,-.372,-.418
15,2020,4,22,-.376,-.316,-.393,-.157,-.26,-.569,-.347,-.376,-.421
15,2020,4,23,-.38,-.317,-.394,-.16,-.264,-.566,-.352,-.379,-.425
15,2020,4,24,-.384,-.317,-.395,-.169,-.268,-.561,-.356,-.382,-.429
15,2020,4,25,-.386,-.313,-.395,-.17,-.274,-.559,-.359,-.384,-.431
15,2020,4,26,-.388,-.309,-.395,-.172,-.28,-.558,-.361,-.385,-.433
15,2020,4,27,-.39,-.305,-.395,-.174,-.286,-.558,-.364,-.387,-.435
15,2020,4,28,-.391,-.3,-.395,-.174,-.291,-.556,-.366,-.388,-.437
15,2020,4,29,-.393,-.296,-.399,-.173,-.296,-.555,-.368,-.39,-.439
15,2020,4,30,-.395,-.293,-.401,-.171,-.301,-.55,-.37,-.391,-.441
15,2020,5,1,-.395,-.294,-.4,-.167,-.306,-.546,-.371,-.391,-.441
15,2020,5,2,-.396,-.302,-.403,-.17,-.307,-.544,-.373,-.393,-.438
15,2020,5,3,-.397,-.309,-.405,-.172,-.309,-.541,-.375,-.394,-.435
15,2020,5,4,-.398,-.316,-.408,-.174,-.31,-.539,-.378,-.396,-.433
15,2020,5,5,-.398,-.324,-.411,-.176,-.311,-.533,-.38,-.396,-.43
15,2020,5,6,-.399,-.331,-.413,-.178,-.312,-.526,-.382,-.397,-.428
15,2020,5,7,-.399,-.338,-.414,-.181,-.313,-.521,-.384,-.397,-.425
15,2020,5,8,-.399,-.34,-.413,-.184,-.314,-.518,-.385,-.397,-.423
15,2020,5,9,-.396,-.336,-.407,-.179,-.311,-.51,-.383,-.394,-.42
15,2020,5,10,-.393,-.333,-.403,-.174,-.309,-.503,-.382,-.391,-.417
15,2020,5,11,-.39,-.329,-.395,-.168,-.306,-.498,-.38,-.387,-.413
15,2020,5,12,-.387,-.326,-.383,-.164,-.303,-.495,-.378,-.383,-.41
15,2020,5,13,-.385,-.323,-.372,-.162,-.301,-.493,-.376,-.38,-.407
15,2020,5,14,-.383,-.32,-.366,-.16,-.3,-.49,-.375,-.379,-.404
15,2020,5,15,-.38,-.318,-.359,-.157,-.298,-.48,-.374,-.376,-.4
15,2020,5,16,-.377,-.317,-.347,-.169,-.298,-.471,-.371,-.372,-.399
15,2020,5,17,-.375,-.316,-.339,-.181,-.299,-.464,-.369,-.37,-.397
15,2020,5,18,-.373,-.316,-.333,-.193,-.299,-.465,-.366,-.369,-.396
15,2020,5,19,-.372,-.314,-.329,-.205,-.299,-.463,-.364,-.368,-.394
15,2020,5,20,-.37,-.313,-.324,-.215,-.298,-.461,-.362,-.367,-.392
15,2020,5,21,-.369,-.311,-.32,-.226,-.297,-.457,-.36,-.365,-.391
15,2020,5,22,-.367,-.309,-.315,-.234,-.297,-.453,-.358,-.364,-.389
15,2020,5,23,-.367,-.307,-.318,-.232,-.297,-.448,-.36,-.363,-.387
15,2020,5,24,-.367,-.305,-.319,-.23,-.296,-.446,-.362,-.362,-.386
15,2020,5,25,-.367,-.304,-.324,-.228,-.296,-.443,-.365,-.361,-.385
15,2020,5,26,-.366,-.303,-.319,-.227,-.295,-.439,-.363,-.36,-.384
15,2020,5,27,-.364,-.302,-.315,-.224,-.295,-.432,-.365,-.357,-.382
15,2020,5,28,-.362,-.299,-.311,-.22,-.294,-.425,-.366,-.352,-.38
15,2020,5,29,-.36,-.293,-.305,-.216,-.293,-.422,-.366,-.348,-.378
15,2020,5,30,-.361,-.296,-.303,-.215,-.296,-.425,-.367,-.349,-.38
16,2020,1,1,.,.,.,.,.,.,.,.,.
16,2020,1,2,.,.,.,.,.,.,.,.,.
16,2020,1,3,.,.,.,.,.,.,.,.,.
16,2020,1,4,.,.,.,.,.,.,.,.,.
16,2020,1,5,.,.,.,.,.,.,.,.,.
16,2020,1,6,.,.,.,.,.,.,.,.,.
16,2020,1,7,.,.,.,.,.,.,.,.,.
16,2020,1,8,-.00918,.141,.0299,-.0027,.00857,-.0232,-.0271,-.00739,-.00738
16,2020,1,9,-.00586,.145,.0298,-.0084,.0051,-.016,-.021,-.00384,-.00525
16,2020,1,10,-.0054,.128,.03,-.016,.00272,-.0207,-.0186,-.00337,-.00538
16,2020,1,11,-.00626,.092,.0237,-.0186,-.00299,-.0221,-.0165,-.00283,-.00859
16,2020,1,12,-.0062,.0559,.0214,-.0211,-.0087,-.0199,-.0155,-.00079,-.0113
16,2020,1,13,-.00657,.0198,.0162,-.0237,-.0144,-.0177,-.0146,-.000146,-.0131
16,2020,1,14,-.00644,-.0162,.0119,-.0226,-.0187,-.0148,-.0142,.00141,-.0146
16,2020,1,15,-.00642,-.0522,.00732,-.0237,-.0238,-.0122,-.0141,.00238,-.0157
16,2020,1,16,-.00763,-.0882,.00145,-.0216,-.0286,-.0111,-.013,.00214,-.0187
16,2020,1,17,-.00837,-.104,-.0049,-.0155,-.0323,-.00766,-.00939,.000341,-.019
16,2020,1,18,-.00794,-.102,-.00414,-.0163,-.0296,-.00665,-.00794,-.00226,-.0147
16,2020,1,19,-.00784,-.101,-.00499,-.0171,-.0269,-.00669,-.00554,-.00518,-.0113
16,2020,1,20,-.00767,-.0993,-.00669,-.0179,-.0242,-.00481,-.00495,-.00701,-.00867
16,2020,1,21,-.00638,-.0985,-.00273,-.0194,-.0224,-.00391,-.00101,-.00651,-.00706
16,2020,1,22,-.00484,-.0962,-.002,-.0197,-.0191,-.00188,.000947,-.00698,-.003
