year,month,day_endofweek,statefips,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle
2020,2,16,8,-.0608,.0376,-.0135,-.0122,.0193,-.0504,-.0754,-.0195,-.0133,-.00835
2020,2,16,9,-.0384,.121,-.0159,.039,-.019,.058,-.0804,-.00808,-.105,-.0182
2020,2,16,10,-.116,-.125,-.0679,-.00888,-.0172,-.119,-.00613,.00839,-.0698,-.102
2020,2,16,11,-.0232,-.0321,.00225,.02,.0658,-.0225,-.0697,.0168,-.0214,-.0764
2020,2,16,12,-.0421,-.0602,-.0191,-.0173,-.0104,-.0223,-.0638,-.027,-.0137,-.0191
2020,2,16,13,-.0237,.0675,-.00569,-.00515,.032,-.0372,-.068,.00592,-.0226,-.00691
2020,2,16,15,-.0179,.0334,.00228,-.059,-.0126,-.00923,-.0918,-.00292,.111,.00621
2020,2,16,16,.00829,-.000141,.0266,.0303,.00404,-.00289,.0679,-.0499,.0261,.0324
2020,2,16,17,-.0528,.0262,-.0322,-.0743,.0281,-.0506,-.0273,-.0484,-.0537,-.0152
2020,2,16,18,-.0378,-.138,-.0389,-.0679,.0194,-.127,-.0681,-.0152,-.0343,-.0509
2020,2,16,19,-.0262,-.0185,.0135,.0485,.00657,-.0369,-.0512,.00535,.02,.0163
2020,2,16,20,.0124,-.0938,-.0179,.00504,-.00795,-.0603,-.201,-.0278,-.00554,-.0204
2020,2,16,21,-.0292,.059,-.00813,-.0443,.0136,-.0569,-.105,.0429,-.021,-.00679
2020,2,16,22,-.0144,-.221,-.0325,-.0804,.0115,-.0401,-.0581,-.0765,-.00385,-.0414
2020,2,16,23,-.00857,-.14,.00583,.0731,.00142,-.0318,-.0669,-.0454,.000631,.0156
2020,2,16,24,-.0475,-.00895,-.00531,.00185,.0124,.0448,-.0907,-.00527,.0061,-.0124
2020,2,16,25,-.0283,.00105,-.0144,-.0141,-.0324,-.0344,-.02,-.0148,-.101,.00298
2020,2,16,26,-.0137,.084,-.00456,-.0153,.033,-.0198,-.117,-.0133,-.00768,-.0026
2020,2,16,27,-.018,.0499,-.00359,-.0184,.0175,.0409,-.0325,-.0109,-.0281,.00322
2020,2,16,28,-.0206,.0487,-.0233,-.0186,.0217,.0215,-.105,.142,-.0313,-.0401
2020,2,16,29,.0668,-.148,.026,.0479,-.00242,.0666,-.083,.00834,-.0112,.0466
2020,2,16,30,.133,.061,.0597,.0639,.138,-.175,-.0224,-.0534,.103,.0431
2020,2,16,31,.0408,-.0116,.0285,.0117,.0000402,-.0435,.0195,.0133,.0365,.0318
2020,2,16,32,.0296,.0968,.0206,-.027,.0347,-.0305,.0254,-.00234,.0827,.0144
2020,2,16,33,.000949,-.214,-.00328,-.0036,-.0214,.0633,-.0239,-.00213,-.135,.000849
2020,2,16,34,-.0186,-.0391,.00112,.00148,-.00262,.0329,-.0169,.00424,.0117,-.00709
2020,2,16,35,-.0461,.00199,.015,.00444,.0569,-.022,-.038,-.0481,.00558,.0243
2020,2,16,36,-.0249,.0485,-.00685,-.00416,.00183,.0458,-.00852,-.0047,-.0267,-.00509
2020,2,16,37,-.00498,.131,.0158,.00471,.0227,.0155,-.0181,.0174,.00823,.0181
2020,2,16,38,-.0171,.0392,.00531,.0102,.0272,-.108,.00451,-.0203,-.00705,.0209
2020,2,16,39,-.046,-.0485,-.0225,-.00238,.045,-.0648,-.122,-.0309,-.0352,-.0183
2020,2,16,40,-.0213,.0481,-.0325,-.00514,-.0412,.0142,-.0704,-.00907,-.0452,-.0343
2020,2,16,41,-.025,-.0239,.038,.0691,.073,.0965,.0899,.0131,.0674,.0416
2020,2,16,42,-.0189,-.0307,.00012,-.0334,-.00456,.0592,-.00286,-.00967,.02,.000148
2020,2,16,44,-.0938,-.0665,.00472,-.0474,-.077,-.105,.156,.00796,.0503,-.0205
2020,2,16,45,-.0139,-.0819,-.0221,-.0243,.0101,-.00346,-.0777,-.0462,-.0253,-.0161
2020,2,16,46,.0291,.421,.0396,.00139,.0444,.022,-.048,-.0562,.0855,.0501
2020,2,16,47,-.0246,-.0211,-.00551,.00829,.017,.0093,-.0832,.00653,-.00564,-.00695
2020,2,16,48,-.00115,.0791,-.00372,-.00921,.0144,.000735,-.0447,-.00087,-.0227,.00177
2020,2,16,49,-.0263,.168,.00155,-.0121,.0257,-.0684,.0386,-.00465,-.0263,.00874
2020,2,16,50,.00085,-.049,.00165,-.0598,.0483,-.115,-.0306,-.0498,.075,.00367
2020,2,16,51,-.0315,-.0419,-.0194,-.0349,.0377,-.025,-.0115,-.0189,-.0151,-.0177
2020,2,16,53,.0484,.0456,.088,.0754,-.00399,.167,.143,.111,-.0244,.0806
2020,2,16,54,-.0859,.23,-.025,-.0208,.0111,.112,-.0488,.000827,-.0435,-.00522
2020,2,16,55,-.03,-.0687,.00645,.00688,.0548,.000197,-.0256,.019,-.0163,.00315
2020,2,16,56,-.0365,-.0452,-.00174,-.0534,.0287,.213,-.0282,.0178,.0454,-.00886
2020,2,23,1,-.00626,-.0217,-.00709,-.0514,-.0106,-.0762,-.0773,.0137,-.0137,-.0054
2020,2,23,2,.00862,.0316,.0167,-.0244,.059,-.302,.0251,.,.18,.0894
2020,2,23,4,-.00683,.00381,.0498,.0333,.0129,.0429,-.0116,.0388,.0752,.0484
2020,2,23,5,.0423,-.0576,.00144,-.0425,-.0265,-.0499,-.0611,.17,-.0114,.00235
2020,2,23,6,.00203,.0357,.0276,-.002,.0221,.0138,-.00774,.0299,.0105,.0267
2020,2,23,8,-.033,-.0706,.00377,.0441,.0219,.0196,-.0638,-.00847,.00349,.0166
2020,2,23,9,-.0649,-.03,.00236,.0304,.0108,-.00774,-.0561,.00173,-.0308,.00698
2020,2,23,10,-.0761,-.509,-.0328,.39,-.0485,.0906,-.128,-.00687,.127,-.0489
2020,2,23,11,.00395,.0549,.0532,-.0311,.0704,-.0172,-.0861,.0767,-.00465,-.0471
2020,2,23,12,-.0536,-.104,-.0368,-.0601,-.0283,-.0094,-.0964,-.0251,-.0557,-.0326
2020,2,23,13,-.0354,.0566,-.00369,-.0214,.0148,-.0127,-.077,.00733,-.0162,-.00556
2020,2,23,15,-.0461,-.17,-.0379,-.0457,-.0422,-.0444,-.0717,-.0616,.123,-.0107
2020,2,23,16,-.0486,-.17,-.0202,-.016,-.0283,-.0414,-.0308,.067,-.00292,-.0305
2020,2,23,17,-.0504,-.0114,-.0373,-.0714,.00714,-.0577,-.0527,-.0358,-.0586,-.0298
2020,2,23,18,-.0476,-.047,-.0532,-.104,.0311,-.19,-.0882,-.0271,-.0515,-.06
2020,2,23,19,-.000988,.0493,.0183,.0157,-.0134,-.0629,.0227,.0243,-.0467,.0267
2020,2,23,20,.0114,-.0252,-.00643,-.00526,-.0318,-.0944,-.0748,-.0355,.0332,-.00962
2020,2,23,21,-.0489,-.0797,-.0266,-.0953,-.0139,.0438,-.0903,.0459,-.0451,-.0167
2020,2,23,22,.00243,.144,-.0175,-.0353,-.00397,.041,-.122,-.0212,-.00311,-.0223
2020,2,23,23,-.0131,.0000915,-.0453,-.0203,-.0523,-.00861,-.0541,-.0419,-.0547,-.0455
2020,2,23,24,-.0105,-.0357,.0318,.0243,-.012,.137,-.0787,.0413,.0144,.0118
2020,2,23,25,-.0279,-.0274,.000275,.0259,.021,.0511,-.0706,.0158,-.0168,-.0284
2020,2,23,26,-.00537,-.0025,-.0328,-.0503,.00308,-.112,-.143,-.0465,-.0425,-.0263
2020,2,23,27,.0151,-.000718,.0215,.0392,.0257,.0133,-.0696,.0268,.039,.0158
2020,2,23,28,-.038,-.00263,-.0597,-.0604,-.0127,-.0845,-.136,-.0597,-.07,-.0299
2020,2,23,29,-.0184,-.0653,-.00853,-.0515,-.0027,.0738,-.0699,-.00602,-.0565,.0106
2020,2,23,30,-.00718,-.17,.0228,-.0103,.046,-.117,-.11,-.0344,.101,-.00718
2020,2,23,31,.178,.21,.0441,.123,-.0336,.0399,-.023,.0558,.0414,.0392
2020,2,23,32,.00509,-.163,.0128,.0276,-.0108,.0909,.00737,.025,.0358,-.000259
2020,2,23,33,.00631,-.145,.00315,.0412,-.000688,-.00674,-.0717,.0173,-.00839,-.00606
2020,2,23,34,.00643,.0000577,.0103,-.0096,-.0118,.0257,-.0696,.0101,-.0168,.0138
2020,2,23,35,-.0151,.121,.035,.0795,.0541,.0724,-.0453,.0775,.0568,.0191
2020,2,23,36,-.0285,-.0353,-.019,-.021,-.0205,-.041,-.0472,.00295,-.0512,-.0337
2020,2,23,37,-.0471,.0317,.00135,-.0124,.0282,-.0581,-.107,.00994,.0119,-.00563
2020,2,23,38,.041,-.00803,.0192,-.0046,.00422,-.121,-.0373,.0259,-.0282,.0235
2020,2,23,39,-.026,-.0894,-.0307,-.0475,.0217,-.0631,-.13,-.0164,-.0618,-.0218
2020,2,23,40,.00787,.0599,-.0115,-.022,-.0452,.103,-.06,-.0221,-.0221,-.00397
2020,2,23,41,-.0692,.114,.0277,-.00938,.00959,.0457,-.0628,.00103,.0557,.0331
2020,2,23,42,.000514,-.0607,.00266,-.0181,-.0217,.0617,-.038,-.0000833,-.0209,.0129
2020,2,23,44,-.0617,-.0816,.0191,-.0299,-.0224,.227,-.121,.049,-.00288,-.00612
2020,2,23,45,-.0333,-.159,-.0207,-.056,.00364,.00362,-.0754,-.00381,-.0454,-.0148
2020,2,23,46,.0185,.127,.0313,.114,.0238,.0792,.0424,-.0194,-.0268,.0502
2020,2,23,47,-.0786,-.00177,-.0812,-.101,-.0882,-.091,-.15,-.0273,-.0893,-.084
2020,2,23,48,-.017,-.00695,.0000817,-.0043,-.0055,.00705,-.0574,.00693,-.0339,.00846
2020,2,23,49,.0187,-.168,.00252,-.0305,.000485,-.0426,-.0403,-.0136,.00382,.0116
2020,2,23,50,.0235,-.0486,-.0358,-.0585,-.014,-.0644,.00543,-.0879,.115,-.0387
2020,2,23,51,-.0145,.0115,.0096,-.015,.0133,.0666,-.0395,.00758,-.00343,.0184
2020,2,23,53,-.00166,.0548,.0238,.0197,-.0417,.065,-.022,.0139,.0159,.0354
2020,2,23,54,-.0683,-.0645,-.026,-.0507,-.0385,.161,.0148,-.00415,-.0455,-.00282
2020,2,23,55,-.0131,.0477,.00998,.0514,.0262,-.0208,-.0412,.00132,-.0156,.0165
2020,2,23,56,-.0257,.00597,-.00348,-.0569,-.0116,-.113,-.0663,.00635,.00778,-.0104
2020,3,1,1,-.0479,-.0835,-.0503,-.1,.0646,-.0832,-.156,-.0341,-.0446,-.0597
2020,3,1,2,-.0206,-.164,-.0359,.0233,.0827,-.28,-.0645,.,.136,-.0541
2020,3,1,4,-.0558,-.161,-.011,-.0137,.0759,-.0281,-.103,-.019,-.0125,-.00566
2020,3,1,5,.0382,-.132,.00898,.0125,.0053,.0977,-.0888,.0715,.00899,.00842
2020,3,1,6,-.0205,-.158,-.00491,.00575,.134,-.0173,-.136,-.00852,-.00599,.00175
2020,3,1,8,-.0409,-.0731,-.0261,.00877,.129,-.11,-.164,-.0251,-.0531,-.0217
2020,3,1,9,-.0327,-.167,-.0213,.0624,.0556,-.00944,-.167,-.0158,-.0364,-.03
2020,3,1,10,-.108,-.323,-.0569,.265,.0333,-.23,-.2,-.101,-.0713,-.037
2020,3,1,11,-.0513,-.197,-.0481,.00521,.13,-.0837,-.287,-.0573,-.0163,-.0323
2020,3,1,12,-.0396,-.11,-.0428,-.0202,-.0102,-.0458,-.164,-.0385,-.0512,-.0405
2020,3,1,13,-.0482,-.126,-.0306,-.029,.121,-.0497,-.156,-.0263,-.0386,-.0297
2020,3,1,15,-.0335,.01,-.0152,-8.36e-06,.103,.014,-.112,-.019,.0718,-.0194
2020,3,1,16,-.0427,-.103,-.0159,-.0524,.0874,-.0928,-.0664,.0111,-.00252,-.0214
2020,3,1,17,-.0552,-.133,-.0645,-.0398,.0492,-.0769,-.157,-.0844,-.0616,-.0548
2020,3,1,18,-.044,-.222,-.0771,-.129,.0293,-.155,-.202,-.0334,-.0692,-.0939
2020,3,1,19,-.0926,-.12,-.0555,-.0219,.0248,-.0442,-.17,-.0637,-.0403,-.0559
2020,3,1,20,.0596,-.175,-.025,-.0422,-.0107,-.0996,-.198,-.0695,-.00498,-.0178
2020,3,1,21,-.0341,-.165,-.0332,-.0481,.0304,.000978,-.125,-.0494,-.0465,-.0268
2020,3,1,22,.00897,-.05,-.0542,-.0164,-.00097,-.208,-.164,-.00529,-.0716,-.0506
2020,3,1,23,-.0458,-.0792,-.0572,.0556,-.0451,-.00639,-.208,-.0946,-.0599,-.0519
2020,3,1,24,-.0455,-.205,-.0357,-.0112,.0743,-.101,-.142,-.0408,-.011,-.0405
2020,3,1,25,-.00412,-.0489,-.0234,.0891,.0288,.0284,-.143,-.0223,-.116,-.015
2020,3,1,26,-.0281,-.0972,-.0553,-.0436,.0228,-.117,-.18,-.048,-.0523,-.0603
2020,3,1,27,-.0103,-.107,.00196,.046,.0906,-.0561,-.155,-.011,.0173,.0122
2020,3,1,28,-.0134,.108,-.111,-.0871,.021,-.153,-.237,-.0405,-.117,-.103
2020,3,1,29,.0187,-.181,.00438,.0153,.0121,-.0364,-.187,.0153,-.0331,.0139
2020,3,1,30,.214,.482,.112,.325,.216,-.0871,-.0915,-.0765,.224,.0643
2020,3,1,31,-.0233,-.194,-.0379,.00464,-.00361,-.113,-.123,-.0302,-.0237,-.0429
2020,3,1,32,.00848,-.332,-.0368,-.0287,.189,.0317,-.154,-.0445,-.0544,-.0275
2020,3,1,33,-.0123,-.0857,-.0112,-.0352,.0296,.152,-.111,-.00253,-.403,-.0116
2020,3,1,34,-.0372,-.165,-.0214,-.0189,.0335,.00149,-.109,-.0314,.0053,-.0098
2020,3,1,35,-.0872,-.199,-.000619,-.0411,.153,-.00639,-.132,.05,.0035,-.00668
2020,3,1,36,-.044,-.108,-.0521,.0178,.0142,-.0464,-.142,-.0521,-.0737,-.0481
2020,3,1,37,-.0524,-.071,-.0231,-.0323,.0759,-.0117,-.143,-.0231,-.0154,-.0261
2020,3,1,38,-.0154,.0322,-.0064,.00488,.0344,-.102,-.112,-.0131,.0236,-.0095
2020,3,1,39,-.0191,-.171,-.0556,-.0398,.0527,-.00495,-.229,-.0795,-.0763,-.0448
2020,3,1,40,.038,-.174,-.03,.0383,-.0152,-.0367,-.137,-.0408,-.03,-.0283
2020,3,1,41,-.015,-.111,.0424,.0688,.238,.0364,-.0953,-.0215,.0834,.0601
2020,3,1,42,-.0295,-.158,-.0402,-.00793,-.0122,-.0174,-.146,-.0429,-.0473,-.0362
2020,3,1,44,-.215,-.356,-.0326,-.0808,-.000445,.0842,-.101,.0329,-.193,-.0406
2020,3,1,45,-.038,-.195,-.058,-.0452,.0127,-.0309,-.134,-.0603,-.0676,-.0533
2020,3,1,46,-.0507,.17,-.0779,.018,.0359,.0227,-.232,-.0935,-.208,-.0472
2020,3,1,47,-.0594,-.0914,-.0316,.00357,.0303,-.0371,-.141,-.029,-.0419,-.0251
2020,3,1,48,-.0116,-.131,-.0148,-.0138,.0675,-.0194,-.106,-.0189,-.0345,-.00492
2020,3,1,49,-.0636,-.111,.00747,-.0704,.193,-.0896,-.0899,-.000861,-.0684,.0235
2020,3,1,50,-.137,-.155,-.144,-.0455,.0269,-.195,-.173,-.186,-.171,-.138
2020,3,1,51,-.0651,-.176,-.0351,-.0205,.0569,-.0132,-.149,-.0458,-.0201,-.0264
2020,3,1,53,-.0671,-.016,-.000475,-.00744,.14,-.0184,-.112,-.00721,-.0176,.0074
2020,3,1,54,-.0405,.0148,-.0641,-.0263,.00804,-.0211,-.197,-.083,-.0812,-.0521
2020,3,1,55,-.0196,-.0211,-.0178,.0158,.0277,-.0114,-.163,-.0346,-.0199,-.0134
2020,3,1,56,-.0258,-.0973,-.0377,-.0746,-.0333,.0115,-.0821,-.0487,-.0141,-.036
2020,3,8,1,-.0283,-.15,.00561,.0404,.108,.0193,-.216,-.00642,.0305,-.0121
2020,3,8,2,-.139,.0104,.0582,.119,.228,-.0766,.103,.,.00308,.0377
2020,3,8,4,-.0813,-.126,.0035,-.000521,.136,.0246,-.149,.0221,-.0239,.00148
2020,3,8,5,.0329,-.0379,.0459,.0167,.125,.129,-.142,.0903,.0459,.0463
2020,3,8,6,-.082,-.0662,.01,-.0544,.224,.0118,-.118,.00787,.00659,.0144
2020,3,8,8,-.106,-.0606,-.0028,-.065,.191,-.0559,-.207,-.0223,.0438,.00812
2020,3,8,9,-.103,-.103,-.00651,.0272,.164,.0311,-.215,.00598,-.000885,-.0345
2020,3,8,10,-.0999,-.45,-.0317,.183,.129,-.265,-.0769,-.0307,.0928,-.0415
2020,3,8,11,-.21,-.0515,-.0321,.06,.332,.0437,-.278,-.0415,.18,-.114
2020,3,8,12,-.06,-.106,-.0079,-.0245,.105,-.015,-.196,-.0119,.0133,-.0154
2020,3,8,13,-.0611,-.0258,.00181,-.049,.177,-.0322,-.173,.0131,.0000158,-.00363
2020,3,8,15,-.0622,-.16,-.0148,.0355,.118,-.0865,-.182,-.043,.167,.02
2020,3,8,16,-.0401,-.123,.0243,-.0149,.16,-.0113,-.0579,-.0223,.0625,.0186
2020,3,8,17,-.0853,.0216,-.0181,-.0675,.0903,-.0526,-.139,-.0396,-.025,-.00516
2020,3,8,18,-.0905,-.255,-.0354,-.137,.0895,-.243,-.181,.00365,-.027,-.0511
2020,3,8,19,-.0647,-.0843,-.0281,-.00825,.109,-.0928,-.236,-.0508,-.0389,-.015
2020,3,8,20,-.0569,-.121,-.00418,-.0499,.0769,-.0157,-.257,-.0558,.0336,.00591
2020,3,8,21,-.0432,-.21,.0156,-.013,.114,-.0457,-.152,-.0148,.0135,.015
2020,3,8,22,-.0816,-.0759,.0243,-.0148,.0691,.133,-.127,-.0402,.0502,.0188
2020,3,8,23,-.0226,-.217,.0255,.0928,.0953,-.0204,-.159,-.0347,.0399,.0247
2020,3,8,24,-.0702,-.0981,.00654,.00386,.177,.0142,-.169,-.00226,.028,.0116
2020,3,8,25,-.0297,-.0175,.022,.0595,.156,-.0617,-.137,.0348,-.00653,.003
2020,3,8,26,-.0285,-.0131,.00409,-.0276,.0854,-.0385,-.219,.00378,.00312,.0051
2020,3,8,27,-.0172,-.155,.00313,.0217,.132,.025,-.217,.00205,.00819,.00348
2020,3,8,28,-.0316,.0228,-.0088,.00543,.0935,.0204,-.218,.0953,.00354,-.0366
2020,3,8,29,-.0522,-.167,.0302,.0884,.135,.12,-.186,.0355,-.0228,.0485
2020,3,8,30,-.143,.0396,.0374,.116,.201,-.101,-.134,-.238,.1,.0216
2020,3,8,31,-.0862,-.0938,.00788,-.0121,.099,-.0475,-.154,.0199,.0355,-.00234
2020,3,8,32,-.0443,.397,.0159,-.0922,.312,-.0252,-.142,.0113,.0308,.016
2020,3,8,33,-.0148,-.197,.0278,-.0139,.129,.0178,-.124,.0369,-.295,.0301
2020,3,8,34,-.0481,-.0281,.0202,.0229,.174,.0222,-.131,.00843,.00355,.044
2020,3,8,35,-.136,-.0295,.0151,-.0269,.247,-.0472,-.218,.0173,.0203,.0107
2020,3,8,36,-.0591,-.102,-.00211,-.0426,.131,-.0236,-.139,.00683,.00881,-.0121
2020,3,8,37,-.0858,-.117,.00179,-.0326,.142,-.00655,-.199,.00442,.0165,-.00377
2020,3,8,38,.0264,-.141,.0461,.0837,.0891,-.0632,-.0834,.0186,.0502,.0574
2020,3,8,39,-.0581,-.0698,-.00816,-.00454,.113,-.073,-.21,-.0239,-.0126,-.00631
2020,3,8,40,-.0265,-.0506,.0215,-.0502,.112,-.00543,-.155,.0204,.00523,.0292
2020,3,8,41,-.0741,-.0484,-.00329,-.0441,.166,-.00804,-.112,-.0566,.0425,.00856
2020,3,8,42,-.0552,-.0962,.0037,-.0167,.137,.0365,-.145,-.00324,.000429,.0102
2020,3,8,44,-.195,-.36,-.0134,-.0114,.0878,.219,-.212,.0294,-.0475,-.0265
2020,3,8,45,-.0399,-.135,-.000443,-.0032,.111,-.00984,-.159,.00161,.0283,-.00607
2020,3,8,46,-.0335,-.218,-.0325,.0957,.0483,.0795,-.245,-.0357,-.0917,-.0209
2020,3,8,47,-.0346,-.0115,.0101,.0208,.0867,-.0472,-.205,.101,-.00135,.00193
2020,3,8,48,-.0458,-.0461,.0311,-.0146,.167,.00705,-.119,.0322,.034,.028
2020,3,8,49,-.0513,-.131,.0296,-.0921,.299,-.0654,-.147,.0541,-.0671,.0282
2020,3,8,50,-.229,.324,-.095,-.0127,.059,-.0556,-.193,-.14,-.333,-.0855
2020,3,8,51,-.0592,-.0764,-.00585,-.0559,.144,-.0451,-.179,-.00567,.0196,-.0142
2020,3,8,53,-.152,-.0841,-.00222,-.126,.238,.00253,-.15,-.0124,.0136,.00285
2020,3,8,54,-.086,.0094,-.00412,-.0101,.1,-.0172,-.156,-.11,-.00347,.000505
2020,3,8,55,-.0435,.0782,-.00915,-.0191,.104,-.0303,-.198,-.0212,-.0166,-.00423
2020,3,8,56,-.0562,.0153,.000633,-.0692,.0149,-.0224,.014,-.0268,.0836,.00169
2020,3,15,1,-.139,-.313,.017,-.031,.551,-.0201,-.256,.00719,.0461,-.00595
2020,3,15,2,-.116,-.36,.0413,.115,.59,-.181,-.121,.,-.146,.0297
2020,3,15,4,-.137,-.292,.00703,-.0842,.608,-.0107,-.218,-.00464,.00316,.0152
2020,3,15,5,-.197,-.374,.00241,-.0803,.445,.04,-.28,.0115,-.0348,.025
2020,3,15,6,-.215,-.372,-.0319,-.147,.725,-.0718,-.308,-.031,-.047,-.0312
2020,3,15,8,-.181,-.311,.00828,-.123,.657,-.00518,-.312,-.00468,.0339,.0171
2020,3,15,9,-.24,-.325,-.0112,-.115,.62,-.0987,-.322,-.0136,-.0648,.00279
2020,3,15,10,-.335,-.609,-.0798,-.136,.6,-.17,-.268,-.0184,-.14,-.103
2020,3,15,11,-.344,-.256,-.107,-.116,.816,-.0248,-.451,-.141,.207,-.135
2020,3,15,12,-.156,-.314,-.0268,-.0947,.39,-.0664,-.3,-.0446,-.0128,-.0276
2020,3,15,13,-.171,-.241,-.0185,-.114,.647,-.077,-.287,-.0192,-.0114,-.0211
2020,3,15,15,-.116,-.268,-.0022,-.00638,.316,-.0961,-.164,-.00583,.0987,-.00907
2020,3,15,16,-.113,-.228,.0339,-.125,.54,-.114,-.144,-.0281,.0851,.0277
2020,3,15,17,-.219,-.291,-.0473,-.119,.566,-.153,-.299,-.0566,-.0563,-.0401
2020,3,15,18,-.201,-.563,-.0496,-.258,.478,-.273,-.284,-.0137,-.0329,-.0638
2020,3,15,19,-.203,-.274,-.0488,-.134,.441,-.0848,-.299,-.0619,-.0461,-.0402
2020,3,15,20,-.223,-.468,-.0636,-.122,.4,-.0392,-.356,-.0934,-.0535,-.0575
2020,3,15,21,-.247,-.355,-.029,-.125,.41,-.0987,-.306,.0475,-.0252,-.0401
2020,3,15,22,-.18,-.251,-.00542,.0145,.455,-.107,-.239,-.0422,-.00039,-.00116
2020,3,15,23,-.212,-.259,.024,-.0259,.403,-.0471,-.253,.0164,.00275,.0338
2020,3,15,24,-.229,-.283,-.0258,-.111,.608,-.119,-.297,-.043,-.0216,.00182
2020,3,15,25,-.256,-.424,-.00859,-.149,.541,-.0477,-.271,-.00721,-.0688,-.000759
2020,3,15,26,-.166,-.328,-.00775,-.0972,.458,-.197,-.299,-.0199,-.00519,-.00782
2020,3,15,27,-.142,-.274,.00926,-.116,.639,-.0444,-.267,.00722,.0349,.00912
2020,3,15,28,-.151,-.242,-.0384,-.0408,.448,.0497,-.335,.0414,-.0181,-.0686
2020,3,15,29,-.185,-.445,.00937,-.00453,.491,.135,-.291,.0108,.00467,.00381
2020,3,15,30,-.191,-.314,.00581,-.102,.609,-.124,-.254,-.185,.00766,.00219
2020,3,15,31,-.175,-.373,-.024,-.115,.38,-.0505,-.295,-.0594,-.0395,-.00604
2020,3,15,32,-.172,-.154,.00785,.0326,.805,-.0677,-.293,.00679,-.023,.0178
2020,3,15,33,-.211,-.389,.0161,-.127,.465,-.0503,-.259,.0402,-.367,.00859
2020,3,15,34,-.22,-.316,-.0187,-.161,.574,-.0996,-.293,-.0386,-.0101,.0135
2020,3,15,35,-.267,-.393,-.00176,-.0795,.831,.0412,-.354,.0214,-.028,.00581
2020,3,15,36,-.226,-.34,-.0203,-.14,.553,-.0746,-.278,-.0387,-.0456,.000894
2020,3,15,37,-.154,-.263,.00396,-.107,.605,-.0197,-.266,-.0191,.0141,.01
2020,3,15,38,-.0907,-.312,.0392,-.0354,.382,-.0317,-.183,.0463,.0465,.0319
2020,3,15,39,-.202,-.393,-.028,-.0454,.529,-.12,-.337,-.0577,-.0344,-.0235
2020,3,15,40,-.123,-.374,.0143,.00838,.362,.0021,-.259,.00663,-.00552,.0277
2020,3,15,41,-.218,-.345,-.0251,-.111,.611,.00841,-.237,-.0467,.0482,-.03
2020,3,15,42,-.208,-.388,-.0148,-.158,.54,-.104,-.273,-.022,-.0168,-.00858
2020,3,15,44,-.294,-.544,-.115,-.176,.461,.0492,-.423,-.0981,-.333,-.0663
2020,3,15,45,-.133,-.327,-.028,-.0692,.437,-.0728,-.278,-.0659,-.0262,-.016
2020,3,15,46,-.215,-.167,-.0182,.0124,.453,.115,-.297,-.0908,-.098,.00746
2020,3,15,47,-.163,-.332,-.000865,-.0344,.417,-.0754,-.295,.0355,-.00035,-.00883
2020,3,15,48,-.188,-.327,-.00856,-.102,.53,-.0362,-.249,-.0203,-.0234,.00595
2020,3,15,49,-.191,-.272,.0518,-.176,.903,-.0252,-.205,.0922,-.0134,.034
2020,3,15,50,-.321,-.43,-.112,-.0288,.348,-.333,-.335,-.223,-.103,-.0891
2020,3,15,51,-.198,-.305,-.0206,-.125,.546,-.0814,-.288,-.0325,-.00811,-.0111
2020,3,15,53,-.241,-.393,-.0517,-.206,.502,-.0639,-.297,-.0856,-.0679,-.0223
2020,3,15,54,-.18,-.306,-.0276,-.0372,.358,-.0804,-.271,-.0473,-.0318,-.0188
2020,3,15,55,-.198,-.306,-.0196,-.125,.515,-.132,-.295,-.011,-.0103,-.0245
2020,3,15,56,-.094,-.272,.052,-.0291,.367,.0622,-.154,.0193,.137,.0592
2020,3,22,1,-.52,-.574,-.111,-.267,.435,-.267,-.491,-.18,-.087,-.116
2020,3,22,2,-.471,-.447,-.0589,-.248,.624,-.376,-.277,.,-.432,-.0285
2020,3,22,4,-.533,-.478,-.132,-.418,.522,-.298,-.495,-.158,-.129,-.119
2020,3,22,5,-.578,-.736,-.136,-.371,.418,-.0698,-.538,-.144,-.144,-.13
2020,3,22,6,-.585,-.564,-.214,-.488,.503,-.393,-.58,-.231,-.183,-.189
2020,3,22,8,-.601,-.651,-.22,-.485,.431,-.348,-.62,-.243,-.169,-.208
2020,3,22,9,-.625,-.639,-.167,-.421,.533,-.36,-.577,-.174,-.166,-.152
2020,3,22,10,-.598,-.473,-.156,-.351,.551,-.367,-.523,-.173,-.182,-.147
2020,3,22,11,-.676,-.609,-.301,-.42,.609,-.397,-.735,-.334,-.0631,-.287
2020,3,22,12,-.519,-.563,-.117,-.379,.529,-.237,-.505,-.152,-.0942,-.117
2020,3,22,13,-.514,-.517,-.166,-.429,.49,-.34,-.559,-.195,-.134,-.161
2020,3,22,15,-.455,-.684,-.105,-.301,.438,-.186,-.376,-.133,-.0011,-.065
2020,3,22,16,-.467,-.637,-.0744,-.321,.394,-.168,-.301,-.0707,-.0242,-.0844
2020,3,22,17,-.607,-.648,-.215,-.403,.484,-.386,-.552,-.25,-.21,-.191
2020,3,22,18,-.581,-.639,-.158,-.466,.486,-.432,-.561,-.175,-.126,-.169
2020,3,22,19,-.601,-.641,-.215,-.441,.498,-.255,-.578,-.25,-.162,-.211
