year,month,day_endofweek,countyfips,merchants_all,revenue_all
2020,1,12,1003,.0254,.0763
2020,1,12,1031,.0168,-.0902
2020,1,12,1043,.00114,-.0628
2020,1,12,1055,.0256,-.122
2020,1,12,1069,.00064,-.027
2020,1,12,1073,.00381,-.0062
2020,1,12,1077,.00753,-.0406
2020,1,12,1081,-.00317,-.0562
2020,1,12,1089,.0215,.0437
2020,1,12,1095,.0197,.0921
2020,1,12,1097,.0171,-.000416
2020,1,12,1101,.00494,-.019
2020,1,12,1115,.0118,-.102
2020,1,12,1117,.0194,-.0249
2020,1,12,1125,.00988,-.0386
2020,1,12,2020,.015,.0532
2020,1,12,2090,.00649,-.0254
2020,1,12,4005,-.00547,.00149
2020,1,12,4013,-.00288,.00356
2020,1,12,4015,-.00334,.00402
2020,1,12,4017,.0304,.0298
2020,1,12,4019,.00791,-.0359
2020,1,12,4021,.0154,.0606
2020,1,12,4025,-.00274,-.09
2020,1,12,5007,-.000766,-.0513
2020,1,12,5031,-.0159,-.0419
2020,1,12,5045,.0209,-.0031
2020,1,12,5051,.0196,.0476
2020,1,12,5143,.0249,-.0617
2020,1,12,6001,-.0125,-.00361
2020,1,12,6007,.0015,.0391
2020,1,12,6013,.0104,.0148
2020,1,12,6017,0,.0361
2020,1,12,6019,.02,-.0249
2020,1,12,6023,-.0109,.152
2020,1,12,6029,.0111,.000195
2020,1,12,6037,.0131,-.0108
2020,1,12,6039,.0192,.0454
2020,1,12,6041,-.00665,.00243
2020,1,12,6045,.0163,.0703
2020,1,12,6047,-.00971,-.069
2020,1,12,6053,.0167,-.0288
2020,1,12,6059,.00962,.00152
2020,1,12,6061,.0133,-.00387
2020,1,12,6065,-.00347,-.00293
2020,1,12,6067,.000819,-.0161
2020,1,12,6069,-.0272,-.0235
2020,1,12,6071,.00676,-.00817
2020,1,12,6073,.0053,-.00644
2020,1,12,6075,.00725,-.0243
2020,1,12,6077,.0275,.0387
2020,1,12,6081,-.0309,-.0357
2020,1,12,6083,.0159,.0349
2020,1,12,6085,.0106,-.0397
2020,1,12,6087,.0186,-.0454
2020,1,12,6089,.00123,.0551
2020,1,12,6095,.00108,-.0259
2020,1,12,6099,.00734,-.0359
2020,1,12,6101,-.0123,-.0362
2020,1,12,6107,-.00872,-.0432
2020,1,12,6111,.0151,.0162
2020,1,12,6113,.00208,.0173
2020,1,12,8001,.0227,.0125
2020,1,12,8005,.0264,.077
2020,1,12,8013,.00832,-.0337
2020,1,12,8014,.0159,-.0281
2020,1,12,8031,-.0111,-.0407
2020,1,12,8035,.00619,.0909
2020,1,12,8037,-.0305,-.0127
2020,1,12,8041,.00261,.0421
2020,1,12,8045,.0199,-.0405
2020,1,12,8049,.0407,.0952
2020,1,12,8059,-.00382,.0792
2020,1,12,8077,.0245,.0031
2020,1,12,8101,.00399,.0744
2020,1,12,8107,-.0136,.0862
2020,1,12,8117,.0494,.0204
2020,1,12,8123,.00683,-.0108
2020,1,12,9001,.0036,.025
2020,1,12,9003,.0152,.0241
2020,1,12,9005,.00368,.0209
2020,1,12,9007,-.00351,-.0818
2020,1,12,9009,.00348,-.000457
2020,1,12,9011,.00614,.0332
2020,1,12,9013,.0409,-.0887
2020,1,12,9015,.0216,.0105
2020,1,12,10001,.00342,.0465
2020,1,12,10003,.0143,-.0378
2020,1,12,11001,-.00952,.0409
2020,1,12,12001,.00014,.0966
2020,1,12,12009,.00805,-.03
2020,1,12,12011,.0387,-.0339
2020,1,12,12015,.0211,.0893
2020,1,12,12017,-.0102,-.111
2020,1,12,12019,.0179,.0476
2020,1,12,12021,.0015,-.0529
2020,1,12,12023,-.00628,-.0601
2020,1,12,12031,.0218,-.0273
2020,1,12,12033,.00953,-.0466
2020,1,12,12035,-.0107,-.0761
2020,1,12,12053,-.0159,-.105
2020,1,12,12055,.011,-.0466
2020,1,12,12057,.00423,-.0401
2020,1,12,12061,.00284,.00846
2020,1,12,12069,.0145,-.0509
2020,1,12,12071,.0138,.000422
2020,1,12,12073,.011,.0449
2020,1,12,12081,.0511,-.0245
2020,1,12,12083,.0136,.0123
2020,1,12,12085,-.00239,.0677
2020,1,12,12086,.0183,-.0607
2020,1,12,12087,-.0151,.0499
2020,1,12,12091,.00133,.0393
2020,1,12,12095,.0174,.018
2020,1,12,12097,.00781,-.0212
2020,1,12,12099,.00998,-.0123
2020,1,12,12101,.00479,.0129
2020,1,12,12103,.00509,.0145
2020,1,12,12105,.0125,.00494
2020,1,12,12107,.031,-.0721
2020,1,12,12109,.0262,-.0262
2020,1,12,12111,.0159,-.0265
2020,1,12,12113,-.0134,.00958
2020,1,12,12115,-.0118,-.0191
2020,1,12,12117,.00724,.0246
2020,1,12,12119,.0198,.0365
2020,1,12,12127,.00258,-.0413
2020,1,12,12131,.0104,.319
2020,1,12,13009,-.0458,.0623
2020,1,12,13013,-.0581,.0449
2020,1,12,13015,.0102,.0487
2020,1,12,13021,.0234,-.0261
2020,1,12,13031,.00822,.0258
2020,1,12,13039,-.000925,-.0976
2020,1,12,13045,.0126,.0147
2020,1,12,13051,.0138,-.067
2020,1,12,13057,.0307,.0277
2020,1,12,13059,.0101,-.0813
2020,1,12,13063,.0419,.0766
2020,1,12,13067,.0283,.0109
2020,1,12,13073,.00387,.0203
2020,1,12,13077,.0121,-.0548
2020,1,12,13089,.0337,.0176
2020,1,12,13095,.00439,.0177
2020,1,12,13097,.0274,.019
2020,1,12,13113,.0435,.0485
2020,1,12,13117,.0486,.0359
2020,1,12,13121,.0348,-.079
2020,1,12,13129,-.0045,-.251
2020,1,12,13135,-.00341,-.00508
2020,1,12,13139,-.00173,.014
2020,1,12,13151,.0377,.000524
2020,1,12,13153,.0153,-.00141
2020,1,12,13179,.0543,.174
2020,1,12,13185,.0342,-.0162
2020,1,12,13215,.00676,-.0236
2020,1,12,13217,.015,.189
2020,1,12,13245,.0238,-.0828
2020,1,12,13247,.0142,-.00677
2020,1,12,13275,.0203,.0107
2020,1,12,13297,.00683,-.0147
2020,1,12,13313,-.0123,-.22
2020,1,12,15001,.0134,.124
2020,1,12,15003,.0078,-.0546
2020,1,12,15007,-.00816,-.059
2020,1,12,15009,.011,-.00908
2020,1,12,16001,.0304,-.000595
2020,1,12,16005,-.0319,-.0175
2020,1,12,16013,-.00662,.0385
2020,1,12,16017,-.0446,-.0878
2020,1,12,16019,-.0265,-.0144
2020,1,12,16027,.0558,.0816
2020,1,12,16055,.0608,.00432
2020,1,12,16083,.0085,.0143
2020,1,12,17019,.0238,-.118
2020,1,12,17029,.0114,-.0568
2020,1,12,17031,.0086,-.0696
2020,1,12,17037,-.0116,-.0773
2020,1,12,17043,.00168,-.0705
2020,1,12,17077,.017,-.0715
2020,1,12,17089,-.00725,-.00886
2020,1,12,17097,.0109,-.0578
2020,1,12,17099,.0179,-.0665
2020,1,12,17111,-.00383,.0378
2020,1,12,17113,-.0105,.0211
2020,1,12,17119,.0184,.0493
2020,1,12,17143,.0187,-.108
2020,1,12,17161,.06,-.0438
2020,1,12,17163,-.00727,.145
2020,1,12,17167,-.00664,.0303
2020,1,12,17183,.0224,.0765
2020,1,12,17197,.00865,.0695
2020,1,12,17201,.000389,-.103
2020,1,12,18003,.0191,-.0228
2020,1,12,18011,-.0215,-.183
2020,1,12,18035,-.0321,.148
2020,1,12,18039,.0341,-.0338
2020,1,12,18057,.024,.00773
2020,1,12,18063,.000539,.0786
2020,1,12,18081,.00836,.0394
2020,1,12,18089,-.0121,-.0514
2020,1,12,18091,-.0066,-.0852
2020,1,12,18097,.00317,-.000153
2020,1,12,18127,.00217,-.0249
2020,1,12,18141,-.0141,-.0579
2020,1,12,18157,.00943,-.0119
2020,1,12,18163,-.00267,.011
2020,1,12,19013,-.0368,-.0668
2020,1,12,19061,-.0202,-.118
2020,1,12,19113,-.00797,.0076
2020,1,12,19153,.00271,-.0352
2020,1,12,19155,.00292,-.0527
2020,1,12,19163,.0276,-.00264
2020,1,12,19169,-.0103,-.0433
2020,1,12,19193,-.00148,.102
2020,1,12,20045,.0138,.00502
2020,1,12,20091,-.00886,.0278
2020,1,12,20173,.00636,.0148
2020,1,12,20177,.0173,-.0461
2020,1,12,20209,-.031,-.0508
2020,1,12,21015,.00954,.0186
2020,1,12,21037,.0185,.114
2020,1,12,21047,.0114,.00189
2020,1,12,21059,.0104,-.0251
2020,1,12,21067,-.0196,-.0474
2020,1,12,21111,.0214,-.0336
2020,1,12,21145,-.00237,-.103
2020,1,12,21195,.00221,-.162
2020,1,12,21199,.028,-.0741
2020,1,12,21227,.0225,.00771
2020,1,12,22005,.0157,.0313
2020,1,12,22017,-.00432,.048
2020,1,12,22033,.0168,.0281
2020,1,12,22051,.000881,-.00562
2020,1,12,22055,.0206,.0183
2020,1,12,22063,.0171,-.00011
2020,1,12,22071,.0124,-.0225
2020,1,12,22073,.0294,-.0383
2020,1,12,22079,.000325,.0159
2020,1,12,22103,-.0048,-.051
2020,1,12,22105,.00259,-.0125
2020,1,12,22109,-.00455,-.112
2020,1,12,23001,.0158,.0195
2020,1,12,23005,.000747,-.00123
2020,1,12,23019,.0143,-.0521
2020,1,12,24001,-.0105,-.00788
2020,1,12,24003,.0135,.0881
2020,1,12,24005,.0332,.0164
2020,1,12,24009,.0208,-.00244
2020,1,12,24013,.016,.0232
2020,1,12,24017,-.0157,.0901
2020,1,12,24021,.00679,.0413
2020,1,12,24025,.00935,-.00875
2020,1,12,24027,.0235,.0785
2020,1,12,24031,-.000542,-.0166
2020,1,12,24033,.0179,-.00913
2020,1,12,24043,.0112,-.0154
2020,1,12,24510,.0188,.0735
2020,1,12,25001,.0158,-.0115
2020,1,12,25003,-.0202,-.0361
2020,1,12,25005,-.000103,-.0497
2020,1,12,25009,.0477,.0138
2020,1,12,25013,-.00984,.00583
2020,1,12,25015,-.0153,.0984
2020,1,12,25017,.00711,-.0222
2020,1,12,25021,.00746,-.0861
2020,1,12,25023,-.00995,-.00459
2020,1,12,25025,.0309,.0368
2020,1,12,25027,.00315,-.009
2020,1,12,26005,-.0252,-.0458
2020,1,12,26021,.000596,-.0978
2020,1,12,26025,-.00483,.0154
2020,1,12,26045,-.0116,-.207
2020,1,12,26049,.0173,-.11
2020,1,12,26055,.0176,.164
2020,1,12,26065,.00826,-.0361
2020,1,12,26077,-.0147,-.0368
2020,1,12,26081,-.00259,-.00899
2020,1,12,26099,-.00241,-.0309
2020,1,12,26103,.0061,.0698
2020,1,12,26121,-.00863,-.219
2020,1,12,26125,.00755,.000246
2020,1,12,26139,-.0246,-.111
2020,1,12,26145,.00688,-.073
2020,1,12,26147,.0181,.0196
2020,1,12,26161,-.00198,-.0673
2020,1,12,26163,.0109,.0124
2020,1,12,27003,.0442,.00589
2020,1,12,27005,.0694,.518
2020,1,12,27007,.0185,-.0134
2020,1,12,27013,-.0055,.0388
2020,1,12,27019,-.0277,-.0325
2020,1,12,27025,-.0192,-.0437
2020,1,12,27035,-.00638,-.0512
2020,1,12,27037,.0071,-.00898
2020,1,12,27053,-.00873,-.0384
2020,1,12,27109,-.00173,-.0386
2020,1,12,27123,-.0115,-.0254
2020,1,12,27131,-.0356,.0906
2020,1,12,27137,-.00612,-.025
2020,1,12,27139,-.00402,-.0146
2020,1,12,27145,.000365,-.0724
2020,1,12,27163,.0116,.0101
2020,1,12,27171,-.0248,-.084
2020,1,12,28033,.00834,-.0426
2020,1,12,28047,.00114,-.0691
2020,1,12,28049,-.00781,-.0452
2020,1,12,28059,.049,-.0868
2020,1,12,28089,.0202,-.0213
2020,1,12,28121,.00173,-.0123
2020,1,12,29019,-.00249,.193
2020,1,12,29021,-.0324,-.0712
2020,1,12,29029,.0445,.102
2020,1,12,29031,-.0173,.0389
2020,1,12,29037,-.00162,-.149
2020,1,12,29047,.00799,.0144
2020,1,12,29071,.0163,.0624
2020,1,12,29077,.0245,-.0414
2020,1,12,29095,.0235,.0475
2020,1,12,29097,.000477,-.0645
2020,1,12,29099,.0159,.297
2020,1,12,29145,-.0138,.0409
2020,1,12,29183,-.00721,.104
2020,1,12,29189,.0066,.0998
2020,1,12,29510,.0167,.31
2020,1,12,30029,.0255,.057
2020,1,12,30049,-.0228,.0668
2020,1,12,30063,-.0023,.0157
2020,1,12,30111,-.0093,-.00386
2020,1,12,31019,.0153,-.0372
2020,1,12,31055,.00524,.00897
2020,1,12,31079,.0694,-.0766
2020,1,12,31109,.00641,-.00174
2020,1,12,31119,.0233,-.0218
2020,1,12,31153,.00749,-.0303
2020,1,12,32003,.0129,-.0334
2020,1,12,32005,.0247,.0119
2020,1,12,32031,.00226,-.0673
2020,1,12,32510,.0108,.0166
2020,1,12,33001,.0152,-.0467
2020,1,12,33003,.0205,.232
2020,1,12,33005,.028,.0693
2020,1,12,33009,-.0232,-.0435
2020,1,12,33011,-.00692,.0638
2020,1,12,33015,.00255,-.0553
2020,1,12,33017,.00996,.181
2020,1,12,34001,.00534,.0473
2020,1,12,34003,.00258,-.0661
2020,1,12,34005,.0102,-.0465
2020,1,12,34007,.00883,-.0302
2020,1,12,34009,.00881,.0432
2020,1,12,34011,.0461,.0421
2020,1,12,34013,-.000397,-.0011
2020,1,12,34015,-.00981,-.0382
2020,1,12,34017,.0174,-.00562
2020,1,12,34019,-.0406,-.114
2020,1,12,34021,-.00988,-.0353
2020,1,12,34023,.0153,-.00254
2020,1,12,34025,-.00276,.0187
2020,1,12,34027,.0018,-.0561
2020,1,12,34029,.0268,.0725
2020,1,12,34031,.0076,-.0829
2020,1,12,34035,-.00101,.00528
2020,1,12,34037,-.0136,.0379
2020,1,12,34039,.000631,-.0144
2020,1,12,35001,.00816,.0217
2020,1,12,35013,.0138,.0305
2020,1,12,35045,.0408,.0323
2020,1,12,35049,.00734,-.0203
2020,1,12,35055,.0268,.139
2020,1,12,36001,.00657,.024
2020,1,12,36005,.0311,.05
2020,1,12,36007,-.00219,-.0159
2020,1,12,36009,.000454,-.0602
2020,1,12,36011,-.0111,.21
2020,1,12,36013,.0229,.0127
2020,1,12,36015,.00408,-.134
2020,1,12,36017,.000168,.0915
2020,1,12,36019,.0121,-.123
2020,1,12,36023,.00861,.0139
2020,1,12,36027,.00135,.0481
2020,1,12,36029,.016,-.0469
2020,1,12,36035,.00478,-.0173
2020,1,12,36039,.015,.0916
2020,1,12,36043,.0493,.102
2020,1,12,36045,.00756,.0529
2020,1,12,36047,.0296,.0298
2020,1,12,36051,-.0278,-.0797
2020,1,12,36053,.0126,-.124
2020,1,12,36055,.011,-.0308
2020,1,12,36059,.0195,-.0155
2020,1,12,36061,.0158,.0286
2020,1,12,36063,.0496,.0227
2020,1,12,36065,-.006,-.192
2020,1,12,36067,.00387,-.0482
2020,1,12,36069,.00554,-.0708
2020,1,12,36071,.00614,-.0686
2020,1,12,36075,-.00502,-.00939
2020,1,12,36077,.00983,-.0209
2020,1,12,36079,.031,.0545
2020,1,12,36081,.0118,.0265
2020,1,12,36083,.00139,-.0564
2020,1,12,36085,.00262,-.04
2020,1,12,36087,-.00615,.0123
2020,1,12,36089,.0123,-.0616
2020,1,12,36091,.0225,-.0413
2020,1,12,36093,-.011,.0985
2020,1,12,36101,-.00674,.0392
2020,1,12,36103,.0111,-.0102
2020,1,12,36105,.0113,-.435
2020,1,12,36109,-.00937,.0243
2020,1,12,36111,.0487,.0636
2020,1,12,36113,.0138,.104
2020,1,12,36119,.0109,-.0327
2020,1,12,37001,-.00158,-.0459
2020,1,12,37019,.0175,-.0153
2020,1,12,37021,.016,.0406
2020,1,12,37025,.0258,.0221
2020,1,12,37027,-.0459,-.0468
2020,1,12,37031,-.00916,.0709
2020,1,12,37035,-.0135,.000894
2020,1,12,37037,.0143,.0342
2020,1,12,37045,-.00198,.0345
2020,1,12,37047,.00843,-.0113
2020,1,12,37049,-.0112,-.0165
2020,1,12,37051,.00721,.0138
2020,1,12,37055,-.0303,.157
2020,1,12,37057,-.00483,-.0592
2020,1,12,37059,.0286,-.00301
2020,1,12,37061,-.0191,.115
2020,1,12,37063,.0145,.0781
2020,1,12,37067,.0118,.0612
2020,1,12,37071,.0124,.019
2020,1,12,37081,.00553,-.018
2020,1,12,37085,-.0258,-.0547
2020,1,12,37087,.00848,-.031
2020,1,12,37089,-.00655,.273
2020,1,12,37097,-.00741,-.0273
2020,1,12,37101,.0195,.0134
2020,1,12,37105,.00386,-.0272
2020,1,12,37107,.0215,-.0486
2020,1,12,37109,-.0177,-.0266
2020,1,12,37119,.0118,.0232
2020,1,12,37125,-.0127,.0151
2020,1,12,37127,-.00522,.116
2020,1,12,37129,.0146,-.0228
2020,1,12,37133,.0191,.0115
2020,1,12,37135,-.0163,.0508
2020,1,12,37139,.0218,.00908
2020,1,12,37147,.0102,-.00772
2020,1,12,37151,.0373,-.00932
2020,1,12,37155,.023,.102
2020,1,12,37157,.0161,-.0784
2020,1,12,37159,.018,-.0582
2020,1,12,37161,.00517,-.0177
2020,1,12,37163,.019,.0882
2020,1,12,37167,.00104,.0418
2020,1,12,37169,.0102,.118
2020,1,12,37179,.0104,.0702
2020,1,12,37183,.0143,-.0024
2020,1,12,37189,.00995,.0281
2020,1,12,37191,.0226,-.0134
2020,1,12,37193,.0166,.12
2020,1,12,37195,-.00701,.0487
2020,1,12,38017,-.0244,-.157
2020,1,12,38035,.0212,-.259
2020,1,12,39003,-.00419,-.128
2020,1,12,39007,-.0167,-.0117
2020,1,12,39009,.018,-.063
2020,1,12,39017,.0181,.0486
2020,1,12,39025,.00127,.11
2020,1,12,39035,.000993,-.033
2020,1,12,39041,.014,-.0435
2020,1,12,39043,-.00963,-.0274
2020,1,12,39045,-.0118,.0606
2020,1,12,39049,.000208,.000656
2020,1,12,39055,-.0052,-.0937
2020,1,12,39057,.00974,-.0165
2020,1,12,39061,-.00152,.0248
2020,1,12,39063,.0195,-.0238
2020,1,12,39085,.0256,-.0151
2020,1,12,39089,-.0118,-.0561
2020,1,12,39093,.00274,.00279
2020,1,12,39095,.0243,.0378
2020,1,12,39099,.0219,.00806
2020,1,12,39103,-.00978,-.0456
2020,1,12,39109,-.0186,-.0908
2020,1,12,39113,.00699,.00125
2020,1,12,39119,.00537,-.0648
2020,1,12,39123,-.0389,-.0359
2020,1,12,39133,-.0177,-.0248
2020,1,12,39147,-.0177,-.108
2020,1,12,39151,-.00748,-.0236
2020,1,12,39153,-.0049,.00674
2020,1,12,39155,.0137,.0114
2020,1,12,39157,.0125,-.034
2020,1,12,39165,.00299,-.0709
2020,1,12,39169,-.02,-.0638
2020,1,12,39173,.021,-.0722
2020,1,12,40013,-.00182,-.1
2020,1,12,40017,.0473,-.0691
2020,1,12,40027,.0113,.00469
2020,1,12,40031,.00316,-.0555
2020,1,12,40109,.0167,-.00811
2020,1,12,40119,.00947,.0276
2020,1,12,40143,-.00778,-.0503
2020,1,12,41005,.00423,-.00223
2020,1,12,41007,.0184,.317
2020,1,12,41011,.0271,-.00618
2020,1,12,41017,.000371,-.0217
2020,1,12,41019,.00982,-.0105
2020,1,12,41029,.0244,.0379
2020,1,12,41033,.024,-.0383
2020,1,12,41035,-.00575,-.0424
2020,1,12,41039,.0081,-.00226
2020,1,12,41041,-.0308,.142
2020,1,12,41043,.0232,-.0179
2020,1,12,41047,.00173,.00308
2020,1,12,41051,.0193,.00157
2020,1,12,41059,-.00369,-.00706
2020,1,12,41067,.00867,.0252
2020,1,12,42003,.000738,-.0387
2020,1,12,42007,.0122,.0739
2020,1,12,42011,.0142,-.00287
2020,1,12,42013,.0435,.0449
2020,1,12,42015,.0179,.0672
2020,1,12,42017,.0155,.011
2020,1,12,42019,.00856,-.0546
2020,1,12,42021,.029,.059
2020,1,12,42027,-.0112,-.17
2020,1,12,42029,-.00102,-.0487
2020,1,12,42033,.0176,-.108
2020,1,12,42041,.00448,.0178
2020,1,12,42043,.0262,.049
2020,1,12,42045,-.00213,-.0102
2020,1,12,42049,.0262,-.0517
2020,1,12,42051,.0224,-.135
2020,1,12,42055,.0158,.00224
2020,1,12,42063,-.0143,.0162
2020,1,12,42065,-.00611,-.00487
2020,1,12,42069,-.0157,-.0683
2020,1,12,42071,-.0383,-.0467
2020,1,12,42073,.000117,-.0279
2020,1,12,42075,.00389,.0102
2020,1,12,42077,.0177,.0396
2020,1,12,42079,-.032,-.0478
2020,1,12,42085,.0539,.0193
2020,1,12,42089,-.00981,-.0345
2020,1,12,42091,.015,-.0046
2020,1,12,42095,.00968,-.0123
2020,1,12,42097,-.0215,.132
2020,1,12,42101,.0169,.0182
2020,1,12,42103,-.0131,-.108
2020,1,12,42115,-.0122,.172
2020,1,12,42125,-.0101,-.106
2020,1,12,42129,-.00853,.00796
2020,1,12,42133,.00975,-.0184
2020,1,12,44003,-.00598,.0691
2020,1,12,44007,.00632,.0429
2020,1,12,44009,.0473,-.0494
2020,1,12,45003,-.0111,.0311
2020,1,12,45007,.0234,.0164
2020,1,12,45015,.00806,.000684
2020,1,12,45019,.00742,-.0273
2020,1,12,45035,-.0225,-.091
2020,1,12,45041,.00644,-.0217
2020,1,12,45043,.0237,-.143
2020,1,12,45045,.0189,.0547
2020,1,12,45051,.0131,-.0438
2020,1,12,45057,-.0116,-.101
2020,1,12,45063,.00686,.00108
2020,1,12,45077,.0222,.142
2020,1,12,45079,.0103,-.0949
2020,1,12,45083,.00626,-.00648
2020,1,12,45085,.022,.0706
2020,1,12,45091,.0232,.0877
2020,1,12,46099,.0215,-.136
2020,1,12,46103,-.0353,-.0843
2020,1,12,47001,-.0116,-.0829
2020,1,12,47009,.0051,-.0975
2020,1,12,47011,-.0197,-.00353
2020,1,12,47037,.0178,.0233
2020,1,12,47043,-.0421,.118
2020,1,12,47065,-.00324,-.0327
2020,1,12,47093,-.00185,.0109
2020,1,12,47113,.0114,.0162
2020,1,12,47125,.0124,-.0397
2020,1,12,47141,.0537,-.107
2020,1,12,47149,.0119,-.0527
2020,1,12,47155,.0117,.0719
2020,1,12,47157,.0145,-.00211
2020,1,12,47163,.0213,.00818
2020,1,12,47165,.0267,.0111
2020,1,12,47179,.00122,.035
2020,1,12,47187,.036,.0245
2020,1,12,47189,.0246,.0474
2020,1,12,48005,.0685,-.00478
2020,1,12,48013,.0436,-.143
2020,1,12,48021,.039,.0296
2020,1,12,48027,.0206,.0181
2020,1,12,48029,.0184,-.0145
2020,1,12,48037,-.0117,.0336
2020,1,12,48039,.0071,-.00762
2020,1,12,48041,.00477,.0109
2020,1,12,48061,.0214,-.042
2020,1,12,48085,.00893,.0229
2020,1,12,48091,.0238,-.0557
2020,1,12,48113,.00936,-.00638
2020,1,12,48121,.0216,.00878
2020,1,12,48135,.0127,.0223
2020,1,12,48139,.0107,-.0576
2020,1,12,48141,.00146,-.00901
2020,1,12,48157,.00994,.00636
2020,1,12,48167,.00705,-.0387
2020,1,12,48171,.0473,-.172
2020,1,12,48181,.0321,-.0268
2020,1,12,48183,.0137,.0537
2020,1,12,48187,.00299,-.0968
2020,1,12,48201,.0222,-.0246
2020,1,12,48209,-.00984,.0569
2020,1,12,48215,.0459,.0258
2020,1,12,48221,.0108,.0763
2020,1,12,48231,.0302,.224
2020,1,12,48245,-.00504,-.014
2020,1,12,48251,.0268,-.0191
2020,1,12,48257,.0242,-.106
2020,1,12,48265,.0193,-.0996
2020,1,12,48277,.0141,-.0333
2020,1,12,48291,.126,-.0682
2020,1,12,48303,.0399,.0662
2020,1,12,48309,.0263,.0319
2020,1,12,48321,.0391,.0112
2020,1,12,48329,.0143,.00473
2020,1,12,48339,.0638,-.061
2020,1,12,48347,.0526,-.0802
2020,1,12,48349,.011,-.122
2020,1,12,48355,.0151,-.0128
2020,1,12,48367,.00786,-.0254
2020,1,12,48375,-.0062,-.0373
2020,1,12,48381,.00725,.0608
2020,1,12,48397,.0409,.0286
2020,1,12,48409,.0297,-.00797
2020,1,12,48423,.0181,-.0558
2020,1,12,48439,.0109,.00215
2020,1,12,48451,.0158,.0533
2020,1,12,48453,.0145,-.0492
2020,1,12,48467,.0198,-.0858
2020,1,12,48469,-.00192,-.00994
2020,1,12,48471,-.0126,.0318
2020,1,12,48479,.00332,-.0492
2020,1,12,48481,-.0191,-.0768
2020,1,12,48485,-.0181,.0309
2020,1,12,48491,.0077,.00116
2020,1,12,49005,.0244,.0822
2020,1,12,49011,.000285,-.0337
2020,1,12,49035,.0106,.0211
2020,1,12,49043,.00144,-.126
2020,1,12,49045,-.00188,.00413
2020,1,12,49049,.0247,.0188
2020,1,12,49057,.0051,-.000982
2020,1,12,50003,-.00859,-.0914
2020,1,12,50021,.0305,-.221
2020,1,12,50025,.00398,-.236
2020,1,12,51003,-.0148,-.106
2020,1,12,51013,.00169,.539
2020,1,12,51015,.03,-.122
2020,1,12,51019,-.0145,-.0444
2020,1,12,51041,-.00339,.00263
2020,1,12,51047,-.0121,-.0725
2020,1,12,51059,-.0091,.0309
2020,1,12,51061,.0167,-.0384
2020,1,12,51069,-.0286,-.0153
2020,1,12,51085,.0249,-.0863
2020,1,12,51087,.0221,.0543
2020,1,12,51095,-.0125,.227
2020,1,12,51107,-.000364,.0114
2020,1,12,51121,.0164,-.12
2020,1,12,51143,.0733,.118
2020,1,12,51153,-.00742,.0478
2020,1,12,51161,-.00868,.0738
2020,1,12,51177,.0634,.0945
2020,1,12,51179,.000865,.0181
2020,1,12,51199,-.0177,-.0823
2020,1,12,51510,-.0118,.273
2020,1,12,51550,-.0252,-.0366
2020,1,12,51570,-.0158,-.00236
2020,1,12,51630,.00872,.244
2020,1,12,51650,.0147,.0658
2020,1,12,51660,-.00104,.042
2020,1,12,51680,.0363,-.0298
2020,1,12,51683,.0202,-.163
2020,1,12,51700,-.00955,.0259
2020,1,12,51710,.00823,.0945
2020,1,12,51740,.0374,.0933
2020,1,12,51760,.0279,-.035
2020,1,12,51770,.0349,.0404
2020,1,12,51775,-.0154,-.161
2020,1,12,51800,-.00781,.0149
2020,1,12,51810,.000232,-.00747
2020,1,12,51840,-.00905,-.089
2020,1,12,53005,.0207,.0401
2020,1,12,53007,.0133,.117
2020,1,12,53015,.073,.0427
2020,1,12,53021,.0212,.132
2020,1,12,53025,-.00623,-.0475
2020,1,12,53033,.0206,.0254
2020,1,12,53035,.0301,.079
2020,1,12,53041,.0515,.0937
2020,1,12,53047,-.00973,-.0289
2020,1,12,53053,.127,.0916
2020,1,12,53057,.19,.0235
2020,1,12,53061,.0766,-.00226
2020,1,12,53063,.0103,-.014
2020,1,12,53067,.18,.0526
2020,1,12,53073,.107,-.0377
2020,1,12,54003,-.0197,-.0336
2020,1,12,54011,-.00897,-.0665
2020,1,12,54033,.0238,.00783
2020,1,12,54039,.00182,-.00296
2020,1,12,54055,.0355,.164
2020,1,12,54061,-.0189,-.0412
2020,1,12,54081,.014,.0679
2020,1,12,54107,.0161,.0214
2020,1,12,55009,.0332,.0553
2020,1,12,55021,.0374,-.088
2020,1,12,55025,.0138,-.0103
2020,1,12,55031,-.0277,.000401
2020,1,12,55035,.0132,.0391
2020,1,12,55039,.014,-.103
2020,1,12,55055,-.047,-.145
2020,1,12,55059,-.0169,-.0777
2020,1,12,55063,.011,.0932
2020,1,12,55071,-.0114,-.0192
2020,1,12,55073,-.00557,-.084
2020,1,12,55079,-.00239,-.0902
2020,1,12,55085,.000908,.0877
2020,1,12,55087,-.00625,-.0371
2020,1,12,55089,.00337,-.0364
2020,1,12,55095,-.0269,.0813
2020,1,12,55097,.0179,-.068
2020,1,12,55101,.00587,-.0529
2020,1,12,55105,.0299,-.0707
2020,1,12,55109,-.0209,-.0676
2020,1,12,55111,.0201,-.0982
2020,1,12,55117,-.0245,-.0656
2020,1,12,55127,.011,-.00796
2020,1,12,55131,.00207,-.0153
2020,1,12,55133,-.0075,-.116
2020,1,12,55139,.0308,-.0499
2020,1,12,56005,.0106,.115
2020,1,12,56021,.0547,-.0578
