year,month,day_endofweek,cityid,merchants_all,revenue_all
2021,12,5,50,.0893,.0317
2021,12,5,51,-.0806,-.172
2021,12,5,52,.0772,.677
2021,12,5,53,.0425,-.331
2021,12,12,1,-.0123,-.173
2021,12,12,2,.12,-.0493
2021,12,12,3,-.0997,-.00463
2021,12,12,4,.0831,.0517
2021,12,12,5,.0887,-.0473
2021,12,12,6,-.0919,-.203
2021,12,12,7,.00277,-.099
2021,12,12,8,-.158,-.0225
2021,12,12,9,-.114,-.199
2021,12,12,10,-.0769,.0782
2021,12,12,11,.0865,-.126
2021,12,12,12,.00247,-.219
2021,12,12,13,.177,.741
2021,12,12,14,-.0443,-.016
2021,12,12,15,.107,-.17
2021,12,12,16,.0856,-.0122
2021,12,12,17,.0774,.154
2021,12,12,18,.0657,.207
2021,12,12,19,.0422,.266
2021,12,12,20,-.0395,-.0368
2021,12,12,21,-.192,-.666
2021,12,12,22,-.123,-.0619
2021,12,12,23,.0997,-.134
2021,12,12,24,-.135,-.0217
2021,12,12,25,-.0572,-.41
2021,12,12,26,.187,.0171
2021,12,12,27,-.139,.0942
2021,12,12,28,.225,-.0221
2021,12,12,29,-.333,-.682
2021,12,12,30,-.0161,.384
2021,12,12,31,.136,-.0161
2021,12,12,32,-.271,-.264
2021,12,12,33,-.0662,.0994
2021,12,12,34,.0709,-.309
2021,12,12,35,-.0581,.179
2021,12,12,36,.0629,-.251
2021,12,12,37,.182,.0726
2021,12,12,38,.061,-.308
2021,12,12,39,-.0017,.0551
2021,12,12,40,-.0615,.194
2021,12,12,41,-.0443,-.377
2021,12,12,42,-.115,.11
2021,12,12,43,.0863,-.0479
2021,12,12,44,.0295,-.185
2021,12,12,45,-.0332,.0986
2021,12,12,46,.00753,.296
2021,12,12,47,-.146,-.259
2021,12,12,48,.0179,.00235
2021,12,12,49,-.0743,.201
2021,12,12,50,.0749,-.0661
2021,12,12,51,-.057,-.236
2021,12,12,52,.0572,.599
2021,12,12,53,.0426,-.389
2021,12,19,1,-.0133,-.25
2021,12,19,2,.103,-.103
2021,12,19,3,-.0977,-.0742
2021,12,19,4,.0859,-.0164
2021,12,19,5,.0838,-.0994
2021,12,19,6,-.0862,-.295
2021,12,19,7,-.0187,-.107
2021,12,19,8,-.148,-.0616
2021,12,19,9,-.116,-.202
2021,12,19,10,-.073,.0468
2021,12,19,11,.0767,-.205
2021,12,19,12,-.00537,-.254
2021,12,19,13,.162,.714
2021,12,19,14,-.0455,-.111
2021,12,19,15,.109,-.0928
2021,12,19,16,.0902,-.0617
2021,12,19,17,.0574,-.322
2021,12,19,18,.0478,.208
2021,12,19,19,.0526,.142
2021,12,19,20,-.0518,-.145
2021,12,19,21,-.19,-.682
2021,12,19,22,-.116,-.127
2021,12,19,23,.106,-.142
2021,12,19,24,-.134,-.124
2021,12,19,25,-.0774,-.399
2021,12,19,26,.205,-.184
2021,12,19,27,-.152,-.0843
2021,12,19,28,.221,-.156
2021,12,19,29,-.335,-.674
2021,12,19,30,.016,.375
2021,12,19,31,.138,-.0673
2021,12,19,32,-.257,-.326
2021,12,19,33,-.0609,-.00864
2021,12,19,34,.107,-.427
2021,12,19,35,-.0467,.0563
2021,12,19,36,.0724,-.314
2021,12,19,37,.209,-.0347
2021,12,19,38,.0557,-.379
2021,12,19,39,-.0377,-.0992
2021,12,19,40,-.0384,.00857
2021,12,19,41,-.0192,-.421
2021,12,19,42,-.134,-.0343
2021,12,19,43,.0819,-.107
2021,12,19,44,.00863,-.163
2021,12,19,45,-.0366,-.132
2021,12,19,46,.016,.193
2021,12,19,47,-.145,-.303
2021,12,19,48,.00806,-.147
2021,12,19,49,-.0738,.17
2021,12,19,50,.0788,-.108
2021,12,19,51,-.0324,-.374
2021,12,19,52,.0828,.472
2021,12,19,53,.0236,-.411
2021,12,26,1,.0816,.0653
2021,12,26,2,.159,.0828
2021,12,26,3,-.0474,.213
2021,12,26,4,.157,.318
2021,12,26,5,.17,.189
2021,12,26,6,.0165,.0155
2021,12,26,7,.0595,.228
2021,12,26,8,-.104,.43
2021,12,26,9,-.0167,.184
2021,12,26,10,.00607,.341
2021,12,26,11,.152,.0133
2021,12,26,12,.113,.0878
2021,12,26,13,.23,.985
2021,12,26,14,-.00654,.179
2021,12,26,15,.206,.12
2021,12,26,16,.215,.357
2021,12,26,17,.133,.515
2021,12,26,18,.154,.593
2021,12,26,19,.124,.656
2021,12,26,20,.0518,.166
2021,12,26,21,-.0848,-.527
2021,12,26,22,-.0148,.18
2021,12,26,23,.198,.0625
2021,12,26,24,-.0635,.128
2021,12,26,25,-.0183,-.178
2021,12,26,26,.248,.124
2021,12,26,27,-.0509,.32
2021,12,26,28,.355,.205
2021,12,26,29,-.309,-.555
2021,12,26,30,.134,.985
2021,12,26,31,.205,.227
2021,12,26,32,-.176,-.01
2021,12,26,33,.0244,.547
2021,12,26,34,.164,-.209
2021,12,26,35,.0329,.361
2021,12,26,36,.18,-.0898
2021,12,26,37,.284,.27
2021,12,26,38,.175,-.216
2021,12,26,39,.0871,.287
2021,12,26,40,.0253,.509
2021,12,26,41,.0394,-.232
2021,12,26,42,-.0498,.514
2021,12,26,43,.185,.197
2021,12,26,44,.0687,-.167
2021,12,26,45,.0286,.388
2021,12,26,46,.0852,.644
2021,12,26,47,-.0979,-.119
2021,12,26,48,.0668,.2
2021,12,26,49,.0177,.617
2021,12,26,50,.167,.196
2021,12,26,51,.0893,.0406
2021,12,26,52,.203,1.22
2021,12,26,53,.126,-.119
2022,1,2,1,.0185,-.0323
2022,1,2,2,.113,.0614
2022,1,2,3,-.0835,.115
2022,1,2,4,.0808,.151
2022,1,2,5,.0973,-.0235
2022,1,2,6,-.0636,-.171
2022,1,2,7,-.0335,-.0118
2022,1,2,8,-.161,.0807
2022,1,2,9,-.118,-.122
2022,1,2,10,-.0854,.143
2022,1,2,11,.0643,-.114
2022,1,2,12,.0176,.0243
2022,1,2,13,.169,.666
2022,1,2,14,-.0547,.0726
2022,1,2,15,.122,-.00734
2022,1,2,16,.0652,.128
2022,1,2,17,.046,.218
2022,1,2,18,.0687,.359
2022,1,2,19,.0185,.406
2022,1,2,20,-.032,.127
2022,1,2,21,-.166,-.642
2022,1,2,22,-.115,-.0171
2022,1,2,23,.0871,-.156
2022,1,2,24,-.129,.014
2022,1,2,25,-.0968,-.313
2022,1,2,26,.194,-.0387
2022,1,2,27,-.127,.226
2022,1,2,28,.251,-.138
2022,1,2,29,-.337,-.706
2022,1,2,30,.0404,.635
2022,1,2,31,.135,.0264
2022,1,2,32,-.298,-.206
2022,1,2,33,-.0542,.277
2022,1,2,34,.104,-.332
2022,1,2,35,-.0521,.255
2022,1,2,36,.0629,-.189
2022,1,2,37,.214,.279
2022,1,2,38,.0871,-.237
2022,1,2,39,-.0678,-.0337
2022,1,2,40,-.0555,.421
2022,1,2,41,-.0344,-.319
2022,1,2,42,-.0945,.381
2022,1,2,43,.0754,-.0544
2022,1,2,44,-.0238,-.18
2022,1,2,45,-.0104,.363
2022,1,2,46,.0414,.578
2022,1,2,47,-.142,-.252
2022,1,2,48,.0519,.0147
2022,1,2,49,-.0825,.309
2022,1,2,50,.075,.0377
2022,1,2,51,-.0924,-.295
2022,1,2,52,.0983,.777
2022,1,2,53,.0421,-.312
2022,1,9,1,.0845,.00507
2022,1,9,2,.151,.0572
2022,1,9,3,-.0437,.0652
2022,1,9,4,.131,.201
2022,1,9,5,.135,-.0241
2022,1,9,6,-.0192,-.154
2022,1,9,7,.0132,.0556
2022,1,9,8,-.114,.209
2022,1,9,9,-.0677,-.0993
2022,1,9,10,-.0411,.227
2022,1,9,11,.0973,.0184
2022,1,9,12,.0569,-.0617
2022,1,9,13,.225,.809
2022,1,9,14,-.0355,.0292
2022,1,9,15,.186,.232
2022,1,9,16,.128,.159
2022,1,9,17,.0669,.385
2022,1,9,18,.118,.328
2022,1,9,19,.0551,.434
2022,1,9,20,-.000517,.164
2022,1,9,21,-.102,-.655
2022,1,9,22,-.103,.0735
2022,1,9,23,.173,-.127
2022,1,9,24,-.0689,-.107
2022,1,9,25,-.037,-.205
2022,1,9,26,.266,.0936
2022,1,9,27,-.0768,.262
2022,1,9,28,.337,-.118
2022,1,9,29,-.31,-.739
2022,1,9,30,.103,.405
2022,1,9,31,.159,-.0408
2022,1,9,32,-.239,-.103
2022,1,9,33,-.0093,.297
2022,1,9,34,.159,-.289
2022,1,9,35,.0118,.344
2022,1,9,36,.102,-.229
2022,1,9,37,.248,.426
2022,1,9,38,.13,-.265
2022,1,9,39,-.0142,.0363
2022,1,9,40,.00725,.407
2022,1,9,41,-.00403,-.266
2022,1,9,42,-.0287,.406
2022,1,9,43,.133,-.0714
2022,1,9,44,.0149,-.184
2022,1,9,45,.00376,.352
2022,1,9,46,.0858,.635
2022,1,9,47,-.118,-.141
2022,1,9,48,.0898,-.21
2022,1,9,49,-.0601,.309
2022,1,9,50,.131,.0797
2022,1,9,51,-.058,-.24
2022,1,9,52,.118,.785
2022,1,9,53,.109,-.247
2022,1,16,1,.0544,-.0236
2022,1,16,2,.124,.0547
2022,1,16,3,-.072,.101
2022,1,16,4,.106,.166
2022,1,16,5,.122,-.0596
2022,1,16,6,-.0324,-.156
2022,1,16,7,-.00824,.0244
2022,1,16,8,-.151,.105
2022,1,16,9,-.0921,-.141
2022,1,16,10,-.0634,.191
2022,1,16,11,.0926,-.0931
2022,1,16,12,.0387,-.0274
2022,1,16,13,.167,.733
2022,1,16,14,-.0338,.0369
2022,1,16,15,.169,.0843
2022,1,16,16,.0928,.265
2022,1,16,17,.0557,.152
2022,1,16,18,.0888,.478
2022,1,16,19,.0363,.365
2022,1,16,20,-.00027,.126
2022,1,16,21,-.178,-.635
2022,1,16,22,-.102,-.0145
2022,1,16,23,.0955,-.231
2022,1,16,24,-.0998,-.0168
2022,1,16,25,-.0658,-.288
2022,1,16,26,.23,-.0867
2022,1,16,27,-.111,.394
2022,1,16,28,.31,.0156
2022,1,16,29,-.332,-.753
2022,1,16,30,.081,.721
2022,1,16,31,.175,.0469
2022,1,16,32,-.28,-.202
2022,1,16,33,-.0469,.257
2022,1,16,34,.146,-.319
2022,1,16,35,-.0134,.264
2022,1,16,36,.0927,-.218
2022,1,16,37,.264,.226
2022,1,16,38,.1,-.239
2022,1,16,39,-.0371,.0105
2022,1,16,40,-.0262,.492
2022,1,16,41,-.01,-.345
2022,1,16,42,-.0729,.315
2022,1,16,43,.111,-.049
2022,1,16,44,-.0195,-.251
2022,1,16,45,-.0125,.307
2022,1,16,46,.0491,.713
2022,1,16,47,-.115,-.224
2022,1,16,48,.0639,-.046
2022,1,16,49,-.0698,.229
2022,1,16,50,.0819,.049
2022,1,16,51,-.102,-.329
2022,1,16,52,.136,.842
2022,1,16,53,.0813,-.293
2022,1,23,1,.0264,-.0407
2022,1,23,2,.137,.0544
2022,1,23,3,-.0582,.171
2022,1,23,4,.104,.201
2022,1,23,5,.123,-.0445
2022,1,23,6,-.0347,-.18
2022,1,23,7,-.0128,.0429
2022,1,23,8,-.154,.000986
2022,1,23,9,-.104,-.126
2022,1,23,10,-.0629,.184
2022,1,23,11,.0779,-.131
2022,1,23,12,.0225,-.0179
2022,1,23,13,.181,.694
2022,1,23,14,-.0527,.147
2022,1,23,15,.154,-.111
2022,1,23,16,.101,.189
2022,1,23,17,.0618,.125
2022,1,23,18,.0846,.382
2022,1,23,19,.0536,.42
2022,1,23,20,.00976,.207
2022,1,23,21,-.145,-.673
2022,1,23,22,-.0922,-.006
2022,1,23,23,.121,-.119
2022,1,23,24,-.129,.105
2022,1,23,25,-.0975,-.298
2022,1,23,26,.241,.105
2022,1,23,27,-.126,.334
2022,1,23,28,.247,-.0192
2022,1,23,29,-.311,-.686
2022,1,23,30,.0337,.641
2022,1,23,31,.139,-.0303
2022,1,23,32,-.294,-.206
2022,1,23,33,-.033,.375
2022,1,23,34,.125,-.373
2022,1,23,35,-.0317,.158
2022,1,23,36,.0707,-.158
2022,1,23,37,.231,.23
2022,1,23,38,.107,-.162
2022,1,23,39,-.0682,-.167
2022,1,23,40,-.0587,.452
2022,1,23,41,-.0161,-.34
2022,1,23,42,-.083,.444
2022,1,23,43,.0952,-.0329
2022,1,23,44,-.0024,-.213
2022,1,23,45,.0096,.492
2022,1,23,46,.0504,.458
2022,1,23,47,-.128,-.307
2022,1,23,48,.0551,.11
2022,1,23,49,-.0486,.434
2022,1,23,50,.0931,.0523
2022,1,23,51,-.0652,-.327
2022,1,23,52,.134,.741
2022,1,23,53,.0686,-.244
2022,1,30,1,.00354,-.0858
2022,1,30,2,.123,-.00954
2022,1,30,3,-.0626,.0884
2022,1,30,4,.0921,.0922
2022,1,30,5,.119,-.0862
2022,1,30,6,-.0723,-.244
2022,1,30,7,-.0129,.0413
2022,1,30,8,-.155,.0134
2022,1,30,9,-.105,-.137
2022,1,30,10,-.0697,.145
2022,1,30,11,.088,-.149
2022,1,30,12,.0332,-.0807
2022,1,30,13,.204,.51
2022,1,30,14,-.047,-.0364
2022,1,30,15,.135,-.0716
2022,1,30,16,.0773,.044
2022,1,30,17,.0665,.198
2022,1,30,18,.127,.361
2022,1,30,19,.0221,.384
2022,1,30,20,-.0256,.191
2022,1,30,21,-.153,-.656
2022,1,30,22,-.0993,-.108
2022,1,30,23,.108,-.203
2022,1,30,24,-.113,-.057
2022,1,30,25,-.106,-.401
2022,1,30,26,.215,-.0151
2022,1,30,27,-.105,.102
2022,1,30,28,.268,-.326
2022,1,30,29,-.315,-.711
2022,1,30,30,.0545,.453
2022,1,30,31,.156,.0497
2022,1,30,32,-.277,-.272
2022,1,30,33,-.0236,.132
2022,1,30,34,.0443,-.393
2022,1,30,35,-.0563,.228
2022,1,30,36,.0972,-.188
2022,1,30,37,.233,.193
2022,1,30,38,.113,-.291
2022,1,30,39,-.0603,-.113
2022,1,30,40,-.0251,.46
2022,1,30,41,-.0252,-.388
2022,1,30,42,-.0724,.362
2022,1,30,43,.0899,-.173
2022,1,30,44,-.0122,-.175
2022,1,30,45,.014,.223
2022,1,30,46,.078,.606
2022,1,30,47,-.158,-.324
2022,1,30,48,.0684,.00625
2022,1,30,49,-.0732,.138
2022,1,30,50,.115,-.0363
2022,1,30,51,-.0814,-.291
2022,1,30,52,.121,.506
2022,1,30,53,.0523,-.328
2022,2,6,1,.0842,.0129
2022,2,6,2,.151,.156
2022,2,6,3,-.0734,.0519
2022,2,6,4,.11,.101
2022,2,6,5,.13,.0845
2022,2,6,6,-.0262,-.0997
2022,2,6,7,-.0105,-.162
2022,2,6,8,-.112,.194
2022,2,6,9,-.0603,.306
2022,2,6,10,-.0799,.043
2022,2,6,11,.085,-.135
2022,2,6,12,.0606,.289
2022,2,6,13,.192,.653
2022,2,6,14,-.0137,.108
2022,2,6,15,.14,.0878
2022,2,6,16,.0875,.0885
2022,2,6,17,.0585,.287
2022,2,6,18,.0847,.163
2022,2,6,19,.0491,.405
2022,2,6,20,-.02,-.0285
2022,2,6,21,-.119,-.601
2022,2,6,22,-.097,.00891
2022,2,6,23,.117,-.0859
2022,2,6,24,-.116,.159
2022,2,6,25,-.0695,-.329
2022,2,6,26,.237,-.16
2022,2,6,27,-.103,.157
2022,2,6,28,.313,-.178
2022,2,6,29,-.32,-.696
2022,2,6,30,.086,.66
2022,2,6,31,.152,-.018
2022,2,6,32,-.283,-.209
2022,2,6,33,-.0358,.338
2022,2,6,34,.168,-.256
2022,2,6,35,-.0321,.318
2022,2,6,36,.0986,-.185
2022,2,6,37,.242,.365
2022,2,6,38,.124,-.238
2022,2,6,39,-.0311,.0982
2022,2,6,40,-.0192,.461
2022,2,6,41,.00421,-.187
2022,2,6,42,-.0519,.536
2022,2,6,43,.101,.0276
2022,2,6,44,.00473,-.126
2022,2,6,45,.0389,.481
2022,2,6,46,.0785,.549
2022,2,6,47,-.101,-.18
2022,2,6,48,.105,.0668
2022,2,6,49,-.0489,.517
2022,2,6,50,.088,.12
2022,2,6,51,-.0222,-.283
2022,2,6,52,.114,1.12
2022,2,6,53,.079,-.359
