year,month,day,statefips,revenue_food_accommodation,revenue_retail,merchants_food_accommodation,merchants_retail
2020,1,26,21,.034744393,.012615214,-.0057415394,-.0013527173
2020,1,26,22,.013690438,.000089662251,.0044727204,-.0063550761
2020,1,26,23,.094728813,.079704233,.040235933,.037747759
2020,1,26,24,.022034116,.0016587534,.012679583,.0032141313
2020,1,26,25,.053691316,.06725049,.0058617131,.027933843
2020,1,26,26,.023534171,-.020564821,-.013520297,-.021917408
2020,1,26,27,.066448756,.028720833,-.0010454439,.00084432261
2020,1,26,28,.0081122015,.060097668,.00052596984,.015128226
2020,1,26,29,-.04092288,-.028343601,.001075584,-.018752161
2020,1,26,30,.1037655,.027426278,.027911963,.032585822
2020,1,26,31,.01472296,.0017989539,.0057169297,.019729087
2020,1,26,32,.033079065,-.049393713,.0048005432,-.0021610546
2020,1,26,33,.07981164,.085839242,.045347013,.053610999
2020,1,26,34,.0054614092,.042150982,.00037992472,.0012965122
2020,1,26,35,-.027446421,-.0041641933,-.0020387997,-.002315795
2020,1,26,36,.00035642704,.011687106,.0039427853,.0044786488
2020,1,26,37,-.0086101312,.014856512,-.0019553294,-.0033603464
2020,1,26,38,-.0056535276,.21680728,.0045331717,.028825471
2020,1,26,39,.0054801563,.031025138,.0077232751,.0071416739
2020,1,26,40,-.015542263,.036884818,-.0039567952,.0046538836
2020,1,26,41,-.020474156,-.015203446,-.0081889387,-.00075858773
2020,1,26,42,.0035702512,.026366707,.0059265103,.012658567
2020,1,26,44,.061658908,-.0094689876,.02127297,.010815546
2020,1,26,45,-.021412412,.04598771,-.0068371026,-.0055758459
2020,1,26,46,.084717244,.11907092,.011788074,.013350112
2020,1,26,47,-.0087815858,-.0052984515,-.0001779345,-.0028785951
2020,1,26,48,.0054911724,.0095102219,.0088612214,.0046809921
2020,1,26,49,.023745751,.042910762,.0079535376,-.012745964
2020,1,26,50,-.024672009,.065593615,.020454368,.071526147
2020,1,26,51,-.039672155,.0011636014,-.0032945196,.0030048038
2020,1,26,53,.011005839,.005853612,-.0014011477,-.001061945
2020,1,26,54,-.0025520148,.041542452,.0060823415,-.0056626895
2020,1,26,55,.039992161,.0092665004,-.021201972,-.021225354
2020,1,26,56,.032199383,.06131573,.021887414,.01451895
2020,1,27,1,-.042090438,-.011272921,-.0093345866,-.00081701716
2020,1,27,2,.025949348,.060823612,.0021208778,.00047827192
2020,1,27,4,-.008317397,.0059822714,-.0028331848,-.000069407091
2020,1,27,5,-.020464076,-.0087948637,.0065329806,-.0024368658
2020,1,27,6,-.0056827101,.0032118745,-.00093329151,-.0031785616
2020,1,27,8,-.0061377361,.027683301,-.0027745403,.010889159
2020,1,27,9,-.035112634,-.034255948,-.0068057245,-.016042722
2020,1,27,10,-.0038310753,-.036610235,-.012721164,.0086706588
2020,1,27,11,-.030328956,.040919773,.038677864,.0075224792
2020,1,27,12,.0099836253,.028612226,-.0013161204,.001148965
2020,1,27,13,-.00033116102,.015079361,-.0011643402,-.002155517
2020,1,27,15,-.010866616,.10779197,-.00042065338,.0055677169
2020,1,27,16,.016164083,.034785006,-.0045696455,-.0045851921
2020,1,27,17,-.0073473807,-.010214033,-.025563186,-.023916733
2020,1,27,18,-.059291385,-.04087197,-.020037513,-.029379692
2020,1,27,19,.066043511,.040817108,.012753841,.017149892
2020,1,27,20,-.0064753466,-.0036439572,.0041675405,-.00092144683
2020,1,27,21,-.024928842,-.0030104711,-.018390555,-.011318594
2020,1,27,22,.025967976,-.017111471,.0037854069,-.0055857366
2020,1,27,23,-.038663637,.0019698839,-.021906784,-.018671421
2020,1,27,24,.00073554087,.0061552878,.012336856,-.0059053381
2020,1,27,25,-.028430641,.035137832,-.0087221069,.0055543734
2020,1,27,26,.0026664033,-.022836009,-.016274322,-.020599911
2020,1,27,27,.089971066,.025829032,-.0056987829,.0008293516
2020,1,27,28,-.0082080252,.07555563,-.0027156214,.015135404
2020,1,27,29,-.069965601,-.02489756,-.0085048191,-.018022152
2020,1,27,30,.1125739,-.010580243,.020214563,.036438178
2020,1,27,31,.00076245191,.026641902,.00095029961,.011133823
2020,1,27,32,.07201606,-.020885125,.0059734248,-.0035842143
2020,1,27,33,-.0054004574,.038580798,.0053831916,.012362006
2020,1,27,34,-.026563315,.024956927,-.0068509094,-.0043207677
2020,1,27,35,.0025997018,-.00002277382,-.00088748208,.00073896762
2020,1,27,36,-.041635435,-.013235276,-.0105947,-.010482476
2020,1,27,37,-.0019639782,.011372172,-.0064184754,-.0029857957
2020,1,27,38,.031494278,.27129105,.012722936,.026750285
2020,1,27,39,-.063591853,-.012238918,-.018410662,-.01027948
2020,1,27,40,-.015885243,.02602395,-.009427241,.0028920122
2020,1,27,41,-.013072764,-.024611602,-.011284806,-.00065682549
2020,1,27,42,-.030262528,-.011360361,-.0078484425,-.0031286378
2020,1,27,44,.0097826738,.0016597081,.013651566,.006890072
2020,1,27,45,-.011695108,.058336779,-.0092145419,-.003389617
2020,1,27,46,.056494389,.081558034,.00082546356,.010436435
2020,1,27,47,-.019214353,-.0019663251,.00075118832,-.0074815452
2020,1,27,48,.0050334977,.013513799,.0072203251,.0044462299
2020,1,27,49,.022729808,.035130516,.00530671,-.01174685
2020,1,27,50,-.038920313,.052389454,-.0030954559,.027319482
2020,1,27,51,-.04003232,-.013211164,-.0066089886,.00038449335
2020,1,27,53,.034131564,.031973835,-.0026007132,.0036864993
2020,1,27,54,-.047771048,.014368792,-.00093646435,-.0090999575
2020,1,27,55,.045692392,.011562861,-.019462053,-.022524741
2020,1,27,56,.044887006,.067384906,.021125402,.0065614064
2020,1,28,1,-.042928789,-.0090188105,-.0075314967,.00059683144
2020,1,28,2,.021269521,.058244891,.001066989,.0034880873
2020,1,28,4,-.022171313,-.0037103756,-.0032182438,.0018080497
2020,1,28,5,-.014966913,-.0066642961,.012263775,-.0032555896
2020,1,28,6,-.01822309,-.018721052,-.0040424624,-.0069897142
2020,1,28,8,-.0046427045,.047397364,-.0013016384,.016664105
2020,1,28,9,-.033814978,-.042503651,-.0093463538,-.011212147
2020,1,28,10,-.0081205433,-.021273121,-.0071482281,-.0093075335
2020,1,28,11,-.0079576382,-.0066630272,.028394472,-.012997718
2020,1,28,12,.0064727277,.04210053,-.0006874305,.0032741488
2020,1,28,13,.0063128714,.0025986782,-.0039944365,.00057265739
2020,1,28,15,-.014761049,.12231103,-.00019512446,.0076894672
2020,1,28,16,.016328674,.061761707,-.006880485,-.0087571442
2020,1,28,17,-.00022878514,.028711036,-.023070404,-.017244644
2020,1,28,18,-.046436537,-.030402893,-.012613768,-.021992438
2020,1,28,19,.07900738,.092222303,.015761355,.024069842
2020,1,28,20,-.021571122,-.011967675,.0021710938,-.0018471901
2020,1,28,21,-.025687326,.023755511,-.015892893,-.012818334
2020,1,28,22,.019297272,-.007067732,.0046488806,-.005965285
2020,1,28,23,-.037134968,-.0073034954,-.024216067,-.011472585
2020,1,28,24,.0069170333,-.016651262,.0034435934,-.014592933
2020,1,28,25,-.013106593,.041632567,-.004403038,.0053619598
2020,1,28,26,.027028268,-.00035242975,-.0054549314,.0034348993
2020,1,28,27,.089977235,.055351462,-.0053055715,.014929048
2020,1,28,28,-.0019179051,.039987363,-.001417784,.017168449
2020,1,28,29,-.050390527,-.042576358,-.0052394639,-.018577056
2020,1,28,30,.086391993,-.0039569787,.017675003,.043089129
2020,1,28,31,.0029781507,.011429504,.0012899152,.013825029
2020,1,28,32,.039934549,-.0014447222,.0039825896,-.0047163446
2020,1,28,33,-.0010459478,.013954583,.010630145,.0082369316
2020,1,28,34,-.028407546,.015212263,-.0073086852,-.0056409687
2020,1,28,35,.021191666,.028870611,.0020139019,.0030606887
2020,1,28,36,-.039079316,-.014938314,-.0096963849,-.011261662
2020,1,28,37,-.012034278,.013063168,-.0089569623,-.0020104758
2020,1,28,38,.071576513,.32686695,.0090393843,.030034045
2020,1,28,39,-.060513973,-.0388113,-.01669663,-.015760548
2020,1,28,40,-.022149915,.0025887594,-.0082740886,-.000051887691
2020,1,28,41,-.018487617,-.025834668,-.012408941,-.0017219824
2020,1,28,42,-.038199786,-.02182523,-.0099515561,-.0070696273
2020,1,28,44,.012826749,-.032877907,.01597112,.00014975823
2020,1,28,45,.0010888038,.028175747,-.0059636929,.004007882
2020,1,28,46,.027005106,.085351199,.006007242,.01113102
2020,1,28,47,-.017170157,-.019123768,-.00085849263,-.010576931
2020,1,28,48,.0055586374,.016459532,.0054251035,.0018753465
2020,1,28,49,.018314473,.036595456,.0036477824,-.0099200429
2020,1,28,50,-.047696825,.019159075,.0051710708,.0045541446
2020,1,28,51,-.038365155,-.022825351,-.012688768,-.0079805618
2020,1,28,53,.033754114,.01544042,-.0040025734,.0049861441
2020,1,28,54,-.058821227,-.024940174,-.008229116,-.011299603
2020,1,28,55,.074029393,.048581757,-.0010421093,.020821979
2020,1,28,56,.037820499,.066806935,.0082919551,.0020517472
2020,1,29,1,-.020138564,-.0032828427,-.0025212478,.013655041
2020,1,29,2,-.01373871,.020010209,-.0032562169,.0088758953
2020,1,29,4,-.025731407,.007539588,-.00021220688,-.00063949439
2020,1,29,5,-.017947055,.006887991,.010518868,.0060064392
2020,1,29,6,-.017540917,-.020908235,-.004869713,-.0072038448
2020,1,29,8,-.00784411,.038036328,-.0042700344,.0046196077
2020,1,29,9,-.028337222,-.03625945,-.014637456,-.018460773
2020,1,29,10,-.021462012,-.036127441,-.0066485973,-.019585652
2020,1,29,11,.0004841098,.026653538,.022627408,-.0082754912
2020,1,29,12,.0067545706,.03748941,.00058326661,.0043806527
2020,1,29,13,.0235804,.015461662,-.0025676719,.0028446494
2020,1,29,15,-.037924822,.10672798,.0026699156,.0081955614
2020,1,29,16,.010913956,.038598567,-.0096527152,-.01142001
2020,1,29,17,.0022781529,-.0037460423,-.018880317,-.015567411
2020,1,29,18,-.042693343,-.050407168,-.0083878767,-.020179002
2020,1,29,19,.079222187,.076170802,.017595254,.02626225
2020,1,29,20,-.029637992,-.039281886,.00075161632,-.0022217049
2020,1,29,21,-.028563948,.012774595,-.010835093,-.0034074814
2020,1,29,22,.018807799,-.012902148,.0049920357,-.0028625228
2020,1,29,23,-.046150029,-.017072318,-.033101648,-.018469401
2020,1,29,24,.015199189,-.014295013,.0020848324,-.010537356
2020,1,29,25,-.017324993,.023519868,-.0049091098,.001124545
2020,1,29,26,.035594519,-.011262189,-.001362332,.012509174
2020,1,29,27,.11005954,.055256717,.00059085246,.027638366
2020,1,29,28,-.000021873686,.037978809,-.001048557,.019454733
2020,1,29,29,-.039975844,-.047902454,-.0088797342,-.019428959
2020,1,29,30,.052448753,.0042917174,.0064586326,.034380458
2020,1,29,31,-.011124498,-.016595105,.0029519582,-.0010084884
2020,1,29,32,.034094431,.014416512,.0014970148,-.014644757
2020,1,29,33,.028783455,.053059131,.010317469,-.0015414888
2020,1,29,34,-.023769164,.0112742,-.007333484,-.0062266495
2020,1,29,35,.020557206,.022452964,-.0033383246,-.0084860427
2020,1,29,36,-.046667047,-.014855511,-.0098852413,-.014934487
2020,1,29,37,-.011549403,.0097479131,-.0089469375,.00026320378
2020,1,29,38,.06934651,.29191339,.0026780886,.047354516
2020,1,29,39,-.057031978,-.037469968,-.015515381,-.017443061
2020,1,29,40,-.013299159,.007092847,-.011862839,-.0027381298
2020,1,29,41,-.031704705,-.01344787,-.014451008,.0011280555
2020,1,29,42,-.021062722,-.017522411,-.0081032719,-.002698387
2020,1,29,44,.0015530676,.0027799399,.01521237,-.0086841863
2020,1,29,45,.0055045947,.020189494,-.0015935522,.002045641
2020,1,29,46,.026154211,.008718485,.0031384265,.013471094
2020,1,29,47,-.0061742961,-.025252832,.0027002397,-.0041003563
2020,1,29,48,.0072521623,.023064125,.0064682234,.0039244937
2020,1,29,49,.011195231,.018433012,.0034452085,-.0067279316
2020,1,29,50,.000053482305,.034678813,-.0031519907,.0018021388
2020,1,29,51,-.030555934,-.02032201,-.012531358,-.0034581968
2020,1,29,53,.029500971,-.0058411271,-.0036367408,.0028997501
2020,1,29,54,-.052259073,-.028826507,-.016278431,-.011126177
2020,1,29,55,.095500909,.051466823,.0076524494,.0288743
2020,1,29,56,.032100026,.062992387,-.00053116109,-.013584348
2020,1,30,1,-.0089088455,-.012975992,.000068498921,.010591316
2020,1,30,2,-.00016082225,-.0245758,-.0022093214,.00087260222
2020,1,30,4,-.011298828,.0044062985,-.00059411157,-.0033232644
2020,1,30,5,-.0063236929,.055765916,.0087512219,.0054097115
2020,1,30,6,-.019890014,-.015426961,-.0057154805,-.011252256
2020,1,30,8,-.014989283,.025940238,-.0053632818,.0011975194
2020,1,30,9,-.0074862838,-.0050666048,-.015161415,-.0076751579
2020,1,30,10,.0056525483,-.0054269256,-.011856196,-.022520639
2020,1,30,11,.032635283,.045182344,.013960232,-.0047997874
2020,1,30,12,.016249623,.049462263,-.000064037675,.0037131703
2020,1,30,13,.032170299,.023049697,-.0044958931,.0072952937
2020,1,30,15,-.020476704,.088539846,-.0006803312,.0080274642
2020,1,30,16,.0015473682,.0077178641,-.012730471,-.016939405
2020,1,30,17,.053182386,.071739368,.03100545,.047899649
2020,1,30,18,-.0039804587,.012147732,.032487884,.028324569
2020,1,30,19,.13143148,.11081824,.054034263,.070267268
2020,1,30,20,-.020317249,-.038889665,.00075161632,-.00051829877
2020,1,30,21,-.0085939178,.037621707,.0022633509,.0066312267
2020,1,30,22,.022519886,-.016137887,.0060767042,-.0077780453
2020,1,30,23,-.029588036,.013806982,-.025406076,-.0152185
2020,1,30,24,.015050148,.018738521,-.0014381449,-.004852063
2020,1,30,25,-.0218869,.032196436,-.0083967345,-.0067794742
2020,1,30,26,.048165094,.029575141,.020159269,.045042153
2020,1,30,27,.15658094,.12356862,.032405641,.081900291
2020,1,30,28,.014307952,.024416674,.0021213084,.009270384
2020,1,30,29,-.027943473,-.015194507,-.0085823368,-.0053672642
2020,1,30,30,.019397939,-.037083354,.0050617168,.022727333
2020,1,30,31,-.00070115406,.0064555625,.007528685,.009008809
2020,1,30,32,.031028334,.037606623,.0035586946,-.016401194
2020,1,30,33,.034026306,.053448487,.0074201846,.0086977668
2020,1,30,34,-.037546128,.040298797,-.011769905,-.009000604
2020,1,30,35,.022682795,.088944435,-.0078345137,-.0030513504
2020,1,30,36,-.045268863,.003303481,-.0048114718,-.0086917002
2020,1,30,37,-.0099472916,.0023916524,-.010210914,-.001362783
2020,1,30,38,.061287288,.31695825,.027163602,.066421025
2020,1,30,39,-.042965643,.010887836,-.0021478457,.0091534127
2020,1,30,40,-.0048688729,.0075048408,-.010759644,-.0042487714
2020,1,30,41,-.036972441,.0062202686,-.01430288,.0022778318
2020,1,30,42,-.012316837,.013478086,-.0052217357,.0056160954
2020,1,30,44,.002944709,-.021072915,.015790299,-.019094555
2020,1,30,45,.0094124665,.020517955,-.0018648377,.0060779485
2020,1,30,46,.041575,.06991405,.020856068,.048761282
2020,1,30,47,.010772903,-.0077880123,.0011214575,-.0041627111
2020,1,30,48,.0065078465,.01164139,.0057291472,-.0010345886
2020,1,30,49,-.0054290271,.0077575659,.0033927939,-.0065201311
2020,1,30,50,.066619806,.030866399,.00013805758,.01434298
2020,1,30,51,-.035082188,.0069249994,-.013458782,-.0016497632
2020,1,30,53,.035061877,.011723341,-.0032129388,.0012870202
2020,1,30,54,-.026226331,.0092902835,-.014868172,.00079423527
2020,1,30,55,.13365997,.10568679,.050574049,.087904721
2020,1,30,56,.032304797,-.013187954,-.001749108,-.014657539
2020,1,31,1,.011637606,.0041166991,.0024739751,.011581448
2020,1,31,2,-.01632495,.052117486,-.0076312013,-.0058537507
2020,1,31,4,-.02401899,-.0027473222,.0041073291,-.0016349902
2020,1,31,5,.0083102454,.066970795,.0088570751,.008038911
2020,1,31,6,-.02169762,-.014727942,-.0052732783,-.0090192277
2020,1,31,8,-.031016383,-.0080981869,-.0064074397,-.0064657452
2020,1,31,9,-.0077935131,-.02878776,-.013410425,-.012242901
2020,1,31,10,.032362387,-.0080899773,-.0064827832,-.021517646
2020,1,31,11,.033776622,.047504105,.0081519634,-.0029881783
2020,1,31,12,.015159056,.05956592,-.0013849029,.0023677722
2020,1,31,13,.03497494,.02805724,-.0042239889,.0032432904
2020,1,31,15,-.017933287,.094344698,-.0038388947,.011433967
2020,1,31,16,.0041191662,-.017077807,-.011562569,-.016975082
2020,1,31,17,.081913561,.11695051,.052506343,.069707669
2020,1,31,18,.0091338642,.035729028,.044856273,.046663553
2020,1,31,19,.16254914,.10835587,.061651599,.074263297
2020,1,31,20,-.019806731,.080945358,-.0028681592,.0033584104
2020,1,31,21,-.013119046,.066230834,.0064486503,.0094571104
2020,1,31,22,.017370332,-.0087051699,.0049752267,-.0067648222
2020,1,31,23,-.00038173181,.0095364479,-.021382092,-.026610665
2020,1,31,24,.01371839,.025303978,-.0026850118,-.0032045664
2020,1,31,25,-.024442945,.017839402,-.0071848417,-.013382573
2020,1,31,26,.052398086,.094695561,.035201337,.080921806
2020,1,31,27,.15539199,.12632951,.040044457,.089481115
2020,1,31,28,.019397076,.040307231,.0017501048,-.0054190955
2020,1,31,29,-.011090731,.043296319,-.011064929,.004583756
2020,1,31,30,-.035773963,.00089789811,-.00596443,.010185681
2020,1,31,31,-.0035772771,-.00051408535,.0050280597,.0098783337
2020,1,31,32,.05443538,.032500453,.0051601338,-.018915609
2020,1,31,33,.011416876,.047288854,.0064360113,.0020335203
2020,1,31,34,.018236147,.040241171,-.012968693,-.01225144
2020,1,31,35,.035931956,.083670564,-.00297852,-.0030184726
2020,1,31,36,-.038423687,.02340088,.0013282179,-.0044067586
2020,1,31,37,-.020424621,-.0019081986,-.0093371021,-.0033337313
2020,1,31,38,.089464232,.27414936,.019773832,.067580551
2020,1,31,39,-.029308559,.03863357,.0059223105,.022582177
2020,1,31,40,.0036193768,.017758723,-.0053426097,-.0041217525
2020,1,31,41,-.031883564,.0059325434,-.012563263,.0018387745
2020,1,31,42,-.0075563272,.02905296,-.002985406,.01158847
2020,1,31,44,-.014557634,-.02776742,.020295266,-.027920697
2020,1,31,45,.011623171,.020188974,-.00042854375,.0027727201
2020,1,31,46,.014086335,.074572988,.02272471,.049445961
2020,1,31,47,.019220466,.015927581,.0037526751,-.0036009455
2020,1,31,48,.00906746,.011198035,.0048286356,-.00017614148
2020,1,31,49,-.025132621,-.018861569,-.0014005856,-.0093709156
2020,1,31,50,.053294364,.019641649,.00029729973,.013393203
2020,1,31,51,-.03108396,.014742869,-.01565275,-.00028706065
2020,1,31,53,.035558384,.017064059,-.0038772223,.0015809139
2020,1,31,54,-.015265999,.013404543,-.013453746,.0081804274
2020,1,31,55,.18490662,.17163439,.074565433,.13082363
2020,1,31,56,.040772036,-.029662643,-.0034226484,-.018826962
2020,2,1,1,-.018650653,-.019138718,.0046189921,.0081728715
2020,2,1,2,-.053681515,.026117604,-.011700904,-.015623716
2020,2,1,4,-.036571495,-.018994957,-.00063658936,-.0028108705
2020,2,1,5,-.013281911,.0050090225,.0049623074,.0018909402
2020,2,1,6,-.020732265,-.028640334,-.0056618052,-.0078553697
2020,2,1,8,-.041350003,-.032265171,-.0081426809,-.011812121
2020,2,1,9,.0028996656,-.011604739,-.012393056,-.007599928
2020,2,1,10,.020718249,.036434561,-.026021946,-.0082086194
2020,2,1,11,.036533654,.068969429,-.0019984101,.0088510253
2020,2,1,12,-.0060906759,.051976793,-.0033492458,.0030367735
2020,2,1,13,.0060243299,.025034327,-.0074580978,.0032731493
2020,2,1,15,-.016055185,.10101813,-.0044725686,.010664159
2020,2,1,16,-.011795564,-.016406415,-.011390958,-.016385362
2020,2,1,17,.073041908,.11645868,.053565364,.069327608
2020,2,1,18,.0016158256,.05764097,.046931092,.049117345
2020,2,1,19,.14761786,.078906588,.057440899,.074263297
2020,2,1,20,-.04878176,.061324071,-.0069922619,.0012946618
2020,2,1,21,-.010601334,.036872856,.0023622271,.0078242598
2020,2,1,22,.0045632762,-.019765699,.0035069773,-.0098274807
2020,2,1,23,-.01249876,.0017855776,-.020051127,-.023048574
2020,2,1,24,.021541551,.040660672,-.0034822973,.0071669943
2020,2,1,25,-.048200063,-.0041794241,-.0084297452,-.012570248
2020,2,1,26,.043603577,.073599964,.038823213,.075883061
2020,2,1,27,.13456813,.14688644,.04022757,.090217128
2020,2,1,28,.016080638,.02351379,.0065184417,-.009345633
2020,2,1,29,-.026550474,.029007465,-.015337241,.0045887697
2020,2,1,30,-.054240245,-.020157449,-.010471173,-.0014624057
2020,2,1,31,-.010172015,.0055719968,.0023114444,.0084850714
2020,2,1,32,.056820877,-.0073794364,-.0010189414,-.019759864
2020,2,1,33,-.04792444,.03466491,.0014308485,-.0041361745
2020,2,1,34,-.052027501,.050151829,-.013150702,.00076189148
2020,2,1,35,.03645831,.060630392,-.0017657997,-.0088154459
2020,2,1,36,-.015019236,.02526485,.0023921493,-.0025681171
2020,2,1,37,-.074021123,-.0089004878,-.013246195,-.0052572386
2020,2,1,38,.053532828,.28523237,.022585092,.090035699
2020,2,1,39,-.0286508,.060963701,.0059368019,.027040936
2020,2,1,40,-.023418391,.017035678,-.0076991054,-.0091938684
2020,2,1,41,-.030296586,.009414725,-.0074537657,.0032046756
2020,2,1,42,-.022453889,.047056679,.000095429976,.023731139
2020,2,1,44,-.012303066,-.058276102,.022608912,-.03685477
2020,2,1,45,-.0070901667,-.0085180802,-.00052625278,-.0023619651
2020,2,1,46,-.017440669,.098832205,.017102903,.052488435
2020,2,1,47,.010032361,.027718956,.00093249063,.00099510083
2020,2,1,48,-.0064966315,.0058981408,.0018122779,.0014260206
2020,2,1,49,-.034699649,-.027679041,-.012458226,-.0055465354
2020,2,1,50,.038901847,-.0099596707,-.0018943385,.00070881302
2020,2,1,51,-.042560831,.023171429,-.017222608,.0066078431
2020,2,1,53,.043628968,.026479678,-.0037289788,-.0023520049
2020,2,1,54,-.064898208,.036793992,-.016584633,.026137996
2020,2,1,55,.19150634,.17856722,.071959563,.13698944
2020,2,1,56,.0094262576,-.022943666,-.021229425,-.021355759
2020,2,2,1,-.012246651,-.028454179,.0091665862,.0051876255
2020,2,2,2,-.082608834,-.025090586,-.018165527,-.01021867
2020,2,2,4,-.059044663,-.029425927,-.0054914332,-.0017621976
2020,2,2,5,-.019760702,-.018608624,.0022765053,-.0020566415
2020,2,2,6,-.033654843,-.019830938,-.0057638828,-.0047140494
2020,2,2,8,-.058253944,-.04606808,-.0080442503,-.014613038
2020,2,2,9,.0062482692,-.0041652895,-.009617405,-.0027785399
2020,2,2,10,.046679519,.032504763,-.014707997,-.0034105317
2020,2,2,11,.039894547,.15425943,-.0038327472,.018927986
2020,2,2,12,-.02581455,.041663975,-.0072162952,.0011114489
2020,2,2,13,-.0053991829,.017198399,-.0096643604,.0050068134
2020,2,2,15,.0025512211,.082171954,-.0047871377,.014842894
2020,2,2,16,-.029294483,-.043121699,-.013937404,-.016553067
2020,2,2,17,.04665355,.097422421,.051107585,.06642729
2020,2,2,18,-.0090307491,.037973721,.048311096,.048871759
2020,2,2,19,.10825773,.054051526,.05658007,.07310988
2020,2,2,20,-.08599741,.056404144,-.0053507797,-.00086793705
2020,2,2,21,-.027553031,.012088834,.0022134704,.0063472996
2020,2,2,22,.0012830348,-.023240853,-.00052696466,-.0076261861
2020,2,2,23,-.040411685,.0010016772,-.011452428,-.018422956
2020,2,2,24,.0060100919,.035526704,-.0058568208,.0051914221
2020,2,2,25,-.053764116,-.014035582,-.0064782542,-.014620386
2020,2,2,26,.034952559,.080007754,.038722657,.078114696
2020,2,2,27,.076323882,.13463609,.037546769,.093490809
2020,2,2,28,.018391438,-.0011612393,.011550139,-.012408393
2020,2,2,29,-.050166469,.01275787,-.021112667,.0036324468
2020,2,2,30,-.088259548,-.044496972,-.015958652,-.007504059
2020,2,2,31,-.011875431,.0028494657,.00047290325,.0032130654
2020,2,2,32,.088670217,-.012117215,.0012838854,-.02050994
2020,2,2,33,-.063611843,.038186494,-.0059043481,-.0037303942
2020,2,2,34,-.051096685,.04772054,-.014636262,.0026109968
2020,2,2,35,.041776553,.052759651,-.0044379351,-.0096632512
2020,2,2,36,-.017488955,.026680306,.0030677624,-.0024876341
2020,2,2,37,-.082339294,-.022637162,-.012404134,-.0062108315
2020,2,2,38,.053948749,.25170571,.021543104,.094156146
2020,2,2,39,-.024206406,.04434815,.0075343624,.028463762
2020,2,2,40,-.03322351,.0016968457,-.0056076581,-.011557949
2020,2,2,41,-.047560904,-.0075856154,-.0067178546,.0022403318
2020,2,2,42,-.027297093,.04093669,.0021756098,.022502553
2020,2,2,44,-.0099893082,-.060787812,.023342399,-.03663379
2020,2,2,45,-.0084636221,-.029511731,.0019881562,-.0062491531
2020,2,2,46,-.062367596,.076889843,.012002702,.045230776
2020,2,2,47,.0049147867,-.0093710925,.0017665769,.0021449598
2020,2,2,48,-.023759352,-.0099222511,-.00029412151,.00078519888
2020,2,2,49,-.065447628,-.033722371,-.018805275,-.0033990364
2020,2,2,50,.059493445,-.014407807,.00050783658,-.012060243
2020,2,2,51,-.045408845,-.0021226762,-.018363254,.0098185977
2020,2,2,53,.01791052,.0031022483,-.0041738739,-.0047562257
2020,2,2,54,-.068322659,.030414071,-.01451483,.023358805
2020,2,2,55,.12778462,.15190257,.068275318,.13143106
2020,2,2,56,.019921567,-.016629755,-.022611262,-.027336324
2020,2,3,1,-.0026557692,-.0071829967,.012706583,.0086679887
2020,2,3,2,-.076909296,-.0035990784,-.021220956,-.012012209
2020,2,3,4,-.037464082,-.0070513827,-.0013703102,-.0015749619
2020,2,3,5,.018979365,-.004610579,.0043070121,-.00050506368
2020,2,3,6,.0040422278,.00017778201,-.0017332212,-.0011289465
2020,2,3,8,-.038722254,-.044899069,-.0048321164,-.013198891
2020,2,3,9,-.0010336478,-.010610884,-.0091105085,.0031592108
2020,2,3,10,.034951635,.050530519,-.011684588,.0012087374
2020,2,3,11,.060822688,.15543574,-.0041181715,.017755484
2020,2,3,12,-.0082319742,.039300881,-.0029821151,.001236854
2020,2,3,13,-.012061387,.023323424,-.0091918679,.0079381587
2020,2,3,15,.009984483,.082348622,-.0067926208,.013221409
2020,2,3,16,.0011744308,-.02775879,-.012889295,-.0084396787
2020,2,3,17,.047180016,.099246934,.052156411,.064572208
2020,2,3,18,-.010747706,.03610621,.049649782,.046928603
2020,2,3,19,.12083083,.035061516,.054967623,.071366876
2020,2,3,20,-.07234019,.035470899,-.010535496,.0059926496
2020,2,3,21,-.018475683,.01696839,.0015710501,.0081195086
2020,2,3,22,-.01136459,-.016407046,.00091447844,-.0063516377
2020,2,3,23,.0128691,.061902083,.004655465,.0060789655
2020,2,3,24,.0024925366,.035711057,-.0072381063,.013475393
2020,2,3,25,-.011987348,-.035257388,-.00075687084,-.013065831
2020,2,3,26,.047885936,.092539519,.039491404,.078318857
2020,2,3,27,.07065881,.13124593,.040043268,.10096528
2020,2,3,28,.026099173,.010216422,.0091985818,-.0091043124
2020,2,3,29,-.047382388,.0029406766,-.019029159,4.6730452e-07
2020,2,3,30,-.065384321,-.035548434,-.011606964,-.0019029879
2020,2,3,31,-.0012654962,-.021665154,.0039951135,.0024782754
2020,2,3,32,.11370303,-.025398964,.0049508978,-.023293158
2020,2,3,33,-.024664234,.055000409,-.0060623949,-.0037303942
2020,2,3,34,-.024748594,.035644338,-.0098466035,.0018593904
2020,2,3,35,.030407425,.082015313,-.0053590541,-.010736375
2020,2,3,36,-.0037240258,.018888284,.0048274403,-.0016746187
2020,2,3,37,-.025388241,-.0089545511,-.012094111,-.0020514207
2020,2,3,38,.057932209,.24115562,.014103303,.10511458
2020,2,3,39,-.027536895,.054061517,.0095119327,.033719841
2020,2,3,40,-.027783476,.02348393,-.0026065821,-.012146118
2020,2,3,41,-.014212125,-.0053723981,-.0031434211,.0069424477
